LogisticsShipmentExecutionKey,ShipDateKey,PlannedDeliveryDateKey,ActualDeliveryDateKey,ShipTimeOfDayKey,ActualDeliveryTimeOfDayKey,LogisticsShipmentHeaderKey,LogisticsShipmentLineKey,LogisticsCarrierServiceOptionKey,LogisticsLaneSegmentKey,ProductKey,CustomerKey,LogisticsShipmentStatusKey,LogisticsServiceLevelKey,UnitOfMeasureKey,CurrencyKey,ShippedQuantity,ShippedWeightKg,FreightAmount,SourceSystemKey,BatchId,LoadedAtUtc
183,20260603,20260623,20260707,73860,71040,187,163,218,140,280,405,2,13,1,4,128.2000,184.0000,260.7100,1,1,2026-08-24T00:00:00.000
184,20260822,20260705,20260729,69240,31080,426,464,161,399,6,38,9,20,7,5,128.9000,185.0000,262.0800,1,1,2026-08-24T00:00:00.000
185,20260706,20260710,20260531,66540,27180,273,74,374,439,96,465,4,5,6,4,129.6000,186.0000,263.4500,1,1,2026-08-24T00:00:00.000
186,20260820,20260626,20260703,49920,39960,430,325,332,435,219,276,11,3,1,2,130.3000,187.0000,264.8200,1,1,2026-08-24T00:00:00.000
187,20260718,20260823,20260714,48720,84780,214,245,128,3,350,-1,13,18,4,3,131.0000,188.0000,266.1900,1,1,2026-08-24T00:00:00.000
188,20260719,20260703,20260721,80760,62640,324,485,279,303,74,309,4,11,3,3,131.7000,189.0000,267.5600,1,1,2026-08-24T00:00:00.000
189,20260702,20260622,20260621,44940,26040,235,189,378,377,397,225,8,9,2,3,132.4000,190.0000,268.9300,1,1,2026-08-24T00:00:00.000
190,20260609,20260706,20260710,74700,63300,472,490,309,332,159,210,4,1,1,1,133.1000,191.0000,270.3000,1,1,2026-08-24T00:00:00.000
191,20260726,20260824,20260808,3660,12420,6,201,96,4,52,231,6,10,6,1,133.8000,192.0000,271.6700,1,1,2026-08-24T00:00:00.000
192,20260602,20260801,20260619,10020,45240,258,461,398,2,451,45,1,19,4,5,134.5000,193.0000,273.0400,1,1,2026-08-24T00:00:00.000
193,20260806,20260604,20260626,66240,26340,90,356,109,225,458,225,12,15,1,2,135.2000,194.0000,274.4100,1,1,2026-08-24T00:00:00.000
194,20260612,20260706,20260729,8940,30780,179,4,478,2,434,138,7,2,4,4,135.9000,195.0000,275.7800,1,1,2026-08-24T00:00:00.000
195,20260622,20260702,20260812,47640,61140,386,101,90,125,125,75,5,2,4,3,136.6000,196.0000,277.1500,1,1,2026-08-24T00:00:00.000
196,20260722,20260816,20260612,32280,9480,443,50,147,214,471,298,4,4,6,1,137.3000,197.0000,278.5200,1,1,2026-08-24T00:00:00.000
197,20260817,20260626,20260817,35820,12120,366,91,338,246,115,268,4,7,4,1,138.0000,198.0000,279.8900,1,1,2026-08-24T00:00:00.000
198,20260729,20260623,20260809,56580,31200,449,113,376,208,423,433,11,4,1,3,138.7000,199.0000,281.2600,1,1,2026-08-24T00:00:00.000
199,20260609,20260627,20260603,19680,82800,111,463,109,425,6,398,12,7,1,1,139.4000,200.0000,282.6300,1,1,2026-08-24T00:00:00.000
200,20260625,20260824,20260722,31560,21660,481,327,420,88,452,356,8,2,6,1,140.1000,201.0000,284.0000,1,1,2026-08-24T00:00:00.000
201,20260731,20260530,20260628,58800,23520,423,422,147,175,325,124,7,1,6,2,140.8000,202.0000,285.3700,1,1,2026-08-24T00:00:00.000
202,20260719,20260723,20260722,39420,74580,186,479,489,226,471,359,12,20,1,2,141.5000,203.0000,286.7400,1,1,2026-08-24T00:00:00.000
203,20260606,20260728,20260709,80700,55620,305,123,279,64,113,191,10,14,7,5,142.2000,204.0000,288.1100,1,1,2026-08-24T00:00:00.000
204,20260602,20260709,20260730,56220,72120,245,144,17,164,63,-1,6,12,1,2,142.9000,205.0000,289.4800,1,1,2026-08-24T00:00:00.000
205,20260530,20260802,20260625,55260,71940,88,13,338,456,324,180,14,14,3,3,143.6000,206.0000,290.8500,1,1,2026-08-24T00:00:00.000
206,20260614,20260607,20260717,21420,46980,275,213,146,447,336,478,6,10,1,4,144.3000,207.0000,292.2200,1,1,2026-08-24T00:00:00.000
207,20260629,20260710,20260630,75300,69840,352,12,259,157,415,447,6,3,3,4,145.0000,208.0000,293.5900,1,1,2026-08-24T00:00:00.000
208,20260716,20260621,20260725,63600,40200,496,201,423,213,239,146,13,11,5,3,145.7000,209.0000,294.9600,1,1,2026-08-24T00:00:00.000
209,20260614,20260803,20260721,720,6180,311,79,283,60,330,12,13,5,4,4,146.4000,210.0000,296.3300,1,1,2026-08-24T00:00:00.000
210,20260816,20260706,20260608,45420,64080,279,488,105,397,93,46,7,12,1,5,147.1000,211.0000,297.7000,1,1,2026-08-24T00:00:00.000
211,20260723,20260701,20260624,73080,70080,163,192,473,68,89,35,8,9,3,3,147.8000,212.0000,299.0700,1,1,2026-08-24T00:00:00.000
212,20260609,20260604,20260803,45000,84120,308,104,87,485,110,353,6,8,3,1,148.5000,213.0000,300.4400,1,1,2026-08-24T00:00:00.000
213,20260707,20260628,20260817,20700,45120,181,460,426,416,416,137,1,6,3,1,149.2000,214.0000,301.8100,1,1,2026-08-24T00:00:00.000
214,20260812,20260617,20260824,23520,19020,30,430,77,238,158,245,1,10,6,5,149.9000,215.0000,303.1800,1,1,2026-08-24T00:00:00.000
215,20260618,20260822,20260805,2220,43320,27,446,114,484,91,356,4,12,1,2,150.6000,216.0000,304.5500,1,1,2026-08-24T00:00:00.000
216,20260810,20260705,20260625,44940,38160,162,464,277,402,34,191,3,11,6,2,151.3000,217.0000,305.9200,1,1,2026-08-24T00:00:00.000
217,20260704,20260627,20260623,84000,50160,168,156,200,207,127,488,1,18,4,2,152.0000,218.0000,307.2900,1,1,2026-08-24T00:00:00.000
218,20260719,20260824,20260527,83220,4920,146,15,295,75,389,484,14,4,7,4,152.7000,219.0000,308.6600,1,1,2026-08-24T00:00:00.000
219,20260710,20260725,20260815,35760,48420,310,264,66,213,7,175,2,12,4,4,153.4000,220.0000,310.0300,1,1,2026-08-24T00:00:00.000
220,20260804,20260723,20260731,6720,17340,346,57,475,301,211,175,7,8,6,2,154.1000,221.0000,311.4000,1,1,2026-08-24T00:00:00.000
221,20260705,20260607,20260529,63360,51480,99,455,421,209,419,-1,10,2,3,5,154.8000,222.0000,312.7700,1,1,2026-08-24T00:00:00.000
222,20260711,20260612,20260804,86340,49980,154,278,263,72,122,129,11,14,4,3,155.5000,223.0000,314.1400,1,1,2026-08-24T00:00:00.000
223,20260625,20260606,20260710,11700,67680,223,55,345,65,57,479,2,1,1,4,156.2000,224.0000,315.5100,1,1,2026-08-24T00:00:00.000
224,20260721,20260815,20260703,74520,21180,293,219,79,191,75,187,13,15,7,4,156.9000,225.0000,316.8800,1,1,2026-08-24T00:00:00.000
225,20260622,20260606,20260602,55140,62040,171,450,133,419,107,311,4,4,3,2,157.6000,226.0000,318.2500,1,1,2026-08-24T00:00:00.000
226,20260818,20260626,20260624,21300,12120,14,118,175,274,1,487,13,5,4,5,158.3000,227.0000,319.6200,1,1,2026-08-24T00:00:00.000
227,20260710,20260601,20260713,3000,77520,125,438,289,444,135,78,12,9,2,4,159.0000,228.0000,320.9900,1,1,2026-08-24T00:00:00.000
228,20260714,20260711,20260809,35760,82260,355,491,330,48,399,201,11,19,3,1,159.7000,229.0000,322.3600,1,1,2026-08-24T00:00:00.000
229,20260715,20260803,20260706,84180,13380,45,484,88,204,343,70,10,8,5,5,160.4000,230.0000,323.7300,1,1,2026-08-24T00:00:00.000
230,20260722,20260730,20260620,37320,180,367,133,145,155,469,333,12,7,4,1,161.1000,231.0000,325.1000,1,1,2026-08-24T00:00:00.000
231,20260527,20260607,20260819,8640,59100,267,156,30,85,488,17,1,7,3,5,161.8000,232.0000,326.4700,1,1,2026-08-24T00:00:00.000
232,20260712,20260621,20260618,30060,11100,260,191,360,383,127,423,13,11,2,5,162.5000,233.0000,327.8400,1,1,2026-08-24T00:00:00.000
233,20260616,20260715,20260622,32280,22200,313,226,67,146,455,97,11,12,6,4,163.2000,234.0000,329.2100,1,1,2026-08-24T00:00:00.000
234,20260619,20260611,20260616,60840,41460,99,276,314,406,224,430,2,16,7,4,163.9000,235.0000,330.5800,1,1,2026-08-24T00:00:00.000
235,20260623,20260802,20260806,67260,21480,410,190,235,298,62,243,9,16,1,5,164.6000,236.0000,331.9500,1,1,2026-08-24T00:00:00.000
236,20260721,20260529,20260724,59760,19320,231,395,186,209,239,123,1,14,7,4,165.3000,237.0000,333.3200,1,1,2026-08-24T00:00:00.000
237,20260711,20260608,20260802,74880,53280,158,468,346,179,128,270,8,7,5,3,166.0000,238.0000,334.6900,1,1,2026-08-24T00:00:00.000
238,20260603,20260630,20260815,76500,5400,299,253,267,94,149,-1,3,11,3,5,166.7000,239.0000,336.0600,1,1,2026-08-24T00:00:00.000
239,20260814,20260806,20260712,37500,65160,117,60,299,446,156,388,8,7,2,4,167.4000,240.0000,337.4300,1,1,2026-08-24T00:00:00.000
240,20260715,20260530,20260802,48780,56460,111,158,126,446,171,6,11,12,7,3,168.1000,241.0000,338.8000,1,1,2026-08-24T00:00:00.000
241,20260527,20260822,20260727,26580,14760,179,121,235,456,143,115,4,17,5,1,168.8000,242.0000,340.1700,1,1,2026-08-24T00:00:00.000
242,20260809,20260802,20260625,72060,1680,420,175,164,375,180,307,10,19,7,5,169.5000,243.0000,341.5400,1,1,2026-08-24T00:00:00.000
243,20260726,20260802,20260718,83340,84780,205,153,444,279,448,13,12,14,6,4,170.2000,244.0000,342.9100,1,1,2026-08-24T00:00:00.000
244,20260813,20260704,20260730,67860,79440,208,131,93,115,66,139,12,6,1,3,170.9000,245.0000,344.2800,1,1,2026-08-24T00:00:00.000
245,20260608,20260723,20260611,360,24060,484,393,51,161,435,38,9,2,2,5,171.6000,246.0000,345.6500,1,1,2026-08-24T00:00:00.000
246,20260715,20260619,20260812,62160,1500,458,216,86,415,222,195,13,12,6,3,172.3000,247.0000,347.0200,1,1,2026-08-24T00:00:00.000
247,20260821,20260615,20260628,4740,68940,120,111,162,436,274,115,2,13,5,4,173.0000,248.0000,348.3900,1,1,2026-08-24T00:00:00.000
248,20260813,20260806,20260720,77340,1860,319,357,136,66,253,387,6,18,3,4,173.7000,249.0000,349.7600,1,1,2026-08-24T00:00:00.000
249,20260613,20260707,20260710,59220,22800,211,331,215,260,330,414,6,17,6,5,174.4000,250.0000,351.1300,1,1,2026-08-24T00:00:00.000
250,20260627,20260704,20260812,9900,75180,423,457,428,90,283,205,13,4,2,3,175.1000,251.0000,352.5000,1,1,2026-08-24T00:00:00.000
251,20260705,20260708,20260818,40800,75900,294,339,58,491,298,265,7,6,2,1,175.8000,252.0000,353.8700,1,1,2026-08-24T00:00:00.000
252,20260725,20260601,20260804,5760,4560,104,72,226,434,286,115,13,1,4,5,176.5000,253.0000,355.2400,1,1,2026-08-24T00:00:00.000
253,20260711,20260714,20260723,85140,15660,368,143,20,403,172,27,10,15,5,4,177.2000,254.0000,356.6100,1,1,2026-08-24T00:00:00.000
254,20260807,20260721,20260603,780,17820,244,26,460,268,100,130,13,15,7,1,177.9000,255.0000,357.9800,1,1,2026-08-24T00:00:00.000
255,20260807,20260715,20260713,61740,39840,371,386,143,225,189,-1,1,17,7,2,178.6000,256.0000,359.3500,1,1,2026-08-24T00:00:00.000
256,20260802,20260619,20260723,41100,76980,283,353,254,193,92,271,11,16,2,4,179.3000,257.0000,360.7200,1,1,2026-08-24T00:00:00.000
257,20260728,20260717,20260710,42900,75300,259,225,309,342,106,85,7,10,6,2,180.0000,258.0000,362.0900,1,1,2026-08-24T00:00:00.000
258,20260627,20260729,20260530,14940,71460,412,123,349,227,212,73,5,1,7,3,180.7000,259.0000,363.4600,1,1,2026-08-24T00:00:00.000
259,20260815,20260720,20260725,60120,43320,433,84,151,186,377,486,13,16,1,3,181.4000,260.0000,364.8300,1,1,2026-08-24T00:00:00.000
260,20260617,20260715,20260627,73380,32580,31,357,278,490,133,365,3,15,4,5,182.1000,261.0000,366.2000,1,1,2026-08-24T00:00:00.000
261,20260624,20260805,20260806,25260,29460,234,98,246,299,416,126,12,11,6,3,182.8000,262.0000,367.5700,1,1,2026-08-24T00:00:00.000
262,20260815,20260627,20260721,53940,10860,76,398,247,81,110,156,7,9,5,2,183.5000,263.0000,368.9400,1,1,2026-08-24T00:00:00.000
263,20260709,20260728,20260605,26220,37740,147,493,77,20,216,471,7,13,6,1,184.2000,264.0000,370.3100,1,1,2026-08-24T00:00:00.000
264,20260820,20260610,20260528,44280,12420,338,392,28,395,460,86,12,11,4,3,184.9000,265.0000,371.6800,1,1,2026-08-24T00:00:00.000
265,20260824,20260717,20260613,38640,12780,440,105,248,26,153,238,6,18,7,3,185.6000,266.0000,373.0500,1,1,2026-08-24T00:00:00.000
266,20260626,20260812,20260530,71820,55200,198,178,184,372,339,376,9,16,4,5,186.3000,267.0000,374.4200,1,1,2026-08-24T00:00:00.000
267,20260627,20260812,20260816,81360,71160,135,422,27,369,251,172,3,5,1,1,187.0000,268.0000,375.7900,1,1,2026-08-24T00:00:00.000
268,20260819,20260618,20260811,42540,56400,162,93,314,457,204,267,6,18,4,5,187.7000,269.0000,377.1600,1,1,2026-08-24T00:00:00.000
269,20260702,20260629,20260818,16740,42240,427,282,36,323,70,136,4,14,5,2,188.4000,270.0000,378.5300,1,1,2026-08-24T00:00:00.000
270,20260731,20260620,20260711,32520,3120,205,449,98,370,195,415,11,14,6,2,189.1000,271.0000,379.9000,1,1,2026-08-24T00:00:00.000
271,20260626,20260607,20260610,75420,79380,138,370,239,255,369,264,12,5,2,2,189.8000,272.0000,381.2700,1,1,2026-08-24T00:00:00.000
272,20260810,20260614,20260725,81240,80520,417,340,308,213,177,-1,9,19,5,2,190.5000,273.0000,382.6400,1,1,2026-08-24T00:00:00.000
273,20260611,20260622,20260820,68640,24180,342,58,111,130,384,154,12,5,5,5,191.2000,274.0000,384.0100,1,1,2026-08-24T00:00:00.000
274,20260728,20260724,20260701,48780,75180,83,499,98,20,112,248,3,16,7,5,191.9000,275.0000,385.3800,1,1,2026-08-24T00:00:00.000
275,20260601,20260602,20260617,55860,61500,167,93,92,407,306,486,2,5,7,5,192.6000,276.0000,386.7500,1,1,2026-08-24T00:00:00.000
276,20260817,20260704,20260616,38040,23820,315,113,265,334,486,177,6,5,5,5,193.3000,277.0000,388.1200,1,1,2026-08-24T00:00:00.000
277,20260724,20260618,20260611,53220,80340,432,257,440,126,173,226,13,3,1,5,194.0000,278.0000,389.4900,1,1,2026-08-24T00:00:00.000
278,20260726,20260816,20260726,44460,70740,1,25,454,250,220,315,4,4,1,1,194.7000,279.0000,390.8600,1,1,2026-08-24T00:00:00.000
279,20260702,20260615,20260805,19260,67800,408,490,120,150,201,497,7,4,1,5,195.4000,280.0000,392.2300,1,1,2026-08-24T00:00:00.000
280,20260601,20260628,20260613,22440,82860,488,119,259,360,281,329,9,7,4,5,196.1000,281.0000,393.6000,1,1,2026-08-24T00:00:00.000
281,20260823,20260623,20260708,42000,50400,92,256,300,70,440,319,7,2,1,2,196.8000,282.0000,394.9700,1,1,2026-08-24T00:00:00.000
282,20260803,20260622,20260805,53760,66000,6,129,30,165,369,242,12,4,2,1,197.5000,283.0000,396.3400,1,1,2026-08-24T00:00:00.000
283,20260821,20260719,20260724,67860,72720,376,338,16,303,499,342,4,7,7,3,198.2000,284.0000,397.7100,1,1,2026-08-24T00:00:00.000
284,20260531,20260723,20260823,26760,85800,380,192,392,28,391,256,6,17,6,2,198.9000,285.0000,399.0800,1,1,2026-08-24T00:00:00.000
285,20260607,20260609,20260606,82620,53700,407,93,46,337,215,179,6,17,4,3,199.6000,286.0000,400.4500,1,1,2026-08-24T00:00:00.000
286,20260708,20260622,20260823,50040,50580,209,108,397,361,216,5,5,3,7,5,200.3000,287.0000,401.8200,1,1,2026-08-24T00:00:00.000
287,20260808,20260611,20260821,67980,37020,492,494,90,354,73,251,10,20,3,4,201.0000,288.0000,403.1900,1,1,2026-08-24T00:00:00.000
288,20260708,20260605,20260707,62520,16260,326,224,350,469,71,471,2,11,3,3,201.7000,289.0000,404.5600,1,1,2026-08-24T00:00:00.000
289,20260606,20260804,20260716,25200,84960,257,241,190,267,259,-1,11,18,7,4,202.4000,290.0000,405.9300,1,1,2026-08-24T00:00:00.000
290,20260722,20260710,20260530,65700,20880,332,314,271,294,378,6,12,13,4,1,203.1000,291.0000,407.3000,1,1,2026-08-24T00:00:00.000
291,20260712,20260718,20260626,9060,59640,201,475,285,494,257,327,8,20,1,3,203.8000,292.0000,408.6700,1,1,2026-08-24T00:00:00.000
292,20260817,20260605,20260808,53820,37140,44,47,360,464,464,154,7,3,5,3,204.5000,293.0000,410.0400,1,1,2026-08-24T00:00:00.000
293,20260724,20260809,20260621,5340,67680,29,148,263,385,133,116,8,16,4,3,205.2000,294.0000,411.4100,1,1,2026-08-24T00:00:00.000
294,20260725,20260729,20260814,51060,2220,482,315,157,382,392,133,4,8,3,2,205.9000,295.0000,412.7800,1,1,2026-08-24T00:00:00.000
295,20260625,20260529,20260615,1260,78960,205,256,32,273,384,489,6,8,7,3,206.6000,296.0000,414.1500,1,1,2026-08-24T00:00:00.000
296,20260704,20260806,20260807,12960,84780,30,380,386,235,245,260,10,11,6,4,207.3000,297.0000,415.5200,1,1,2026-08-24T00:00:00.000
297,20260719,20260729,20260807,77820,17580,279,309,164,222,220,271,5,9,3,1,208.0000,298.0000,416.8900,1,1,2026-08-24T00:00:00.000
298,20260809,20260707,20260820,29220,20640,162,497,63,239,242,15,10,13,7,5,208.7000,299.0000,418.2600,1,1,2026-08-24T00:00:00.000
299,20260730,20260719,20260803,3060,30840,370,188,172,256,322,65,10,10,6,2,209.4000,300.0000,419.6300,1,1,2026-08-24T00:00:00.000
300,20260621,20260728,20260809,82980,75660,250,259,156,390,120,114,10,20,7,5,210.1000,301.0000,421.0000,1,1,2026-08-24T00:00:00.000
301,20260813,20260708,20260824,47100,7620,192,241,113,21,84,353,12,3,4,1,210.8000,302.0000,422.3700,1,1,2026-08-24T00:00:00.000
302,20260609,20260702,20260817,15300,54300,105,344,349,68,93,165,10,17,5,1,211.5000,303.0000,423.7400,1,1,2026-08-24T00:00:00.000
303,20260604,20260711,20260707,77820,33900,180,165,176,367,19,120,4,6,3,4,212.2000,304.0000,425.1100,1,1,2026-08-24T00:00:00.000
304,20260728,20260818,20260621,44160,59880,106,174,328,130,250,492,1,9,6,3,212.9000,305.0000,426.4800,1,1,2026-08-24T00:00:00.000
305,20260701,20260720,20260716,3420,60480,115,265,328,128,437,432,4,4,6,3,213.6000,306.0000,427.8500,1,1,2026-08-24T00:00:00.000
306,20260616,20260701,20260531,75540,29640,350,101,150,141,383,-1,3,9,5,1,214.3000,307.0000,429.2200,1,1,2026-08-24T00:00:00.000
307,20260708,20260802,20260712,32400,57600,452,138,282,298,100,445,8,16,7,3,215.0000,308.0000,430.5900,1,1,2026-08-24T00:00:00.000
308,20260719,20260807,20260815,4080,12300,492,282,477,306,223,25,4,2,3,5,215.7000,309.0000,431.9600,1,1,2026-08-24T00:00:00.000
309,20260820,20260810,20260623,49080,32760,227,6,289,487,168,273,6,20,5,4,216.4000,310.0000,433.3300,1,1,2026-08-24T00:00:00.000
310,20260609,20260811,20260613,15840,71760,65,77,70,206,265,472,7,7,7,1,217.1000,311.0000,434.7000,1,1,2026-08-24T00:00:00.000
311,20260604,20260618,20260528,54000,35220,265,72,372,381,354,101,13,8,4,2,217.8000,312.0000,436.0700,1,1,2026-08-24T00:00:00.000
312,20260816,20260714,20260615,67800,59340,402,438,114,35,324,122,14,11,6,1,218.5000,313.0000,437.4400,1,1,2026-08-24T00:00:00.000
313,20260630,20260808,20260529,51000,48360,268,476,241,490,176,7,4,10,5,4,219.2000,314.0000,438.8100,1,1,2026-08-24T00:00:00.000
314,20260821,20260808,20260714,6360,12000,422,384,166,29,24,480,14,19,5,2,219.9000,315.0000,440.1800,1,1,2026-08-24T00:00:00.000
315,20260823,20260629,20260613,9360,49560,288,130,344,394,304,485,2,3,1,1,220.6000,316.0000,441.5500,1,1,2026-08-24T00:00:00.000
316,20260718,20260718,20260724,31680,12360,103,404,32,5,268,112,7,17,1,5,221.3000,317.0000,442.9200,1,1,2026-08-24T00:00:00.000
317,20260623,20260715,20260805,23460,20880,76,410,492,119,247,196,6,4,3,2,222.0000,318.0000,444.2900,1,1,2026-08-24T00:00:00.000
318,20260806,20260724,20260604,24840,58980,320,198,317,76,423,462,2,11,1,3,222.7000,319.0000,445.6600,1,1,2026-08-24T00:00:00.000
319,20260806,20260724,20260705,40500,84960,286,470,14,23,478,244,2,6,7,3,223.4000,320.0000,447.0300,1,1,2026-08-24T00:00:00.000
320,20260730,20260604,20260724,10680,39780,441,177,206,488,32,167,7,4,3,3,224.1000,321.0000,448.4000,1,1,2026-08-24T00:00:00.000
321,20260720,20260629,20260818,1800,81180,228,253,44,141,387,255,1,14,3,1,224.8000,322.0000,449.7700,1,1,2026-08-24T00:00:00.000
322,20260805,20260804,20260626,55500,840,138,290,284,350,113,302,2,15,2,5,225.5000,323.0000,451.1400,1,1,2026-08-24T00:00:00.000
323,20260820,20260625,20260616,55980,41820,118,29,30,358,238,-1,7,17,5,3,226.2000,324.0000,452.5100,1,1,2026-08-24T00:00:00.000
324,20260701,20260622,20260622,18300,62880,284,483,210,213,161,247,4,9,3,1,226.9000,325.0000,453.8800,1,1,2026-08-24T00:00:00.000
325,20260819,20260721,20260816,34020,75540,227,194,124,397,255,126,7,6,2,3,227.6000,326.0000,455.2500,1,1,2026-08-24T00:00:00.000
326,20260628,20260715,20260624,35640,31740,283,327,99,143,336,430,2,11,1,2,228.3000,327.0000,456.6200,1,1,2026-08-24T00:00:00.000
327,20260808,20260719,20260720,31020,72540,159,193,395,225,327,23,2,12,6,2,229.0000,328.0000,457.9900,1,1,2026-08-24T00:00:00.000
328,20260614,20260612,20260711,73620,23520,397,234,268,427,232,466,6,15,4,2,229.7000,329.0000,459.3600,1,1,2026-08-24T00:00:00.000
329,20260622,20260719,20260622,5760,600,208,100,404,93,187,133,1,9,4,3,230.4000,330.0000,460.7300,1,1,2026-08-24T00:00:00.000
330,20260529,20260810,20260725,74400,65820,89,61,78,184,439,232,10,6,4,5,231.1000,331.0000,462.1000,1,1,2026-08-24T00:00:00.000
331,20260627,20260810,20260615,19260,79920,251,318,109,195,32,411,1,9,5,2,231.8000,332.0000,463.4700,1,1,2026-08-24T00:00:00.000
332,20260725,20260804,20260725,58500,27780,298,381,196,498,60,196,11,14,4,4,232.5000,333.0000,464.8400,1,1,2026-08-24T00:00:00.000
333,20260810,20260607,20260607,3060,47040,147,332,192,51,231,109,12,16,6,5,233.2000,334.0000,466.2100,1,1,2026-08-24T00:00:00.000
334,20260722,20260528,20260629,85920,3480,491,154,111,347,113,24,8,16,4,3,233.9000,335.0000,467.5800,1,1,2026-08-24T00:00:00.000
335,20260601,20260824,20260720,3240,23760,376,490,495,123,442,85,5,17,3,1,234.6000,336.0000,468.9500,1,1,2026-08-24T00:00:00.000
336,20260704,20260713,20260621,79740,82860,243,396,294,448,119,146,8,13,2,1,235.3000,337.0000,470.3200,1,1,2026-08-24T00:00:00.000
337,20260602,20260724,20260604,63540,34200,414,276,44,197,60,222,4,8,1,1,236.0000,338.0000,471.6900,1,1,2026-08-24T00:00:00.000
338,20260731,20260820,20260615,63540,12360,153,212,265,491,281,42,3,17,3,5,236.7000,339.0000,473.0600,1,1,2026-08-24T00:00:00.000
339,20260823,20260808,20260710,77220,47760,265,32,20,322,103,265,3,6,4,4,237.4000,340.0000,474.4300,1,1,2026-08-24T00:00:00.000
340,20260703,20260704,20260610,17160,67080,390,414,79,175,228,-1,4,18,4,2,238.1000,341.0000,475.8000,1,1,2026-08-24T00:00:00.000
341,20260602,20260602,20260730,72900,74100,1,400,333,123,155,408,12,3,5,3,238.8000,342.0000,477.1700,1,1,2026-08-24T00:00:00.000
342,20260614,20260810,20260624,56880,41760,15,92,215,343,209,487,12,5,5,3,239.5000,343.0000,478.5400,1,1,2026-08-24T00:00:00.000
343,20260705,20260714,20260604,46380,22500,87,348,145,364,17,301,10,15,1,2,240.2000,344.0000,479.9100,1,1,2026-08-24T00:00:00.000
344,20260727,20260605,20260606,37260,71640,27,115,212,154,224,267,9,18,3,5,240.9000,345.0000,481.2800,1,1,2026-08-24T00:00:00.000
345,20260617,20260531,20260716,79740,18840,367,450,66,3,179,204,2,13,6,5,241.6000,346.0000,482.6500,1,1,2026-08-24T00:00:00.000
346,20260731,20260603,20260601,5400,53760,225,216,402,348,103,257,12,6,3,4,242.3000,347.0000,484.0200,1,1,2026-08-24T00:00:00.000
347,20260628,20260726,20260728,34320,14040,296,194,154,218,67,206,12,4,4,2,243.0000,348.0000,485.3900,1,1,2026-08-24T00:00:00.000
348,20260709,20260725,20260530,16920,77040,366,14,362,317,106,92,10,16,4,3,243.7000,349.0000,486.7600,1,1,2026-08-24T00:00:00.000
349,20260527,20260616,20260621,14160,47340,107,153,389,37,160,2,5,20,6,1,244.4000,350.0000,488.1300,1,1,2026-08-24T00:00:00.000
