FinanceBudgetForecastKey,SnapshotDateKey,FiscalPeriodDateKey,FinancePlanningVersionKey,GlAccountKey,CostCenterKey,BusinessUnitKey,ProductKey,FinanceProfitObjectKey,FinanceScenarioTypeKey,CurrencyKey,BudgetAmount,ForecastAmount,BudgetQuantity,ForecastQuantity,SourceSystemKey,BatchId,LoadedAtUtc
210,20260707,20260626,123,53,245,102,89,171,3,1,297.7000,297.7000,147.1000,147.1000,1,1,2026-08-24T00:00:00.000
211,20260620,20260812,378,16,451,275,437,259,9,2,299.0700,299.0700,147.8000,147.8000,1,1,2026-08-24T00:00:00.000
212,20260607,20260613,107,400,139,475,178,80,10,1,300.4400,300.4400,148.5000,148.5000,1,1,2026-08-24T00:00:00.000
213,20260813,20260722,137,193,174,154,496,172,7,2,301.8100,301.8100,149.2000,149.2000,1,1,2026-08-24T00:00:00.000
214,20260818,20260527,161,157,338,225,367,139,7,3,303.1800,303.1800,149.9000,149.9000,1,1,2026-08-24T00:00:00.000
215,20260711,20260608,148,270,111,257,285,61,4,2,304.5500,304.5500,150.6000,150.6000,1,1,2026-08-24T00:00:00.000
216,20260620,20260704,71,18,255,287,400,39,3,3,305.9200,305.9200,151.3000,151.3000,1,1,2026-08-24T00:00:00.000
217,20260705,20260610,237,65,152,78,116,420,6,1,307.2900,307.2900,152.0000,152.0000,1,1,2026-08-24T00:00:00.000
218,20260531,20260530,183,406,6,420,417,164,2,2,308.6600,308.6600,152.7000,152.7000,1,1,2026-08-24T00:00:00.000
219,20260716,20260716,249,123,384,106,30,285,2,5,310.0300,310.0300,153.4000,153.4000,1,1,2026-08-24T00:00:00.000
220,20260712,20260706,215,126,378,95,495,416,6,4,311.4000,311.4000,154.1000,154.1000,1,1,2026-08-24T00:00:00.000
221,20260710,20260612,168,288,-1,202,-1,-1,1,4,312.7700,312.7700,154.8000,154.8000,1,1,2026-08-24T00:00:00.000
222,20260709,20260627,418,101,135,91,231,431,5,2,314.1400,314.1400,155.5000,155.5000,1,1,2026-08-24T00:00:00.000
223,20260626,20260703,463,409,194,12,398,396,8,5,315.5100,315.5100,156.2000,156.2000,1,1,2026-08-24T00:00:00.000
224,20260730,20260812,210,451,123,414,75,202,7,1,316.8800,316.8800,156.9000,156.9000,1,1,2026-08-24T00:00:00.000
225,20260705,20260801,469,94,364,31,380,496,10,5,318.2500,318.2500,157.6000,157.6000,1,1,2026-08-24T00:00:00.000
226,20260530,20260711,426,61,246,313,490,79,7,4,319.6200,319.6200,158.3000,158.3000,1,1,2026-08-24T00:00:00.000
227,20260722,20260720,297,496,81,201,366,446,1,4,320.9900,320.9900,159.0000,159.0000,1,1,2026-08-24T00:00:00.000
228,20260717,20260815,215,448,165,457,112,278,9,5,322.3600,322.3600,159.7000,159.7000,1,1,2026-08-24T00:00:00.000
229,20260707,20260704,424,253,202,151,436,255,2,3,323.7300,323.7300,160.4000,160.4000,1,1,2026-08-24T00:00:00.000
230,20260805,20260823,82,173,334,491,118,109,6,4,325.1000,325.1000,161.1000,161.1000,1,1,2026-08-24T00:00:00.000
231,20260728,20260804,449,459,380,238,244,225,3,4,326.4700,326.4700,161.8000,161.8000,1,1,2026-08-24T00:00:00.000
232,20260608,20260823,292,162,82,27,363,61,10,1,327.8400,327.8400,162.5000,162.5000,1,1,2026-08-24T00:00:00.000
233,20260601,20260721,31,69,362,350,411,488,1,1,329.2100,329.2100,163.2000,163.2000,1,1,2026-08-24T00:00:00.000
234,20260821,20260712,256,355,367,387,56,301,2,1,330.5800,330.5800,163.9000,163.9000,1,1,2026-08-24T00:00:00.000
235,20260726,20260730,482,71,352,472,238,469,1,3,331.9500,331.9500,164.6000,164.6000,1,1,2026-08-24T00:00:00.000
236,20260531,20260607,82,206,420,180,338,286,5,5,333.3200,333.3200,165.3000,165.3000,1,1,2026-08-24T00:00:00.000
237,20260630,20260818,422,452,221,78,80,448,2,2,334.6900,334.6900,166.0000,166.0000,1,1,2026-08-24T00:00:00.000
238,20260717,20260821,72,143,-1,113,-1,-1,5,2,336.0600,336.0600,166.7000,166.7000,1,1,2026-08-24T00:00:00.000
239,20260611,20260702,454,60,368,49,54,480,3,1,337.4300,337.4300,167.4000,167.4000,1,1,2026-08-24T00:00:00.000
240,20260609,20260612,122,53,154,13,454,394,10,4,338.8000,338.8000,168.1000,168.1000,1,1,2026-08-24T00:00:00.000
241,20260701,20260730,130,48,121,265,498,499,1,1,340.1700,340.1700,168.8000,168.8000,1,1,2026-08-24T00:00:00.000
242,20260804,20260701,85,453,117,477,98,315,6,3,341.5400,341.5400,169.5000,169.5000,1,1,2026-08-24T00:00:00.000
243,20260715,20260627,150,155,472,254,453,87,4,2,342.9100,342.9100,170.2000,170.2000,1,1,2026-08-24T00:00:00.000
244,20260820,20260705,217,199,418,152,441,338,10,5,344.2800,344.2800,170.9000,170.9000,1,1,2026-08-24T00:00:00.000
245,20260604,20260708,352,266,158,380,58,212,2,3,345.6500,345.6500,171.6000,171.6000,1,1,2026-08-24T00:00:00.000
246,20260602,20260726,432,380,174,104,486,177,10,5,347.0200,347.0200,172.3000,172.3000,1,1,2026-08-24T00:00:00.000
247,20260824,20260818,250,232,397,345,483,416,1,5,348.3900,348.3900,173.0000,173.0000,1,1,2026-08-24T00:00:00.000
248,20260611,20260531,138,55,245,473,321,183,10,1,349.7600,349.7600,173.7000,173.7000,1,1,2026-08-24T00:00:00.000
249,20260527,20260816,367,2,119,314,127,368,6,4,351.1300,351.1300,174.4000,174.4000,1,1,2026-08-24T00:00:00.000
250,20260629,20260722,374,67,62,486,225,275,6,2,352.5000,352.5000,175.1000,175.1000,1,1,2026-08-24T00:00:00.000
251,20260715,20260608,218,186,146,380,480,159,4,4,353.8700,353.8700,175.8000,175.8000,1,1,2026-08-24T00:00:00.000
252,20260812,20260614,304,102,137,417,147,55,3,2,355.2400,355.2400,176.5000,176.5000,1,1,2026-08-24T00:00:00.000
253,20260728,20260617,32,333,120,146,455,159,8,2,356.6100,356.6100,177.2000,177.2000,1,1,2026-08-24T00:00:00.000
254,20260616,20260531,135,399,281,266,90,370,9,3,357.9800,357.9800,177.9000,177.9000,1,1,2026-08-24T00:00:00.000
255,20260614,20260713,57,211,-1,244,-1,-1,4,1,359.3500,359.3500,178.6000,178.6000,1,1,2026-08-24T00:00:00.000
256,20260609,20260628,359,473,274,446,35,223,5,1,360.7200,360.7200,179.3000,179.3000,1,1,2026-08-24T00:00:00.000
257,20260814,20260710,230,362,53,110,431,260,6,2,362.0900,362.0900,180.0000,180.0000,1,1,2026-08-24T00:00:00.000
258,20260718,20260528,470,278,366,247,372,64,8,5,363.4600,363.4600,180.7000,180.7000,1,1,2026-08-24T00:00:00.000
259,20260530,20260722,128,370,415,166,95,255,5,4,364.8300,364.8300,181.4000,181.4000,1,1,2026-08-24T00:00:00.000
260,20260606,20260612,94,396,448,373,414,244,4,1,366.2000,366.2000,182.1000,182.1000,1,1,2026-08-24T00:00:00.000
261,20260808,20260821,428,329,23,8,114,172,2,5,367.5700,367.5700,182.8000,182.8000,1,1,2026-08-24T00:00:00.000
262,20260615,20260530,382,338,220,338,39,108,8,5,368.9400,368.9400,183.5000,183.5000,1,1,2026-08-24T00:00:00.000
263,20260711,20260630,34,39,464,66,99,56,10,2,370.3100,370.3100,184.2000,184.2000,1,1,2026-08-24T00:00:00.000
264,20260618,20260710,463,355,156,430,63,370,3,1,371.6800,371.6800,184.9000,184.9000,1,1,2026-08-24T00:00:00.000
265,20260714,20260816,82,272,42,313,92,220,3,1,373.0500,373.0500,185.6000,185.6000,1,1,2026-08-24T00:00:00.000
266,20260602,20260618,475,194,449,156,328,295,6,5,374.4200,374.4200,186.3000,186.3000,1,1,2026-08-24T00:00:00.000
267,20260707,20260602,390,252,258,462,322,294,10,5,375.7900,375.7900,187.0000,187.0000,1,1,2026-08-24T00:00:00.000
268,20260702,20260818,110,144,53,228,149,241,8,4,377.1600,377.1600,187.7000,187.7000,1,1,2026-08-24T00:00:00.000
269,20260718,20260710,228,193,339,112,160,162,1,5,378.5300,378.5300,188.4000,188.4000,1,1,2026-08-24T00:00:00.000
270,20260731,20260608,203,1,6,7,489,385,2,1,379.9000,379.9000,189.1000,189.1000,1,1,2026-08-24T00:00:00.000
271,20260710,20260702,72,79,52,276,37,218,9,1,381.2700,381.2700,189.8000,189.8000,1,1,2026-08-24T00:00:00.000
272,20260601,20260707,271,249,-1,337,-1,-1,9,4,382.6400,382.6400,190.5000,190.5000,1,1,2026-08-24T00:00:00.000
273,20260623,20260706,303,90,216,419,51,167,2,2,384.0100,384.0100,191.2000,191.2000,1,1,2026-08-24T00:00:00.000
274,20260629,20260817,80,336,294,298,444,125,7,1,385.3800,385.3800,191.9000,191.9000,1,1,2026-08-24T00:00:00.000
275,20260815,20260612,207,474,116,140,33,408,8,2,386.7500,386.7500,192.6000,192.6000,1,1,2026-08-24T00:00:00.000
276,20260718,20260727,18,256,31,56,329,17,8,4,388.1200,388.1200,193.3000,193.3000,1,1,2026-08-24T00:00:00.000
277,20260810,20260527,180,413,435,488,111,48,10,2,389.4900,389.4900,194.0000,194.0000,1,1,2026-08-24T00:00:00.000
278,20260529,20260813,3,24,29,94,446,127,1,4,390.8600,390.8600,194.7000,194.7000,1,1,2026-08-24T00:00:00.000
279,20260703,20260603,66,59,235,163,56,202,8,5,392.2300,392.2300,195.4000,195.4000,1,1,2026-08-24T00:00:00.000
280,20260724,20260812,379,342,368,33,410,207,8,1,393.6000,393.6000,196.1000,196.1000,1,1,2026-08-24T00:00:00.000
281,20260701,20260607,8,14,331,490,181,153,2,2,394.9700,394.9700,196.8000,196.8000,1,1,2026-08-24T00:00:00.000
282,20260612,20260603,241,70,284,173,98,348,1,1,396.3400,396.3400,197.5000,197.5000,1,1,2026-08-24T00:00:00.000
283,20260602,20260721,413,401,495,259,128,344,10,1,397.7100,397.7100,198.2000,198.2000,1,1,2026-08-24T00:00:00.000
284,20260724,20260811,228,400,80,317,87,241,3,1,399.0800,399.0800,198.9000,198.9000,1,1,2026-08-24T00:00:00.000
285,20260626,20260706,490,257,180,283,406,239,9,3,400.4500,400.4500,199.6000,199.6000,1,1,2026-08-24T00:00:00.000
286,20260714,20260811,451,403,202,12,293,120,1,4,401.8200,401.8200,200.3000,200.3000,1,1,2026-08-24T00:00:00.000
287,20260804,20260808,448,228,438,363,256,134,8,3,403.1900,403.1900,201.0000,201.0000,1,1,2026-08-24T00:00:00.000
288,20260720,20260611,201,51,185,364,256,225,3,4,404.5600,404.5600,201.7000,201.7000,1,1,2026-08-24T00:00:00.000
289,20260718,20260808,17,223,-1,350,-1,-1,5,3,405.9300,405.9300,202.4000,202.4000,1,1,2026-08-24T00:00:00.000
290,20260628,20260620,387,293,348,377,194,431,10,4,407.3000,407.3000,203.1000,203.1000,1,1,2026-08-24T00:00:00.000
291,20260819,20260614,150,216,241,290,278,427,8,3,408.6700,408.6700,203.8000,203.8000,1,1,2026-08-24T00:00:00.000
292,20260711,20260716,367,146,11,109,65,500,3,5,410.0400,410.0400,204.5000,204.5000,1,1,2026-08-24T00:00:00.000
293,20260626,20260726,239,92,191,40,344,398,4,4,411.4100,411.4100,205.2000,205.2000,1,1,2026-08-24T00:00:00.000
294,20260820,20260804,396,282,139,222,83,260,8,2,412.7800,412.7800,205.9000,205.9000,1,1,2026-08-24T00:00:00.000
295,20260720,20260706,32,361,19,119,21,39,6,3,414.1500,414.1500,206.6000,206.6000,1,1,2026-08-24T00:00:00.000
296,20260731,20260823,370,425,95,437,478,180,4,4,415.5200,415.5200,207.3000,207.3000,1,1,2026-08-24T00:00:00.000
297,20260722,20260819,242,100,210,205,155,438,2,1,416.8900,416.8900,208.0000,208.0000,1,1,2026-08-24T00:00:00.000
298,20260709,20260725,484,447,356,363,218,285,5,4,418.2600,418.2600,208.7000,208.7000,1,1,2026-08-24T00:00:00.000
299,20260721,20260812,453,342,264,206,126,188,6,1,419.6300,419.6300,209.4000,209.4000,1,1,2026-08-24T00:00:00.000
300,20260824,20260712,61,309,308,428,173,379,7,2,421.0000,421.0000,210.1000,210.1000,1,1,2026-08-24T00:00:00.000
301,20260803,20260627,171,416,345,326,43,152,6,2,422.3700,422.3700,210.8000,210.8000,1,1,2026-08-24T00:00:00.000
302,20260628,20260614,480,200,108,342,480,258,4,4,423.7400,423.7400,211.5000,211.5000,1,1,2026-08-24T00:00:00.000
303,20260624,20260820,165,275,479,381,228,119,6,4,425.1100,425.1100,212.2000,212.2000,1,1,2026-08-24T00:00:00.000
304,20260705,20260707,345,92,245,466,55,432,6,3,426.4800,426.4800,212.9000,212.9000,1,1,2026-08-24T00:00:00.000
305,20260815,20260616,20,270,14,411,340,313,1,3,427.8500,427.8500,213.6000,213.6000,1,1,2026-08-24T00:00:00.000
306,20260624,20260710,102,230,-1,405,-1,-1,6,4,429.2200,429.2200,214.3000,214.3000,1,1,2026-08-24T00:00:00.000
307,20260609,20260810,221,136,177,481,251,130,6,4,430.5900,430.5900,215.0000,215.0000,1,1,2026-08-24T00:00:00.000
308,20260618,20260803,146,195,227,99,69,95,3,5,431.9600,431.9600,215.7000,215.7000,1,1,2026-08-24T00:00:00.000
309,20260731,20260529,32,413,265,314,203,293,10,4,433.3300,433.3300,216.4000,216.4000,1,1,2026-08-24T00:00:00.000
310,20260819,20260624,232,460,226,353,71,359,3,5,434.7000,434.7000,217.1000,217.1000,1,1,2026-08-24T00:00:00.000
311,20260804,20260703,310,6,352,226,190,414,6,3,436.0700,436.0700,217.8000,217.8000,1,1,2026-08-24T00:00:00.000
312,20260813,20260822,26,178,109,445,257,416,8,4,437.4400,437.4400,218.5000,218.5000,1,1,2026-08-24T00:00:00.000
313,20260823,20260802,197,101,386,296,467,281,1,2,438.8100,438.8100,219.2000,219.2000,1,1,2026-08-24T00:00:00.000
314,20260612,20260715,377,453,96,88,319,418,8,5,440.1800,440.1800,219.9000,219.9000,1,1,2026-08-24T00:00:00.000
315,20260624,20260622,311,80,300,58,172,78,2,4,441.5500,441.5500,220.6000,220.6000,1,1,2026-08-24T00:00:00.000
316,20260702,20260709,146,120,423,194,358,433,7,3,442.9200,442.9200,221.3000,221.3000,1,1,2026-08-24T00:00:00.000
317,20260606,20260708,136,408,204,196,448,452,1,4,444.2900,444.2900,222.0000,222.0000,1,1,2026-08-24T00:00:00.000
318,20260822,20260528,463,70,198,174,68,364,10,4,445.6600,445.6600,222.7000,222.7000,1,1,2026-08-24T00:00:00.000
319,20260821,20260813,119,152,38,408,109,239,6,4,447.0300,447.0300,223.4000,223.4000,1,1,2026-08-24T00:00:00.000
320,20260824,20260808,243,124,61,427,183,192,1,2,448.4000,448.4000,224.1000,224.1000,1,1,2026-08-24T00:00:00.000
321,20260718,20260815,399,121,64,459,138,401,3,4,449.7700,449.7700,224.8000,224.8000,1,1,2026-08-24T00:00:00.000
322,20260607,20260822,123,154,177,240,373,264,2,3,451.1400,451.1400,225.5000,225.5000,1,1,2026-08-24T00:00:00.000
323,20260630,20260707,387,482,-1,274,-1,-1,6,4,452.5100,452.5100,226.2000,226.2000,1,1,2026-08-24T00:00:00.000
324,20260726,20260604,349,66,494,320,87,346,7,1,453.8800,453.8800,226.9000,226.9000,1,1,2026-08-24T00:00:00.000
325,20260615,20260724,218,268,46,168,489,280,7,1,455.2500,455.2500,227.6000,227.6000,1,1,2026-08-24T00:00:00.000
326,20260808,20260809,355,351,263,498,364,293,9,4,456.6200,456.6200,228.3000,228.3000,1,1,2026-08-24T00:00:00.000
327,20260715,20260719,256,486,2,40,92,95,7,2,457.9900,457.9900,229.0000,229.0000,1,1,2026-08-24T00:00:00.000
328,20260808,20260714,113,387,90,144,297,430,10,2,459.3600,459.3600,229.7000,229.7000,1,1,2026-08-24T00:00:00.000
329,20260610,20260724,108,281,132,439,477,407,6,2,460.7300,460.7300,230.4000,230.4000,1,1,2026-08-24T00:00:00.000
330,20260727,20260802,32,169,31,205,460,60,10,1,462.1000,462.1000,231.1000,231.1000,1,1,2026-08-24T00:00:00.000
331,20260610,20260717,319,358,393,392,310,44,8,5,463.4700,463.4700,231.8000,231.8000,1,1,2026-08-24T00:00:00.000
332,20260620,20260613,20,115,155,441,208,417,1,4,464.8400,464.8400,232.5000,232.5000,1,1,2026-08-24T00:00:00.000
333,20260818,20260818,8,202,497,394,42,326,3,1,466.2100,466.2100,233.2000,233.2000,1,1,2026-08-24T00:00:00.000
334,20260823,20260615,168,178,485,236,168,457,9,2,467.5800,467.5800,233.9000,233.9000,1,1,2026-08-24T00:00:00.000
335,20260619,20260706,449,415,410,406,18,407,10,1,468.9500,468.9500,234.6000,234.6000,1,1,2026-08-24T00:00:00.000
336,20260618,20260706,266,5,447,371,67,388,6,2,470.3200,470.3200,235.3000,235.3000,1,1,2026-08-24T00:00:00.000
337,20260816,20260720,462,352,91,343,316,210,10,4,471.6900,471.6900,236.0000,236.0000,1,1,2026-08-24T00:00:00.000
338,20260719,20260612,453,402,462,61,230,427,6,2,473.0600,473.0600,236.7000,236.7000,1,1,2026-08-24T00:00:00.000
339,20260731,20260606,417,179,281,164,350,328,1,4,474.4300,474.4300,237.4000,237.4000,1,1,2026-08-24T00:00:00.000
340,20260629,20260727,15,86,-1,45,-1,-1,6,3,475.8000,475.8000,238.1000,238.1000,1,1,2026-08-24T00:00:00.000
341,20260529,20260719,274,140,367,37,182,291,3,4,477.1700,477.1700,238.8000,238.8000,1,1,2026-08-24T00:00:00.000
342,20260727,20260604,323,319,14,364,286,345,8,1,478.5400,478.5400,239.5000,239.5000,1,1,2026-08-24T00:00:00.000
343,20260620,20260801,438,367,24,471,355,313,2,2,479.9100,479.9100,240.2000,240.2000,1,1,2026-08-24T00:00:00.000
344,20260629,20260611,157,376,101,165,488,4,9,3,481.2800,481.2800,240.9000,240.9000,1,1,2026-08-24T00:00:00.000
345,20260803,20260728,12,258,164,120,88,399,7,2,482.6500,482.6500,241.6000,241.6000,1,1,2026-08-24T00:00:00.000
346,20260529,20260626,98,65,229,21,206,207,10,3,484.0200,484.0200,242.3000,242.3000,1,1,2026-08-24T00:00:00.000
347,20260629,20260810,145,177,226,430,194,123,2,1,485.3900,485.3900,243.0000,243.0000,1,1,2026-08-24T00:00:00.000
348,20260810,20260718,410,234,411,437,86,473,8,4,486.7600,486.7600,243.7000,243.7000,1,1,2026-08-24T00:00:00.000
349,20260612,20260609,62,316,14,139,288,82,2,5,488.1300,488.1300,244.4000,244.4000,1,1,2026-08-24T00:00:00.000
350,20260605,20260804,112,219,5,225,179,349,5,3,489.5000,489.5000,245.1000,245.1000,1,1,2026-08-24T00:00:00.000
351,20260710,20260601,440,128,411,141,353,429,6,4,490.8700,490.8700,245.8000,245.8000,1,1,2026-08-24T00:00:00.000
352,20260609,20260606,401,148,54,327,121,494,10,2,492.2400,492.2400,246.5000,246.5000,1,1,2026-08-24T00:00:00.000
353,20260628,20260622,234,159,40,4,222,214,4,3,493.6100,493.6100,247.2000,247.2000,1,1,2026-08-24T00:00:00.000
354,20260530,20260814,487,278,182,26,145,356,4,3,494.9800,494.9800,247.9000,247.9000,1,1,2026-08-24T00:00:00.000
355,20260803,20260625,293,403,108,138,300,404,10,5,496.3500,496.3500,248.6000,248.6000,1,1,2026-08-24T00:00:00.000
356,20260721,20260623,488,304,433,196,268,124,10,4,497.7200,497.7200,249.3000,249.3000,1,1,2026-08-24T00:00:00.000
357,20260701,20260614,341,30,-1,226,-1,-1,8,2,499.0900,499.0900,250.0000,250.0000,1,1,2026-08-24T00:00:00.000
358,20260725,20260724,389,319,32,181,441,19,8,5,500.4600,500.4600,250.7000,250.7000,1,1,2026-08-24T00:00:00.000
359,20260806,20260603,260,327,226,75,435,190,6,1,501.8300,501.8300,251.4000,251.4000,1,1,2026-08-24T00:00:00.000
360,20260621,20260701,395,413,19,448,137,193,10,3,503.2000,503.2000,252.1000,252.1000,1,1,2026-08-24T00:00:00.000
361,20260616,20260630,461,373,291,58,484,342,6,5,504.5700,504.5700,252.8000,252.8000,1,1,2026-08-24T00:00:00.000
362,20260719,20260819,384,123,141,345,140,93,9,5,505.9400,505.9400,253.5000,253.5000,1,1,2026-08-24T00:00:00.000
363,20260805,20260619,219,258,303,287,431,10,4,2,507.3100,507.3100,254.2000,254.2000,1,1,2026-08-24T00:00:00.000
364,20260706,20260716,449,436,105,212,425,358,8,3,508.6800,508.6800,254.9000,254.9000,1,1,2026-08-24T00:00:00.000
365,20260604,20260822,286,405,328,271,285,454,5,4,510.0500,510.0500,255.6000,255.6000,1,1,2026-08-24T00:00:00.000
366,20260709,20260715,202,314,412,186,194,157,1,4,511.4200,511.4200,256.3000,256.3000,1,1,2026-08-24T00:00:00.000
367,20260715,20260629,248,263,73,182,409,415,5,5,512.7900,512.7900,257.0000,257.0000,1,1,2026-08-24T00:00:00.000
368,20260817,20260705,12,83,183,485,268,376,2,1,514.1600,514.1600,257.7000,257.7000,1,1,2026-08-24T00:00:00.000
369,20260810,20260629,146,494,244,361,208,137,10,3,515.5300,515.5300,258.4000,258.4000,1,1,2026-08-24T00:00:00.000
370,20260625,20260613,374,189,476,342,180,409,6,4,516.9000,516.9000,259.1000,259.1000,1,1,2026-08-24T00:00:00.000
371,20260712,20260618,396,247,452,414,321,493,2,2,518.2700,518.2700,259.8000,259.8000,1,1,2026-08-24T00:00:00.000
372,20260706,20260702,351,243,420,351,312,240,6,2,519.6400,519.6400,260.5000,260.5000,1,1,2026-08-24T00:00:00.000
373,20260723,20260729,104,178,145,361,442,369,1,4,521.0100,521.0100,261.2000,261.2000,1,1,2026-08-24T00:00:00.000
374,20260723,20260820,84,352,-1,280,-1,-1,9,2,522.3800,522.3800,261.9000,261.9000,1,1,2026-08-24T00:00:00.000
375,20260611,20260620,354,388,230,260,121,276,7,2,523.7500,523.7500,262.6000,262.6000,1,1,2026-08-24T00:00:00.000
376,20260806,20260626,105,158,64,120,402,132,6,5,525.1200,525.1200,263.3000,263.3000,1,1,2026-08-24T00:00:00.000
377,20260605,20260818,367,123,69,238,290,369,10,1,526.4900,526.4900,264.0000,264.0000,1,1,2026-08-24T00:00:00.000
378,20260611,20260714,23,380,388,190,464,237,6,5,527.8600,527.8600,264.7000,264.7000,1,1,2026-08-24T00:00:00.000
379,20260618,20260716,262,491,208,272,169,429,1,4,529.2300,529.2300,265.4000,265.4000,1,1,2026-08-24T00:00:00.000
380,20260805,20260803,428,194,163,373,425,201,5,5,530.6000,530.6000,266.1000,266.1000,1,1,2026-08-24T00:00:00.000
381,20260611,20260705,9,260,441,186,461,335,6,1,531.9700,531.9700,266.8000,266.8000,1,1,2026-08-24T00:00:00.000
382,20260728,20260612,142,31,258,295,35,207,1,4,533.3400,533.3400,267.5000,267.5000,1,1,2026-08-24T00:00:00.000
383,20260527,20260611,21,461,379,44,166,470,8,1,534.7100,534.7100,268.2000,268.2000,1,1,2026-08-24T00:00:00.000
384,20260527,20260728,347,317,306,148,7,229,8,1,536.0800,536.0800,268.9000,268.9000,1,1,2026-08-24T00:00:00.000
385,20260611,20260709,167,433,57,374,41,140,1,1,537.4500,537.4500,269.6000,269.6000,1,1,2026-08-24T00:00:00.000
386,20260606,20260604,248,329,326,412,24,500,7,1,538.8200,538.8200,270.3000,270.3000,1,1,2026-08-24T00:00:00.000
387,20260711,20260803,445,370,169,328,461,250,10,5,540.1900,540.1900,271.0000,271.0000,1,1,2026-08-24T00:00:00.000
388,20260610,20260709,171,132,139,471,436,424,5,2,541.5600,541.5600,271.7000,271.7000,1,1,2026-08-24T00:00:00.000
389,20260620,20260615,303,375,15,480,435,67,4,4,542.9300,542.9300,272.4000,272.4000,1,1,2026-08-24T00:00:00.000
390,20260615,20260701,129,188,35,125,184,6,7,3,544.3000,544.3000,273.1000,273.1000,1,1,2026-08-24T00:00:00.000
391,20260712,20260722,273,374,-1,404,-1,-1,6,5,545.6700,545.6700,273.8000,273.8000,1,1,2026-08-24T00:00:00.000
392,20260802,20260727,128,344,263,319,467,197,4,5,547.0400,547.0400,274.5000,274.5000,1,1,2026-08-24T00:00:00.000
393,20260531,20260701,414,171,198,445,107,256,5,2,548.4100,548.4100,275.2000,275.2000,1,1,2026-08-24T00:00:00.000
394,20260630,20260705,408,338,452,255,129,297,4,1,549.7800,549.7800,275.9000,275.9000,1,1,2026-08-24T00:00:00.000
395,20260823,20260715,337,115,215,447,24,244,8,5,551.1500,551.1500,276.6000,276.6000,1,1,2026-08-24T00:00:00.000
396,20260801,20260824,22,150,307,183,308,316,5,5,552.5200,552.5200,277.3000,277.3000,1,1,2026-08-24T00:00:00.000
397,20260608,20260721,242,85,46,193,425,211,7,1,553.8900,553.8900,278.0000,278.0000,1,1,2026-08-24T00:00:00.000
398,20260618,20260731,344,492,401,329,224,339,10,3,555.2600,555.2600,278.7000,278.7000,1,1,2026-08-24T00:00:00.000
399,20260806,20260721,278,310,451,328,426,158,7,5,556.6300,556.6300,279.4000,279.4000,1,1,2026-08-24T00:00:00.000
400,20260714,20260814,487,412,383,254,332,224,8,5,558.0000,558.0000,280.1000,280.1000,1,1,2026-08-24T00:00:00.000
401,20260820,20260624,148,69,159,147,322,310,5,4,559.3700,559.3700,280.8000,280.8000,1,1,2026-08-24T00:00:00.000
402,20260527,20260629,148,89,101,64,281,355,10,5,560.7400,560.7400,281.5000,281.5000,1,1,2026-08-24T00:00:00.000
