InventoryBalanceSnapshotKey,SnapshotDateKey,ProductKey,PlantKey,InventoryBinKey,InventoryLotKey,InventorySerialNumberKey,InventoryConsignmentOwnerKey,InventoryStockStatusKey,UnitOfMeasureKey,OnHandQuantity,AvailableQuantity,ReservedQuantity,InventoryValueAmount,SourceSystemKey,BatchId,LoadedAtUtc
224,20260810,144,188,8,262,407,11,7,6,156.9000,156.9000,156.9000,316.8800,1,1,2026-08-24T00:00:00.000
225,20260816,383,319,305,137,232,135,3,5,157.6000,157.6000,157.6000,318.2500,1,1,2026-08-24T00:00:00.000
226,20260602,373,114,74,68,228,280,2,5,158.3000,158.3000,158.3000,319.6200,1,1,2026-08-24T00:00:00.000
227,20260813,114,333,177,410,460,384,10,1,159.0000,159.0000,159.0000,320.9900,1,1,2026-08-24T00:00:00.000
228,20260809,330,34,381,257,270,298,3,3,159.7000,159.7000,159.7000,322.3600,1,1,2026-08-24T00:00:00.000
229,20260615,247,107,260,116,238,203,8,1,160.4000,160.4000,160.4000,323.7300,1,1,2026-08-24T00:00:00.000
230,20260728,239,294,475,55,87,451,7,4,161.1000,161.1000,161.1000,325.1000,1,1,2026-08-24T00:00:00.000
231,20260817,464,311,88,159,389,484,8,7,161.8000,161.8000,161.8000,326.4700,1,1,2026-08-24T00:00:00.000
232,20260819,196,122,318,469,347,151,7,4,162.5000,162.5000,162.5000,327.8400,1,1,2026-08-24T00:00:00.000
233,20260702,475,164,11,239,197,259,3,5,163.2000,163.2000,163.2000,329.2100,1,1,2026-08-24T00:00:00.000
234,20260605,35,33,86,211,196,150,4,6,163.9000,163.9000,163.9000,330.5800,1,1,2026-08-24T00:00:00.000
235,20260612,325,226,282,307,282,80,8,7,164.6000,164.6000,164.6000,331.9500,1,1,2026-08-24T00:00:00.000
236,20260801,402,44,362,319,427,415,6,7,165.3000,165.3000,165.3000,333.3200,1,1,2026-08-24T00:00:00.000
237,20260719,493,319,142,386,50,326,7,1,166.0000,166.0000,166.0000,334.6900,1,1,2026-08-24T00:00:00.000
238,20260821,24,39,373,-1,-1,-1,2,1,166.7000,166.7000,166.7000,336.0600,1,1,2026-08-24T00:00:00.000
239,20260717,228,46,150,13,172,9,3,7,167.4000,167.4000,167.4000,337.4300,1,1,2026-08-24T00:00:00.000
240,20260528,494,94,361,122,218,455,7,2,168.1000,168.1000,168.1000,338.8000,1,1,2026-08-24T00:00:00.000
241,20260529,166,280,2,494,30,416,6,6,168.8000,168.8000,168.8000,340.1700,1,1,2026-08-24T00:00:00.000
242,20260716,434,78,7,364,176,108,5,5,169.5000,169.5000,169.5000,341.5400,1,1,2026-08-24T00:00:00.000
243,20260807,140,236,172,223,198,465,1,6,170.2000,170.2000,170.2000,342.9100,1,1,2026-08-24T00:00:00.000
244,20260721,105,340,38,209,187,281,9,5,170.9000,170.9000,170.9000,344.2800,1,1,2026-08-24T00:00:00.000
245,20260809,349,191,302,148,274,184,2,1,171.6000,171.6000,171.6000,345.6500,1,1,2026-08-24T00:00:00.000
246,20260704,113,65,386,376,446,252,5,5,172.3000,172.3000,172.3000,347.0200,1,1,2026-08-24T00:00:00.000
247,20260725,27,85,69,50,304,77,7,5,173.0000,173.0000,173.0000,348.3900,1,1,2026-08-24T00:00:00.000
248,20260821,449,169,155,409,471,163,2,5,173.7000,173.7000,173.7000,349.7600,1,1,2026-08-24T00:00:00.000
249,20260531,282,58,381,207,119,25,5,1,174.4000,174.4000,174.4000,351.1300,1,1,2026-08-24T00:00:00.000
250,20260603,317,9,328,329,66,211,6,7,175.1000,175.1000,175.1000,352.5000,1,1,2026-08-24T00:00:00.000
251,20260716,19,44,86,207,109,228,7,2,175.8000,175.8000,175.8000,353.8700,1,1,2026-08-24T00:00:00.000
252,20260808,455,142,89,162,142,305,9,6,176.5000,176.5000,176.5000,355.2400,1,1,2026-08-24T00:00:00.000
253,20260816,409,224,499,123,433,287,10,7,177.2000,177.2000,177.2000,356.6100,1,1,2026-08-24T00:00:00.000
254,20260615,235,340,268,467,100,429,6,5,177.9000,177.9000,177.9000,357.9800,1,1,2026-08-24T00:00:00.000
255,20260624,242,254,116,-1,-1,-1,4,2,178.6000,178.6000,178.6000,359.3500,1,1,2026-08-24T00:00:00.000
256,20260720,363,316,388,276,181,358,3,7,179.3000,179.3000,179.3000,360.7200,1,1,2026-08-24T00:00:00.000
257,20260805,132,17,233,146,328,376,2,6,180.0000,180.0000,180.0000,362.0900,1,1,2026-08-24T00:00:00.000
258,20260815,485,16,350,462,353,472,1,5,180.7000,180.7000,180.7000,363.4600,1,1,2026-08-24T00:00:00.000
259,20260804,331,85,265,390,324,220,1,6,181.4000,181.4000,181.4000,364.8300,1,1,2026-08-24T00:00:00.000
260,20260824,22,15,335,191,494,23,7,4,182.1000,182.1000,182.1000,366.2000,1,1,2026-08-24T00:00:00.000
261,20260807,430,23,204,74,333,397,4,6,182.8000,182.8000,182.8000,367.5700,1,1,2026-08-24T00:00:00.000
262,20260718,129,268,216,39,373,307,8,2,183.5000,183.5000,183.5000,368.9400,1,1,2026-08-24T00:00:00.000
263,20260720,494,322,40,257,318,379,3,3,184.2000,184.2000,184.2000,370.3100,1,1,2026-08-24T00:00:00.000
264,20260705,394,144,8,46,132,6,10,3,184.9000,184.9000,184.9000,371.6800,1,1,2026-08-24T00:00:00.000
265,20260820,266,215,425,103,17,161,8,4,185.6000,185.6000,185.6000,373.0500,1,1,2026-08-24T00:00:00.000
266,20260729,221,240,413,493,186,312,1,3,186.3000,186.3000,186.3000,374.4200,1,1,2026-08-24T00:00:00.000
267,20260809,72,278,390,64,11,311,1,2,187.0000,187.0000,187.0000,375.7900,1,1,2026-08-24T00:00:00.000
268,20260531,82,277,309,45,50,368,10,2,187.7000,187.7000,187.7000,377.1600,1,1,2026-08-24T00:00:00.000
269,20260808,340,63,211,449,156,2,1,6,188.4000,188.4000,188.4000,378.5300,1,1,2026-08-24T00:00:00.000
270,20260613,221,221,482,36,341,302,10,5,189.1000,189.1000,189.1000,379.9000,1,1,2026-08-24T00:00:00.000
271,20260701,350,36,129,176,28,387,5,7,189.8000,189.8000,189.8000,381.2700,1,1,2026-08-24T00:00:00.000
272,20260721,69,326,375,-1,-1,-1,2,1,190.5000,190.5000,190.5000,382.6400,1,1,2026-08-24T00:00:00.000
273,20260714,260,120,9,19,427,500,1,7,191.2000,191.2000,191.2000,384.0100,1,1,2026-08-24T00:00:00.000
274,20260821,293,56,446,215,41,201,8,1,191.9000,191.9000,191.9000,385.3800,1,1,2026-08-24T00:00:00.000
275,20260701,208,64,102,186,477,463,9,7,192.6000,192.6000,192.6000,386.7500,1,1,2026-08-24T00:00:00.000
276,20260703,159,88,230,415,405,296,5,1,193.3000,193.3000,193.3000,388.1200,1,1,2026-08-24T00:00:00.000
277,20260806,220,280,92,451,260,454,4,4,194.0000,194.0000,194.0000,389.4900,1,1,2026-08-24T00:00:00.000
278,20260731,403,348,90,151,425,213,2,7,194.7000,194.7000,194.7000,390.8600,1,1,2026-08-24T00:00:00.000
279,20260817,200,122,252,20,149,1,9,1,195.4000,195.4000,195.4000,392.2300,1,1,2026-08-24T00:00:00.000
280,20260816,37,346,229,20,314,393,5,4,196.1000,196.1000,196.1000,393.6000,1,1,2026-08-24T00:00:00.000
281,20260804,202,118,468,420,150,151,5,1,196.8000,196.8000,196.8000,394.9700,1,1,2026-08-24T00:00:00.000
282,20260702,232,310,203,209,425,212,2,7,197.5000,197.5000,197.5000,396.3400,1,1,2026-08-24T00:00:00.000
283,20260727,29,259,472,16,380,32,2,2,198.2000,198.2000,198.2000,397.7100,1,1,2026-08-24T00:00:00.000
284,20260726,201,202,216,263,33,308,7,2,198.9000,198.9000,198.9000,399.0800,1,1,2026-08-24T00:00:00.000
285,20260617,390,120,324,81,82,347,5,4,199.6000,199.6000,199.6000,400.4500,1,1,2026-08-24T00:00:00.000
286,20260703,77,313,378,123,464,499,6,1,200.3000,200.3000,200.3000,401.8200,1,1,2026-08-24T00:00:00.000
287,20260606,211,231,157,134,87,242,2,3,201.0000,201.0000,201.0000,403.1900,1,1,2026-08-24T00:00:00.000
288,20260628,386,192,410,278,75,279,5,1,201.7000,201.7000,201.7000,404.5600,1,1,2026-08-24T00:00:00.000
289,20260709,30,211,46,-1,-1,-1,5,7,202.4000,202.4000,202.4000,405.9300,1,1,2026-08-24T00:00:00.000
290,20260822,141,133,455,15,29,191,6,4,203.1000,203.1000,203.1000,407.3000,1,1,2026-08-24T00:00:00.000
291,20260703,415,81,41,350,364,189,6,4,203.8000,203.8000,203.8000,408.6700,1,1,2026-08-24T00:00:00.000
292,20260712,367,227,219,146,318,444,10,3,204.5000,204.5000,204.5000,410.0400,1,1,2026-08-24T00:00:00.000
293,20260807,418,10,393,393,264,335,6,1,205.2000,205.2000,205.2000,411.4100,1,1,2026-08-24T00:00:00.000
294,20260606,16,237,319,21,369,203,9,7,205.9000,205.9000,205.9000,412.7800,1,1,2026-08-24T00:00:00.000
295,20260808,221,213,154,291,223,200,7,1,206.6000,206.6000,206.6000,414.1500,1,1,2026-08-24T00:00:00.000
296,20260629,12,43,155,86,70,363,5,3,207.3000,207.3000,207.3000,415.5200,1,1,2026-08-24T00:00:00.000
297,20260620,296,167,357,445,334,159,8,6,208.0000,208.0000,208.0000,416.8900,1,1,2026-08-24T00:00:00.000
298,20260713,240,68,330,423,26,111,8,1,208.7000,208.7000,208.7000,418.2600,1,1,2026-08-24T00:00:00.000
299,20260804,202,113,194,175,34,458,7,3,209.4000,209.4000,209.4000,419.6300,1,1,2026-08-24T00:00:00.000
300,20260711,193,304,56,122,12,223,7,2,210.1000,210.1000,210.1000,421.0000,1,1,2026-08-24T00:00:00.000
301,20260710,475,157,241,160,449,58,1,5,210.8000,210.8000,210.8000,422.3700,1,1,2026-08-24T00:00:00.000
302,20260630,220,57,58,401,216,308,7,7,211.5000,211.5000,211.5000,423.7400,1,1,2026-08-24T00:00:00.000
303,20260819,177,269,44,168,98,205,2,6,212.2000,212.2000,212.2000,425.1100,1,1,2026-08-24T00:00:00.000
304,20260820,152,55,280,410,212,372,1,6,212.9000,212.9000,212.9000,426.4800,1,1,2026-08-24T00:00:00.000
305,20260610,420,321,196,35,268,296,6,2,213.6000,213.6000,213.6000,427.8500,1,1,2026-08-24T00:00:00.000
306,20260726,256,301,274,-1,-1,-1,10,2,214.3000,214.3000,214.3000,429.2200,1,1,2026-08-24T00:00:00.000
307,20260614,445,135,68,107,74,14,1,5,215.0000,215.0000,215.0000,430.5900,1,1,2026-08-24T00:00:00.000
308,20260803,491,219,141,216,301,38,6,7,215.7000,215.7000,215.7000,431.9600,1,1,2026-08-24T00:00:00.000
309,20260709,48,346,312,428,168,343,3,1,216.4000,216.4000,216.4000,433.3300,1,1,2026-08-24T00:00:00.000
310,20260814,453,42,341,135,301,236,9,7,217.1000,217.1000,217.1000,434.7000,1,1,2026-08-24T00:00:00.000
311,20260601,314,169,104,36,222,244,2,2,217.8000,217.8000,217.8000,436.0700,1,1,2026-08-24T00:00:00.000
312,20260710,81,164,443,358,162,169,6,2,218.5000,218.5000,218.5000,437.4400,1,1,2026-08-24T00:00:00.000
313,20260712,228,65,290,390,124,283,8,7,219.2000,219.2000,219.2000,438.8100,1,1,2026-08-24T00:00:00.000
314,20260724,209,129,395,179,331,388,10,7,219.9000,219.9000,219.9000,440.1800,1,1,2026-08-24T00:00:00.000
315,20260814,401,208,19,21,368,421,7,7,220.6000,220.6000,220.6000,441.5500,1,1,2026-08-24T00:00:00.000
316,20260622,368,139,403,219,208,136,9,6,221.3000,221.3000,221.3000,442.9200,1,1,2026-08-24T00:00:00.000
317,20260601,320,199,90,266,236,36,4,2,222.0000,222.0000,222.0000,444.2900,1,1,2026-08-24T00:00:00.000
318,20260705,36,136,345,217,420,399,9,2,222.7000,222.7000,222.7000,445.6600,1,1,2026-08-24T00:00:00.000
319,20260601,247,302,435,256,238,251,4,3,223.4000,223.4000,223.4000,447.0300,1,1,2026-08-24T00:00:00.000
320,20260606,268,81,136,168,29,283,1,6,224.1000,224.1000,224.1000,448.4000,1,1,2026-08-24T00:00:00.000
321,20260822,332,211,353,341,75,334,3,1,224.8000,224.8000,224.8000,449.7700,1,1,2026-08-24T00:00:00.000
322,20260721,27,75,91,80,341,100,4,5,225.5000,225.5000,225.5000,451.1400,1,1,2026-08-24T00:00:00.000
323,20260715,325,142,146,-1,-1,-1,9,5,226.2000,226.2000,226.2000,452.5100,1,1,2026-08-24T00:00:00.000
324,20260701,213,137,205,481,269,183,1,6,226.9000,226.9000,226.9000,453.8800,1,1,2026-08-24T00:00:00.000
325,20260810,173,155,37,60,441,205,3,1,227.6000,227.6000,227.6000,455.2500,1,1,2026-08-24T00:00:00.000
326,20260531,220,252,284,113,323,49,10,3,228.3000,228.3000,228.3000,456.6200,1,1,2026-08-24T00:00:00.000
327,20260813,272,19,389,472,471,221,4,5,229.0000,229.0000,229.0000,457.9900,1,1,2026-08-24T00:00:00.000
328,20260814,484,153,284,346,241,117,7,4,229.7000,229.7000,229.7000,459.3600,1,1,2026-08-24T00:00:00.000
329,20260714,332,297,42,3,113,339,3,7,230.4000,230.4000,230.4000,460.7300,1,1,2026-08-24T00:00:00.000
330,20260809,166,118,200,384,465,500,7,3,231.1000,231.1000,231.1000,462.1000,1,1,2026-08-24T00:00:00.000
331,20260718,2,193,431,490,58,406,10,4,231.8000,231.8000,231.8000,463.4700,1,1,2026-08-24T00:00:00.000
332,20260618,248,94,477,233,258,36,9,4,232.5000,232.5000,232.5000,464.8400,1,1,2026-08-24T00:00:00.000
333,20260528,185,11,301,314,277,302,2,2,233.2000,233.2000,233.2000,466.2100,1,1,2026-08-24T00:00:00.000
334,20260616,251,158,372,364,218,177,9,1,233.9000,233.9000,233.9000,467.5800,1,1,2026-08-24T00:00:00.000
335,20260812,126,63,65,261,27,478,3,1,234.6000,234.6000,234.6000,468.9500,1,1,2026-08-24T00:00:00.000
336,20260530,72,213,467,443,162,107,5,3,235.3000,235.3000,235.3000,470.3200,1,1,2026-08-24T00:00:00.000
337,20260815,410,322,423,87,350,377,8,5,236.0000,236.0000,236.0000,471.6900,1,1,2026-08-24T00:00:00.000
338,20260809,300,281,233,132,175,187,10,4,236.7000,236.7000,236.7000,473.0600,1,1,2026-08-24T00:00:00.000
339,20260726,439,34,262,497,179,309,9,5,237.4000,237.4000,237.4000,474.4300,1,1,2026-08-24T00:00:00.000
340,20260601,278,293,123,-1,-1,-1,1,2,238.1000,238.1000,238.1000,475.8000,1,1,2026-08-24T00:00:00.000
341,20260605,443,229,218,470,201,451,9,3,238.8000,238.8000,238.8000,477.1700,1,1,2026-08-24T00:00:00.000
342,20260603,173,7,406,435,295,424,5,7,239.5000,239.5000,239.5000,478.5400,1,1,2026-08-24T00:00:00.000
343,20260701,75,170,35,389,369,281,2,4,240.2000,240.2000,240.2000,479.9100,1,1,2026-08-24T00:00:00.000
344,20260820,396,120,304,256,177,419,10,6,240.9000,240.9000,240.9000,481.2800,1,1,2026-08-24T00:00:00.000
345,20260803,164,85,67,9,236,424,7,2,241.6000,241.6000,241.6000,482.6500,1,1,2026-08-24T00:00:00.000
346,20260812,159,248,244,317,75,388,8,2,242.3000,242.3000,242.3000,484.0200,1,1,2026-08-24T00:00:00.000
347,20260712,157,257,492,357,223,306,6,7,243.0000,243.0000,243.0000,485.3900,1,1,2026-08-24T00:00:00.000
348,20260703,203,243,477,417,487,170,3,4,243.7000,243.7000,243.7000,486.7600,1,1,2026-08-24T00:00:00.000
349,20260716,151,48,391,213,160,63,6,5,244.4000,244.4000,244.4000,488.1300,1,1,2026-08-24T00:00:00.000
350,20260815,381,40,158,127,448,131,9,1,245.1000,245.1000,245.1000,489.5000,1,1,2026-08-24T00:00:00.000
351,20260628,145,116,170,47,132,166,2,5,245.8000,245.8000,245.8000,490.8700,1,1,2026-08-24T00:00:00.000
352,20260728,137,163,470,134,277,384,7,1,246.5000,246.5000,246.5000,492.2400,1,1,2026-08-24T00:00:00.000
353,20260705,358,222,242,159,401,468,6,2,247.2000,247.2000,247.2000,493.6100,1,1,2026-08-24T00:00:00.000
354,20260821,302,287,222,187,85,9,4,7,247.9000,247.9000,247.9000,494.9800,1,1,2026-08-24T00:00:00.000
355,20260718,127,239,331,8,383,117,5,2,248.6000,248.6000,248.6000,496.3500,1,1,2026-08-24T00:00:00.000
356,20260801,13,134,110,210,85,24,6,1,249.3000,249.3000,249.3000,497.7200,1,1,2026-08-24T00:00:00.000
357,20260804,64,243,19,-1,-1,-1,5,6,250.0000,250.0000,250.0000,499.0900,1,1,2026-08-24T00:00:00.000
358,20260717,71,346,197,96,321,163,8,5,250.7000,250.7000,250.7000,500.4600,1,1,2026-08-24T00:00:00.000
359,20260610,178,267,285,39,149,469,1,2,251.4000,251.4000,251.4000,501.8300,1,1,2026-08-24T00:00:00.000
360,20260804,469,322,393,297,94,68,3,6,252.1000,252.1000,252.1000,503.2000,1,1,2026-08-24T00:00:00.000
361,20260803,160,257,442,450,89,133,5,6,252.8000,252.8000,252.8000,504.5700,1,1,2026-08-24T00:00:00.000
362,20260613,469,141,83,292,266,64,8,6,253.5000,253.5000,253.5000,505.9400,1,1,2026-08-24T00:00:00.000
363,20260617,114,224,119,74,30,225,7,3,254.2000,254.2000,254.2000,507.3100,1,1,2026-08-24T00:00:00.000
364,20260613,52,68,146,360,357,388,2,2,254.9000,254.9000,254.9000,508.6800,1,1,2026-08-24T00:00:00.000
365,20260623,86,46,220,112,294,465,4,3,255.6000,255.6000,255.6000,510.0500,1,1,2026-08-24T00:00:00.000
366,20260623,128,222,468,209,402,77,9,4,256.3000,256.3000,256.3000,511.4200,1,1,2026-08-24T00:00:00.000
367,20260610,143,9,255,210,337,80,1,6,257.0000,257.0000,257.0000,512.7900,1,1,2026-08-24T00:00:00.000
368,20260619,116,289,350,442,443,230,10,5,257.7000,257.7000,257.7000,514.1600,1,1,2026-08-24T00:00:00.000
369,20260723,170,87,323,439,315,216,8,4,258.4000,258.4000,258.4000,515.5300,1,1,2026-08-24T00:00:00.000
370,20260730,436,269,119,145,113,432,5,6,259.1000,259.1000,259.1000,516.9000,1,1,2026-08-24T00:00:00.000
371,20260823,309,215,216,418,305,190,2,7,259.8000,259.8000,259.8000,518.2700,1,1,2026-08-24T00:00:00.000
372,20260620,313,72,440,389,218,69,1,7,260.5000,260.5000,260.5000,519.6400,1,1,2026-08-24T00:00:00.000
373,20260803,318,141,453,489,6,428,3,6,261.2000,261.2000,261.2000,521.0100,1,1,2026-08-24T00:00:00.000
374,20260617,478,182,294,-1,-1,-1,4,3,261.9000,261.9000,261.9000,522.3800,1,1,2026-08-24T00:00:00.000
375,20260706,152,230,196,214,206,38,7,4,262.6000,262.6000,262.6000,523.7500,1,1,2026-08-24T00:00:00.000
376,20260619,366,259,305,280,307,303,1,6,263.3000,263.3000,263.3000,525.1200,1,1,2026-08-24T00:00:00.000
377,20260529,82,245,203,189,343,230,8,4,264.0000,264.0000,264.0000,526.4900,1,1,2026-08-24T00:00:00.000
378,20260707,439,232,441,395,218,221,2,5,264.7000,264.7000,264.7000,527.8600,1,1,2026-08-24T00:00:00.000
379,20260704,443,334,460,72,230,447,5,1,265.4000,265.4000,265.4000,529.2300,1,1,2026-08-24T00:00:00.000
380,20260804,381,68,470,483,341,410,6,1,266.1000,266.1000,266.1000,530.6000,1,1,2026-08-24T00:00:00.000
381,20260714,259,287,313,62,79,170,5,4,266.8000,266.8000,266.8000,531.9700,1,1,2026-08-24T00:00:00.000
382,20260708,217,179,435,482,22,5,3,1,267.5000,267.5000,267.5000,533.3400,1,1,2026-08-24T00:00:00.000
383,20260804,362,42,453,140,157,94,6,3,268.2000,268.2000,268.2000,534.7100,1,1,2026-08-24T00:00:00.000
384,20260703,139,212,164,307,244,364,2,1,268.9000,268.9000,268.9000,536.0800,1,1,2026-08-24T00:00:00.000
385,20260818,266,288,480,421,127,351,2,5,269.6000,269.6000,269.6000,537.4500,1,1,2026-08-24T00:00:00.000
386,20260727,89,304,123,146,417,190,10,3,270.3000,270.3000,270.3000,538.8200,1,1,2026-08-24T00:00:00.000
387,20260608,136,257,148,254,3,43,10,7,271.0000,271.0000,271.0000,540.1900,1,1,2026-08-24T00:00:00.000
388,20260701,337,210,314,301,455,299,4,2,271.7000,271.7000,271.7000,541.5600,1,1,2026-08-24T00:00:00.000
389,20260614,207,50,454,478,342,65,2,6,272.4000,272.4000,272.4000,542.9300,1,1,2026-08-24T00:00:00.000
390,20260819,423,215,41,248,29,300,6,1,273.1000,273.1000,273.1000,544.3000,1,1,2026-08-24T00:00:00.000
391,20260716,97,125,19,-1,-1,-1,9,7,273.8000,273.8000,273.8000,545.6700,1,1,2026-08-24T00:00:00.000
392,20260604,307,57,194,277,248,132,5,5,274.5000,274.5000,274.5000,547.0400,1,1,2026-08-24T00:00:00.000
393,20260816,477,215,461,412,465,170,10,6,275.2000,275.2000,275.2000,548.4100,1,1,2026-08-24T00:00:00.000
394,20260803,173,143,218,426,152,109,10,6,275.9000,275.9000,275.9000,549.7800,1,1,2026-08-24T00:00:00.000
395,20260719,154,321,389,15,465,445,6,6,276.6000,276.6000,276.6000,551.1500,1,1,2026-08-24T00:00:00.000
396,20260818,403,170,454,422,133,440,6,2,277.3000,277.3000,277.3000,552.5200,1,1,2026-08-24T00:00:00.000
397,20260820,82,107,11,132,185,3,4,3,278.0000,278.0000,278.0000,553.8900,1,1,2026-08-24T00:00:00.000
398,20260718,464,165,107,430,97,201,6,4,278.7000,278.7000,278.7000,555.2600,1,1,2026-08-24T00:00:00.000
399,20260712,213,94,135,478,189,7,5,3,279.4000,279.4000,279.4000,556.6300,1,1,2026-08-24T00:00:00.000
400,20260702,169,93,329,28,255,258,5,6,280.1000,280.1000,280.1000,558.0000,1,1,2026-08-24T00:00:00.000
401,20260712,85,243,322,24,82,148,7,7,280.8000,280.8000,280.8000,559.3700,1,1,2026-08-24T00:00:00.000
402,20260527,65,115,270,229,133,266,8,4,281.5000,281.5000,281.5000,560.7400,1,1,2026-08-24T00:00:00.000
403,20260817,127,53,288,145,82,491,9,2,282.2000,282.2000,282.2000,562.1100,1,1,2026-08-24T00:00:00.000
404,20260803,278,204,50,408,462,159,6,2,282.9000,282.9000,282.9000,563.4800,1,1,2026-08-24T00:00:00.000
405,20260728,41,254,16,284,444,35,3,4,283.6000,283.6000,283.6000,564.8500,1,1,2026-08-24T00:00:00.000
406,20260707,38,285,272,132,438,113,2,5,284.3000,284.3000,284.3000,566.2200,1,1,2026-08-24T00:00:00.000
407,20260821,375,319,482,7,496,246,10,7,285.0000,285.0000,285.0000,567.5900,1,1,2026-08-24T00:00:00.000
408,20260621,486,115,432,-1,-1,-1,10,2,285.7000,285.7000,285.7000,568.9600,1,1,2026-08-24T00:00:00.000
409,20260708,8,47,363,29,452,67,1,4,286.4000,286.4000,286.4000,570.3300,1,1,2026-08-24T00:00:00.000
410,20260602,114,210,486,143,452,252,8,3,287.1000,287.1000,287.1000,571.7000,1,1,2026-08-24T00:00:00.000
411,20260712,423,20,133,1,148,228,6,3,287.8000,287.8000,287.8000,573.0700,1,1,2026-08-24T00:00:00.000
412,20260707,126,152,129,132,79,170,5,2,288.5000,288.5000,288.5000,574.4400,1,1,2026-08-24T00:00:00.000
413,20260809,395,35,191,115,441,325,7,7,289.2000,289.2000,289.2000,575.8100,1,1,2026-08-24T00:00:00.000
414,20260627,141,39,21,354,183,420,8,3,289.9000,289.9000,289.9000,577.1800,1,1,2026-08-24T00:00:00.000
415,20260701,174,179,214,53,45,437,3,1,290.6000,290.6000,290.6000,578.5500,1,1,2026-08-24T00:00:00.000
416,20260621,450,6,485,181,354,94,10,4,291.3000,291.3000,291.3000,579.9200,1,1,2026-08-24T00:00:00.000
417,20260803,411,294,259,63,2,10,5,3,292.0000,292.0000,292.0000,581.2900,1,1,2026-08-24T00:00:00.000
418,20260806,473,320,256,438,253,2,6,6,292.7000,292.7000,292.7000,582.6600,1,1,2026-08-24T00:00:00.000
419,20260630,99,298,37,461,392,463,6,3,293.4000,293.4000,293.4000,584.0300,1,1,2026-08-24T00:00:00.000
420,20260620,453,322,462,104,249,289,7,1,294.1000,294.1000,294.1000,585.4000,1,1,2026-08-24T00:00:00.000
421,20260706,49,148,231,410,293,293,6,3,294.8000,294.8000,294.8000,586.7700,1,1,2026-08-24T00:00:00.000
422,20260804,424,76,434,88,337,372,10,4,295.5000,295.5000,295.5000,588.1400,1,1,2026-08-24T00:00:00.000
423,20260807,30,256,319,426,419,306,9,5,296.2000,296.2000,296.2000,589.5100,1,1,2026-08-24T00:00:00.000
424,20260809,342,297,113,115,447,107,6,5,296.9000,296.9000,296.9000,590.8800,1,1,2026-08-24T00:00:00.000
425,20260604,319,69,222,-1,-1,-1,7,2,297.6000,297.6000,297.6000,592.2500,1,1,2026-08-24T00:00:00.000
426,20260616,213,64,360,441,482,463,10,5,298.3000,298.3000,298.3000,593.6200,1,1,2026-08-24T00:00:00.000
427,20260708,451,57,445,109,209,28,1,2,299.0000,299.0000,299.0000,594.9900,1,1,2026-08-24T00:00:00.000
428,20260812,365,269,154,55,128,470,4,4,299.7000,299.7000,299.7000,596.3600,1,1,2026-08-24T00:00:00.000
429,20260813,35,198,379,331,212,362,5,1,300.4000,300.4000,300.4000,597.7300,1,1,2026-08-24T00:00:00.000
430,20260714,351,208,424,420,348,113,2,1,301.1000,301.1000,301.1000,599.1000,1,1,2026-08-24T00:00:00.000
431,20260808,27,63,242,263,469,107,6,7,301.8000,301.8000,301.8000,600.4700,1,1,2026-08-24T00:00:00.000
432,20260628,349,325,113,351,433,271,3,3,302.5000,302.5000,302.5000,601.8400,1,1,2026-08-24T00:00:00.000
433,20260716,319,2,361,100,105,265,10,5,303.2000,303.2000,303.2000,603.2100,1,1,2026-08-24T00:00:00.000
434,20260712,239,93,490,165,157,255,5,5,303.9000,303.9000,303.9000,604.5800,1,1,2026-08-24T00:00:00.000
435,20260822,399,282,135,62,132,210,8,7,304.6000,304.6000,304.6000,605.9500,1,1,2026-08-24T00:00:00.000
436,20260725,110,125,399,149,368,272,4,4,305.3000,305.3000,305.3000,607.3200,1,1,2026-08-24T00:00:00.000
437,20260707,188,203,412,362,299,352,7,3,306.0000,306.0000,306.0000,608.6900,1,1,2026-08-24T00:00:00.000
438,20260723,411,258,3,414,387,456,9,3,306.7000,306.7000,306.7000,610.0600,1,1,2026-08-24T00:00:00.000
