InventoryMovementKey,PostingDateKey,DocumentDateKey,ExpirationDateKey,PostingTimeOfDayKey,ProductKey,PlantKey,InventoryBinKey,InventoryLotKey,InventorySerialNumberKey,InventoryContainerKey,PostedByEmployeeKey,InventoryMovementTypeKey,InventoryStockStatusKey,UnitOfMeasureKey,AdjustmentReasonKey,InventoryDocumentNumber,InventoryDocumentLineNumber,MovementQuantity,MovementValueAmount,WeightKg,SourceSystemKey,BatchId,LoadedAtUtc
169,20260722,20260630,20260813,74700,394,179,410,179,191,161,171,13,7,7,3,IM000169,169,118.4000,241.5300,170.0000,1,1,2026-08-24T00:00:00.000
170,20260621,20260607,20260703,21600,426,59,306,-1,-1,-1,-1,1,6,5,-1,IM000170,170,119.1000,242.9000,171.0000,1,1,2026-08-24T00:00:00.000
171,20260617,20260605,20260704,56460,15,290,35,51,459,241,487,6,2,4,4,IM000171,171,119.8000,244.2700,172.0000,1,1,2026-08-24T00:00:00.000
172,20260718,20260618,20260628,49740,296,215,323,64,494,150,303,9,2,1,3,IM000172,172,120.5000,245.6400,173.0000,1,1,2026-08-24T00:00:00.000
173,20260816,20260709,20260607,67140,125,210,118,331,91,438,283,5,5,4,2,IM000173,173,121.2000,247.0100,174.0000,1,1,2026-08-24T00:00:00.000
174,20260531,20260813,20260723,85200,452,117,296,145,14,92,226,3,4,3,2,IM000174,174,121.9000,248.3800,175.0000,1,1,2026-08-24T00:00:00.000
175,20260723,20260815,20260821,16680,486,47,316,196,173,12,370,8,7,6,1,IM000175,175,122.6000,249.7500,176.0000,1,1,2026-08-24T00:00:00.000
176,20260610,20260811,20260608,81600,288,174,86,246,414,124,300,13,6,3,3,IM000176,176,123.3000,251.1200,177.0000,1,1,2026-08-24T00:00:00.000
177,20260616,20260728,20260617,29040,137,319,384,467,274,427,496,12,7,2,2,IM000177,177,124.0000,252.4900,178.0000,1,1,2026-08-24T00:00:00.000
178,20260810,20260621,20260625,56640,286,56,276,378,399,428,252,9,10,3,3,IM000178,178,124.7000,253.8600,179.0000,1,1,2026-08-24T00:00:00.000
179,20260801,20260627,20260614,30360,226,96,140,308,397,52,382,9,1,5,2,IM000179,179,125.4000,255.2300,180.0000,1,1,2026-08-24T00:00:00.000
180,20260717,20260605,20260618,19980,450,336,277,444,431,155,26,1,7,6,3,IM000180,180,126.1000,256.6000,181.0000,1,1,2026-08-24T00:00:00.000
181,20260529,20260620,20260609,28200,408,264,410,436,417,305,430,9,9,1,1,IM000181,181,126.8000,257.9700,182.0000,1,1,2026-08-24T00:00:00.000
182,20260621,20260708,20260602,10980,451,119,377,36,212,328,40,9,4,1,4,IM000182,182,127.5000,259.3400,183.0000,1,1,2026-08-24T00:00:00.000
183,20260820,20260726,20260804,59400,490,248,360,264,34,476,171,2,6,2,4,IM000183,183,128.2000,260.7100,184.0000,1,1,2026-08-24T00:00:00.000
184,20260722,20260617,20260607,240,27,254,242,460,435,346,391,1,1,5,1,IM000184,184,128.9000,262.0800,185.0000,1,1,2026-08-24T00:00:00.000
185,20260806,20260530,20260725,23160,288,290,213,495,220,358,210,12,3,2,2,IM000185,185,129.6000,263.4500,186.0000,1,1,2026-08-24T00:00:00.000
186,20260613,20260607,20260821,31740,388,185,161,90,148,418,5,3,2,4,2,IM000186,186,130.3000,264.8200,187.0000,1,1,2026-08-24T00:00:00.000
187,20260723,20260612,20260604,81660,394,118,252,-1,-1,-1,-1,11,1,1,-1,IM000187,187,131.0000,266.1900,188.0000,1,1,2026-08-24T00:00:00.000
188,20260727,20260702,20260718,50580,293,141,132,20,409,234,217,7,4,5,4,IM000188,188,131.7000,267.5600,189.0000,1,1,2026-08-24T00:00:00.000
189,20260615,20260722,20260702,53280,20,298,176,28,109,244,317,15,5,3,1,IM000189,189,132.4000,268.9300,190.0000,1,1,2026-08-24T00:00:00.000
190,20260613,20260810,20260602,80160,163,168,462,75,24,347,394,1,9,1,2,IM000190,190,133.1000,270.3000,191.0000,1,1,2026-08-24T00:00:00.000
191,20260712,20260809,20260608,18900,375,48,144,233,191,415,264,6,8,4,1,IM000191,191,133.8000,271.6700,192.0000,1,1,2026-08-24T00:00:00.000
192,20260803,20260723,20260625,70380,281,30,449,283,363,255,478,2,10,1,3,IM000192,192,134.5000,273.0400,193.0000,1,1,2026-08-24T00:00:00.000
193,20260605,20260812,20260811,27600,137,188,210,365,330,245,196,3,4,3,2,IM000193,193,135.2000,274.4100,194.0000,1,1,2026-08-24T00:00:00.000
194,20260703,20260705,20260714,67680,312,99,98,325,484,373,175,8,1,6,3,IM000194,194,135.9000,275.7800,195.0000,1,1,2026-08-24T00:00:00.000
195,20260723,20260629,20260804,52680,74,177,181,62,192,160,178,4,7,2,3,IM000195,195,136.6000,277.1500,196.0000,1,1,2026-08-24T00:00:00.000
196,20260802,20260804,20260627,58380,93,202,84,265,245,216,35,5,1,4,1,IM000196,196,137.3000,278.5200,197.0000,1,1,2026-08-24T00:00:00.000
197,20260711,20260606,20260624,66300,151,228,68,463,74,209,237,6,3,2,4,IM000197,197,138.0000,279.8900,198.0000,1,1,2026-08-24T00:00:00.000
198,20260610,20260620,20260802,75300,443,228,238,145,490,8,339,2,7,6,4,IM000198,198,138.7000,281.2600,199.0000,1,1,2026-08-24T00:00:00.000
199,20260824,20260625,20260528,55140,104,338,132,428,105,389,187,10,8,4,2,IM000199,199,139.4000,282.6300,200.0000,1,1,2026-08-24T00:00:00.000
200,20260701,20260618,20260601,39000,253,272,459,132,23,280,393,13,2,6,3,IM000200,200,140.1000,284.0000,201.0000,1,1,2026-08-24T00:00:00.000
201,20260608,20260620,20260726,77340,266,329,270,109,89,453,400,15,1,6,2,IM000201,201,140.8000,285.3700,202.0000,1,1,2026-08-24T00:00:00.000
202,20260710,20260822,20260616,9360,187,221,287,88,106,76,220,7,5,3,3,IM000202,202,141.5000,286.7400,203.0000,1,1,2026-08-24T00:00:00.000
203,20260720,20260530,20260724,81720,381,308,22,126,363,112,94,5,6,4,2,IM000203,203,142.2000,288.1100,204.0000,1,1,2026-08-24T00:00:00.000
204,20260713,20260616,20260810,52860,174,255,110,-1,-1,-1,-1,7,3,1,-1,IM000204,204,142.9000,289.4800,205.0000,1,1,2026-08-24T00:00:00.000
205,20260712,20260608,20260720,85800,101,1,486,86,171,11,389,1,10,1,1,IM000205,205,143.6000,290.8500,206.0000,1,1,2026-08-24T00:00:00.000
206,20260822,20260810,20260708,15600,448,146,438,196,129,296,81,13,9,6,3,IM000206,206,144.3000,292.2200,207.0000,1,1,2026-08-24T00:00:00.000
207,20260623,20260527,20260616,16800,118,130,394,166,381,472,109,5,2,6,4,IM000207,207,145.0000,293.5900,208.0000,1,1,2026-08-24T00:00:00.000
208,20260817,20260611,20260621,44520,58,218,218,128,342,224,480,16,1,4,3,IM000208,208,145.7000,294.9600,209.0000,1,1,2026-08-24T00:00:00.000
209,20260808,20260712,20260628,65640,423,105,101,96,346,123,246,16,6,2,3,IM000209,209,146.4000,296.3300,210.0000,1,1,2026-08-24T00:00:00.000
210,20260716,20260808,20260704,39360,209,144,331,404,419,202,18,16,9,4,4,IM000210,210,147.1000,297.7000,211.0000,1,1,2026-08-24T00:00:00.000
211,20260527,20260624,20260814,78240,272,304,468,52,245,192,162,7,6,6,2,IM000211,211,147.8000,299.0700,212.0000,1,1,2026-08-24T00:00:00.000
212,20260723,20260817,20260619,17700,36,185,217,299,481,122,327,13,5,6,2,IM000212,212,148.5000,300.4400,213.0000,1,1,2026-08-24T00:00:00.000
213,20260605,20260803,20260612,70800,324,229,342,26,225,446,185,7,3,4,3,IM000213,213,149.2000,301.8100,214.0000,1,1,2026-08-24T00:00:00.000
214,20260810,20260611,20260725,10860,423,320,389,476,484,2,438,13,6,3,3,IM000214,214,149.9000,303.1800,215.0000,1,1,2026-08-24T00:00:00.000
215,20260628,20260810,20260608,73560,217,253,184,271,73,295,473,1,1,2,2,IM000215,215,150.6000,304.5500,216.0000,1,1,2026-08-24T00:00:00.000
216,20260818,20260709,20260731,6840,7,57,267,454,157,40,151,4,3,3,1,IM000216,216,151.3000,305.9200,217.0000,1,1,2026-08-24T00:00:00.000
217,20260806,20260612,20260730,29940,88,332,97,485,184,392,453,9,5,3,3,IM000217,217,152.0000,307.2900,218.0000,1,1,2026-08-24T00:00:00.000
218,20260813,20260619,20260528,72420,218,32,35,98,363,235,444,7,5,4,3,IM000218,218,152.7000,308.6600,219.0000,1,1,2026-08-24T00:00:00.000
219,20260606,20260822,20260814,25680,229,291,300,457,121,378,458,12,2,6,1,IM000219,219,153.4000,310.0300,220.0000,1,1,2026-08-24T00:00:00.000
220,20260603,20260813,20260612,68100,216,190,349,20,29,378,446,11,1,2,3,IM000220,220,154.1000,311.4000,221.0000,1,1,2026-08-24T00:00:00.000
221,20260819,20260622,20260823,64500,444,156,166,-1,-1,-1,-1,10,10,2,-1,IM000221,221,154.8000,312.7700,222.0000,1,1,2026-08-24T00:00:00.000
222,20260731,20260802,20260708,54900,441,279,499,419,160,205,405,6,3,1,2,IM000222,222,155.5000,314.1400,223.0000,1,1,2026-08-24T00:00:00.000
223,20260807,20260605,20260601,25200,274,317,48,429,495,184,174,12,8,4,1,IM000223,223,156.2000,315.5100,224.0000,1,1,2026-08-24T00:00:00.000
224,20260718,20260627,20260820,15900,155,267,57,427,18,137,427,8,2,5,4,IM000224,224,156.9000,316.8800,225.0000,1,1,2026-08-24T00:00:00.000
225,20260702,20260823,20260814,55800,417,269,376,104,349,23,149,10,6,3,4,IM000225,225,157.6000,318.2500,226.0000,1,1,2026-08-24T00:00:00.000
226,20260710,20260615,20260807,49740,76,293,1,343,131,145,461,8,4,7,4,IM000226,226,158.3000,319.6200,227.0000,1,1,2026-08-24T00:00:00.000
227,20260730,20260730,20260621,57600,274,100,312,59,446,432,5,16,6,7,3,IM000227,227,159.0000,320.9900,228.0000,1,1,2026-08-24T00:00:00.000
228,20260806,20260708,20260616,80100,286,193,233,322,438,215,339,2,6,4,4,IM000228,228,159.7000,322.3600,229.0000,1,1,2026-08-24T00:00:00.000
229,20260528,20260812,20260719,65280,137,347,311,414,174,298,50,14,6,2,2,IM000229,229,160.4000,323.7300,230.0000,1,1,2026-08-24T00:00:00.000
230,20260724,20260616,20260706,66900,439,139,121,20,170,454,245,8,8,1,3,IM000230,230,161.1000,325.1000,231.0000,1,1,2026-08-24T00:00:00.000
231,20260706,20260604,20260729,54660,334,44,198,59,102,319,352,4,2,4,2,IM000231,231,161.8000,326.4700,232.0000,1,1,2026-08-24T00:00:00.000
232,20260724,20260717,20260630,57960,337,35,44,500,314,235,259,3,8,4,4,IM000232,232,162.5000,327.8400,233.0000,1,1,2026-08-24T00:00:00.000
233,20260819,20260527,20260617,30600,419,30,73,221,277,22,387,2,7,5,4,IM000233,233,163.2000,329.2100,234.0000,1,1,2026-08-24T00:00:00.000
234,20260725,20260714,20260729,83820,306,234,57,456,36,451,299,15,2,1,4,IM000234,234,163.9000,330.5800,235.0000,1,1,2026-08-24T00:00:00.000
235,20260623,20260712,20260607,26640,465,335,463,273,32,97,342,15,5,6,2,IM000235,235,164.6000,331.9500,236.0000,1,1,2026-08-24T00:00:00.000
236,20260712,20260804,20260712,79740,345,172,250,218,322,186,417,10,1,2,3,IM000236,236,165.3000,333.3200,237.0000,1,1,2026-08-24T00:00:00.000
237,20260618,20260615,20260815,60360,476,73,411,82,247,198,58,4,9,1,3,IM000237,237,166.0000,334.6900,238.0000,1,1,2026-08-24T00:00:00.000
238,20260613,20260713,20260616,79620,36,151,224,-1,-1,-1,-1,13,10,6,-1,IM000238,238,166.7000,336.0600,239.0000,1,1,2026-08-24T00:00:00.000
239,20260818,20260727,20260710,59280,129,283,61,317,36,273,260,4,9,7,2,IM000239,239,167.4000,337.4300,240.0000,1,1,2026-08-24T00:00:00.000
240,20260620,20260817,20260821,36420,407,85,227,84,306,368,185,6,1,3,3,IM000240,240,168.1000,338.8000,241.0000,1,1,2026-08-24T00:00:00.000
241,20260808,20260615,20260711,8760,272,268,314,51,493,68,300,3,2,2,2,IM000241,241,168.8000,340.1700,242.0000,1,1,2026-08-24T00:00:00.000
242,20260704,20260812,20260722,58320,22,121,335,48,173,372,464,15,4,1,2,IM000242,242,169.5000,341.5400,243.0000,1,1,2026-08-24T00:00:00.000
243,20260630,20260531,20260717,84120,325,4,296,168,266,244,190,4,4,1,4,IM000243,243,170.2000,342.9100,244.0000,1,1,2026-08-24T00:00:00.000
244,20260622,20260618,20260606,7200,117,317,49,51,357,31,362,15,7,4,4,IM000244,244,170.9000,344.2800,245.0000,1,1,2026-08-24T00:00:00.000
245,20260802,20260711,20260801,13680,246,276,164,210,229,449,494,7,3,2,3,IM000245,245,171.6000,345.6500,246.0000,1,1,2026-08-24T00:00:00.000
246,20260726,20260628,20260701,4500,248,40,138,404,123,101,155,3,1,4,4,IM000246,246,172.3000,347.0200,247.0000,1,1,2026-08-24T00:00:00.000
247,20260804,20260622,20260730,39360,103,322,141,496,310,172,235,10,1,1,4,IM000247,247,173.0000,348.3900,248.0000,1,1,2026-08-24T00:00:00.000
248,20260615,20260726,20260727,67200,90,157,379,480,476,198,126,4,2,5,2,IM000248,248,173.7000,349.7600,249.0000,1,1,2026-08-24T00:00:00.000
249,20260820,20260619,20260820,1620,448,74,199,350,258,11,489,10,8,5,2,IM000249,249,174.4000,351.1300,250.0000,1,1,2026-08-24T00:00:00.000
250,20260821,20260716,20260617,37740,330,130,423,444,224,478,320,7,7,4,1,IM000250,250,175.1000,352.5000,251.0000,1,1,2026-08-24T00:00:00.000
251,20260702,20260818,20260727,68520,52,139,61,217,66,262,71,15,3,4,3,IM000251,251,175.8000,353.8700,252.0000,1,1,2026-08-24T00:00:00.000
252,20260714,20260717,20260608,1860,285,168,102,42,377,200,56,7,2,7,4,IM000252,252,176.5000,355.2400,253.0000,1,1,2026-08-24T00:00:00.000
253,20260624,20260602,20260701,57300,119,115,178,24,392,320,310,1,7,6,2,IM000253,253,177.2000,356.6100,254.0000,1,1,2026-08-24T00:00:00.000
254,20260618,20260629,20260811,58320,4,314,474,22,453,269,24,15,9,6,4,IM000254,254,177.9000,357.9800,255.0000,1,1,2026-08-24T00:00:00.000
255,20260719,20260719,20260703,43860,349,243,103,-1,-1,-1,-1,16,8,7,-1,IM000255,255,178.6000,359.3500,256.0000,1,1,2026-08-24T00:00:00.000
256,20260621,20260619,20260710,22980,70,155,93,115,417,179,275,6,10,7,3,IM000256,256,179.3000,360.7200,257.0000,1,1,2026-08-24T00:00:00.000
257,20260626,20260818,20260627,45180,419,17,362,491,105,56,74,3,6,4,1,IM000257,257,180.0000,362.0900,258.0000,1,1,2026-08-24T00:00:00.000
258,20260630,20260803,20260824,76200,9,236,53,138,399,102,51,10,10,2,1,IM000258,258,180.7000,363.4600,259.0000,1,1,2026-08-24T00:00:00.000
259,20260627,20260812,20260813,49140,333,225,163,387,179,60,471,16,10,6,1,IM000259,259,181.4000,364.8300,260.0000,1,1,2026-08-24T00:00:00.000
260,20260824,20260710,20260620,22500,443,278,345,2,40,499,218,3,8,3,4,IM000260,260,182.1000,366.2000,261.0000,1,1,2026-08-24T00:00:00.000
261,20260629,20260701,20260729,67620,408,143,436,247,46,493,287,11,8,5,3,IM000261,261,182.8000,367.5700,262.0000,1,1,2026-08-24T00:00:00.000
262,20260601,20260718,20260801,15240,460,7,290,479,205,307,266,12,2,6,2,IM000262,262,183.5000,368.9400,263.0000,1,1,2026-08-24T00:00:00.000
263,20260610,20260705,20260806,18600,208,274,284,354,78,33,342,16,7,5,1,IM000263,263,184.2000,370.3100,264.0000,1,1,2026-08-24T00:00:00.000
264,20260706,20260812,20260806,5880,330,172,189,437,424,500,251,11,5,3,3,IM000264,264,184.9000,371.6800,265.0000,1,1,2026-08-24T00:00:00.000
265,20260604,20260527,20260720,25020,63,44,43,90,344,302,383,8,5,7,1,IM000265,265,185.6000,373.0500,266.0000,1,1,2026-08-24T00:00:00.000
266,20260527,20260707,20260701,39780,44,113,222,429,278,268,312,8,3,4,2,IM000266,266,186.3000,374.4200,267.0000,1,1,2026-08-24T00:00:00.000
267,20260603,20260528,20260709,33180,359,305,116,176,373,409,371,11,3,3,3,IM000267,267,187.0000,375.7900,268.0000,1,1,2026-08-24T00:00:00.000
268,20260625,20260817,20260613,56400,488,83,424,258,161,500,225,9,4,5,3,IM000268,268,187.7000,377.1600,269.0000,1,1,2026-08-24T00:00:00.000
269,20260624,20260614,20260618,43320,157,269,19,494,123,442,317,6,4,4,3,IM000269,269,188.4000,378.5300,270.0000,1,1,2026-08-24T00:00:00.000
270,20260809,20260813,20260604,34380,341,127,125,499,214,442,428,4,3,1,3,IM000270,270,189.1000,379.9000,271.0000,1,1,2026-08-24T00:00:00.000
271,20260714,20260605,20260609,60060,57,244,339,220,366,302,228,4,2,2,3,IM000271,271,189.8000,381.2700,272.0000,1,1,2026-08-24T00:00:00.000
272,20260707,20260804,20260611,50880,229,239,408,-1,-1,-1,-1,10,5,7,-1,IM000272,272,190.5000,382.6400,273.0000,1,1,2026-08-24T00:00:00.000
273,20260808,20260804,20260612,57240,61,51,254,355,341,459,257,15,2,6,4,IM000273,273,191.2000,384.0100,274.0000,1,1,2026-08-24T00:00:00.000
274,20260723,20260824,20260619,14880,432,93,73,142,298,12,117,4,9,2,4,IM000274,274,191.9000,385.3800,275.0000,1,1,2026-08-24T00:00:00.000
275,20260816,20260731,20260715,46320,446,259,291,269,229,169,385,16,5,7,2,IM000275,275,192.6000,386.7500,276.0000,1,1,2026-08-24T00:00:00.000
276,20260808,20260617,20260527,60600,393,350,394,189,496,308,453,15,9,3,3,IM000276,276,193.3000,388.1200,277.0000,1,1,2026-08-24T00:00:00.000
277,20260602,20260622,20260723,53760,431,222,419,462,477,219,338,5,6,1,2,IM000277,277,194.0000,389.4900,278.0000,1,1,2026-08-24T00:00:00.000
278,20260713,20260721,20260707,71460,149,154,350,388,105,433,25,2,5,2,1,IM000278,278,194.7000,390.8600,279.0000,1,1,2026-08-24T00:00:00.000
279,20260527,20260704,20260603,36540,487,139,189,440,41,487,234,16,3,3,4,IM000279,279,195.4000,392.2300,280.0000,1,1,2026-08-24T00:00:00.000
280,20260607,20260820,20260719,78180,361,139,253,27,347,112,342,11,5,6,2,IM000280,280,196.1000,393.6000,281.0000,1,1,2026-08-24T00:00:00.000
281,20260712,20260614,20260621,81120,213,312,280,142,337,179,486,16,6,7,1,IM000281,281,196.8000,394.9700,282.0000,1,1,2026-08-24T00:00:00.000
282,20260630,20260704,20260705,64080,222,307,307,78,311,226,175,2,3,5,4,IM000282,282,197.5000,396.3400,283.0000,1,1,2026-08-24T00:00:00.000
283,20260706,20260812,20260706,65280,241,301,362,411,228,488,219,7,10,5,4,IM000283,283,198.2000,397.7100,284.0000,1,1,2026-08-24T00:00:00.000
284,20260804,20260528,20260602,27720,150,124,83,373,219,25,36,14,6,4,1,IM000284,284,198.9000,399.0800,285.0000,1,1,2026-08-24T00:00:00.000
285,20260731,20260731,20260702,42060,99,282,376,444,39,401,60,12,5,7,3,IM000285,285,199.6000,400.4500,286.0000,1,1,2026-08-24T00:00:00.000
286,20260621,20260720,20260824,71100,76,184,295,232,451,85,126,6,10,3,4,IM000286,286,200.3000,401.8200,287.0000,1,1,2026-08-24T00:00:00.000
287,20260607,20260703,20260815,19440,201,16,240,307,279,492,342,2,3,6,3,IM000287,287,201.0000,403.1900,288.0000,1,1,2026-08-24T00:00:00.000
288,20260706,20260602,20260729,21480,23,273,67,229,413,371,372,2,6,4,3,IM000288,288,201.7000,404.5600,289.0000,1,1,2026-08-24T00:00:00.000
289,20260622,20260615,20260625,58560,364,48,293,-1,-1,-1,-1,14,2,1,-1,IM000289,289,202.4000,405.9300,290.0000,1,1,2026-08-24T00:00:00.000
290,20260607,20260613,20260603,67440,328,236,199,192,153,132,469,13,3,7,1,IM000290,290,203.1000,407.3000,291.0000,1,1,2026-08-24T00:00:00.000
291,20260716,20260805,20260627,1020,413,61,47,234,334,289,83,7,4,7,1,IM000291,291,203.8000,408.6700,292.0000,1,1,2026-08-24T00:00:00.000
292,20260731,20260622,20260707,12180,257,98,414,263,241,183,482,8,4,4,4,IM000292,292,204.5000,410.0400,293.0000,1,1,2026-08-24T00:00:00.000
293,20260621,20260815,20260619,22320,177,235,345,220,227,151,435,16,1,3,4,IM000293,293,205.2000,411.4100,294.0000,1,1,2026-08-24T00:00:00.000
294,20260805,20260720,20260617,78120,198,143,383,141,58,184,311,4,6,4,4,IM000294,294,205.9000,412.7800,295.0000,1,1,2026-08-24T00:00:00.000
295,20260619,20260730,20260810,45660,439,204,272,50,97,30,351,7,9,2,2,IM000295,295,206.6000,414.1500,296.0000,1,1,2026-08-24T00:00:00.000
296,20260819,20260724,20260729,57240,333,288,445,472,274,301,371,2,8,3,1,IM000296,296,207.3000,415.5200,297.0000,1,1,2026-08-24T00:00:00.000
297,20260811,20260822,20260807,63060,9,95,140,440,32,398,17,4,2,7,1,IM000297,297,208.0000,416.8900,298.0000,1,1,2026-08-24T00:00:00.000
298,20260712,20260724,20260612,32820,59,30,399,224,127,325,427,7,10,7,3,IM000298,298,208.7000,418.2600,299.0000,1,1,2026-08-24T00:00:00.000
299,20260619,20260617,20260722,11400,404,16,285,28,439,130,447,3,5,4,4,IM000299,299,209.4000,419.6300,300.0000,1,1,2026-08-24T00:00:00.000
300,20260823,20260613,20260803,59940,2,96,108,133,52,55,237,14,3,7,1,IM000300,300,210.1000,421.0000,301.0000,1,1,2026-08-24T00:00:00.000
301,20260721,20260808,20260530,35220,492,1,159,46,180,28,30,9,7,6,4,IM000301,301,210.8000,422.3700,302.0000,1,1,2026-08-24T00:00:00.000
302,20260713,20260610,20260626,27300,83,269,399,448,400,196,277,13,10,1,2,IM000302,302,211.5000,423.7400,303.0000,1,1,2026-08-24T00:00:00.000
303,20260709,20260804,20260623,30480,367,206,350,89,300,239,269,11,4,4,4,IM000303,303,212.2000,425.1100,304.0000,1,1,2026-08-24T00:00:00.000
304,20260619,20260818,20260629,84180,22,249,388,260,166,342,70,15,4,3,2,IM000304,304,212.9000,426.4800,305.0000,1,1,2026-08-24T00:00:00.000
305,20260601,20260725,20260623,36780,265,166,30,397,168,214,290,14,9,4,1,IM000305,305,213.6000,427.8500,306.0000,1,1,2026-08-24T00:00:00.000
306,20260723,20260715,20260530,23700,425,253,82,-1,-1,-1,-1,14,5,3,-1,IM000306,306,214.3000,429.2200,307.0000,1,1,2026-08-24T00:00:00.000
307,20260627,20260629,20260717,68100,38,290,396,137,431,398,121,5,3,3,4,IM000307,307,215.0000,430.5900,308.0000,1,1,2026-08-24T00:00:00.000
308,20260628,20260815,20260818,66960,280,322,30,160,176,318,118,13,4,2,4,IM000308,308,215.7000,431.9600,309.0000,1,1,2026-08-24T00:00:00.000
309,20260616,20260725,20260602,86160,254,240,295,352,373,23,79,7,7,7,1,IM000309,309,216.4000,433.3300,310.0000,1,1,2026-08-24T00:00:00.000
310,20260806,20260603,20260811,83280,378,199,103,284,79,4,402,7,2,4,4,IM000310,310,217.1000,434.7000,311.0000,1,1,2026-08-24T00:00:00.000
311,20260718,20260609,20260813,56700,297,32,35,163,243,65,253,4,7,7,1,IM000311,311,217.8000,436.0700,312.0000,1,1,2026-08-24T00:00:00.000
312,20260801,20260821,20260528,78120,255,330,184,203,268,386,23,11,5,5,3,IM000312,312,218.5000,437.4400,313.0000,1,1,2026-08-24T00:00:00.000
313,20260530,20260618,20260527,10080,134,308,208,131,51,16,313,5,10,7,4,IM000313,313,219.2000,438.8100,314.0000,1,1,2026-08-24T00:00:00.000
314,20260726,20260821,20260819,24720,365,131,450,66,138,334,426,15,6,5,1,IM000314,314,219.9000,440.1800,315.0000,1,1,2026-08-24T00:00:00.000
315,20260602,20260708,20260618,56880,242,188,115,242,118,476,307,4,1,2,2,IM000315,315,220.6000,441.5500,316.0000,1,1,2026-08-24T00:00:00.000
316,20260603,20260715,20260725,3600,321,284,440,401,262,200,327,15,2,2,3,IM000316,316,221.3000,442.9200,317.0000,1,1,2026-08-24T00:00:00.000
317,20260626,20260625,20260607,27720,357,125,90,308,357,104,139,14,5,1,3,IM000317,317,222.0000,444.2900,318.0000,1,1,2026-08-24T00:00:00.000
318,20260627,20260803,20260727,40980,160,104,177,54,162,244,340,2,5,1,1,IM000318,318,222.7000,445.6600,319.0000,1,1,2026-08-24T00:00:00.000
319,20260812,20260717,20260808,77640,465,163,447,252,258,388,323,12,7,7,1,IM000319,319,223.4000,447.0300,320.0000,1,1,2026-08-24T00:00:00.000
320,20260807,20260803,20260807,85560,233,72,157,146,336,259,491,6,8,3,4,IM000320,320,224.1000,448.4000,321.0000,1,1,2026-08-24T00:00:00.000
321,20260817,20260609,20260822,5820,352,38,345,364,228,52,84,1,7,3,2,IM000321,321,224.8000,449.7700,322.0000,1,1,2026-08-24T00:00:00.000
322,20260801,20260714,20260721,22860,306,144,143,254,1,63,271,1,3,1,4,IM000322,322,225.5000,451.1400,323.0000,1,1,2026-08-24T00:00:00.000
323,20260603,20260709,20260711,25560,125,90,143,-1,-1,-1,-1,12,2,3,-1,IM000323,323,226.2000,452.5100,324.0000,1,1,2026-08-24T00:00:00.000
324,20260619,20260623,20260815,55080,494,145,387,173,41,269,433,6,6,1,4,IM000324,324,226.9000,453.8800,325.0000,1,1,2026-08-24T00:00:00.000
