PurchaseGoodsReceiptKey,ReceiptDateKey,PostingDateKey,DocumentDateKey,ReceiptTimeOfDayKey,PurchaseOrderLineKey,SupplierKey,ProductKey,PlantKey,ReceiverEmployeeKey,PurchaseReceiptStatusKey,UnitOfMeasureKey,CurrencyKey,GoodsReceiptNumber,GoodsReceiptLineNumber,ReceivedQuantity,AcceptedQuantity,RejectedQuantity,ReceiptAmount,SourceSystemKey,BatchId,LoadedAtUtc
170,20260727,20260820,20260805,31740,7,157,-1,50,-1,4,6,3,PGR000170,170,119.1000,119.1000,119.1000,242.9000,1,1,2026-08-24T00:00:00.000
171,20260629,20260805,20260625,55140,91,195,494,21,105,3,5,3,PGR000171,171,119.8000,119.8000,119.8000,244.2700,1,1,2026-08-24T00:00:00.000
172,20260711,20260812,20260803,64620,200,394,473,233,183,2,1,5,PGR000172,172,120.5000,120.5000,120.5000,245.6400,1,1,2026-08-24T00:00:00.000
173,20260710,20260617,20260603,8220,57,437,7,136,404,1,5,5,PGR000173,173,121.2000,121.2000,121.2000,247.0100,1,1,2026-08-24T00:00:00.000
174,20260606,20260724,20260803,50700,215,266,131,118,181,6,1,5,PGR000174,174,121.9000,121.9000,121.9000,248.3800,1,1,2026-08-24T00:00:00.000
175,20260818,20260621,20260702,31920,461,329,251,306,240,2,3,4,PGR000175,175,122.6000,122.6000,122.6000,249.7500,1,1,2026-08-24T00:00:00.000
176,20260718,20260816,20260612,79680,202,191,453,21,252,5,6,1,PGR000176,176,123.3000,123.3000,123.3000,251.1200,1,1,2026-08-24T00:00:00.000
177,20260618,20260805,20260713,9120,2,223,470,211,439,5,1,1,PGR000177,177,124.0000,124.0000,124.0000,252.4900,1,1,2026-08-24T00:00:00.000
178,20260806,20260618,20260728,83160,229,37,56,257,194,5,1,1,PGR000178,178,124.7000,124.7000,124.7000,253.8600,1,1,2026-08-24T00:00:00.000
179,20260601,20260810,20260731,81660,50,151,412,81,75,5,2,2,PGR000179,179,125.4000,125.4000,125.4000,255.2300,1,1,2026-08-24T00:00:00.000
180,20260711,20260803,20260823,52020,75,250,229,57,183,4,6,5,PGR000180,180,126.1000,126.1000,126.1000,256.6000,1,1,2026-08-24T00:00:00.000
181,20260618,20260607,20260810,71820,58,56,259,277,423,2,7,4,PGR000181,181,126.8000,126.8000,126.8000,257.9700,1,1,2026-08-24T00:00:00.000
182,20260802,20260531,20260720,71580,194,397,100,142,467,7,5,3,PGR000182,182,127.5000,127.5000,127.5000,259.3400,1,1,2026-08-24T00:00:00.000
183,20260628,20260625,20260607,84660,79,270,243,216,73,6,6,2,PGR000183,183,128.2000,128.2000,128.2000,260.7100,1,1,2026-08-24T00:00:00.000
184,20260527,20260805,20260616,81480,29,481,136,297,173,7,7,2,PGR000184,184,128.9000,128.9000,128.9000,262.0800,1,1,2026-08-24T00:00:00.000
185,20260805,20260705,20260704,54180,344,196,147,339,241,5,3,5,PGR000185,185,129.6000,129.6000,129.6000,263.4500,1,1,2026-08-24T00:00:00.000
186,20260811,20260821,20260606,35280,458,102,239,320,297,8,3,2,PGR000186,186,130.3000,130.3000,130.3000,264.8200,1,1,2026-08-24T00:00:00.000
187,20260709,20260708,20260608,43080,28,299,-1,82,-1,4,2,5,PGR000187,187,131.0000,131.0000,131.0000,266.1900,1,1,2026-08-24T00:00:00.000
188,20260609,20260730,20260624,67680,221,42,464,122,18,7,3,5,PGR000188,188,131.7000,131.7000,131.7000,267.5600,1,1,2026-08-24T00:00:00.000
189,20260607,20260809,20260608,77880,263,110,156,286,124,3,1,2,PGR000189,189,132.4000,132.4000,132.4000,268.9300,1,1,2026-08-24T00:00:00.000
190,20260620,20260606,20260601,55620,251,408,136,251,381,3,1,5,PGR000190,190,133.1000,133.1000,133.1000,270.3000,1,1,2026-08-24T00:00:00.000
191,20260618,20260527,20260708,63060,483,108,131,320,179,2,4,4,PGR000191,191,133.8000,133.8000,133.8000,271.6700,1,1,2026-08-24T00:00:00.000
192,20260709,20260729,20260730,22980,426,209,420,10,402,2,4,1,PGR000192,192,134.5000,134.5000,134.5000,273.0400,1,1,2026-08-24T00:00:00.000
193,20260605,20260623,20260707,65700,368,98,228,148,458,6,7,2,PGR000193,193,135.2000,135.2000,135.2000,274.4100,1,1,2026-08-24T00:00:00.000
194,20260616,20260708,20260603,23460,8,195,331,80,464,6,2,5,PGR000194,194,135.9000,135.9000,135.9000,275.7800,1,1,2026-08-24T00:00:00.000
195,20260727,20260716,20260731,68580,365,314,186,321,349,1,3,2,PGR000195,195,136.6000,136.6000,136.6000,277.1500,1,1,2026-08-24T00:00:00.000
196,20260628,20260802,20260809,69720,482,120,469,84,69,2,5,2,PGR000196,196,137.3000,137.3000,137.3000,278.5200,1,1,2026-08-24T00:00:00.000
197,20260710,20260601,20260706,65100,495,163,243,218,194,4,4,2,PGR000197,197,138.0000,138.0000,138.0000,279.8900,1,1,2026-08-24T00:00:00.000
198,20260617,20260710,20260722,79200,291,312,219,100,92,1,3,1,PGR000198,198,138.7000,138.7000,138.7000,281.2600,1,1,2026-08-24T00:00:00.000
199,20260616,20260621,20260802,78660,71,382,170,89,297,7,5,5,PGR000199,199,139.4000,139.4000,139.4000,282.6300,1,1,2026-08-24T00:00:00.000
200,20260811,20260614,20260614,21600,259,299,225,135,147,7,7,5,PGR000200,200,140.1000,140.1000,140.1000,284.0000,1,1,2026-08-24T00:00:00.000
201,20260813,20260626,20260704,9840,500,253,363,245,383,5,1,1,PGR000201,201,140.8000,140.8000,140.8000,285.3700,1,1,2026-08-24T00:00:00.000
202,20260627,20260604,20260812,79680,165,414,309,171,54,2,7,5,PGR000202,202,141.5000,141.5000,141.5000,286.7400,1,1,2026-08-24T00:00:00.000
203,20260609,20260703,20260812,31800,466,59,366,280,55,7,6,2,PGR000203,203,142.2000,142.2000,142.2000,288.1100,1,1,2026-08-24T00:00:00.000
204,20260726,20260619,20260802,53940,93,89,-1,265,-1,2,1,3,PGR000204,204,142.9000,142.9000,142.9000,289.4800,1,1,2026-08-24T00:00:00.000
205,20260630,20260824,20260812,36240,43,438,257,294,32,6,1,1,PGR000205,205,143.6000,143.6000,143.6000,290.8500,1,1,2026-08-24T00:00:00.000
206,20260707,20260621,20260823,17820,353,182,417,88,63,4,2,1,PGR000206,206,144.3000,144.3000,144.3000,292.2200,1,1,2026-08-24T00:00:00.000
207,20260725,20260815,20260608,81180,215,89,91,18,248,5,5,1,PGR000207,207,145.0000,145.0000,145.0000,293.5900,1,1,2026-08-24T00:00:00.000
208,20260629,20260819,20260530,75900,364,98,49,244,46,2,3,3,PGR000208,208,145.7000,145.7000,145.7000,294.9600,1,1,2026-08-24T00:00:00.000
209,20260818,20260623,20260529,78360,497,314,212,116,375,3,7,2,PGR000209,209,146.4000,146.4000,146.4000,296.3300,1,1,2026-08-24T00:00:00.000
210,20260608,20260722,20260708,55020,330,59,69,247,227,2,6,4,PGR000210,210,147.1000,147.1000,147.1000,297.7000,1,1,2026-08-24T00:00:00.000
211,20260712,20260707,20260627,13920,413,285,183,188,93,6,3,2,PGR000211,211,147.8000,147.8000,147.8000,299.0700,1,1,2026-08-24T00:00:00.000
212,20260628,20260706,20260708,18180,303,312,65,125,280,8,1,4,PGR000212,212,148.5000,148.5000,148.5000,300.4400,1,1,2026-08-24T00:00:00.000
213,20260620,20260805,20260804,17700,234,324,142,160,400,8,5,2,PGR000213,213,149.2000,149.2000,149.2000,301.8100,1,1,2026-08-24T00:00:00.000
214,20260801,20260815,20260816,15240,447,423,460,294,155,2,6,2,PGR000214,214,149.9000,149.9000,149.9000,303.1800,1,1,2026-08-24T00:00:00.000
215,20260812,20260615,20260612,69720,490,467,19,173,158,1,3,3,PGR000215,215,150.6000,150.6000,150.6000,304.5500,1,1,2026-08-24T00:00:00.000
216,20260818,20260815,20260630,66840,239,277,152,95,170,4,1,3,PGR000216,216,151.3000,151.3000,151.3000,305.9200,1,1,2026-08-24T00:00:00.000
217,20260820,20260716,20260605,77400,64,288,145,204,59,7,1,5,PGR000217,217,152.0000,152.0000,152.0000,307.2900,1,1,2026-08-24T00:00:00.000
218,20260702,20260628,20260722,63120,430,436,120,207,489,2,1,3,PGR000218,218,152.7000,152.7000,152.7000,308.6600,1,1,2026-08-24T00:00:00.000
219,20260603,20260818,20260714,84600,197,398,110,167,210,3,1,5,PGR000219,219,153.4000,153.4000,153.4000,310.0300,1,1,2026-08-24T00:00:00.000
220,20260608,20260624,20260611,74940,361,473,371,116,220,3,3,5,PGR000220,220,154.1000,154.1000,154.1000,311.4000,1,1,2026-08-24T00:00:00.000
221,20260629,20260814,20260718,2400,241,317,-1,45,-1,2,6,1,PGR000221,221,154.8000,154.8000,154.8000,312.7700,1,1,2026-08-24T00:00:00.000
222,20260611,20260714,20260622,52260,339,272,51,336,4,4,2,3,PGR000222,222,155.5000,155.5000,155.5000,314.1400,1,1,2026-08-24T00:00:00.000
223,20260824,20260811,20260816,54000,450,455,457,247,500,5,3,3,PGR000223,223,156.2000,156.2000,156.2000,315.5100,1,1,2026-08-24T00:00:00.000
224,20260530,20260808,20260715,8760,409,334,19,196,309,8,3,1,PGR000224,224,156.9000,156.9000,156.9000,316.8800,1,1,2026-08-24T00:00:00.000
225,20260815,20260726,20260821,85740,380,351,328,234,143,8,1,3,PGR000225,225,157.6000,157.6000,157.6000,318.2500,1,1,2026-08-24T00:00:00.000
226,20260614,20260630,20260618,39840,334,61,432,257,481,5,3,4,PGR000226,226,158.3000,158.3000,158.3000,319.6200,1,1,2026-08-24T00:00:00.000
227,20260808,20260606,20260531,49740,289,137,138,328,134,1,5,5,PGR000227,227,159.0000,159.0000,159.0000,320.9900,1,1,2026-08-24T00:00:00.000
228,20260812,20260704,20260621,82980,273,161,400,44,369,6,7,2,PGR000228,228,159.7000,159.7000,159.7000,322.3600,1,1,2026-08-24T00:00:00.000
229,20260603,20260607,20260616,83220,200,300,161,88,400,3,6,4,PGR000229,229,160.4000,160.4000,160.4000,323.7300,1,1,2026-08-24T00:00:00.000
230,20260818,20260705,20260702,29640,189,338,37,58,151,5,1,2,PGR000230,230,161.1000,161.1000,161.1000,325.1000,1,1,2026-08-24T00:00:00.000
231,20260601,20260620,20260822,67020,376,336,207,194,76,3,5,5,PGR000231,231,161.8000,161.8000,161.8000,326.4700,1,1,2026-08-24T00:00:00.000
232,20260616,20260813,20260610,68400,443,144,365,93,430,7,7,4,PGR000232,232,162.5000,162.5000,162.5000,327.8400,1,1,2026-08-24T00:00:00.000
233,20260807,20260731,20260722,23700,197,295,105,301,423,5,2,5,PGR000233,233,163.2000,163.2000,163.2000,329.2100,1,1,2026-08-24T00:00:00.000
234,20260615,20260721,20260822,10920,146,337,306,28,316,5,2,4,PGR000234,234,163.9000,163.9000,163.9000,330.5800,1,1,2026-08-24T00:00:00.000
235,20260727,20260616,20260715,41640,319,65,490,292,88,5,3,4,PGR000235,235,164.6000,164.6000,164.6000,331.9500,1,1,2026-08-24T00:00:00.000
236,20260630,20260618,20260708,67260,86,95,74,301,238,4,1,4,PGR000236,236,165.3000,165.3000,165.3000,333.3200,1,1,2026-08-24T00:00:00.000
237,20260806,20260708,20260725,21360,380,432,441,229,88,7,6,4,PGR000237,237,166.0000,166.0000,166.0000,334.6900,1,1,2026-08-24T00:00:00.000
238,20260622,20260717,20260607,55800,313,390,-1,50,-1,5,3,4,PGR000238,238,166.7000,166.7000,166.7000,336.0600,1,1,2026-08-24T00:00:00.000
239,20260602,20260821,20260616,52440,300,315,155,59,47,6,4,3,PGR000239,239,167.4000,167.4000,167.4000,337.4300,1,1,2026-08-24T00:00:00.000
240,20260811,20260714,20260531,13620,251,261,361,312,128,2,1,4,PGR000240,240,168.1000,168.1000,168.1000,338.8000,1,1,2026-08-24T00:00:00.000
241,20260629,20260710,20260719,43860,376,436,110,82,178,1,6,1,PGR000241,241,168.8000,168.8000,168.8000,340.1700,1,1,2026-08-24T00:00:00.000
242,20260606,20260810,20260719,17940,204,81,288,260,266,1,3,4,PGR000242,242,169.5000,169.5000,169.5000,341.5400,1,1,2026-08-24T00:00:00.000
243,20260708,20260824,20260613,29100,294,69,187,312,155,1,7,4,PGR000243,243,170.2000,170.2000,170.2000,342.9100,1,1,2026-08-24T00:00:00.000
244,20260725,20260619,20260616,48180,135,129,99,222,59,6,1,5,PGR000244,244,170.9000,170.9000,170.9000,344.2800,1,1,2026-08-24T00:00:00.000
245,20260527,20260814,20260716,4500,39,62,237,19,76,3,4,1,PGR000245,245,171.6000,171.6000,171.6000,345.6500,1,1,2026-08-24T00:00:00.000
246,20260816,20260612,20260610,10440,477,182,497,128,333,1,1,2,PGR000246,246,172.3000,172.3000,172.3000,347.0200,1,1,2026-08-24T00:00:00.000
247,20260819,20260528,20260621,59640,237,479,48,51,252,8,5,5,PGR000247,247,173.0000,173.0000,173.0000,348.3900,1,1,2026-08-24T00:00:00.000
248,20260730,20260531,20260624,21660,30,177,82,314,361,7,5,4,PGR000248,248,173.7000,173.7000,173.7000,349.7600,1,1,2026-08-24T00:00:00.000
249,20260708,20260724,20260620,82380,275,317,81,66,50,2,4,2,PGR000249,249,174.4000,174.4000,174.4000,351.1300,1,1,2026-08-24T00:00:00.000
250,20260822,20260630,20260609,38160,420,423,389,319,493,7,6,1,PGR000250,250,175.1000,175.1000,175.1000,352.5000,1,1,2026-08-24T00:00:00.000
251,20260529,20260709,20260814,18240,20,229,59,247,128,6,5,4,PGR000251,251,175.8000,175.8000,175.8000,353.8700,1,1,2026-08-24T00:00:00.000
252,20260717,20260812,20260613,21240,390,98,187,48,255,1,6,3,PGR000252,252,176.5000,176.5000,176.5000,355.2400,1,1,2026-08-24T00:00:00.000
253,20260719,20260713,20260705,15900,127,355,276,104,46,4,7,2,PGR000253,253,177.2000,177.2000,177.2000,356.6100,1,1,2026-08-24T00:00:00.000
254,20260613,20260820,20260724,64680,43,145,39,62,493,3,2,5,PGR000254,254,177.9000,177.9000,177.9000,357.9800,1,1,2026-08-24T00:00:00.000
255,20260822,20260807,20260729,66360,473,87,-1,294,-1,7,6,2,PGR000255,255,178.6000,178.6000,178.6000,359.3500,1,1,2026-08-24T00:00:00.000
256,20260614,20260601,20260701,34620,89,10,150,19,476,1,3,1,PGR000256,256,179.3000,179.3000,179.3000,360.7200,1,1,2026-08-24T00:00:00.000
257,20260531,20260604,20260812,1200,339,60,283,309,273,6,7,4,PGR000257,257,180.0000,180.0000,180.0000,362.0900,1,1,2026-08-24T00:00:00.000
258,20260806,20260708,20260723,39840,34,458,40,112,418,8,4,4,PGR000258,258,180.7000,180.7000,180.7000,363.4600,1,1,2026-08-24T00:00:00.000
259,20260602,20260602,20260723,42120,482,205,167,172,23,4,5,4,PGR000259,259,181.4000,181.4000,181.4000,364.8300,1,1,2026-08-24T00:00:00.000
260,20260725,20260531,20260808,60000,147,316,256,231,214,1,2,5,PGR000260,260,182.1000,182.1000,182.1000,366.2000,1,1,2026-08-24T00:00:00.000
261,20260603,20260630,20260624,13260,132,335,209,227,288,8,6,5,PGR000261,261,182.8000,182.8000,182.8000,367.5700,1,1,2026-08-24T00:00:00.000
262,20260802,20260609,20260625,13560,7,386,458,346,378,8,7,1,PGR000262,262,183.5000,183.5000,183.5000,368.9400,1,1,2026-08-24T00:00:00.000
263,20260725,20260722,20260807,74220,382,315,81,187,467,8,6,4,PGR000263,263,184.2000,184.2000,184.2000,370.3100,1,1,2026-08-24T00:00:00.000
264,20260822,20260528,20260723,29220,193,347,423,101,43,7,3,5,PGR000264,264,184.9000,184.9000,184.9000,371.6800,1,1,2026-08-24T00:00:00.000
265,20260728,20260602,20260629,21600,248,424,12,333,96,5,7,3,PGR000265,265,185.6000,185.6000,185.6000,373.0500,1,1,2026-08-24T00:00:00.000
266,20260725,20260731,20260810,84000,330,351,148,190,150,7,2,4,PGR000266,266,186.3000,186.3000,186.3000,374.4200,1,1,2026-08-24T00:00:00.000
267,20260820,20260712,20260611,85500,12,477,385,167,373,7,7,3,PGR000267,267,187.0000,187.0000,187.0000,375.7900,1,1,2026-08-24T00:00:00.000
268,20260818,20260605,20260719,61560,491,277,161,199,326,1,4,2,PGR000268,268,187.7000,187.7000,187.7000,377.1600,1,1,2026-08-24T00:00:00.000
269,20260529,20260527,20260627,48420,199,304,306,116,163,1,3,3,PGR000269,269,188.4000,188.4000,188.4000,378.5300,1,1,2026-08-24T00:00:00.000
270,20260720,20260813,20260618,68400,142,210,231,20,435,7,5,1,PGR000270,270,189.1000,189.1000,189.1000,379.9000,1,1,2026-08-24T00:00:00.000
271,20260728,20260613,20260614,46980,110,215,18,297,152,4,6,1,PGR000271,271,189.8000,189.8000,189.8000,381.2700,1,1,2026-08-24T00:00:00.000
272,20260607,20260806,20260801,4680,383,106,-1,84,-1,7,1,2,PGR000272,272,190.5000,190.5000,190.5000,382.6400,1,1,2026-08-24T00:00:00.000
273,20260706,20260609,20260621,33840,435,418,93,238,160,8,6,2,PGR000273,273,191.2000,191.2000,191.2000,384.0100,1,1,2026-08-24T00:00:00.000
274,20260605,20260610,20260715,18420,334,425,409,32,317,5,5,2,PGR000274,274,191.9000,191.9000,191.9000,385.3800,1,1,2026-08-24T00:00:00.000
275,20260604,20260820,20260706,39420,317,253,9,112,399,1,3,3,PGR000275,275,192.6000,192.6000,192.6000,386.7500,1,1,2026-08-24T00:00:00.000
276,20260610,20260605,20260703,52500,201,232,316,18,93,5,1,4,PGR000276,276,193.3000,193.3000,193.3000,388.1200,1,1,2026-08-24T00:00:00.000
277,20260705,20260803,20260601,83460,232,463,40,15,142,4,1,3,PGR000277,277,194.0000,194.0000,194.0000,389.4900,1,1,2026-08-24T00:00:00.000
278,20260711,20260709,20260604,9420,433,352,71,22,377,6,4,2,PGR000278,278,194.7000,194.7000,194.7000,390.8600,1,1,2026-08-24T00:00:00.000
279,20260813,20260809,20260530,80880,478,222,463,185,135,2,6,4,PGR000279,279,195.4000,195.4000,195.4000,392.2300,1,1,2026-08-24T00:00:00.000
280,20260801,20260605,20260820,30480,263,449,163,134,284,1,5,3,PGR000280,280,196.1000,196.1000,196.1000,393.6000,1,1,2026-08-24T00:00:00.000
281,20260729,20260824,20260622,79020,331,209,15,142,29,5,3,4,PGR000281,281,196.8000,196.8000,196.8000,394.9700,1,1,2026-08-24T00:00:00.000
282,20260707,20260811,20260708,50040,354,46,190,90,200,8,7,4,PGR000282,282,197.5000,197.5000,197.5000,396.3400,1,1,2026-08-24T00:00:00.000
283,20260718,20260603,20260613,19500,434,464,412,133,461,4,2,4,PGR000283,283,198.2000,198.2000,198.2000,397.7100,1,1,2026-08-24T00:00:00.000
284,20260627,20260721,20260617,86100,26,482,202,210,198,7,3,5,PGR000284,284,198.9000,198.9000,198.9000,399.0800,1,1,2026-08-24T00:00:00.000
285,20260814,20260730,20260730,1380,158,366,293,320,16,6,5,4,PGR000285,285,199.6000,199.6000,199.6000,400.4500,1,1,2026-08-24T00:00:00.000
286,20260624,20260803,20260817,53880,446,447,380,116,405,4,3,2,PGR000286,286,200.3000,200.3000,200.3000,401.8200,1,1,2026-08-24T00:00:00.000
287,20260807,20260707,20260701,31800,273,353,461,169,313,5,2,5,PGR000287,287,201.0000,201.0000,201.0000,403.1900,1,1,2026-08-24T00:00:00.000
288,20260816,20260820,20260601,54960,366,238,352,27,396,1,3,3,PGR000288,288,201.7000,201.7000,201.7000,404.5600,1,1,2026-08-24T00:00:00.000
289,20260714,20260806,20260719,67860,437,395,-1,180,-1,7,3,5,PGR000289,289,202.4000,202.4000,202.4000,405.9300,1,1,2026-08-24T00:00:00.000
290,20260705,20260823,20260527,59160,232,121,339,327,6,7,6,2,PGR000290,290,203.1000,203.1000,203.1000,407.3000,1,1,2026-08-24T00:00:00.000
291,20260810,20260718,20260611,5100,41,389,64,325,37,4,1,5,PGR000291,291,203.8000,203.8000,203.8000,408.6700,1,1,2026-08-24T00:00:00.000
292,20260729,20260719,20260530,60720,397,25,117,197,84,2,1,1,PGR000292,292,204.5000,204.5000,204.5000,410.0400,1,1,2026-08-24T00:00:00.000
293,20260612,20260630,20260710,60660,248,23,306,27,436,7,3,1,PGR000293,293,205.2000,205.2000,205.2000,411.4100,1,1,2026-08-24T00:00:00.000
294,20260811,20260528,20260801,81420,294,124,28,182,118,5,6,3,PGR000294,294,205.9000,205.9000,205.9000,412.7800,1,1,2026-08-24T00:00:00.000
295,20260618,20260615,20260612,58500,206,119,183,30,38,7,1,4,PGR000295,295,206.6000,206.6000,206.6000,414.1500,1,1,2026-08-24T00:00:00.000
296,20260822,20260714,20260729,17820,125,497,266,31,238,7,2,3,PGR000296,296,207.3000,207.3000,207.3000,415.5200,1,1,2026-08-24T00:00:00.000
297,20260818,20260822,20260811,77100,158,243,226,158,488,4,5,5,PGR000297,297,208.0000,208.0000,208.0000,416.8900,1,1,2026-08-24T00:00:00.000
298,20260608,20260611,20260818,29580,450,172,486,36,52,1,5,4,PGR000298,298,208.7000,208.7000,208.7000,418.2600,1,1,2026-08-24T00:00:00.000
299,20260719,20260623,20260628,600,71,164,472,31,459,8,7,4,PGR000299,299,209.4000,209.4000,209.4000,419.6300,1,1,2026-08-24T00:00:00.000
300,20260807,20260821,20260614,5820,472,481,419,257,186,3,7,1,PGR000300,300,210.1000,210.1000,210.1000,421.0000,1,1,2026-08-24T00:00:00.000
301,20260627,20260703,20260619,82080,342,487,182,298,28,4,3,4,PGR000301,301,210.8000,210.8000,210.8000,422.3700,1,1,2026-08-24T00:00:00.000
302,20260630,20260608,20260630,6780,485,493,382,18,425,7,2,5,PGR000302,302,211.5000,211.5000,211.5000,423.7400,1,1,2026-08-24T00:00:00.000
303,20260816,20260622,20260718,26820,292,256,136,221,103,1,5,4,PGR000303,303,212.2000,212.2000,212.2000,425.1100,1,1,2026-08-24T00:00:00.000
304,20260820,20260729,20260801,34440,305,78,366,238,319,2,1,3,PGR000304,304,212.9000,212.9000,212.9000,426.4800,1,1,2026-08-24T00:00:00.000
305,20260712,20260629,20260618,1500,299,455,254,67,319,4,6,3,PGR000305,305,213.6000,213.6000,213.6000,427.8500,1,1,2026-08-24T00:00:00.000
306,20260613,20260817,20260810,12900,332,48,-1,202,-1,6,7,1,PGR000306,306,214.3000,214.3000,214.3000,429.2200,1,1,2026-08-24T00:00:00.000
307,20260814,20260629,20260616,180,425,97,8,135,433,5,5,2,PGR000307,307,215.0000,215.0000,215.0000,430.5900,1,1,2026-08-24T00:00:00.000
308,20260629,20260822,20260701,35640,255,311,136,46,471,6,1,2,PGR000308,308,215.7000,215.7000,215.7000,431.9600,1,1,2026-08-24T00:00:00.000
309,20260809,20260628,20260705,11040,429,234,181,8,307,1,3,4,PGR000309,309,216.4000,216.4000,216.4000,433.3300,1,1,2026-08-24T00:00:00.000
310,20260627,20260714,20260715,83880,471,485,18,28,192,4,4,1,PGR000310,310,217.1000,217.1000,217.1000,434.7000,1,1,2026-08-24T00:00:00.000
311,20260709,20260618,20260811,82020,268,442,154,232,330,1,3,1,PGR000311,311,217.8000,217.8000,217.8000,436.0700,1,1,2026-08-24T00:00:00.000
312,20260812,20260604,20260608,15180,233,185,366,328,273,7,1,5,PGR000312,312,218.5000,218.5000,218.5000,437.4400,1,1,2026-08-24T00:00:00.000
313,20260614,20260705,20260803,46500,394,356,90,247,233,2,6,4,PGR000313,313,219.2000,219.2000,219.2000,438.8100,1,1,2026-08-24T00:00:00.000
314,20260604,20260805,20260604,43980,302,473,143,249,163,2,6,4,PGR000314,314,219.9000,219.9000,219.9000,440.1800,1,1,2026-08-24T00:00:00.000
315,20260622,20260601,20260812,83340,177,482,276,49,348,1,2,2,PGR000315,315,220.6000,220.6000,220.6000,441.5500,1,1,2026-08-24T00:00:00.000
316,20260618,20260706,20260725,24120,64,371,72,151,187,2,2,4,PGR000316,316,221.3000,221.3000,221.3000,442.9200,1,1,2026-08-24T00:00:00.000
317,20260728,20260627,20260804,52380,342,94,383,278,6,5,5,1,PGR000317,317,222.0000,222.0000,222.0000,444.2900,1,1,2026-08-24T00:00:00.000
318,20260810,20260812,20260717,37980,124,208,67,270,373,5,2,5,PGR000318,318,222.7000,222.7000,222.7000,445.6600,1,1,2026-08-24T00:00:00.000
319,20260530,20260617,20260716,51180,244,6,314,265,461,8,2,1,PGR000319,319,223.4000,223.4000,223.4000,447.0300,1,1,2026-08-24T00:00:00.000
320,20260621,20260615,20260714,30120,4,163,317,120,62,7,6,5,PGR000320,320,224.1000,224.1000,224.1000,448.4000,1,1,2026-08-24T00:00:00.000
321,20260716,20260608,20260713,84600,243,409,476,5,180,7,1,2,PGR000321,321,224.8000,224.8000,224.8000,449.7700,1,1,2026-08-24T00:00:00.000
322,20260627,20260718,20260609,78540,234,70,226,177,304,7,5,4,PGR000322,322,225.5000,225.5000,225.5000,451.1400,1,1,2026-08-24T00:00:00.000
323,20260604,20260604,20260617,34740,368,140,-1,106,-1,2,6,5,PGR000323,323,226.2000,226.2000,226.2000,452.5100,1,1,2026-08-24T00:00:00.000
324,20260529,20260815,20260531,68640,239,436,430,228,353,7,3,5,PGR000324,324,226.9000,226.9000,226.9000,453.8800,1,1,2026-08-24T00:00:00.000
325,20260715,20260824,20260628,2100,1,29,49,25,64,6,2,1,PGR000325,325,227.6000,227.6000,227.6000,455.2500,1,1,2026-08-24T00:00:00.000
326,20260722,20260708,20260823,31500,335,182,204,309,318,2,4,2,PGR000326,326,228.3000,228.3000,228.3000,456.6200,1,1,2026-08-24T00:00:00.000
