PurchaseOrderSpendKey,OrderDateKey,RequestedDeliveryDateKey,PromisedDeliveryDateKey,PurchaseOrderHeaderKey,PurchaseOrderLineKey,SupplierKey,ProductKey,PlantKey,CostCenterKey,PurchaseOrderLifecycleStatusKey,UnitOfMeasureKey,CurrencyKey,PurchaseOrderDistributionNumber,OrderedQuantity,UnitPriceAmount,ExtendedAmount,SourceSystemKey,BatchId,LoadedAtUtc
191,20260801,20260613,20260618,381,377,145,362,83,51,3,7,3,POS000191,133.8000,271.6700,271.6700,1,1,2026-08-24T00:00:00.000
192,20260722,20260530,20260809,201,81,452,294,182,128,5,6,5,POS000192,134.5000,273.0400,273.0400,1,1,2026-08-24T00:00:00.000
193,20260610,20260603,20260817,20,254,157,331,289,51,6,3,4,POS000193,135.2000,274.4100,274.4100,1,1,2026-08-24T00:00:00.000
194,20260527,20260812,20260616,336,140,76,202,68,277,2,2,5,POS000194,135.9000,275.7800,275.7800,1,1,2026-08-24T00:00:00.000
195,20260624,20260605,20260821,208,392,182,278,311,144,7,4,1,POS000195,136.6000,277.1500,277.1500,1,1,2026-08-24T00:00:00.000
196,20260711,20260803,20260610,150,452,477,297,34,20,2,4,5,POS000196,137.3000,278.5200,278.5200,1,1,2026-08-24T00:00:00.000
197,20260716,20260610,20260813,241,91,302,410,333,344,1,4,2,POS000197,138.0000,279.8900,279.8900,1,1,2026-08-24T00:00:00.000
198,20260804,20260610,20260529,307,42,139,214,187,88,3,2,4,POS000198,138.7000,281.2600,281.2600,1,1,2026-08-24T00:00:00.000
199,20260601,20260728,20260818,354,114,91,232,184,75,5,1,5,POS000199,139.4000,282.6300,282.6300,1,1,2026-08-24T00:00:00.000
200,20260706,20260804,20260720,421,272,123,181,44,396,11,2,2,POS000200,140.1000,284.0000,284.0000,1,1,2026-08-24T00:00:00.000
201,20260818,20260712,20260530,411,320,465,51,58,326,9,5,1,POS000201,140.8000,285.3700,285.3700,1,1,2026-08-24T00:00:00.000
202,20260710,20260809,20260622,290,199,466,80,10,327,5,3,3,POS000202,141.5000,286.7400,286.7400,1,1,2026-08-24T00:00:00.000
203,20260818,20260711,20260709,418,250,344,408,338,73,9,6,5,POS000203,142.2000,288.1100,288.1100,1,1,2026-08-24T00:00:00.000
204,20260530,20260619,20260804,97,237,49,-1,141,-1,6,7,1,POS000204,142.9000,289.4800,289.4800,1,1,2026-08-24T00:00:00.000
205,20260707,20260630,20260824,199,51,69,222,337,209,3,7,4,POS000205,143.6000,290.8500,290.8500,1,1,2026-08-24T00:00:00.000
206,20260602,20260819,20260719,196,195,90,444,57,418,8,2,4,POS000206,144.3000,292.2200,292.2200,1,1,2026-08-24T00:00:00.000
207,20260822,20260808,20260710,363,174,331,85,132,48,1,4,3,POS000207,145.0000,293.5900,293.5900,1,1,2026-08-24T00:00:00.000
208,20260714,20260718,20260726,300,368,145,444,312,5,3,6,1,POS000208,145.7000,294.9600,294.9600,1,1,2026-08-24T00:00:00.000
209,20260819,20260707,20260705,132,418,460,292,136,395,1,3,2,POS000209,146.4000,296.3300,296.3300,1,1,2026-08-24T00:00:00.000
210,20260605,20260606,20260706,284,73,157,140,20,361,2,2,5,POS000210,147.1000,297.7000,297.7000,1,1,2026-08-24T00:00:00.000
211,20260731,20260630,20260809,4,470,237,440,252,292,11,1,3,POS000211,147.8000,299.0700,299.0700,1,1,2026-08-24T00:00:00.000
212,20260530,20260811,20260818,479,144,298,173,236,366,10,3,1,POS000212,148.5000,300.4400,300.4400,1,1,2026-08-24T00:00:00.000
213,20260727,20260627,20260714,77,328,46,115,53,465,7,1,5,POS000213,149.2000,301.8100,301.8100,1,1,2026-08-24T00:00:00.000
214,20260808,20260615,20260731,375,474,84,248,130,391,9,7,1,POS000214,149.9000,303.1800,303.1800,1,1,2026-08-24T00:00:00.000
215,20260815,20260805,20260603,421,66,443,131,256,366,3,4,3,POS000215,150.6000,304.5500,304.5500,1,1,2026-08-24T00:00:00.000
216,20260723,20260807,20260806,258,390,458,235,134,152,3,6,2,POS000216,151.3000,305.9200,305.9200,1,1,2026-08-24T00:00:00.000
217,20260703,20260805,20260806,490,281,138,442,22,163,1,4,2,POS000217,152.0000,307.2900,307.2900,1,1,2026-08-24T00:00:00.000
218,20260704,20260725,20260614,486,321,494,296,89,334,7,2,3,POS000218,152.7000,308.6600,308.6600,1,1,2026-08-24T00:00:00.000
219,20260820,20260605,20260701,387,209,40,231,59,382,5,2,4,POS000219,153.4000,310.0300,310.0300,1,1,2026-08-24T00:00:00.000
220,20260814,20260730,20260607,268,500,431,381,108,464,3,3,5,POS000220,154.1000,311.4000,311.4000,1,1,2026-08-24T00:00:00.000
221,20260605,20260801,20260807,181,96,422,-1,266,-1,9,6,1,POS000221,154.8000,312.7700,312.7700,1,1,2026-08-24T00:00:00.000
222,20260822,20260627,20260625,149,431,338,335,223,277,5,5,5,POS000222,155.5000,314.1400,314.1400,1,1,2026-08-24T00:00:00.000
223,20260530,20260702,20260709,267,104,77,463,54,14,3,4,5,POS000223,156.2000,315.5100,315.5100,1,1,2026-08-24T00:00:00.000
224,20260719,20260605,20260817,300,37,24,438,291,382,8,3,2,POS000224,156.9000,316.8800,316.8800,1,1,2026-08-24T00:00:00.000
225,20260806,20260714,20260823,295,176,431,485,27,343,5,5,4,POS000225,157.6000,318.2500,318.2500,1,1,2026-08-24T00:00:00.000
226,20260730,20260812,20260821,402,420,499,464,199,374,7,3,4,POS000226,158.3000,319.6200,319.6200,1,1,2026-08-24T00:00:00.000
227,20260814,20260813,20260811,88,302,57,75,256,106,11,6,1,POS000227,159.0000,320.9900,320.9900,1,1,2026-08-24T00:00:00.000
228,20260819,20260708,20260622,464,387,176,405,252,12,5,7,1,POS000228,159.7000,322.3600,322.3600,1,1,2026-08-24T00:00:00.000
229,20260528,20260719,20260717,124,260,70,334,270,57,4,3,1,POS000229,160.4000,323.7300,323.7300,1,1,2026-08-24T00:00:00.000
230,20260722,20260606,20260629,14,44,452,362,286,21,6,7,2,POS000230,161.1000,325.1000,325.1000,1,1,2026-08-24T00:00:00.000
231,20260819,20260715,20260529,403,202,221,203,131,489,2,5,3,POS000231,161.8000,326.4700,326.4700,1,1,2026-08-24T00:00:00.000
232,20260615,20260529,20260818,92,64,19,98,255,96,12,5,5,POS000232,162.5000,327.8400,327.8400,1,1,2026-08-24T00:00:00.000
233,20260815,20260530,20260810,40,380,278,59,262,460,5,7,5,POS000233,163.2000,329.2100,329.2100,1,1,2026-08-24T00:00:00.000
234,20260607,20260527,20260722,402,11,178,14,153,106,8,1,3,POS000234,163.9000,330.5800,330.5800,1,1,2026-08-24T00:00:00.000
235,20260614,20260621,20260622,283,396,127,463,190,420,3,6,3,POS000235,164.6000,331.9500,331.9500,1,1,2026-08-24T00:00:00.000
236,20260628,20260714,20260623,431,241,273,186,93,347,9,5,3,POS000236,165.3000,333.3200,333.3200,1,1,2026-08-24T00:00:00.000
237,20260611,20260621,20260630,309,378,216,436,37,145,4,1,1,POS000237,166.0000,334.6900,334.6900,1,1,2026-08-24T00:00:00.000
238,20260811,20260610,20260615,246,337,387,-1,157,-1,5,4,4,POS000238,166.7000,336.0600,336.0600,1,1,2026-08-24T00:00:00.000
239,20260529,20260708,20260704,86,178,92,404,195,166,6,5,1,POS000239,167.4000,337.4300,337.4300,1,1,2026-08-24T00:00:00.000
240,20260824,20260528,20260622,8,354,276,109,329,298,3,2,4,POS000240,168.1000,338.8000,338.8000,1,1,2026-08-24T00:00:00.000
241,20260811,20260814,20260529,305,18,437,237,308,262,12,2,2,POS000241,168.8000,340.1700,340.1700,1,1,2026-08-24T00:00:00.000
242,20260710,20260529,20260529,54,254,30,262,132,422,8,5,1,POS000242,169.5000,341.5400,341.5400,1,1,2026-08-24T00:00:00.000
243,20260723,20260728,20260624,383,209,303,53,37,24,6,3,5,POS000243,170.2000,342.9100,342.9100,1,1,2026-08-24T00:00:00.000
244,20260710,20260621,20260705,223,259,297,253,59,447,12,7,4,POS000244,170.9000,344.2800,344.2800,1,1,2026-08-24T00:00:00.000
245,20260715,20260808,20260731,350,104,351,14,74,423,9,5,5,POS000245,171.6000,345.6500,345.6500,1,1,2026-08-24T00:00:00.000
246,20260701,20260601,20260821,30,300,156,344,328,454,2,5,2,POS000246,172.3000,347.0200,347.0200,1,1,2026-08-24T00:00:00.000
247,20260531,20260803,20260601,358,482,489,107,226,262,3,6,3,POS000247,173.0000,348.3900,348.3900,1,1,2026-08-24T00:00:00.000
248,20260805,20260609,20260809,428,233,206,247,205,274,6,5,4,POS000248,173.7000,349.7600,349.7600,1,1,2026-08-24T00:00:00.000
249,20260707,20260603,20260619,233,130,416,297,231,170,4,7,3,POS000249,174.4000,351.1300,351.1300,1,1,2026-08-24T00:00:00.000
250,20260820,20260701,20260703,283,83,159,219,88,347,7,7,3,POS000250,175.1000,352.5000,352.5000,1,1,2026-08-24T00:00:00.000
251,20260613,20260730,20260720,247,119,428,282,234,119,4,5,4,POS000251,175.8000,353.8700,353.8700,1,1,2026-08-24T00:00:00.000
252,20260705,20260718,20260816,492,155,66,456,161,494,8,2,2,POS000252,176.5000,355.2400,355.2400,1,1,2026-08-24T00:00:00.000
253,20260727,20260622,20260618,198,37,447,107,243,114,11,4,3,POS000253,177.2000,356.6100,356.6100,1,1,2026-08-24T00:00:00.000
254,20260604,20260627,20260710,109,160,249,397,338,309,2,4,1,POS000254,177.9000,357.9800,357.9800,1,1,2026-08-24T00:00:00.000
255,20260620,20260812,20260527,84,319,72,-1,19,-1,7,1,4,POS000255,178.6000,359.3500,359.3500,1,1,2026-08-24T00:00:00.000
256,20260613,20260807,20260807,369,194,12,253,338,435,12,5,2,POS000256,179.3000,360.7200,360.7200,1,1,2026-08-24T00:00:00.000
257,20260715,20260813,20260813,142,323,212,95,226,110,8,1,5,POS000257,180.0000,362.0900,362.0900,1,1,2026-08-24T00:00:00.000
258,20260816,20260728,20260629,433,151,336,392,202,308,7,2,3,POS000258,180.7000,363.4600,363.4600,1,1,2026-08-24T00:00:00.000
259,20260614,20260625,20260627,358,167,412,167,92,285,3,4,5,POS000259,181.4000,364.8300,364.8300,1,1,2026-08-24T00:00:00.000
260,20260722,20260818,20260807,488,69,299,275,206,140,4,7,1,POS000260,182.1000,366.2000,366.2000,1,1,2026-08-24T00:00:00.000
261,20260708,20260621,20260606,40,412,135,317,295,331,3,1,1,POS000261,182.8000,367.5700,367.5700,1,1,2026-08-24T00:00:00.000
262,20260601,20260727,20260804,1,405,381,402,22,281,2,6,1,POS000262,183.5000,368.9400,368.9400,1,1,2026-08-24T00:00:00.000
263,20260713,20260823,20260716,82,290,107,355,126,261,7,5,4,POS000263,184.2000,370.3100,370.3100,1,1,2026-08-24T00:00:00.000
264,20260712,20260627,20260804,220,148,74,454,223,170,4,4,2,POS000264,184.9000,371.6800,371.6800,1,1,2026-08-24T00:00:00.000
265,20260814,20260717,20260614,136,229,478,201,5,387,7,6,2,POS000265,185.6000,373.0500,373.0500,1,1,2026-08-24T00:00:00.000
266,20260608,20260622,20260711,58,366,379,466,116,407,7,1,3,POS000266,186.3000,374.4200,374.4200,1,1,2026-08-24T00:00:00.000
267,20260717,20260628,20260824,106,447,170,440,244,287,2,2,3,POS000267,187.0000,375.7900,375.7900,1,1,2026-08-24T00:00:00.000
268,20260805,20260605,20260624,76,436,98,52,304,268,10,1,1,POS000268,187.7000,377.1600,377.1600,1,1,2026-08-24T00:00:00.000
269,20260817,20260728,20260615,157,311,73,477,71,326,1,6,1,POS000269,188.4000,378.5300,378.5300,1,1,2026-08-24T00:00:00.000
270,20260622,20260613,20260626,461,69,91,208,148,389,7,2,1,POS000270,189.1000,379.9000,379.9000,1,1,2026-08-24T00:00:00.000
271,20260701,20260703,20260824,25,141,193,182,54,141,5,6,2,POS000271,189.8000,381.2700,381.2700,1,1,2026-08-24T00:00:00.000
272,20260625,20260709,20260807,489,294,486,-1,165,-1,12,2,4,POS000272,190.5000,382.6400,382.6400,1,1,2026-08-24T00:00:00.000
273,20260627,20260730,20260606,383,359,228,434,132,210,10,6,5,POS000273,191.2000,384.0100,384.0100,1,1,2026-08-24T00:00:00.000
274,20260706,20260604,20260713,169,232,461,441,160,4,4,6,1,POS000274,191.9000,385.3800,385.3800,1,1,2026-08-24T00:00:00.000
275,20260802,20260630,20260612,301,62,134,277,83,49,5,4,4,POS000275,192.6000,386.7500,386.7500,1,1,2026-08-24T00:00:00.000
276,20260619,20260527,20260606,106,130,48,466,61,496,6,7,5,POS000276,193.3000,388.1200,388.1200,1,1,2026-08-24T00:00:00.000
277,20260814,20260717,20260624,78,79,260,478,177,160,9,4,2,POS000277,194.0000,389.4900,389.4900,1,1,2026-08-24T00:00:00.000
278,20260605,20260804,20260705,202,476,199,63,88,198,12,1,1,POS000278,194.7000,390.8600,390.8600,1,1,2026-08-24T00:00:00.000
279,20260720,20260704,20260529,308,216,375,332,178,230,10,2,3,POS000279,195.4000,392.2300,392.2300,1,1,2026-08-24T00:00:00.000
280,20260808,20260605,20260710,6,387,192,98,182,213,8,2,5,POS000280,196.1000,393.6000,393.6000,1,1,2026-08-24T00:00:00.000
281,20260630,20260608,20260804,324,59,382,104,214,330,7,1,4,POS000281,196.8000,394.9700,394.9700,1,1,2026-08-24T00:00:00.000
282,20260607,20260727,20260709,89,165,384,239,4,14,9,2,1,POS000282,197.5000,396.3400,396.3400,1,1,2026-08-24T00:00:00.000
283,20260712,20260705,20260821,90,253,339,22,144,74,10,7,2,POS000283,198.2000,397.7100,397.7100,1,1,2026-08-24T00:00:00.000
284,20260814,20260626,20260802,433,156,115,206,224,296,8,2,2,POS000284,198.9000,399.0800,399.0800,1,1,2026-08-24T00:00:00.000
285,20260603,20260720,20260815,416,415,7,464,149,359,8,1,2,POS000285,199.6000,400.4500,400.4500,1,1,2026-08-24T00:00:00.000
286,20260717,20260812,20260719,339,325,26,103,174,299,3,1,4,POS000286,200.3000,401.8200,401.8200,1,1,2026-08-24T00:00:00.000
287,20260714,20260615,20260813,306,179,425,46,315,446,4,3,3,POS000287,201.0000,403.1900,403.1900,1,1,2026-08-24T00:00:00.000
288,20260625,20260716,20260706,184,334,409,261,18,345,3,4,5,POS000288,201.7000,404.5600,404.5600,1,1,2026-08-24T00:00:00.000
289,20260720,20260715,20260617,235,141,444,-1,279,-1,3,6,1,POS000289,202.4000,405.9300,405.9300,1,1,2026-08-24T00:00:00.000
290,20260802,20260712,20260719,299,293,163,423,18,97,5,1,4,POS000290,203.1000,407.3000,407.3000,1,1,2026-08-24T00:00:00.000
291,20260811,20260801,20260729,444,242,320,479,207,210,7,6,2,POS000291,203.8000,408.6700,408.6700,1,1,2026-08-24T00:00:00.000
292,20260807,20260727,20260811,251,221,47,407,178,205,5,3,1,POS000292,204.5000,410.0400,410.0400,1,1,2026-08-24T00:00:00.000
293,20260530,20260729,20260527,422,382,75,212,119,196,9,7,3,POS000293,205.2000,411.4100,411.4100,1,1,2026-08-24T00:00:00.000
294,20260818,20260605,20260627,403,205,91,174,100,441,10,7,3,POS000294,205.9000,412.7800,412.7800,1,1,2026-08-24T00:00:00.000
295,20260716,20260730,20260603,367,428,301,359,332,256,3,3,1,POS000295,206.6000,414.1500,414.1500,1,1,2026-08-24T00:00:00.000
296,20260615,20260719,20260614,408,188,174,325,171,497,11,2,1,POS000296,207.3000,415.5200,415.5200,1,1,2026-08-24T00:00:00.000
297,20260608,20260818,20260608,384,463,244,167,96,70,9,6,5,POS000297,208.0000,416.8900,416.8900,1,1,2026-08-24T00:00:00.000
298,20260630,20260712,20260809,169,254,373,223,18,452,8,4,2,POS000298,208.7000,418.2600,418.2600,1,1,2026-08-24T00:00:00.000
299,20260605,20260530,20260625,435,175,426,23,284,395,11,6,4,POS000299,209.4000,419.6300,419.6300,1,1,2026-08-24T00:00:00.000
300,20260617,20260604,20260702,88,317,5,363,132,249,6,6,1,POS000300,210.1000,421.0000,421.0000,1,1,2026-08-24T00:00:00.000
301,20260818,20260817,20260703,3,151,327,295,97,289,4,1,5,POS000301,210.8000,422.3700,422.3700,1,1,2026-08-24T00:00:00.000
302,20260710,20260607,20260701,243,169,408,86,345,195,12,4,5,POS000302,211.5000,423.7400,423.7400,1,1,2026-08-24T00:00:00.000
303,20260719,20260602,20260710,450,132,118,352,310,166,4,6,1,POS000303,212.2000,425.1100,425.1100,1,1,2026-08-24T00:00:00.000
304,20260724,20260804,20260606,469,143,421,197,42,18,4,5,5,POS000304,212.9000,426.4800,426.4800,1,1,2026-08-24T00:00:00.000
305,20260719,20260606,20260716,312,356,55,222,72,497,4,7,5,POS000305,213.6000,427.8500,427.8500,1,1,2026-08-24T00:00:00.000
306,20260822,20260627,20260801,145,470,299,-1,163,-1,11,2,1,POS000306,214.3000,429.2200,429.2200,1,1,2026-08-24T00:00:00.000
307,20260725,20260626,20260606,28,29,152,217,246,202,4,5,3,POS000307,215.0000,430.5900,430.5900,1,1,2026-08-24T00:00:00.000
308,20260704,20260717,20260629,443,31,495,173,264,317,8,7,4,POS000308,215.7000,431.9600,431.9600,1,1,2026-08-24T00:00:00.000
309,20260730,20260730,20260806,95,358,336,260,167,13,1,3,1,POS000309,216.4000,433.3300,433.3300,1,1,2026-08-24T00:00:00.000
310,20260527,20260808,20260608,228,397,51,342,209,238,8,7,2,POS000310,217.1000,434.7000,434.7000,1,1,2026-08-24T00:00:00.000
311,20260627,20260706,20260623,44,484,126,322,133,145,4,2,1,POS000311,217.8000,436.0700,436.0700,1,1,2026-08-24T00:00:00.000
312,20260605,20260715,20260531,431,233,177,64,170,231,6,6,2,POS000312,218.5000,437.4400,437.4400,1,1,2026-08-24T00:00:00.000
313,20260801,20260813,20260622,361,312,300,284,2,427,9,5,3,POS000313,219.2000,438.8100,438.8100,1,1,2026-08-24T00:00:00.000
314,20260807,20260616,20260721,296,26,355,277,326,476,6,5,4,POS000314,219.9000,440.1800,440.1800,1,1,2026-08-24T00:00:00.000
315,20260817,20260810,20260528,55,96,16,229,313,231,8,1,2,POS000315,220.6000,441.5500,441.5500,1,1,2026-08-24T00:00:00.000
316,20260627,20260709,20260728,296,484,257,269,246,41,12,6,5,POS000316,221.3000,442.9200,442.9200,1,1,2026-08-24T00:00:00.000
317,20260816,20260527,20260604,120,461,424,216,161,258,8,2,4,POS000317,222.0000,444.2900,444.2900,1,1,2026-08-24T00:00:00.000
318,20260624,20260708,20260602,414,487,475,5,160,48,1,1,3,POS000318,222.7000,445.6600,445.6600,1,1,2026-08-24T00:00:00.000
319,20260613,20260616,20260808,213,38,223,113,280,267,1,3,1,POS000319,223.4000,447.0300,447.0300,1,1,2026-08-24T00:00:00.000
320,20260813,20260803,20260820,239,61,69,226,300,338,5,5,4,POS000320,224.1000,448.4000,448.4000,1,1,2026-08-24T00:00:00.000
321,20260609,20260727,20260705,66,227,264,312,306,435,12,1,3,POS000321,224.8000,449.7700,449.7700,1,1,2026-08-24T00:00:00.000
322,20260805,20260621,20260824,126,425,210,186,119,290,7,2,5,POS000322,225.5000,451.1400,451.1400,1,1,2026-08-24T00:00:00.000
323,20260605,20260809,20260710,112,337,191,-1,45,-1,10,3,2,POS000323,226.2000,452.5100,452.5100,1,1,2026-08-24T00:00:00.000
324,20260706,20260714,20260722,487,389,478,391,349,494,6,3,4,POS000324,226.9000,453.8800,453.8800,1,1,2026-08-24T00:00:00.000
325,20260815,20260607,20260722,471,473,130,105,237,377,9,3,3,POS000325,227.6000,455.2500,455.2500,1,1,2026-08-24T00:00:00.000
326,20260622,20260622,20260813,70,26,33,463,170,317,7,2,1,POS000326,228.3000,456.6200,456.6200,1,1,2026-08-24T00:00:00.000
327,20260703,20260718,20260816,246,411,110,367,80,17,11,6,3,POS000327,229.0000,457.9900,457.9900,1,1,2026-08-24T00:00:00.000
328,20260710,20260712,20260712,214,379,91,29,170,89,8,1,1,POS000328,229.7000,459.3600,459.3600,1,1,2026-08-24T00:00:00.000
329,20260629,20260705,20260706,396,152,281,74,338,98,3,6,5,POS000329,230.4000,460.7300,460.7300,1,1,2026-08-24T00:00:00.000
330,20260624,20260604,20260725,87,223,474,409,46,294,3,6,5,POS000330,231.1000,462.1000,462.1000,1,1,2026-08-24T00:00:00.000
331,20260731,20260702,20260719,90,327,104,371,340,262,12,3,5,POS000331,231.8000,463.4700,463.4700,1,1,2026-08-24T00:00:00.000
332,20260708,20260713,20260605,165,452,206,169,295,201,5,6,2,POS000332,232.5000,464.8400,464.8400,1,1,2026-08-24T00:00:00.000
333,20260824,20260530,20260614,472,337,151,55,283,485,9,4,3,POS000333,233.2000,466.2100,466.2100,1,1,2026-08-24T00:00:00.000
334,20260618,20260527,20260707,499,34,82,188,129,307,11,5,2,POS000334,233.9000,467.5800,467.5800,1,1,2026-08-24T00:00:00.000
335,20260623,20260528,20260605,431,273,398,152,314,454,6,1,3,POS000335,234.6000,468.9500,468.9500,1,1,2026-08-24T00:00:00.000
336,20260531,20260704,20260616,146,227,265,113,59,216,8,5,4,POS000336,235.3000,470.3200,470.3200,1,1,2026-08-24T00:00:00.000
337,20260707,20260702,20260624,414,247,497,335,226,396,2,7,1,POS000337,236.0000,471.6900,471.6900,1,1,2026-08-24T00:00:00.000
338,20260809,20260818,20260805,286,104,370,48,66,216,10,6,5,POS000338,236.7000,473.0600,473.0600,1,1,2026-08-24T00:00:00.000
339,20260819,20260601,20260711,486,480,23,67,219,433,4,7,4,POS000339,237.4000,474.4300,474.4300,1,1,2026-08-24T00:00:00.000
340,20260602,20260728,20260621,273,316,459,-1,202,-1,3,1,4,POS000340,238.1000,475.8000,475.8000,1,1,2026-08-24T00:00:00.000
341,20260707,20260623,20260619,100,65,49,282,106,454,11,3,5,POS000341,238.8000,477.1700,477.1700,1,1,2026-08-24T00:00:00.000
342,20260607,20260822,20260705,138,299,475,154,163,5,2,4,3,POS000342,239.5000,478.5400,478.5400,1,1,2026-08-24T00:00:00.000
343,20260616,20260606,20260702,37,359,287,214,240,433,10,6,4,POS000343,240.2000,479.9100,479.9100,1,1,2026-08-24T00:00:00.000
344,20260726,20260616,20260603,17,433,382,35,2,363,6,2,2,POS000344,240.9000,481.2800,481.2800,1,1,2026-08-24T00:00:00.000
345,20260614,20260726,20260610,418,394,305,491,305,325,10,4,2,POS000345,241.6000,482.6500,482.6500,1,1,2026-08-24T00:00:00.000
346,20260802,20260610,20260807,353,274,179,415,119,80,6,3,1,POS000346,242.3000,484.0200,484.0200,1,1,2026-08-24T00:00:00.000
347,20260814,20260812,20260817,469,46,319,145,238,236,7,7,1,POS000347,243.0000,485.3900,485.3900,1,1,2026-08-24T00:00:00.000
348,20260703,20260703,20260823,193,66,78,495,12,18,2,2,3,POS000348,243.7000,486.7600,486.7600,1,1,2026-08-24T00:00:00.000
349,20260719,20260715,20260721,110,51,110,415,117,401,9,4,5,POS000349,244.4000,488.1300,488.1300,1,1,2026-08-24T00:00:00.000
350,20260605,20260808,20260709,233,8,438,85,87,318,7,3,5,POS000350,245.1000,489.5000,489.5000,1,1,2026-08-24T00:00:00.000
351,20260709,20260601,20260702,335,303,195,267,85,390,3,5,4,POS000351,245.8000,490.8700,490.8700,1,1,2026-08-24T00:00:00.000
352,20260726,20260709,20260608,337,18,448,216,177,284,3,4,3,POS000352,246.5000,492.2400,492.2400,1,1,2026-08-24T00:00:00.000
353,20260627,20260815,20260731,317,434,217,457,3,40,9,6,1,POS000353,247.2000,493.6100,493.6100,1,1,2026-08-24T00:00:00.000
354,20260720,20260627,20260627,235,16,440,256,139,76,2,6,1,POS000354,247.9000,494.9800,494.9800,1,1,2026-08-24T00:00:00.000
355,20260820,20260815,20260622,343,268,367,490,146,157,8,7,4,POS000355,248.6000,496.3500,496.3500,1,1,2026-08-24T00:00:00.000
356,20260728,20260801,20260703,139,210,172,47,294,480,4,5,5,POS000356,249.3000,497.7200,497.7200,1,1,2026-08-24T00:00:00.000
357,20260801,20260608,20260602,106,72,419,-1,258,-1,3,6,5,POS000357,250.0000,499.0900,499.0900,1,1,2026-08-24T00:00:00.000
358,20260603,20260706,20260617,85,460,239,161,52,487,3,5,5,POS000358,250.7000,500.4600,500.4600,1,1,2026-08-24T00:00:00.000
359,20260815,20260719,20260810,289,31,411,477,167,249,2,2,1,POS000359,251.4000,501.8300,501.8300,1,1,2026-08-24T00:00:00.000
360,20260615,20260624,20260705,479,311,237,228,302,369,1,6,5,POS000360,252.1000,503.2000,503.2000,1,1,2026-08-24T00:00:00.000
361,20260804,20260713,20260528,81,419,382,363,233,31,6,2,4,POS000361,252.8000,504.5700,504.5700,1,1,2026-08-24T00:00:00.000
362,20260814,20260801,20260722,126,238,261,430,106,355,7,1,2,POS000362,253.5000,505.9400,505.9400,1,1,2026-08-24T00:00:00.000
