FinancePurchasePriceVarianceKey,PostingDateKey,InvoiceDateKey,ProductKey,PlantKey,SupplierKey,CostCenterKey,FinanceCostElementDetailKey,FinanceVarianceTypeKey,CurrencyKey,SupplierInvoiceNumber,PurchaseOrderNumber,InvoiceQuantity,StandardCostAmount,ActualPriceAmount,PurchasePriceVarianceAmount,SourceSystemKey,BatchId,LoadedAtUtc
177,20260804,20260629,203,178,411,420,463,2,2,FPPV000177,FPPV000177,124.0000,252.4900,252.4900,252.4900,1,1,2026-08-24T00:00:00.000
178,20260617,20260702,172,211,161,1,269,1,1,FPPV000178,FPPV000178,124.7000,253.8600,253.8600,253.8600,1,1,2026-08-24T00:00:00.000
179,20260807,20260718,305,176,203,421,450,18,3,FPPV000179,FPPV000179,125.4000,255.2300,255.2300,255.2300,1,1,2026-08-24T00:00:00.000
180,20260704,20260726,153,36,375,136,1,16,4,FPPV000180,FPPV000180,126.1000,256.6000,256.6000,256.6000,1,1,2026-08-24T00:00:00.000
181,20260530,20260714,26,11,165,393,171,12,1,FPPV000181,FPPV000181,126.8000,257.9700,257.9700,257.9700,1,1,2026-08-24T00:00:00.000
182,20260531,20260807,97,246,474,272,139,6,5,FPPV000182,FPPV000182,127.5000,259.3400,259.3400,259.3400,1,1,2026-08-24T00:00:00.000
183,20260626,20260628,418,68,252,265,115,20,5,FPPV000183,FPPV000183,128.2000,260.7100,260.7100,260.7100,1,1,2026-08-24T00:00:00.000
184,20260720,20260619,296,77,294,487,433,14,3,FPPV000184,FPPV000184,128.9000,262.0800,262.0800,262.0800,1,1,2026-08-24T00:00:00.000
185,20260812,20260824,61,339,352,390,96,2,2,FPPV000185,FPPV000185,129.6000,263.4500,263.4500,263.4500,1,1,2026-08-24T00:00:00.000
186,20260718,20260813,234,315,132,484,352,17,2,FPPV000186,FPPV000186,130.3000,264.8200,264.8200,264.8200,1,1,2026-08-24T00:00:00.000
187,20260712,20260807,445,94,59,-1,334,1,1,FPPV000187,FPPV000187,131.0000,266.1900,266.1900,266.1900,1,1,2026-08-24T00:00:00.000
188,20260730,20260608,372,136,197,60,438,5,1,FPPV000188,FPPV000188,131.7000,267.5600,267.5600,267.5600,1,1,2026-08-24T00:00:00.000
189,20260610,20260612,142,131,88,150,303,2,5,FPPV000189,FPPV000189,132.4000,268.9300,268.9300,268.9300,1,1,2026-08-24T00:00:00.000
190,20260625,20260710,225,80,118,369,253,17,2,FPPV000190,FPPV000190,133.1000,270.3000,270.3000,270.3000,1,1,2026-08-24T00:00:00.000
191,20260731,20260804,4,148,177,227,69,12,4,FPPV000191,FPPV000191,133.8000,271.6700,271.6700,271.6700,1,1,2026-08-24T00:00:00.000
192,20260724,20260701,6,153,372,103,50,16,5,FPPV000192,FPPV000192,134.5000,273.0400,273.0400,273.0400,1,1,2026-08-24T00:00:00.000
193,20260708,20260606,336,119,229,243,343,10,3,FPPV000193,FPPV000193,135.2000,274.4100,274.4100,274.4100,1,1,2026-08-24T00:00:00.000
194,20260713,20260606,13,143,287,51,367,18,1,FPPV000194,FPPV000194,135.9000,275.7800,275.7800,275.7800,1,1,2026-08-24T00:00:00.000
195,20260612,20260804,140,162,181,275,380,5,4,FPPV000195,FPPV000195,136.6000,277.1500,277.1500,277.1500,1,1,2026-08-24T00:00:00.000
196,20260629,20260717,294,263,290,7,184,20,2,FPPV000196,FPPV000196,137.3000,278.5200,278.5200,278.5200,1,1,2026-08-24T00:00:00.000
197,20260618,20260605,419,198,55,275,101,1,2,FPPV000197,FPPV000197,138.0000,279.8900,279.8900,279.8900,1,1,2026-08-24T00:00:00.000
198,20260613,20260801,160,236,251,445,454,10,2,FPPV000198,FPPV000198,138.7000,281.2600,281.2600,281.2600,1,1,2026-08-24T00:00:00.000
199,20260717,20260602,410,16,395,61,215,16,5,FPPV000199,FPPV000199,139.4000,282.6300,282.6300,282.6300,1,1,2026-08-24T00:00:00.000
200,20260721,20260727,432,342,186,241,6,17,5,FPPV000200,FPPV000200,140.1000,284.0000,284.0000,284.0000,1,1,2026-08-24T00:00:00.000
201,20260625,20260730,306,239,465,438,265,20,3,FPPV000201,FPPV000201,140.8000,285.3700,285.3700,285.3700,1,1,2026-08-24T00:00:00.000
202,20260716,20260802,471,126,133,221,82,18,2,FPPV000202,FPPV000202,141.5000,286.7400,286.7400,286.7400,1,1,2026-08-24T00:00:00.000
203,20260723,20260702,378,268,94,154,400,14,1,FPPV000203,FPPV000203,142.2000,288.1100,288.1100,288.1100,1,1,2026-08-24T00:00:00.000
204,20260528,20260529,334,144,128,-1,355,2,1,FPPV000204,FPPV000204,142.9000,289.4800,289.4800,289.4800,1,1,2026-08-24T00:00:00.000
205,20260710,20260702,172,87,336,327,389,2,4,FPPV000205,FPPV000205,143.6000,290.8500,290.8500,290.8500,1,1,2026-08-24T00:00:00.000
206,20260712,20260821,82,77,193,219,141,2,1,FPPV000206,FPPV000206,144.3000,292.2200,292.2200,292.2200,1,1,2026-08-24T00:00:00.000
207,20260801,20260701,37,15,437,375,338,2,1,FPPV000207,FPPV000207,145.0000,293.5900,293.5900,293.5900,1,1,2026-08-24T00:00:00.000
208,20260620,20260814,97,237,306,372,335,19,3,FPPV000208,FPPV000208,145.7000,294.9600,294.9600,294.9600,1,1,2026-08-24T00:00:00.000
209,20260808,20260528,463,25,446,188,188,15,2,FPPV000209,FPPV000209,146.4000,296.3300,296.3300,296.3300,1,1,2026-08-24T00:00:00.000
210,20260623,20260715,461,236,478,441,489,6,5,FPPV000210,FPPV000210,147.1000,297.7000,297.7000,297.7000,1,1,2026-08-24T00:00:00.000
211,20260728,20260711,291,10,295,397,151,20,1,FPPV000211,FPPV000211,147.8000,299.0700,299.0700,299.0700,1,1,2026-08-24T00:00:00.000
212,20260606,20260710,148,245,196,273,340,9,1,FPPV000212,FPPV000212,148.5000,300.4400,300.4400,300.4400,1,1,2026-08-24T00:00:00.000
213,20260803,20260819,232,342,87,362,221,5,5,FPPV000213,FPPV000213,149.2000,301.8100,301.8100,301.8100,1,1,2026-08-24T00:00:00.000
214,20260808,20260618,228,63,289,262,165,16,4,FPPV000214,FPPV000214,149.9000,303.1800,303.1800,303.1800,1,1,2026-08-24T00:00:00.000
215,20260726,20260630,451,101,361,395,366,8,4,FPPV000215,FPPV000215,150.6000,304.5500,304.5500,304.5500,1,1,2026-08-24T00:00:00.000
216,20260626,20260704,268,179,224,371,231,11,2,FPPV000216,FPPV000216,151.3000,305.9200,305.9200,305.9200,1,1,2026-08-24T00:00:00.000
217,20260701,20260812,99,310,178,376,449,3,4,FPPV000217,FPPV000217,152.0000,307.2900,307.2900,307.2900,1,1,2026-08-24T00:00:00.000
218,20260808,20260628,43,286,339,186,108,3,5,FPPV000218,FPPV000218,152.7000,308.6600,308.6600,308.6600,1,1,2026-08-24T00:00:00.000
219,20260706,20260714,471,109,201,253,158,12,3,FPPV000219,FPPV000219,153.4000,310.0300,310.0300,310.0300,1,1,2026-08-24T00:00:00.000
220,20260807,20260527,197,243,177,415,2,15,5,FPPV000220,FPPV000220,154.1000,311.4000,311.4000,311.4000,1,1,2026-08-24T00:00:00.000
221,20260603,20260824,284,209,268,-1,486,12,3,FPPV000221,FPPV000221,154.8000,312.7700,312.7700,312.7700,1,1,2026-08-24T00:00:00.000
222,20260806,20260601,285,67,77,480,32,2,4,FPPV000222,FPPV000222,155.5000,314.1400,314.1400,314.1400,1,1,2026-08-24T00:00:00.000
223,20260612,20260618,321,218,26,229,215,20,3,FPPV000223,FPPV000223,156.2000,315.5100,315.5100,315.5100,1,1,2026-08-24T00:00:00.000
224,20260812,20260704,16,335,183,420,198,17,1,FPPV000224,FPPV000224,156.9000,316.8800,316.8800,316.8800,1,1,2026-08-24T00:00:00.000
225,20260612,20260713,79,327,334,4,101,7,2,FPPV000225,FPPV000225,157.6000,318.2500,318.2500,318.2500,1,1,2026-08-24T00:00:00.000
226,20260818,20260712,30,335,347,65,183,14,5,FPPV000226,FPPV000226,158.3000,319.6200,319.6200,319.6200,1,1,2026-08-24T00:00:00.000
227,20260812,20260806,339,49,481,123,189,18,5,FPPV000227,FPPV000227,159.0000,320.9900,320.9900,320.9900,1,1,2026-08-24T00:00:00.000
228,20260718,20260729,467,137,298,81,78,1,1,FPPV000228,FPPV000228,159.7000,322.3600,322.3600,322.3600,1,1,2026-08-24T00:00:00.000
229,20260711,20260801,297,305,189,154,171,5,4,FPPV000229,FPPV000229,160.4000,323.7300,323.7300,323.7300,1,1,2026-08-24T00:00:00.000
230,20260707,20260706,21,330,476,280,372,14,4,FPPV000230,FPPV000230,161.1000,325.1000,325.1000,325.1000,1,1,2026-08-24T00:00:00.000
231,20260625,20260616,364,308,196,188,133,19,3,FPPV000231,FPPV000231,161.8000,326.4700,326.4700,326.4700,1,1,2026-08-24T00:00:00.000
232,20260814,20260824,164,337,420,24,63,2,4,FPPV000232,FPPV000232,162.5000,327.8400,327.8400,327.8400,1,1,2026-08-24T00:00:00.000
233,20260529,20260603,71,242,334,278,42,5,3,FPPV000233,FPPV000233,163.2000,329.2100,329.2100,329.2100,1,1,2026-08-24T00:00:00.000
234,20260620,20260615,14,345,324,142,157,20,2,FPPV000234,FPPV000234,163.9000,330.5800,330.5800,330.5800,1,1,2026-08-24T00:00:00.000
235,20260715,20260819,244,35,397,484,413,3,5,FPPV000235,FPPV000235,164.6000,331.9500,331.9500,331.9500,1,1,2026-08-24T00:00:00.000
236,20260730,20260529,255,272,267,296,177,10,2,FPPV000236,FPPV000236,165.3000,333.3200,333.3200,333.3200,1,1,2026-08-24T00:00:00.000
237,20260603,20260712,417,200,274,422,278,18,2,FPPV000237,FPPV000237,166.0000,334.6900,334.6900,334.6900,1,1,2026-08-24T00:00:00.000
238,20260723,20260824,396,66,301,-1,412,14,5,FPPV000238,FPPV000238,166.7000,336.0600,336.0600,336.0600,1,1,2026-08-24T00:00:00.000
239,20260718,20260716,425,343,432,135,66,12,5,FPPV000239,FPPV000239,167.4000,337.4300,337.4300,337.4300,1,1,2026-08-24T00:00:00.000
240,20260528,20260606,37,235,438,69,110,19,2,FPPV000240,FPPV000240,168.1000,338.8000,338.8000,338.8000,1,1,2026-08-24T00:00:00.000
241,20260815,20260628,217,227,70,23,403,18,2,FPPV000241,FPPV000241,168.8000,340.1700,340.1700,340.1700,1,1,2026-08-24T00:00:00.000
242,20260624,20260811,182,85,365,211,335,19,3,FPPV000242,FPPV000242,169.5000,341.5400,341.5400,341.5400,1,1,2026-08-24T00:00:00.000
243,20260724,20260623,107,69,269,208,387,3,3,FPPV000243,FPPV000243,170.2000,342.9100,342.9100,342.9100,1,1,2026-08-24T00:00:00.000
244,20260730,20260812,19,6,316,143,310,18,3,FPPV000244,FPPV000244,170.9000,344.2800,344.2800,344.2800,1,1,2026-08-24T00:00:00.000
245,20260718,20260527,149,53,131,310,222,2,1,FPPV000245,FPPV000245,171.6000,345.6500,345.6500,345.6500,1,1,2026-08-24T00:00:00.000
246,20260801,20260620,258,92,449,347,421,8,2,FPPV000246,FPPV000246,172.3000,347.0200,347.0200,347.0200,1,1,2026-08-24T00:00:00.000
247,20260528,20260801,411,198,86,58,236,17,3,FPPV000247,FPPV000247,173.0000,348.3900,348.3900,348.3900,1,1,2026-08-24T00:00:00.000
248,20260818,20260815,50,331,231,183,359,9,2,FPPV000248,FPPV000248,173.7000,349.7600,349.7600,349.7600,1,1,2026-08-24T00:00:00.000
249,20260612,20260820,216,268,438,220,9,17,4,FPPV000249,FPPV000249,174.4000,351.1300,351.1300,351.1300,1,1,2026-08-24T00:00:00.000
250,20260527,20260823,336,264,321,438,427,4,1,FPPV000250,FPPV000250,175.1000,352.5000,352.5000,352.5000,1,1,2026-08-24T00:00:00.000
251,20260707,20260613,199,99,310,356,399,15,3,FPPV000251,FPPV000251,175.8000,353.8700,353.8700,353.8700,1,1,2026-08-24T00:00:00.000
252,20260602,20260617,377,290,438,187,445,5,3,FPPV000252,FPPV000252,176.5000,355.2400,355.2400,355.2400,1,1,2026-08-24T00:00:00.000
253,20260607,20260608,31,237,252,64,259,9,5,FPPV000253,FPPV000253,177.2000,356.6100,356.6100,356.6100,1,1,2026-08-24T00:00:00.000
254,20260802,20260730,181,138,26,366,28,9,3,FPPV000254,FPPV000254,177.9000,357.9800,357.9800,357.9800,1,1,2026-08-24T00:00:00.000
255,20260608,20260721,150,143,190,-1,126,19,1,FPPV000255,FPPV000255,178.6000,359.3500,359.3500,359.3500,1,1,2026-08-24T00:00:00.000
256,20260718,20260818,311,152,499,175,111,5,2,FPPV000256,FPPV000256,179.3000,360.7200,360.7200,360.7200,1,1,2026-08-24T00:00:00.000
257,20260630,20260623,158,108,380,455,247,4,1,FPPV000257,FPPV000257,180.0000,362.0900,362.0900,362.0900,1,1,2026-08-24T00:00:00.000
258,20260818,20260711,222,303,134,267,96,6,5,FPPV000258,FPPV000258,180.7000,363.4600,363.4600,363.4600,1,1,2026-08-24T00:00:00.000
259,20260626,20260823,471,305,172,459,26,14,4,FPPV000259,FPPV000259,181.4000,364.8300,364.8300,364.8300,1,1,2026-08-24T00:00:00.000
260,20260805,20260609,383,302,411,140,435,5,3,FPPV000260,FPPV000260,182.1000,366.2000,366.2000,366.2000,1,1,2026-08-24T00:00:00.000
261,20260713,20260809,400,319,108,390,57,17,4,FPPV000261,FPPV000261,182.8000,367.5700,367.5700,367.5700,1,1,2026-08-24T00:00:00.000
262,20260730,20260615,157,235,70,108,385,14,2,FPPV000262,FPPV000262,183.5000,368.9400,368.9400,368.9400,1,1,2026-08-24T00:00:00.000
263,20260623,20260807,25,18,219,435,140,15,4,FPPV000263,FPPV000263,184.2000,370.3100,370.3100,370.3100,1,1,2026-08-24T00:00:00.000
264,20260731,20260721,115,156,397,335,158,11,3,FPPV000264,FPPV000264,184.9000,371.6800,371.6800,371.6800,1,1,2026-08-24T00:00:00.000
265,20260711,20260626,179,233,430,184,74,7,1,FPPV000265,FPPV000265,185.6000,373.0500,373.0500,373.0500,1,1,2026-08-24T00:00:00.000
266,20260807,20260712,412,193,478,329,102,7,3,FPPV000266,FPPV000266,186.3000,374.4200,374.4200,374.4200,1,1,2026-08-24T00:00:00.000
267,20260813,20260810,473,121,93,495,252,17,3,FPPV000267,FPPV000267,187.0000,375.7900,375.7900,375.7900,1,1,2026-08-24T00:00:00.000
268,20260531,20260625,248,8,302,62,190,3,1,FPPV000268,FPPV000268,187.7000,377.1600,377.1600,377.1600,1,1,2026-08-24T00:00:00.000
269,20260720,20260727,450,220,131,338,38,2,3,FPPV000269,FPPV000269,188.4000,378.5300,378.5300,378.5300,1,1,2026-08-24T00:00:00.000
270,20260814,20260612,293,123,134,222,469,18,2,FPPV000270,FPPV000270,189.1000,379.9000,379.9000,379.9000,1,1,2026-08-24T00:00:00.000
271,20260724,20260707,438,36,221,369,155,19,3,FPPV000271,FPPV000271,189.8000,381.2700,381.2700,381.2700,1,1,2026-08-24T00:00:00.000
272,20260805,20260714,269,94,372,-1,391,16,5,FPPV000272,FPPV000272,190.5000,382.6400,382.6400,382.6400,1,1,2026-08-24T00:00:00.000
273,20260613,20260820,388,8,241,269,270,12,2,FPPV000273,FPPV000273,191.2000,384.0100,384.0100,384.0100,1,1,2026-08-24T00:00:00.000
274,20260801,20260606,346,282,267,51,488,18,1,FPPV000274,FPPV000274,191.9000,385.3800,385.3800,385.3800,1,1,2026-08-24T00:00:00.000
275,20260709,20260713,394,21,418,480,498,1,1,FPPV000275,FPPV000275,192.6000,386.7500,386.7500,386.7500,1,1,2026-08-24T00:00:00.000
276,20260709,20260718,359,148,458,468,123,19,1,FPPV000276,FPPV000276,193.3000,388.1200,388.1200,388.1200,1,1,2026-08-24T00:00:00.000
277,20260716,20260722,353,59,370,215,308,17,5,FPPV000277,FPPV000277,194.0000,389.4900,389.4900,389.4900,1,1,2026-08-24T00:00:00.000
278,20260824,20260614,26,101,258,278,404,9,5,FPPV000278,FPPV000278,194.7000,390.8600,390.8600,390.8600,1,1,2026-08-24T00:00:00.000
279,20260611,20260623,413,164,459,211,75,2,5,FPPV000279,FPPV000279,195.4000,392.2300,392.2300,392.2300,1,1,2026-08-24T00:00:00.000
280,20260814,20260713,57,53,133,443,126,16,3,FPPV000280,FPPV000280,196.1000,393.6000,393.6000,393.6000,1,1,2026-08-24T00:00:00.000
281,20260822,20260603,380,48,461,372,320,3,2,FPPV000281,FPPV000281,196.8000,394.9700,394.9700,394.9700,1,1,2026-08-24T00:00:00.000
282,20260710,20260731,211,55,6,65,397,19,4,FPPV000282,FPPV000282,197.5000,396.3400,396.3400,396.3400,1,1,2026-08-24T00:00:00.000
283,20260802,20260602,281,114,308,283,68,9,3,FPPV000283,FPPV000283,198.2000,397.7100,397.7100,397.7100,1,1,2026-08-24T00:00:00.000
284,20260703,20260802,70,291,293,349,273,12,1,FPPV000284,FPPV000284,198.9000,399.0800,399.0800,399.0800,1,1,2026-08-24T00:00:00.000
285,20260628,20260530,388,232,177,75,65,5,1,FPPV000285,FPPV000285,199.6000,400.4500,400.4500,400.4500,1,1,2026-08-24T00:00:00.000
286,20260612,20260725,88,297,48,3,327,16,4,FPPV000286,FPPV000286,200.3000,401.8200,401.8200,401.8200,1,1,2026-08-24T00:00:00.000
287,20260712,20260708,276,191,458,180,75,14,4,FPPV000287,FPPV000287,201.0000,403.1900,403.1900,403.1900,1,1,2026-08-24T00:00:00.000
288,20260602,20260727,88,117,13,226,360,10,4,FPPV000288,FPPV000288,201.7000,404.5600,404.5600,404.5600,1,1,2026-08-24T00:00:00.000
289,20260619,20260714,14,142,474,-1,248,13,3,FPPV000289,FPPV000289,202.4000,405.9300,405.9300,405.9300,1,1,2026-08-24T00:00:00.000
290,20260805,20260818,458,231,377,203,209,4,4,FPPV000290,FPPV000290,203.1000,407.3000,407.3000,407.3000,1,1,2026-08-24T00:00:00.000
291,20260606,20260721,449,6,189,408,329,1,3,FPPV000291,FPPV000291,203.8000,408.6700,408.6700,408.6700,1,1,2026-08-24T00:00:00.000
292,20260611,20260725,314,7,218,415,292,11,1,FPPV000292,FPPV000292,204.5000,410.0400,410.0400,410.0400,1,1,2026-08-24T00:00:00.000
293,20260625,20260727,231,252,415,198,164,13,4,FPPV000293,FPPV000293,205.2000,411.4100,411.4100,411.4100,1,1,2026-08-24T00:00:00.000
294,20260707,20260802,462,289,235,463,367,8,2,FPPV000294,FPPV000294,205.9000,412.7800,412.7800,412.7800,1,1,2026-08-24T00:00:00.000
295,20260813,20260722,322,14,473,257,219,11,5,FPPV000295,FPPV000295,206.6000,414.1500,414.1500,414.1500,1,1,2026-08-24T00:00:00.000
296,20260809,20260822,237,116,376,355,350,14,3,FPPV000296,FPPV000296,207.3000,415.5200,415.5200,415.5200,1,1,2026-08-24T00:00:00.000
297,20260803,20260707,395,215,79,276,460,20,5,FPPV000297,FPPV000297,208.0000,416.8900,416.8900,416.8900,1,1,2026-08-24T00:00:00.000
298,20260816,20260628,169,107,486,475,7,14,3,FPPV000298,FPPV000298,208.7000,418.2600,418.2600,418.2600,1,1,2026-08-24T00:00:00.000
299,20260601,20260803,226,25,64,221,345,11,4,FPPV000299,FPPV000299,209.4000,419.6300,419.6300,419.6300,1,1,2026-08-24T00:00:00.000
300,20260724,20260611,201,160,364,98,430,10,3,FPPV000300,FPPV000300,210.1000,421.0000,421.0000,421.0000,1,1,2026-08-24T00:00:00.000
301,20260625,20260712,497,130,168,164,469,1,2,FPPV000301,FPPV000301,210.8000,422.3700,422.3700,422.3700,1,1,2026-08-24T00:00:00.000
302,20260626,20260814,296,162,478,377,425,6,3,FPPV000302,FPPV000302,211.5000,423.7400,423.7400,423.7400,1,1,2026-08-24T00:00:00.000
303,20260805,20260608,173,45,276,408,213,13,4,FPPV000303,FPPV000303,212.2000,425.1100,425.1100,425.1100,1,1,2026-08-24T00:00:00.000
304,20260820,20260605,299,59,426,147,204,2,4,FPPV000304,FPPV000304,212.9000,426.4800,426.4800,426.4800,1,1,2026-08-24T00:00:00.000
305,20260808,20260531,126,163,141,138,94,14,1,FPPV000305,FPPV000305,213.6000,427.8500,427.8500,427.8500,1,1,2026-08-24T00:00:00.000
306,20260620,20260709,454,27,360,-1,148,8,5,FPPV000306,FPPV000306,214.3000,429.2200,429.2200,429.2200,1,1,2026-08-24T00:00:00.000
307,20260819,20260810,26,255,479,297,331,1,1,FPPV000307,FPPV000307,215.0000,430.5900,430.5900,430.5900,1,1,2026-08-24T00:00:00.000
308,20260701,20260705,23,21,324,386,93,9,1,FPPV000308,FPPV000308,215.7000,431.9600,431.9600,431.9600,1,1,2026-08-24T00:00:00.000
309,20260624,20260820,341,112,405,468,462,14,4,FPPV000309,FPPV000309,216.4000,433.3300,433.3300,433.3300,1,1,2026-08-24T00:00:00.000
310,20260821,20260615,417,284,13,499,26,5,2,FPPV000310,FPPV000310,217.1000,434.7000,434.7000,434.7000,1,1,2026-08-24T00:00:00.000
311,20260619,20260529,161,74,156,375,446,16,5,FPPV000311,FPPV000311,217.8000,436.0700,436.0700,436.0700,1,1,2026-08-24T00:00:00.000
312,20260820,20260611,47,114,429,345,464,12,4,FPPV000312,FPPV000312,218.5000,437.4400,437.4400,437.4400,1,1,2026-08-24T00:00:00.000
313,20260803,20260622,236,115,185,409,222,6,5,FPPV000313,FPPV000313,219.2000,438.8100,438.8100,438.8100,1,1,2026-08-24T00:00:00.000
314,20260606,20260801,233,331,318,52,125,13,5,FPPV000314,FPPV000314,219.9000,440.1800,440.1800,440.1800,1,1,2026-08-24T00:00:00.000
315,20260704,20260606,356,297,120,238,462,17,1,FPPV000315,FPPV000315,220.6000,441.5500,441.5500,441.5500,1,1,2026-08-24T00:00:00.000
316,20260615,20260807,201,87,376,125,203,12,2,FPPV000316,FPPV000316,221.3000,442.9200,442.9200,442.9200,1,1,2026-08-24T00:00:00.000
317,20260711,20260619,168,23,230,362,160,19,3,FPPV000317,FPPV000317,222.0000,444.2900,444.2900,444.2900,1,1,2026-08-24T00:00:00.000
318,20260731,20260531,416,107,74,56,478,1,3,FPPV000318,FPPV000318,222.7000,445.6600,445.6600,445.6600,1,1,2026-08-24T00:00:00.000
319,20260617,20260614,163,52,174,281,64,4,1,FPPV000319,FPPV000319,223.4000,447.0300,447.0300,447.0300,1,1,2026-08-24T00:00:00.000
320,20260604,20260806,363,208,197,31,408,9,4,FPPV000320,FPPV000320,224.1000,448.4000,448.4000,448.4000,1,1,2026-08-24T00:00:00.000
321,20260722,20260705,466,12,310,490,295,17,5,FPPV000321,FPPV000321,224.8000,449.7700,449.7700,449.7700,1,1,2026-08-24T00:00:00.000
322,20260731,20260714,85,59,183,476,296,15,4,FPPV000322,FPPV000322,225.5000,451.1400,451.1400,451.1400,1,1,2026-08-24T00:00:00.000
323,20260811,20260705,10,121,46,-1,231,13,1,FPPV000323,FPPV000323,226.2000,452.5100,452.5100,452.5100,1,1,2026-08-24T00:00:00.000
324,20260724,20260710,224,215,41,113,311,15,4,FPPV000324,FPPV000324,226.9000,453.8800,453.8800,453.8800,1,1,2026-08-24T00:00:00.000
325,20260627,20260801,137,43,141,219,418,13,1,FPPV000325,FPPV000325,227.6000,455.2500,455.2500,455.2500,1,1,2026-08-24T00:00:00.000
326,20260820,20260603,498,259,144,16,102,9,2,FPPV000326,FPPV000326,228.3000,456.6200,456.6200,456.6200,1,1,2026-08-24T00:00:00.000
327,20260718,20260806,170,148,331,454,119,4,1,FPPV000327,FPPV000327,229.0000,457.9900,457.9900,457.9900,1,1,2026-08-24T00:00:00.000
328,20260620,20260609,313,79,23,294,316,10,2,FPPV000328,FPPV000328,229.7000,459.3600,459.3600,459.3600,1,1,2026-08-24T00:00:00.000
329,20260629,20260702,476,10,202,136,368,20,5,FPPV000329,FPPV000329,230.4000,460.7300,460.7300,460.7300,1,1,2026-08-24T00:00:00.000
330,20260729,20260718,470,273,451,356,378,19,3,FPPV000330,FPPV000330,231.1000,462.1000,462.1000,462.1000,1,1,2026-08-24T00:00:00.000
331,20260607,20260622,306,150,2,117,495,6,2,FPPV000331,FPPV000331,231.8000,463.4700,463.4700,463.4700,1,1,2026-08-24T00:00:00.000
332,20260818,20260824,389,309,119,343,488,5,1,FPPV000332,FPPV000332,232.5000,464.8400,464.8400,464.8400,1,1,2026-08-24T00:00:00.000
333,20260623,20260814,431,58,84,243,192,14,3,FPPV000333,FPPV000333,233.2000,466.2100,466.2100,466.2100,1,1,2026-08-24T00:00:00.000
334,20260611,20260802,128,323,127,305,333,16,4,FPPV000334,FPPV000334,233.9000,467.5800,467.5800,467.5800,1,1,2026-08-24T00:00:00.000
335,20260702,20260812,140,331,222,224,500,19,1,FPPV000335,FPPV000335,234.6000,468.9500,468.9500,468.9500,1,1,2026-08-24T00:00:00.000
336,20260818,20260802,24,207,378,354,445,6,1,FPPV000336,FPPV000336,235.3000,470.3200,470.3200,470.3200,1,1,2026-08-24T00:00:00.000
337,20260730,20260813,38,132,356,426,339,9,5,FPPV000337,FPPV000337,236.0000,471.6900,471.6900,471.6900,1,1,2026-08-24T00:00:00.000
338,20260602,20260626,233,139,152,403,221,4,1,FPPV000338,FPPV000338,236.7000,473.0600,473.0600,473.0600,1,1,2026-08-24T00:00:00.000
339,20260726,20260822,247,329,113,357,380,14,5,FPPV000339,FPPV000339,237.4000,474.4300,474.4300,474.4300,1,1,2026-08-24T00:00:00.000
340,20260615,20260710,399,229,74,-1,145,16,2,FPPV000340,FPPV000340,238.1000,475.8000,475.8000,475.8000,1,1,2026-08-24T00:00:00.000
341,20260531,20260813,392,39,449,229,95,12,1,FPPV000341,FPPV000341,238.8000,477.1700,477.1700,477.1700,1,1,2026-08-24T00:00:00.000
342,20260727,20260618,327,279,401,272,53,8,5,FPPV000342,FPPV000342,239.5000,478.5400,478.5400,478.5400,1,1,2026-08-24T00:00:00.000
343,20260715,20260716,130,253,392,458,94,10,5,FPPV000343,FPPV000343,240.2000,479.9100,479.9100,479.9100,1,1,2026-08-24T00:00:00.000
344,20260617,20260717,405,154,339,199,433,11,4,FPPV000344,FPPV000344,240.9000,481.2800,481.2800,481.2800,1,1,2026-08-24T00:00:00.000
