PurchaseInvoiceMatchKey,InvoiceDateKey,MatchDateKey,PostingDateKey,PurchaseOrderLineKey,SupplierKey,ProductKey,CostCenterKey,PurchaseInvoiceMatchStatusKey,CurrencyKey,SupplierInvoiceNumber,SupplierInvoiceLineNumber,InvoiceQuantity,InvoiceAmount,QuantityVariance,PriceVarianceAmount,SourceSystemKey,BatchId,LoadedAtUtc
187,20260625,20260705,20260715,338,142,-1,-1,9,3,PIM000187,187,131.0000,266.1900,131.0000,266.1900,1,1,2026-08-24T00:00:00.000
188,20260816,20260802,20260718,394,167,344,126,9,1,PIM000188,188,131.7000,267.5600,131.7000,267.5600,1,1,2026-08-24T00:00:00.000
189,20260720,20260812,20260606,218,86,427,3,1,1,PIM000189,189,132.4000,268.9300,132.4000,268.9300,1,1,2026-08-24T00:00:00.000
190,20260530,20260601,20260625,178,287,478,47,6,2,PIM000190,190,133.1000,270.3000,133.1000,270.3000,1,1,2026-08-24T00:00:00.000
191,20260727,20260818,20260611,98,164,280,4,5,1,PIM000191,191,133.8000,271.6700,133.8000,271.6700,1,1,2026-08-24T00:00:00.000
192,20260619,20260822,20260710,460,32,339,165,3,3,PIM000192,192,134.5000,273.0400,134.5000,273.0400,1,1,2026-08-24T00:00:00.000
193,20260724,20260710,20260807,11,262,194,172,2,1,PIM000193,193,135.2000,274.4100,135.2000,274.4100,1,1,2026-08-24T00:00:00.000
194,20260721,20260727,20260728,24,10,341,195,9,4,PIM000194,194,135.9000,275.7800,135.9000,275.7800,1,1,2026-08-24T00:00:00.000
195,20260731,20260720,20260621,162,73,23,229,3,1,PIM000195,195,136.6000,277.1500,136.6000,277.1500,1,1,2026-08-24T00:00:00.000
196,20260621,20260712,20260812,495,281,388,324,4,1,PIM000196,196,137.3000,278.5200,137.3000,278.5200,1,1,2026-08-24T00:00:00.000
197,20260712,20260603,20260711,19,423,288,482,5,5,PIM000197,197,138.0000,279.8900,138.0000,279.8900,1,1,2026-08-24T00:00:00.000
198,20260724,20260725,20260702,194,405,375,106,3,3,PIM000198,198,138.7000,281.2600,138.7000,281.2600,1,1,2026-08-24T00:00:00.000
199,20260608,20260716,20260820,58,135,329,351,4,3,PIM000199,199,139.4000,282.6300,139.4000,282.6300,1,1,2026-08-24T00:00:00.000
200,20260702,20260606,20260610,271,308,395,483,6,2,PIM000200,200,140.1000,284.0000,140.1000,284.0000,1,1,2026-08-24T00:00:00.000
201,20260609,20260714,20260609,365,271,482,463,5,2,PIM000201,201,140.8000,285.3700,140.8000,285.3700,1,1,2026-08-24T00:00:00.000
202,20260801,20260612,20260527,218,108,148,136,8,2,PIM000202,202,141.5000,286.7400,141.5000,286.7400,1,1,2026-08-24T00:00:00.000
203,20260627,20260815,20260707,204,371,345,471,1,2,PIM000203,203,142.2000,288.1100,142.2000,288.1100,1,1,2026-08-24T00:00:00.000
204,20260615,20260813,20260703,315,191,-1,-1,1,2,PIM000204,204,142.9000,289.4800,142.9000,289.4800,1,1,2026-08-24T00:00:00.000
205,20260715,20260719,20260603,77,352,340,486,7,4,PIM000205,205,143.6000,290.8500,143.6000,290.8500,1,1,2026-08-24T00:00:00.000
206,20260728,20260623,20260709,459,157,338,395,6,5,PIM000206,206,144.3000,292.2200,144.3000,292.2200,1,1,2026-08-24T00:00:00.000
207,20260809,20260824,20260612,99,204,324,128,9,4,PIM000207,207,145.0000,293.5900,145.0000,293.5900,1,1,2026-08-24T00:00:00.000
208,20260730,20260719,20260802,206,318,34,433,2,2,PIM000208,208,145.7000,294.9600,145.7000,294.9600,1,1,2026-08-24T00:00:00.000
209,20260817,20260717,20260811,295,379,196,109,6,1,PIM000209,209,146.4000,296.3300,146.4000,296.3300,1,1,2026-08-24T00:00:00.000
210,20260722,20260704,20260606,304,238,24,226,9,2,PIM000210,210,147.1000,297.7000,147.1000,297.7000,1,1,2026-08-24T00:00:00.000
211,20260714,20260702,20260801,167,71,178,19,8,4,PIM000211,211,147.8000,299.0700,147.8000,299.0700,1,1,2026-08-24T00:00:00.000
212,20260731,20260717,20260626,453,347,341,171,3,1,PIM000212,212,148.5000,300.4400,148.5000,300.4400,1,1,2026-08-24T00:00:00.000
213,20260722,20260722,20260710,467,195,83,357,9,4,PIM000213,213,149.2000,301.8100,149.2000,301.8100,1,1,2026-08-24T00:00:00.000
214,20260824,20260713,20260716,139,79,282,46,2,2,PIM000214,214,149.9000,303.1800,149.9000,303.1800,1,1,2026-08-24T00:00:00.000
215,20260724,20260529,20260711,65,357,488,271,6,5,PIM000215,215,150.6000,304.5500,150.6000,304.5500,1,1,2026-08-24T00:00:00.000
216,20260724,20260720,20260628,374,430,471,140,8,5,PIM000216,216,151.3000,305.9200,151.3000,305.9200,1,1,2026-08-24T00:00:00.000
217,20260627,20260611,20260604,475,299,262,456,2,1,PIM000217,217,152.0000,307.2900,152.0000,307.2900,1,1,2026-08-24T00:00:00.000
218,20260718,20260805,20260621,241,208,36,219,8,1,PIM000218,218,152.7000,308.6600,152.7000,308.6600,1,1,2026-08-24T00:00:00.000
219,20260727,20260721,20260824,89,390,309,397,1,2,PIM000219,219,153.4000,310.0300,153.4000,310.0300,1,1,2026-08-24T00:00:00.000
220,20260712,20260620,20260728,222,465,497,284,1,1,PIM000220,220,154.1000,311.4000,154.1000,311.4000,1,1,2026-08-24T00:00:00.000
221,20260820,20260620,20260728,117,191,-1,-1,6,2,PIM000221,221,154.8000,312.7700,154.8000,312.7700,1,1,2026-08-24T00:00:00.000
222,20260628,20260703,20260630,316,330,17,343,9,3,PIM000222,222,155.5000,314.1400,155.5000,314.1400,1,1,2026-08-24T00:00:00.000
223,20260627,20260618,20260604,150,52,94,359,8,2,PIM000223,223,156.2000,315.5100,156.2000,315.5100,1,1,2026-08-24T00:00:00.000
224,20260617,20260822,20260617,123,351,137,63,1,2,PIM000224,224,156.9000,316.8800,156.9000,316.8800,1,1,2026-08-24T00:00:00.000
225,20260621,20260608,20260810,160,488,235,362,5,3,PIM000225,225,157.6000,318.2500,157.6000,318.2500,1,1,2026-08-24T00:00:00.000
226,20260610,20260627,20260801,250,217,17,323,2,4,PIM000226,226,158.3000,319.6200,158.3000,319.6200,1,1,2026-08-24T00:00:00.000
227,20260803,20260810,20260805,409,121,379,465,1,1,PIM000227,227,159.0000,320.9900,159.0000,320.9900,1,1,2026-08-24T00:00:00.000
228,20260806,20260708,20260622,184,68,342,31,8,2,PIM000228,228,159.7000,322.3600,159.7000,322.3600,1,1,2026-08-24T00:00:00.000
229,20260803,20260701,20260623,340,339,132,140,6,5,PIM000229,229,160.4000,323.7300,160.4000,323.7300,1,1,2026-08-24T00:00:00.000
230,20260721,20260811,20260528,181,362,138,374,7,1,PIM000230,230,161.1000,325.1000,161.1000,325.1000,1,1,2026-08-24T00:00:00.000
231,20260719,20260612,20260723,71,308,80,59,7,1,PIM000231,231,161.8000,326.4700,161.8000,326.4700,1,1,2026-08-24T00:00:00.000
232,20260816,20260822,20260718,118,159,64,204,1,5,PIM000232,232,162.5000,327.8400,162.5000,327.8400,1,1,2026-08-24T00:00:00.000
233,20260704,20260731,20260727,369,365,360,315,1,2,PIM000233,233,163.2000,329.2100,163.2000,329.2100,1,1,2026-08-24T00:00:00.000
234,20260814,20260728,20260618,155,104,258,490,7,1,PIM000234,234,163.9000,330.5800,163.9000,330.5800,1,1,2026-08-24T00:00:00.000
235,20260614,20260629,20260817,230,233,403,289,9,2,PIM000235,235,164.6000,331.9500,164.6000,331.9500,1,1,2026-08-24T00:00:00.000
236,20260715,20260727,20260818,61,194,20,327,3,4,PIM000236,236,165.3000,333.3200,165.3000,333.3200,1,1,2026-08-24T00:00:00.000
237,20260804,20260628,20260605,377,291,237,289,3,5,PIM000237,237,166.0000,334.6900,166.0000,334.6900,1,1,2026-08-24T00:00:00.000
238,20260816,20260820,20260818,322,321,-1,-1,8,1,PIM000238,238,166.7000,336.0600,166.7000,336.0600,1,1,2026-08-24T00:00:00.000
239,20260606,20260816,20260815,406,77,370,255,3,1,PIM000239,239,167.4000,337.4300,167.4000,337.4300,1,1,2026-08-24T00:00:00.000
240,20260724,20260616,20260811,293,259,461,390,5,3,PIM000240,240,168.1000,338.8000,168.1000,338.8000,1,1,2026-08-24T00:00:00.000
241,20260821,20260607,20260824,48,237,116,57,8,4,PIM000241,241,168.8000,340.1700,168.8000,340.1700,1,1,2026-08-24T00:00:00.000
242,20260620,20260726,20260617,5,53,75,19,7,1,PIM000242,242,169.5000,341.5400,169.5000,341.5400,1,1,2026-08-24T00:00:00.000
243,20260713,20260804,20260807,355,361,152,33,2,5,PIM000243,243,170.2000,342.9100,170.2000,342.9100,1,1,2026-08-24T00:00:00.000
244,20260820,20260819,20260720,427,76,147,145,2,3,PIM000244,244,170.9000,344.2800,170.9000,344.2800,1,1,2026-08-24T00:00:00.000
245,20260822,20260628,20260603,146,330,368,349,9,2,PIM000245,245,171.6000,345.6500,171.6000,345.6500,1,1,2026-08-24T00:00:00.000
246,20260612,20260726,20260606,309,475,265,471,3,3,PIM000246,246,172.3000,347.0200,172.3000,347.0200,1,1,2026-08-24T00:00:00.000
247,20260616,20260814,20260722,335,213,319,324,6,5,PIM000247,247,173.0000,348.3900,173.0000,348.3900,1,1,2026-08-24T00:00:00.000
248,20260730,20260806,20260617,64,380,6,384,6,2,PIM000248,248,173.7000,349.7600,173.7000,349.7600,1,1,2026-08-24T00:00:00.000
249,20260720,20260726,20260706,59,467,311,350,6,3,PIM000249,249,174.4000,351.1300,174.4000,351.1300,1,1,2026-08-24T00:00:00.000
250,20260613,20260630,20260624,144,385,33,76,3,1,PIM000250,250,175.1000,352.5000,175.1000,352.5000,1,1,2026-08-24T00:00:00.000
251,20260729,20260624,20260805,73,41,231,142,4,5,PIM000251,251,175.8000,353.8700,175.8000,353.8700,1,1,2026-08-24T00:00:00.000
252,20260820,20260705,20260723,159,490,409,304,8,5,PIM000252,252,176.5000,355.2400,176.5000,355.2400,1,1,2026-08-24T00:00:00.000
253,20260807,20260822,20260715,199,272,166,344,9,1,PIM000253,253,177.2000,356.6100,177.2000,356.6100,1,1,2026-08-24T00:00:00.000
254,20260709,20260629,20260817,240,405,412,496,1,3,PIM000254,254,177.9000,357.9800,177.9000,357.9800,1,1,2026-08-24T00:00:00.000
255,20260531,20260730,20260804,109,128,-1,-1,4,1,PIM000255,255,178.6000,359.3500,178.6000,359.3500,1,1,2026-08-24T00:00:00.000
256,20260809,20260817,20260620,345,271,1,245,4,4,PIM000256,256,179.3000,360.7200,179.3000,360.7200,1,1,2026-08-24T00:00:00.000
257,20260725,20260718,20260611,406,327,119,82,8,2,PIM000257,257,180.0000,362.0900,180.0000,362.0900,1,1,2026-08-24T00:00:00.000
258,20260618,20260625,20260701,96,318,71,267,9,2,PIM000258,258,180.7000,363.4600,180.7000,363.4600,1,1,2026-08-24T00:00:00.000
259,20260809,20260715,20260816,225,156,53,357,3,4,PIM000259,259,181.4000,364.8300,181.4000,364.8300,1,1,2026-08-24T00:00:00.000
260,20260717,20260727,20260612,164,7,43,454,1,1,PIM000260,260,182.1000,366.2000,182.1000,366.2000,1,1,2026-08-24T00:00:00.000
261,20260707,20260816,20260619,343,148,135,380,5,1,PIM000261,261,182.8000,367.5700,182.8000,367.5700,1,1,2026-08-24T00:00:00.000
262,20260713,20260812,20260531,444,59,160,173,8,3,PIM000262,262,183.5000,368.9400,183.5000,368.9400,1,1,2026-08-24T00:00:00.000
263,20260815,20260712,20260610,78,379,446,483,8,3,PIM000263,263,184.2000,370.3100,184.2000,370.3100,1,1,2026-08-24T00:00:00.000
264,20260701,20260531,20260710,25,109,438,50,9,2,PIM000264,264,184.9000,371.6800,184.9000,371.6800,1,1,2026-08-24T00:00:00.000
265,20260709,20260627,20260816,147,360,472,167,2,5,PIM000265,265,185.6000,373.0500,185.6000,373.0500,1,1,2026-08-24T00:00:00.000
266,20260530,20260606,20260721,419,213,43,225,1,3,PIM000266,266,186.3000,374.4200,186.3000,374.4200,1,1,2026-08-24T00:00:00.000
267,20260807,20260709,20260611,339,249,449,454,1,5,PIM000267,267,187.0000,375.7900,187.0000,375.7900,1,1,2026-08-24T00:00:00.000
268,20260615,20260730,20260730,77,480,461,88,6,1,PIM000268,268,187.7000,377.1600,187.7000,377.1600,1,1,2026-08-24T00:00:00.000
269,20260822,20260809,20260816,405,417,104,35,7,1,PIM000269,269,188.4000,378.5300,188.4000,378.5300,1,1,2026-08-24T00:00:00.000
270,20260714,20260823,20260527,29,356,430,145,1,1,PIM000270,270,189.1000,379.9000,189.1000,379.9000,1,1,2026-08-24T00:00:00.000
271,20260731,20260604,20260530,241,339,417,94,1,5,PIM000271,271,189.8000,381.2700,189.8000,381.2700,1,1,2026-08-24T00:00:00.000
272,20260815,20260807,20260731,367,410,-1,-1,2,2,PIM000272,272,190.5000,382.6400,190.5000,382.6400,1,1,2026-08-24T00:00:00.000
273,20260701,20260812,20260718,463,400,368,243,2,2,PIM000273,273,191.2000,384.0100,191.2000,384.0100,1,1,2026-08-24T00:00:00.000
274,20260722,20260723,20260628,129,490,344,108,7,3,PIM000274,274,191.9000,385.3800,191.9000,385.3800,1,1,2026-08-24T00:00:00.000
275,20260615,20260615,20260810,17,296,87,305,1,3,PIM000275,275,192.6000,386.7500,192.6000,386.7500,1,1,2026-08-24T00:00:00.000
276,20260627,20260613,20260608,85,470,316,497,1,2,PIM000276,276,193.3000,388.1200,193.3000,388.1200,1,1,2026-08-24T00:00:00.000
277,20260531,20260530,20260721,186,54,216,260,5,2,PIM000277,277,194.0000,389.4900,194.0000,389.4900,1,1,2026-08-24T00:00:00.000
278,20260801,20260811,20260625,454,99,241,71,1,5,PIM000278,278,194.7000,390.8600,194.7000,390.8600,1,1,2026-08-24T00:00:00.000
279,20260527,20260720,20260812,333,346,176,352,6,5,PIM000279,279,195.4000,392.2300,195.4000,392.2300,1,1,2026-08-24T00:00:00.000
280,20260702,20260820,20260618,287,482,377,312,6,2,PIM000280,280,196.1000,393.6000,196.1000,393.6000,1,1,2026-08-24T00:00:00.000
281,20260703,20260727,20260817,321,386,73,102,8,2,PIM000281,281,196.8000,394.9700,196.8000,394.9700,1,1,2026-08-24T00:00:00.000
282,20260626,20260622,20260710,426,46,317,178,4,2,PIM000282,282,197.5000,396.3400,197.5000,396.3400,1,1,2026-08-24T00:00:00.000
283,20260802,20260624,20260813,64,278,31,131,6,5,PIM000283,283,198.2000,397.7100,198.2000,397.7100,1,1,2026-08-24T00:00:00.000
284,20260720,20260602,20260704,258,477,245,405,1,5,PIM000284,284,198.9000,399.0800,198.9000,399.0800,1,1,2026-08-24T00:00:00.000
285,20260613,20260619,20260603,431,100,445,295,4,3,PIM000285,285,199.6000,400.4500,199.6000,400.4500,1,1,2026-08-24T00:00:00.000
286,20260718,20260714,20260821,279,177,298,315,4,4,PIM000286,286,200.3000,401.8200,200.3000,401.8200,1,1,2026-08-24T00:00:00.000
287,20260608,20260817,20260618,13,418,375,366,5,2,PIM000287,287,201.0000,403.1900,201.0000,403.1900,1,1,2026-08-24T00:00:00.000
288,20260605,20260626,20260609,407,172,422,364,5,2,PIM000288,288,201.7000,404.5600,201.7000,404.5600,1,1,2026-08-24T00:00:00.000
289,20260717,20260621,20260814,23,313,-1,-1,3,1,PIM000289,289,202.4000,405.9300,202.4000,405.9300,1,1,2026-08-24T00:00:00.000
290,20260609,20260726,20260724,269,456,403,117,3,4,PIM000290,290,203.1000,407.3000,203.1000,407.3000,1,1,2026-08-24T00:00:00.000
291,20260626,20260601,20260818,147,295,354,397,8,1,PIM000291,291,203.8000,408.6700,203.8000,408.6700,1,1,2026-08-24T00:00:00.000
292,20260717,20260809,20260711,444,471,352,249,4,5,PIM000292,292,204.5000,410.0400,204.5000,410.0400,1,1,2026-08-24T00:00:00.000
293,20260808,20260618,20260629,148,401,67,222,3,2,PIM000293,293,205.2000,411.4100,205.2000,411.4100,1,1,2026-08-24T00:00:00.000
294,20260812,20260802,20260624,110,140,190,382,8,4,PIM000294,294,205.9000,412.7800,205.9000,412.7800,1,1,2026-08-24T00:00:00.000
295,20260527,20260806,20260814,24,471,102,405,3,2,PIM000295,295,206.6000,414.1500,206.6000,414.1500,1,1,2026-08-24T00:00:00.000
296,20260704,20260801,20260713,409,11,35,485,8,5,PIM000296,296,207.3000,415.5200,207.3000,415.5200,1,1,2026-08-24T00:00:00.000
297,20260614,20260621,20260622,500,4,248,228,3,2,PIM000297,297,208.0000,416.8900,208.0000,416.8900,1,1,2026-08-24T00:00:00.000
298,20260722,20260817,20260716,192,433,445,398,7,2,PIM000298,298,208.7000,418.2600,208.7000,418.2600,1,1,2026-08-24T00:00:00.000
299,20260617,20260612,20260709,28,364,338,385,7,2,PIM000299,299,209.4000,419.6300,209.4000,419.6300,1,1,2026-08-24T00:00:00.000
300,20260813,20260531,20260630,417,292,197,490,6,1,PIM000300,300,210.1000,421.0000,210.1000,421.0000,1,1,2026-08-24T00:00:00.000
301,20260619,20260814,20260814,436,406,496,466,8,5,PIM000301,301,210.8000,422.3700,210.8000,422.3700,1,1,2026-08-24T00:00:00.000
302,20260605,20260616,20260622,311,31,361,77,4,2,PIM000302,302,211.5000,423.7400,211.5000,423.7400,1,1,2026-08-24T00:00:00.000
303,20260621,20260823,20260808,80,393,102,58,8,1,PIM000303,303,212.2000,425.1100,212.2000,425.1100,1,1,2026-08-24T00:00:00.000
304,20260617,20260619,20260709,425,288,5,379,8,5,PIM000304,304,212.9000,426.4800,212.9000,426.4800,1,1,2026-08-24T00:00:00.000
305,20260530,20260725,20260629,152,266,357,493,4,3,PIM000305,305,213.6000,427.8500,213.6000,427.8500,1,1,2026-08-24T00:00:00.000
306,20260611,20260726,20260617,379,76,-1,-1,9,3,PIM000306,306,214.3000,429.2200,214.3000,429.2200,1,1,2026-08-24T00:00:00.000
307,20260821,20260806,20260625,23,35,331,442,2,3,PIM000307,307,215.0000,430.5900,215.0000,430.5900,1,1,2026-08-24T00:00:00.000
308,20260803,20260805,20260813,74,437,339,114,9,4,PIM000308,308,215.7000,431.9600,215.7000,431.9600,1,1,2026-08-24T00:00:00.000
309,20260613,20260817,20260728,487,384,101,131,1,5,PIM000309,309,216.4000,433.3300,216.4000,433.3300,1,1,2026-08-24T00:00:00.000
310,20260722,20260814,20260822,188,424,230,246,1,4,PIM000310,310,217.1000,434.7000,217.1000,434.7000,1,1,2026-08-24T00:00:00.000
311,20260529,20260809,20260627,13,26,433,147,6,4,PIM000311,311,217.8000,436.0700,217.8000,436.0700,1,1,2026-08-24T00:00:00.000
312,20260630,20260604,20260605,234,467,200,339,7,4,PIM000312,312,218.5000,437.4400,218.5000,437.4400,1,1,2026-08-24T00:00:00.000
313,20260623,20260604,20260816,194,70,130,465,3,5,PIM000313,313,219.2000,438.8100,219.2000,438.8100,1,1,2026-08-24T00:00:00.000
314,20260706,20260816,20260617,35,460,395,231,3,3,PIM000314,314,219.9000,440.1800,219.9000,440.1800,1,1,2026-08-24T00:00:00.000
315,20260711,20260821,20260820,157,294,221,275,6,2,PIM000315,315,220.6000,441.5500,220.6000,441.5500,1,1,2026-08-24T00:00:00.000
316,20260701,20260811,20260702,405,43,278,283,6,2,PIM000316,316,221.3000,442.9200,221.3000,442.9200,1,1,2026-08-24T00:00:00.000
317,20260806,20260613,20260806,277,437,248,48,1,1,PIM000317,317,222.0000,444.2900,222.0000,444.2900,1,1,2026-08-24T00:00:00.000
318,20260706,20260721,20260608,158,134,78,21,2,5,PIM000318,318,222.7000,445.6600,222.7000,445.6600,1,1,2026-08-24T00:00:00.000
319,20260726,20260529,20260606,167,76,147,476,3,3,PIM000319,319,223.4000,447.0300,223.4000,447.0300,1,1,2026-08-24T00:00:00.000
320,20260805,20260726,20260805,304,285,254,313,7,3,PIM000320,320,224.1000,448.4000,224.1000,448.4000,1,1,2026-08-24T00:00:00.000
321,20260618,20260804,20260621,10,272,227,381,2,3,PIM000321,321,224.8000,449.7700,224.8000,449.7700,1,1,2026-08-24T00:00:00.000
322,20260803,20260712,20260528,37,315,239,302,8,5,PIM000322,322,225.5000,451.1400,225.5000,451.1400,1,1,2026-08-24T00:00:00.000
323,20260811,20260729,20260627,143,411,-1,-1,9,2,PIM000323,323,226.2000,452.5100,226.2000,452.5100,1,1,2026-08-24T00:00:00.000
324,20260613,20260703,20260709,216,452,312,63,6,2,PIM000324,324,226.9000,453.8800,226.9000,453.8800,1,1,2026-08-24T00:00:00.000
325,20260803,20260608,20260623,10,170,346,250,9,5,PIM000325,325,227.6000,455.2500,227.6000,455.2500,1,1,2026-08-24T00:00:00.000
326,20260627,20260726,20260709,287,359,323,449,2,2,PIM000326,326,228.3000,456.6200,228.3000,456.6200,1,1,2026-08-24T00:00:00.000
327,20260615,20260616,20260604,358,366,190,137,8,5,PIM000327,327,229.0000,457.9900,229.0000,457.9900,1,1,2026-08-24T00:00:00.000
328,20260801,20260806,20260702,384,473,213,81,7,5,PIM000328,328,229.7000,459.3600,229.7000,459.3600,1,1,2026-08-24T00:00:00.000
329,20260727,20260604,20260820,451,37,428,239,4,2,PIM000329,329,230.4000,460.7300,230.4000,460.7300,1,1,2026-08-24T00:00:00.000
330,20260605,20260624,20260614,70,275,166,53,6,3,PIM000330,330,231.1000,462.1000,231.1000,462.1000,1,1,2026-08-24T00:00:00.000
331,20260604,20260822,20260816,191,345,195,497,8,4,PIM000331,331,231.8000,463.4700,231.8000,463.4700,1,1,2026-08-24T00:00:00.000
332,20260701,20260824,20260608,164,261,101,256,6,2,PIM000332,332,232.5000,464.8400,232.5000,464.8400,1,1,2026-08-24T00:00:00.000
333,20260715,20260819,20260723,268,144,406,380,8,2,PIM000333,333,233.2000,466.2100,233.2000,466.2100,1,1,2026-08-24T00:00:00.000
334,20260708,20260530,20260628,341,289,126,491,5,4,PIM000334,334,233.9000,467.5800,233.9000,467.5800,1,1,2026-08-24T00:00:00.000
335,20260622,20260610,20260530,144,408,402,131,1,1,PIM000335,335,234.6000,468.9500,234.6000,468.9500,1,1,2026-08-24T00:00:00.000
336,20260722,20260721,20260818,468,181,278,136,7,5,PIM000336,336,235.3000,470.3200,235.3000,470.3200,1,1,2026-08-24T00:00:00.000
337,20260619,20260628,20260804,434,365,276,94,2,1,PIM000337,337,236.0000,471.6900,236.0000,471.6900,1,1,2026-08-24T00:00:00.000
338,20260801,20260623,20260529,33,337,347,274,2,3,PIM000338,338,236.7000,473.0600,236.7000,473.0600,1,1,2026-08-24T00:00:00.000
339,20260815,20260730,20260622,380,453,477,129,7,4,PIM000339,339,237.4000,474.4300,237.4000,474.4300,1,1,2026-08-24T00:00:00.000
340,20260629,20260713,20260720,242,396,-1,-1,3,2,PIM000340,340,238.1000,475.8000,238.1000,475.8000,1,1,2026-08-24T00:00:00.000
341,20260610,20260715,20260528,313,233,48,303,2,4,PIM000341,341,238.8000,477.1700,238.8000,477.1700,1,1,2026-08-24T00:00:00.000
342,20260820,20260623,20260622,157,310,28,383,6,4,PIM000342,342,239.5000,478.5400,239.5000,478.5400,1,1,2026-08-24T00:00:00.000
343,20260813,20260821,20260815,19,236,332,473,9,4,PIM000343,343,240.2000,479.9100,240.2000,479.9100,1,1,2026-08-24T00:00:00.000
344,20260812,20260804,20260620,305,443,81,274,4,1,PIM000344,344,240.9000,481.2800,240.9000,481.2800,1,1,2026-08-24T00:00:00.000
345,20260702,20260613,20260815,399,385,197,370,5,3,PIM000345,345,241.6000,482.6500,241.6000,482.6500,1,1,2026-08-24T00:00:00.000
346,20260702,20260712,20260720,478,465,85,373,6,1,PIM000346,346,242.3000,484.0200,242.3000,484.0200,1,1,2026-08-24T00:00:00.000
347,20260819,20260622,20260619,460,140,34,483,7,3,PIM000347,347,243.0000,485.3900,243.0000,485.3900,1,1,2026-08-24T00:00:00.000
348,20260824,20260705,20260721,151,171,245,310,2,1,PIM000348,348,243.7000,486.7600,243.7000,486.7600,1,1,2026-08-24T00:00:00.000
349,20260728,20260719,20260812,394,363,282,272,2,5,PIM000349,349,244.4000,488.1300,244.4000,488.1300,1,1,2026-08-24T00:00:00.000
350,20260803,20260722,20260812,64,4,349,282,6,2,PIM000350,350,245.1000,489.5000,245.1000,489.5000,1,1,2026-08-24T00:00:00.000
351,20260719,20260823,20260531,324,180,351,93,3,3,PIM000351,351,245.8000,490.8700,245.8000,490.8700,1,1,2026-08-24T00:00:00.000
352,20260613,20260611,20260706,319,5,40,401,5,2,PIM000352,352,246.5000,492.2400,246.5000,492.2400,1,1,2026-08-24T00:00:00.000
353,20260814,20260714,20260615,457,388,227,80,7,4,PIM000353,353,247.2000,493.6100,247.2000,493.6100,1,1,2026-08-24T00:00:00.000
354,20260731,20260724,20260603,499,285,335,299,5,4,PIM000354,354,247.9000,494.9800,247.9000,494.9800,1,1,2026-08-24T00:00:00.000
355,20260803,20260804,20260528,177,285,215,336,1,2,PIM000355,355,248.6000,496.3500,248.6000,496.3500,1,1,2026-08-24T00:00:00.000
