EnergyDemandPeakKey,PeakDateKey,PeakTimeOfDayKey,EnergyMeterPointKey,EnergyDemandContractKey,PlantKey,UnitOfMeasureKey,DemandPeakEventNumber,PeakDemandQuantity,ContractExcessQuantity,PenaltyCostAmount,SourceSystemKey,BatchId,LoadedAtUtc
241,20260720,17400,130,246,344,4,EDP000241,168.800000,168.800000,340.1700,1,1,2026-08-24T00:00:00.000
242,20260619,55020,371,470,323,5,EDP000242,169.500000,169.500000,341.5400,1,1,2026-08-24T00:00:00.000
243,20260630,72360,273,356,180,5,EDP000243,170.200000,170.200000,342.9100,1,1,2026-08-24T00:00:00.000
244,20260718,35880,140,469,107,1,EDP000244,170.900000,170.900000,344.2800,1,1,2026-08-24T00:00:00.000
245,20260807,2040,377,291,190,2,EDP000245,171.600000,171.600000,345.6500,1,1,2026-08-24T00:00:00.000
246,20260716,55440,183,201,333,2,EDP000246,172.300000,172.300000,347.0200,1,1,2026-08-24T00:00:00.000
247,20260710,85800,448,342,266,4,EDP000247,173.000000,173.000000,348.3900,1,1,2026-08-24T00:00:00.000
248,20260613,15720,121,119,181,7,EDP000248,173.700000,173.700000,349.7600,1,1,2026-08-24T00:00:00.000
249,20260607,12600,109,376,279,3,EDP000249,174.400000,174.400000,351.1300,1,1,2026-08-24T00:00:00.000
250,20260820,59820,255,336,201,3,EDP000250,175.100000,175.100000,352.5000,1,1,2026-08-24T00:00:00.000
251,20260621,9240,240,196,37,3,EDP000251,175.800000,175.800000,353.8700,1,1,2026-08-24T00:00:00.000
252,20260719,60120,51,7,90,4,EDP000252,176.500000,176.500000,355.2400,1,1,2026-08-24T00:00:00.000
253,20260822,74940,81,409,205,4,EDP000253,177.200000,177.200000,356.6100,1,1,2026-08-24T00:00:00.000
254,20260602,53160,343,462,111,7,EDP000254,177.900000,177.900000,357.9800,1,1,2026-08-24T00:00:00.000
255,20260714,40200,3,-1,35,1,EDP000255,178.600000,178.600000,359.3500,1,1,2026-08-24T00:00:00.000
256,20260821,14040,40,194,271,2,EDP000256,179.300000,179.300000,360.7200,1,1,2026-08-24T00:00:00.000
257,20260704,6840,317,78,98,3,EDP000257,180.000000,180.000000,362.0900,1,1,2026-08-24T00:00:00.000
258,20260718,51960,135,312,144,4,EDP000258,180.700000,180.700000,363.4600,1,1,2026-08-24T00:00:00.000
259,20260717,30900,233,218,335,5,EDP000259,181.400000,181.400000,364.8300,1,1,2026-08-24T00:00:00.000
260,20260608,65640,212,439,151,4,EDP000260,182.100000,182.100000,366.2000,1,1,2026-08-24T00:00:00.000
261,20260731,1620,169,156,286,5,EDP000261,182.800000,182.800000,367.5700,1,1,2026-08-24T00:00:00.000
262,20260813,10200,202,304,276,7,EDP000262,183.500000,183.500000,368.9400,1,1,2026-08-24T00:00:00.000
263,20260605,75600,249,296,140,7,EDP000263,184.200000,184.200000,370.3100,1,1,2026-08-24T00:00:00.000
264,20260810,23640,224,35,334,2,EDP000264,184.900000,184.900000,371.6800,1,1,2026-08-24T00:00:00.000
265,20260529,80520,71,246,71,1,EDP000265,185.600000,185.600000,373.0500,1,1,2026-08-24T00:00:00.000
266,20260806,26700,209,357,82,1,EDP000266,186.300000,186.300000,374.4200,1,1,2026-08-24T00:00:00.000
267,20260727,6720,275,334,59,4,EDP000267,187.000000,187.000000,375.7900,1,1,2026-08-24T00:00:00.000
268,20260728,41460,252,87,320,3,EDP000268,187.700000,187.700000,377.1600,1,1,2026-08-24T00:00:00.000
269,20260816,14820,460,105,40,1,EDP000269,188.400000,188.400000,378.5300,1,1,2026-08-24T00:00:00.000
270,20260707,52620,203,341,348,7,EDP000270,189.100000,189.100000,379.9000,1,1,2026-08-24T00:00:00.000
271,20260818,78960,387,200,135,4,EDP000271,189.800000,189.800000,381.2700,1,1,2026-08-24T00:00:00.000
272,20260815,9900,150,-1,77,5,EDP000272,190.500000,190.500000,382.6400,1,1,2026-08-24T00:00:00.000
273,20260717,40680,17,205,41,4,EDP000273,191.200000,191.200000,384.0100,1,1,2026-08-24T00:00:00.000
274,20260604,32040,464,125,336,3,EDP000274,191.900000,191.900000,385.3800,1,1,2026-08-24T00:00:00.000
275,20260628,10860,375,59,274,6,EDP000275,192.600000,192.600000,386.7500,1,1,2026-08-24T00:00:00.000
276,20260709,72840,228,393,37,1,EDP000276,193.300000,193.300000,388.1200,1,1,2026-08-24T00:00:00.000
277,20260626,27180,164,495,232,7,EDP000277,194.000000,194.000000,389.4900,1,1,2026-08-24T00:00:00.000
278,20260715,63360,329,114,242,5,EDP000278,194.700000,194.700000,390.8600,1,1,2026-08-24T00:00:00.000
279,20260714,38880,31,478,94,3,EDP000279,195.400000,195.400000,392.2300,1,1,2026-08-24T00:00:00.000
280,20260719,62160,433,493,293,7,EDP000280,196.100000,196.100000,393.6000,1,1,2026-08-24T00:00:00.000
281,20260626,10800,159,443,109,2,EDP000281,196.800000,196.800000,394.9700,1,1,2026-08-24T00:00:00.000
282,20260614,50580,106,152,231,5,EDP000282,197.500000,197.500000,396.3400,1,1,2026-08-24T00:00:00.000
283,20260824,5220,266,87,55,2,EDP000283,198.200000,198.200000,397.7100,1,1,2026-08-24T00:00:00.000
284,20260619,45420,300,348,19,2,EDP000284,198.900000,198.900000,399.0800,1,1,2026-08-24T00:00:00.000
285,20260616,20880,334,337,8,2,EDP000285,199.600000,199.600000,400.4500,1,1,2026-08-24T00:00:00.000
286,20260811,44220,184,251,115,6,EDP000286,200.300000,200.300000,401.8200,1,1,2026-08-24T00:00:00.000
287,20260812,20760,162,492,91,5,EDP000287,201.000000,201.000000,403.1900,1,1,2026-08-24T00:00:00.000
288,20260527,29460,206,188,127,2,EDP000288,201.700000,201.700000,404.5600,1,1,2026-08-24T00:00:00.000
289,20260603,18060,157,-1,210,6,EDP000289,202.400000,202.400000,405.9300,1,1,2026-08-24T00:00:00.000
290,20260703,68580,485,164,217,5,EDP000290,203.100000,203.100000,407.3000,1,1,2026-08-24T00:00:00.000
291,20260711,19680,364,442,254,5,EDP000291,203.800000,203.800000,408.6700,1,1,2026-08-24T00:00:00.000
292,20260802,47760,219,16,303,4,EDP000292,204.500000,204.500000,410.0400,1,1,2026-08-24T00:00:00.000
293,20260607,63540,1,383,133,5,EDP000293,205.200000,205.200000,411.4100,1,1,2026-08-24T00:00:00.000
294,20260708,540,186,425,145,3,EDP000294,205.900000,205.900000,412.7800,1,1,2026-08-24T00:00:00.000
295,20260824,50700,12,295,201,5,EDP000295,206.600000,206.600000,414.1500,1,1,2026-08-24T00:00:00.000
296,20260729,79860,4,20,133,4,EDP000296,207.300000,207.300000,415.5200,1,1,2026-08-24T00:00:00.000
297,20260610,25200,434,466,53,2,EDP000297,208.000000,208.000000,416.8900,1,1,2026-08-24T00:00:00.000
298,20260803,34380,260,418,19,6,EDP000298,208.700000,208.700000,418.2600,1,1,2026-08-24T00:00:00.000
299,20260718,47520,227,332,120,5,EDP000299,209.400000,209.400000,419.6300,1,1,2026-08-24T00:00:00.000
300,20260823,19500,187,320,25,4,EDP000300,210.100000,210.100000,421.0000,1,1,2026-08-24T00:00:00.000
301,20260802,29400,489,498,213,6,EDP000301,210.800000,210.800000,422.3700,1,1,2026-08-24T00:00:00.000
302,20260731,38760,152,62,165,6,EDP000302,211.500000,211.500000,423.7400,1,1,2026-08-24T00:00:00.000
303,20260602,76200,204,39,271,7,EDP000303,212.200000,212.200000,425.1100,1,1,2026-08-24T00:00:00.000
304,20260617,86160,159,320,85,2,EDP000304,212.900000,212.900000,426.4800,1,1,2026-08-24T00:00:00.000
305,20260801,26940,36,468,185,6,EDP000305,213.600000,213.600000,427.8500,1,1,2026-08-24T00:00:00.000
306,20260821,71880,49,-1,11,7,EDP000306,214.300000,214.300000,429.2200,1,1,2026-08-24T00:00:00.000
307,20260820,73680,281,379,239,3,EDP000307,215.000000,215.000000,430.5900,1,1,2026-08-24T00:00:00.000
308,20260616,2580,36,54,149,2,EDP000308,215.700000,215.700000,431.9600,1,1,2026-08-24T00:00:00.000
309,20260728,9720,2,480,162,4,EDP000309,216.400000,216.400000,433.3300,1,1,2026-08-24T00:00:00.000
310,20260822,23700,48,260,64,4,EDP000310,217.100000,217.100000,434.7000,1,1,2026-08-24T00:00:00.000
311,20260824,77400,92,97,280,7,EDP000311,217.800000,217.800000,436.0700,1,1,2026-08-24T00:00:00.000
312,20260628,35640,85,127,144,7,EDP000312,218.500000,218.500000,437.4400,1,1,2026-08-24T00:00:00.000
313,20260819,40260,283,399,128,5,EDP000313,219.200000,219.200000,438.8100,1,1,2026-08-24T00:00:00.000
314,20260726,8340,245,418,186,7,EDP000314,219.900000,219.900000,440.1800,1,1,2026-08-24T00:00:00.000
315,20260605,59460,201,182,105,5,EDP000315,220.600000,220.600000,441.5500,1,1,2026-08-24T00:00:00.000
316,20260616,1920,463,129,97,1,EDP000316,221.300000,221.300000,442.9200,1,1,2026-08-24T00:00:00.000
317,20260703,25860,164,341,106,7,EDP000317,222.000000,222.000000,444.2900,1,1,2026-08-24T00:00:00.000
318,20260712,9840,426,7,242,2,EDP000318,222.700000,222.700000,445.6600,1,1,2026-08-24T00:00:00.000
319,20260601,26940,394,318,218,2,EDP000319,223.400000,223.400000,447.0300,1,1,2026-08-24T00:00:00.000
320,20260630,52740,479,354,277,4,EDP000320,224.100000,224.100000,448.4000,1,1,2026-08-24T00:00:00.000
321,20260702,24900,30,305,131,5,EDP000321,224.800000,224.800000,449.7700,1,1,2026-08-24T00:00:00.000
322,20260809,51420,279,78,121,1,EDP000322,225.500000,225.500000,451.1400,1,1,2026-08-24T00:00:00.000
323,20260613,59580,257,-1,3,4,EDP000323,226.200000,226.200000,452.5100,1,1,2026-08-24T00:00:00.000
324,20260715,10740,87,133,21,2,EDP000324,226.900000,226.900000,453.8800,1,1,2026-08-24T00:00:00.000
325,20260806,50940,391,426,181,4,EDP000325,227.600000,227.600000,455.2500,1,1,2026-08-24T00:00:00.000
326,20260803,52380,91,259,264,5,EDP000326,228.300000,228.300000,456.6200,1,1,2026-08-24T00:00:00.000
327,20260606,21120,498,308,29,7,EDP000327,229.000000,229.000000,457.9900,1,1,2026-08-24T00:00:00.000
328,20260702,29280,282,360,131,7,EDP000328,229.700000,229.700000,459.3600,1,1,2026-08-24T00:00:00.000
329,20260603,44820,417,440,222,2,EDP000329,230.400000,230.400000,460.7300,1,1,2026-08-24T00:00:00.000
330,20260720,17940,465,313,293,4,EDP000330,231.100000,231.100000,462.1000,1,1,2026-08-24T00:00:00.000
331,20260719,42780,342,276,314,2,EDP000331,231.800000,231.800000,463.4700,1,1,2026-08-24T00:00:00.000
332,20260811,56280,405,369,333,4,EDP000332,232.500000,232.500000,464.8400,1,1,2026-08-24T00:00:00.000
333,20260619,34080,270,56,240,2,EDP000333,233.200000,233.200000,466.2100,1,1,2026-08-24T00:00:00.000
334,20260717,68460,234,173,333,4,EDP000334,233.900000,233.900000,467.5800,1,1,2026-08-24T00:00:00.000
335,20260624,70260,186,279,328,7,EDP000335,234.600000,234.600000,468.9500,1,1,2026-08-24T00:00:00.000
336,20260530,37320,442,48,9,1,EDP000336,235.300000,235.300000,470.3200,1,1,2026-08-24T00:00:00.000
337,20260811,35340,401,196,180,5,EDP000337,236.000000,236.000000,471.6900,1,1,2026-08-24T00:00:00.000
338,20260822,13740,421,363,342,2,EDP000338,236.700000,236.700000,473.0600,1,1,2026-08-24T00:00:00.000
339,20260608,47940,364,214,265,3,EDP000339,237.400000,237.400000,474.4300,1,1,2026-08-24T00:00:00.000
340,20260818,30780,118,-1,166,4,EDP000340,238.100000,238.100000,475.8000,1,1,2026-08-24T00:00:00.000
341,20260821,10200,34,157,245,6,EDP000341,238.800000,238.800000,477.1700,1,1,2026-08-24T00:00:00.000
342,20260821,60660,327,386,221,1,EDP000342,239.500000,239.500000,478.5400,1,1,2026-08-24T00:00:00.000
343,20260701,29760,144,429,132,7,EDP000343,240.200000,240.200000,479.9100,1,1,2026-08-24T00:00:00.000
344,20260812,77160,107,28,284,2,EDP000344,240.900000,240.900000,481.2800,1,1,2026-08-24T00:00:00.000
345,20260531,22380,349,415,8,3,EDP000345,241.600000,241.600000,482.6500,1,1,2026-08-24T00:00:00.000
346,20260618,42600,72,109,170,4,EDP000346,242.300000,242.300000,484.0200,1,1,2026-08-24T00:00:00.000
347,20260705,64020,381,54,9,3,EDP000347,243.000000,243.000000,485.3900,1,1,2026-08-24T00:00:00.000
348,20260605,31320,136,417,330,4,EDP000348,243.700000,243.700000,486.7600,1,1,2026-08-24T00:00:00.000
349,20260803,38520,294,18,206,5,EDP000349,244.400000,244.400000,488.1300,1,1,2026-08-24T00:00:00.000
350,20260813,12420,483,438,117,5,EDP000350,245.100000,245.100000,489.5000,1,1,2026-08-24T00:00:00.000
351,20260731,46440,227,467,6,7,EDP000351,245.800000,245.800000,490.8700,1,1,2026-08-24T00:00:00.000
352,20260718,48120,421,39,68,5,EDP000352,246.500000,246.500000,492.2400,1,1,2026-08-24T00:00:00.000
353,20260607,31680,123,9,20,1,EDP000353,247.200000,247.200000,493.6100,1,1,2026-08-24T00:00:00.000
354,20260616,73140,423,331,107,5,EDP000354,247.900000,247.900000,494.9800,1,1,2026-08-24T00:00:00.000
355,20260724,14100,495,315,119,7,EDP000355,248.600000,248.600000,496.3500,1,1,2026-08-24T00:00:00.000
356,20260804,15960,373,76,316,1,EDP000356,249.300000,249.300000,497.7200,1,1,2026-08-24T00:00:00.000
357,20260823,19380,193,-1,300,6,EDP000357,250.000000,250.000000,499.0900,1,1,2026-08-24T00:00:00.000
358,20260822,55200,167,214,98,6,EDP000358,250.700000,250.700000,500.4600,1,1,2026-08-24T00:00:00.000
359,20260810,68340,36,255,32,2,EDP000359,251.400000,251.400000,501.8300,1,1,2026-08-24T00:00:00.000
360,20260606,30060,472,251,163,5,EDP000360,252.100000,252.100000,503.2000,1,1,2026-08-24T00:00:00.000
361,20260705,20880,485,35,24,2,EDP000361,252.800000,252.800000,504.5700,1,1,2026-08-24T00:00:00.000
362,20260804,40440,16,71,52,2,EDP000362,253.500000,253.500000,505.9400,1,1,2026-08-24T00:00:00.000
363,20260530,34560,327,182,295,3,EDP000363,254.200000,254.200000,507.3100,1,1,2026-08-24T00:00:00.000
364,20260720,16800,60,162,228,4,EDP000364,254.900000,254.900000,508.6800,1,1,2026-08-24T00:00:00.000
365,20260628,25680,96,331,170,5,EDP000365,255.600000,255.600000,510.0500,1,1,2026-08-24T00:00:00.000
366,20260628,42720,105,227,224,3,EDP000366,256.300000,256.300000,511.4200,1,1,2026-08-24T00:00:00.000
367,20260611,62340,123,33,264,6,EDP000367,257.000000,257.000000,512.7900,1,1,2026-08-24T00:00:00.000
368,20260603,58260,411,302,336,1,EDP000368,257.700000,257.700000,514.1600,1,1,2026-08-24T00:00:00.000
369,20260622,28320,385,289,126,6,EDP000369,258.400000,258.400000,515.5300,1,1,2026-08-24T00:00:00.000
370,20260804,41340,73,335,291,7,EDP000370,259.100000,259.100000,516.9000,1,1,2026-08-24T00:00:00.000
371,20260616,64080,229,448,27,2,EDP000371,259.800000,259.800000,518.2700,1,1,2026-08-24T00:00:00.000
372,20260710,46200,48,499,27,6,EDP000372,260.500000,260.500000,519.6400,1,1,2026-08-24T00:00:00.000
373,20260613,44340,329,500,246,4,EDP000373,261.200000,261.200000,521.0100,1,1,2026-08-24T00:00:00.000
374,20260728,78120,370,-1,138,2,EDP000374,261.900000,261.900000,522.3800,1,1,2026-08-24T00:00:00.000
375,20260610,34200,449,77,200,7,EDP000375,262.600000,262.600000,523.7500,1,1,2026-08-24T00:00:00.000
376,20260614,64440,259,111,103,7,EDP000376,263.300000,263.300000,525.1200,1,1,2026-08-24T00:00:00.000
377,20260720,64980,274,176,205,2,EDP000377,264.000000,264.000000,526.4900,1,1,2026-08-24T00:00:00.000
378,20260730,68040,174,475,216,2,EDP000378,264.700000,264.700000,527.8600,1,1,2026-08-24T00:00:00.000
379,20260615,67380,71,359,335,1,EDP000379,265.400000,265.400000,529.2300,1,1,2026-08-24T00:00:00.000
380,20260810,49200,229,286,62,7,EDP000380,266.100000,266.100000,530.6000,1,1,2026-08-24T00:00:00.000
381,20260731,78000,130,499,170,2,EDP000381,266.800000,266.800000,531.9700,1,1,2026-08-24T00:00:00.000
382,20260610,71880,314,477,88,3,EDP000382,267.500000,267.500000,533.3400,1,1,2026-08-24T00:00:00.000
383,20260531,43380,179,353,122,1,EDP000383,268.200000,268.200000,534.7100,1,1,2026-08-24T00:00:00.000
384,20260726,13080,490,322,110,7,EDP000384,268.900000,268.900000,536.0800,1,1,2026-08-24T00:00:00.000
385,20260620,63480,23,489,324,6,EDP000385,269.600000,269.600000,537.4500,1,1,2026-08-24T00:00:00.000
386,20260618,11040,130,220,163,5,EDP000386,270.300000,270.300000,538.8200,1,1,2026-08-24T00:00:00.000
387,20260703,7680,249,250,335,7,EDP000387,271.000000,271.000000,540.1900,1,1,2026-08-24T00:00:00.000
388,20260806,58980,151,476,125,1,EDP000388,271.700000,271.700000,541.5600,1,1,2026-08-24T00:00:00.000
389,20260608,36780,121,139,157,7,EDP000389,272.400000,272.400000,542.9300,1,1,2026-08-24T00:00:00.000
390,20260717,31380,478,314,296,5,EDP000390,273.100000,273.100000,544.3000,1,1,2026-08-24T00:00:00.000
391,20260626,7620,212,-1,155,1,EDP000391,273.800000,273.800000,545.6700,1,1,2026-08-24T00:00:00.000
392,20260801,40800,52,472,90,6,EDP000392,274.500000,274.500000,547.0400,1,1,2026-08-24T00:00:00.000
393,20260724,85080,391,333,123,2,EDP000393,275.200000,275.200000,548.4100,1,1,2026-08-24T00:00:00.000
394,20260804,45480,351,447,303,3,EDP000394,275.900000,275.900000,549.7800,1,1,2026-08-24T00:00:00.000
395,20260622,53040,374,381,234,7,EDP000395,276.600000,276.600000,551.1500,1,1,2026-08-24T00:00:00.000
396,20260701,83040,486,34,160,1,EDP000396,277.300000,277.300000,552.5200,1,1,2026-08-24T00:00:00.000
397,20260805,59100,239,336,343,1,EDP000397,278.000000,278.000000,553.8900,1,1,2026-08-24T00:00:00.000
398,20260715,59640,202,460,98,6,EDP000398,278.700000,278.700000,555.2600,1,1,2026-08-24T00:00:00.000
399,20260810,80460,15,318,21,3,EDP000399,279.400000,279.400000,556.6300,1,1,2026-08-24T00:00:00.000
400,20260723,6540,275,233,212,5,EDP000400,280.100000,280.100000,558.0000,1,1,2026-08-24T00:00:00.000
401,20260622,16260,157,113,219,6,EDP000401,280.800000,280.800000,559.3700,1,1,2026-08-24T00:00:00.000
402,20260816,61980,385,150,268,2,EDP000402,281.500000,281.500000,560.7400,1,1,2026-08-24T00:00:00.000
403,20260530,80520,146,79,340,3,EDP000403,282.200000,282.200000,562.1100,1,1,2026-08-24T00:00:00.000
404,20260801,58380,50,204,316,6,EDP000404,282.900000,282.900000,563.4800,1,1,2026-08-24T00:00:00.000
405,20260624,10260,477,244,261,6,EDP000405,283.600000,283.600000,564.8500,1,1,2026-08-24T00:00:00.000
406,20260623,78660,289,298,167,6,EDP000406,284.300000,284.300000,566.2200,1,1,2026-08-24T00:00:00.000
407,20260822,4080,379,233,308,5,EDP000407,285.000000,285.000000,567.5900,1,1,2026-08-24T00:00:00.000
408,20260711,80760,198,-1,85,4,EDP000408,285.700000,285.700000,568.9600,1,1,2026-08-24T00:00:00.000
409,20260812,52800,329,459,276,7,EDP000409,286.400000,286.400000,570.3300,1,1,2026-08-24T00:00:00.000
410,20260620,12960,93,286,183,4,EDP000410,287.100000,287.100000,571.7000,1,1,2026-08-24T00:00:00.000
411,20260729,11100,256,68,146,6,EDP000411,287.800000,287.800000,573.0700,1,1,2026-08-24T00:00:00.000
412,20260613,37860,220,486,34,3,EDP000412,288.500000,288.500000,574.4400,1,1,2026-08-24T00:00:00.000
413,20260720,28620,160,160,219,5,EDP000413,289.200000,289.200000,575.8100,1,1,2026-08-24T00:00:00.000
414,20260528,48660,391,127,340,3,EDP000414,289.900000,289.900000,577.1800,1,1,2026-08-24T00:00:00.000
415,20260627,69360,381,401,346,5,EDP000415,290.600000,290.600000,578.5500,1,1,2026-08-24T00:00:00.000
416,20260731,65220,50,142,32,1,EDP000416,291.300000,291.300000,579.9200,1,1,2026-08-24T00:00:00.000
417,20260809,77280,253,265,317,2,EDP000417,292.000000,292.000000,581.2900,1,1,2026-08-24T00:00:00.000
418,20260628,57540,258,231,326,7,EDP000418,292.700000,292.700000,582.6600,1,1,2026-08-24T00:00:00.000
419,20260813,44160,156,347,211,3,EDP000419,293.400000,293.400000,584.0300,1,1,2026-08-24T00:00:00.000
420,20260822,54900,328,46,13,7,EDP000420,294.100000,294.100000,585.4000,1,1,2026-08-24T00:00:00.000
421,20260601,40020,109,112,31,7,EDP000421,294.800000,294.800000,586.7700,1,1,2026-08-24T00:00:00.000
422,20260810,11340,482,421,305,1,EDP000422,295.500000,295.500000,588.1400,1,1,2026-08-24T00:00:00.000
423,20260610,37740,297,368,339,6,EDP000423,296.200000,296.200000,589.5100,1,1,2026-08-24T00:00:00.000
424,20260617,79320,402,333,234,6,EDP000424,296.900000,296.900000,590.8800,1,1,2026-08-24T00:00:00.000
425,20260617,72720,10,-1,184,7,EDP000425,297.600000,297.600000,592.2500,1,1,2026-08-24T00:00:00.000
426,20260612,83640,323,362,16,3,EDP000426,298.300000,298.300000,593.6200,1,1,2026-08-24T00:00:00.000
427,20260529,33600,405,218,87,3,EDP000427,299.000000,299.000000,594.9900,1,1,2026-08-24T00:00:00.000
428,20260622,75600,474,413,261,7,EDP000428,299.700000,299.700000,596.3600,1,1,2026-08-24T00:00:00.000
429,20260629,26940,359,215,112,7,EDP000429,300.400000,300.400000,597.7300,1,1,2026-08-24T00:00:00.000
430,20260624,40140,170,396,335,5,EDP000430,301.100000,301.100000,599.1000,1,1,2026-08-24T00:00:00.000
431,20260823,60420,258,245,308,6,EDP000431,301.800000,301.800000,600.4700,1,1,2026-08-24T00:00:00.000
432,20260623,59820,300,114,289,4,EDP000432,302.500000,302.500000,601.8400,1,1,2026-08-24T00:00:00.000
433,20260815,46740,138,70,339,1,EDP000433,303.200000,303.200000,603.2100,1,1,2026-08-24T00:00:00.000
434,20260607,10260,143,58,62,2,EDP000434,303.900000,303.900000,604.5800,1,1,2026-08-24T00:00:00.000
435,20260727,63120,275,180,118,2,EDP000435,304.600000,304.600000,605.9500,1,1,2026-08-24T00:00:00.000
436,20260615,19140,152,46,82,4,EDP000436,305.300000,305.300000,607.3200,1,1,2026-08-24T00:00:00.000
437,20260610,33300,28,134,316,7,EDP000437,306.000000,306.000000,608.6900,1,1,2026-08-24T00:00:00.000
438,20260630,48720,414,308,159,1,EDP000438,306.700000,306.700000,610.0600,1,1,2026-08-24T00:00:00.000
439,20260813,12780,134,421,22,6,EDP000439,307.400000,307.400000,611.4300,1,1,2026-08-24T00:00:00.000
440,20260809,79380,138,135,275,2,EDP000440,308.100000,308.100000,612.8000,1,1,2026-08-24T00:00:00.000
441,20260617,780,21,303,151,6,EDP000441,308.800000,308.800000,614.1700,1,1,2026-08-24T00:00:00.000
442,20260725,61860,81,-1,5,7,EDP000442,309.500000,309.500000,615.5400,1,1,2026-08-24T00:00:00.000
443,20260819,36180,68,470,161,4,EDP000443,310.200000,310.200000,616.9100,1,1,2026-08-24T00:00:00.000
444,20260621,72840,285,23,251,3,EDP000444,310.900000,310.900000,618.2800,1,1,2026-08-24T00:00:00.000
445,20260809,3300,441,325,130,2,EDP000445,311.600000,311.600000,619.6500,1,1,2026-08-24T00:00:00.000
446,20260809,20220,110,272,84,1,EDP000446,312.300000,312.300000,621.0200,1,1,2026-08-24T00:00:00.000
447,20260811,53400,35,293,310,6,EDP000447,313.000000,313.000000,622.3900,1,1,2026-08-24T00:00:00.000
448,20260824,52560,385,146,198,5,EDP000448,313.700000,313.700000,623.7600,1,1,2026-08-24T00:00:00.000
