LaborTimesheetKey,ClaimDateKey,LaborDateKey,StartTimeOfDayKey,EndTimeOfDayKey,EmployeeKey,LaborAssignmentKey,LaborRosterSlotKey,WorkCenterKey,CostCenterKey,LaborPayTypeKey,LaborClaimStatusKey,CurrencyKey,TimesheetNumber,LaborClaimLineNumber,RegularHours,OvertimeHours,LaborCostAmount,SourceSystemKey,BatchId,LoadedAtUtc
187,20260608,20260611,48000,15540,430,154,-1,-1,14,11,5,2,LT000187,187,20.0000,20.0000,266.1900,1,1,2026-08-24T00:00:00.000
188,20260530,20260715,73980,19800,151,123,56,267,126,9,1,3,LT000188,188,21.0000,21.0000,267.5600,1,1,2026-08-24T00:00:00.000
189,20260725,20260819,76560,79320,473,400,257,489,382,10,7,2,LT000189,189,22.0000,22.0000,268.9300,1,1,2026-08-24T00:00:00.000
190,20260730,20260531,48360,67620,462,159,500,71,431,4,6,3,LT000190,190,23.0000,23.0000,270.3000,1,1,2026-08-24T00:00:00.000
191,20260625,20260620,44700,25980,106,116,416,433,13,11,4,1,LT000191,191,24.0000,24.0000,271.6700,1,1,2026-08-24T00:00:00.000
192,20260622,20260601,36000,53700,130,102,345,187,385,1,4,5,LT000192,192,1.0000,1.0000,273.0400,1,1,2026-08-24T00:00:00.000
193,20260611,20260710,20640,56700,132,1,397,398,496,1,4,3,LT000193,193,2.0000,2.0000,274.4100,1,1,2026-08-24T00:00:00.000
194,20260717,20260717,50520,1200,423,346,6,222,119,9,3,2,LT000194,194,3.0000,3.0000,275.7800,1,1,2026-08-24T00:00:00.000
195,20260527,20260812,52440,1380,61,439,106,207,450,5,1,1,LT000195,195,4.0000,4.0000,277.1500,1,1,2026-08-24T00:00:00.000
196,20260729,20260815,48360,23880,447,443,346,1,446,8,1,2,LT000196,196,5.0000,5.0000,278.5200,1,1,2026-08-24T00:00:00.000
197,20260731,20260630,66720,51960,39,494,84,133,306,5,3,5,LT000197,197,6.0000,6.0000,279.8900,1,1,2026-08-24T00:00:00.000
198,20260705,20260812,28200,53220,10,163,350,223,410,8,5,3,LT000198,198,7.0000,7.0000,281.2600,1,1,2026-08-24T00:00:00.000
199,20260812,20260607,84720,11040,233,299,416,374,232,11,3,1,LT000199,199,8.0000,8.0000,282.6300,1,1,2026-08-24T00:00:00.000
200,20260815,20260630,51300,48300,90,318,9,96,369,4,5,4,LT000200,200,9.0000,9.0000,284.0000,1,1,2026-08-24T00:00:00.000
201,20260706,20260611,27360,22140,153,80,499,56,303,12,3,4,LT000201,201,10.0000,10.0000,285.3700,1,1,2026-08-24T00:00:00.000
202,20260729,20260808,41880,14880,419,428,268,180,261,3,5,3,LT000202,202,11.0000,11.0000,286.7400,1,1,2026-08-24T00:00:00.000
203,20260705,20260811,8400,38340,423,3,317,229,224,11,7,2,LT000203,203,12.0000,12.0000,288.1100,1,1,2026-08-24T00:00:00.000
204,20260630,20260606,26820,39540,430,486,-1,-1,76,5,6,4,LT000204,204,13.0000,13.0000,289.4800,1,1,2026-08-24T00:00:00.000
205,20260607,20260612,16560,6000,102,324,189,60,423,8,1,2,LT000205,205,14.0000,14.0000,290.8500,1,1,2026-08-24T00:00:00.000
206,20260731,20260619,23280,6000,21,20,389,252,7,12,5,2,LT000206,206,15.0000,15.0000,292.2200,1,1,2026-08-24T00:00:00.000
207,20260621,20260530,65100,16080,390,144,430,45,395,12,6,5,LT000207,207,16.0000,16.0000,293.5900,1,1,2026-08-24T00:00:00.000
208,20260824,20260821,7380,56820,189,249,224,32,451,6,6,3,LT000208,208,17.0000,17.0000,294.9600,1,1,2026-08-24T00:00:00.000
209,20260731,20260614,28620,80460,217,424,229,407,154,7,5,3,LT000209,209,18.0000,18.0000,296.3300,1,1,2026-08-24T00:00:00.000
210,20260818,20260704,48300,12120,117,26,452,324,29,11,5,1,LT000210,210,19.0000,19.0000,297.7000,1,1,2026-08-24T00:00:00.000
211,20260625,20260707,5160,38340,316,338,169,16,122,9,6,3,LT000211,211,20.0000,20.0000,299.0700,1,1,2026-08-24T00:00:00.000
212,20260620,20260821,68160,80100,220,233,221,63,253,9,2,3,LT000212,212,21.0000,21.0000,300.4400,1,1,2026-08-24T00:00:00.000
213,20260702,20260709,40800,3240,492,151,19,293,157,3,1,2,LT000213,213,22.0000,22.0000,301.8100,1,1,2026-08-24T00:00:00.000
214,20260814,20260819,23460,50880,309,118,297,57,363,2,7,3,LT000214,214,23.0000,23.0000,303.1800,1,1,2026-08-24T00:00:00.000
215,20260812,20260611,11280,27540,182,111,158,475,365,2,3,2,LT000215,215,24.0000,24.0000,304.5500,1,1,2026-08-24T00:00:00.000
216,20260823,20260622,17640,32160,278,131,178,156,96,5,5,3,LT000216,216,1.0000,1.0000,305.9200,1,1,2026-08-24T00:00:00.000
217,20260730,20260818,78720,55800,453,8,404,316,288,9,6,1,LT000217,217,2.0000,2.0000,307.2900,1,1,2026-08-24T00:00:00.000
218,20260807,20260801,16740,2160,166,208,225,288,11,1,7,2,LT000218,218,3.0000,3.0000,308.6600,1,1,2026-08-24T00:00:00.000
219,20260630,20260527,37380,50880,375,93,135,370,272,7,1,1,LT000219,219,4.0000,4.0000,310.0300,1,1,2026-08-24T00:00:00.000
220,20260703,20260817,45420,31500,401,487,362,444,278,12,3,3,LT000220,220,5.0000,5.0000,311.4000,1,1,2026-08-24T00:00:00.000
221,20260820,20260719,49740,14820,104,237,-1,-1,225,4,7,1,LT000221,221,6.0000,6.0000,312.7700,1,1,2026-08-24T00:00:00.000
222,20260705,20260815,69300,64380,433,156,316,416,400,3,3,3,LT000222,222,7.0000,7.0000,314.1400,1,1,2026-08-24T00:00:00.000
223,20260617,20260820,57300,26880,386,202,251,314,233,6,5,3,LT000223,223,8.0000,8.0000,315.5100,1,1,2026-08-24T00:00:00.000
224,20260710,20260713,20220,68940,125,38,314,210,490,6,6,2,LT000224,224,9.0000,9.0000,316.8800,1,1,2026-08-24T00:00:00.000
225,20260529,20260718,20700,6900,51,21,335,351,330,10,3,4,LT000225,225,10.0000,10.0000,318.2500,1,1,2026-08-24T00:00:00.000
226,20260623,20260527,48060,28260,367,467,78,44,497,8,5,4,LT000226,226,11.0000,11.0000,319.6200,1,1,2026-08-24T00:00:00.000
227,20260804,20260727,660,73380,20,153,401,203,486,10,1,3,LT000227,227,12.0000,12.0000,320.9900,1,1,2026-08-24T00:00:00.000
228,20260605,20260716,41520,74040,372,190,16,57,116,3,4,3,LT000228,228,13.0000,13.0000,322.3600,1,1,2026-08-24T00:00:00.000
229,20260822,20260716,44820,77400,122,114,148,365,435,6,5,5,LT000229,229,14.0000,14.0000,323.7300,1,1,2026-08-24T00:00:00.000
230,20260626,20260703,64260,22980,177,377,481,226,43,2,1,2,LT000230,230,15.0000,15.0000,325.1000,1,1,2026-08-24T00:00:00.000
231,20260623,20260728,30240,30360,33,77,15,17,318,11,1,5,LT000231,231,16.0000,16.0000,326.4700,1,1,2026-08-24T00:00:00.000
232,20260606,20260820,2820,52140,46,19,388,372,455,7,4,1,LT000232,232,17.0000,17.0000,327.8400,1,1,2026-08-24T00:00:00.000
233,20260821,20260718,38700,26280,79,263,433,362,485,2,6,2,LT000233,233,18.0000,18.0000,329.2100,1,1,2026-08-24T00:00:00.000
234,20260626,20260531,27360,84360,53,23,178,410,72,3,2,4,LT000234,234,19.0000,19.0000,330.5800,1,1,2026-08-24T00:00:00.000
235,20260628,20260706,8880,68040,386,312,375,385,91,8,4,1,LT000235,235,20.0000,20.0000,331.9500,1,1,2026-08-24T00:00:00.000
236,20260702,20260806,79560,4980,320,147,93,301,356,11,7,3,LT000236,236,21.0000,21.0000,333.3200,1,1,2026-08-24T00:00:00.000
237,20260726,20260530,78540,73440,394,412,409,147,85,9,3,4,LT000237,237,22.0000,22.0000,334.6900,1,1,2026-08-24T00:00:00.000
238,20260707,20260704,3060,14220,449,311,-1,-1,51,3,5,2,LT000238,238,23.0000,23.0000,336.0600,1,1,2026-08-24T00:00:00.000
239,20260703,20260630,29040,57780,282,78,2,230,453,12,7,1,LT000239,239,24.0000,24.0000,337.4300,1,1,2026-08-24T00:00:00.000
240,20260712,20260627,56460,23700,132,467,142,43,315,6,6,4,LT000240,240,1.0000,1.0000,338.8000,1,1,2026-08-24T00:00:00.000
241,20260725,20260629,23040,64740,275,381,376,141,303,2,7,5,LT000241,241,2.0000,2.0000,340.1700,1,1,2026-08-24T00:00:00.000
242,20260809,20260710,78420,74280,416,275,434,195,1,6,3,2,LT000242,242,3.0000,3.0000,341.5400,1,1,2026-08-24T00:00:00.000
243,20260714,20260620,69060,2040,12,24,289,484,156,7,5,2,LT000243,243,4.0000,4.0000,342.9100,1,1,2026-08-24T00:00:00.000
244,20260719,20260716,16080,71040,42,264,335,481,431,10,6,3,LT000244,244,5.0000,5.0000,344.2800,1,1,2026-08-24T00:00:00.000
245,20260619,20260629,39360,66180,478,237,30,302,301,2,2,4,LT000245,245,6.0000,6.0000,345.6500,1,1,2026-08-24T00:00:00.000
246,20260713,20260722,13080,16800,192,492,487,277,344,3,5,4,LT000246,246,7.0000,7.0000,347.0200,1,1,2026-08-24T00:00:00.000
247,20260705,20260717,65820,24960,24,285,146,222,186,8,3,2,LT000247,247,8.0000,8.0000,348.3900,1,1,2026-08-24T00:00:00.000
248,20260709,20260608,55380,64860,364,276,479,362,283,9,7,1,LT000248,248,9.0000,9.0000,349.7600,1,1,2026-08-24T00:00:00.000
249,20260820,20260815,34080,55140,100,59,89,29,271,11,2,1,LT000249,249,10.0000,10.0000,351.1300,1,1,2026-08-24T00:00:00.000
250,20260608,20260710,64560,66480,290,151,119,390,264,12,5,1,LT000250,250,11.0000,11.0000,352.5000,1,1,2026-08-24T00:00:00.000
251,20260627,20260722,44340,26100,62,165,227,265,175,6,1,2,LT000251,251,12.0000,12.0000,353.8700,1,1,2026-08-24T00:00:00.000
252,20260813,20260717,41820,49440,198,303,90,368,53,2,3,3,LT000252,252,13.0000,13.0000,355.2400,1,1,2026-08-24T00:00:00.000
253,20260531,20260819,19380,74640,452,16,373,467,246,4,6,3,LT000253,253,14.0000,14.0000,356.6100,1,1,2026-08-24T00:00:00.000
254,20260627,20260625,420,68700,454,176,336,158,138,1,7,5,LT000254,254,15.0000,15.0000,357.9800,1,1,2026-08-24T00:00:00.000
255,20260527,20260813,81780,52080,18,282,-1,-1,5,9,4,2,LT000255,255,16.0000,16.0000,359.3500,1,1,2026-08-24T00:00:00.000
256,20260529,20260714,61260,61440,256,349,341,377,52,9,5,4,LT000256,256,17.0000,17.0000,360.7200,1,1,2026-08-24T00:00:00.000
257,20260816,20260725,77760,77940,251,354,230,323,368,7,2,5,LT000257,257,18.0000,18.0000,362.0900,1,1,2026-08-24T00:00:00.000
258,20260701,20260806,75540,24840,233,215,254,101,457,8,2,1,LT000258,258,19.0000,19.0000,363.4600,1,1,2026-08-24T00:00:00.000
259,20260716,20260624,76980,42480,372,187,209,163,14,4,2,2,LT000259,259,20.0000,20.0000,364.8300,1,1,2026-08-24T00:00:00.000
260,20260627,20260610,40860,31200,106,134,440,36,431,12,2,5,LT000260,260,21.0000,21.0000,366.2000,1,1,2026-08-24T00:00:00.000
261,20260615,20260804,29400,21120,109,217,175,408,146,3,3,4,LT000261,261,22.0000,22.0000,367.5700,1,1,2026-08-24T00:00:00.000
262,20260725,20260723,12960,73080,483,436,221,126,46,5,7,2,LT000262,262,23.0000,23.0000,368.9400,1,1,2026-08-24T00:00:00.000
263,20260806,20260809,45120,45600,162,58,442,71,210,6,2,3,LT000263,263,24.0000,24.0000,370.3100,1,1,2026-08-24T00:00:00.000
264,20260625,20260815,48600,28020,106,48,252,245,245,4,5,3,LT000264,264,1.0000,1.0000,371.6800,1,1,2026-08-24T00:00:00.000
265,20260807,20260813,33240,57780,223,58,366,414,250,8,7,3,LT000265,265,2.0000,2.0000,373.0500,1,1,2026-08-24T00:00:00.000
266,20260622,20260620,83460,16260,389,453,451,125,493,9,1,2,LT000266,266,3.0000,3.0000,374.4200,1,1,2026-08-24T00:00:00.000
267,20260819,20260730,17220,6240,465,125,200,57,399,5,2,2,LT000267,267,4.0000,4.0000,375.7900,1,1,2026-08-24T00:00:00.000
268,20260615,20260601,37440,18720,371,403,30,4,76,10,4,5,LT000268,268,5.0000,5.0000,377.1600,1,1,2026-08-24T00:00:00.000
269,20260619,20260614,73620,37680,224,387,192,357,438,4,3,2,LT000269,269,6.0000,6.0000,378.5300,1,1,2026-08-24T00:00:00.000
270,20260806,20260811,83880,62160,111,374,135,174,16,6,2,3,LT000270,270,7.0000,7.0000,379.9000,1,1,2026-08-24T00:00:00.000
271,20260717,20260617,9360,78000,156,251,206,158,22,1,4,4,LT000271,271,8.0000,8.0000,381.2700,1,1,2026-08-24T00:00:00.000
272,20260709,20260615,62580,4320,358,121,-1,-1,416,7,1,1,LT000272,272,9.0000,9.0000,382.6400,1,1,2026-08-24T00:00:00.000
273,20260605,20260809,82500,42960,38,499,365,470,188,9,6,3,LT000273,273,10.0000,10.0000,384.0100,1,1,2026-08-24T00:00:00.000
274,20260705,20260815,48120,38160,241,174,393,458,271,11,2,4,LT000274,274,11.0000,11.0000,385.3800,1,1,2026-08-24T00:00:00.000
275,20260822,20260812,11400,3360,187,312,162,71,203,7,6,3,LT000275,275,12.0000,12.0000,386.7500,1,1,2026-08-24T00:00:00.000
276,20260603,20260605,38580,33900,223,473,306,495,47,6,5,2,LT000276,276,13.0000,13.0000,388.1200,1,1,2026-08-24T00:00:00.000
277,20260818,20260702,79740,16500,156,35,279,480,198,2,5,5,LT000277,277,14.0000,14.0000,389.4900,1,1,2026-08-24T00:00:00.000
278,20260614,20260717,10800,75000,71,316,165,446,397,2,6,5,LT000278,278,15.0000,15.0000,390.8600,1,1,2026-08-24T00:00:00.000
279,20260824,20260621,10920,40080,246,100,196,448,417,1,4,1,LT000279,279,16.0000,16.0000,392.2300,1,1,2026-08-24T00:00:00.000
280,20260813,20260712,50820,12660,325,343,303,188,190,6,5,1,LT000280,280,17.0000,17.0000,393.6000,1,1,2026-08-24T00:00:00.000
281,20260620,20260712,16320,16140,486,431,353,488,111,2,5,2,LT000281,281,18.0000,18.0000,394.9700,1,1,2026-08-24T00:00:00.000
282,20260616,20260823,51600,63480,258,82,200,259,312,4,1,3,LT000282,282,19.0000,19.0000,396.3400,1,1,2026-08-24T00:00:00.000
283,20260722,20260528,420,61860,466,39,452,486,431,6,5,5,LT000283,283,20.0000,20.0000,397.7100,1,1,2026-08-24T00:00:00.000
284,20260625,20260610,74100,26580,343,200,434,35,305,5,1,5,LT000284,284,21.0000,21.0000,399.0800,1,1,2026-08-24T00:00:00.000
285,20260717,20260818,66120,55920,269,171,417,340,253,12,2,1,LT000285,285,22.0000,22.0000,400.4500,1,1,2026-08-24T00:00:00.000
286,20260530,20260615,60540,19620,175,193,266,202,38,8,4,2,LT000286,286,23.0000,23.0000,401.8200,1,1,2026-08-24T00:00:00.000
287,20260802,20260611,36720,11220,470,110,343,150,82,12,2,3,LT000287,287,24.0000,24.0000,403.1900,1,1,2026-08-24T00:00:00.000
288,20260608,20260815,58080,5700,422,159,363,484,93,3,6,1,LT000288,288,1.0000,1.0000,404.5600,1,1,2026-08-24T00:00:00.000
289,20260622,20260711,52140,84060,218,205,-1,-1,181,7,3,2,LT000289,289,2.0000,2.0000,405.9300,1,1,2026-08-24T00:00:00.000
290,20260530,20260602,61980,29640,34,222,346,232,328,2,5,1,LT000290,290,3.0000,3.0000,407.3000,1,1,2026-08-24T00:00:00.000
291,20260626,20260606,26700,44640,460,78,4,310,440,3,6,4,LT000291,291,4.0000,4.0000,408.6700,1,1,2026-08-24T00:00:00.000
292,20260625,20260809,83160,33780,49,405,97,334,198,2,5,5,LT000292,292,5.0000,5.0000,410.0400,1,1,2026-08-24T00:00:00.000
293,20260720,20260607,27960,38580,270,57,414,329,186,9,5,2,LT000293,293,6.0000,6.0000,411.4100,1,1,2026-08-24T00:00:00.000
294,20260529,20260607,62220,38160,8,166,132,464,481,6,1,5,LT000294,294,7.0000,7.0000,412.7800,1,1,2026-08-24T00:00:00.000
295,20260708,20260624,15600,85320,320,295,10,202,230,4,3,4,LT000295,295,8.0000,8.0000,414.1500,1,1,2026-08-24T00:00:00.000
296,20260530,20260619,70980,13500,4,474,386,303,284,12,3,3,LT000296,296,9.0000,9.0000,415.5200,1,1,2026-08-24T00:00:00.000
297,20260604,20260608,74460,24480,226,411,341,280,254,6,3,3,LT000297,297,10.0000,10.0000,416.8900,1,1,2026-08-24T00:00:00.000
298,20260710,20260818,40800,67320,229,229,301,326,330,6,2,4,LT000298,298,11.0000,11.0000,418.2600,1,1,2026-08-24T00:00:00.000
299,20260819,20260625,68520,7920,98,294,151,382,118,1,7,2,LT000299,299,12.0000,12.0000,419.6300,1,1,2026-08-24T00:00:00.000
300,20260812,20260730,17760,10440,23,486,250,25,219,2,2,5,LT000300,300,13.0000,13.0000,421.0000,1,1,2026-08-24T00:00:00.000
301,20260703,20260623,5100,47100,455,224,16,228,19,9,3,5,LT000301,301,14.0000,14.0000,422.3700,1,1,2026-08-24T00:00:00.000
302,20260819,20260710,40260,37020,461,256,485,232,497,2,3,2,LT000302,302,15.0000,15.0000,423.7400,1,1,2026-08-24T00:00:00.000
303,20260722,20260604,9000,49560,12,364,370,320,434,2,5,3,LT000303,303,16.0000,16.0000,425.1100,1,1,2026-08-24T00:00:00.000
304,20260809,20260712,67200,45300,384,152,137,433,372,11,5,3,LT000304,304,17.0000,17.0000,426.4800,1,1,2026-08-24T00:00:00.000
305,20260808,20260723,66540,20400,262,383,266,457,16,7,4,5,LT000305,305,18.0000,18.0000,427.8500,1,1,2026-08-24T00:00:00.000
306,20260614,20260816,64080,10860,238,211,-1,-1,17,2,2,3,LT000306,306,19.0000,19.0000,429.2200,1,1,2026-08-24T00:00:00.000
307,20260816,20260616,34020,58200,305,338,286,92,475,7,4,3,LT000307,307,20.0000,20.0000,430.5900,1,1,2026-08-24T00:00:00.000
308,20260601,20260710,68100,14880,132,221,455,44,428,3,1,2,LT000308,308,21.0000,21.0000,431.9600,1,1,2026-08-24T00:00:00.000
309,20260615,20260805,53100,30960,378,498,353,291,468,12,6,2,LT000309,309,22.0000,22.0000,433.3300,1,1,2026-08-24T00:00:00.000
310,20260801,20260708,5100,34560,314,228,367,139,127,7,4,2,LT000310,310,23.0000,23.0000,434.7000,1,1,2026-08-24T00:00:00.000
311,20260712,20260616,2880,48180,167,385,21,65,68,10,1,3,LT000311,311,24.0000,24.0000,436.0700,1,1,2026-08-24T00:00:00.000
312,20260727,20260802,22320,49980,71,410,33,384,186,11,1,4,LT000312,312,1.0000,1.0000,437.4400,1,1,2026-08-24T00:00:00.000
313,20260607,20260804,71700,62940,437,196,86,196,459,9,2,4,LT000313,313,2.0000,2.0000,438.8100,1,1,2026-08-24T00:00:00.000
314,20260613,20260815,82860,41940,173,264,17,124,330,5,3,2,LT000314,314,3.0000,3.0000,440.1800,1,1,2026-08-24T00:00:00.000
315,20260725,20260714,65760,33540,182,226,309,206,286,10,4,3,LT000315,315,4.0000,4.0000,441.5500,1,1,2026-08-24T00:00:00.000
316,20260801,20260807,71940,3120,141,54,13,457,85,1,6,4,LT000316,316,5.0000,5.0000,442.9200,1,1,2026-08-24T00:00:00.000
317,20260822,20260613,49020,52320,393,299,485,124,305,1,6,2,LT000317,317,6.0000,6.0000,444.2900,1,1,2026-08-24T00:00:00.000
318,20260701,20260624,55200,50220,485,298,223,499,139,3,6,3,LT000318,318,7.0000,7.0000,445.6600,1,1,2026-08-24T00:00:00.000
319,20260810,20260617,9360,5160,261,469,13,127,203,9,4,1,LT000319,319,8.0000,8.0000,447.0300,1,1,2026-08-24T00:00:00.000
320,20260624,20260813,42240,77280,363,479,69,41,482,2,4,1,LT000320,320,9.0000,9.0000,448.4000,1,1,2026-08-24T00:00:00.000
321,20260528,20260806,37680,54960,68,310,351,10,325,6,7,5,LT000321,321,10.0000,10.0000,449.7700,1,1,2026-08-24T00:00:00.000
322,20260814,20260710,50400,3600,452,186,429,34,149,7,1,2,LT000322,322,11.0000,11.0000,451.1400,1,1,2026-08-24T00:00:00.000
323,20260531,20260531,20580,1920,375,480,-1,-1,80,9,1,5,LT000323,323,12.0000,12.0000,452.5100,1,1,2026-08-24T00:00:00.000
324,20260731,20260608,83760,70140,60,145,219,177,8,3,1,5,LT000324,324,13.0000,13.0000,453.8800,1,1,2026-08-24T00:00:00.000
325,20260609,20260806,21000,75900,205,498,441,479,364,4,7,1,LT000325,325,14.0000,14.0000,455.2500,1,1,2026-08-24T00:00:00.000
326,20260527,20260821,12000,53580,16,70,133,227,79,2,5,2,LT000326,326,15.0000,15.0000,456.6200,1,1,2026-08-24T00:00:00.000
327,20260805,20260714,51000,78120,13,365,114,191,471,10,2,4,LT000327,327,16.0000,16.0000,457.9900,1,1,2026-08-24T00:00:00.000
328,20260617,20260822,85500,27540,486,390,133,102,401,7,4,2,LT000328,328,17.0000,17.0000,459.3600,1,1,2026-08-24T00:00:00.000
329,20260601,20260625,54000,17400,351,153,351,351,89,7,5,1,LT000329,329,18.0000,18.0000,460.7300,1,1,2026-08-24T00:00:00.000
330,20260613,20260821,3000,73980,287,268,190,199,306,12,2,3,LT000330,330,19.0000,19.0000,462.1000,1,1,2026-08-24T00:00:00.000
331,20260717,20260815,29160,58620,385,427,149,309,184,8,5,4,LT000331,331,20.0000,20.0000,463.4700,1,1,2026-08-24T00:00:00.000
332,20260629,20260810,75120,22680,464,40,287,250,431,12,5,1,LT000332,332,21.0000,21.0000,464.8400,1,1,2026-08-24T00:00:00.000
333,20260611,20260604,63360,51420,427,445,47,474,497,7,2,2,LT000333,333,22.0000,22.0000,466.2100,1,1,2026-08-24T00:00:00.000
334,20260713,20260623,30540,46980,352,30,146,226,263,8,3,3,LT000334,334,23.0000,23.0000,467.5800,1,1,2026-08-24T00:00:00.000
335,20260619,20260628,37560,27720,115,365,323,454,17,7,5,3,LT000335,335,24.0000,24.0000,468.9500,1,1,2026-08-24T00:00:00.000
336,20260713,20260527,45840,62760,231,442,203,382,112,5,6,3,LT000336,336,1.0000,1.0000,470.3200,1,1,2026-08-24T00:00:00.000
337,20260724,20260704,46680,65400,283,49,398,500,57,5,3,4,LT000337,337,2.0000,2.0000,471.6900,1,1,2026-08-24T00:00:00.000
338,20260818,20260806,67020,17280,281,81,46,272,130,3,3,3,LT000338,338,3.0000,3.0000,473.0600,1,1,2026-08-24T00:00:00.000
339,20260705,20260709,54420,28680,428,59,128,35,326,5,7,4,LT000339,339,4.0000,4.0000,474.4300,1,1,2026-08-24T00:00:00.000
340,20260602,20260710,57420,69480,132,249,-1,-1,159,6,5,5,LT000340,340,5.0000,5.0000,475.8000,1,1,2026-08-24T00:00:00.000
341,20260619,20260608,15480,82560,203,115,255,217,384,9,3,2,LT000341,341,6.0000,6.0000,477.1700,1,1,2026-08-24T00:00:00.000
342,20260823,20260602,47220,28260,492,33,172,406,465,5,7,4,LT000342,342,7.0000,7.0000,478.5400,1,1,2026-08-24T00:00:00.000
343,20260807,20260821,81720,34860,67,322,160,493,250,12,7,2,LT000343,343,8.0000,8.0000,479.9100,1,1,2026-08-24T00:00:00.000
344,20260529,20260713,81360,33720,92,280,407,357,442,6,1,2,LT000344,344,9.0000,9.0000,481.2800,1,1,2026-08-24T00:00:00.000
345,20260619,20260806,84240,32280,489,403,309,242,158,10,5,3,LT000345,345,10.0000,10.0000,482.6500,1,1,2026-08-24T00:00:00.000
346,20260702,20260626,9120,75060,466,395,158,252,144,9,4,3,LT000346,346,11.0000,11.0000,484.0200,1,1,2026-08-24T00:00:00.000
347,20260617,20260709,69840,24420,321,233,390,406,454,8,1,4,LT000347,347,12.0000,12.0000,485.3900,1,1,2026-08-24T00:00:00.000
348,20260719,20260805,960,67080,424,63,66,70,351,6,2,1,LT000348,348,13.0000,13.0000,486.7600,1,1,2026-08-24T00:00:00.000
349,20260814,20260818,58620,25080,116,220,1,487,168,5,3,1,LT000349,349,14.0000,14.0000,488.1300,1,1,2026-08-24T00:00:00.000
350,20260702,20260729,52500,60000,27,395,487,494,223,2,2,2,LT000350,350,15.0000,15.0000,489.5000,1,1,2026-08-24T00:00:00.000
351,20260528,20260606,68700,74220,323,48,410,428,496,3,2,1,LT000351,351,16.0000,16.0000,490.8700,1,1,2026-08-24T00:00:00.000
352,20260718,20260719,23400,12180,287,395,357,440,352,10,5,2,LT000352,352,17.0000,17.0000,492.2400,1,1,2026-08-24T00:00:00.000
353,20260819,20260729,24000,66540,443,315,285,91,252,5,3,2,LT000353,353,18.0000,18.0000,493.6100,1,1,2026-08-24T00:00:00.000
354,20260807,20260603,38100,70860,427,281,232,338,5,2,4,2,LT000354,354,19.0000,19.0000,494.9800,1,1,2026-08-24T00:00:00.000
355,20260721,20260621,75660,17100,152,444,253,37,129,5,2,4,LT000355,355,20.0000,20.0000,496.3500,1,1,2026-08-24T00:00:00.000
356,20260820,20260801,25020,84240,251,398,212,117,40,2,6,2,LT000356,356,21.0000,21.0000,497.7200,1,1,2026-08-24T00:00:00.000
357,20260617,20260607,61140,22620,326,114,-1,-1,417,3,4,1,LT000357,357,22.0000,22.0000,499.0900,1,1,2026-08-24T00:00:00.000
358,20260626,20260625,81420,60240,424,309,191,361,309,2,6,2,LT000358,358,23.0000,23.0000,500.4600,1,1,2026-08-24T00:00:00.000
359,20260707,20260709,61320,3960,88,250,150,66,168,8,4,5,LT000359,359,24.0000,24.0000,501.8300,1,1,2026-08-24T00:00:00.000
360,20260815,20260614,13260,23460,207,63,43,311,243,7,5,1,LT000360,360,1.0000,1.0000,503.2000,1,1,2026-08-24T00:00:00.000
361,20260724,20260816,80760,77700,377,223,121,383,335,3,4,2,LT000361,361,2.0000,2.0000,504.5700,1,1,2026-08-24T00:00:00.000
362,20260725,20260705,59520,85020,244,34,283,353,393,2,4,4,LT000362,362,3.0000,3.0000,505.9400,1,1,2026-08-24T00:00:00.000
363,20260629,20260726,61920,6240,323,331,403,27,473,1,3,3,LT000363,363,4.0000,4.0000,507.3100,1,1,2026-08-24T00:00:00.000
