SafetyNearMissKey,ObservedDateKey,SubmittedDateKey,ObservedTimeOfDayKey,PlantKey,WorkCenterKey,ReporterEmployeeKey,SafetyIncidentTypeKey,SafetyHazardConditionKey,SafetyIncidentStatusKey,SeverityKey,NearMissNumber,ObservationCount,PotentialRiskScore,SourceSystemKey,BatchId,LoadedAtUtc
236,20260605,20260816,31860,30,381,65,386,348,3,1,SNM000236,237,237.00,1,1,2026-08-24T00:00:00.000
237,20260815,20260813,57840,271,69,106,72,456,3,4,SNM000237,238,238.00,1,1,2026-08-24T00:00:00.000
238,20260808,20260730,3300,207,-1,-1,65,251,6,1,SNM000238,239,239.00,1,1,2026-08-24T00:00:00.000
239,20260703,20260810,33840,29,7,142,449,306,4,5,SNM000239,240,240.00,1,1,2026-08-24T00:00:00.000
240,20260810,20260613,86040,152,474,482,409,446,6,4,SNM000240,241,241.00,1,1,2026-08-24T00:00:00.000
241,20260815,20260604,51780,145,327,278,207,34,8,1,SNM000241,242,242.00,1,1,2026-08-24T00:00:00.000
242,20260821,20260627,41160,335,381,157,387,273,2,3,SNM000242,243,243.00,1,1,2026-08-24T00:00:00.000
243,20260527,20260527,55260,276,261,66,269,396,7,2,SNM000243,244,244.00,1,1,2026-08-24T00:00:00.000
244,20260710,20260804,68940,333,120,133,42,500,1,1,SNM000244,245,245.00,1,1,2026-08-24T00:00:00.000
245,20260819,20260806,49020,210,171,452,272,379,6,5,SNM000245,246,246.00,1,1,2026-08-24T00:00:00.000
246,20260720,20260623,10920,146,414,490,211,408,4,3,SNM000246,247,247.00,1,1,2026-08-24T00:00:00.000
247,20260611,20260727,38280,21,387,150,155,488,8,3,SNM000247,248,248.00,1,1,2026-08-24T00:00:00.000
248,20260722,20260618,9420,40,322,198,235,321,1,1,SNM000248,249,249.00,1,1,2026-08-24T00:00:00.000
249,20260607,20260807,7560,301,399,179,262,316,4,2,SNM000249,250,250.00,1,1,2026-08-24T00:00:00.000
250,20260823,20260803,32040,76,38,158,449,476,3,1,SNM000250,251,251.00,1,1,2026-08-24T00:00:00.000
251,20260802,20260624,67800,285,135,474,86,216,5,5,SNM000251,252,252.00,1,1,2026-08-24T00:00:00.000
252,20260816,20260824,24180,219,254,457,98,324,5,2,SNM000252,253,253.00,1,1,2026-08-24T00:00:00.000
253,20260809,20260725,30000,29,429,116,415,38,1,5,SNM000253,254,254.00,1,1,2026-08-24T00:00:00.000
254,20260728,20260814,14400,212,44,396,449,363,7,2,SNM000254,255,255.00,1,1,2026-08-24T00:00:00.000
255,20260614,20260626,19500,26,-1,-1,177,14,6,3,SNM000255,256,256.00,1,1,2026-08-24T00:00:00.000
256,20260713,20260710,30960,344,241,271,423,7,4,1,SNM000256,257,257.00,1,1,2026-08-24T00:00:00.000
257,20260819,20260613,4560,234,1,493,411,273,1,3,SNM000257,258,258.00,1,1,2026-08-24T00:00:00.000
258,20260805,20260528,1200,248,223,136,425,179,2,5,SNM000258,259,259.00,1,1,2026-08-24T00:00:00.000
259,20260801,20260801,49680,179,115,156,359,413,1,5,SNM000259,260,260.00,1,1,2026-08-24T00:00:00.000
260,20260704,20260823,59760,75,242,137,106,445,4,5,SNM000260,261,261.00,1,1,2026-08-24T00:00:00.000
261,20260711,20260820,45300,38,69,371,295,127,8,3,SNM000261,262,262.00,1,1,2026-08-24T00:00:00.000
262,20260630,20260823,6120,258,446,479,306,359,1,5,SNM000262,263,263.00,1,1,2026-08-24T00:00:00.000
263,20260603,20260804,1440,250,453,192,115,228,6,5,SNM000263,264,264.00,1,1,2026-08-24T00:00:00.000
264,20260601,20260701,65400,147,437,283,343,333,8,2,SNM000264,265,265.00,1,1,2026-08-24T00:00:00.000
265,20260809,20260530,26700,185,242,102,172,117,2,1,SNM000265,266,266.00,1,1,2026-08-24T00:00:00.000
266,20260621,20260625,76440,23,250,35,396,329,4,2,SNM000266,267,267.00,1,1,2026-08-24T00:00:00.000
267,20260602,20260705,15660,303,306,245,324,498,8,2,SNM000267,268,268.00,1,1,2026-08-24T00:00:00.000
268,20260731,20260728,27600,228,212,224,287,319,1,2,SNM000268,269,269.00,1,1,2026-08-24T00:00:00.000
269,20260725,20260804,42540,79,88,376,218,219,2,1,SNM000269,270,270.00,1,1,2026-08-24T00:00:00.000
270,20260811,20260601,82860,14,44,82,13,335,3,2,SNM000270,271,271.00,1,1,2026-08-24T00:00:00.000
271,20260722,20260813,37140,141,307,126,321,245,8,5,SNM000271,272,272.00,1,1,2026-08-24T00:00:00.000
272,20260601,20260811,81780,256,-1,-1,194,61,4,2,SNM000272,273,273.00,1,1,2026-08-24T00:00:00.000
273,20260729,20260717,4140,62,270,62,70,226,1,2,SNM000273,274,274.00,1,1,2026-08-24T00:00:00.000
274,20260718,20260710,84840,226,469,303,141,113,8,2,SNM000274,275,275.00,1,1,2026-08-24T00:00:00.000
275,20260629,20260625,54420,278,368,368,353,256,5,3,SNM000275,276,276.00,1,1,2026-08-24T00:00:00.000
276,20260801,20260531,20160,27,497,213,311,344,2,5,SNM000276,277,277.00,1,1,2026-08-24T00:00:00.000
277,20260605,20260706,56040,98,400,395,391,497,6,4,SNM000277,278,278.00,1,1,2026-08-24T00:00:00.000
278,20260721,20260713,82080,115,9,175,113,307,5,4,SNM000278,279,279.00,1,1,2026-08-24T00:00:00.000
279,20260814,20260529,54540,148,362,205,406,83,6,3,SNM000279,280,280.00,1,1,2026-08-24T00:00:00.000
280,20260824,20260606,21780,163,48,136,317,79,2,4,SNM000280,281,281.00,1,1,2026-08-24T00:00:00.000
281,20260722,20260809,3480,263,112,60,423,346,1,3,SNM000281,282,282.00,1,1,2026-08-24T00:00:00.000
282,20260810,20260612,37920,97,385,418,24,203,6,1,SNM000282,283,283.00,1,1,2026-08-24T00:00:00.000
283,20260722,20260608,61200,65,233,201,312,144,7,1,SNM000283,284,284.00,1,1,2026-08-24T00:00:00.000
284,20260612,20260812,9660,83,29,352,355,495,7,3,SNM000284,285,285.00,1,1,2026-08-24T00:00:00.000
285,20260729,20260716,23940,280,486,31,345,464,3,3,SNM000285,286,286.00,1,1,2026-08-24T00:00:00.000
286,20260626,20260611,64080,235,66,223,446,494,4,1,SNM000286,287,287.00,1,1,2026-08-24T00:00:00.000
287,20260803,20260613,46560,34,424,267,419,399,6,3,SNM000287,288,288.00,1,1,2026-08-24T00:00:00.000
288,20260805,20260616,63960,210,60,427,186,247,7,3,SNM000288,289,289.00,1,1,2026-08-24T00:00:00.000
289,20260818,20260620,84420,36,-1,-1,99,295,8,4,SNM000289,290,290.00,1,1,2026-08-24T00:00:00.000
290,20260729,20260605,8460,22,490,179,427,180,2,4,SNM000290,291,291.00,1,1,2026-08-24T00:00:00.000
291,20260630,20260604,41640,293,333,359,212,274,6,5,SNM000291,292,292.00,1,1,2026-08-24T00:00:00.000
292,20260802,20260714,9480,212,242,210,162,403,8,3,SNM000292,293,293.00,1,1,2026-08-24T00:00:00.000
293,20260604,20260718,72360,245,471,108,186,75,7,3,SNM000293,294,294.00,1,1,2026-08-24T00:00:00.000
294,20260820,20260624,11640,334,158,411,208,14,8,2,SNM000294,295,295.00,1,1,2026-08-24T00:00:00.000
295,20260822,20260724,31320,98,474,18,415,201,5,4,SNM000295,296,296.00,1,1,2026-08-24T00:00:00.000
296,20260817,20260622,63660,55,102,75,407,197,2,2,SNM000296,297,297.00,1,1,2026-08-24T00:00:00.000
297,20260818,20260530,76740,36,377,181,67,337,8,2,SNM000297,298,298.00,1,1,2026-08-24T00:00:00.000
298,20260711,20260721,120,348,339,145,171,393,7,1,SNM000298,299,299.00,1,1,2026-08-24T00:00:00.000
299,20260717,20260626,5280,16,292,72,132,252,2,3,SNM000299,300,300.00,1,1,2026-08-24T00:00:00.000
300,20260731,20260616,17100,224,3,477,37,254,1,1,SNM000300,301,301.00,1,1,2026-08-24T00:00:00.000
301,20260713,20260803,240,268,85,460,199,448,3,2,SNM000301,302,302.00,1,1,2026-08-24T00:00:00.000
302,20260821,20260609,39960,83,217,465,422,111,1,3,SNM000302,303,303.00,1,1,2026-08-24T00:00:00.000
303,20260615,20260715,20700,140,39,466,55,38,4,1,SNM000303,304,304.00,1,1,2026-08-24T00:00:00.000
304,20260811,20260824,44820,50,121,171,312,470,2,3,SNM000304,305,305.00,1,1,2026-08-24T00:00:00.000
305,20260811,20260725,64440,220,447,185,425,156,5,3,SNM000305,306,306.00,1,1,2026-08-24T00:00:00.000
306,20260820,20260727,660,317,-1,-1,140,493,4,1,SNM000306,307,307.00,1,1,2026-08-24T00:00:00.000
307,20260619,20260704,80820,59,6,291,112,7,3,5,SNM000307,308,308.00,1,1,2026-08-24T00:00:00.000
308,20260809,20260613,67560,331,255,16,46,117,1,1,SNM000308,309,309.00,1,1,2026-08-24T00:00:00.000
309,20260630,20260615,6000,332,427,422,413,261,1,3,SNM000309,310,310.00,1,1,2026-08-24T00:00:00.000
310,20260801,20260627,62160,338,471,476,188,77,4,4,SNM000310,311,311.00,1,1,2026-08-24T00:00:00.000
311,20260610,20260601,63060,252,227,138,247,63,7,1,SNM000311,312,312.00,1,1,2026-08-24T00:00:00.000
312,20260719,20260711,39360,112,107,394,267,481,5,2,SNM000312,313,313.00,1,1,2026-08-24T00:00:00.000
313,20260714,20260815,38160,236,382,367,148,459,4,4,SNM000313,314,314.00,1,1,2026-08-24T00:00:00.000
314,20260719,20260609,76080,325,109,438,408,288,2,5,SNM000314,315,315.00,1,1,2026-08-24T00:00:00.000
315,20260618,20260617,56100,212,165,46,290,484,8,2,SNM000315,316,316.00,1,1,2026-08-24T00:00:00.000
316,20260612,20260612,7800,332,344,277,65,330,8,1,SNM000316,317,317.00,1,1,2026-08-24T00:00:00.000
317,20260602,20260813,46260,285,437,474,412,5,2,5,SNM000317,318,318.00,1,1,2026-08-24T00:00:00.000
318,20260618,20260610,72540,149,490,156,318,389,8,4,SNM000318,319,319.00,1,1,2026-08-24T00:00:00.000
319,20260601,20260810,30300,159,333,198,437,229,7,4,SNM000319,320,320.00,1,1,2026-08-24T00:00:00.000
320,20260721,20260716,26040,250,403,18,326,475,7,3,SNM000320,321,321.00,1,1,2026-08-24T00:00:00.000
321,20260725,20260529,13980,35,143,90,50,279,2,1,SNM000321,322,322.00,1,1,2026-08-24T00:00:00.000
322,20260610,20260718,28560,58,291,83,155,288,3,3,SNM000322,323,323.00,1,1,2026-08-24T00:00:00.000
323,20260529,20260628,10140,312,-1,-1,204,386,4,1,SNM000323,324,324.00,1,1,2026-08-24T00:00:00.000
324,20260801,20260814,78300,3,190,149,313,143,8,1,SNM000324,325,325.00,1,1,2026-08-24T00:00:00.000
325,20260611,20260718,81960,301,175,298,120,231,5,1,SNM000325,326,326.00,1,1,2026-08-24T00:00:00.000
326,20260824,20260616,19920,22,436,463,413,338,2,5,SNM000326,327,327.00,1,1,2026-08-24T00:00:00.000
327,20260821,20260718,66480,60,182,394,135,31,6,1,SNM000327,328,328.00,1,1,2026-08-24T00:00:00.000
328,20260621,20260822,48720,156,129,239,233,229,7,5,SNM000328,329,329.00,1,1,2026-08-24T00:00:00.000
329,20260627,20260706,31320,213,201,27,42,479,5,3,SNM000329,330,330.00,1,1,2026-08-24T00:00:00.000
330,20260809,20260601,49260,46,438,72,165,491,3,2,SNM000330,331,331.00,1,1,2026-08-24T00:00:00.000
331,20260807,20260623,66660,166,289,202,206,239,2,1,SNM000331,332,332.00,1,1,2026-08-24T00:00:00.000
332,20260815,20260815,42360,103,135,489,394,321,1,3,SNM000332,333,333.00,1,1,2026-08-24T00:00:00.000
333,20260807,20260812,46920,340,399,396,159,355,1,2,SNM000333,334,334.00,1,1,2026-08-24T00:00:00.000
334,20260611,20260812,1320,315,348,473,443,154,4,4,SNM000334,335,335.00,1,1,2026-08-24T00:00:00.000
335,20260724,20260810,72240,232,16,449,131,247,2,1,SNM000335,336,336.00,1,1,2026-08-24T00:00:00.000
336,20260614,20260707,2460,350,28,399,264,135,7,5,SNM000336,337,337.00,1,1,2026-08-24T00:00:00.000
337,20260713,20260706,81720,32,288,185,290,342,2,3,SNM000337,338,338.00,1,1,2026-08-24T00:00:00.000
338,20260817,20260725,66000,330,112,179,363,322,8,4,SNM000338,339,339.00,1,1,2026-08-24T00:00:00.000
339,20260821,20260626,27840,246,298,497,274,154,2,3,SNM000339,340,340.00,1,1,2026-08-24T00:00:00.000
340,20260711,20260530,2580,262,-1,-1,276,57,7,1,SNM000340,341,341.00,1,1,2026-08-24T00:00:00.000
341,20260527,20260814,32640,238,431,266,254,175,5,5,SNM000341,342,342.00,1,1,2026-08-24T00:00:00.000
342,20260802,20260527,74220,160,128,24,321,384,1,4,SNM000342,343,343.00,1,1,2026-08-24T00:00:00.000
343,20260824,20260629,61020,81,187,184,319,50,4,4,SNM000343,344,344.00,1,1,2026-08-24T00:00:00.000
344,20260626,20260619,23820,166,103,165,310,66,7,2,SNM000344,345,345.00,1,1,2026-08-24T00:00:00.000
345,20260706,20260604,72420,204,41,264,52,22,3,1,SNM000345,346,346.00,1,1,2026-08-24T00:00:00.000
346,20260619,20260808,69120,169,261,80,195,440,3,5,SNM000346,347,347.00,1,1,2026-08-24T00:00:00.000
347,20260802,20260624,67620,146,392,77,219,469,1,1,SNM000347,348,348.00,1,1,2026-08-24T00:00:00.000
348,20260724,20260801,84600,197,273,341,341,231,6,5,SNM000348,349,349.00,1,1,2026-08-24T00:00:00.000
349,20260624,20260713,47160,130,423,421,87,368,7,5,SNM000349,350,350.00,1,1,2026-08-24T00:00:00.000
350,20260807,20260718,59280,61,271,418,361,268,4,3,SNM000350,351,351.00,1,1,2026-08-24T00:00:00.000
351,20260626,20260805,21540,231,373,192,133,486,6,1,SNM000351,352,352.00,1,1,2026-08-24T00:00:00.000
352,20260608,20260606,82260,68,60,439,429,461,4,3,SNM000352,353,353.00,1,1,2026-08-24T00:00:00.000
353,20260731,20260618,53100,52,107,48,236,493,4,3,SNM000353,354,354.00,1,1,2026-08-24T00:00:00.000
354,20260724,20260527,17880,24,203,100,376,273,2,4,SNM000354,355,355.00,1,1,2026-08-24T00:00:00.000
355,20260622,20260716,74280,349,308,198,383,126,3,1,SNM000355,356,356.00,1,1,2026-08-24T00:00:00.000
356,20260618,20260806,33420,126,170,436,127,495,3,3,SNM000356,357,357.00,1,1,2026-08-24T00:00:00.000
357,20260722,20260806,56280,248,-1,-1,94,420,4,1,SNM000357,358,358.00,1,1,2026-08-24T00:00:00.000
358,20260704,20260813,1740,301,226,260,257,8,7,1,SNM000358,359,359.00,1,1,2026-08-24T00:00:00.000
359,20260610,20260802,46200,320,21,438,112,437,6,5,SNM000359,360,360.00,1,1,2026-08-24T00:00:00.000
360,20260727,20260809,45420,343,397,208,123,408,7,5,SNM000360,361,361.00,1,1,2026-08-24T00:00:00.000
361,20260624,20260617,26160,109,59,141,51,403,6,5,SNM000361,362,362.00,1,1,2026-08-24T00:00:00.000
362,20260611,20260730,61440,87,454,408,169,454,6,1,SNM000362,363,363.00,1,1,2026-08-24T00:00:00.000
363,20260725,20260604,63600,125,293,17,241,145,8,3,SNM000363,364,364.00,1,1,2026-08-24T00:00:00.000
364,20260730,20260628,31140,168,292,227,294,479,3,5,SNM000364,365,365.00,1,1,2026-08-24T00:00:00.000
365,20260529,20260602,65580,116,385,316,96,129,5,2,SNM000365,366,366.00,1,1,2026-08-24T00:00:00.000
366,20260630,20260702,2760,256,72,213,54,140,3,1,SNM000366,367,367.00,1,1,2026-08-24T00:00:00.000
367,20260613,20260606,7620,350,9,435,185,288,1,3,SNM000367,368,368.00,1,1,2026-08-24T00:00:00.000
368,20260719,20260809,47280,20,253,196,24,427,7,4,SNM000368,369,369.00,1,1,2026-08-24T00:00:00.000
369,20260608,20260807,18900,254,470,430,197,218,5,1,SNM000369,370,370.00,1,1,2026-08-24T00:00:00.000
370,20260714,20260611,23880,319,97,284,405,443,2,3,SNM000370,371,371.00,1,1,2026-08-24T00:00:00.000
371,20260619,20260818,11700,13,375,398,224,92,6,4,SNM000371,372,372.00,1,1,2026-08-24T00:00:00.000
372,20260822,20260712,69840,209,324,318,70,356,8,3,SNM000372,373,373.00,1,1,2026-08-24T00:00:00.000
373,20260626,20260630,56040,129,135,85,415,364,8,1,SNM000373,374,374.00,1,1,2026-08-24T00:00:00.000
374,20260620,20260612,51780,336,-1,-1,6,6,8,5,SNM000374,375,375.00,1,1,2026-08-24T00:00:00.000
375,20260607,20260630,28380,343,389,182,445,199,1,2,SNM000375,376,376.00,1,1,2026-08-24T00:00:00.000
376,20260803,20260730,36480,348,282,412,231,18,6,5,SNM000376,377,377.00,1,1,2026-08-24T00:00:00.000
377,20260609,20260711,4980,5,340,452,92,166,5,2,SNM000377,378,378.00,1,1,2026-08-24T00:00:00.000
378,20260731,20260712,13140,147,57,416,360,324,3,5,SNM000378,379,379.00,1,1,2026-08-24T00:00:00.000
379,20260627,20260804,42120,145,58,369,406,300,8,5,SNM000379,380,380.00,1,1,2026-08-24T00:00:00.000
380,20260616,20260615,85560,113,498,161,289,173,5,3,SNM000380,381,381.00,1,1,2026-08-24T00:00:00.000
381,20260713,20260807,52920,240,498,2,382,229,1,2,SNM000381,382,382.00,1,1,2026-08-24T00:00:00.000
382,20260624,20260731,57480,286,347,87,290,378,4,3,SNM000382,383,383.00,1,1,2026-08-24T00:00:00.000
383,20260624,20260627,21180,109,170,346,102,278,5,2,SNM000383,384,384.00,1,1,2026-08-24T00:00:00.000
384,20260729,20260801,42000,32,35,80,226,417,4,5,SNM000384,385,385.00,1,1,2026-08-24T00:00:00.000
385,20260702,20260622,30600,96,5,243,232,66,6,3,SNM000385,386,386.00,1,1,2026-08-24T00:00:00.000
386,20260806,20260603,64320,209,154,106,436,322,1,2,SNM000386,387,387.00,1,1,2026-08-24T00:00:00.000
387,20260707,20260621,21360,150,475,88,316,29,4,4,SNM000387,388,388.00,1,1,2026-08-24T00:00:00.000
388,20260622,20260806,1140,170,481,476,262,377,4,4,SNM000388,389,389.00,1,1,2026-08-24T00:00:00.000
389,20260719,20260622,84900,140,197,47,40,17,8,5,SNM000389,390,390.00,1,1,2026-08-24T00:00:00.000
390,20260712,20260717,52740,344,111,479,330,102,4,3,SNM000390,391,391.00,1,1,2026-08-24T00:00:00.000
391,20260709,20260607,37860,187,-1,-1,29,222,7,4,SNM000391,392,392.00,1,1,2026-08-24T00:00:00.000
392,20260711,20260707,20280,100,64,131,237,289,6,3,SNM000392,393,393.00,1,1,2026-08-24T00:00:00.000
393,20260615,20260804,17220,328,346,296,302,443,2,1,SNM000393,394,394.00,1,1,2026-08-24T00:00:00.000
394,20260706,20260601,39360,25,103,260,390,258,2,1,SNM000394,395,395.00,1,1,2026-08-24T00:00:00.000
395,20260630,20260806,29460,126,129,486,221,88,6,2,SNM000395,396,396.00,1,1,2026-08-24T00:00:00.000
396,20260628,20260527,18720,75,376,32,178,385,3,3,SNM000396,397,397.00,1,1,2026-08-24T00:00:00.000
397,20260823,20260618,34500,236,130,33,212,142,6,3,SNM000397,398,398.00,1,1,2026-08-24T00:00:00.000
398,20260813,20260729,38820,215,400,44,324,169,1,1,SNM000398,399,399.00,1,1,2026-08-24T00:00:00.000
399,20260724,20260724,9420,24,30,235,329,12,6,2,SNM000399,400,400.00,1,1,2026-08-24T00:00:00.000
400,20260723,20260627,1620,209,264,465,299,188,6,2,SNM000400,401,401.00,1,1,2026-08-24T00:00:00.000
401,20260722,20260602,74940,195,211,211,404,42,3,5,SNM000401,402,402.00,1,1,2026-08-24T00:00:00.000
402,20260812,20260724,2700,158,80,136,359,294,5,3,SNM000402,403,403.00,1,1,2026-08-24T00:00:00.000
403,20260812,20260804,68280,31,474,136,77,305,6,5,SNM000403,404,404.00,1,1,2026-08-24T00:00:00.000
404,20260708,20260612,48360,344,399,281,343,169,3,3,SNM000404,405,405.00,1,1,2026-08-24T00:00:00.000
405,20260603,20260706,56880,272,133,146,345,206,6,4,SNM000405,406,406.00,1,1,2026-08-24T00:00:00.000
406,20260821,20260713,41220,245,464,338,251,399,6,4,SNM000406,407,407.00,1,1,2026-08-24T00:00:00.000
407,20260621,20260708,34680,312,372,167,253,176,8,4,SNM000407,408,408.00,1,1,2026-08-24T00:00:00.000
408,20260715,20260802,56100,86,-1,-1,320,311,5,3,SNM000408,409,409.00,1,1,2026-08-24T00:00:00.000
409,20260623,20260612,55620,192,214,32,16,230,5,3,SNM000409,410,410.00,1,1,2026-08-24T00:00:00.000
410,20260814,20260602,71460,131,221,377,319,170,5,1,SNM000410,411,411.00,1,1,2026-08-24T00:00:00.000
411,20260715,20260803,29340,300,126,329,25,263,5,1,SNM000411,412,412.00,1,1,2026-08-24T00:00:00.000
412,20260603,20260618,60240,336,178,127,223,34,3,4,SNM000412,413,413.00,1,1,2026-08-24T00:00:00.000
413,20260823,20260623,5280,124,53,123,292,453,2,5,SNM000413,414,414.00,1,1,2026-08-24T00:00:00.000
414,20260704,20260807,67620,245,200,445,384,202,1,5,SNM000414,415,415.00,1,1,2026-08-24T00:00:00.000
415,20260721,20260723,32040,292,199,322,201,286,4,2,SNM000415,416,416.00,1,1,2026-08-24T00:00:00.000
416,20260728,20260716,33840,244,62,314,388,303,2,4,SNM000416,417,417.00,1,1,2026-08-24T00:00:00.000
417,20260629,20260710,86160,256,380,229,293,279,6,3,SNM000417,418,418.00,1,1,2026-08-24T00:00:00.000
418,20260531,20260612,2760,66,107,196,47,85,6,5,SNM000418,419,419.00,1,1,2026-08-24T00:00:00.000
419,20260713,20260615,75900,23,100,116,178,468,8,5,SNM000419,420,420.00,1,1,2026-08-24T00:00:00.000
420,20260528,20260622,44940,153,319,67,261,479,3,2,SNM000420,421,421.00,1,1,2026-08-24T00:00:00.000
421,20260706,20260707,20220,47,217,79,437,101,2,4,SNM000421,422,422.00,1,1,2026-08-24T00:00:00.000
422,20260805,20260810,5820,272,59,368,114,400,2,5,SNM000422,423,423.00,1,1,2026-08-24T00:00:00.000
423,20260601,20260818,58740,107,352,483,393,482,4,1,SNM000423,424,424.00,1,1,2026-08-24T00:00:00.000
424,20260624,20260611,83460,4,105,26,334,359,1,1,SNM000424,425,425.00,1,1,2026-08-24T00:00:00.000
425,20260608,20260712,75600,326,-1,-1,126,379,2,4,SNM000425,426,426.00,1,1,2026-08-24T00:00:00.000
426,20260615,20260628,33540,125,252,77,108,379,2,3,SNM000426,427,427.00,1,1,2026-08-24T00:00:00.000
427,20260629,20260610,84420,9,279,396,96,223,8,1,SNM000427,428,428.00,1,1,2026-08-24T00:00:00.000
428,20260708,20260816,46980,112,160,92,23,95,6,3,SNM000428,429,429.00,1,1,2026-08-24T00:00:00.000
429,20260709,20260803,26040,333,387,172,141,169,3,3,SNM000429,430,430.00,1,1,2026-08-24T00:00:00.000
430,20260605,20260530,60480,121,427,201,181,168,2,2,SNM000430,431,431.00,1,1,2026-08-24T00:00:00.000
431,20260701,20260530,73140,253,24,374,85,75,6,3,SNM000431,432,432.00,1,1,2026-08-24T00:00:00.000
432,20260716,20260816,38640,315,252,55,445,163,6,4,SNM000432,433,433.00,1,1,2026-08-24T00:00:00.000
433,20260801,20260713,40800,192,149,295,125,246,8,4,SNM000433,434,434.00,1,1,2026-08-24T00:00:00.000
434,20260527,20260810,56580,309,139,443,102,60,8,4,SNM000434,435,435.00,1,1,2026-08-24T00:00:00.000
435,20260625,20260812,72480,175,156,135,354,185,5,1,SNM000435,436,436.00,1,1,2026-08-24T00:00:00.000
436,20260618,20260622,24240,321,154,418,96,73,6,4,SNM000436,437,437.00,1,1,2026-08-24T00:00:00.000
437,20260624,20260726,3540,199,171,61,344,136,8,1,SNM000437,438,438.00,1,1,2026-08-24T00:00:00.000
438,20260703,20260626,1680,337,280,46,432,236,8,4,SNM000438,439,439.00,1,1,2026-08-24T00:00:00.000
439,20260823,20260730,32160,300,36,161,114,283,4,3,SNM000439,440,440.00,1,1,2026-08-24T00:00:00.000
440,20260808,20260612,48000,277,207,203,205,58,2,1,SNM000440,441,441.00,1,1,2026-08-24T00:00:00.000
441,20260530,20260726,9540,321,275,340,429,212,8,4,SNM000441,442,442.00,1,1,2026-08-24T00:00:00.000
442,20260704,20260611,51360,245,-1,-1,319,155,6,3,SNM000442,443,443.00,1,1,2026-08-24T00:00:00.000
443,20260608,20260717,11100,102,1,334,209,491,2,4,SNM000443,444,444.00,1,1,2026-08-24T00:00:00.000
444,20260605,20260806,72180,73,477,282,132,45,8,1,SNM000444,445,445.00,1,1,2026-08-24T00:00:00.000
445,20260726,20260706,75780,251,400,385,120,240,3,4,SNM000445,446,446.00,1,1,2026-08-24T00:00:00.000
446,20260707,20260822,83700,251,488,33,29,68,1,1,SNM000446,447,447.00,1,1,2026-08-24T00:00:00.000
447,20260730,20260729,57300,189,486,141,188,202,7,3,SNM000447,448,448.00,1,1,2026-08-24T00:00:00.000
448,20260802,20260627,2940,344,491,278,184,258,2,5,SNM000448,449,449.00,1,1,2026-08-24T00:00:00.000
449,20260609,20260819,43380,205,61,7,346,246,5,2,SNM000449,450,450.00,1,1,2026-08-24T00:00:00.000
450,20260803,20260714,19800,134,213,443,157,318,2,2,SNM000450,451,451.00,1,1,2026-08-24T00:00:00.000
451,20260714,20260724,74640,34,3,73,96,419,4,3,SNM000451,452,452.00,1,1,2026-08-24T00:00:00.000
452,20260804,20260614,4740,104,444,217,159,384,8,3,SNM000452,453,453.00,1,1,2026-08-24T00:00:00.000
453,20260620,20260809,40440,30,173,221,421,52,6,4,SNM000453,454,454.00,1,1,2026-08-24T00:00:00.000
