EnergyGreenhouseGasSnapshotKey,SnapshotDateKey,PlantKey,EnergyCarrierKey,EnergyEmissionFactorKey,BusinessUnitKey,EnergyEmissionScopeKey,UnitOfMeasureKey,ActivityQuantity,CarbonDioxideEquivalentTonnes,BiogenicCarbonDioxideTonnes,SourceSystemKey,BatchId,LoadedAtUtc
1057,20260616,35,15,341,113,2,2,740.000000,58.000000,58.000000,1,1,2026-08-24T00:00:00.000
1058,20260808,196,55,289,23,2,5,740.700000,59.000000,59.000000,1,1,2026-08-24T00:00:00.000
1059,20260528,221,24,410,435,4,2,741.400000,60.000000,60.000000,1,1,2026-08-24T00:00:00.000
1060,20260715,247,31,97,256,4,7,742.100000,61.000000,61.000000,1,1,2026-08-24T00:00:00.000
1061,20260710,2,7,375,40,1,4,742.800000,62.000000,62.000000,1,1,2026-08-24T00:00:00.000
1062,20260809,308,17,146,446,5,6,743.500000,63.000000,63.000000,1,1,2026-08-24T00:00:00.000
1063,20260721,62,17,78,99,1,3,744.200000,64.000000,64.000000,1,1,2026-08-24T00:00:00.000
1064,20260707,65,42,30,274,2,6,744.900000,65.000000,65.000000,1,1,2026-08-24T00:00:00.000
1065,20260613,235,42,11,204,3,7,745.600000,66.000000,66.000000,1,1,2026-08-24T00:00:00.000
1066,20260731,157,54,385,121,2,3,746.300000,67.000000,67.000000,1,1,2026-08-24T00:00:00.000
1067,20260604,321,47,456,496,1,1,747.000000,68.000000,68.000000,1,1,2026-08-24T00:00:00.000
1068,20260619,135,44,52,363,4,2,747.700000,69.000000,69.000000,1,1,2026-08-24T00:00:00.000
1069,20260531,104,11,20,137,5,7,748.400000,70.000000,70.000000,1,1,2026-08-24T00:00:00.000
1070,20260620,27,28,189,458,2,5,749.100000,71.000000,71.000000,1,1,2026-08-24T00:00:00.000
1071,20260728,161,1,476,-1,2,3,749.800000,72.000000,72.000000,1,1,2026-08-24T00:00:00.000
1072,20260607,3,44,274,437,4,5,750.500000,73.000000,73.000000,1,1,2026-08-24T00:00:00.000
1073,20260822,270,22,180,139,1,4,751.200000,74.000000,74.000000,1,1,2026-08-24T00:00:00.000
1074,20260623,112,39,18,271,4,1,751.900000,75.000000,75.000000,1,1,2026-08-24T00:00:00.000
1075,20260607,302,35,306,277,4,7,752.600000,76.000000,76.000000,1,1,2026-08-24T00:00:00.000
1076,20260810,140,46,494,139,3,3,753.300000,77.000000,77.000000,1,1,2026-08-24T00:00:00.000
1077,20260628,290,19,485,324,1,4,754.000000,78.000000,78.000000,1,1,2026-08-24T00:00:00.000
1078,20260730,253,40,107,383,5,4,754.700000,79.000000,79.000000,1,1,2026-08-24T00:00:00.000
1079,20260702,319,51,325,279,5,2,755.400000,80.000000,80.000000,1,1,2026-08-24T00:00:00.000
1080,20260722,29,52,33,192,1,3,756.100000,81.000000,81.000000,1,1,2026-08-24T00:00:00.000
1081,20260606,219,39,416,16,3,4,756.800000,82.000000,82.000000,1,1,2026-08-24T00:00:00.000
1082,20260811,59,52,500,493,5,4,757.500000,83.000000,83.000000,1,1,2026-08-24T00:00:00.000
1083,20260807,171,11,238,83,1,2,758.200000,84.000000,84.000000,1,1,2026-08-24T00:00:00.000
1084,20260820,125,54,355,336,1,7,758.900000,85.000000,85.000000,1,1,2026-08-24T00:00:00.000
1085,20260604,250,39,11,144,1,5,759.600000,86.000000,86.000000,1,1,2026-08-24T00:00:00.000
1086,20260806,300,48,69,114,2,6,760.300000,87.000000,87.000000,1,1,2026-08-24T00:00:00.000
1087,20260612,93,4,106,167,1,2,761.000000,88.000000,88.000000,1,1,2026-08-24T00:00:00.000
1088,20260715,219,24,435,-1,1,7,761.700000,89.000000,89.000000,1,1,2026-08-24T00:00:00.000
1089,20260609,259,40,365,175,5,1,762.400000,90.000000,90.000000,1,1,2026-08-24T00:00:00.000
1090,20260724,134,8,18,101,3,3,763.100000,91.000000,91.000000,1,1,2026-08-24T00:00:00.000
1091,20260713,317,31,12,160,3,4,763.800000,92.000000,92.000000,1,1,2026-08-24T00:00:00.000
1092,20260706,21,28,348,6,1,5,764.500000,93.000000,93.000000,1,1,2026-08-24T00:00:00.000
1093,20260613,60,46,447,15,1,5,765.200000,94.000000,94.000000,1,1,2026-08-24T00:00:00.000
1094,20260726,230,9,17,122,5,3,765.900000,95.000000,95.000000,1,1,2026-08-24T00:00:00.000
1095,20260712,153,26,260,219,4,5,766.600000,96.000000,96.000000,1,1,2026-08-24T00:00:00.000
1096,20260806,105,11,20,125,4,1,767.300000,97.000000,97.000000,1,1,2026-08-24T00:00:00.000
1097,20260702,46,17,342,498,2,7,768.000000,98.000000,98.000000,1,1,2026-08-24T00:00:00.000
1098,20260714,179,16,255,350,1,2,768.700000,99.000000,99.000000,1,1,2026-08-24T00:00:00.000
1099,20260804,258,11,381,22,3,3,769.400000,100.000000,100.000000,1,1,2026-08-24T00:00:00.000
1100,20260820,167,10,500,66,3,6,770.100000,101.000000,101.000000,1,1,2026-08-24T00:00:00.000
1101,20260531,339,3,186,118,2,1,770.800000,102.000000,102.000000,1,1,2026-08-24T00:00:00.000
1102,20260719,159,16,460,138,2,7,771.500000,103.000000,103.000000,1,1,2026-08-24T00:00:00.000
1103,20260613,18,5,130,73,3,6,772.200000,104.000000,104.000000,1,1,2026-08-24T00:00:00.000
1104,20260821,108,2,182,458,4,3,772.900000,105.000000,105.000000,1,1,2026-08-24T00:00:00.000
1105,20260716,255,23,277,-1,3,3,773.600000,106.000000,106.000000,1,1,2026-08-24T00:00:00.000
1106,20260702,309,40,157,476,3,7,774.300000,107.000000,107.000000,1,1,2026-08-24T00:00:00.000
1107,20260601,186,39,326,151,1,3,775.000000,108.000000,108.000000,1,1,2026-08-24T00:00:00.000
1108,20260601,117,7,143,363,5,5,775.700000,109.000000,109.000000,1,1,2026-08-24T00:00:00.000
1109,20260621,229,17,467,197,3,4,776.400000,110.000000,110.000000,1,1,2026-08-24T00:00:00.000
1110,20260625,227,31,377,301,4,6,777.100000,111.000000,111.000000,1,1,2026-08-24T00:00:00.000
1111,20260708,169,1,273,77,2,6,777.800000,112.000000,112.000000,1,1,2026-08-24T00:00:00.000
1112,20260726,283,10,231,224,4,5,778.500000,113.000000,113.000000,1,1,2026-08-24T00:00:00.000
1113,20260713,83,6,385,426,4,6,779.200000,114.000000,114.000000,1,1,2026-08-24T00:00:00.000
1114,20260628,63,36,85,147,3,4,779.900000,115.000000,115.000000,1,1,2026-08-24T00:00:00.000
1115,20260806,150,39,101,188,5,4,780.600000,116.000000,116.000000,1,1,2026-08-24T00:00:00.000
1116,20260623,278,15,224,122,1,1,781.300000,117.000000,117.000000,1,1,2026-08-24T00:00:00.000
1117,20260630,107,5,416,446,5,6,782.000000,118.000000,118.000000,1,1,2026-08-24T00:00:00.000
1118,20260607,250,6,120,233,1,6,782.700000,119.000000,119.000000,1,1,2026-08-24T00:00:00.000
1119,20260618,68,55,492,164,3,6,783.400000,120.000000,120.000000,1,1,2026-08-24T00:00:00.000
1120,20260728,309,44,208,133,5,3,784.100000,121.000000,121.000000,1,1,2026-08-24T00:00:00.000
1121,20260617,325,27,175,375,4,7,784.800000,122.000000,122.000000,1,1,2026-08-24T00:00:00.000
1122,20260529,127,35,189,-1,1,7,785.500000,123.000000,123.000000,1,1,2026-08-24T00:00:00.000
1123,20260719,205,47,233,121,1,1,786.200000,124.000000,124.000000,1,1,2026-08-24T00:00:00.000
1124,20260710,270,42,54,68,3,7,786.900000,125.000000,125.000000,1,1,2026-08-24T00:00:00.000
1125,20260806,285,44,483,417,3,6,787.600000,126.000000,126.000000,1,1,2026-08-24T00:00:00.000
1126,20260711,177,31,90,478,1,6,788.300000,127.000000,127.000000,1,1,2026-08-24T00:00:00.000
1127,20260729,181,45,435,165,5,7,789.000000,128.000000,128.000000,1,1,2026-08-24T00:00:00.000
1128,20260603,345,55,156,113,1,4,789.700000,129.000000,129.000000,1,1,2026-08-24T00:00:00.000
1129,20260726,140,1,2,337,5,3,790.400000,130.000000,130.000000,1,1,2026-08-24T00:00:00.000
1130,20260719,53,33,1,99,3,3,791.100000,131.000000,131.000000,1,1,2026-08-24T00:00:00.000
1131,20260613,130,55,86,181,4,5,791.800000,132.000000,132.000000,1,1,2026-08-24T00:00:00.000
1132,20260814,50,48,234,267,2,3,792.500000,133.000000,133.000000,1,1,2026-08-24T00:00:00.000
1133,20260811,282,51,423,188,1,7,793.200000,134.000000,134.000000,1,1,2026-08-24T00:00:00.000
1134,20260812,139,23,411,405,4,6,793.900000,135.000000,135.000000,1,1,2026-08-24T00:00:00.000
1135,20260623,52,46,232,481,1,7,794.600000,136.000000,136.000000,1,1,2026-08-24T00:00:00.000
1136,20260809,129,23,192,76,2,3,795.300000,137.000000,137.000000,1,1,2026-08-24T00:00:00.000
1137,20260710,82,12,217,474,1,1,796.000000,138.000000,138.000000,1,1,2026-08-24T00:00:00.000
1138,20260616,303,15,484,130,4,4,796.700000,139.000000,139.000000,1,1,2026-08-24T00:00:00.000
1139,20260817,326,5,310,-1,2,7,797.400000,140.000000,140.000000,1,1,2026-08-24T00:00:00.000
1140,20260715,88,29,463,241,2,1,798.100000,141.000000,141.000000,1,1,2026-08-24T00:00:00.000
1141,20260812,264,54,176,82,3,6,798.800000,142.000000,142.000000,1,1,2026-08-24T00:00:00.000
1142,20260608,312,14,236,47,1,3,799.500000,143.000000,143.000000,1,1,2026-08-24T00:00:00.000
1143,20260816,26,51,498,271,1,5,800.200000,144.000000,144.000000,1,1,2026-08-24T00:00:00.000
1144,20260804,313,18,355,132,2,1,800.900000,145.000000,145.000000,1,1,2026-08-24T00:00:00.000
1145,20260529,103,47,329,266,2,7,801.600000,146.000000,146.000000,1,1,2026-08-24T00:00:00.000
1146,20260623,271,28,353,2,1,1,802.300000,147.000000,147.000000,1,1,2026-08-24T00:00:00.000
1147,20260629,132,30,64,52,3,5,803.000000,148.000000,148.000000,1,1,2026-08-24T00:00:00.000
1148,20260603,115,34,341,481,1,1,803.700000,149.000000,149.000000,1,1,2026-08-24T00:00:00.000
1149,20260723,289,37,472,137,4,2,804.400000,150.000000,150.000000,1,1,2026-08-24T00:00:00.000
1150,20260822,290,52,399,395,1,4,805.100000,151.000000,151.000000,1,1,2026-08-24T00:00:00.000
1151,20260619,295,42,406,335,2,6,805.800000,152.000000,152.000000,1,1,2026-08-24T00:00:00.000
1152,20260629,96,4,372,417,2,3,806.500000,153.000000,153.000000,1,1,2026-08-24T00:00:00.000
1153,20260705,170,45,145,432,4,5,807.200000,154.000000,154.000000,1,1,2026-08-24T00:00:00.000
1154,20260817,118,18,405,252,5,6,807.900000,155.000000,155.000000,1,1,2026-08-24T00:00:00.000
1155,20260727,25,24,95,494,5,7,808.600000,156.000000,156.000000,1,1,2026-08-24T00:00:00.000
1156,20260823,253,31,255,-1,2,5,809.300000,157.000000,157.000000,1,1,2026-08-24T00:00:00.000
1157,20260815,149,44,255,191,3,4,810.000000,158.000000,158.000000,1,1,2026-08-24T00:00:00.000
1158,20260606,87,52,191,21,3,4,810.700000,159.000000,159.000000,1,1,2026-08-24T00:00:00.000
1159,20260717,222,42,299,123,1,4,811.400000,160.000000,160.000000,1,1,2026-08-24T00:00:00.000
1160,20260808,12,33,293,38,2,4,812.100000,161.000000,161.000000,1,1,2026-08-24T00:00:00.000
1161,20260529,54,18,39,489,1,4,812.800000,162.000000,162.000000,1,1,2026-08-24T00:00:00.000
1162,20260724,7,48,265,207,4,1,813.500000,163.000000,163.000000,1,1,2026-08-24T00:00:00.000
1163,20260824,135,13,205,449,5,3,814.200000,164.000000,164.000000,1,1,2026-08-24T00:00:00.000
1164,20260702,197,28,500,108,4,5,814.900000,165.000000,165.000000,1,1,2026-08-24T00:00:00.000
1165,20260804,57,38,121,88,3,3,815.600000,166.000000,166.000000,1,1,2026-08-24T00:00:00.000
1166,20260731,9,27,440,403,2,1,816.300000,167.000000,167.000000,1,1,2026-08-24T00:00:00.000
1167,20260812,53,13,10,159,4,6,817.000000,168.000000,168.000000,1,1,2026-08-24T00:00:00.000
1168,20260704,266,39,269,167,4,6,817.700000,169.000000,169.000000,1,1,2026-08-24T00:00:00.000
1169,20260706,121,21,55,427,2,5,818.400000,170.000000,170.000000,1,1,2026-08-24T00:00:00.000
1170,20260620,83,46,305,416,2,2,819.100000,171.000000,171.000000,1,1,2026-08-24T00:00:00.000
1171,20260806,131,37,206,273,1,1,819.800000,172.000000,172.000000,1,1,2026-08-24T00:00:00.000
1172,20260812,330,1,106,310,2,6,820.500000,173.000000,173.000000,1,1,2026-08-24T00:00:00.000
1173,20260731,59,8,224,-1,2,7,821.200000,174.000000,174.000000,1,1,2026-08-24T00:00:00.000
1174,20260612,209,52,388,399,5,7,821.900000,175.000000,175.000000,1,1,2026-08-24T00:00:00.000
1175,20260608,236,50,445,83,2,2,822.600000,176.000000,176.000000,1,1,2026-08-24T00:00:00.000
1176,20260602,140,9,141,445,4,7,823.300000,177.000000,177.000000,1,1,2026-08-24T00:00:00.000
1177,20260718,272,39,148,260,5,3,824.000000,178.000000,178.000000,1,1,2026-08-24T00:00:00.000
1178,20260814,118,9,158,450,5,2,824.700000,179.000000,179.000000,1,1,2026-08-24T00:00:00.000
1179,20260801,32,19,489,374,1,4,825.400000,180.000000,180.000000,1,1,2026-08-24T00:00:00.000
1180,20260607,187,15,471,169,1,3,826.100000,181.000000,181.000000,1,1,2026-08-24T00:00:00.000
1181,20260814,67,8,189,208,5,7,826.800000,182.000000,182.000000,1,1,2026-08-24T00:00:00.000
1182,20260723,37,32,314,332,5,6,827.500000,183.000000,183.000000,1,1,2026-08-24T00:00:00.000
1183,20260726,167,11,436,142,5,5,828.200000,184.000000,184.000000,1,1,2026-08-24T00:00:00.000
1184,20260820,290,39,266,299,1,2,828.900000,185.000000,185.000000,1,1,2026-08-24T00:00:00.000
1185,20260718,84,37,235,477,4,3,829.600000,186.000000,186.000000,1,1,2026-08-24T00:00:00.000
1186,20260723,258,23,434,470,1,2,830.300000,187.000000,187.000000,1,1,2026-08-24T00:00:00.000
1187,20260817,237,28,358,170,2,5,831.000000,188.000000,188.000000,1,1,2026-08-24T00:00:00.000
1188,20260619,48,21,169,125,3,1,831.700000,189.000000,189.000000,1,1,2026-08-24T00:00:00.000
1189,20260705,249,24,329,157,2,7,832.400000,190.000000,190.000000,1,1,2026-08-24T00:00:00.000
1190,20260531,333,8,396,-1,2,4,833.100000,191.000000,191.000000,1,1,2026-08-24T00:00:00.000
1191,20260810,184,54,173,25,3,2,833.800000,192.000000,192.000000,1,1,2026-08-24T00:00:00.000
1192,20260815,323,31,151,150,4,6,834.500000,193.000000,193.000000,1,1,2026-08-24T00:00:00.000
1193,20260620,249,42,263,326,4,7,835.200000,194.000000,194.000000,1,1,2026-08-24T00:00:00.000
1194,20260531,14,16,248,266,3,7,835.900000,195.000000,195.000000,1,1,2026-08-24T00:00:00.000
1195,20260614,335,7,387,199,2,5,836.600000,196.000000,196.000000,1,1,2026-08-24T00:00:00.000
1196,20260816,172,1,214,176,3,1,837.300000,197.000000,197.000000,1,1,2026-08-24T00:00:00.000
1197,20260619,255,51,137,188,1,1,838.000000,198.000000,198.000000,1,1,2026-08-24T00:00:00.000
1198,20260624,238,54,141,496,4,6,838.700000,199.000000,199.000000,1,1,2026-08-24T00:00:00.000
1199,20260623,251,17,6,252,5,3,839.400000,200.000000,200.000000,1,1,2026-08-24T00:00:00.000
1200,20260716,221,16,252,74,2,4,840.100000,201.000000,201.000000,1,1,2026-08-24T00:00:00.000
1201,20260802,168,14,81,364,4,6,840.800000,202.000000,202.000000,1,1,2026-08-24T00:00:00.000
1202,20260731,332,7,112,67,1,4,841.500000,203.000000,203.000000,1,1,2026-08-24T00:00:00.000
1203,20260611,301,19,399,222,2,6,842.200000,204.000000,204.000000,1,1,2026-08-24T00:00:00.000
1204,20260529,247,24,412,186,3,4,842.900000,205.000000,205.000000,1,1,2026-08-24T00:00:00.000
1205,20260608,131,36,130,398,2,7,843.600000,206.000000,206.000000,1,1,2026-08-24T00:00:00.000
1206,20260607,121,39,253,130,4,2,844.300000,207.000000,207.000000,1,1,2026-08-24T00:00:00.000
1207,20260712,342,20,293,-1,4,1,845.000000,208.000000,208.000000,1,1,2026-08-24T00:00:00.000
1208,20260724,265,11,186,406,2,3,845.700000,209.000000,209.000000,1,1,2026-08-24T00:00:00.000
1209,20260626,99,14,166,9,5,5,846.400000,210.000000,210.000000,1,1,2026-08-24T00:00:00.000
1210,20260805,310,3,491,257,1,5,847.100000,211.000000,211.000000,1,1,2026-08-24T00:00:00.000
1211,20260805,343,2,448,74,4,7,847.800000,212.000000,212.000000,1,1,2026-08-24T00:00:00.000
1212,20260624,226,5,359,53,2,3,848.500000,213.000000,213.000000,1,1,2026-08-24T00:00:00.000
1213,20260727,201,9,215,38,5,6,849.200000,214.000000,214.000000,1,1,2026-08-24T00:00:00.000
1214,20260811,286,35,497,97,1,7,849.900000,215.000000,215.000000,1,1,2026-08-24T00:00:00.000
1215,20260707,297,27,417,13,3,6,850.600000,216.000000,216.000000,1,1,2026-08-24T00:00:00.000
1216,20260711,81,51,473,365,2,2,851.300000,217.000000,217.000000,1,1,2026-08-24T00:00:00.000
1217,20260623,35,46,257,138,2,6,852.000000,218.000000,218.000000,1,1,2026-08-24T00:00:00.000
1218,20260703,251,39,427,325,2,6,852.700000,219.000000,219.000000,1,1,2026-08-24T00:00:00.000
1219,20260530,25,25,219,486,3,2,853.400000,220.000000,220.000000,1,1,2026-08-24T00:00:00.000
1220,20260603,32,4,493,22,4,1,854.100000,221.000000,221.000000,1,1,2026-08-24T00:00:00.000
1221,20260801,40,50,287,343,4,4,854.800000,222.000000,222.000000,1,1,2026-08-24T00:00:00.000
1222,20260619,138,49,48,366,1,3,855.500000,223.000000,223.000000,1,1,2026-08-24T00:00:00.000
1223,20260814,7,11,280,372,2,7,856.200000,224.000000,224.000000,1,1,2026-08-24T00:00:00.000
1224,20260621,237,4,237,-1,1,3,856.900000,225.000000,225.000000,1,1,2026-08-24T00:00:00.000
1225,20260605,339,13,306,208,5,4,857.600000,226.000000,226.000000,1,1,2026-08-24T00:00:00.000
1226,20260813,153,6,220,86,3,3,858.300000,227.000000,227.000000,1,1,2026-08-24T00:00:00.000
1227,20260527,173,6,403,463,4,7,859.000000,228.000000,228.000000,1,1,2026-08-24T00:00:00.000
1228,20260707,126,36,255,465,1,1,859.700000,229.000000,229.000000,1,1,2026-08-24T00:00:00.000
1229,20260531,100,55,490,45,1,3,860.400000,230.000000,230.000000,1,1,2026-08-24T00:00:00.000
1230,20260822,147,55,347,196,2,6,861.100000,231.000000,231.000000,1,1,2026-08-24T00:00:00.000
1231,20260718,10,13,193,499,3,7,861.800000,232.000000,232.000000,1,1,2026-08-24T00:00:00.000
1232,20260824,39,55,3,467,2,4,862.500000,233.000000,233.000000,1,1,2026-08-24T00:00:00.000
1233,20260805,238,34,59,24,1,1,863.200000,234.000000,234.000000,1,1,2026-08-24T00:00:00.000
1234,20260804,161,27,278,130,5,6,863.900000,235.000000,235.000000,1,1,2026-08-24T00:00:00.000
1235,20260710,265,3,293,277,2,7,864.600000,236.000000,236.000000,1,1,2026-08-24T00:00:00.000
1236,20260713,108,45,43,383,2,1,865.300000,237.000000,237.000000,1,1,2026-08-24T00:00:00.000
1237,20260720,180,37,313,6,5,2,866.000000,238.000000,238.000000,1,1,2026-08-24T00:00:00.000
1238,20260712,83,55,381,262,1,2,866.700000,239.000000,239.000000,1,1,2026-08-24T00:00:00.000
1239,20260803,50,44,370,134,5,1,867.400000,240.000000,240.000000,1,1,2026-08-24T00:00:00.000
1240,20260611,325,31,93,122,2,3,868.100000,241.000000,241.000000,1,1,2026-08-24T00:00:00.000
1241,20260807,323,8,76,-1,3,4,868.800000,242.000000,242.000000,1,1,2026-08-24T00:00:00.000
1242,20260613,36,11,140,471,4,5,869.500000,243.000000,243.000000,1,1,2026-08-24T00:00:00.000
1243,20260823,4,34,181,244,5,3,870.200000,244.000000,244.000000,1,1,2026-08-24T00:00:00.000
1244,20260819,207,10,382,460,1,2,870.900000,245.000000,245.000000,1,1,2026-08-24T00:00:00.000
1245,20260629,49,7,11,496,5,1,871.600000,246.000000,246.000000,1,1,2026-08-24T00:00:00.000
1246,20260708,309,7,459,73,2,7,872.300000,247.000000,247.000000,1,1,2026-08-24T00:00:00.000
1247,20260806,150,38,209,222,2,7,873.000000,248.000000,248.000000,1,1,2026-08-24T00:00:00.000
1248,20260710,188,8,408,79,5,5,873.700000,249.000000,249.000000,1,1,2026-08-24T00:00:00.000
1249,20260610,97,33,456,489,4,6,874.400000,250.000000,250.000000,1,1,2026-08-24T00:00:00.000
1250,20260606,100,8,12,19,5,3,875.100000,251.000000,251.000000,1,1,2026-08-24T00:00:00.000
1251,20260531,260,27,346,494,3,1,875.800000,252.000000,252.000000,1,1,2026-08-24T00:00:00.000
1252,20260824,61,7,490,201,4,5,876.500000,253.000000,253.000000,1,1,2026-08-24T00:00:00.000
1253,20260614,135,19,241,427,1,1,877.200000,254.000000,254.000000,1,1,2026-08-24T00:00:00.000
1254,20260527,33,15,445,204,5,7,877.900000,255.000000,255.000000,1,1,2026-08-24T00:00:00.000
1255,20260731,33,50,457,329,2,5,878.600000,256.000000,256.000000,1,1,2026-08-24T00:00:00.000
1256,20260808,34,33,334,340,4,5,879.300000,257.000000,257.000000,1,1,2026-08-24T00:00:00.000
1257,20260812,110,29,107,344,4,3,880.000000,258.000000,258.000000,1,1,2026-08-24T00:00:00.000
1258,20260814,2,22,365,-1,4,5,880.700000,259.000000,259.000000,1,1,2026-08-24T00:00:00.000
1259,20260801,336,18,471,437,1,3,881.400000,260.000000,260.000000,1,1,2026-08-24T00:00:00.000
1260,20260630,50,52,108,70,4,7,882.100000,261.000000,261.000000,1,1,2026-08-24T00:00:00.000
1261,20260717,290,42,438,494,5,5,882.800000,262.000000,262.000000,1,1,2026-08-24T00:00:00.000
1262,20260720,244,35,497,359,4,3,883.500000,263.000000,263.000000,1,1,2026-08-24T00:00:00.000
1263,20260801,29,14,360,400,2,2,884.200000,264.000000,264.000000,1,1,2026-08-24T00:00:00.000
1264,20260716,4,52,185,46,3,3,884.900000,265.000000,265.000000,1,1,2026-08-24T00:00:00.000
1265,20260702,337,17,324,135,4,3,885.600000,266.000000,266.000000,1,1,2026-08-24T00:00:00.000
1266,20260616,253,2,255,265,2,1,886.300000,267.000000,267.000000,1,1,2026-08-24T00:00:00.000
1267,20260604,198,19,351,246,5,2,887.000000,268.000000,268.000000,1,1,2026-08-24T00:00:00.000
1268,20260813,97,54,131,127,4,1,887.700000,269.000000,269.000000,1,1,2026-08-24T00:00:00.000
1269,20260722,106,23,391,215,4,4,888.400000,270.000000,270.000000,1,1,2026-08-24T00:00:00.000
1270,20260702,133,41,4,469,5,4,889.100000,271.000000,271.000000,1,1,2026-08-24T00:00:00.000
1271,20260706,166,54,111,57,5,7,889.800000,272.000000,272.000000,1,1,2026-08-24T00:00:00.000
1272,20260609,281,46,477,201,5,3,890.500000,273.000000,273.000000,1,1,2026-08-24T00:00:00.000
1273,20260805,184,44,327,497,2,6,891.200000,274.000000,274.000000,1,1,2026-08-24T00:00:00.000
1274,20260616,53,43,307,187,1,4,891.900000,275.000000,275.000000,1,1,2026-08-24T00:00:00.000
1275,20260710,257,40,342,-1,5,3,892.600000,276.000000,276.000000,1,1,2026-08-24T00:00:00.000
1276,20260623,45,14,150,256,2,7,893.300000,277.000000,277.000000,1,1,2026-08-24T00:00:00.000
1277,20260618,148,21,384,435,1,3,894.000000,278.000000,278.000000,1,1,2026-08-24T00:00:00.000
1278,20260817,342,17,255,276,1,4,894.700000,279.000000,279.000000,1,1,2026-08-24T00:00:00.000
1279,20260527,208,25,41,346,3,4,895.400000,280.000000,280.000000,1,1,2026-08-24T00:00:00.000
1280,20260820,350,20,394,306,2,6,896.100000,281.000000,281.000000,1,1,2026-08-24T00:00:00.000
1281,20260718,99,3,145,314,1,6,896.800000,282.000000,282.000000,1,1,2026-08-24T00:00:00.000
1282,20260630,101,37,324,482,3,5,897.500000,283.000000,283.000000,1,1,2026-08-24T00:00:00.000
1283,20260602,102,54,414,75,2,2,898.200000,284.000000,284.000000,1,1,2026-08-24T00:00:00.000
1284,20260708,6,8,56,4,4,4,898.900000,285.000000,285.000000,1,1,2026-08-24T00:00:00.000
1285,20260711,293,45,269,143,3,6,899.600000,286.000000,286.000000,1,1,2026-08-24T00:00:00.000
1286,20260614,5,4,86,374,1,2,900.300000,287.000000,287.000000,1,1,2026-08-24T00:00:00.000
1287,20260815,338,6,263,493,1,7,901.000000,288.000000,288.000000,1,1,2026-08-24T00:00:00.000
1288,20260619,122,18,47,444,3,7,901.700000,289.000000,289.000000,1,1,2026-08-24T00:00:00.000
1289,20260705,44,2,341,211,4,7,902.400000,290.000000,290.000000,1,1,2026-08-24T00:00:00.000
1290,20260605,87,32,321,202,4,1,903.100000,291.000000,291.000000,1,1,2026-08-24T00:00:00.000
1291,20260701,181,15,458,178,5,2,903.800000,292.000000,292.000000,1,1,2026-08-24T00:00:00.000
1292,20260715,169,38,327,-1,3,5,904.500000,293.000000,293.000000,1,1,2026-08-24T00:00:00.000
1293,20260723,227,5,14,153,2,7,905.200000,294.000000,294.000000,1,1,2026-08-24T00:00:00.000
1294,20260601,27,31,377,232,4,3,905.900000,295.000000,295.000000,1,1,2026-08-24T00:00:00.000
1295,20260712,122,46,243,221,4,3,906.600000,296.000000,296.000000,1,1,2026-08-24T00:00:00.000
1296,20260804,23,31,373,91,3,6,907.300000,297.000000,297.000000,1,1,2026-08-24T00:00:00.000
1297,20260728,326,54,12,480,3,2,908.000000,298.000000,298.000000,1,1,2026-08-24T00:00:00.000
1298,20260605,332,24,357,63,3,2,908.700000,299.000000,299.000000,1,1,2026-08-24T00:00:00.000
1299,20260715,13,14,337,397,1,7,909.400000,300.000000,300.000000,1,1,2026-08-24T00:00:00.000
1300,20260721,347,53,117,327,3,1,910.100000,301.000000,301.000000,1,1,2026-08-24T00:00:00.000
1301,20260607,64,39,286,240,3,5,910.800000,302.000000,302.000000,1,1,2026-08-24T00:00:00.000
1302,20260707,37,42,37,452,1,5,911.500000,303.000000,303.000000,1,1,2026-08-24T00:00:00.000
1303,20260729,31,50,428,43,5,6,912.200000,304.000000,304.000000,1,1,2026-08-24T00:00:00.000
1304,20260605,61,47,400,389,1,2,912.900000,305.000000,305.000000,1,1,2026-08-24T00:00:00.000
1305,20260531,40,21,60,357,2,6,913.600000,306.000000,306.000000,1,1,2026-08-24T00:00:00.000
1306,20260822,284,1,458,496,4,4,914.300000,307.000000,307.000000,1,1,2026-08-24T00:00:00.000
1307,20260630,333,37,85,144,1,6,915.000000,308.000000,308.000000,1,1,2026-08-24T00:00:00.000
1308,20260531,212,27,229,263,5,6,915.700000,309.000000,309.000000,1,1,2026-08-24T00:00:00.000
1309,20260707,243,27,331,-1,4,4,916.400000,310.000000,310.000000,1,1,2026-08-24T00:00:00.000
1310,20260816,272,14,71,73,3,1,917.100000,311.000000,311.000000,1,1,2026-08-24T00:00:00.000
1311,20260729,160,20,317,465,3,5,917.800000,312.000000,312.000000,1,1,2026-08-24T00:00:00.000
1312,20260703,18,6,334,126,3,2,918.500000,313.000000,313.000000,1,1,2026-08-24T00:00:00.000
1313,20260811,170,48,1,370,2,1,919.200000,314.000000,314.000000,1,1,2026-08-24T00:00:00.000
1314,20260728,308,7,267,450,3,3,919.900000,315.000000,315.000000,1,1,2026-08-24T00:00:00.000
1315,20260726,288,23,145,339,2,3,920.600000,316.000000,316.000000,1,1,2026-08-24T00:00:00.000
1316,20260822,342,41,30,351,3,7,921.300000,317.000000,317.000000,1,1,2026-08-24T00:00:00.000
