LogisticsTrackingEventKey,EventDateKey,EventTimeOfDayKey,LogisticsShipmentHeaderKey,LogisticsDeliveryKey,LogisticsTransportLoadKey,LogisticsContainerKey,LogisticsDockDoorKey,LogisticsTrackingEventTypeKey,SeverityKey,TrackingReferenceNumber,EventCount,EventSequenceNumber,SourceSystemKey,BatchId,LoadedAtUtc
261,20260813,44460,248,489,164,176,438,35,2,LTE000261,262,261,1,1,2026-08-24T00:00:00.000
262,20260815,84420,161,213,452,226,172,4,3,LTE000262,263,262,1,1,2026-08-24T00:00:00.000
263,20260713,7620,191,300,135,393,377,5,5,LTE000263,264,263,1,1,2026-08-24T00:00:00.000
264,20260601,22200,84,156,440,179,174,34,3,LTE000264,265,264,1,1,2026-08-24T00:00:00.000
265,20260705,11580,292,83,96,214,269,7,4,LTE000265,266,265,1,1,2026-08-24T00:00:00.000
266,20260530,61200,472,279,31,1,462,18,3,LTE000266,267,266,1,1,2026-08-24T00:00:00.000
267,20260609,19260,83,7,290,95,294,16,3,LTE000267,268,267,1,1,2026-08-24T00:00:00.000
268,20260604,32220,212,184,213,217,337,28,2,LTE000268,269,268,1,1,2026-08-24T00:00:00.000
269,20260613,7260,9,294,425,127,244,11,2,LTE000269,270,269,1,1,2026-08-24T00:00:00.000
270,20260819,6960,416,478,391,241,325,19,3,LTE000270,271,270,1,1,2026-08-24T00:00:00.000
271,20260602,48900,478,314,214,131,249,20,2,LTE000271,272,271,1,1,2026-08-24T00:00:00.000
272,20260607,61020,-1,-1,-1,-1,-1,35,-1,LTE000272,273,272,1,1,2026-08-24T00:00:00.000
273,20260710,78900,327,374,376,134,83,1,2,LTE000273,274,273,1,1,2026-08-24T00:00:00.000
274,20260711,84300,163,43,37,86,306,25,2,LTE000274,275,274,1,1,2026-08-24T00:00:00.000
275,20260708,20100,79,328,329,134,344,17,4,LTE000275,276,275,1,1,2026-08-24T00:00:00.000
276,20260804,69120,146,330,359,477,47,13,1,LTE000276,277,276,1,1,2026-08-24T00:00:00.000
277,20260619,1200,87,363,139,156,205,34,3,LTE000277,278,277,1,1,2026-08-24T00:00:00.000
278,20260628,80760,36,65,117,355,377,29,3,LTE000278,279,278,1,1,2026-08-24T00:00:00.000
279,20260729,37440,413,31,99,310,398,19,1,LTE000279,280,279,1,1,2026-08-24T00:00:00.000
280,20260605,55980,157,430,247,271,49,1,4,LTE000280,281,280,1,1,2026-08-24T00:00:00.000
281,20260610,22200,41,31,427,353,259,28,1,LTE000281,282,281,1,1,2026-08-24T00:00:00.000
282,20260802,74520,455,221,273,227,134,3,5,LTE000282,283,282,1,1,2026-08-24T00:00:00.000
283,20260719,13140,243,334,262,469,82,3,2,LTE000283,284,283,1,1,2026-08-24T00:00:00.000
284,20260609,50700,73,425,42,162,53,21,3,LTE000284,285,284,1,1,2026-08-24T00:00:00.000
285,20260728,64800,203,435,53,260,368,13,1,LTE000285,286,285,1,1,2026-08-24T00:00:00.000
286,20260823,4200,457,162,214,132,495,27,2,LTE000286,287,286,1,1,2026-08-24T00:00:00.000
287,20260807,47340,189,486,353,257,210,1,2,LTE000287,288,287,1,1,2026-08-24T00:00:00.000
288,20260807,75660,491,447,356,171,282,20,5,LTE000288,289,288,1,1,2026-08-24T00:00:00.000
289,20260714,68700,-1,-1,-1,-1,-1,22,-1,LTE000289,290,289,1,1,2026-08-24T00:00:00.000
290,20260705,9540,437,386,293,469,392,7,1,LTE000290,291,290,1,1,2026-08-24T00:00:00.000
291,20260807,81720,30,187,208,383,216,32,2,LTE000291,292,291,1,1,2026-08-24T00:00:00.000
292,20260802,3420,485,212,63,394,79,31,3,LTE000292,293,292,1,1,2026-08-24T00:00:00.000
293,20260816,83340,322,273,49,137,332,31,2,LTE000293,294,293,1,1,2026-08-24T00:00:00.000
294,20260611,28380,278,475,291,31,371,15,5,LTE000294,295,294,1,1,2026-08-24T00:00:00.000
295,20260620,55560,323,480,220,15,255,25,2,LTE000295,296,295,1,1,2026-08-24T00:00:00.000
296,20260709,9300,15,190,136,436,128,14,2,LTE000296,297,296,1,1,2026-08-24T00:00:00.000
297,20260620,39300,77,357,228,12,64,20,4,LTE000297,298,297,1,1,2026-08-24T00:00:00.000
298,20260713,45540,335,202,161,226,357,9,4,LTE000298,299,298,1,1,2026-08-24T00:00:00.000
299,20260819,68940,51,130,54,43,457,29,5,LTE000299,300,299,1,1,2026-08-24T00:00:00.000
300,20260813,20400,335,337,362,418,79,1,5,LTE000300,301,300,1,1,2026-08-24T00:00:00.000
301,20260531,5460,225,424,6,124,229,11,1,LTE000301,302,301,1,1,2026-08-24T00:00:00.000
302,20260621,17160,317,206,68,364,201,10,1,LTE000302,303,302,1,1,2026-08-24T00:00:00.000
303,20260804,26640,449,132,227,30,266,29,1,LTE000303,304,303,1,1,2026-08-24T00:00:00.000
304,20260620,12780,326,243,423,473,3,32,1,LTE000304,305,304,1,1,2026-08-24T00:00:00.000
305,20260623,16860,123,215,386,74,411,4,5,LTE000305,306,305,1,1,2026-08-24T00:00:00.000
306,20260705,25020,-1,-1,-1,-1,-1,8,-1,LTE000306,307,306,1,1,2026-08-24T00:00:00.000
307,20260709,24600,154,179,207,122,313,26,4,LTE000307,308,307,1,1,2026-08-24T00:00:00.000
308,20260715,44820,193,150,319,181,347,31,5,LTE000308,309,308,1,1,2026-08-24T00:00:00.000
309,20260625,8100,191,65,356,36,358,25,5,LTE000309,310,309,1,1,2026-08-24T00:00:00.000
310,20260731,10140,226,32,250,79,50,21,4,LTE000310,311,310,1,1,2026-08-24T00:00:00.000
311,20260724,64380,312,468,24,214,234,7,4,LTE000311,312,311,1,1,2026-08-24T00:00:00.000
312,20260703,58380,209,121,294,143,479,15,5,LTE000312,313,312,1,1,2026-08-24T00:00:00.000
313,20260601,23280,438,64,401,209,466,6,3,LTE000313,314,313,1,1,2026-08-24T00:00:00.000
314,20260823,5280,445,369,356,143,47,15,1,LTE000314,315,314,1,1,2026-08-24T00:00:00.000
315,20260709,19560,372,370,347,140,188,19,1,LTE000315,316,315,1,1,2026-08-24T00:00:00.000
316,20260611,6600,44,47,425,131,296,13,3,LTE000316,317,316,1,1,2026-08-24T00:00:00.000
317,20260619,26820,249,212,490,1,152,13,3,LTE000317,318,317,1,1,2026-08-24T00:00:00.000
318,20260725,55080,172,287,472,435,438,8,5,LTE000318,319,318,1,1,2026-08-24T00:00:00.000
319,20260819,37800,444,385,54,420,369,1,5,LTE000319,320,319,1,1,2026-08-24T00:00:00.000
320,20260604,23100,2,10,200,450,82,24,4,LTE000320,321,320,1,1,2026-08-24T00:00:00.000
321,20260709,44340,452,328,321,391,475,5,5,LTE000321,322,321,1,1,2026-08-24T00:00:00.000
322,20260626,64800,322,292,46,25,96,34,1,LTE000322,323,322,1,1,2026-08-24T00:00:00.000
323,20260727,3960,-1,-1,-1,-1,-1,4,-1,LTE000323,324,323,1,1,2026-08-24T00:00:00.000
324,20260611,19080,396,50,128,142,316,3,1,LTE000324,325,324,1,1,2026-08-24T00:00:00.000
325,20260728,74340,170,291,76,255,248,14,4,LTE000325,326,325,1,1,2026-08-24T00:00:00.000
326,20260731,71220,59,348,354,390,92,5,2,LTE000326,327,326,1,1,2026-08-24T00:00:00.000
327,20260721,67380,398,158,472,356,454,9,3,LTE000327,328,327,1,1,2026-08-24T00:00:00.000
328,20260626,51000,169,90,142,308,360,23,3,LTE000328,329,328,1,1,2026-08-24T00:00:00.000
329,20260622,26100,32,133,24,197,34,20,1,LTE000329,330,329,1,1,2026-08-24T00:00:00.000
330,20260813,82020,185,193,63,397,53,22,2,LTE000330,331,330,1,1,2026-08-24T00:00:00.000
331,20260529,19080,340,286,2,445,290,18,1,LTE000331,332,331,1,1,2026-08-24T00:00:00.000
332,20260603,32220,455,151,492,158,314,31,3,LTE000332,333,332,1,1,2026-08-24T00:00:00.000
333,20260729,42840,447,397,88,177,63,19,2,LTE000333,334,333,1,1,2026-08-24T00:00:00.000
334,20260823,5820,40,47,343,155,150,1,4,LTE000334,335,334,1,1,2026-08-24T00:00:00.000
335,20260609,22500,275,116,388,128,441,4,4,LTE000335,336,335,1,1,2026-08-24T00:00:00.000
336,20260622,10560,371,233,41,461,319,19,2,LTE000336,337,336,1,1,2026-08-24T00:00:00.000
337,20260611,82740,295,26,438,319,295,17,1,LTE000337,338,337,1,1,2026-08-24T00:00:00.000
338,20260801,10380,382,105,332,102,431,5,5,LTE000338,339,338,1,1,2026-08-24T00:00:00.000
339,20260617,12720,197,450,126,410,307,24,3,LTE000339,340,339,1,1,2026-08-24T00:00:00.000
340,20260613,38940,-1,-1,-1,-1,-1,19,-1,LTE000340,341,340,1,1,2026-08-24T00:00:00.000
341,20260604,76980,151,257,279,109,20,20,2,LTE000341,342,341,1,1,2026-08-24T00:00:00.000
342,20260608,30240,301,404,282,328,251,19,5,LTE000342,343,342,1,1,2026-08-24T00:00:00.000
343,20260715,22200,19,299,375,280,87,13,3,LTE000343,344,343,1,1,2026-08-24T00:00:00.000
344,20260607,39180,138,365,316,426,78,14,2,LTE000344,345,344,1,1,2026-08-24T00:00:00.000
345,20260619,24600,276,413,282,315,64,4,2,LTE000345,346,345,1,1,2026-08-24T00:00:00.000
346,20260629,720,98,194,425,451,217,17,1,LTE000346,347,346,1,1,2026-08-24T00:00:00.000
347,20260822,53520,372,381,283,159,476,7,4,LTE000347,348,347,1,1,2026-08-24T00:00:00.000
348,20260623,40320,8,481,188,70,77,26,4,LTE000348,349,348,1,1,2026-08-24T00:00:00.000
349,20260623,1680,400,400,452,108,117,32,2,LTE000349,350,349,1,1,2026-08-24T00:00:00.000
350,20260820,44220,419,390,341,249,3,24,5,LTE000350,351,350,1,1,2026-08-24T00:00:00.000
351,20260629,2520,447,368,352,151,48,2,5,LTE000351,352,351,1,1,2026-08-24T00:00:00.000
352,20260530,19020,142,428,452,283,423,8,2,LTE000352,353,352,1,1,2026-08-24T00:00:00.000
353,20260613,61500,485,323,3,162,132,24,3,LTE000353,354,353,1,1,2026-08-24T00:00:00.000
354,20260813,81240,44,341,161,438,124,32,2,LTE000354,355,354,1,1,2026-08-24T00:00:00.000
355,20260602,23460,179,406,2,164,321,21,5,LTE000355,356,355,1,1,2026-08-24T00:00:00.000
356,20260706,39900,84,182,77,95,262,18,5,LTE000356,357,356,1,1,2026-08-24T00:00:00.000
357,20260701,47100,-1,-1,-1,-1,-1,16,-1,LTE000357,358,357,1,1,2026-08-24T00:00:00.000
358,20260713,12780,98,416,219,230,45,17,4,LTE000358,359,358,1,1,2026-08-24T00:00:00.000
359,20260606,7140,339,118,196,178,346,25,1,LTE000359,360,359,1,1,2026-08-24T00:00:00.000
360,20260613,70200,106,94,203,85,127,11,5,LTE000360,361,360,1,1,2026-08-24T00:00:00.000
361,20260727,22200,56,106,277,90,19,22,4,LTE000361,362,361,1,1,2026-08-24T00:00:00.000
362,20260726,72600,303,409,108,447,269,34,2,LTE000362,363,362,1,1,2026-08-24T00:00:00.000
363,20260820,9180,332,376,4,364,402,31,2,LTE000363,364,363,1,1,2026-08-24T00:00:00.000
364,20260529,2820,289,200,412,174,116,16,3,LTE000364,365,364,1,1,2026-08-24T00:00:00.000
365,20260621,23340,13,206,344,63,413,16,5,LTE000365,366,365,1,1,2026-08-24T00:00:00.000
366,20260805,31020,47,1,90,399,317,35,2,LTE000366,367,366,1,1,2026-08-24T00:00:00.000
367,20260705,85620,228,104,126,135,224,7,2,LTE000367,368,367,1,1,2026-08-24T00:00:00.000
368,20260623,80460,75,400,192,173,181,34,1,LTE000368,369,368,1,1,2026-08-24T00:00:00.000
369,20260804,19620,300,150,170,247,249,30,2,LTE000369,370,369,1,1,2026-08-24T00:00:00.000
370,20260728,59160,175,215,159,19,247,20,5,LTE000370,371,370,1,1,2026-08-24T00:00:00.000
371,20260808,26880,472,236,306,183,142,25,2,LTE000371,372,371,1,1,2026-08-24T00:00:00.000
372,20260818,11400,216,469,153,345,390,35,5,LTE000372,373,372,1,1,2026-08-24T00:00:00.000
373,20260602,84360,119,483,143,407,156,11,1,LTE000373,374,373,1,1,2026-08-24T00:00:00.000
374,20260804,74100,-1,-1,-1,-1,-1,32,-1,LTE000374,375,374,1,1,2026-08-24T00:00:00.000
375,20260719,59460,446,284,232,266,111,10,4,LTE000375,376,375,1,1,2026-08-24T00:00:00.000
376,20260604,44700,35,75,479,37,215,3,5,LTE000376,377,376,1,1,2026-08-24T00:00:00.000
377,20260703,19020,434,56,455,197,52,4,1,LTE000377,378,377,1,1,2026-08-24T00:00:00.000
378,20260730,63180,153,201,488,338,469,23,5,LTE000378,379,378,1,1,2026-08-24T00:00:00.000
379,20260806,66840,80,61,28,194,391,26,3,LTE000379,380,379,1,1,2026-08-24T00:00:00.000
380,20260608,41880,241,146,373,322,2,8,3,LTE000380,381,380,1,1,2026-08-24T00:00:00.000
381,20260627,75840,286,442,64,471,487,17,2,LTE000381,382,381,1,1,2026-08-24T00:00:00.000
382,20260731,36180,27,206,406,73,184,19,5,LTE000382,383,382,1,1,2026-08-24T00:00:00.000
383,20260528,17700,185,80,80,104,376,34,3,LTE000383,384,383,1,1,2026-08-24T00:00:00.000
384,20260623,85980,460,185,231,267,87,9,3,LTE000384,385,384,1,1,2026-08-24T00:00:00.000
385,20260731,8040,311,347,60,142,62,4,5,LTE000385,386,385,1,1,2026-08-24T00:00:00.000
386,20260717,68340,1,186,368,2,145,16,3,LTE000386,387,386,1,1,2026-08-24T00:00:00.000
387,20260808,81180,313,205,44,91,240,23,3,LTE000387,388,387,1,1,2026-08-24T00:00:00.000
388,20260814,34380,156,484,254,216,159,8,5,LTE000388,389,388,1,1,2026-08-24T00:00:00.000
389,20260629,27840,358,199,283,353,380,27,1,LTE000389,390,389,1,1,2026-08-24T00:00:00.000
390,20260723,22020,494,230,458,369,114,15,1,LTE000390,391,390,1,1,2026-08-24T00:00:00.000
391,20260805,77460,-1,-1,-1,-1,-1,26,-1,LTE000391,392,391,1,1,2026-08-24T00:00:00.000
392,20260721,56280,382,166,3,154,200,13,1,LTE000392,393,392,1,1,2026-08-24T00:00:00.000
393,20260607,62340,268,138,434,331,58,17,2,LTE000393,394,393,1,1,2026-08-24T00:00:00.000
394,20260612,62340,425,256,398,113,34,19,5,LTE000394,395,394,1,1,2026-08-24T00:00:00.000
395,20260629,70800,293,11,169,472,209,19,3,LTE000395,396,395,1,1,2026-08-24T00:00:00.000
396,20260814,75000,92,408,173,47,384,34,5,LTE000396,397,396,1,1,2026-08-24T00:00:00.000
397,20260729,26340,288,342,8,405,208,32,2,LTE000397,398,397,1,1,2026-08-24T00:00:00.000
398,20260620,54840,142,185,430,200,428,29,1,LTE000398,399,398,1,1,2026-08-24T00:00:00.000
399,20260625,36360,270,333,180,248,271,32,4,LTE000399,400,399,1,1,2026-08-24T00:00:00.000
400,20260813,50520,240,412,151,355,163,10,5,LTE000400,401,400,1,1,2026-08-24T00:00:00.000
401,20260527,38520,332,470,168,31,450,18,1,LTE000401,402,401,1,1,2026-08-24T00:00:00.000
402,20260616,65280,373,19,372,288,228,3,3,LTE000402,403,402,1,1,2026-08-24T00:00:00.000
403,20260727,79740,238,344,85,332,227,35,4,LTE000403,404,403,1,1,2026-08-24T00:00:00.000
404,20260619,23520,313,53,305,304,314,27,5,LTE000404,405,404,1,1,2026-08-24T00:00:00.000
405,20260605,57300,44,97,347,481,170,22,3,LTE000405,406,405,1,1,2026-08-24T00:00:00.000
406,20260801,4320,456,417,147,251,306,31,4,LTE000406,407,406,1,1,2026-08-24T00:00:00.000
407,20260630,10560,336,88,157,394,387,35,5,LTE000407,408,407,1,1,2026-08-24T00:00:00.000
408,20260711,46200,-1,-1,-1,-1,-1,22,-1,LTE000408,409,408,1,1,2026-08-24T00:00:00.000
409,20260604,11880,135,29,77,455,19,23,2,LTE000409,410,409,1,1,2026-08-24T00:00:00.000
410,20260818,16860,246,473,10,485,488,28,1,LTE000410,411,410,1,1,2026-08-24T00:00:00.000
411,20260815,78540,141,10,350,233,450,4,3,LTE000411,412,411,1,1,2026-08-24T00:00:00.000
412,20260622,57480,301,347,376,423,48,28,3,LTE000412,413,412,1,1,2026-08-24T00:00:00.000
413,20260601,50940,61,206,83,96,448,4,3,LTE000413,414,413,1,1,2026-08-24T00:00:00.000
414,20260623,11220,263,41,34,435,14,8,4,LTE000414,415,414,1,1,2026-08-24T00:00:00.000
415,20260801,40320,135,423,3,101,254,35,5,LTE000415,416,415,1,1,2026-08-24T00:00:00.000
416,20260814,51960,241,59,336,294,297,22,4,LTE000416,417,416,1,1,2026-08-24T00:00:00.000
417,20260824,3780,287,40,129,133,4,28,2,LTE000417,418,417,1,1,2026-08-24T00:00:00.000
418,20260722,35100,260,404,490,283,479,1,5,LTE000418,419,418,1,1,2026-08-24T00:00:00.000
419,20260805,54660,274,474,303,467,437,13,5,LTE000419,420,419,1,1,2026-08-24T00:00:00.000
420,20260528,70680,210,419,378,260,167,1,3,LTE000420,421,420,1,1,2026-08-24T00:00:00.000
421,20260609,86100,377,238,402,343,36,12,2,LTE000421,422,421,1,1,2026-08-24T00:00:00.000
422,20260815,22980,275,451,99,290,377,12,5,LTE000422,423,422,1,1,2026-08-24T00:00:00.000
423,20260602,9060,479,301,474,388,110,12,3,LTE000423,424,423,1,1,2026-08-24T00:00:00.000
424,20260823,50580,175,384,369,487,475,19,4,LTE000424,425,424,1,1,2026-08-24T00:00:00.000
425,20260628,85440,-1,-1,-1,-1,-1,6,-1,LTE000425,426,425,1,1,2026-08-24T00:00:00.000
426,20260527,41460,458,282,461,305,42,12,3,LTE000426,427,426,1,1,2026-08-24T00:00:00.000
427,20260719,4200,462,304,449,195,219,13,4,LTE000427,428,427,1,1,2026-08-24T00:00:00.000
428,20260606,68340,26,423,465,104,241,20,5,LTE000428,429,428,1,1,2026-08-24T00:00:00.000
429,20260629,71160,321,227,451,451,63,35,4,LTE000429,430,429,1,1,2026-08-24T00:00:00.000
430,20260730,19020,283,338,109,344,17,2,2,LTE000430,431,430,1,1,2026-08-24T00:00:00.000
431,20260723,70980,330,168,55,465,456,2,1,LTE000431,432,431,1,1,2026-08-24T00:00:00.000
432,20260723,51960,306,397,359,154,15,20,3,LTE000432,433,432,1,1,2026-08-24T00:00:00.000
433,20260714,16560,171,35,16,413,8,14,2,LTE000433,434,433,1,1,2026-08-24T00:00:00.000
434,20260701,75000,66,458,302,218,489,31,5,LTE000434,435,434,1,1,2026-08-24T00:00:00.000
435,20260623,50760,392,97,248,306,370,12,2,LTE000435,436,435,1,1,2026-08-24T00:00:00.000
436,20260529,10980,332,163,88,22,43,29,4,LTE000436,437,436,1,1,2026-08-24T00:00:00.000
437,20260630,6120,321,286,164,6,459,3,4,LTE000437,438,437,1,1,2026-08-24T00:00:00.000
438,20260710,57720,168,263,349,269,27,3,3,LTE000438,439,438,1,1,2026-08-24T00:00:00.000
439,20260726,64140,6,172,396,387,453,4,5,LTE000439,440,439,1,1,2026-08-24T00:00:00.000
440,20260822,61500,199,310,336,83,3,10,3,LTE000440,441,440,1,1,2026-08-24T00:00:00.000
441,20260624,78780,327,205,248,372,109,9,4,LTE000441,442,441,1,1,2026-08-24T00:00:00.000
442,20260814,73620,-1,-1,-1,-1,-1,3,-1,LTE000442,443,442,1,1,2026-08-24T00:00:00.000
443,20260808,25080,103,71,309,433,411,19,2,LTE000443,444,443,1,1,2026-08-24T00:00:00.000
444,20260627,28260,373,341,158,27,417,14,2,LTE000444,445,444,1,1,2026-08-24T00:00:00.000
445,20260602,59820,299,101,291,268,439,26,2,LTE000445,446,445,1,1,2026-08-24T00:00:00.000
446,20260529,28260,213,121,415,267,240,29,5,LTE000446,447,446,1,1,2026-08-24T00:00:00.000
447,20260614,28560,489,183,484,498,243,7,1,LTE000447,448,447,1,1,2026-08-24T00:00:00.000
448,20260812,84000,292,210,248,311,350,10,3,LTE000448,449,448,1,1,2026-08-24T00:00:00.000
449,20260602,78840,86,306,422,321,168,11,5,LTE000449,450,449,1,1,2026-08-24T00:00:00.000
450,20260706,34500,271,172,216,30,337,11,2,LTE000450,451,450,1,1,2026-08-24T00:00:00.000
451,20260708,65820,184,305,483,422,3,23,2,LTE000451,452,451,1,1,2026-08-24T00:00:00.000
452,20260627,74700,14,76,446,234,211,22,3,LTE000452,453,452,1,1,2026-08-24T00:00:00.000
453,20260529,58020,486,69,103,101,330,25,3,LTE000453,454,453,1,1,2026-08-24T00:00:00.000
454,20260706,33480,8,460,406,25,208,23,5,LTE000454,455,454,1,1,2026-08-24T00:00:00.000
455,20260626,64440,263,160,31,211,159,6,3,LTE000455,456,455,1,1,2026-08-24T00:00:00.000
456,20260708,46680,69,268,257,6,10,8,2,LTE000456,457,456,1,1,2026-08-24T00:00:00.000
457,20260722,68520,222,489,158,22,208,1,4,LTE000457,458,457,1,1,2026-08-24T00:00:00.000
458,20260804,79140,431,195,402,463,141,14,1,LTE000458,459,458,1,1,2026-08-24T00:00:00.000
459,20260720,81840,-1,-1,-1,-1,-1,16,-1,LTE000459,460,459,1,1,2026-08-24T00:00:00.000
460,20260628,57900,395,36,22,407,448,15,2,LTE000460,461,460,1,1,2026-08-24T00:00:00.000
461,20260725,960,397,244,146,183,119,25,5,LTE000461,462,461,1,1,2026-08-24T00:00:00.000
462,20260614,71760,391,298,485,370,436,12,4,LTE000462,463,462,1,1,2026-08-24T00:00:00.000
463,20260809,14460,256,387,377,380,18,11,3,LTE000463,464,463,1,1,2026-08-24T00:00:00.000
464,20260611,51600,145,469,70,338,332,26,5,LTE000464,465,464,1,1,2026-08-24T00:00:00.000
465,20260531,59820,155,316,431,485,126,2,2,LTE000465,466,465,1,1,2026-08-24T00:00:00.000
466,20260804,57120,130,380,178,238,98,22,5,LTE000466,467,466,1,1,2026-08-24T00:00:00.000
467,20260803,37380,54,423,194,18,13,23,2,LTE000467,468,467,1,1,2026-08-24T00:00:00.000
468,20260616,22080,41,25,408,49,49,5,3,LTE000468,469,468,1,1,2026-08-24T00:00:00.000
469,20260709,23040,21,239,388,380,434,30,2,LTE000469,470,469,1,1,2026-08-24T00:00:00.000
470,20260803,76800,100,401,68,476,182,3,2,LTE000470,471,470,1,1,2026-08-24T00:00:00.000
471,20260701,9780,139,148,381,473,24,23,1,LTE000471,472,471,1,1,2026-08-24T00:00:00.000
472,20260821,1440,489,203,493,18,2,21,1,LTE000472,473,472,1,1,2026-08-24T00:00:00.000
473,20260706,46320,355,18,387,124,169,33,4,LTE000473,474,473,1,1,2026-08-24T00:00:00.000
474,20260531,32100,423,59,233,179,71,1,2,LTE000474,475,474,1,1,2026-08-24T00:00:00.000
475,20260822,59040,287,483,26,375,35,8,1,LTE000475,476,475,1,1,2026-08-24T00:00:00.000
476,20260808,38280,-1,-1,-1,-1,-1,13,-1,LTE000476,477,476,1,1,2026-08-24T00:00:00.000
477,20260617,57540,316,453,88,94,285,13,4,LTE000477,478,477,1,1,2026-08-24T00:00:00.000
478,20260605,23700,133,325,196,135,383,11,2,LTE000478,479,478,1,1,2026-08-24T00:00:00.000
479,20260802,62580,290,358,38,186,473,33,3,LTE000479,480,479,1,1,2026-08-24T00:00:00.000
480,20260630,30780,245,438,131,273,403,33,3,LTE000480,481,480,1,1,2026-08-24T00:00:00.000
481,20260805,50100,68,299,406,309,397,25,4,LTE000481,482,481,1,1,2026-08-24T00:00:00.000
482,20260805,73380,338,50,171,486,448,34,4,LTE000482,483,482,1,1,2026-08-24T00:00:00.000
483,20260801,52320,486,174,403,101,415,26,2,LTE000483,484,483,1,1,2026-08-24T00:00:00.000
484,20260627,45360,148,210,315,159,306,9,2,LTE000484,485,484,1,1,2026-08-24T00:00:00.000
485,20260608,42660,246,244,451,500,183,13,1,LTE000485,486,485,1,1,2026-08-24T00:00:00.000
486,20260710,47220,146,467,403,48,316,12,1,LTE000486,487,486,1,1,2026-08-24T00:00:00.000
487,20260731,12540,68,394,216,356,70,16,4,LTE000487,488,487,1,1,2026-08-24T00:00:00.000
488,20260625,76620,86,495,7,76,388,18,3,LTE000488,489,488,1,1,2026-08-24T00:00:00.000
489,20260823,77700,363,349,311,467,424,5,2,LTE000489,490,489,1,1,2026-08-24T00:00:00.000
490,20260712,14220,118,440,302,128,72,2,1,LTE000490,491,490,1,1,2026-08-24T00:00:00.000
491,20260716,65340,35,91,383,129,125,9,2,LTE000491,492,491,1,1,2026-08-24T00:00:00.000
492,20260605,10260,185,244,305,320,79,3,1,LTE000492,493,492,1,1,2026-08-24T00:00:00.000
493,20260715,54060,-1,-1,-1,-1,-1,2,-1,LTE000493,494,493,1,1,2026-08-24T00:00:00.000
494,20260711,20400,281,179,263,404,88,25,1,LTE000494,495,494,1,1,2026-08-24T00:00:00.000
495,20260602,31440,158,98,209,230,399,6,4,LTE000495,496,495,1,1,2026-08-24T00:00:00.000
496,20260817,11280,270,339,481,370,352,33,5,LTE000496,497,496,1,1,2026-08-24T00:00:00.000
497,20260723,69540,188,42,19,29,439,35,2,LTE000497,498,497,1,1,2026-08-24T00:00:00.000
498,20260627,39600,132,256,126,233,362,17,4,LTE000498,499,498,1,1,2026-08-24T00:00:00.000
499,20260813,16260,97,499,427,23,159,33,1,LTE000499,500,499,1,1,2026-08-24T00:00:00.000
500,20260814,2460,105,246,409,61,304,27,4,LTE000500,501,500,1,1,2026-08-24T00:00:00.000
501,20260621,28620,78,187,70,486,354,11,5,LTE000501,502,501,1,1,2026-08-24T00:00:00.000
502,20260704,59040,287,439,330,161,61,3,5,LTE000502,503,502,1,1,2026-08-24T00:00:00.000
503,20260629,84300,167,158,214,435,210,14,3,LTE000503,504,503,1,1,2026-08-24T00:00:00.000
504,20260707,15780,194,18,158,151,275,4,3,LTE000504,505,504,1,1,2026-08-24T00:00:00.000
505,20260814,57780,333,492,290,55,18,34,1,LTE000505,506,505,1,1,2026-08-24T00:00:00.000
506,20260804,38820,107,404,298,360,388,27,1,LTE000506,507,506,1,1,2026-08-24T00:00:00.000
507,20260611,5460,379,442,37,190,187,6,1,LTE000507,508,507,1,1,2026-08-24T00:00:00.000
508,20260802,63420,127,139,396,330,79,18,5,LTE000508,509,508,1,1,2026-08-24T00:00:00.000
509,20260720,74580,293,58,51,57,10,1,5,LTE000509,510,509,1,1,2026-08-24T00:00:00.000
510,20260804,6600,-1,-1,-1,-1,-1,29,-1,LTE000510,511,510,1,1,2026-08-24T00:00:00.000
511,20260819,42240,102,19,427,296,435,22,4,LTE000511,512,511,1,1,2026-08-24T00:00:00.000
