InventoryCycleCountKey,CountDateKey,ApprovalDateKey,PostingDateKey,CountTimeOfDayKey,ProductKey,PlantKey,InventoryBinKey,CounterEmployeeKey,ApproverEmployeeKey,InventoryCountStatusKey,UnitOfMeasureKey,CountSheetNumber,CountSheetLineNumber,SystemQuantity,CountedQuantity,VarianceQuantity,VarianceValueAmount,SourceSystemKey,BatchId,LoadedAtUtc
703,20260612,20260531,20260809,17040,24,249,163,240,491,8,5,ICC000703,704,492.2000,492.2000,492.2000,973.1100,1,1,2026-08-24T00:00:00.000
704,20260728,20260619,20260814,4440,334,36,372,486,37,4,3,ICC000704,705,492.9000,492.9000,492.9000,974.4800,1,1,2026-08-24T00:00:00.000
705,20260823,20260725,20260716,54420,201,124,289,363,35,6,2,ICC000705,706,493.6000,493.6000,493.6000,975.8500,1,1,2026-08-24T00:00:00.000
706,20260726,20260714,20260709,55680,453,253,145,56,499,4,5,ICC000706,707,494.3000,494.3000,494.3000,977.2200,1,1,2026-08-24T00:00:00.000
707,20260610,20260714,20260630,78900,369,147,229,106,276,4,5,ICC000707,708,495.0000,495.0000,495.0000,978.5900,1,1,2026-08-24T00:00:00.000
708,20260720,20260709,20260805,76620,8,97,373,332,496,5,4,ICC000708,709,495.7000,495.7000,495.7000,979.9600,1,1,2026-08-24T00:00:00.000
709,20260720,20260714,20260616,61380,97,263,188,236,405,3,5,ICC000709,710,496.4000,496.4000,496.4000,981.3300,1,1,2026-08-24T00:00:00.000
710,20260811,20260702,20260528,35400,359,256,179,256,168,1,5,ICC000710,711,497.1000,497.1000,497.1000,982.7000,1,1,2026-08-24T00:00:00.000
711,20260716,20260822,20260601,60720,487,36,389,285,51,6,6,ICC000711,712,497.8000,497.8000,497.8000,984.0700,1,1,2026-08-24T00:00:00.000
712,20260627,20260624,20260801,12720,331,141,361,263,19,1,7,ICC000712,713,498.5000,498.5000,498.5000,985.4400,1,1,2026-08-24T00:00:00.000
713,20260809,20260610,20260529,13260,211,323,297,114,225,1,5,ICC000713,714,499.2000,499.2000,499.2000,986.8100,1,1,2026-08-24T00:00:00.000
714,20260725,20260822,20260814,44520,395,71,365,-1,-1,8,7,ICC000714,715,499.9000,499.9000,499.9000,988.1800,1,1,2026-08-24T00:00:00.000
715,20260822,20260822,20260724,32880,27,339,108,180,51,3,2,ICC000715,716,500.6000,500.6000,500.6000,989.5500,1,1,2026-08-24T00:00:00.000
716,20260529,20260706,20260610,79980,426,312,275,391,410,4,2,ICC000716,717,501.3000,501.3000,501.3000,990.9200,1,1,2026-08-24T00:00:00.000
717,20260619,20260531,20260617,82860,151,260,238,6,307,7,3,ICC000717,718,502.0000,502.0000,502.0000,992.2900,1,1,2026-08-24T00:00:00.000
718,20260801,20260531,20260630,11400,201,183,235,361,78,4,4,ICC000718,719,502.7000,502.7000,502.7000,993.6600,1,1,2026-08-24T00:00:00.000
719,20260530,20260629,20260613,85200,46,256,151,305,359,1,1,ICC000719,720,503.4000,503.4000,503.4000,995.0300,1,1,2026-08-24T00:00:00.000
720,20260805,20260706,20260626,77640,197,150,93,184,36,7,7,ICC000720,721,504.1000,504.1000,504.1000,996.4000,1,1,2026-08-24T00:00:00.000
721,20260626,20260714,20260610,24660,94,240,118,212,3,6,5,ICC000721,722,504.8000,504.8000,504.8000,997.7700,1,1,2026-08-24T00:00:00.000
722,20260622,20260723,20260615,34800,384,251,324,308,102,8,4,ICC000722,723,505.5000,505.5000,505.5000,999.1400,1,1,2026-08-24T00:00:00.000
723,20260624,20260805,20260627,27120,217,266,364,441,355,8,1,ICC000723,724,506.2000,506.2000,506.2000,1000.5100,1,1,2026-08-24T00:00:00.000
724,20260613,20260803,20260811,57900,175,304,482,35,355,1,1,ICC000724,725,506.9000,506.9000,506.9000,1001.8800,1,1,2026-08-24T00:00:00.000
725,20260611,20260811,20260821,36360,94,208,486,347,483,4,1,ICC000725,726,507.6000,507.6000,507.6000,1003.2500,1,1,2026-08-24T00:00:00.000
726,20260528,20260711,20260715,40260,168,296,12,119,339,7,1,ICC000726,727,508.3000,508.3000,508.3000,1004.6200,1,1,2026-08-24T00:00:00.000
727,20260617,20260702,20260710,32100,36,127,477,213,182,3,7,ICC000727,728,509.0000,509.0000,509.0000,1005.9900,1,1,2026-08-24T00:00:00.000
728,20260612,20260624,20260709,53400,85,264,191,19,324,1,3,ICC000728,729,509.7000,509.7000,509.7000,1007.3600,1,1,2026-08-24T00:00:00.000
729,20260816,20260806,20260604,66720,20,147,105,238,334,5,5,ICC000729,730,510.4000,510.4000,510.4000,1008.7300,1,1,2026-08-24T00:00:00.000
730,20260614,20260720,20260806,80640,85,282,474,311,147,1,2,ICC000730,731,511.1000,511.1000,511.1000,1010.1000,1,1,2026-08-24T00:00:00.000
731,20260810,20260620,20260726,84240,68,305,166,-1,-1,2,1,ICC000731,732,511.8000,511.8000,511.8000,1011.4700,1,1,2026-08-24T00:00:00.000
732,20260714,20260722,20260819,69900,311,4,247,231,405,7,6,ICC000732,733,512.5000,512.5000,512.5000,1012.8400,1,1,2026-08-24T00:00:00.000
733,20260713,20260608,20260719,71700,423,283,441,31,43,4,3,ICC000733,734,513.2000,513.2000,513.2000,1014.2100,1,1,2026-08-24T00:00:00.000
734,20260719,20260530,20260804,20400,34,310,223,9,18,3,7,ICC000734,735,513.9000,513.9000,513.9000,1015.5800,1,1,2026-08-24T00:00:00.000
735,20260628,20260615,20260818,17280,220,169,361,215,223,4,3,ICC000735,736,514.6000,514.6000,514.6000,1016.9500,1,1,2026-08-24T00:00:00.000
736,20260616,20260625,20260804,68760,377,87,299,38,237,8,5,ICC000736,737,515.3000,515.3000,515.3000,1018.3200,1,1,2026-08-24T00:00:00.000
737,20260629,20260609,20260607,23280,64,11,436,470,63,5,6,ICC000737,738,516.0000,516.0000,516.0000,1019.6900,1,1,2026-08-24T00:00:00.000
738,20260709,20260816,20260715,3480,268,9,234,237,187,3,4,ICC000738,739,516.7000,516.7000,516.7000,1021.0600,1,1,2026-08-24T00:00:00.000
739,20260713,20260818,20260529,8400,468,251,149,448,215,4,2,ICC000739,740,517.4000,517.4000,517.4000,1022.4300,1,1,2026-08-24T00:00:00.000
740,20260621,20260530,20260718,540,423,12,367,109,397,3,5,ICC000740,741,518.1000,518.1000,518.1000,1023.8000,1,1,2026-08-24T00:00:00.000
741,20260529,20260716,20260709,75840,181,122,333,223,46,8,6,ICC000741,742,518.8000,518.8000,518.8000,1025.1700,1,1,2026-08-24T00:00:00.000
742,20260803,20260621,20260729,58140,214,239,108,452,425,1,5,ICC000742,743,519.5000,519.5000,519.5000,1026.5400,1,1,2026-08-24T00:00:00.000
743,20260806,20260627,20260617,60240,192,137,424,43,491,8,4,ICC000743,744,520.2000,520.2000,520.2000,1027.9100,1,1,2026-08-24T00:00:00.000
744,20260629,20260530,20260816,10860,54,44,174,41,359,6,2,ICC000744,745,520.9000,520.9000,520.9000,1029.2800,1,1,2026-08-24T00:00:00.000
745,20260724,20260813,20260628,35160,170,244,43,51,82,2,7,ICC000745,746,521.6000,521.6000,521.6000,1030.6500,1,1,2026-08-24T00:00:00.000
746,20260707,20260630,20260801,70200,12,13,457,4,462,2,5,ICC000746,747,522.3000,522.3000,522.3000,1032.0200,1,1,2026-08-24T00:00:00.000
747,20260820,20260820,20260614,45240,320,72,356,37,126,8,4,ICC000747,748,523.0000,523.0000,523.0000,1033.3900,1,1,2026-08-24T00:00:00.000
748,20260619,20260819,20260818,54120,31,296,374,-1,-1,3,1,ICC000748,749,523.7000,523.7000,523.7000,1034.7600,1,1,2026-08-24T00:00:00.000
749,20260621,20260723,20260606,1140,466,146,134,404,136,5,6,ICC000749,750,524.4000,524.4000,524.4000,1036.1300,1,1,2026-08-24T00:00:00.000
750,20260720,20260723,20260624,50880,475,289,119,187,116,3,7,ICC000750,751,525.1000,525.1000,525.1000,1037.5000,1,1,2026-08-24T00:00:00.000
751,20260818,20260601,20260713,67080,458,16,185,261,495,7,3,ICC000751,752,525.8000,525.8000,525.8000,1038.8700,1,1,2026-08-24T00:00:00.000
752,20260715,20260629,20260801,60780,14,204,201,241,422,1,6,ICC000752,753,526.5000,526.5000,526.5000,1040.2400,1,1,2026-08-24T00:00:00.000
753,20260809,20260608,20260802,33600,241,277,97,96,327,7,2,ICC000753,754,527.2000,527.2000,527.2000,1041.6100,1,1,2026-08-24T00:00:00.000
754,20260808,20260820,20260714,80220,214,94,342,224,365,6,7,ICC000754,755,527.9000,527.9000,527.9000,1042.9800,1,1,2026-08-24T00:00:00.000
755,20260606,20260813,20260811,9600,378,290,4,254,494,2,2,ICC000755,756,528.6000,528.6000,528.6000,1044.3500,1,1,2026-08-24T00:00:00.000
756,20260726,20260614,20260623,81900,293,81,412,416,450,3,7,ICC000756,757,529.3000,529.3000,529.3000,1045.7200,1,1,2026-08-24T00:00:00.000
757,20260704,20260707,20260801,2280,237,332,227,499,201,3,3,ICC000757,758,530.0000,530.0000,530.0000,1047.0900,1,1,2026-08-24T00:00:00.000
758,20260805,20260818,20260623,42360,229,76,281,89,245,8,3,ICC000758,759,530.7000,530.7000,530.7000,1048.4600,1,1,2026-08-24T00:00:00.000
759,20260617,20260528,20260816,63660,492,15,326,304,447,2,3,ICC000759,760,531.4000,531.4000,531.4000,1049.8300,1,1,2026-08-24T00:00:00.000
760,20260805,20260815,20260810,15900,213,248,166,170,48,2,7,ICC000760,761,532.1000,532.1000,532.1000,1051.2000,1,1,2026-08-24T00:00:00.000
761,20260823,20260705,20260822,21180,337,320,476,185,243,4,3,ICC000761,762,532.8000,532.8000,532.8000,1052.5700,1,1,2026-08-24T00:00:00.000
762,20260721,20260629,20260728,66360,71,297,419,226,217,8,3,ICC000762,763,533.5000,533.5000,533.5000,1053.9400,1,1,2026-08-24T00:00:00.000
763,20260811,20260719,20260602,6660,378,54,459,13,296,8,4,ICC000763,764,534.2000,534.2000,534.2000,1055.3100,1,1,2026-08-24T00:00:00.000
764,20260803,20260617,20260706,53940,132,68,449,89,122,7,4,ICC000764,765,534.9000,534.9000,534.9000,1056.6800,1,1,2026-08-24T00:00:00.000
765,20260820,20260710,20260813,30720,406,192,326,-1,-1,4,4,ICC000765,766,535.6000,535.6000,535.6000,1058.0500,1,1,2026-08-24T00:00:00.000
766,20260607,20260731,20260618,37140,101,348,361,409,109,7,6,ICC000766,767,536.3000,536.3000,536.3000,1059.4200,1,1,2026-08-24T00:00:00.000
767,20260716,20260713,20260726,36780,176,174,19,442,158,7,4,ICC000767,768,537.0000,537.0000,537.0000,1060.7900,1,1,2026-08-24T00:00:00.000
768,20260721,20260802,20260716,34620,357,173,450,251,245,7,5,ICC000768,769,537.7000,537.7000,537.7000,1062.1600,1,1,2026-08-24T00:00:00.000
769,20260706,20260803,20260704,81120,58,318,375,190,198,3,2,ICC000769,770,538.4000,538.4000,538.4000,1063.5300,1,1,2026-08-24T00:00:00.000
770,20260703,20260629,20260721,50880,396,162,99,309,31,1,4,ICC000770,771,539.1000,539.1000,539.1000,1064.9000,1,1,2026-08-24T00:00:00.000
771,20260717,20260615,20260722,8760,292,317,220,356,216,7,7,ICC000771,772,539.8000,539.8000,539.8000,1066.2700,1,1,2026-08-24T00:00:00.000
772,20260618,20260729,20260705,62460,29,87,449,312,458,3,6,ICC000772,773,540.5000,540.5000,540.5000,1067.6400,1,1,2026-08-24T00:00:00.000
773,20260816,20260713,20260804,38100,423,88,400,355,155,1,5,ICC000773,774,541.2000,541.2000,541.2000,1069.0100,1,1,2026-08-24T00:00:00.000
774,20260706,20260809,20260714,68700,221,215,378,356,362,8,2,ICC000774,775,541.9000,541.9000,541.9000,1070.3800,1,1,2026-08-24T00:00:00.000
775,20260613,20260702,20260727,68160,329,237,87,429,377,2,6,ICC000775,776,542.6000,542.6000,542.6000,1071.7500,1,1,2026-08-24T00:00:00.000
776,20260612,20260623,20260821,7200,326,217,244,133,434,4,3,ICC000776,777,543.3000,543.3000,543.3000,1073.1200,1,1,2026-08-24T00:00:00.000
777,20260629,20260611,20260726,70500,40,161,71,414,429,2,2,ICC000777,778,544.0000,544.0000,544.0000,1074.4900,1,1,2026-08-24T00:00:00.000
778,20260819,20260611,20260706,27240,4,163,147,463,403,8,2,ICC000778,779,544.7000,544.7000,544.7000,1075.8600,1,1,2026-08-24T00:00:00.000
779,20260727,20260707,20260604,71760,344,295,202,280,365,6,4,ICC000779,780,545.4000,545.4000,545.4000,1077.2300,1,1,2026-08-24T00:00:00.000
780,20260819,20260817,20260601,2340,444,248,308,403,61,6,7,ICC000780,781,546.1000,546.1000,546.1000,1078.6000,1,1,2026-08-24T00:00:00.000
781,20260616,20260624,20260531,540,282,299,268,184,389,6,3,ICC000781,782,546.8000,546.8000,546.8000,1079.9700,1,1,2026-08-24T00:00:00.000
782,20260815,20260730,20260822,18960,236,310,88,-1,-1,3,7,ICC000782,783,547.5000,547.5000,547.5000,1081.3400,1,1,2026-08-24T00:00:00.000
783,20260625,20260602,20260725,20520,107,299,320,140,255,1,5,ICC000783,784,548.2000,548.2000,548.2000,1082.7100,1,1,2026-08-24T00:00:00.000
784,20260818,20260714,20260716,19560,218,232,69,392,383,4,6,ICC000784,785,548.9000,548.9000,548.9000,1084.0800,1,1,2026-08-24T00:00:00.000
785,20260805,20260816,20260708,41100,274,342,349,195,494,7,1,ICC000785,786,549.6000,549.6000,549.6000,1085.4500,1,1,2026-08-24T00:00:00.000
786,20260819,20260721,20260607,45780,130,50,149,40,68,7,4,ICC000786,787,550.3000,550.3000,550.3000,1086.8200,1,1,2026-08-24T00:00:00.000
787,20260727,20260605,20260704,18960,69,104,58,310,64,5,4,ICC000787,788,551.0000,551.0000,551.0000,1088.1900,1,1,2026-08-24T00:00:00.000
788,20260728,20260725,20260601,81120,452,326,189,157,43,4,6,ICC000788,789,551.7000,551.7000,551.7000,1089.5600,1,1,2026-08-24T00:00:00.000
789,20260606,20260802,20260704,69420,60,212,332,228,146,8,3,ICC000789,790,552.4000,552.4000,552.4000,1090.9300,1,1,2026-08-24T00:00:00.000
790,20260625,20260818,20260713,35280,97,268,15,406,160,4,7,ICC000790,791,553.1000,553.1000,553.1000,1092.3000,1,1,2026-08-24T00:00:00.000
791,20260704,20260709,20260610,64740,168,67,264,133,140,1,4,ICC000791,792,553.8000,553.8000,553.8000,1093.6700,1,1,2026-08-24T00:00:00.000
792,20260811,20260705,20260626,61260,331,76,55,157,169,2,2,ICC000792,793,554.5000,554.5000,554.5000,1095.0400,1,1,2026-08-24T00:00:00.000
793,20260703,20260816,20260715,38880,394,11,497,75,264,7,7,ICC000793,794,555.2000,555.2000,555.2000,1096.4100,1,1,2026-08-24T00:00:00.000
794,20260622,20260705,20260607,58800,412,74,116,288,42,1,2,ICC000794,795,555.9000,555.9000,555.9000,1097.7800,1,1,2026-08-24T00:00:00.000
795,20260815,20260626,20260804,8820,460,244,359,450,199,7,2,ICC000795,796,556.6000,556.6000,556.6000,1099.1500,1,1,2026-08-24T00:00:00.000
796,20260702,20260601,20260819,36120,268,285,490,303,68,2,5,ICC000796,797,557.3000,557.3000,557.3000,1100.5200,1,1,2026-08-24T00:00:00.000
797,20260812,20260723,20260621,16260,464,238,234,173,200,4,2,ICC000797,798,558.0000,558.0000,558.0000,1101.8900,1,1,2026-08-24T00:00:00.000
798,20260603,20260614,20260712,33720,480,18,333,384,412,5,4,ICC000798,799,558.7000,558.7000,558.7000,1103.2600,1,1,2026-08-24T00:00:00.000
799,20260726,20260528,20260701,6360,363,298,84,-1,-1,8,5,ICC000799,800,559.4000,559.4000,559.4000,1104.6300,1,1,2026-08-24T00:00:00.000
800,20260704,20260729,20260809,67800,21,147,318,493,215,3,3,ICC000800,801,560.1000,560.1000,560.1000,1106.0000,1,1,2026-08-24T00:00:00.000
801,20260721,20260613,20260706,540,346,229,17,105,89,6,1,ICC000801,802,560.8000,560.8000,560.8000,1107.3700,1,1,2026-08-24T00:00:00.000
802,20260610,20260602,20260606,60540,458,78,483,258,164,2,4,ICC000802,803,561.5000,561.5000,561.5000,1108.7400,1,1,2026-08-24T00:00:00.000
803,20260731,20260708,20260722,21420,202,192,135,186,94,5,1,ICC000803,804,562.2000,562.2000,562.2000,1110.1100,1,1,2026-08-24T00:00:00.000
804,20260810,20260729,20260618,76260,169,197,133,445,465,1,1,ICC000804,805,562.9000,562.9000,562.9000,1111.4800,1,1,2026-08-24T00:00:00.000
805,20260626,20260610,20260720,46380,174,36,207,402,453,6,1,ICC000805,806,563.6000,563.6000,563.6000,1112.8500,1,1,2026-08-24T00:00:00.000
806,20260716,20260818,20260605,5160,486,90,357,10,1,6,7,ICC000806,807,564.3000,564.3000,564.3000,1114.2200,1,1,2026-08-24T00:00:00.000
807,20260802,20260811,20260816,43380,278,162,487,103,30,8,1,ICC000807,808,565.0000,565.0000,565.0000,1115.5900,1,1,2026-08-24T00:00:00.000
808,20260703,20260530,20260724,14580,347,333,105,242,266,4,6,ICC000808,809,565.7000,565.7000,565.7000,1116.9600,1,1,2026-08-24T00:00:00.000
809,20260803,20260603,20260605,42300,169,11,490,216,234,4,7,ICC000809,810,566.4000,566.4000,566.4000,1118.3300,1,1,2026-08-24T00:00:00.000
810,20260709,20260707,20260818,76860,487,268,72,270,49,7,3,ICC000810,811,567.1000,567.1000,567.1000,1119.7000,1,1,2026-08-24T00:00:00.000
811,20260729,20260703,20260610,43380,458,52,169,335,373,4,3,ICC000811,812,567.8000,567.8000,567.8000,1121.0700,1,1,2026-08-24T00:00:00.000
812,20260727,20260616,20260701,64620,27,128,329,68,280,5,1,ICC000812,813,568.5000,568.5000,568.5000,1122.4400,1,1,2026-08-24T00:00:00.000
813,20260617,20260608,20260809,64920,454,347,336,232,495,1,3,ICC000813,814,569.2000,569.2000,569.2000,1123.8100,1,1,2026-08-24T00:00:00.000
814,20260709,20260808,20260701,49020,139,185,175,442,56,4,2,ICC000814,815,569.9000,569.9000,569.9000,1125.1800,1,1,2026-08-24T00:00:00.000
815,20260606,20260809,20260822,58740,317,190,300,152,323,6,7,ICC000815,816,570.6000,570.6000,570.6000,1126.5500,1,1,2026-08-24T00:00:00.000
816,20260712,20260817,20260708,24480,247,314,378,-1,-1,6,6,ICC000816,817,571.3000,571.3000,571.3000,1127.9200,1,1,2026-08-24T00:00:00.000
817,20260819,20260719,20260603,31140,142,296,81,362,375,4,3,ICC000817,818,572.0000,572.0000,572.0000,1129.2900,1,1,2026-08-24T00:00:00.000
818,20260530,20260621,20260702,27360,238,346,239,437,66,5,6,ICC000818,819,572.7000,572.7000,572.7000,1130.6600,1,1,2026-08-24T00:00:00.000
819,20260624,20260705,20260628,8340,232,190,64,175,220,5,3,ICC000819,820,573.4000,573.4000,573.4000,1132.0300,1,1,2026-08-24T00:00:00.000
820,20260629,20260530,20260813,15000,231,341,68,129,265,1,1,ICC000820,821,574.1000,574.1000,574.1000,1133.4000,1,1,2026-08-24T00:00:00.000
821,20260721,20260725,20260709,13140,218,333,431,139,109,5,5,ICC000821,822,574.8000,574.8000,574.8000,1134.7700,1,1,2026-08-24T00:00:00.000
822,20260807,20260616,20260614,55260,217,131,61,363,256,8,3,ICC000822,823,575.5000,575.5000,575.5000,1136.1400,1,1,2026-08-24T00:00:00.000
823,20260609,20260615,20260723,20760,299,113,83,309,246,6,3,ICC000823,824,576.2000,576.2000,576.2000,1137.5100,1,1,2026-08-24T00:00:00.000
824,20260606,20260723,20260612,20220,210,124,49,294,78,6,1,ICC000824,825,576.9000,576.9000,576.9000,1138.8800,1,1,2026-08-24T00:00:00.000
825,20260602,20260603,20260729,18720,111,147,55,137,491,8,2,ICC000825,826,577.6000,577.6000,577.6000,1140.2500,1,1,2026-08-24T00:00:00.000
826,20260617,20260528,20260714,22680,81,68,385,467,222,2,3,ICC000826,827,578.3000,578.3000,578.3000,1141.6200,1,1,2026-08-24T00:00:00.000
827,20260528,20260630,20260603,40260,283,215,188,23,129,4,5,ICC000827,828,579.0000,579.0000,579.0000,1142.9900,1,1,2026-08-24T00:00:00.000
828,20260723,20260530,20260814,68400,155,118,291,350,473,3,6,ICC000828,829,579.7000,579.7000,579.7000,1144.3600,1,1,2026-08-24T00:00:00.000
829,20260614,20260614,20260813,80760,203,322,197,381,413,4,7,ICC000829,830,580.4000,580.4000,580.4000,1145.7300,1,1,2026-08-24T00:00:00.000
830,20260807,20260724,20260624,56940,355,241,265,5,200,5,2,ICC000830,831,581.1000,581.1000,581.1000,1147.1000,1,1,2026-08-24T00:00:00.000
831,20260728,20260604,20260812,62280,417,72,413,221,261,6,7,ICC000831,832,581.8000,581.8000,581.8000,1148.4700,1,1,2026-08-24T00:00:00.000
832,20260824,20260823,20260715,63300,379,126,451,383,76,1,5,ICC000832,833,582.5000,582.5000,582.5000,1149.8400,1,1,2026-08-24T00:00:00.000
833,20260713,20260724,20260605,9720,149,83,464,-1,-1,2,2,ICC000833,834,583.2000,583.2000,583.2000,1151.2100,1,1,2026-08-24T00:00:00.000
834,20260618,20260816,20260609,9840,210,110,134,107,187,2,4,ICC000834,835,583.9000,583.9000,583.9000,1152.5800,1,1,2026-08-24T00:00:00.000
835,20260727,20260729,20260808,31740,182,150,362,95,342,2,7,ICC000835,836,584.6000,584.6000,584.6000,1153.9500,1,1,2026-08-24T00:00:00.000
836,20260720,20260712,20260809,36000,478,92,174,231,478,2,5,ICC000836,837,585.3000,585.3000,585.3000,1155.3200,1,1,2026-08-24T00:00:00.000
837,20260705,20260809,20260628,78960,236,226,50,31,114,3,5,ICC000837,838,586.0000,586.0000,586.0000,1156.6900,1,1,2026-08-24T00:00:00.000
838,20260720,20260606,20260723,68460,322,307,469,131,395,7,4,ICC000838,839,586.7000,586.7000,586.7000,1158.0600,1,1,2026-08-24T00:00:00.000
839,20260811,20260714,20260619,4920,479,258,425,362,58,4,4,ICC000839,840,587.4000,587.4000,587.4000,1159.4300,1,1,2026-08-24T00:00:00.000
840,20260612,20260616,20260607,25200,24,173,106,375,236,6,4,ICC000840,841,588.1000,588.1000,588.1000,1160.8000,1,1,2026-08-24T00:00:00.000
841,20260811,20260602,20260609,3300,477,301,6,73,491,4,7,ICC000841,842,588.8000,588.8000,588.8000,1162.1700,1,1,2026-08-24T00:00:00.000
842,20260703,20260625,20260624,8340,422,339,470,428,258,3,3,ICC000842,843,589.5000,589.5000,589.5000,1163.5400,1,1,2026-08-24T00:00:00.000
843,20260703,20260805,20260606,28200,156,91,337,446,37,4,5,ICC000843,844,590.2000,590.2000,590.2000,1164.9100,1,1,2026-08-24T00:00:00.000
844,20260603,20260626,20260713,34980,336,158,425,76,251,3,5,ICC000844,845,590.9000,590.9000,590.9000,1166.2800,1,1,2026-08-24T00:00:00.000
845,20260715,20260818,20260630,27900,495,334,92,70,213,3,3,ICC000845,846,591.6000,591.6000,591.6000,1167.6500,1,1,2026-08-24T00:00:00.000
846,20260625,20260609,20260611,9180,146,108,313,230,460,6,4,ICC000846,847,592.3000,592.3000,592.3000,1169.0200,1,1,2026-08-24T00:00:00.000
847,20260713,20260703,20260613,20460,166,173,420,435,18,7,3,ICC000847,848,593.0000,593.0000,593.0000,1170.3900,1,1,2026-08-24T00:00:00.000
848,20260627,20260725,20260803,12840,222,70,205,385,53,7,7,ICC000848,849,593.7000,593.7000,593.7000,1171.7600,1,1,2026-08-24T00:00:00.000
849,20260616,20260729,20260713,9900,412,106,333,319,445,7,4,ICC000849,850,594.4000,594.4000,594.4000,1173.1300,1,1,2026-08-24T00:00:00.000
850,20260703,20260614,20260809,40800,380,100,379,-1,-1,3,4,ICC000850,851,595.1000,595.1000,595.1000,1174.5000,1,1,2026-08-24T00:00:00.000
851,20260609,20260808,20260715,70560,6,292,208,348,461,8,3,ICC000851,852,595.8000,595.8000,595.8000,1175.8700,1,1,2026-08-24T00:00:00.000
852,20260630,20260617,20260623,68340,306,293,373,422,11,8,3,ICC000852,853,596.5000,596.5000,596.5000,1177.2400,1,1,2026-08-24T00:00:00.000
853,20260812,20260610,20260715,5460,191,154,264,457,339,7,5,ICC000853,854,597.2000,597.2000,597.2000,1178.6100,1,1,2026-08-24T00:00:00.000
854,20260703,20260617,20260629,46200,126,75,161,125,81,5,5,ICC000854,855,597.9000,597.9000,597.9000,1179.9800,1,1,2026-08-24T00:00:00.000
855,20260718,20260612,20260623,82680,142,149,143,184,467,7,2,ICC000855,856,598.6000,598.6000,598.6000,1181.3500,1,1,2026-08-24T00:00:00.000
856,20260806,20260702,20260719,2940,115,96,391,17,272,2,4,ICC000856,857,599.3000,599.3000,599.3000,1182.7200,1,1,2026-08-24T00:00:00.000
857,20260528,20260801,20260628,34920,230,332,66,288,230,5,2,ICC000857,858,600.0000,600.0000,600.0000,1184.0900,1,1,2026-08-24T00:00:00.000
858,20260714,20260622,20260624,10800,214,39,177,159,444,8,5,ICC000858,859,600.7000,600.7000,600.7000,1185.4600,1,1,2026-08-24T00:00:00.000
859,20260823,20260812,20260527,51840,438,226,160,342,49,5,2,ICC000859,860,601.4000,601.4000,601.4000,1186.8300,1,1,2026-08-24T00:00:00.000
860,20260801,20260729,20260806,80100,17,296,495,187,163,5,6,ICC000860,861,602.1000,602.1000,602.1000,1188.2000,1,1,2026-08-24T00:00:00.000
861,20260617,20260717,20260527,43680,337,192,153,69,12,1,6,ICC000861,862,602.8000,602.8000,602.8000,1189.5700,1,1,2026-08-24T00:00:00.000
862,20260719,20260703,20260721,63600,124,296,83,222,311,8,3,ICC000862,863,603.5000,603.5000,603.5000,1190.9400,1,1,2026-08-24T00:00:00.000
863,20260615,20260808,20260605,67680,436,49,144,450,437,3,1,ICC000863,864,604.2000,604.2000,604.2000,1192.3100,1,1,2026-08-24T00:00:00.000
864,20260605,20260629,20260726,17940,288,257,194,197,119,7,5,ICC000864,865,604.9000,604.9000,604.9000,1193.6800,1,1,2026-08-24T00:00:00.000
865,20260704,20260810,20260823,2340,322,119,248,74,500,3,7,ICC000865,866,605.6000,605.6000,605.6000,1195.0500,1,1,2026-08-24T00:00:00.000
866,20260530,20260605,20260718,71100,429,226,119,348,358,7,1,ICC000866,867,606.3000,606.3000,606.3000,1196.4200,1,1,2026-08-24T00:00:00.000
867,20260610,20260802,20260721,24960,233,224,424,-1,-1,7,2,ICC000867,868,607.0000,607.0000,607.0000,1197.7900,1,1,2026-08-24T00:00:00.000
868,20260630,20260630,20260820,42180,364,303,298,265,69,6,2,ICC000868,869,607.7000,607.7000,607.7000,1199.1600,1,1,2026-08-24T00:00:00.000
869,20260608,20260806,20260706,22860,456,71,283,94,485,5,5,ICC000869,870,608.4000,608.4000,608.4000,1200.5300,1,1,2026-08-24T00:00:00.000
870,20260815,20260718,20260703,34860,77,319,352,185,239,1,6,ICC000870,871,609.1000,609.1000,609.1000,1201.9000,1,1,2026-08-24T00:00:00.000
871,20260630,20260607,20260818,13440,491,243,41,196,495,4,3,ICC000871,872,609.8000,609.8000,609.8000,1203.2700,1,1,2026-08-24T00:00:00.000
872,20260719,20260814,20260809,35760,33,159,163,312,95,8,5,ICC000872,873,610.5000,610.5000,610.5000,1204.6400,1,1,2026-08-24T00:00:00.000
873,20260621,20260612,20260726,13920,251,348,66,166,148,7,5,ICC000873,874,611.2000,611.2000,611.2000,1206.0100,1,1,2026-08-24T00:00:00.000
874,20260713,20260807,20260629,62880,401,176,316,161,466,3,4,ICC000874,875,611.9000,611.9000,611.9000,1207.3800,1,1,2026-08-24T00:00:00.000
875,20260704,20260819,20260818,4380,302,291,50,90,197,5,4,ICC000875,876,612.6000,612.6000,612.6000,1208.7500,1,1,2026-08-24T00:00:00.000
876,20260604,20260629,20260601,21600,186,62,263,374,141,8,4,ICC000876,877,613.3000,613.3000,613.3000,1210.1200,1,1,2026-08-24T00:00:00.000
