FinanceProductionSettlementKey,ProductionSettlementNumber,ProductKey,PlantKey,WorkCenterKey,CostCenterKey,FinancePostingStatusKey,SettlementName,SettlementPeriodCode,IsFinalSettlement,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
400,FPS000400,496,231,244,356,2,Atlas FinanceProductionSettlement 400,FPS000400,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6bba58e509f5c7a846a7545108a6441d6bba58e509f5c7a846a7545108a6441
401,FPS000401,130,126,131,350,1,Evergreen FinanceProductionSettlement 401,FPS000401,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1263cd70bd50594688f10698d86d47511263cd70bd50594688f10698d86d4751
402,FPS000402,351,239,300,459,2,Atlas FinanceProductionSettlement 402,FPS000402,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,600b3e94d7ae585a83972f82ee101df9600b3e94d7ae585a83972f82ee101df9
403,FPS000403,464,182,221,14,8,Evergreen FinanceProductionSettlement 403,FPS000403,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ac03108297a51d28524ed89039a52c78ac03108297a51d28524ed89039a52c7
404,FPS000404,421,120,216,309,3,Unity FinanceProductionSettlement 404,FPS000404,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd865d7046505b0f99e9e9d76f991874bd865d7046505b0f99e9e9d76f991874
405,FPS000405,164,171,476,35,7,Titan FinanceProductionSettlement 405,FPS000405,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b1b8bdf420e526f97541dce0a4571507b1b8bdf420e526f97541dce0a457150
406,FPS000406,286,325,480,358,7,Riverton FinanceProductionSettlement 406,FPS000406,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad105575ed0f58e6b7e97b8a8e1f0cd2ad105575ed0f58e6b7e97b8a8e1f0cd2
407,FPS000407,483,315,305,267,4,Summit FinanceProductionSettlement 407,FPS000407,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c6f1f03bfc1589c815a1675cc0e96fb0c6f1f03bfc1589c815a1675cc0e96fb
408,FPS000408,5,318,-1,-1,3,Orion FinanceProductionSettlement 408,FPS000408,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40c7b947cf0757c3ac90584ca6ad1e5d40c7b947cf0757c3ac90584ca6ad1e5d
409,FPS000409,422,343,141,4,5,Keystone FinanceProductionSettlement 409,FPS000409,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dcf9164b2bd45752a536e447c8c2c910dcf9164b2bd45752a536e447c8c2c910
410,FPS000410,189,288,371,399,8,Summit FinanceProductionSettlement 410,FPS000410,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06e471cf14375e46bae047c95e2fa7cb06e471cf14375e46bae047c95e2fa7cb
411,FPS000411,312,200,446,8,6,Forge FinanceProductionSettlement 411,FPS000411,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4d3f8e8c5fb511a9ad36e48dbfb99a4a4d3f8e8c5fb511a9ad36e48dbfb99a4
412,FPS000412,64,125,134,304,3,Forge FinanceProductionSettlement 412,FPS000412,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d608c25bbe675c1696ba13330f92d66ad608c25bbe675c1696ba13330f92d66a
413,FPS000413,245,193,6,139,2,Vertex FinanceProductionSettlement 413,FPS000413,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35200d71bbc4521482be1dfca930d5a735200d71bbc4521482be1dfca930d5a7
414,FPS000414,33,172,118,306,3,Forge FinanceProductionSettlement 414,FPS000414,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a21865456cd5a73b8369608caf85e822a21865456cd5a73b8369608caf85e82
415,FPS000415,124,150,124,407,10,Orion FinanceProductionSettlement 415,FPS000415,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5af585736e354ad99cbd5f8dccd8529d5af585736e354ad99cbd5f8dccd8529
416,FPS000416,494,118,349,216,9,Ion FinanceProductionSettlement 416,FPS000416,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc16a001c0d35ee7a5a58e5d06c25286fc16a001c0d35ee7a5a58e5d06c25286
417,FPS000417,500,277,159,332,3,Willow FinanceProductionSettlement 417,FPS000417,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cce77c9551fe5ce3b2fd3a3a0c4f3b87cce77c9551fe5ce3b2fd3a3a0c4f3b87
418,FPS000418,156,16,328,329,1,Meridian FinanceProductionSettlement 418,FPS000418,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,271406bd282a5c99a233f0dc0e480603271406bd282a5c99a233f0dc0e480603
419,FPS000419,303,154,198,482,5,Forge FinanceProductionSettlement 419,FPS000419,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d9a9eae78f356d6a41644f33c86640f1d9a9eae78f356d6a41644f33c86640f
420,FPS000420,25,5,429,47,10,Meridian FinanceProductionSettlement 420,FPS000420,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18707b8127ca5127b55b5012f742a27518707b8127ca5127b55b5012f742a275
421,FPS000421,448,109,336,121,5,Ion FinanceProductionSettlement 421,FPS000421,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35508fdd916b5eaf893edfb920fef8bb35508fdd916b5eaf893edfb920fef8bb
422,FPS000422,94,166,335,477,3,Titan FinanceProductionSettlement 422,FPS000422,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ff985e1b3d056d4adef7e3d97d15e546ff985e1b3d056d4adef7e3d97d15e54
423,FPS000423,495,145,80,280,10,Orion FinanceProductionSettlement 423,FPS000423,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08279b7d0556598080b8135245605f9408279b7d0556598080b8135245605f94
424,FPS000424,391,235,268,97,6,Forge FinanceProductionSettlement 424,FPS000424,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c73451d00885fd6bd1ca709aabb35cb5c73451d00885fd6bd1ca709aabb35cb
425,FPS000425,244,330,-1,-1,6,Titan FinanceProductionSettlement 425,FPS000425,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62875e0ec6f2533eb0900d77cb3c4b3462875e0ec6f2533eb0900d77cb3c4b34
426,FPS000426,458,309,265,74,10,Unity FinanceProductionSettlement 426,FPS000426,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac840f84d2325e5594b1ea5c749ec89bac840f84d2325e5594b1ea5c749ec89b
427,FPS000427,306,215,52,27,1,Orion FinanceProductionSettlement 427,FPS000427,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b0491499da45784a5edc747f67729b84b0491499da45784a5edc747f67729b8
428,FPS000428,494,5,333,451,7,Summit FinanceProductionSettlement 428,FPS000428,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e7f7ec7f9cc59d090fa9fd93ce5c5df6e7f7ec7f9cc59d090fa9fd93ce5c5df
429,FPS000429,139,161,105,145,2,Quartz FinanceProductionSettlement 429,FPS000429,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4255fa3ed9405f6cb4ce261193888e6f4255fa3ed9405f6cb4ce261193888e6f
430,FPS000430,33,53,198,104,3,Pioneer FinanceProductionSettlement 430,FPS000430,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0cd37901afcb5232a79b72e2957dc7d80cd37901afcb5232a79b72e2957dc7d8
431,FPS000431,285,298,183,314,6,Keystone FinanceProductionSettlement 431,FPS000431,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65bf6c218e83521499cba0abbd04af5c65bf6c218e83521499cba0abbd04af5c
432,FPS000432,110,236,313,206,2,Orion FinanceProductionSettlement 432,FPS000432,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55b6c8c0967e5c25bafb736ff44f2bef55b6c8c0967e5c25bafb736ff44f2bef
433,FPS000433,249,134,303,95,9,Granite FinanceProductionSettlement 433,FPS000433,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a92fb8698f1576b86bd7d183e0821967a92fb8698f1576b86bd7d183e082196
434,FPS000434,400,94,254,353,7,Junction FinanceProductionSettlement 434,FPS000434,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae117e8c39575e23973ab7929d09228cae117e8c39575e23973ab7929d09228c
435,FPS000435,397,135,14,308,9,Granite FinanceProductionSettlement 435,FPS000435,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e13e9ab865b857d8bf46e0c72fd28995e13e9ab865b857d8bf46e0c72fd28995
436,FPS000436,488,88,297,457,4,Northstar FinanceProductionSettlement 436,FPS000436,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d4f2185a49d57028ae478ae39b25bd35d4f2185a49d57028ae478ae39b25bd3
437,FPS000437,15,342,251,301,4,Pioneer FinanceProductionSettlement 437,FPS000437,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d86fc6942fad559ebc12da65adf86149d86fc6942fad559ebc12da65adf86149
438,FPS000438,81,173,153,184,5,Riverton FinanceProductionSettlement 438,FPS000438,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57475caa158356618aab91f575547ff557475caa158356618aab91f575547ff5
439,FPS000439,287,286,364,439,3,Titan FinanceProductionSettlement 439,FPS000439,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad8157fe962950aa9bec42271038dac3ad8157fe962950aa9bec42271038dac3
440,FPS000440,487,51,46,125,5,Cedar FinanceProductionSettlement 440,FPS000440,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c2239e7f3085e7ca4dd610ca42a4d260c2239e7f3085e7ca4dd610ca42a4d26
441,FPS000441,284,188,167,172,9,Northstar FinanceProductionSettlement 441,FPS000441,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f7a07bfdedd54338c8405fa31f3ba319f7a07bfdedd54338c8405fa31f3ba31
442,FPS000442,487,90,-1,-1,6,Pioneer FinanceProductionSettlement 442,FPS000442,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99f0c9aeddd25d98a9c60b7de124dfa799f0c9aeddd25d98a9c60b7de124dfa7
443,FPS000443,433,7,217,110,6,Liberty FinanceProductionSettlement 443,FPS000443,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec3eb902d77959a1b0c80ce17593e947ec3eb902d77959a1b0c80ce17593e947
444,FPS000444,265,131,402,243,6,Summit FinanceProductionSettlement 444,FPS000444,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6122ae7ed26f5f3ea3f7c217feee5e706122ae7ed26f5f3ea3f7c217feee5e70
445,FPS000445,445,83,407,412,6,Keystone FinanceProductionSettlement 445,FPS000445,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83b485e6c1895d75a6689cb696ebfb5983b485e6c1895d75a6689cb696ebfb59
446,FPS000446,159,293,486,336,8,Summit FinanceProductionSettlement 446,FPS000446,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20bcb272098b5dd99f9de847c85766c820bcb272098b5dd99f9de847c85766c8
447,FPS000447,166,171,391,453,9,Meridian FinanceProductionSettlement 447,FPS000447,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,908ca3a12d905bf398accef9a496be88908ca3a12d905bf398accef9a496be88
448,FPS000448,481,155,242,137,4,Harbor FinanceProductionSettlement 448,FPS000448,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5a7d446fabd5390ac92ece3a6c71ed3d5a7d446fabd5390ac92ece3a6c71ed3
449,FPS000449,225,295,494,101,3,Ion FinanceProductionSettlement 449,FPS000449,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2e31e1accb0534490f050130525a73ad2e31e1accb0534490f050130525a73a
450,FPS000450,58,265,254,351,10,Liberty FinanceProductionSettlement 450,FPS000450,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,101d0958f2785c62be84a6fdc4b33d39101d0958f2785c62be84a6fdc4b33d39
451,FPS000451,291,298,462,234,3,Vertex FinanceProductionSettlement 451,FPS000451,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61bc4e3d0f6d501f824039a256cf2a6861bc4e3d0f6d501f824039a256cf2a68
452,FPS000452,467,132,199,85,4,Evergreen FinanceProductionSettlement 452,FPS000452,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94c0112f3d89588eb0501d5e0d4e361294c0112f3d89588eb0501d5e0d4e3612
453,FPS000453,398,268,4,154,9,Northstar FinanceProductionSettlement 453,FPS000453,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,671d9e6f68e050d2b364d0ce2d390ab0671d9e6f68e050d2b364d0ce2d390ab0
454,FPS000454,360,230,338,120,8,Northstar FinanceProductionSettlement 454,FPS000454,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36044979559755609f1f4c2f2ccc30dc36044979559755609f1f4c2f2ccc30dc
455,FPS000455,65,42,313,449,7,Evergreen FinanceProductionSettlement 455,FPS000455,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af056b4c7c525344972a996196e50dc4af056b4c7c525344972a996196e50dc4
456,FPS000456,235,197,356,161,7,Cedar FinanceProductionSettlement 456,FPS000456,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20d6f2386c215d4d8990efcb50c0433620d6f2386c215d4d8990efcb50c04336
457,FPS000457,411,316,37,199,1,Summit FinanceProductionSettlement 457,FPS000457,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ef1319aef86594e815b32179238f1829ef1319aef86594e815b32179238f182
458,FPS000458,220,70,305,106,4,Unity FinanceProductionSettlement 458,FPS000458,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1a4624217b65271b1cf1ad7b2f8d61fc1a4624217b65271b1cf1ad7b2f8d61f
459,FPS000459,370,344,-1,-1,7,Harbor FinanceProductionSettlement 459,FPS000459,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,622ee261e5145b35853533bf3772482f622ee261e5145b35853533bf3772482f
460,FPS000460,40,228,220,145,5,Willow FinanceProductionSettlement 460,FPS000460,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3e6213165e45436bfbe1dad1c2cc5c9f3e6213165e45436bfbe1dad1c2cc5c9
461,FPS000461,428,214,366,202,4,Harbor FinanceProductionSettlement 461,FPS000461,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,abea2c42152851969d487cc72635a44cabea2c42152851969d487cc72635a44c
462,FPS000462,316,268,99,225,7,Willow FinanceProductionSettlement 462,FPS000462,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02125e9274885e5e93d02d5b258bfc9b02125e9274885e5e93d02d5b258bfc9b
463,FPS000463,254,251,439,303,10,Liberty FinanceProductionSettlement 463,FPS000463,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb401298ffb45a659ab4d3c05a224879eb401298ffb45a659ab4d3c05a224879
464,FPS000464,291,282,437,140,8,Zenith FinanceProductionSettlement 464,FPS000464,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb8050c92d495b468d7b3a8fc46a3820cb8050c92d495b468d7b3a8fc46a3820
465,FPS000465,345,45,23,392,8,Ion FinanceProductionSettlement 465,FPS000465,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c83f943b797a51139722a6385f13b99ec83f943b797a51139722a6385f13b99e
466,FPS000466,451,311,199,494,2,Harbor FinanceProductionSettlement 466,FPS000466,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2779287040d85fefaa0e7d33a17824cc2779287040d85fefaa0e7d33a17824cc
467,FPS000467,54,298,224,206,6,Liberty FinanceProductionSettlement 467,FPS000467,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9e238e66c425813ba9eb310fdcb974ea9e238e66c425813ba9eb310fdcb974e
468,FPS000468,288,109,196,109,3,Meridian FinanceProductionSettlement 468,FPS000468,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08212c4d729b5040a824ad02d3cf0f3908212c4d729b5040a824ad02d3cf0f39
469,FPS000469,331,317,135,448,5,Liberty FinanceProductionSettlement 469,FPS000469,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbe708e68b6c50a8b76244ee74616116cbe708e68b6c50a8b76244ee74616116
470,FPS000470,494,2,188,107,4,Beacon FinanceProductionSettlement 470,FPS000470,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42977e9c38005840bd357c24df43f58d42977e9c38005840bd357c24df43f58d
471,FPS000471,249,287,218,342,6,Northstar FinanceProductionSettlement 471,FPS000471,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e05ac1356c7058c08a9a27b28d52f359e05ac1356c7058c08a9a27b28d52f359
472,FPS000472,237,111,357,261,7,Zenith FinanceProductionSettlement 472,FPS000472,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f642abda2f595432b16f49f43621da0ff642abda2f595432b16f49f43621da0f
473,FPS000473,383,342,374,213,2,Keystone FinanceProductionSettlement 473,FPS000473,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,252eb918bae955639b4dda781b8141b3252eb918bae955639b4dda781b8141b3
474,FPS000474,361,171,230,285,8,Riverton FinanceProductionSettlement 474,FPS000474,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f17e2b1e86652a78f4dac60411d3ea26f17e2b1e86652a78f4dac60411d3ea2
475,FPS000475,394,228,466,104,2,Atlas FinanceProductionSettlement 475,FPS000475,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad136a5e10325dac9788b58dca02a737ad136a5e10325dac9788b58dca02a737
476,FPS000476,132,147,-1,-1,2,Atlas FinanceProductionSettlement 476,FPS000476,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79d37c9f05ff540aaac7dff73c87cb8a79d37c9f05ff540aaac7dff73c87cb8a
477,FPS000477,475,271,163,478,9,Forge FinanceProductionSettlement 477,FPS000477,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11ca9d94ddc152908d016e8ce064be0011ca9d94ddc152908d016e8ce064be00
478,FPS000478,186,338,141,380,2,Evergreen FinanceProductionSettlement 478,FPS000478,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73ce255374095366a2c021d25da80be573ce255374095366a2c021d25da80be5
479,FPS000479,188,138,434,133,1,Riverton FinanceProductionSettlement 479,FPS000479,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a800791a52c052c59492f0f793ff688ea800791a52c052c59492f0f793ff688e
480,FPS000480,294,27,402,473,7,Keystone FinanceProductionSettlement 480,FPS000480,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffe55786e1615f0992462715bd65b14effe55786e1615f0992462715bd65b14e
481,FPS000481,229,63,137,487,2,Cedar FinanceProductionSettlement 481,FPS000481,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1832925edf1563fa83fda203631b610d1832925edf1563fa83fda203631b610
482,FPS000482,69,124,275,84,6,Atlas FinanceProductionSettlement 482,FPS000482,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74755746bf965a65acd81bcdcb20bcf874755746bf965a65acd81bcdcb20bcf8
483,FPS000483,111,224,491,454,4,Forge FinanceProductionSettlement 483,FPS000483,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f861751428655aabad0799e6cd2b3f25f861751428655aabad0799e6cd2b3f2
484,FPS000484,302,58,387,157,6,Unity FinanceProductionSettlement 484,FPS000484,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f74e54a5ff175e11b170e20c5db67b7bf74e54a5ff175e11b170e20c5db67b7b
485,FPS000485,224,273,316,14,3,Keystone FinanceProductionSettlement 485,FPS000485,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d9c4732109b5912a38ad1e20227b1a72d9c4732109b5912a38ad1e20227b1a7
486,FPS000486,322,49,297,29,1,Delta FinanceProductionSettlement 486,FPS000486,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb043e856bd1590aaec60d6bc784d7b5bb043e856bd1590aaec60d6bc784d7b5
487,FPS000487,6,14,342,473,7,Orion FinanceProductionSettlement 487,FPS000487,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c009e8661b1561bb2b4345e1012328a2c009e8661b1561bb2b4345e1012328a
488,FPS000488,202,329,476,173,4,Titan FinanceProductionSettlement 488,FPS000488,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d704637cfb85c5d937e7f91bf33a81b1d704637cfb85c5d937e7f91bf33a81b
489,FPS000489,255,167,278,183,8,Meridian FinanceProductionSettlement 489,FPS000489,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b36e63a536655c897bc7240116c85b09b36e63a536655c897bc7240116c85b0
490,FPS000490,282,126,132,108,9,Quartz FinanceProductionSettlement 490,FPS000490,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0874ba9ffaa5b06b64b78e4ec813e12a0874ba9ffaa5b06b64b78e4ec813e12
491,FPS000491,292,350,494,74,8,Riverton FinanceProductionSettlement 491,FPS000491,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,633b28c336ad50a6980f8ac56eb83f29633b28c336ad50a6980f8ac56eb83f29
492,FPS000492,4,216,347,465,10,Beacon FinanceProductionSettlement 492,FPS000492,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc1cf5289dc556e7967885ed620a9dd5dc1cf5289dc556e7967885ed620a9dd5
493,FPS000493,183,306,-1,-1,2,Zenith FinanceProductionSettlement 493,FPS000493,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08a18e717793542bb998f0adce367b3308a18e717793542bb998f0adce367b33
494,FPS000494,189,106,379,378,2,Forge FinanceProductionSettlement 494,FPS000494,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,274fc726c7dd5eb3974ed6278a1117fe274fc726c7dd5eb3974ed6278a1117fe
495,FPS000495,218,120,152,214,1,Evergreen FinanceProductionSettlement 495,FPS000495,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c116ee9954fb51029bc50b9e412b85f9c116ee9954fb51029bc50b9e412b85f9
496,FPS000496,130,20,332,296,2,Pioneer FinanceProductionSettlement 496,FPS000496,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c4494d480e653e98466c2f627a68a2a4c4494d480e653e98466c2f627a68a2a
497,FPS000497,221,335,267,132,6,Titan FinanceProductionSettlement 497,FPS000497,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d74a4467ffe55e818e8127a5b2de01c8d74a4467ffe55e818e8127a5b2de01c8
498,FPS000498,391,257,371,73,6,Harbor FinanceProductionSettlement 498,FPS000498,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,894d913b7144574194ca45dc5a2d9adb894d913b7144574194ca45dc5a2d9adb
499,FPS000499,257,109,318,442,2,Keystone FinanceProductionSettlement 499,FPS000499,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a8f93686bf05559afb3ec96b5fd2a0d8a8f93686bf05559afb3ec96b5fd2a0d
