EngineeringPartRevisionKey,PartRevisionNumber,ProductKey,EngineeringTeamKey,EngineeringLifecycleStatusKey,UnitOfMeasureKey,EngineeringPartRevisionName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
394,EPR000394,155,391,8,6,Cedar EngineeringPartRevision 394,EPR000394,1,549.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d79541273203563583781c4f80f7d26cd79541273203563583781c4f80f7d26c
395,EPR000395,123,182,5,1,Summit EngineeringPartRevision 395,EPR000395,0,551.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,478856bd83cb5f77aa326715fb8092ef478856bd83cb5f77aa326715fb8092ef
396,EPR000396,334,188,9,4,Atlas EngineeringPartRevision 396,EPR000396,1,552.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b930dac0fecb54b1b5acbc0e1ee5b07eb930dac0fecb54b1b5acbc0e1ee5b07e
397,EPR000397,345,357,6,2,Beacon EngineeringPartRevision 397,EPR000397,1,553.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a67a1cacfbb9596b9c93d2dfb396a0dca67a1cacfbb9596b9c93d2dfb396a0dc
398,EPR000398,394,256,4,1,Unity EngineeringPartRevision 398,EPR000398,1,555.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d47b8f6bfeb5280b26aa4ae984f19476d47b8f6bfeb5280b26aa4ae984f1947
399,EPR000399,493,255,8,1,Forge EngineeringPartRevision 399,EPR000399,1,556.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8410313e57d05521a7405a8a4e782e2c8410313e57d05521a7405a8a4e782e2c
400,EPR000400,158,356,6,6,Unity EngineeringPartRevision 400,EPR000400,0,558.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec78622a538e570f88ec6430dfb4b8fcec78622a538e570f88ec6430dfb4b8fc
401,EPR000401,270,272,9,7,Quartz EngineeringPartRevision 401,EPR000401,1,559.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f48c5b8cf9ce5452b16705d5d54b15a7f48c5b8cf9ce5452b16705d5d54b15a7
402,EPR000402,63,204,2,7,Forge EngineeringPartRevision 402,EPR000402,1,560.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d32ff0941a9d5c41af2e95b5bb7798b2d32ff0941a9d5c41af2e95b5bb7798b2
403,EPR000403,369,383,5,2,Ion EngineeringPartRevision 403,EPR000403,1,562.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a5cf7780ab85f36a44f63474e32d1aa7a5cf7780ab85f36a44f63474e32d1aa
404,EPR000404,342,229,10,2,Liberty EngineeringPartRevision 404,EPR000404,1,563.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83fd1d02487b59c4ad5e52a04044d67183fd1d02487b59c4ad5e52a04044d671
405,EPR000405,325,61,2,6,Willow EngineeringPartRevision 405,EPR000405,0,564.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26ca3def32e15897b4f2d6f83ca4ca9926ca3def32e15897b4f2d6f83ca4ca99
406,EPR000406,185,32,10,1,Pioneer EngineeringPartRevision 406,EPR000406,1,566.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6fd9f266b7c509ebe3045ae18cd3239a6fd9f266b7c509ebe3045ae18cd3239
407,EPR000407,279,430,6,7,Titan EngineeringPartRevision 407,EPR000407,1,567.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84c3e975a04f53b2983d5d0d5392641d84c3e975a04f53b2983d5d0d5392641d
408,EPR000408,193,276,5,7,Zenith EngineeringPartRevision 408,EPR000408,1,568.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d830a940ef71554f84cd19ec27b1a535d830a940ef71554f84cd19ec27b1a535
409,EPR000409,322,248,8,5,Granite EngineeringPartRevision 409,EPR000409,1,570.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3939f62657115452ad6996f3972741783939f62657115452ad6996f397274178
410,EPR000410,425,71,5,3,Unity EngineeringPartRevision 410,EPR000410,0,571.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aed6449da1315027acd1251a6c61a604aed6449da1315027acd1251a6c61a604
411,EPR000411,278,387,9,4,Pioneer EngineeringPartRevision 411,EPR000411,1,573.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a9e220eedca5adfb50c0faa81ad1d481a9e220eedca5adfb50c0faa81ad1d48
412,EPR000412,39,272,3,7,Northstar EngineeringPartRevision 412,EPR000412,1,574.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b13998fd50b5d5398bf8270f23863aa2b13998fd50b5d5398bf8270f23863aa
413,EPR000413,109,21,1,6,Quartz EngineeringPartRevision 413,EPR000413,1,575.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a80728bc4641503097caddb3ff9eb7efa80728bc4641503097caddb3ff9eb7ef
414,EPR000414,292,170,8,5,Harbor EngineeringPartRevision 414,EPR000414,1,577.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,664796a946d05e39893927bead519396664796a946d05e39893927bead519396
415,EPR000415,428,6,2,6,Atlas EngineeringPartRevision 415,EPR000415,0,578.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f1df84d74d65adb8899a6a4dc5747c15f1df84d74d65adb8899a6a4dc5747c1
416,EPR000416,204,407,7,5,Beacon EngineeringPartRevision 416,EPR000416,1,579.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d49916fee9b53d38524ebf86c58ab781d49916fee9b53d38524ebf86c58ab78
417,EPR000417,312,236,4,6,Unity EngineeringPartRevision 417,EPR000417,1,581.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2dd25aa0fa225d04ba97dd927d43edf32dd25aa0fa225d04ba97dd927d43edf3
418,EPR000418,472,68,3,3,Harbor EngineeringPartRevision 418,EPR000418,1,582.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d0fc8ed34885fb2aa22d0d3ff889a279d0fc8ed34885fb2aa22d0d3ff889a27
419,EPR000419,369,403,10,6,Unity EngineeringPartRevision 419,EPR000419,1,584.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab5e3eb1f3f250ae92fe8c8bf3e871efab5e3eb1f3f250ae92fe8c8bf3e871ef
420,EPR000420,406,271,1,3,Liberty EngineeringPartRevision 420,EPR000420,0,585.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9bbdca2a0b2e57c38add5e8766d1c8239bbdca2a0b2e57c38add5e8766d1c823
421,EPR000421,214,118,3,5,Junction EngineeringPartRevision 421,EPR000421,1,586.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbe5b164a2b75783bde90e0526e371cbdbe5b164a2b75783bde90e0526e371cb
422,EPR000422,352,381,3,5,Pioneer EngineeringPartRevision 422,EPR000422,1,588.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60bffb20ba0552c9a0ce9e80a870513b60bffb20ba0552c9a0ce9e80a870513b
423,EPR000423,431,319,2,3,Delta EngineeringPartRevision 423,EPR000423,1,589.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbcc6db28f9c5d8db368c3cc0cd2a02edbcc6db28f9c5d8db368c3cc0cd2a02e
424,EPR000424,233,164,8,4,Harbor EngineeringPartRevision 424,EPR000424,1,590.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,056f73bdec575a499ea06a4aa677eff0056f73bdec575a499ea06a4aa677eff0
425,EPR000425,175,444,7,5,Evergreen EngineeringPartRevision 425,EPR000425,0,592.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30764591fb0f5f8db6eb0a9ff3b0948030764591fb0f5f8db6eb0a9ff3b09480
426,EPR000426,468,292,6,2,Vertex EngineeringPartRevision 426,EPR000426,1,593.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa3b920cfe445930b25dafd73338ee67fa3b920cfe445930b25dafd73338ee67
427,EPR000427,396,404,2,4,Cedar EngineeringPartRevision 427,EPR000427,1,594.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe94e71d00395c02921d4fcf1463bbc4fe94e71d00395c02921d4fcf1463bbc4
428,EPR000428,322,147,3,7,Evergreen EngineeringPartRevision 428,EPR000428,1,596.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,662a774e90d55031aaf4ffbc62241a84662a774e90d55031aaf4ffbc62241a84
429,EPR000429,258,215,7,7,Quartz EngineeringPartRevision 429,EPR000429,1,597.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68ce1ff3777c5a70af8c30d646e97c2968ce1ff3777c5a70af8c30d646e97c29
430,EPR000430,187,440,7,1,Meridian EngineeringPartRevision 430,EPR000430,0,599.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af2146254ece598d971ab9b04c1084deaf2146254ece598d971ab9b04c1084de
431,EPR000431,93,346,9,3,Willow EngineeringPartRevision 431,EPR000431,1,600.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98612e17fa5e598d83d1a7798fb85a2398612e17fa5e598d83d1a7798fb85a23
432,EPR000432,318,288,10,1,Atlas EngineeringPartRevision 432,EPR000432,1,601.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c67f80295956567ca6fd70564e694d99c67f80295956567ca6fd70564e694d99
433,EPR000433,1,77,6,2,Junction EngineeringPartRevision 433,EPR000433,1,603.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,103b8d43e02d5f5da1c1c2e0cfcf16bd103b8d43e02d5f5da1c1c2e0cfcf16bd
434,EPR000434,112,265,6,2,Meridian EngineeringPartRevision 434,EPR000434,1,604.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,925ea0f7d0c4589984f1e98f7fdec3aa925ea0f7d0c4589984f1e98f7fdec3aa
435,EPR000435,154,362,7,5,Willow EngineeringPartRevision 435,EPR000435,0,605.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39c0c3f4fe2b5d4f9d67a1ea6b49156939c0c3f4fe2b5d4f9d67a1ea6b491569
436,EPR000436,325,22,10,3,Meridian EngineeringPartRevision 436,EPR000436,1,607.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,102a852eeb2b5e4bb73145f7c6f58480102a852eeb2b5e4bb73145f7c6f58480
437,EPR000437,149,88,9,4,Summit EngineeringPartRevision 437,EPR000437,1,608.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4948068533a56a69b2425e446675d50f4948068533a56a69b2425e446675d50
438,EPR000438,143,447,6,5,Northstar EngineeringPartRevision 438,EPR000438,1,610.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5981f5ada27d52b3af5dcdf63fbea4115981f5ada27d52b3af5dcdf63fbea411
439,EPR000439,276,330,4,4,Meridian EngineeringPartRevision 439,EPR000439,1,611.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,feab0401ed4a59f3b5347974c53c9018feab0401ed4a59f3b5347974c53c9018
440,EPR000440,67,437,4,4,Riverton EngineeringPartRevision 440,EPR000440,0,612.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da9f939ab3ae56edb3ba2790d39972ddda9f939ab3ae56edb3ba2790d39972dd
441,EPR000441,12,448,9,3,Willow EngineeringPartRevision 441,EPR000441,1,614.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4778575b1e350118e8042586691000bc4778575b1e350118e8042586691000b
442,EPR000442,493,275,7,2,Harbor EngineeringPartRevision 442,EPR000442,1,615.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b76632a84d65f659231d9b6d80e80655b76632a84d65f659231d9b6d80e8065
443,EPR000443,213,223,4,6,Pioneer EngineeringPartRevision 443,EPR000443,1,616.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43a6dce2434a5f16b7ca213228668c7343a6dce2434a5f16b7ca213228668c73
444,EPR000444,174,435,9,7,Summit EngineeringPartRevision 444,EPR000444,1,618.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1fb020b5b4e5ddc8303e95a6f49283ab1fb020b5b4e5ddc8303e95a6f49283a
445,EPR000445,450,66,5,6,Forge EngineeringPartRevision 445,EPR000445,0,619.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f8a6774c8f35fc19edade2ca64b05f25f8a6774c8f35fc19edade2ca64b05f2
446,EPR000446,128,422,6,1,Zenith EngineeringPartRevision 446,EPR000446,1,621.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,822f44020a38576fa06f8f36c9af745e822f44020a38576fa06f8f36c9af745e
447,EPR000447,382,387,8,7,Evergreen EngineeringPartRevision 447,EPR000447,1,622.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,540ba38a655c5d4eb8d2fc2fab1bcf26540ba38a655c5d4eb8d2fc2fab1bcf26
448,EPR000448,361,431,4,1,Titan EngineeringPartRevision 448,EPR000448,1,623.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1abaa3449993511bb140af967b0a5f731abaa3449993511bb140af967b0a5f73
449,EPR000449,299,63,1,7,Granite EngineeringPartRevision 449,EPR000449,1,625.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7637a3cb833b5e48a680947c99d65f097637a3cb833b5e48a680947c99d65f09
450,EPR000450,390,121,2,1,Atlas EngineeringPartRevision 450,EPR000450,0,626.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ab81e46a6675a4baa9c521513bc234b4ab81e46a6675a4baa9c521513bc234b
451,EPR000451,363,365,9,1,Pioneer EngineeringPartRevision 451,EPR000451,1,627.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4dbf14d783754cd8c648a43d9668651a4dbf14d783754cd8c648a43d9668651
452,EPR000452,439,130,10,7,Beacon EngineeringPartRevision 452,EPR000452,1,629.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50408fb102a759fdaf45d1bf27d18bd750408fb102a759fdaf45d1bf27d18bd7
453,EPR000453,222,281,1,5,Riverton EngineeringPartRevision 453,EPR000453,1,630.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,944d067262e850129d61262cc1bbae64944d067262e850129d61262cc1bbae64
454,EPR000454,390,147,6,5,Forge EngineeringPartRevision 454,EPR000454,1,631.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3156a94d4e35f90a8008f6ce5c15e17c3156a94d4e35f90a8008f6ce5c15e17
455,EPR000455,243,432,4,4,Ion EngineeringPartRevision 455,EPR000455,0,633.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7202d2c65a335084ad10471dce7c2fcc7202d2c65a335084ad10471dce7c2fcc
456,EPR000456,236,43,1,6,Pioneer EngineeringPartRevision 456,EPR000456,1,634.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e934a7b5310f5c28b62d212b9d9f3b87e934a7b5310f5c28b62d212b9d9f3b87
457,EPR000457,275,212,3,6,Unity EngineeringPartRevision 457,EPR000457,1,636.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac8bed9ffc3853e888b2d046877986edac8bed9ffc3853e888b2d046877986ed
458,EPR000458,496,88,4,7,Liberty EngineeringPartRevision 458,EPR000458,1,637.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e290dd79e539508bbe547ecc72a65b42e290dd79e539508bbe547ecc72a65b42
459,EPR000459,322,64,4,4,Delta EngineeringPartRevision 459,EPR000459,1,638.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3830c6ed39635538869e058129c7bdc53830c6ed39635538869e058129c7bdc5
460,EPR000460,90,13,8,6,Meridian EngineeringPartRevision 460,EPR000460,0,640.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3275778f6a05631accedeee95ff8309c3275778f6a05631accedeee95ff8309
461,EPR000461,365,182,5,7,Meridian EngineeringPartRevision 461,EPR000461,1,641.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4d7240fd1b658dd9a566d64326bd490b4d7240fd1b658dd9a566d64326bd490
462,EPR000462,246,219,5,7,Vertex EngineeringPartRevision 462,EPR000462,1,642.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e334d8f80c559778b7a67f9c4f90bdb2e334d8f80c559778b7a67f9c4f90bdb
463,EPR000463,285,75,3,2,Liberty EngineeringPartRevision 463,EPR000463,1,644.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c4551dc9fed5c8ba23a42b9d52783fa5c4551dc9fed5c8ba23a42b9d52783fa
464,EPR000464,11,240,7,1,Junction EngineeringPartRevision 464,EPR000464,1,645.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dde9d153239c5dae8236850faa6fcfacdde9d153239c5dae8236850faa6fcfac
465,EPR000465,155,127,2,2,Ion EngineeringPartRevision 465,EPR000465,0,647.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b574d47602ea51a0a8a90cca8ac81b9bb574d47602ea51a0a8a90cca8ac81b9b
466,EPR000466,195,391,3,1,Meridian EngineeringPartRevision 466,EPR000466,1,648.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6950580655e5edf9579406b3f31f529c6950580655e5edf9579406b3f31f529
467,EPR000467,22,269,10,5,Delta EngineeringPartRevision 467,EPR000467,1,649.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,adf305dfcc9d5436a72094ae9520b0f5adf305dfcc9d5436a72094ae9520b0f5
468,EPR000468,470,109,10,6,Meridian EngineeringPartRevision 468,EPR000468,1,651.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,674542c6611b572595f4f84045a6843a674542c6611b572595f4f84045a6843a
469,EPR000469,91,372,1,6,Summit EngineeringPartRevision 469,EPR000469,1,652.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbb57e2f9e2657ddb2223d1581899bd1fbb57e2f9e2657ddb2223d1581899bd1
470,EPR000470,129,160,4,5,Delta EngineeringPartRevision 470,EPR000470,0,653.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7c8c6cb5c19503d8793315a42daf822a7c8c6cb5c19503d8793315a42daf822
471,EPR000471,11,340,6,1,Riverton EngineeringPartRevision 471,EPR000471,1,655.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c82f9907b4e05ca0993c9a118fbbb7afc82f9907b4e05ca0993c9a118fbbb7af
472,EPR000472,237,135,10,5,Evergreen EngineeringPartRevision 472,EPR000472,1,656.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c1ab565cda3560f830a57b24db472e05c1ab565cda3560f830a57b24db472e0
473,EPR000473,369,351,8,1,Meridian EngineeringPartRevision 473,EPR000473,1,658.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fdecbc4603557398a262b35c6a5f9bd6fdecbc4603557398a262b35c6a5f9bd
474,EPR000474,239,283,7,5,Vertex EngineeringPartRevision 474,EPR000474,1,659.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7baee95e26755df8b15c02c9a22e0b727baee95e26755df8b15c02c9a22e0b72
475,EPR000475,118,99,5,4,Cedar EngineeringPartRevision 475,EPR000475,0,660.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0856cac446ff509bb170138f6f34d8e40856cac446ff509bb170138f6f34d8e4
476,EPR000476,403,385,2,3,Beacon EngineeringPartRevision 476,EPR000476,1,662.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfd64d15ac3756ac82850fabb3d53d3acfd64d15ac3756ac82850fabb3d53d3a
477,EPR000477,234,359,6,5,Evergreen EngineeringPartRevision 477,EPR000477,1,663.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,782db85c2e4e5a5daa2b853d65baabd4782db85c2e4e5a5daa2b853d65baabd4
478,EPR000478,238,308,9,7,Delta EngineeringPartRevision 478,EPR000478,1,664.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffdfd43f7c6559d4bd1736d0912238b5ffdfd43f7c6559d4bd1736d0912238b5
479,EPR000479,278,370,9,4,Zenith EngineeringPartRevision 479,EPR000479,1,666.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22c08dacda04565ead51c27d62e1959f22c08dacda04565ead51c27d62e1959f
480,EPR000480,48,149,3,2,Meridian EngineeringPartRevision 480,EPR000480,0,667.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6454700024495c73bd8e8e8a3b858c8e6454700024495c73bd8e8e8a3b858c8e
481,EPR000481,61,291,6,1,Ion EngineeringPartRevision 481,EPR000481,1,668.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,688b6e9bdcbb55208d242b3c73f2a374688b6e9bdcbb55208d242b3c73f2a374
482,EPR000482,348,335,5,6,Evergreen EngineeringPartRevision 482,EPR000482,1,670.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8fd8d9da24dc5f8581a9652f8f7731178fd8d9da24dc5f8581a9652f8f773117
483,EPR000483,175,13,8,7,Evergreen EngineeringPartRevision 483,EPR000483,1,671.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c65dd754bebe5d8ea19f83e3074e9470c65dd754bebe5d8ea19f83e3074e9470
484,EPR000484,114,58,4,2,Harbor EngineeringPartRevision 484,EPR000484,1,673.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6785ab0c822d58f2b1750025827a7e366785ab0c822d58f2b1750025827a7e36
485,EPR000485,29,355,1,4,Ion EngineeringPartRevision 485,EPR000485,0,674.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6f233e0d4b058d3b31d1b2b66c190c8e6f233e0d4b058d3b31d1b2b66c190c8
486,EPR000486,42,6,8,4,Delta EngineeringPartRevision 486,EPR000486,1,675.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b98e52fc59c451fc8276a31d3566352ab98e52fc59c451fc8276a31d3566352a
487,EPR000487,202,236,5,5,Keystone EngineeringPartRevision 487,EPR000487,1,677.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f2857897a855b378151c7ffa52801506f2857897a855b378151c7ffa5280150
488,EPR000488,201,203,8,4,Liberty EngineeringPartRevision 488,EPR000488,1,678.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bd2563d766d50e180432be0c9868f837bd2563d766d50e180432be0c9868f83
489,EPR000489,3,218,4,4,Meridian EngineeringPartRevision 489,EPR000489,1,679.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9acdea78de775fe9bfde6fa6b2abfa509acdea78de775fe9bfde6fa6b2abfa50
490,EPR000490,497,44,6,6,Forge EngineeringPartRevision 490,EPR000490,0,681.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7b121bb2432571aada40f4241be44b1a7b121bb2432571aada40f4241be44b1
491,EPR000491,202,260,8,3,Granite EngineeringPartRevision 491,EPR000491,1,682.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,775404d3e2795581b3048e2cbab9cfd6775404d3e2795581b3048e2cbab9cfd6
