QualityNonConformanceKey,NonConformanceNumber,ProductKey,PlantKey,QualityDefectCodeKey,QualityDefectSeverityKey,SeverityKey,QualityResultStatusKey,QualityNonConformanceName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
388,QNC000388,349,317,250,2,2,1,Quartz QualityNonConformance 388,QNC000388,1,541.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4471e85d8da53a392aee9204fe37444a4471e85d8da53a392aee9204fe37444
389,QNC000389,406,74,198,8,4,6,Delta QualityNonConformance 389,QNC000389,1,542.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae3357e3e0ad510d8609c0f437867b5cae3357e3e0ad510d8609c0f437867b5c
390,QNC000390,140,172,221,11,5,8,Pioneer QualityNonConformance 390,QNC000390,0,544.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,260ef0c54a7753fda6a2269942ba013e260ef0c54a7753fda6a2269942ba013e
391,QNC000391,-1,183,439,10,3,6,Beacon QualityNonConformance 391,QNC000391,1,545.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49b5ffa61bbe524c8e871083b2f9949b49b5ffa61bbe524c8e871083b2f9949b
392,QNC000392,459,234,187,1,5,2,Summit QualityNonConformance 392,QNC000392,1,547.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,319efaba46eb59be9b3d73be366b4693319efaba46eb59be9b3d73be366b4693
393,QNC000393,76,338,300,6,5,4,Titan QualityNonConformance 393,QNC000393,1,548.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f95f245c3fb5e2c805e6c758502ef1d1f95f245c3fb5e2c805e6c758502ef1d
394,QNC000394,297,93,60,7,1,7,Keystone QualityNonConformance 394,QNC000394,1,549.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c632863a1b645c1db9f4e3cd9cddf5ddc632863a1b645c1db9f4e3cd9cddf5dd
395,QNC000395,356,306,456,11,2,10,Summit QualityNonConformance 395,QNC000395,0,551.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f87eb83b11f650b3bab73ef9973c255ef87eb83b11f650b3bab73ef9973c255e
396,QNC000396,282,296,225,9,1,7,Evergreen QualityNonConformance 396,QNC000396,1,552.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e41ff3728165ad09d45689ad05079137e41ff3728165ad09d45689ad0507913
397,QNC000397,429,147,248,5,3,10,Orion QualityNonConformance 397,QNC000397,1,553.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,083804e236da5e43a83d6e89f3e64830083804e236da5e43a83d6e89f3e64830
398,QNC000398,326,94,362,3,3,3,Orion QualityNonConformance 398,QNC000398,1,555.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8476cae45a35521aaa3cd58420f1715f8476cae45a35521aaa3cd58420f1715f
399,QNC000399,204,304,80,3,1,9,Atlas QualityNonConformance 399,QNC000399,1,556.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,293944fd735d5f6f838bd2a6365299db293944fd735d5f6f838bd2a6365299db
400,QNC000400,66,67,234,3,3,10,Evergreen QualityNonConformance 400,QNC000400,0,558.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1655064976357509519d30423c6aed2d1655064976357509519d30423c6aed2
401,QNC000401,199,167,453,6,5,7,Cedar QualityNonConformance 401,QNC000401,1,559.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57b7269155485367ae66f9ed7808a5b557b7269155485367ae66f9ed7808a5b5
402,QNC000402,375,265,136,1,1,3,Titan QualityNonConformance 402,QNC000402,1,560.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc50a9a8a4b456cdaaa1e9163933d647fc50a9a8a4b456cdaaa1e9163933d647
403,QNC000403,62,195,211,2,2,10,Forge QualityNonConformance 403,QNC000403,1,562.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c9ad429cfcc5de5ad89744c3f3bcf1e4c9ad429cfcc5de5ad89744c3f3bcf1e
404,QNC000404,479,341,353,7,1,9,Unity QualityNonConformance 404,QNC000404,1,563.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ecd76a584575cb7934f2233ca375c285ecd76a584575cb7934f2233ca375c28
405,QNC000405,94,181,179,12,4,2,Quartz QualityNonConformance 405,QNC000405,0,564.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cca97d2d0a0c599792006715d5d6fe18cca97d2d0a0c599792006715d5d6fe18
406,QNC000406,279,6,197,11,2,10,Liberty QualityNonConformance 406,QNC000406,1,566.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,458821c3692a5cd48d9a643f43b764bd458821c3692a5cd48d9a643f43b764bd
407,QNC000407,354,348,379,7,3,6,Granite QualityNonConformance 407,QNC000407,1,567.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3a8b9b9de1d53808c686e322f72f7c8a3a8b9b9de1d53808c686e322f72f7c8
408,QNC000408,-1,198,221,11,3,9,Unity QualityNonConformance 408,QNC000408,1,568.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b965e704311657728e9b98ce4249b18fb965e704311657728e9b98ce4249b18f
409,QNC000409,91,50,372,1,5,8,Delta QualityNonConformance 409,QNC000409,1,570.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b86f34f30b851f2bcba1fc5a0fcc7048b86f34f30b851f2bcba1fc5a0fcc704
410,QNC000410,4,321,393,9,2,11,Granite QualityNonConformance 410,QNC000410,0,571.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a41205f74915ebe92f6342b8eb0d5274a41205f74915ebe92f6342b8eb0d527
411,QNC000411,331,33,374,3,3,5,Orion QualityNonConformance 411,QNC000411,1,573.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d23b8114966531384bd298f33a069891d23b8114966531384bd298f33a06989
412,QNC000412,166,53,374,11,1,2,Vertex QualityNonConformance 412,QNC000412,1,574.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab2a49ad7dbb50fab0132964b8322f31ab2a49ad7dbb50fab0132964b8322f31
413,QNC000413,18,15,404,2,5,8,Northstar QualityNonConformance 413,QNC000413,1,575.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12d9e4f1f4a95e4ba0713c013fb7de6912d9e4f1f4a95e4ba0713c013fb7de69
414,QNC000414,284,212,479,1,5,7,Liberty QualityNonConformance 414,QNC000414,1,577.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f865024b2c2f5a6787a1c33a3db02159f865024b2c2f5a6787a1c33a3db02159
415,QNC000415,201,295,184,4,4,12,Junction QualityNonConformance 415,QNC000415,0,578.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a77d1840f91537386b4e1c5023d76084a77d1840f91537386b4e1c5023d7608
416,QNC000416,130,231,487,9,5,4,Liberty QualityNonConformance 416,QNC000416,1,579.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ade44b0d0aa0527ba54830a92723f9c8ade44b0d0aa0527ba54830a92723f9c8
417,QNC000417,450,27,199,12,4,8,Delta QualityNonConformance 417,QNC000417,1,581.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fea2bfd5b2b6599787c1a3bf826bfd23fea2bfd5b2b6599787c1a3bf826bfd23
418,QNC000418,309,294,259,2,4,2,Zenith QualityNonConformance 418,QNC000418,1,582.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa55938244235f2299a589bdf12ab5fefa55938244235f2299a589bdf12ab5fe
419,QNC000419,255,306,296,7,4,11,Keystone QualityNonConformance 419,QNC000419,1,584.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6bf1ea704d9f5b6799cc89c92117c7166bf1ea704d9f5b6799cc89c92117c716
420,QNC000420,192,91,108,1,1,5,Delta QualityNonConformance 420,QNC000420,0,585.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,caa220d2a90d5826b6bd9fc83feb8a34caa220d2a90d5826b6bd9fc83feb8a34
421,QNC000421,129,53,468,6,5,3,Delta QualityNonConformance 421,QNC000421,1,586.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0565e4f0994852fbb90f77e4b7e3c3d70565e4f0994852fbb90f77e4b7e3c3d7
422,QNC000422,64,62,426,6,2,4,Orion QualityNonConformance 422,QNC000422,1,588.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32a2ccbec01e5b1fb542c5aa96622c5832a2ccbec01e5b1fb542c5aa96622c58
423,QNC000423,195,186,298,1,1,6,Cedar QualityNonConformance 423,QNC000423,1,589.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,854f28b40d875360b6b27f17cb29c11a854f28b40d875360b6b27f17cb29c11a
424,QNC000424,158,40,50,12,2,2,Forge QualityNonConformance 424,QNC000424,1,590.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b04b2cda572355469b1794ac55272a57b04b2cda572355469b1794ac55272a57
425,QNC000425,-1,289,107,3,1,3,Zenith QualityNonConformance 425,QNC000425,0,592.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,824268708fd750d7924d579e9fab4fda824268708fd750d7924d579e9fab4fda
426,QNC000426,475,306,77,5,4,12,Willow QualityNonConformance 426,QNC000426,1,593.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22f4c1ff86fb591cbc57f591e228dc0322f4c1ff86fb591cbc57f591e228dc03
427,QNC000427,252,205,252,6,5,11,Vertex QualityNonConformance 427,QNC000427,1,594.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad105841760f58ad86b9a0de6794dc4dad105841760f58ad86b9a0de6794dc4d
428,QNC000428,241,296,418,5,3,9,Willow QualityNonConformance 428,QNC000428,1,596.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00560fbefa305aeeb535b0f9165cdb4100560fbefa305aeeb535b0f9165cdb41
429,QNC000429,116,121,194,5,5,6,Northstar QualityNonConformance 429,QNC000429,1,597.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4421ba392385452a3fecc82064c9e80e4421ba392385452a3fecc82064c9e80
430,QNC000430,331,9,418,11,1,2,Titan QualityNonConformance 430,QNC000430,0,599.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26da1c02a40f56f3be77d596eebb73f726da1c02a40f56f3be77d596eebb73f7
431,QNC000431,461,192,481,10,3,9,Zenith QualityNonConformance 431,QNC000431,1,600.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,424a091a4ac35418aee45e05df9369b7424a091a4ac35418aee45e05df9369b7
432,QNC000432,313,28,265,1,2,7,Delta QualityNonConformance 432,QNC000432,1,601.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf7583a08819505cb669e0f0836389dabf7583a08819505cb669e0f0836389da
433,QNC000433,352,25,318,10,4,3,Delta QualityNonConformance 433,QNC000433,1,603.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cbb028d15315653a96b077096b132521cbb028d15315653a96b077096b13252
434,QNC000434,486,221,453,2,1,4,Delta QualityNonConformance 434,QNC000434,1,604.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b62eea4fa8d5a0b9fcd2ec959d8e0322b62eea4fa8d5a0b9fcd2ec959d8e032
435,QNC000435,451,248,68,10,4,10,Quartz QualityNonConformance 435,QNC000435,0,605.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc04fcbe9b99548b8328c5580f5e583ddc04fcbe9b99548b8328c5580f5e583d
436,QNC000436,194,240,492,9,5,6,Beacon QualityNonConformance 436,QNC000436,1,607.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3856c39afc6e550ba7bb4fd6d413497c3856c39afc6e550ba7bb4fd6d413497c
437,QNC000437,339,31,221,2,2,11,Forge QualityNonConformance 437,QNC000437,1,608.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc8d3f31249c5bc294acbf06a0c2197bbc8d3f31249c5bc294acbf06a0c2197b
438,QNC000438,400,322,66,7,1,7,Harbor QualityNonConformance 438,QNC000438,1,610.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66bd83c27ba05f24a5911def3d703b8666bd83c27ba05f24a5911def3d703b86
439,QNC000439,342,65,85,1,2,2,Northstar QualityNonConformance 439,QNC000439,1,611.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,999a9960e54a5d4181ebd145816f6de6999a9960e54a5d4181ebd145816f6de6
440,QNC000440,6,108,329,9,1,7,Riverton QualityNonConformance 440,QNC000440,0,612.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3175b367c7452b79648da6deb47c9e0b3175b367c7452b79648da6deb47c9e0
441,QNC000441,242,18,149,3,4,7,Junction QualityNonConformance 441,QNC000441,1,614.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4084abf9b4b5e1caf7b7a88c86ddc2aa4084abf9b4b5e1caf7b7a88c86ddc2a
442,QNC000442,-1,72,456,6,3,7,Keystone QualityNonConformance 442,QNC000442,1,615.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33b4d1dbe01359e68af25dcb1705ceca33b4d1dbe01359e68af25dcb1705ceca
443,QNC000443,76,326,356,2,2,5,Forge QualityNonConformance 443,QNC000443,1,616.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a7bf1a412d9528d98c1408035f1505e8a7bf1a412d9528d98c1408035f1505e
444,QNC000444,250,179,220,9,4,2,Granite QualityNonConformance 444,QNC000444,1,618.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb001f5175f85ba6b74cfeebb821225cfb001f5175f85ba6b74cfeebb821225c
445,QNC000445,337,129,178,6,2,4,Unity QualityNonConformance 445,QNC000445,0,619.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0abf91336f756728e75f5fa140e1e25d0abf91336f756728e75f5fa140e1e25
446,QNC000446,396,65,280,5,4,3,Willow QualityNonConformance 446,QNC000446,1,621.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b761c35ffea552ecb3f33aa101085ea7b761c35ffea552ecb3f33aa101085ea7
447,QNC000447,413,286,113,6,1,6,Pioneer QualityNonConformance 447,QNC000447,1,622.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e56fe324aee5bd0ba944a6d70838dae4e56fe324aee5bd0ba944a6d70838dae
448,QNC000448,363,132,139,1,2,4,Delta QualityNonConformance 448,QNC000448,1,623.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6eb36713985b5be5a6c6442220b7f5336eb36713985b5be5a6c6442220b7f533
449,QNC000449,33,288,114,10,4,11,Forge QualityNonConformance 449,QNC000449,1,625.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b0b3b39c8145adfae8df6e1d1fcd3446b0b3b39c8145adfae8df6e1d1fcd344
450,QNC000450,34,283,310,8,4,11,Evergreen QualityNonConformance 450,QNC000450,0,626.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,840f6d7362755834b964dd4b03bd3b29840f6d7362755834b964dd4b03bd3b29
451,QNC000451,111,291,20,6,3,6,Vertex QualityNonConformance 451,QNC000451,1,627.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c60219fba6db5b9fb3badf5f5f16d667c60219fba6db5b9fb3badf5f5f16d667
452,QNC000452,202,210,356,8,3,11,Junction QualityNonConformance 452,QNC000452,1,629.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe326a6034335f9fb117c1d87ab244b6fe326a6034335f9fb117c1d87ab244b6
453,QNC000453,452,149,427,1,5,3,Orion QualityNonConformance 453,QNC000453,1,630.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13290408f21b54b5b1f1e635490bed2513290408f21b54b5b1f1e635490bed25
454,QNC000454,481,296,389,5,5,12,Forge QualityNonConformance 454,QNC000454,1,631.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf6ecf2b49cd502dac2b165a4d64cd7dcf6ecf2b49cd502dac2b165a4d64cd7d
455,QNC000455,231,157,220,4,3,7,Pioneer QualityNonConformance 455,QNC000455,0,633.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8b779d21d3d58bfa63af72e4519519ff8b779d21d3d58bfa63af72e4519519f
456,QNC000456,273,236,350,2,3,5,Ion QualityNonConformance 456,QNC000456,1,634.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36e8d16728d25cccbb473f65f1d8f30e36e8d16728d25cccbb473f65f1d8f30e
457,QNC000457,311,36,29,8,3,6,Riverton QualityNonConformance 457,QNC000457,1,636.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,710b5d73f95e58af9f8fa48459c073cd710b5d73f95e58af9f8fa48459c073cd
458,QNC000458,387,189,499,4,4,9,Willow QualityNonConformance 458,QNC000458,1,637.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3ecb55f5467592e99011d2ee13d105ef3ecb55f5467592e99011d2ee13d105e
459,QNC000459,-1,13,183,8,4,3,Atlas QualityNonConformance 459,QNC000459,1,638.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ba416fa14bd52ee9cfe2038a782e3764ba416fa14bd52ee9cfe2038a782e376
460,QNC000460,175,315,117,10,1,3,Meridian QualityNonConformance 460,QNC000460,0,640.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,495e042c14bb541babf666cab4cf234f495e042c14bb541babf666cab4cf234f
461,QNC000461,340,259,288,6,3,12,Junction QualityNonConformance 461,QNC000461,1,641.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f631f1dc1ed58769acdd2e057a3951a2f631f1dc1ed58769acdd2e057a3951a
462,QNC000462,153,325,147,5,5,5,Ion QualityNonConformance 462,QNC000462,1,642.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f948d937af865aef8056ffa9b7e2fd42f948d937af865aef8056ffa9b7e2fd42
463,QNC000463,445,87,157,12,1,4,Titan QualityNonConformance 463,QNC000463,1,644.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecc5ecd8a74e5124a26a2dff5843f9a6ecc5ecd8a74e5124a26a2dff5843f9a6
464,QNC000464,361,349,412,1,3,8,Northstar QualityNonConformance 464,QNC000464,1,645.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a5118e955b35cb4a6a7a948bfb5ede96a5118e955b35cb4a6a7a948bfb5ede9
465,QNC000465,326,207,412,3,4,9,Willow QualityNonConformance 465,QNC000465,0,647.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fad3be769f95005801ce99f4f917ce76fad3be769f95005801ce99f4f917ce7
466,QNC000466,114,263,441,6,5,10,Summit QualityNonConformance 466,QNC000466,1,648.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b20ad27bbdfd561a86bd071a5bd761eeb20ad27bbdfd561a86bd071a5bd761ee
467,QNC000467,185,123,126,7,4,7,Quartz QualityNonConformance 467,QNC000467,1,649.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e715513c279f5e469685effff08489c1e715513c279f5e469685effff08489c1
468,QNC000468,142,128,168,4,4,1,Pioneer QualityNonConformance 468,QNC000468,1,651.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75283c8576de5f4db47bb707027e67cc75283c8576de5f4db47bb707027e67cc
469,QNC000469,142,328,405,6,5,11,Liberty QualityNonConformance 469,QNC000469,1,652.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c20ff9cbcd25ef2b8f01ae5eee3e1553c20ff9cbcd25ef2b8f01ae5eee3e155
470,QNC000470,92,315,46,7,1,11,Orion QualityNonConformance 470,QNC000470,0,653.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82b9b6a606c45c5cabeead429921867282b9b6a606c45c5cabeead4299218672
471,QNC000471,211,245,362,8,5,6,Unity QualityNonConformance 471,QNC000471,1,655.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eff671cca893527abf9a217010e3a7f5eff671cca893527abf9a217010e3a7f5
472,QNC000472,199,334,292,4,2,11,Orion QualityNonConformance 472,QNC000472,1,656.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fdbadd8d17445d0a94b88c0cd792791efdbadd8d17445d0a94b88c0cd792791e
473,QNC000473,446,116,57,10,2,3,Keystone QualityNonConformance 473,QNC000473,1,658.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,836d77ffb35f532fbed78b9a518974a6836d77ffb35f532fbed78b9a518974a6
474,QNC000474,210,101,413,9,1,9,Unity QualityNonConformance 474,QNC000474,1,659.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f82524c33e6757eda707e64252d7eb3ef82524c33e6757eda707e64252d7eb3e
475,QNC000475,284,138,97,8,3,10,Beacon QualityNonConformance 475,QNC000475,0,660.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02b0609aa5eb5c0ca32f385d234dc17102b0609aa5eb5c0ca32f385d234dc171
476,QNC000476,-1,5,251,12,4,3,Orion QualityNonConformance 476,QNC000476,1,662.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42d813ffb1925266bec5612ca87be13742d813ffb1925266bec5612ca87be137
477,QNC000477,123,280,397,9,5,9,Liberty QualityNonConformance 477,QNC000477,1,663.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a87a04fcdf61539bb43bff43741d4be4a87a04fcdf61539bb43bff43741d4be4
478,QNC000478,470,260,372,4,2,7,Liberty QualityNonConformance 478,QNC000478,1,664.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7fe7894ccd7853feb597dba2dd54a9347fe7894ccd7853feb597dba2dd54a934
479,QNC000479,230,295,219,7,5,2,Junction QualityNonConformance 479,QNC000479,1,666.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e4a16a42ef855d48af248eb7bf154639e4a16a42ef855d48af248eb7bf15463
480,QNC000480,335,192,138,3,5,9,Northstar QualityNonConformance 480,QNC000480,0,667.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a775b166fbd5b6da342a1b80506b2305a775b166fbd5b6da342a1b80506b230
481,QNC000481,204,49,259,11,2,8,Orion QualityNonConformance 481,QNC000481,1,668.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd269538f56e520091758aaf2fd7f40cbd269538f56e520091758aaf2fd7f40c
482,QNC000482,97,3,109,8,1,10,Orion QualityNonConformance 482,QNC000482,1,670.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d188af1745585c719dbda69bd325f7d0d188af1745585c719dbda69bd325f7d0
483,QNC000483,116,6,292,3,5,8,Granite QualityNonConformance 483,QNC000483,1,671.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34883db2aafd5ca5820d6d7b028dddb434883db2aafd5ca5820d6d7b028dddb4
484,QNC000484,62,119,423,4,5,1,Cedar QualityNonConformance 484,QNC000484,1,673.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99c744fefb975835ba9298f8cadcd26d99c744fefb975835ba9298f8cadcd26d
