ServiceContractKey,ServiceContractNumber,CustomerKey,WarrantyTermKey,ServiceTerritoryKey,ServiceContractStatusKey,CurrencyKey,ServiceContractName,ContractValueAmount,ResponseTimeHours,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
416,SC000416,436,417,140,1,2,Forge ServiceContract 416,579.9200,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8709e572d90d5f8189cac6ad007fd7988709e572d90d5f8189cac6ad007fd798
417,SC000417,96,265,245,6,3,Summit ServiceContract 417,581.2900,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4bce6b3272b566fbb277ebb02cb8cc1c4bce6b3272b566fbb277ebb02cb8cc1
418,SC000418,234,89,205,4,3,Beacon ServiceContract 418,582.6600,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53c8036316595bf0975f7415ece8450053c8036316595bf0975f7415ece84500
419,SC000419,70,242,231,6,3,Ion ServiceContract 419,584.0300,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26c891d977015fb285d8c8280541c5e926c891d977015fb285d8c8280541c5e9
420,SC000420,260,373,58,1,4,Atlas ServiceContract 420,585.4000,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d270112a64e75f89824239f149778cfdd270112a64e75f89824239f149778cfd
421,SC000421,24,125,304,1,5,Quartz ServiceContract 421,586.7700,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e2b5afcfcfc52a290348cdbde2c9b731e2b5afcfcfc52a290348cdbde2c9b73
422,SC000422,337,499,337,3,4,Vertex ServiceContract 422,588.1400,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42398d88ffe956589cae7d83c84d589342398d88ffe956589cae7d83c84d5893
423,SC000423,222,326,220,1,2,Granite ServiceContract 423,589.5100,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7d89c67035a5dc1a062c85d3dd03927a7d89c67035a5dc1a062c85d3dd03927
424,SC000424,479,61,252,1,3,Summit ServiceContract 424,590.8800,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f98ffd6971ee5bf5915cfe53fbce01faf98ffd6971ee5bf5915cfe53fbce01fa
425,SC000425,248,185,30,4,4,Harbor ServiceContract 425,592.2500,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b65c39e8684d5ab38c80c72ab568618eb65c39e8684d5ab38c80c72ab568618e
426,SC000426,370,241,258,7,4,Atlas ServiceContract 426,593.6200,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a83ff7ee6ca50f89cdfbfa32b6f24c10a83ff7ee6ca50f89cdfbfa32b6f24c1
427,SC000427,57,421,13,3,2,Quartz ServiceContract 427,594.9900,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a734f0fd524851eea7102ceabe1d710da734f0fd524851eea7102ceabe1d710d
428,SC000428,144,176,257,4,1,Cedar ServiceContract 428,596.3600,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0897bcb01bdd5c7c921b6740ccdfbca80897bcb01bdd5c7c921b6740ccdfbca8
429,SC000429,153,225,430,5,2,Summit ServiceContract 429,597.7300,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,811deff5b1265a3b9b7f9482294e12e1811deff5b1265a3b9b7f9482294e12e1
430,SC000430,146,43,95,3,2,Unity ServiceContract 430,599.1000,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,094de740a2375108a990025cdd72be04094de740a2375108a990025cdd72be04
431,SC000431,206,16,441,1,5,Keystone ServiceContract 431,600.4700,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,300e9b97453c5482b00a94db0a8096df300e9b97453c5482b00a94db0a8096df
432,SC000432,45,43,330,1,4,Willow ServiceContract 432,601.8400,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e758cf5775f50d390d2cb6f8b46cc0b5e758cf5775f50d390d2cb6f8b46cc0b
433,SC000433,318,104,449,1,3,Ion ServiceContract 433,603.2100,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8bb44777bf4b5415a725338b640da9858bb44777bf4b5415a725338b640da985
434,SC000434,224,499,453,6,1,Delta ServiceContract 434,604.5800,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e55969b86c6593494c24edf3ccb2abf7e55969b86c6593494c24edf3ccb2abf
435,SC000435,477,353,492,5,1,Ion ServiceContract 435,605.9500,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8506af95831c5f4fac88f931c14433338506af95831c5f4fac88f931c1443333
436,SC000436,50,152,394,1,3,Willow ServiceContract 436,607.3200,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02c2502bb0ad54dba05fa319e55e569202c2502bb0ad54dba05fa319e55e5692
437,SC000437,178,153,102,6,2,Atlas ServiceContract 437,608.6900,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe305b21c9235979af153672a629da09fe305b21c9235979af153672a629da09
438,SC000438,368,366,334,2,5,Riverton ServiceContract 438,610.0600,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45a00070b71651b6a5013b8d85c7c65745a00070b71651b6a5013b8d85c7c657
439,SC000439,117,455,189,6,2,Keystone ServiceContract 439,611.4300,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,627a7fcbc7a3518bac8cfc29e1739852627a7fcbc7a3518bac8cfc29e1739852
440,SC000440,247,482,310,5,4,Willow ServiceContract 440,612.8000,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,946b37620a225deda4d9e7b6220e8c26946b37620a225deda4d9e7b6220e8c26
441,SC000441,243,166,397,5,5,Orion ServiceContract 441,614.1700,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91490ae3d32f5db9a9fd039ff9cb4ee591490ae3d32f5db9a9fd039ff9cb4ee5
442,SC000442,500,52,424,6,2,Delta ServiceContract 442,615.5400,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb310b49b501591eb9ef5a0ff7724ee6eb310b49b501591eb9ef5a0ff7724ee6
443,SC000443,186,401,16,7,1,Junction ServiceContract 443,616.9100,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5bd03198c1a65d26b841760f3e8e6d375bd03198c1a65d26b841760f3e8e6d37
444,SC000444,479,182,226,4,5,Harbor ServiceContract 444,618.2800,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d0ebbfaa6575e29805e959d97b30dfd9d0ebbfaa6575e29805e959d97b30dfd
445,SC000445,447,336,290,1,5,Willow ServiceContract 445,619.6500,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6cb822d9d0cc5b1db233b065767781d96cb822d9d0cc5b1db233b065767781d9
446,SC000446,97,318,345,1,4,Evergreen ServiceContract 446,621.0200,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,042ffd875b6b59328a57dac2c46c3bda042ffd875b6b59328a57dac2c46c3bda
447,SC000447,180,62,81,2,5,Ion ServiceContract 447,622.3900,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34696092ff0c553cb2c736b77f9b220134696092ff0c553cb2c736b77f9b2201
448,SC000448,282,441,80,5,1,Beacon ServiceContract 448,623.7600,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a9bbf8e3b9f550f8f7bf864ca51c42a6a9bbf8e3b9f550f8f7bf864ca51c42a
449,SC000449,232,430,247,4,2,Orion ServiceContract 449,625.1300,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01833f3ff2e4541db34e1d1df5b5dfba01833f3ff2e4541db34e1d1df5b5dfba
450,SC000450,281,231,223,1,3,Pioneer ServiceContract 450,626.5000,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7413f18a6c1b5a32b99f05808f9239987413f18a6c1b5a32b99f05808f923998
451,SC000451,100,378,440,6,3,Beacon ServiceContract 451,627.8700,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef9b385d89055427b26b09bdad4e0619ef9b385d89055427b26b09bdad4e0619
452,SC000452,7,199,87,7,4,Summit ServiceContract 452,629.2400,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0735a1c5eb559be84ec2fa08981fcfba0735a1c5eb559be84ec2fa08981fcfb
453,SC000453,82,68,381,6,5,Riverton ServiceContract 453,630.6100,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfa51f25e6b955ffb2321a9dd0c45b2fbfa51f25e6b955ffb2321a9dd0c45b2f
454,SC000454,440,403,229,4,1,Evergreen ServiceContract 454,631.9800,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e2dafd55181550faae79e8f2efb67e98e2dafd55181550faae79e8f2efb67e9
455,SC000455,483,278,436,4,5,Forge ServiceContract 455,633.3500,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44144eac5b18544dae6501bd7858187644144eac5b18544dae6501bd78581876
456,SC000456,98,245,182,6,5,Riverton ServiceContract 456,634.7200,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b03abbec99a59caba091c587fc273882b03abbec99a59caba091c587fc27388
457,SC000457,407,143,492,7,4,Junction ServiceContract 457,636.0900,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,584ccb222d885601b40af2b56c070a07584ccb222d885601b40af2b56c070a07
458,SC000458,261,23,373,1,1,Meridian ServiceContract 458,637.4600,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e063ceb1c1ae53e1a428b6dd4ad10d34e063ceb1c1ae53e1a428b6dd4ad10d34
459,SC000459,264,83,304,6,4,Pioneer ServiceContract 459,638.8300,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bba252b88d0a5af7b6d1fe37fba796c3bba252b88d0a5af7b6d1fe37fba796c3
460,SC000460,356,227,362,6,4,Atlas ServiceContract 460,640.2000,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa1d5f86a5e856f6ba1ce5407932c033fa1d5f86a5e856f6ba1ce5407932c033
461,SC000461,39,417,212,6,4,Pioneer ServiceContract 461,641.5700,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad73df42e93350769f9d8447d3c54fcfad73df42e93350769f9d8447d3c54fcf
462,SC000462,1,482,3,1,4,Beacon ServiceContract 462,642.9400,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e2e98d094355a1288ad8f3894c385cf5e2e98d094355a1288ad8f3894c385cf
463,SC000463,246,330,166,3,4,Titan ServiceContract 463,644.3100,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3bc6239970615864ae38c977e1eb66bf3bc6239970615864ae38c977e1eb66bf
464,SC000464,264,497,78,4,1,Zenith ServiceContract 464,645.6800,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c1d1d4b4448511ca88684b4fd7ee25e4c1d1d4b4448511ca88684b4fd7ee25e
465,SC000465,293,340,306,3,5,Northstar ServiceContract 465,647.0500,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ca40aab714f59cea4f76370035b82494ca40aab714f59cea4f76370035b8249
466,SC000466,100,119,312,3,5,Atlas ServiceContract 466,648.4200,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d5f4fdee508559c9cbe5220670a72e57d5f4fdee508559c9cbe5220670a72e5
467,SC000467,26,411,171,6,4,Harbor ServiceContract 467,649.7900,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f293003931b52cf8af93335f2c2a7b41f293003931b52cf8af93335f2c2a7b4
468,SC000468,53,367,88,3,3,Titan ServiceContract 468,651.1600,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,920aff31c3eb5189a38aa3a9bb1a616f920aff31c3eb5189a38aa3a9bb1a616f
469,SC000469,246,212,350,1,3,Vertex ServiceContract 469,652.5300,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d4ee0e9a17ad5ba3b091e844679eabbed4ee0e9a17ad5ba3b091e844679eabbe
470,SC000470,180,354,262,2,1,Unity ServiceContract 470,653.9000,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94ab72bf2e0859c39c1b229c203a41f194ab72bf2e0859c39c1b229c203a41f1
471,SC000471,142,207,247,4,2,Keystone ServiceContract 471,655.2700,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e248766857765defb713b5e5a50076b0e248766857765defb713b5e5a50076b0
472,SC000472,348,230,298,3,4,Atlas ServiceContract 472,656.6400,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c3614e8a25c5611a053b00c05e018d11c3614e8a25c5611a053b00c05e018d1
473,SC000473,5,22,7,2,5,Forge ServiceContract 473,658.0100,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2dfc0a252785eb380302e1d31ca27ecc2dfc0a252785eb380302e1d31ca27ec
474,SC000474,436,129,236,7,5,Willow ServiceContract 474,659.3800,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f9796db295054019c9226371731927b8f9796db295054019c9226371731927b
475,SC000475,129,213,285,6,3,Meridian ServiceContract 475,660.7500,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,691d392aeb0e50a7890b22f46f545fba691d392aeb0e50a7890b22f46f545fba
476,SC000476,491,301,228,4,3,Junction ServiceContract 476,662.1200,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af08fd7ccd1f5dd5a764cde7856b0896af08fd7ccd1f5dd5a764cde7856b0896
477,SC000477,135,129,232,2,3,Cedar ServiceContract 477,663.4900,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81fce0af89095e3eb17f8faa22204dc881fce0af89095e3eb17f8faa22204dc8
478,SC000478,159,153,452,4,2,Forge ServiceContract 478,664.8600,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb80f425fa9b5321bdd17ab73e09b9c8eb80f425fa9b5321bdd17ab73e09b9c8
479,SC000479,320,310,154,1,1,Orion ServiceContract 479,666.2300,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b895188bbe0d51278c1c5121ead328a4b895188bbe0d51278c1c5121ead328a4
480,SC000480,42,20,406,2,3,Willow ServiceContract 480,667.6000,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7cac5f8be147540f85b83e9bd47cc2ee7cac5f8be147540f85b83e9bd47cc2ee
481,SC000481,157,268,183,7,3,Keystone ServiceContract 481,668.9700,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,948ec7ddea1f5f35a27d1f8970444c85948ec7ddea1f5f35a27d1f8970444c85
482,SC000482,204,404,493,6,5,Liberty ServiceContract 482,670.3400,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,635ba6344f825669901554f673f9a3d3635ba6344f825669901554f673f9a3d3
483,SC000483,79,331,293,7,1,Atlas ServiceContract 483,671.7100,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5d95d2e8d7d5821b6acf480158b6b9bc5d95d2e8d7d5821b6acf480158b6b9b
484,SC000484,402,13,226,3,5,Beacon ServiceContract 484,673.0800,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f956b24465056bb943e12357401265b7f956b24465056bb943e12357401265b
485,SC000485,414,392,23,7,3,Liberty ServiceContract 485,674.4500,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c367fa956dd522d9297f4557726fad39c367fa956dd522d9297f4557726fad3
486,SC000486,424,174,11,6,5,Harbor ServiceContract 486,675.8200,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35d8f2d65d875bbdacc9d1f19f27280d35d8f2d65d875bbdacc9d1f19f27280d
487,SC000487,330,486,392,1,5,Cedar ServiceContract 487,677.1900,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60d1c40876fa5fd2aff301005b4698af60d1c40876fa5fd2aff301005b4698af
488,SC000488,203,153,39,1,5,Zenith ServiceContract 488,678.5600,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6f35587572e5c9abb024b39c7144c7af6f35587572e5c9abb024b39c7144c7a
489,SC000489,227,352,18,2,5,Unity ServiceContract 489,679.9300,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,683ad54e460656c9b1716da5f8bf9179683ad54e460656c9b1716da5f8bf9179
490,SC000490,292,265,2,4,5,Forge ServiceContract 490,681.3000,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c1d45766b0b513abde29064acd9e3c24c1d45766b0b513abde29064acd9e3c2
491,SC000491,353,152,272,6,1,Forge ServiceContract 491,682.6700,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,181835915e9f5dcfbd71a8e76c88deeb181835915e9f5dcfbd71a8e76c88deeb
492,SC000492,125,383,66,5,1,Meridian ServiceContract 492,684.0400,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89182e5509d55ca4b24e28358ac2715989182e5509d55ca4b24e28358ac27159
493,SC000493,410,39,141,3,5,Meridian ServiceContract 493,685.4100,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,660d6b5114665db2be06d884993aed0d660d6b5114665db2be06d884993aed0d
494,SC000494,372,453,47,7,3,Quartz ServiceContract 494,686.7800,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3502d21c24315a808379f28c8fc3bbfe3502d21c24315a808379f28c8fc3bbfe
495,SC000495,359,228,460,5,2,Harbor ServiceContract 495,688.1500,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,310eaf77b264538fa0f6b9dec1487497310eaf77b264538fa0f6b9dec1487497
496,SC000496,400,130,198,4,5,Cedar ServiceContract 496,689.5200,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a01bf046d5eb5c77bc438493707bcabea01bf046d5eb5c77bc438493707bcabe
497,SC000497,226,166,346,3,5,Evergreen ServiceContract 497,690.8900,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,288ff2cbee1156c0b70d6f60b8eed32b288ff2cbee1156c0b70d6f60b8eed32b
498,SC000498,482,199,459,5,5,Northstar ServiceContract 498,692.2600,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cae71a69401d563db8921ba88b0f2f0acae71a69401d563db8921ba88b0f2f0a
499,SC000499,495,499,410,4,2,Forge ServiceContract 499,693.6300,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37361bdca34b5ec1a04d57dfeaaad34c37361bdca34b5ec1a04d57dfeaaad34c
500,SC000500,180,176,273,4,1,Quartz ServiceContract 500,695.0000,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc171620dcf55b1f9fca047aa30f0b2bdc171620dcf55b1f9fca047aa30f0b2b
