EngineeringMaterialSpecificationKey,MaterialSpecificationCode,EngineeringDisciplineKey,MeasurementSystemKey,ComplianceStandardKey,EngineeringMaterialSpecificationName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
391,EMS000391,22,1,10,Northstar EngineeringMaterialSpecification 391,EMS000391,1,545.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bab422a2ffaa5cc4a5bd9db0a0c77a4ebab422a2ffaa5cc4a5bd9db0a0c77a4e
392,EMS000392,17,2,20,Meridian EngineeringMaterialSpecification 392,EMS000392,1,547.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b56117b2ecc58889f9eacbf20a0f6559b56117b2ecc58889f9eacbf20a0f655
393,EMS000393,11,1,10,Northstar EngineeringMaterialSpecification 393,EMS000393,1,548.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d690082b471d577e867a56e85a005501d690082b471d577e867a56e85a005501
394,EMS000394,26,3,8,Atlas EngineeringMaterialSpecification 394,EMS000394,1,549.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85328c78b08956e4b20c742f583889c685328c78b08956e4b20c742f583889c6
395,EMS000395,18,1,7,Summit EngineeringMaterialSpecification 395,EMS000395,0,551.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd8b3c6717945bd59ade318ff6406dedfd8b3c6717945bd59ade318ff6406ded
396,EMS000396,19,1,10,Titan EngineeringMaterialSpecification 396,EMS000396,1,552.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24a76761241f5235a096f97e583b04d224a76761241f5235a096f97e583b04d2
397,EMS000397,6,1,6,Pioneer EngineeringMaterialSpecification 397,EMS000397,1,553.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c7c2ae60215556c812c52077b75c0329c7c2ae60215556c812c52077b75c032
398,EMS000398,28,3,14,Orion EngineeringMaterialSpecification 398,EMS000398,1,555.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68159229907e5aaea6c3ac10e247af3368159229907e5aaea6c3ac10e247af33
399,EMS000399,23,2,9,Cedar EngineeringMaterialSpecification 399,EMS000399,1,556.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f46007ec001757a4940cbbab41be55c3f46007ec001757a4940cbbab41be55c3
400,EMS000400,4,2,4,Cedar EngineeringMaterialSpecification 400,EMS000400,0,558.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1468b71e6915885b6bb53dcd93edb71e1468b71e6915885b6bb53dcd93edb71
401,EMS000401,33,1,18,Liberty EngineeringMaterialSpecification 401,EMS000401,1,559.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb508ba8cc025d9a8575d5d101ce6aa4fb508ba8cc025d9a8575d5d101ce6aa4
402,EMS000402,3,2,23,Liberty EngineeringMaterialSpecification 402,EMS000402,1,560.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf3258f4297b513a92990d9e380a05d1cf3258f4297b513a92990d9e380a05d1
403,EMS000403,15,3,16,Northstar EngineeringMaterialSpecification 403,EMS000403,1,562.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bcc04216266e5060a91371479ab60b0fbcc04216266e5060a91371479ab60b0f
404,EMS000404,2,3,18,Granite EngineeringMaterialSpecification 404,EMS000404,1,563.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8fec3db5f95c587d99d9ea7a6597dd8a8fec3db5f95c587d99d9ea7a6597dd8a
405,EMS000405,3,1,14,Atlas EngineeringMaterialSpecification 405,EMS000405,0,564.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24caca490be75515be076afff87b339124caca490be75515be076afff87b3391
406,EMS000406,15,1,25,Willow EngineeringMaterialSpecification 406,EMS000406,1,566.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38841aafd6d7543daa6404e00e1405c438841aafd6d7543daa6404e00e1405c4
407,EMS000407,9,1,20,Pioneer EngineeringMaterialSpecification 407,EMS000407,1,567.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f451cb711df65a3a80e36ea253e2fc5af451cb711df65a3a80e36ea253e2fc5a
408,EMS000408,31,1,24,Meridian EngineeringMaterialSpecification 408,EMS000408,1,568.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d333bc90da051849058dbfecdbb89569d333bc90da051849058dbfecdbb8956
409,EMS000409,4,2,7,Unity EngineeringMaterialSpecification 409,EMS000409,1,570.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,302bbe6949725c9582e600114a44e512302bbe6949725c9582e600114a44e512
410,EMS000410,17,1,17,Titan EngineeringMaterialSpecification 410,EMS000410,0,571.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f490d6ce04785b2f909c76f22bd3df22f490d6ce04785b2f909c76f22bd3df22
411,EMS000411,2,3,11,Titan EngineeringMaterialSpecification 411,EMS000411,1,573.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e0081589ff65e19a7f548e7cf0af8368e0081589ff65e19a7f548e7cf0af836
412,EMS000412,5,1,11,Titan EngineeringMaterialSpecification 412,EMS000412,1,574.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b71f9565cb3560494f461cf88b8dd0e1b71f9565cb3560494f461cf88b8dd0e
413,EMS000413,32,3,25,Quartz EngineeringMaterialSpecification 413,EMS000413,1,575.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b421716180b5565a42322c28dafa8b05b421716180b5565a42322c28dafa8b0
414,EMS000414,18,2,6,Granite EngineeringMaterialSpecification 414,EMS000414,1,577.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5158e49311b51768acd1093e6d3baebf5158e49311b51768acd1093e6d3baeb
415,EMS000415,7,1,19,Liberty EngineeringMaterialSpecification 415,EMS000415,0,578.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,579ae263c2a95746b5107ee2cce8173a579ae263c2a95746b5107ee2cce8173a
416,EMS000416,10,3,17,Beacon EngineeringMaterialSpecification 416,EMS000416,1,579.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed18f1c13d8d50febc22fb701e3a023aed18f1c13d8d50febc22fb701e3a023a
417,EMS000417,34,2,17,Meridian EngineeringMaterialSpecification 417,EMS000417,1,581.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4f34586104f580786bf05d5f2f43d73f4f34586104f580786bf05d5f2f43d73
418,EMS000418,1,1,23,Pioneer EngineeringMaterialSpecification 418,EMS000418,1,582.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c83d240f2ef655ea87be3455cf7058abc83d240f2ef655ea87be3455cf7058ab
419,EMS000419,7,2,14,Willow EngineeringMaterialSpecification 419,EMS000419,1,584.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5544688ebcc556088373efc10bcab3ee5544688ebcc556088373efc10bcab3ee
420,EMS000420,31,1,6,Beacon EngineeringMaterialSpecification 420,EMS000420,0,585.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0663c81f83bf5135b5ff109543e7877e0663c81f83bf5135b5ff109543e7877e
421,EMS000421,28,1,3,Junction EngineeringMaterialSpecification 421,EMS000421,1,586.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,185c1dbcddbb5c18baef01bee30011a5185c1dbcddbb5c18baef01bee30011a5
422,EMS000422,11,2,20,Titan EngineeringMaterialSpecification 422,EMS000422,1,588.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2acde43aee245b3b87f389660741c4372acde43aee245b3b87f389660741c437
423,EMS000423,15,2,18,Vertex EngineeringMaterialSpecification 423,EMS000423,1,589.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,799f401a70bc5c2786fa5de008422e46799f401a70bc5c2786fa5de008422e46
424,EMS000424,15,2,3,Keystone EngineeringMaterialSpecification 424,EMS000424,1,590.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8aa592c1a15650938db445ef0d955f328aa592c1a15650938db445ef0d955f32
425,EMS000425,15,2,20,Orion EngineeringMaterialSpecification 425,EMS000425,0,592.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aaad9a1f358b50ba9696ec48e5cf1121aaad9a1f358b50ba9696ec48e5cf1121
426,EMS000426,32,2,10,Granite EngineeringMaterialSpecification 426,EMS000426,1,593.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2949e422d10d5881b23e2909dad8e46f2949e422d10d5881b23e2909dad8e46f
427,EMS000427,11,3,2,Keystone EngineeringMaterialSpecification 427,EMS000427,1,594.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e84861eaaeda58289b8dcb6bbb27cab1e84861eaaeda58289b8dcb6bbb27cab1
428,EMS000428,21,1,12,Evergreen EngineeringMaterialSpecification 428,EMS000428,1,596.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f233a6e79e895e0faa925520ef5ecd18f233a6e79e895e0faa925520ef5ecd18
429,EMS000429,12,1,2,Beacon EngineeringMaterialSpecification 429,EMS000429,1,597.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4e55e5af49a5289b857b09fd97e32d9f4e55e5af49a5289b857b09fd97e32d9
430,EMS000430,35,1,19,Northstar EngineeringMaterialSpecification 430,EMS000430,0,599.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd1754eee6d15f45b2ee1b991ecf5c96cd1754eee6d15f45b2ee1b991ecf5c96
431,EMS000431,24,1,12,Titan EngineeringMaterialSpecification 431,EMS000431,1,600.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7254a88bb97d548291656670225ce4da7254a88bb97d548291656670225ce4da
432,EMS000432,25,3,13,Forge EngineeringMaterialSpecification 432,EMS000432,1,601.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,983bcd21493c56bc8f221de024988bad983bcd21493c56bc8f221de024988bad
433,EMS000433,35,2,24,Titan EngineeringMaterialSpecification 433,EMS000433,1,603.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1d172baab0f54719cdc15051081e09ba1d172baab0f54719cdc15051081e09b
434,EMS000434,10,2,19,Delta EngineeringMaterialSpecification 434,EMS000434,1,604.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24b22cb743e0561288240316e73f4e4724b22cb743e0561288240316e73f4e47
435,EMS000435,1,3,22,Unity EngineeringMaterialSpecification 435,EMS000435,0,605.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db79272bbfcb53df9caa7d66c7a1424cdb79272bbfcb53df9caa7d66c7a1424c
436,EMS000436,20,3,24,Willow EngineeringMaterialSpecification 436,EMS000436,1,607.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c2b581ae5ed52889b8bf5a877ea10d94c2b581ae5ed52889b8bf5a877ea10d9
437,EMS000437,27,2,7,Titan EngineeringMaterialSpecification 437,EMS000437,1,608.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ab794f21acf5d3488f983701c01af875ab794f21acf5d3488f983701c01af87
438,EMS000438,35,3,3,Meridian EngineeringMaterialSpecification 438,EMS000438,1,610.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ccf6175efb25324967df87967813eae6ccf6175efb25324967df87967813eae
439,EMS000439,26,2,10,Quartz EngineeringMaterialSpecification 439,EMS000439,1,611.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39ee569237f252618437181768bec19039ee569237f252618437181768bec190
440,EMS000440,28,1,22,Northstar EngineeringMaterialSpecification 440,EMS000440,0,612.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bbd2e39694f7550690c90dfb5b18e89fbbd2e39694f7550690c90dfb5b18e89f
441,EMS000441,9,3,5,Pioneer EngineeringMaterialSpecification 441,EMS000441,1,614.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bbb3aa0612f75891b81832e05182d568bbb3aa0612f75891b81832e05182d568
442,EMS000442,19,3,16,Summit EngineeringMaterialSpecification 442,EMS000442,1,615.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae1957b54c21599dbe1edd37d8002579ae1957b54c21599dbe1edd37d8002579
443,EMS000443,7,1,17,Quartz EngineeringMaterialSpecification 443,EMS000443,1,616.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7103aebf121557e9ba774e425a8ada1a7103aebf121557e9ba774e425a8ada1a
444,EMS000444,32,1,19,Titan EngineeringMaterialSpecification 444,EMS000444,1,618.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7116edb5161651c89084cc8fc84d91457116edb5161651c89084cc8fc84d9145
445,EMS000445,12,3,11,Ion EngineeringMaterialSpecification 445,EMS000445,0,619.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,848ecfe3613d5efcb772066ad4dcd2de848ecfe3613d5efcb772066ad4dcd2de
446,EMS000446,14,3,11,Granite EngineeringMaterialSpecification 446,EMS000446,1,621.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a06858ebcfea53ec9f647e818fc1328ea06858ebcfea53ec9f647e818fc1328e
447,EMS000447,16,1,23,Northstar EngineeringMaterialSpecification 447,EMS000447,1,622.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a93a7241cd6f53e1a0f375e3b5b17707a93a7241cd6f53e1a0f375e3b5b17707
448,EMS000448,27,1,22,Summit EngineeringMaterialSpecification 448,EMS000448,1,623.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,437ea270c5285846981bf264b3265826437ea270c5285846981bf264b3265826
449,EMS000449,7,2,12,Forge EngineeringMaterialSpecification 449,EMS000449,1,625.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32af227c256c5e3480da79503d86c76d32af227c256c5e3480da79503d86c76d
450,EMS000450,28,1,14,Liberty EngineeringMaterialSpecification 450,EMS000450,0,626.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4080cfda4f425bf88bd07b50d672f6fe4080cfda4f425bf88bd07b50d672f6fe
451,EMS000451,21,3,6,Riverton EngineeringMaterialSpecification 451,EMS000451,1,627.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6e19d30d5055d209715fe47834e3242d6e19d30d5055d209715fe47834e3242
452,EMS000452,5,3,10,Junction EngineeringMaterialSpecification 452,EMS000452,1,629.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffd464b90df25e84bce63d48827a4d0dffd464b90df25e84bce63d48827a4d0d
453,EMS000453,30,2,1,Junction EngineeringMaterialSpecification 453,EMS000453,1,630.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c53719465b05589aaba66121ef7d67dfc53719465b05589aaba66121ef7d67df
454,EMS000454,12,3,17,Unity EngineeringMaterialSpecification 454,EMS000454,1,631.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d9b637f7a555600b10daa5c5015fefc5d9b637f7a555600b10daa5c5015fefc
455,EMS000455,16,1,22,Harbor EngineeringMaterialSpecification 455,EMS000455,0,633.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f01c405e6e25435a0412533766836d88f01c405e6e25435a0412533766836d8
456,EMS000456,35,3,23,Orion EngineeringMaterialSpecification 456,EMS000456,1,634.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64308593d1315057b474b039e198958664308593d1315057b474b039e1989586
457,EMS000457,1,3,7,Quartz EngineeringMaterialSpecification 457,EMS000457,1,636.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51d6b817134d553582427a25426f426751d6b817134d553582427a25426f4267
458,EMS000458,20,2,13,Granite EngineeringMaterialSpecification 458,EMS000458,1,637.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f1ce5f6ffbd55829e4b27d6f0aa70cf1f1ce5f6ffbd55829e4b27d6f0aa70cf
459,EMS000459,31,2,25,Cedar EngineeringMaterialSpecification 459,EMS000459,1,638.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea58a0bd84635d37960ced8022d019bfea58a0bd84635d37960ced8022d019bf
460,EMS000460,30,2,3,Evergreen EngineeringMaterialSpecification 460,EMS000460,0,640.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,170ba719b4945e6cbab79f09be8e09f4170ba719b4945e6cbab79f09be8e09f4
461,EMS000461,2,2,16,Cedar EngineeringMaterialSpecification 461,EMS000461,1,641.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d46df74a6065a4c9dde95184564dbd77d46df74a6065a4c9dde95184564dbd7
462,EMS000462,20,3,16,Titan EngineeringMaterialSpecification 462,EMS000462,1,642.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c77e1f32fc5f597e8137634479315ea2c77e1f32fc5f597e8137634479315ea2
463,EMS000463,14,2,16,Evergreen EngineeringMaterialSpecification 463,EMS000463,1,644.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f6ae38d28cd5c2e809ae3cef0bd826f1f6ae38d28cd5c2e809ae3cef0bd826f
464,EMS000464,24,2,2,Orion EngineeringMaterialSpecification 464,EMS000464,1,645.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f07b6a431ae35fb7af5c5e1ed525ab20f07b6a431ae35fb7af5c5e1ed525ab20
465,EMS000465,30,3,5,Junction EngineeringMaterialSpecification 465,EMS000465,0,647.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3bbc8507443f5f40a95ef60796abaed03bbc8507443f5f40a95ef60796abaed0
466,EMS000466,2,2,20,Northstar EngineeringMaterialSpecification 466,EMS000466,1,648.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e408816029c257b2a66008ff919fb3ace408816029c257b2a66008ff919fb3ac
467,EMS000467,29,1,25,Beacon EngineeringMaterialSpecification 467,EMS000467,1,649.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7dce02ca801952f89bab3e55816ca1867dce02ca801952f89bab3e55816ca186
468,EMS000468,6,2,3,Orion EngineeringMaterialSpecification 468,EMS000468,1,651.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f6747c26ddf59acbbfcf8f0e05249754f6747c26ddf59acbbfcf8f0e0524975
469,EMS000469,6,1,19,Titan EngineeringMaterialSpecification 469,EMS000469,1,652.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0cb4dbc237ab52eeb0871ea6838e6bd90cb4dbc237ab52eeb0871ea6838e6bd9
470,EMS000470,8,2,8,Vertex EngineeringMaterialSpecification 470,EMS000470,0,653.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1fc7b1714285f75b834b672ceb9bc8cc1fc7b1714285f75b834b672ceb9bc8c
471,EMS000471,1,3,4,Granite EngineeringMaterialSpecification 471,EMS000471,1,655.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8dd4984aeea758f081a78f601d6beed38dd4984aeea758f081a78f601d6beed3
472,EMS000472,5,1,6,Titan EngineeringMaterialSpecification 472,EMS000472,1,656.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,daf5c1db396b5004aaa500003b7707f5daf5c1db396b5004aaa500003b7707f5
473,EMS000473,29,1,7,Evergreen EngineeringMaterialSpecification 473,EMS000473,1,658.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2454ba464ca55d9ab8b230349405326e2454ba464ca55d9ab8b230349405326e
474,EMS000474,17,2,15,Northstar EngineeringMaterialSpecification 474,EMS000474,1,659.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e073d2ff987e5e869588ff4fceda74eee073d2ff987e5e869588ff4fceda74ee
475,EMS000475,24,2,24,Orion EngineeringMaterialSpecification 475,EMS000475,0,660.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51bf56b67ec558a28fb5afda24dc70ca51bf56b67ec558a28fb5afda24dc70ca
476,EMS000476,12,1,8,Evergreen EngineeringMaterialSpecification 476,EMS000476,1,662.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,feb17fec0c5a510396a977f505b8dc34feb17fec0c5a510396a977f505b8dc34
477,EMS000477,2,2,17,Delta EngineeringMaterialSpecification 477,EMS000477,1,663.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8744679c05b157a8a4635fcb23da5f028744679c05b157a8a4635fcb23da5f02
478,EMS000478,29,1,21,Atlas EngineeringMaterialSpecification 478,EMS000478,1,664.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31b075fa0c995c8eadd8c015a03f485e31b075fa0c995c8eadd8c015a03f485e
479,EMS000479,8,2,24,Cedar EngineeringMaterialSpecification 479,EMS000479,1,666.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9c53782fc85511d9637c20fa48f43ccc9c53782fc85511d9637c20fa48f43cc
480,EMS000480,7,2,3,Forge EngineeringMaterialSpecification 480,EMS000480,0,667.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14b18093a10b5cea8fbecde83d53535314b18093a10b5cea8fbecde83d535353
481,EMS000481,2,2,7,Summit EngineeringMaterialSpecification 481,EMS000481,1,668.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71049d3367d85170beb4c29e2fbef7ad71049d3367d85170beb4c29e2fbef7ad
482,EMS000482,11,2,9,Forge EngineeringMaterialSpecification 482,EMS000482,1,670.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,478e8d5d0fca5937a3996c278215a831478e8d5d0fca5937a3996c278215a831
483,EMS000483,22,3,4,Junction EngineeringMaterialSpecification 483,EMS000483,1,671.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1499ad2fec0959e798f01d80469e9b8c1499ad2fec0959e798f01d80469e9b8c
484,EMS000484,14,1,8,Meridian EngineeringMaterialSpecification 484,EMS000484,1,673.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27f3d706f75d5a39aa73bc8ed6a4d1df27f3d706f75d5a39aa73bc8ed6a4d1df
485,EMS000485,16,3,11,Vertex EngineeringMaterialSpecification 485,EMS000485,0,674.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28577cabbd6f52bfb6297629c45a02bc28577cabbd6f52bfb6297629c45a02bc
486,EMS000486,8,3,15,Titan EngineeringMaterialSpecification 486,EMS000486,1,675.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d695eaff2ca55949d9c948323620a301d695eaff2ca55949d9c948323620a30
487,EMS000487,13,3,8,Riverton EngineeringMaterialSpecification 487,EMS000487,1,677.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53c46c7198bf5fe6915c5efcf74dbfbd53c46c7198bf5fe6915c5efcf74dbfbd
488,EMS000488,22,3,20,Willow EngineeringMaterialSpecification 488,EMS000488,1,678.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f3723fd74bb5de8800e0b42f57857f85f3723fd74bb5de8800e0b42f57857f8
489,EMS000489,24,3,1,Willow EngineeringMaterialSpecification 489,EMS000489,1,679.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,889b7256d9905b0d8166e703252969b0889b7256d9905b0d8166e703252969b0
