LogisticsShipmentHeaderKey,ShipmentNumber,LogisticsCarrierServiceOptionKey,LogisticsLaneSegmentKey,OriginPlantKey,DestinationCustomerCustomerKey,LogisticsShipmentStatusKey,LogisticsServiceLevelKey,ShipmentName,ProNumber,BillOfLadingNumber,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
379,LSH000379,153,280,220,143,13,1,Quartz LogisticsShipmentHeader 379,LSH000379,LSH000379,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7928d1fd2cfc5903a51d507f478bef757928d1fd2cfc5903a51d507f478bef75
380,LSH000380,298,310,78,26,1,1,Willow LogisticsShipmentHeader 380,LSH000380,LSH000380,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b40a3861ef25527ca6a005fb4a07fce2b40a3861ef25527ca6a005fb4a07fce2
381,LSH000381,334,479,251,7,13,11,Titan LogisticsShipmentHeader 381,LSH000381,LSH000381,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9611b07cbc45ad3b89966d86f549058b9611b07cbc45ad3b89966d86f549058
382,LSH000382,51,219,259,357,6,7,Vertex LogisticsShipmentHeader 382,LSH000382,LSH000382,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,674c97ee25235d868d93fbe120d92c6f674c97ee25235d868d93fbe120d92c6f
383,LSH000383,482,12,153,276,9,2,Cedar LogisticsShipmentHeader 383,LSH000383,LSH000383,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44cdd77c43b85b22afe4c2d3606ac5f944cdd77c43b85b22afe4c2d3606ac5f9
384,LSH000384,156,269,268,104,10,14,Titan LogisticsShipmentHeader 384,LSH000384,LSH000384,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40620893000e5d658c64676399d2b60a40620893000e5d658c64676399d2b60a
385,LSH000385,238,120,278,430,7,11,Keystone LogisticsShipmentHeader 385,LSH000385,LSH000385,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df12c0090a8b5f7dad86c752010537dddf12c0090a8b5f7dad86c752010537dd
386,LSH000386,306,40,336,42,2,6,Meridian LogisticsShipmentHeader 386,LSH000386,LSH000386,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5b8912b4d4954ac9871f65ca3f8e812e5b8912b4d4954ac9871f65ca3f8e812
387,LSH000387,19,361,276,426,6,2,Evergreen LogisticsShipmentHeader 387,LSH000387,LSH000387,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1d53b28fadf51c1bae9fcd380ac0b85c1d53b28fadf51c1bae9fcd380ac0b85
388,LSH000388,232,4,2,206,2,17,Forge LogisticsShipmentHeader 388,LSH000388,LSH000388,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea735aef10e75e0eaeb2ef235dfd39fdea735aef10e75e0eaeb2ef235dfd39fd
389,LSH000389,320,229,248,185,12,19,Meridian LogisticsShipmentHeader 389,LSH000389,LSH000389,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1145280dc7895ce69b66fd682a5ee9c21145280dc7895ce69b66fd682a5ee9c2
390,LSH000390,459,100,101,376,12,5,Unity LogisticsShipmentHeader 390,LSH000390,LSH000390,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42766dfce64755d6b38c0e1b9f1df4dd42766dfce64755d6b38c0e1b9f1df4dd
391,LSH000391,336,408,-1,-1,1,11,Willow LogisticsShipmentHeader 391,LSH000391,LSH000391,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,991485e479fe5c2fb6c1655bc1781550991485e479fe5c2fb6c1655bc1781550
392,LSH000392,55,132,308,116,11,5,Titan LogisticsShipmentHeader 392,LSH000392,LSH000392,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4364ec6a476e52d4ac30a2409d84cbaa4364ec6a476e52d4ac30a2409d84cbaa
393,LSH000393,482,91,14,17,11,11,Summit LogisticsShipmentHeader 393,LSH000393,LSH000393,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bed0fb7a19ef5e81b08778099b569785bed0fb7a19ef5e81b08778099b569785
394,LSH000394,43,301,330,300,7,3,Junction LogisticsShipmentHeader 394,LSH000394,LSH000394,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f04ed4d3063c5ecda5ee4cb50d7a84d6f04ed4d3063c5ecda5ee4cb50d7a84d6
395,LSH000395,273,431,255,52,5,14,Delta LogisticsShipmentHeader 395,LSH000395,LSH000395,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e8c3211a8f457a4b486d72e737c70628e8c3211a8f457a4b486d72e737c7062
396,LSH000396,267,73,231,443,10,3,Junction LogisticsShipmentHeader 396,LSH000396,LSH000396,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aea7ce40ea1c50eb8da8c3eae534df39aea7ce40ea1c50eb8da8c3eae534df39
397,LSH000397,178,173,325,306,13,12,Meridian LogisticsShipmentHeader 397,LSH000397,LSH000397,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6649944366205542817b0f275eb064ce6649944366205542817b0f275eb064ce
398,LSH000398,315,269,103,21,11,8,Evergreen LogisticsShipmentHeader 398,LSH000398,LSH000398,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b89237afa7a57c28f3f7f9cf90d69dd1b89237afa7a57c28f3f7f9cf90d69dd
399,LSH000399,462,459,275,411,10,8,Harbor LogisticsShipmentHeader 399,LSH000399,LSH000399,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f7eea5b5e655de9a1a0bd52def897522f7eea5b5e655de9a1a0bd52def89752
400,LSH000400,53,89,286,228,5,1,Beacon LogisticsShipmentHeader 400,LSH000400,LSH000400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbf30d80ecc25b8da0e8c691d7063b52dbf30d80ecc25b8da0e8c691d7063b52
401,LSH000401,262,211,300,488,3,9,Atlas LogisticsShipmentHeader 401,LSH000401,LSH000401,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a7d88c2ee525fde821661aa5e9d2ffe9a7d88c2ee525fde821661aa5e9d2ffe
402,LSH000402,142,393,160,465,5,7,Northstar LogisticsShipmentHeader 402,LSH000402,LSH000402,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d3f34e2d4325691af50b3a87415716b5d3f34e2d4325691af50b3a87415716b
403,LSH000403,240,19,325,162,7,14,Atlas LogisticsShipmentHeader 403,LSH000403,LSH000403,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,439cab7ba192532b9f0ef02005051eed439cab7ba192532b9f0ef02005051eed
404,LSH000404,21,318,103,222,14,11,Meridian LogisticsShipmentHeader 404,LSH000404,LSH000404,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35be1ff537605bd6af4e7f863eb6e31d35be1ff537605bd6af4e7f863eb6e31d
405,LSH000405,273,465,4,480,6,15,Liberty LogisticsShipmentHeader 405,LSH000405,LSH000405,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ea1a7d8ece3538b8544e36c75dd683c5ea1a7d8ece3538b8544e36c75dd683c
406,LSH000406,492,368,152,301,2,2,Riverton LogisticsShipmentHeader 406,LSH000406,LSH000406,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8f280651459589ab4acd737b54dcf4dc8f280651459589ab4acd737b54dcf4d
407,LSH000407,106,443,69,57,9,7,Titan LogisticsShipmentHeader 407,LSH000407,LSH000407,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b969b4d060165106887a8e33093ebad6b969b4d060165106887a8e33093ebad6
408,LSH000408,78,492,-1,-1,9,12,Orion LogisticsShipmentHeader 408,LSH000408,LSH000408,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4439963070755adeb479cbb5e91bdea54439963070755adeb479cbb5e91bdea5
409,LSH000409,154,463,257,322,14,20,Meridian LogisticsShipmentHeader 409,LSH000409,LSH000409,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,077206c1e5c75955bd007ba0b0730c10077206c1e5c75955bd007ba0b0730c10
410,LSH000410,116,24,249,199,9,13,Orion LogisticsShipmentHeader 410,LSH000410,LSH000410,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6978707271915b2f8171f530922730226978707271915b2f8171f53092273022
411,LSH000411,308,69,260,371,6,13,Northstar LogisticsShipmentHeader 411,LSH000411,LSH000411,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36c574321483541b9d1c315395d831d536c574321483541b9d1c315395d831d5
412,LSH000412,91,143,239,169,10,13,Beacon LogisticsShipmentHeader 412,LSH000412,LSH000412,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5105c94c894c586ea6d84edeebfa74da5105c94c894c586ea6d84edeebfa74da
413,LSH000413,94,147,140,433,10,10,Unity LogisticsShipmentHeader 413,LSH000413,LSH000413,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,117994be7da55627bec7ec87898f6ec0117994be7da55627bec7ec87898f6ec0
414,LSH000414,278,273,7,182,4,1,Beacon LogisticsShipmentHeader 414,LSH000414,LSH000414,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43605dd137f652c9a0b48d5f4ae5433e43605dd137f652c9a0b48d5f4ae5433e
415,LSH000415,7,43,178,68,14,12,Evergreen LogisticsShipmentHeader 415,LSH000415,LSH000415,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c57241f2c879519e9919caaaa21e2b06c57241f2c879519e9919caaaa21e2b06
416,LSH000416,356,134,42,111,8,4,Orion LogisticsShipmentHeader 416,LSH000416,LSH000416,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5baf633f5a85776b151c99a554cf6ffa5baf633f5a85776b151c99a554cf6ff
417,LSH000417,191,463,100,35,7,1,Junction LogisticsShipmentHeader 417,LSH000417,LSH000417,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41ca1fe1c0cb5c588090a419075de7ce41ca1fe1c0cb5c588090a419075de7ce
418,LSH000418,155,446,158,228,13,12,Northstar LogisticsShipmentHeader 418,LSH000418,LSH000418,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d18c7b77d59d54499c6f14b2e4edf46bd18c7b77d59d54499c6f14b2e4edf46b
419,LSH000419,414,499,52,153,4,3,Unity LogisticsShipmentHeader 419,LSH000419,LSH000419,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd503189d5a7537b96b54dd4479c58affd503189d5a7537b96b54dd4479c58af
420,LSH000420,135,179,246,492,5,10,Beacon LogisticsShipmentHeader 420,LSH000420,LSH000420,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5e805e3acfb5a42abc2aabc51428fbce5e805e3acfb5a42abc2aabc51428fbc
421,LSH000421,238,404,253,409,12,5,Zenith LogisticsShipmentHeader 421,LSH000421,LSH000421,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da08e984edaa5b83bad2845ccf8bee78da08e984edaa5b83bad2845ccf8bee78
422,LSH000422,9,186,160,461,14,16,Harbor LogisticsShipmentHeader 422,LSH000422,LSH000422,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91a522a57303511aaa89b40ad477b7bf91a522a57303511aaa89b40ad477b7bf
423,LSH000423,478,127,235,447,12,6,Atlas LogisticsShipmentHeader 423,LSH000423,LSH000423,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f308883d478058689931cbe95f1bfdc6f308883d478058689931cbe95f1bfdc6
424,LSH000424,62,460,29,490,9,11,Willow LogisticsShipmentHeader 424,LSH000424,LSH000424,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8449d685976756f381b25d755743f9b68449d685976756f381b25d755743f9b6
425,LSH000425,93,469,-1,-1,5,20,Quartz LogisticsShipmentHeader 425,LSH000425,LSH000425,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8056952f4feb56fc99693b77f1786edc8056952f4feb56fc99693b77f1786edc
426,LSH000426,295,103,302,348,3,15,Delta LogisticsShipmentHeader 426,LSH000426,LSH000426,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45df27baf38f56d188d87ace80f83a4545df27baf38f56d188d87ace80f83a45
427,LSH000427,253,387,323,245,9,14,Delta LogisticsShipmentHeader 427,LSH000427,LSH000427,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b425a6879e5f59389cf31cbd918eb3a3b425a6879e5f59389cf31cbd918eb3a3
428,LSH000428,202,311,4,314,7,13,Beacon LogisticsShipmentHeader 428,LSH000428,LSH000428,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46e5acfcab6d5e1aa54b898395a44c2e46e5acfcab6d5e1aa54b898395a44c2e
429,LSH000429,55,436,297,255,9,18,Meridian LogisticsShipmentHeader 429,LSH000429,LSH000429,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce4936bfab0b5fe8ac2158d4eb33aa8cce4936bfab0b5fe8ac2158d4eb33aa8c
430,LSH000430,359,295,83,248,4,10,Harbor LogisticsShipmentHeader 430,LSH000430,LSH000430,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4af917f9a24352b99f3a33433e9090774af917f9a24352b99f3a33433e909077
431,LSH000431,29,398,325,257,5,18,Willow LogisticsShipmentHeader 431,LSH000431,LSH000431,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43552dcb0c655d8c97a08c5cf47ea2b243552dcb0c655d8c97a08c5cf47ea2b2
432,LSH000432,163,443,115,259,10,10,Delta LogisticsShipmentHeader 432,LSH000432,LSH000432,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c4a1ab14c20593aaa648c7655b15fc41c4a1ab14c20593aaa648c7655b15fc4
433,LSH000433,315,490,286,313,5,8,Meridian LogisticsShipmentHeader 433,LSH000433,LSH000433,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,852e8094eba55eb58f54334d5f561bc7852e8094eba55eb58f54334d5f561bc7
434,LSH000434,357,305,202,492,11,19,Quartz LogisticsShipmentHeader 434,LSH000434,LSH000434,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f717c189c3dc5e278eebc9f953ce32bcf717c189c3dc5e278eebc9f953ce32bc
435,LSH000435,313,27,50,416,1,13,Harbor LogisticsShipmentHeader 435,LSH000435,LSH000435,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,caacbfcf0e435446a12d49360ac973decaacbfcf0e435446a12d49360ac973de
436,LSH000436,63,156,230,355,10,14,Beacon LogisticsShipmentHeader 436,LSH000436,LSH000436,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b890afc192ec5b6cab58073bf0c5c60bb890afc192ec5b6cab58073bf0c5c60b
437,LSH000437,398,116,304,387,4,20,Pioneer LogisticsShipmentHeader 437,LSH000437,LSH000437,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e415b23d3b058c08fdad4c7682f1c985e415b23d3b058c08fdad4c7682f1c98
438,LSH000438,235,199,158,129,7,2,Riverton LogisticsShipmentHeader 438,LSH000438,LSH000438,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d54b7a10bff514eb6cdbfc3947b38674d54b7a10bff514eb6cdbfc3947b3867
439,LSH000439,462,447,78,76,3,8,Zenith LogisticsShipmentHeader 439,LSH000439,LSH000439,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb5e4b7d4b5453099bd2e33e9128eba6cb5e4b7d4b5453099bd2e33e9128eba6
440,LSH000440,101,228,254,134,11,12,Orion LogisticsShipmentHeader 440,LSH000440,LSH000440,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57c5304378055644a742f6daa90caa1957c5304378055644a742f6daa90caa19
441,LSH000441,61,248,37,64,5,4,Summit LogisticsShipmentHeader 441,LSH000441,LSH000441,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32b6441dab4c5ace86f463878853031732b6441dab4c5ace86f4638788530317
442,LSH000442,257,473,-1,-1,10,13,Riverton LogisticsShipmentHeader 442,LSH000442,LSH000442,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56418526db9d5455b2a79b45159cd82b56418526db9d5455b2a79b45159cd82b
443,LSH000443,383,313,93,29,2,9,Evergreen LogisticsShipmentHeader 443,LSH000443,LSH000443,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8203c14ff4215f28bbadf791651586158203c14ff4215f28bbadf79165158615
444,LSH000444,258,251,161,331,4,15,Summit LogisticsShipmentHeader 444,LSH000444,LSH000444,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a554d8ba8b2c5995ba9fe4864b617440a554d8ba8b2c5995ba9fe4864b617440
445,LSH000445,316,461,82,25,10,17,Liberty LogisticsShipmentHeader 445,LSH000445,LSH000445,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb5dae86a3025a909baa29a25d29558feb5dae86a3025a909baa29a25d29558f
446,LSH000446,50,97,192,291,1,20,Meridian LogisticsShipmentHeader 446,LSH000446,LSH000446,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,008bcda01dd257cb8d3e3a9734bf692a008bcda01dd257cb8d3e3a9734bf692a
447,LSH000447,195,459,141,178,9,4,Harbor LogisticsShipmentHeader 447,LSH000447,LSH000447,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d4f8c017da5a58a0a21b88dcefbbd873d4f8c017da5a58a0a21b88dcefbbd873
448,LSH000448,338,252,191,435,11,13,Forge LogisticsShipmentHeader 448,LSH000448,LSH000448,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ede2a7060f95e3fb9f68634e8c56fb42ede2a7060f95e3fb9f68634e8c56fb4
449,LSH000449,196,280,145,181,9,13,Meridian LogisticsShipmentHeader 449,LSH000449,LSH000449,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ecacf332a9a52ca9cac91d25b71c6e35ecacf332a9a52ca9cac91d25b71c6e3
450,LSH000450,384,280,278,403,2,1,Zenith LogisticsShipmentHeader 450,LSH000450,LSH000450,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3517dd8ba996532d8db588a88daf42b33517dd8ba996532d8db588a88daf42b3
451,LSH000451,31,195,308,134,6,19,Titan LogisticsShipmentHeader 451,LSH000451,LSH000451,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e19ef0767ca57c0a2439734a63b749d9e19ef0767ca57c0a2439734a63b749d
452,LSH000452,79,112,82,13,13,11,Zenith LogisticsShipmentHeader 452,LSH000452,LSH000452,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1f8b6a0ebe25b3382cdc16a977d4d2ae1f8b6a0ebe25b3382cdc16a977d4d2a
453,LSH000453,376,277,178,339,3,10,Summit LogisticsShipmentHeader 453,LSH000453,LSH000453,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6dc6359d8d7b5c1b89c87af86f7f7e6e6dc6359d8d7b5c1b89c87af86f7f7e6e
454,LSH000454,172,309,248,366,9,1,Orion LogisticsShipmentHeader 454,LSH000454,LSH000454,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06a7341d9eba57ab8d29b6701080514206a7341d9eba57ab8d29b67010805142
455,LSH000455,38,400,318,194,8,17,Riverton LogisticsShipmentHeader 455,LSH000455,LSH000455,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,115e7d81822f5a96b39c73a73c362f74115e7d81822f5a96b39c73a73c362f74
456,LSH000456,241,379,333,366,8,7,Atlas LogisticsShipmentHeader 456,LSH000456,LSH000456,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ea3898fa34e5a68a1760fff4480fd6e3ea3898fa34e5a68a1760fff4480fd6e
457,LSH000457,284,440,70,144,3,18,Cedar LogisticsShipmentHeader 457,LSH000457,LSH000457,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc4ab285ab3d5c6b864516166ab51f59bc4ab285ab3d5c6b864516166ab51f59
458,LSH000458,202,16,128,140,3,15,Forge LogisticsShipmentHeader 458,LSH000458,LSH000458,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22ffc5b812c15fea9ea4e34765c6882d22ffc5b812c15fea9ea4e34765c6882d
459,LSH000459,19,45,-1,-1,10,15,Zenith LogisticsShipmentHeader 459,LSH000459,LSH000459,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6523ada0211590cbbec57ed95992eb8c6523ada0211590cbbec57ed95992eb8
460,LSH000460,156,370,33,474,12,11,Riverton LogisticsShipmentHeader 460,LSH000460,LSH000460,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34ae3aa6368e590d87d785ba7e6d962434ae3aa6368e590d87d785ba7e6d9624
461,LSH000461,111,281,326,71,14,1,Keystone LogisticsShipmentHeader 461,LSH000461,LSH000461,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce51f36f93f7588baf3c0c0e97e2744fce51f36f93f7588baf3c0c0e97e2744f
462,LSH000462,139,270,207,143,13,6,Summit LogisticsShipmentHeader 462,LSH000462,LSH000462,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd72b77535ec5aa885f497a85c31bb04fd72b77535ec5aa885f497a85c31bb04
463,LSH000463,378,299,139,438,4,13,Titan LogisticsShipmentHeader 463,LSH000463,LSH000463,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae6f7aff58025fe2bbb04e8a9e42c677ae6f7aff58025fe2bbb04e8a9e42c677
464,LSH000464,487,173,281,281,5,14,Meridian LogisticsShipmentHeader 464,LSH000464,LSH000464,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,921c478d9ad75cdabb8dd78bb78b6077921c478d9ad75cdabb8dd78bb78b6077
465,LSH000465,471,36,108,491,5,16,Zenith LogisticsShipmentHeader 465,LSH000465,LSH000465,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,459e05a4bfa952ee9506bea5eaaed64b459e05a4bfa952ee9506bea5eaaed64b
466,LSH000466,163,468,195,328,10,3,Beacon LogisticsShipmentHeader 466,LSH000466,LSH000466,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66d5652b7b8b54a19beb834d2a60b5b066d5652b7b8b54a19beb834d2a60b5b0
467,LSH000467,138,415,212,104,8,1,Willow LogisticsShipmentHeader 467,LSH000467,LSH000467,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75c361bd0fef5b6998a8a545413b603e75c361bd0fef5b6998a8a545413b603e
468,LSH000468,236,67,69,17,5,20,Pioneer LogisticsShipmentHeader 468,LSH000468,LSH000468,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7ee65b1ae155cee80171ac11405940ee7ee65b1ae155cee80171ac11405940e
469,LSH000469,332,222,240,310,6,17,Atlas LogisticsShipmentHeader 469,LSH000469,LSH000469,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f7c505a1b255044a4a2b64e145467697f7c505a1b255044a4a2b64e14546769
470,LSH000470,50,100,80,441,11,14,Evergreen LogisticsShipmentHeader 470,LSH000470,LSH000470,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a7bebee928954a8b9c86e77e4bf5de53a7bebee928954a8b9c86e77e4bf5de5
471,LSH000471,154,363,31,53,1,11,Ion LogisticsShipmentHeader 471,LSH000471,LSH000471,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44d4508cffcb56448110c5dfcbbdfeaf44d4508cffcb56448110c5dfcbbdfeaf
472,LSH000472,29,277,299,259,3,12,Liberty LogisticsShipmentHeader 472,LSH000472,LSH000472,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,627dd6dced64572a84251a19ce2610a4627dd6dced64572a84251a19ce2610a4
473,LSH000473,231,112,286,360,6,6,Pioneer LogisticsShipmentHeader 473,LSH000473,LSH000473,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d78e9427a96512a8facf92a817fe5f71d78e9427a96512a8facf92a817fe5f7
