OeeTargetProfileKey,OeeTargetProfileCode,MachineCapacityRatingKey,ProductKey,PlantKey,OeeCalculationMethodKey,OeeTargetProfileName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
398,OTP000398,69,8,289,10,Zenith OeeTargetProfile 398,OTP000398,1,555.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4fbd8198f1c65ffa96b4a496e36b6ec34fbd8198f1c65ffa96b4a496e36b6ec3
399,OTP000399,205,196,87,11,Summit OeeTargetProfile 399,OTP000399,1,556.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18da12e3f57358f4aa8b13fb175d2dc418da12e3f57358f4aa8b13fb175d2dc4
400,OTP000400,21,403,319,7,Evergreen OeeTargetProfile 400,OTP000400,0,558.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc9c9b1068415eecb410b0c89c5517f2bc9c9b1068415eecb410b0c89c5517f2
401,OTP000401,494,452,6,9,Atlas OeeTargetProfile 401,OTP000401,1,559.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc60fccfa89152d58cfb07cb63cdfe79bc60fccfa89152d58cfb07cb63cdfe79
402,OTP000402,173,385,207,5,Harbor OeeTargetProfile 402,OTP000402,1,560.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,644fb20b9b755a05aa706f49a43e3237644fb20b9b755a05aa706f49a43e3237
403,OTP000403,158,443,267,3,Harbor OeeTargetProfile 403,OTP000403,1,562.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,880ae9cb54da5cc58bceffafccdd414b880ae9cb54da5cc58bceffafccdd414b
404,OTP000404,18,225,143,3,Summit OeeTargetProfile 404,OTP000404,1,563.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75104efd893f58368eaeb91adf62191475104efd893f58368eaeb91adf621914
405,OTP000405,95,284,234,3,Evergreen OeeTargetProfile 405,OTP000405,0,564.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6ff7689fc6356f09e4a57397a0fe188c6ff7689fc6356f09e4a57397a0fe188
406,OTP000406,149,238,200,6,Beacon OeeTargetProfile 406,OTP000406,1,566.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2edcc246332f551a8f281e717f8db70e2edcc246332f551a8f281e717f8db70e
407,OTP000407,364,407,172,9,Orion OeeTargetProfile 407,OTP000407,1,567.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,216c2706840b5bcdb05120bde21b7a59216c2706840b5bcdb05120bde21b7a59
408,OTP000408,358,-1,102,2,Forge OeeTargetProfile 408,OTP000408,1,568.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c3eead4255151c6a581dfd63113b0359c3eead4255151c6a581dfd63113b035
409,OTP000409,352,21,85,8,Titan OeeTargetProfile 409,OTP000409,1,570.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f33f50cfa7525aa78c0e265bb86628ecf33f50cfa7525aa78c0e265bb86628ec
410,OTP000410,313,193,143,11,Beacon OeeTargetProfile 410,OTP000410,0,571.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1c26107d3c15a919f94e7fb971289dee1c26107d3c15a919f94e7fb971289de
411,OTP000411,32,100,97,3,Zenith OeeTargetProfile 411,OTP000411,1,573.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e424521c4226533fb230ca3508406c21e424521c4226533fb230ca3508406c21
412,OTP000412,96,226,211,8,Titan OeeTargetProfile 412,OTP000412,1,574.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6d4f8294e1c5d1ba600d6cfa4330348e6d4f8294e1c5d1ba600d6cfa4330348
413,OTP000413,379,268,155,9,Harbor OeeTargetProfile 413,OTP000413,1,575.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,410c97d18b3f51ecae45750ce10b37c3410c97d18b3f51ecae45750ce10b37c3
414,OTP000414,6,300,252,10,Quartz OeeTargetProfile 414,OTP000414,1,577.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,080cbfe2f85a5f5cbc8610de86410d91080cbfe2f85a5f5cbc8610de86410d91
415,OTP000415,254,219,165,5,Liberty OeeTargetProfile 415,OTP000415,0,578.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b5491b951fc5b54843eb6c9a8d929b45b5491b951fc5b54843eb6c9a8d929b4
416,OTP000416,321,295,153,8,Evergreen OeeTargetProfile 416,OTP000416,1,579.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9c9856d277550d7a3cc837f6d5ba9dfe9c9856d277550d7a3cc837f6d5ba9df
417,OTP000417,223,268,320,1,Keystone OeeTargetProfile 417,OTP000417,1,581.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac426cca15975394a7c256afec0590abac426cca15975394a7c256afec0590ab
418,OTP000418,216,43,200,6,Beacon OeeTargetProfile 418,OTP000418,1,582.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a55f5e8ae815780b10fe5b3753625e91a55f5e8ae815780b10fe5b3753625e9
419,OTP000419,497,428,159,11,Willow OeeTargetProfile 419,OTP000419,1,584.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,251667aa928356a18ad176ee8b5f38a5251667aa928356a18ad176ee8b5f38a5
420,OTP000420,252,258,52,6,Zenith OeeTargetProfile 420,OTP000420,0,585.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,959191877bad52bd9e6856adae946202959191877bad52bd9e6856adae946202
421,OTP000421,163,432,253,2,Delta OeeTargetProfile 421,OTP000421,1,586.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8902a79d2fae590182ca613e5eae2ac38902a79d2fae590182ca613e5eae2ac3
422,OTP000422,233,131,344,9,Beacon OeeTargetProfile 422,OTP000422,1,588.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,656c1a51adbf51189e90e7773d5b839b656c1a51adbf51189e90e7773d5b839b
423,OTP000423,277,409,219,1,Cedar OeeTargetProfile 423,OTP000423,1,589.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,264d5331559f5cbda0a2eecf86bf543c264d5331559f5cbda0a2eecf86bf543c
424,OTP000424,308,145,339,7,Summit OeeTargetProfile 424,OTP000424,1,590.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f225cada3ae5c4aa47e07667d097d307f225cada3ae5c4aa47e07667d097d30
425,OTP000425,473,-1,36,10,Zenith OeeTargetProfile 425,OTP000425,0,592.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43992a286ea5587eb4a575cac71a934043992a286ea5587eb4a575cac71a9340
426,OTP000426,242,15,346,5,Orion OeeTargetProfile 426,OTP000426,1,593.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c88bd3a1ddd5ad5ac63662f53ca80727c88bd3a1ddd5ad5ac63662f53ca8072
427,OTP000427,161,59,332,10,Forge OeeTargetProfile 427,OTP000427,1,594.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e7919c778da55feb4a83faabe3dd67b5e7919c778da55feb4a83faabe3dd67b
428,OTP000428,357,239,204,10,Willow OeeTargetProfile 428,OTP000428,1,596.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,436121b8f6405636a7bfa62b723234ab436121b8f6405636a7bfa62b723234ab
429,OTP000429,2,484,136,4,Zenith OeeTargetProfile 429,OTP000429,1,597.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54e967e0b2bf53dba18e9cc49be8969554e967e0b2bf53dba18e9cc49be89695
430,OTP000430,201,215,20,4,Ion OeeTargetProfile 430,OTP000430,0,599.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9db84d131e5a5b1d946176bee13415789db84d131e5a5b1d946176bee1341578
431,OTP000431,188,133,203,12,Summit OeeTargetProfile 431,OTP000431,1,600.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,291fa07663e750199d026582ed35436e291fa07663e750199d026582ed35436e
432,OTP000432,367,337,188,2,Liberty OeeTargetProfile 432,OTP000432,1,601.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d46f642832ec5c1a8fd1047fd9ed2242d46f642832ec5c1a8fd1047fd9ed2242
433,OTP000433,241,5,289,4,Atlas OeeTargetProfile 433,OTP000433,1,603.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0b6cad4f110575fa3fa0e1f4463be5da0b6cad4f110575fa3fa0e1f4463be5d
434,OTP000434,214,17,194,4,Pioneer OeeTargetProfile 434,OTP000434,1,604.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84680892b20258faabd795f706f26e7684680892b20258faabd795f706f26e76
435,OTP000435,164,16,49,10,Meridian OeeTargetProfile 435,OTP000435,0,605.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1138a701365b5a8fbd103a5ecef728db1138a701365b5a8fbd103a5ecef728db
436,OTP000436,499,462,28,2,Zenith OeeTargetProfile 436,OTP000436,1,607.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e53a01ab22db5a058b85f6fcb288b37ee53a01ab22db5a058b85f6fcb288b37e
437,OTP000437,103,337,253,7,Junction OeeTargetProfile 437,OTP000437,1,608.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56f0a05d1246558c93052a79430c45a356f0a05d1246558c93052a79430c45a3
438,OTP000438,134,445,8,6,Ion OeeTargetProfile 438,OTP000438,1,610.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e22d87cedda95918a90d79fa3875d022e22d87cedda95918a90d79fa3875d022
439,OTP000439,252,108,29,7,Orion OeeTargetProfile 439,OTP000439,1,611.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61df71b33a0e59c4b1337564fc6861fd61df71b33a0e59c4b1337564fc6861fd
440,OTP000440,277,248,51,8,Liberty OeeTargetProfile 440,OTP000440,0,612.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc6bb0e5a3a05dbfaf58b8772d129fe3bc6bb0e5a3a05dbfaf58b8772d129fe3
441,OTP000441,313,197,350,12,Harbor OeeTargetProfile 441,OTP000441,1,614.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c337fd16e6a552191b16f2a2735b0aa4c337fd16e6a552191b16f2a2735b0aa
442,OTP000442,313,-1,311,5,Quartz OeeTargetProfile 442,OTP000442,1,615.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,318d33afff48579f9dcb74a569d54453318d33afff48579f9dcb74a569d54453
443,OTP000443,199,414,230,7,Junction OeeTargetProfile 443,OTP000443,1,616.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e58a6fd530254c58356e5db8a80bc352e58a6fd530254c58356e5db8a80bc35
444,OTP000444,492,309,172,3,Delta OeeTargetProfile 444,OTP000444,1,618.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c458fc69249d597bb68fa2da04bba711c458fc69249d597bb68fa2da04bba711
445,OTP000445,316,139,129,3,Riverton OeeTargetProfile 445,OTP000445,0,619.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aca9f05f920a58a3953673b48f515767aca9f05f920a58a3953673b48f515767
446,OTP000446,11,323,5,8,Liberty OeeTargetProfile 446,OTP000446,1,621.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,626ec3af7c8259d194255fe8777f8fe1626ec3af7c8259d194255fe8777f8fe1
447,OTP000447,462,463,330,6,Atlas OeeTargetProfile 447,OTP000447,1,622.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3fdd2c2f13ce5c0e9aa7ccc968b14aff3fdd2c2f13ce5c0e9aa7ccc968b14aff
448,OTP000448,201,36,31,3,Summit OeeTargetProfile 448,OTP000448,1,623.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b189220da3b15f07b83c53b452f9b225b189220da3b15f07b83c53b452f9b225
449,OTP000449,139,358,44,2,Vertex OeeTargetProfile 449,OTP000449,1,625.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d7b14f7f00652fba2b5a43b5648e97c0d7b14f7f00652fba2b5a43b5648e97c
450,OTP000450,214,14,1,3,Northstar OeeTargetProfile 450,OTP000450,0,626.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e41c129abdff594da3b6ab3a5bbb79c1e41c129abdff594da3b6ab3a5bbb79c1
451,OTP000451,307,500,285,9,Zenith OeeTargetProfile 451,OTP000451,1,627.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28c3322e81e55dbe9ff908a44f99749428c3322e81e55dbe9ff908a44f997494
452,OTP000452,13,3,155,7,Zenith OeeTargetProfile 452,OTP000452,1,629.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7fc6b09a563352aa995ac85fc629ccad7fc6b09a563352aa995ac85fc629ccad
453,OTP000453,217,457,25,8,Delta OeeTargetProfile 453,OTP000453,1,630.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05d4863410235ca080edbdda577c60d305d4863410235ca080edbdda577c60d3
454,OTP000454,97,225,135,1,Cedar OeeTargetProfile 454,OTP000454,1,631.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f62d485ed83e5eefa8c672ec52d64ddbf62d485ed83e5eefa8c672ec52d64ddb
455,OTP000455,110,189,294,7,Liberty OeeTargetProfile 455,OTP000455,0,633.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5c1ece43e65591d80a59002bf567854f5c1ece43e65591d80a59002bf567854
456,OTP000456,135,185,261,9,Titan OeeTargetProfile 456,OTP000456,1,634.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c8c1ffcae4256b98761fdfc3e2bebe19c8c1ffcae4256b98761fdfc3e2bebe1
457,OTP000457,81,225,320,2,Liberty OeeTargetProfile 457,OTP000457,1,636.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2003147e3d515053bfaf05a0992744bc2003147e3d515053bfaf05a0992744bc
458,OTP000458,224,121,41,8,Beacon OeeTargetProfile 458,OTP000458,1,637.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54a22ace232055b9b833bc5fb2d8951c54a22ace232055b9b833bc5fb2d8951c
459,OTP000459,415,-1,96,8,Zenith OeeTargetProfile 459,OTP000459,1,638.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8e13744cff55157be2363ecbcbb6671b8e13744cff55157be2363ecbcbb6671
460,OTP000460,240,138,182,12,Atlas OeeTargetProfile 460,OTP000460,0,640.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99842476b420591eb8ed9ff825a7857599842476b420591eb8ed9ff825a78575
461,OTP000461,68,416,311,10,Willow OeeTargetProfile 461,OTP000461,1,641.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bb0a5071cbe5cb0bbc0fef919ad456e0bb0a5071cbe5cb0bbc0fef919ad456e
462,OTP000462,196,191,52,6,Ion OeeTargetProfile 462,OTP000462,1,642.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2dee3e681d15d54aa5adc24ada30a83e2dee3e681d15d54aa5adc24ada30a83
463,OTP000463,442,124,184,7,Pioneer OeeTargetProfile 463,OTP000463,1,644.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32a89d5f28f253e780388dbeec2fb6e632a89d5f28f253e780388dbeec2fb6e6
464,OTP000464,223,194,144,11,Atlas OeeTargetProfile 464,OTP000464,1,645.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,766eb53390ce541594d6c6d9748c236f766eb53390ce541594d6c6d9748c236f
465,OTP000465,151,380,86,8,Quartz OeeTargetProfile 465,OTP000465,0,647.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa1076d5bb8452aca4dd9f8d424a7707fa1076d5bb8452aca4dd9f8d424a7707
466,OTP000466,54,454,203,1,Northstar OeeTargetProfile 466,OTP000466,1,648.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e74cd8e542bc5fa1bd6069a362365ce5e74cd8e542bc5fa1bd6069a362365ce5
467,OTP000467,481,329,266,11,Harbor OeeTargetProfile 467,OTP000467,1,649.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b42458def7959a984d978d55bae5ccb3b42458def7959a984d978d55bae5ccb
468,OTP000468,10,240,307,11,Cedar OeeTargetProfile 468,OTP000468,1,651.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c2a1700916f51ed9f5e815f810aa0ea5c2a1700916f51ed9f5e815f810aa0ea
469,OTP000469,88,26,61,1,Orion OeeTargetProfile 469,OTP000469,1,652.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,926f940567c25b79b61b6152fe7e6df6926f940567c25b79b61b6152fe7e6df6
470,OTP000470,78,188,96,2,Harbor OeeTargetProfile 470,OTP000470,0,653.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5f984a4c8735e03916b5a7446495ab6e5f984a4c8735e03916b5a7446495ab6
471,OTP000471,37,18,46,2,Titan OeeTargetProfile 471,OTP000471,1,655.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9300e34fb05d578c8711489dd7e784859300e34fb05d578c8711489dd7e78485
472,OTP000472,270,344,98,8,Ion OeeTargetProfile 472,OTP000472,1,656.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99c56781c1835074b976d70a2a3dc5b299c56781c1835074b976d70a2a3dc5b2
473,OTP000473,355,261,225,9,Unity OeeTargetProfile 473,OTP000473,1,658.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a307461768ab5f299f51833b9391693da307461768ab5f299f51833b9391693d
474,OTP000474,174,2,180,8,Keystone OeeTargetProfile 474,OTP000474,1,659.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8ef587e57285e5baf024811b08a16e8a8ef587e57285e5baf024811b08a16e8
475,OTP000475,169,483,314,1,Vertex OeeTargetProfile 475,OTP000475,0,660.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1705ef7efbfa52afbe1dc83e5ac6ce611705ef7efbfa52afbe1dc83e5ac6ce61
476,OTP000476,227,-1,29,11,Willow OeeTargetProfile 476,OTP000476,1,662.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c6a18bff21856b1a5cbde742f542a463c6a18bff21856b1a5cbde742f542a46
477,OTP000477,464,302,62,1,Ion OeeTargetProfile 477,OTP000477,1,663.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eeb12c1ac2c85acc8e0268a9da2dde56eeb12c1ac2c85acc8e0268a9da2dde56
478,OTP000478,124,205,148,11,Liberty OeeTargetProfile 478,OTP000478,1,664.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00f8f4d5a9eb5dc39a1588bfbde6cdbd00f8f4d5a9eb5dc39a1588bfbde6cdbd
479,OTP000479,229,486,215,7,Cedar OeeTargetProfile 479,OTP000479,1,666.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,555463bcb7615dad8937c9b1ebc8bb85555463bcb7615dad8937c9b1ebc8bb85
480,OTP000480,132,404,98,4,Harbor OeeTargetProfile 480,OTP000480,0,667.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80cf66f9e93456e7b60eae1489bac24280cf66f9e93456e7b60eae1489bac242
481,OTP000481,481,209,148,2,Quartz OeeTargetProfile 481,OTP000481,1,668.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f5577667afd5626a5a596afca19710a2f5577667afd5626a5a596afca19710a
482,OTP000482,178,494,318,1,Summit OeeTargetProfile 482,OTP000482,1,670.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,116aa459ab1454c0819dbd3b0defd3f9116aa459ab1454c0819dbd3b0defd3f9
483,OTP000483,213,394,304,11,Zenith OeeTargetProfile 483,OTP000483,1,671.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,388c6dceb57859e789693e0f2c884f2e388c6dceb57859e789693e0f2c884f2e
484,OTP000484,80,394,245,9,Delta OeeTargetProfile 484,OTP000484,1,673.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d34d5e4677d5f4692da1e047dd808fa4d34d5e4677d5f4692da1e047dd808fa
485,OTP000485,466,101,54,11,Riverton OeeTargetProfile 485,OTP000485,0,674.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4832d2c2d6ea52d0a6d1e447212a3f204832d2c2d6ea52d0a6d1e447212a3f20
486,OTP000486,90,226,57,11,Orion OeeTargetProfile 486,OTP000486,1,675.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a766de8def8585cae3331e21a51bba11a766de8def8585cae3331e21a51bba1
487,OTP000487,126,122,102,12,Granite OeeTargetProfile 487,OTP000487,1,677.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2a3bf47f04f524e8d64f4f1a5a642f0b2a3bf47f04f524e8d64f4f1a5a642f0
488,OTP000488,206,403,115,5,Meridian OeeTargetProfile 488,OTP000488,1,678.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b77bc319779558cb5d9880cdd53555e1b77bc319779558cb5d9880cdd53555e
489,OTP000489,406,179,242,8,Junction OeeTargetProfile 489,OTP000489,1,679.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90b7fff98849541fa8bc39af7eecc25390b7fff98849541fa8bc39af7eecc253
490,OTP000490,490,60,192,8,Keystone OeeTargetProfile 490,OTP000490,0,681.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7e56208b4bb587280e6dd565a818480d7e56208b4bb587280e6dd565a818480
491,OTP000491,191,73,203,7,Vertex OeeTargetProfile 491,OTP000491,1,682.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2650e5502c0b5fc0a02c264fcf6a733e2650e5502c0b5fc0a02c264fcf6a733e
492,OTP000492,405,57,114,4,Atlas OeeTargetProfile 492,OTP000492,1,684.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71d5e962c96855d7a8adf79faeac01b271d5e962c96855d7a8adf79faeac01b2
493,OTP000493,29,-1,64,8,Unity OeeTargetProfile 493,OTP000493,1,685.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f38621d27e25703a73bdc5db1edd5ca2f38621d27e25703a73bdc5db1edd5ca
494,OTP000494,423,280,150,3,Willow OeeTargetProfile 494,OTP000494,1,686.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,279de213ac895a02b4c64b47912e762d279de213ac895a02b4c64b47912e762d
495,OTP000495,144,460,332,6,Keystone OeeTargetProfile 495,OTP000495,0,688.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,011920ff51a558cca99da5e4307a01e5011920ff51a558cca99da5e4307a01e5
496,OTP000496,259,51,207,9,Ion OeeTargetProfile 496,OTP000496,1,689.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7c282cf70675b518d86ddb05614cd94e7c282cf70675b518d86ddb05614cd94
497,OTP000497,464,451,33,1,Liberty OeeTargetProfile 497,OTP000497,1,690.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7df25406da085e54a0302749a92d2ff47df25406da085e54a0302749a92d2ff4
