SalesFulfillmentPromiseKey,FulfillmentPromiseCode,SalesOrderLineKey,FulfillmentPlantKey,ProductKey,SalesAllocationStatusKey,PromiseSequenceNumber,PromisedShipDate,PromisedDeliveryDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
439,SFP000439,478,236,409,10,439,2021-03-15,2021-03-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6fa4ab6587854819a1bc79bc1a3ec95c6fa4ab6587854819a1bc79bc1a3ec95
440,SFP000440,181,149,217,5,440,2021-03-16,2021-03-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f5f6ca52eb3567bacda54ecc5878ca80f5f6ca52eb3567bacda54ecc5878ca8
441,SFP000441,272,248,75,10,441,2021-03-17,2021-03-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6b1bd2e97565577910f192e2da42f6cd6b1bd2e97565577910f192e2da42f6c
442,SFP000442,192,323,4,6,442,2021-03-18,2021-03-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9921f978d9c57958408b4e39865bcd6a9921f978d9c57958408b4e39865bcd6
443,SFP000443,256,71,333,6,443,2021-03-19,2021-03-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2de745d334e523aa41604a980d76de3e2de745d334e523aa41604a980d76de3
444,SFP000444,22,300,57,3,444,2021-03-20,2021-03-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4db80c49d9d5017bd37b4b6dcff484be4db80c49d9d5017bd37b4b6dcff484b
445,SFP000445,393,169,59,5,445,2021-03-21,2021-03-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1ce5e4e84d6574c82dfe24bffb235edf1ce5e4e84d6574c82dfe24bffb235ed
446,SFP000446,317,138,467,3,446,2021-03-22,2021-03-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7be77b76f6515d3c893037c8c3270ffc7be77b76f6515d3c893037c8c3270ffc
447,SFP000447,20,246,160,7,447,2021-03-23,2021-03-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffd762f39cfe5325826841f0dd7e951bffd762f39cfe5325826841f0dd7e951b
448,SFP000448,168,141,77,4,448,2021-03-24,2021-03-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61799e4646275cb498e989f0f5163be561799e4646275cb498e989f0f5163be5
449,SFP000449,421,138,229,10,449,2021-03-25,2021-03-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,679c0c4987105e0eab6a447f814a8cbe679c0c4987105e0eab6a447f814a8cbe
450,SFP000450,474,257,121,10,450,2021-03-26,2021-03-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30effc59310454c1b901ff68ef500c5730effc59310454c1b901ff68ef500c57
451,SFP000451,101,234,130,4,451,2021-03-27,2021-03-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f7a82a8bfbb53a0a386e3a69f2273dd2f7a82a8bfbb53a0a386e3a69f2273dd
452,SFP000452,66,240,287,5,452,2021-03-28,2021-03-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,569cb372dbad5eb599cbeac17f139649569cb372dbad5eb599cbeac17f139649
453,SFP000453,62,48,373,4,453,2021-03-29,2021-03-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e555b10b3d3c52658ac5f7fefd95a921e555b10b3d3c52658ac5f7fefd95a921
454,SFP000454,398,269,345,10,454,2021-03-30,2021-03-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e919130f53505af3a0f9e2b10a6d3f1de919130f53505af3a0f9e2b10a6d3f1d
455,SFP000455,380,331,237,1,455,2021-03-31,2021-03-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd0bd84c33745e0e8a31fb537b135ce0dd0bd84c33745e0e8a31fb537b135ce0
456,SFP000456,210,148,104,4,456,2021-04-01,2021-04-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b773d19df9d95730b59be2e04cbaf220b773d19df9d95730b59be2e04cbaf220
457,SFP000457,472,237,202,7,457,2021-04-02,2021-04-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70e166f0faea54bb827f450dcf8c4b4270e166f0faea54bb827f450dcf8c4b42
458,SFP000458,89,45,85,2,458,2021-04-03,2021-04-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af905cfa1df95732b42c4bb36075b29eaf905cfa1df95732b42c4bb36075b29e
459,SFP000459,208,117,422,9,459,2021-04-04,2021-04-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5bf0955376d5550b911b8f643e3fdd1d5bf0955376d5550b911b8f643e3fdd1d
460,SFP000460,145,65,474,10,460,2021-04-05,2021-04-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2278bef3269a5a60943741fcb64de6862278bef3269a5a60943741fcb64de686
461,SFP000461,471,71,148,3,461,2021-04-06,2021-04-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82e26e56057951e980d1cbf816838ec582e26e56057951e980d1cbf816838ec5
462,SFP000462,8,148,244,4,462,2021-04-07,2021-04-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efa6feee7851545ba3916fa8c5d86bc5efa6feee7851545ba3916fa8c5d86bc5
463,SFP000463,214,333,372,5,463,2021-04-08,2021-04-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f91b399488fa5696ab95a9c6370effd7f91b399488fa5696ab95a9c6370effd7
464,SFP000464,379,332,346,3,464,2021-04-09,2021-04-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a4ad4a2e61c5a619ed6c0f8be1dba7d6a4ad4a2e61c5a619ed6c0f8be1dba7d
465,SFP000465,357,235,386,6,465,2021-04-10,2021-04-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de4f41cf75ba5f999b6a03312316f7fdde4f41cf75ba5f999b6a03312316f7fd
466,SFP000466,496,109,490,10,466,2021-04-11,2021-04-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d2b982d74565661b6e53f87df69acdd6d2b982d74565661b6e53f87df69acdd
467,SFP000467,352,286,289,6,467,2021-04-12,2021-04-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4ad30d7b4f55fd683543155862fc8ffe4ad30d7b4f55fd683543155862fc8ff
468,SFP000468,129,287,189,3,468,2021-04-13,2021-04-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10b449b425ef54e099fff939774287f610b449b425ef54e099fff939774287f6
469,SFP000469,347,18,180,4,469,2021-04-14,2021-04-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49fe0b72beda51209380464beeecab9649fe0b72beda51209380464beeecab96
470,SFP000470,450,299,451,4,470,2021-04-15,2021-04-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,751ff8854f735caca058a6b4058a4018751ff8854f735caca058a6b4058a4018
471,SFP000471,453,285,1,2,471,2021-04-16,2021-04-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0661fafd199d5625a770c602ba5ac8cd0661fafd199d5625a770c602ba5ac8cd
472,SFP000472,197,285,405,3,472,2021-04-17,2021-04-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a77b6579923527aa0986a939db2f5d06a77b6579923527aa0986a939db2f5d0
473,SFP000473,459,124,244,1,473,2021-04-18,2021-04-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea65df9fced95012a37b245f15ad310fea65df9fced95012a37b245f15ad310f
474,SFP000474,350,271,139,6,474,2021-04-19,2021-04-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3038c64b56a4540a824ac7bfb57ad76e3038c64b56a4540a824ac7bfb57ad76e
475,SFP000475,482,45,336,7,475,2021-04-20,2021-04-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c045acb60495e86aa31812506af1ecc4c045acb60495e86aa31812506af1ecc
476,SFP000476,470,264,360,6,476,2021-04-21,2021-04-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7d14784f4db5119937ac4bb1539b13fa7d14784f4db5119937ac4bb1539b13f
477,SFP000477,137,294,485,1,477,2021-04-22,2021-04-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffcc545f823f59c1b5bc560ce3e262a0ffcc545f823f59c1b5bc560ce3e262a0
478,SFP000478,313,279,19,6,478,2021-04-23,2021-04-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,062506e7eb715cbe8f325ab8a10f4260062506e7eb715cbe8f325ab8a10f4260
479,SFP000479,264,335,336,5,479,2021-04-24,2021-04-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e16cca0052d5c1dbff62fedc681866b2e16cca0052d5c1dbff62fedc681866b
480,SFP000480,498,349,310,7,480,2021-04-25,2021-04-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bdef4189353158a18a5aa0fd50f0351fbdef4189353158a18a5aa0fd50f0351f
481,SFP000481,462,275,332,10,481,2021-04-26,2021-04-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efa7129ab1155c56aa0d5338a938a5a9efa7129ab1155c56aa0d5338a938a5a9
482,SFP000482,136,303,196,1,482,2021-04-27,2021-04-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53cf7276e5bd50dbaa620bdb228d149553cf7276e5bd50dbaa620bdb228d1495
483,SFP000483,144,108,239,5,483,2021-04-28,2021-04-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c62f5df7ede527cb605121342be88d58c62f5df7ede527cb605121342be88d5
484,SFP000484,59,149,202,6,484,2021-04-29,2021-04-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9ad2bfbbbf05341af773ca591ec0ccee9ad2bfbbbf05341af773ca591ec0cce
485,SFP000485,498,195,118,8,485,2021-04-30,2021-04-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b177714828bb5b28b424087f2a19b441b177714828bb5b28b424087f2a19b441
486,SFP000486,297,210,492,5,486,2021-05-01,2021-05-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce9f19844966507b8ad7f1246db112d4ce9f19844966507b8ad7f1246db112d4
487,SFP000487,349,16,190,6,487,2021-05-02,2021-05-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b5c6bce81455cc29b56a558ed744cd34b5c6bce81455cc29b56a558ed744cd3
488,SFP000488,4,172,475,7,488,2021-05-03,2021-05-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f38d8dbb9a350dcb4c2c0e2621d9ad63f38d8dbb9a350dcb4c2c0e2621d9ad6
489,SFP000489,427,314,434,4,489,2021-05-04,2021-05-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f676ea9fae1c5e2fa9c87459676bf797f676ea9fae1c5e2fa9c87459676bf797
490,SFP000490,8,175,131,9,490,2021-05-05,2021-05-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dae75f39370e5853bb6a6a1156866a72dae75f39370e5853bb6a6a1156866a72
491,SFP000491,123,190,474,7,491,2021-05-06,2021-05-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,984b403e014459e9b150929e3aa7be52984b403e014459e9b150929e3aa7be52
492,SFP000492,450,135,275,8,492,2021-05-07,2021-05-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c12fd9daeabf57629cda9b68c8ea7a67c12fd9daeabf57629cda9b68c8ea7a67
493,SFP000493,311,67,319,9,493,2021-05-08,2021-05-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8f0fea763015a6dba09598a19f6c780f8f0fea763015a6dba09598a19f6c780
494,SFP000494,369,298,105,3,494,2021-05-09,2021-05-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1310aac9a6a8564cab03748009b9ec071310aac9a6a8564cab03748009b9ec07
495,SFP000495,242,120,287,10,495,2021-05-10,2021-05-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d08b0d3a0b0f589dbe1509f95af40535d08b0d3a0b0f589dbe1509f95af40535
496,SFP000496,412,322,478,3,496,2021-05-11,2021-05-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5aa6655021e459cea0f43e1f80e960e25aa6655021e459cea0f43e1f80e960e2
497,SFP000497,348,287,1,2,497,2021-05-12,2021-05-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e19aa25cc1a5239a1d6fe77b7f279877e19aa25cc1a5239a1d6fe77b7f27987
498,SFP000498,152,67,336,5,498,2021-05-13,2021-05-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77993f1e989c58a493bc93c4596008d977993f1e989c58a493bc93c4596008d9
499,SFP000499,256,61,237,4,499,2021-05-14,2021-05-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f5c474e65c6541280dba95a44533a6f7f5c474e65c6541280dba95a44533a6f
500,SFP000500,334,250,231,10,500,2021-05-15,2021-05-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f667514df1c5c0bba9d19869c2c4ce25f667514df1c5c0bba9d19869c2c4ce2
