SupplierKey,SupplierNumber,GeoPostalCodeKey,SupplierTierKey,SupplierCategoryKey,SupplierRiskClassKey,CurrencyKey,IncotermCodeKey,PaymentTermKey,SupplierQualificationStatusKey,RecordStatusKey,SupplierName,SupplierLegalName,AccountOpenedDate,TaxRegistrationNumber,DefaultCurrencyCode,DefaultIncotermCode,DefaultPaymentTermCode,MinorityOwnedFlag,QualityCertifiedFlag,OnTimeTargetPercent,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
319,S000319,224,8,233,12,4,11,4,3,1,Granite Supplier 319,Zenith Supplier 319,2021-11-15,S000319,EUR,S000319,S000319,1,1,0.0319,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f61faaed4565a2cb9e5cd23d6264ca29f61faaed4565a2cb9e5cd23d6264ca2
320,S000320,371,15,21,5,4,7,4,9,4,Summit Supplier 320,Harbor Supplier 320,2021-11-16,S000320,GBP,S000320,S000320,0,0,0.0320,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ccd74d8ee4aa553b857d950f41788337ccd74d8ee4aa553b857d950f41788337
321,S000321,180,20,99,12,4,9,17,2,4,Liberty Supplier 321,Evergreen Supplier 321,2021-11-17,S000321,CAD,S000321,S000321,1,1,0.0321,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,947f9f88cccf5a7c802f22f06a7b0250947f9f88cccf5a7c802f22f06a7b0250
322,S000322,55,11,228,10,2,1,15,4,2,Liberty Supplier 322,Willow Supplier 322,2021-11-18,S000322,MXN,S000322,S000322,1,1,0.0322,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9676e50db035c3096493dbd682b8e69b9676e50db035c3096493dbd682b8e69
323,S000323,222,10,64,7,2,11,4,9,2,Vertex Supplier 323,Forge Supplier 323,2021-11-19,S000323,JPY,S000323,S000323,1,1,0.0323,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d7e6638207453748072546c937d64306d7e6638207453748072546c937d6430
324,S000324,59,19,55,6,1,10,6,2,2,Atlas Supplier 324,Liberty Supplier 324,2021-11-20,S000324,USD,S000324,S000324,1,1,0.0324,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5266cb5ec81b516b8aee1f3176f2b01f5266cb5ec81b516b8aee1f3176f2b01f
325,S000325,119,16,134,7,5,7,18,1,1,Cedar Supplier 325,Evergreen Supplier 325,2021-11-21,S000325,EUR,S000325,S000325,0,0,0.0325,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7ca2876328e5666bcf92e72c4111d91d7ca2876328e5666bcf92e72c4111d91
326,S000326,39,20,170,9,4,8,5,5,4,Harbor Supplier 326,Willow Supplier 326,2021-11-22,S000326,GBP,S000326,S000326,1,1,0.0326,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3420eed2eabe5dadac64febd50c001bb3420eed2eabe5dadac64febd50c001bb
327,S000327,209,19,265,6,3,2,17,9,1,Keystone Supplier 327,Beacon Supplier 327,2021-11-23,S000327,CAD,S000327,S000327,1,1,0.0327,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f23f698a1b5e5e09bf58bd7a21682f40f23f698a1b5e5e09bf58bd7a21682f40
328,S000328,248,12,166,6,4,10,18,4,2,Orion Supplier 328,Vertex Supplier 328,2021-11-24,S000328,MXN,S000328,S000328,1,1,0.0328,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0dcb5c7997715019a0895fb8432568e60dcb5c7997715019a0895fb8432568e6
329,S000329,448,12,41,2,1,4,2,3,2,Orion Supplier 329,Riverton Supplier 329,2021-11-25,S000329,JPY,S000329,S000329,1,1,0.0329,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12d9ce4a161f5231953ee5b9dea7740e12d9ce4a161f5231953ee5b9dea7740e
330,S000330,387,12,28,10,4,4,9,5,3,Unity Supplier 330,Zenith Supplier 330,2021-11-26,S000330,USD,S000330,S000330,0,0,0.0330,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17e0a06c2861557dae323ef213e927c917e0a06c2861557dae323ef213e927c9
331,S000331,363,19,87,3,1,4,12,10,2,Willow Supplier 331,Delta Supplier 331,2021-11-27,S000331,EUR,S000331,S000331,1,1,0.0331,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a78885306015e6fb7c3bf5b646ad98c6a78885306015e6fb7c3bf5b646ad98c
332,S000332,106,1,61,5,2,6,6,3,2,Titan Supplier 332,Meridian Supplier 332,2021-11-28,S000332,GBP,S000332,S000332,1,1,0.0332,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91d2f332f83956be802c9e6b9fe7a88291d2f332f83956be802c9e6b9fe7a882
333,S000333,202,2,125,5,4,1,17,10,1,Evergreen Supplier 333,Beacon Supplier 333,2021-11-29,S000333,CAD,S000333,S000333,1,1,0.0333,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d4f48df2e095176ba7608aeeee53e0f5d4f48df2e095176ba7608aeeee53e0f
334,S000334,194,18,19,9,3,5,10,9,1,Beacon Supplier 334,Keystone Supplier 334,2021-11-30,S000334,MXN,S000334,S000334,1,1,0.0334,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,962ac6a270875649970a883ed3f82401962ac6a270875649970a883ed3f82401
335,S000335,164,8,288,11,5,2,15,1,2,Harbor Supplier 335,Quartz Supplier 335,2021-12-01,S000335,JPY,S000335,S000335,0,0,0.0335,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc221d7f84645cf4b21766632e3442b5cc221d7f84645cf4b21766632e3442b5
336,S000336,338,14,56,8,4,3,3,3,4,Junction Supplier 336,Willow Supplier 336,2021-12-02,S000336,USD,S000336,S000336,1,1,0.0336,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8fd4dbcef0b15900a80b85b4a5e189b98fd4dbcef0b15900a80b85b4a5e189b9
337,S000337,150,15,4,2,2,2,9,3,1,Liberty Supplier 337,Summit Supplier 337,2021-12-03,S000337,EUR,S000337,S000337,1,1,0.0337,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eeb0c608ed80560ea55246e24912e2a3eeb0c608ed80560ea55246e24912e2a3
338,S000338,214,7,160,4,2,2,10,6,1,Vertex Supplier 338,Pioneer Supplier 338,2021-12-04,S000338,GBP,S000338,S000338,1,1,0.0338,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c117095088cc59cb8b001628f7066ac7c117095088cc59cb8b001628f7066ac7
339,S000339,425,10,15,2,3,15,10,8,1,Riverton Supplier 339,Riverton Supplier 339,2021-12-05,S000339,CAD,S000339,S000339,1,1,0.0339,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,faac5501c3d552e1902f9c9c4271650bfaac5501c3d552e1902f9c9c4271650b
340,S000340,118,15,275,7,2,15,12,8,3,Orion Supplier 340,Zenith Supplier 340,2021-12-06,S000340,MXN,S000340,S000340,0,0,0.0340,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1300b4e164b155be958d892a8f18a7901300b4e164b155be958d892a8f18a790
341,S000341,460,16,95,3,4,14,14,6,3,Titan Supplier 341,Vertex Supplier 341,2021-12-07,S000341,JPY,S000341,S000341,1,1,0.0341,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42e5890587ce5d7cbaef73108548c08c42e5890587ce5d7cbaef73108548c08c
342,S000342,309,19,212,3,5,6,16,3,2,Ion Supplier 342,Riverton Supplier 342,2021-12-08,S000342,USD,S000342,S000342,1,1,0.0342,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c5397d6ade759d7823c6151001bad310c5397d6ade759d7823c6151001bad31
343,S000343,389,19,151,9,4,14,9,1,1,Northstar Supplier 343,Riverton Supplier 343,2021-12-09,S000343,EUR,S000343,S000343,1,1,0.0343,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63f51b69056a562f82ec9cc55c1feddb63f51b69056a562f82ec9cc55c1feddb
344,S000344,182,18,200,10,2,8,18,6,1,Unity Supplier 344,Granite Supplier 344,2021-12-10,S000344,GBP,S000344,S000344,1,1,0.0344,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8fcc2ad8bec750a78d9068fbfe326ab18fcc2ad8bec750a78d9068fbfe326ab1
345,S000345,164,3,258,9,3,14,12,3,1,Pioneer Supplier 345,Willow Supplier 345,2021-12-11,S000345,CAD,S000345,S000345,0,0,0.0345,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e7402ee499c50b79fda40c716bb96eb2e7402ee499c50b79fda40c716bb96eb
346,S000346,83,10,154,5,1,10,13,3,2,Atlas Supplier 346,Zenith Supplier 346,2021-12-12,S000346,MXN,S000346,S000346,1,1,0.0346,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d59fb81a16075c8bac74396290974111d59fb81a16075c8bac74396290974111
347,S000347,111,20,262,2,1,3,1,8,3,Vertex Supplier 347,Summit Supplier 347,2021-12-13,S000347,JPY,S000347,S000347,1,1,0.0347,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0ec1e2190b050678dab41895ca8de25d0ec1e2190b050678dab41895ca8de25
348,S000348,401,1,177,9,4,11,18,9,1,Evergreen Supplier 348,Vertex Supplier 348,2021-12-14,S000348,USD,S000348,S000348,1,1,0.0348,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6c3eadfd92157669756dcd3fd38c06fc6c3eadfd92157669756dcd3fd38c06f
349,S000349,375,6,261,1,3,11,6,9,3,Ion Supplier 349,Orion Supplier 349,2021-12-15,S000349,EUR,S000349,S000349,1,1,0.0349,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e59d437d5b4d52a4858cdbbe84ea571ce59d437d5b4d52a4858cdbbe84ea571c
350,S000350,62,10,132,10,5,10,2,9,4,Titan Supplier 350,Atlas Supplier 350,2021-12-16,S000350,GBP,S000350,S000350,0,0,0.0350,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32d408e3ac375f2eb569dc6eda34e15e32d408e3ac375f2eb569dc6eda34e15e
351,S000351,141,7,193,4,2,11,4,1,2,Keystone Supplier 351,Beacon Supplier 351,2021-12-17,S000351,CAD,S000351,S000351,1,1,0.0351,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c50c8417dec568892fd4dfa488d26123c50c8417dec568892fd4dfa488d2612
352,S000352,123,18,249,11,5,13,2,10,1,Junction Supplier 352,Riverton Supplier 352,2021-12-18,S000352,MXN,S000352,S000352,1,1,0.0352,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28b34d7a7b3856269a8cd6d05fbd4f6a28b34d7a7b3856269a8cd6d05fbd4f6a
353,S000353,309,1,123,5,3,2,13,5,3,Quartz Supplier 353,Liberty Supplier 353,2021-12-19,S000353,JPY,S000353,S000353,1,1,0.0353,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c2d03b236f95874b5740f195c186fb77c2d03b236f95874b5740f195c186fb7
354,S000354,209,12,99,7,3,1,10,10,1,Junction Supplier 354,Evergreen Supplier 354,2021-12-20,S000354,USD,S000354,S000354,1,1,0.0354,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c2e81aeb87b51b1b69a3db565df83cf2c2e81aeb87b51b1b69a3db565df83cf
355,S000355,92,1,153,5,1,15,18,10,4,Junction Supplier 355,Northstar Supplier 355,2021-12-21,S000355,EUR,S000355,S000355,0,0,0.0355,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1a3b15b65235b63b292aa96dbdd6ac6f1a3b15b65235b63b292aa96dbdd6ac6
356,S000356,331,6,285,6,4,11,8,7,4,Keystone Supplier 356,Ion Supplier 356,2021-12-22,S000356,GBP,S000356,S000356,1,1,0.0356,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff85f3e20fe95ab0ad1a28ad6eb97cd9ff85f3e20fe95ab0ad1a28ad6eb97cd9
357,S000357,207,17,200,2,4,10,14,9,1,Willow Supplier 357,Cedar Supplier 357,2021-12-23,S000357,CAD,S000357,S000357,1,1,0.0357,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd919490b0135be98bb292411865d21efd919490b0135be98bb292411865d21e
358,S000358,423,17,284,3,5,9,12,3,3,Keystone Supplier 358,Beacon Supplier 358,2021-12-24,S000358,MXN,S000358,S000358,1,1,0.0358,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1a6303d2d0b512493f47aa61c19c3faa1a6303d2d0b512493f47aa61c19c3fa
359,S000359,102,14,56,11,3,15,10,1,4,Quartz Supplier 359,Granite Supplier 359,2021-12-25,S000359,JPY,S000359,S000359,1,1,0.0359,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c133baaa3cd5c4aa9b9d07e73555c360c133baaa3cd5c4aa9b9d07e73555c36
360,S000360,265,15,131,3,2,13,7,6,4,Willow Supplier 360,Junction Supplier 360,2021-12-26,S000360,USD,S000360,S000360,0,0,0.0360,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,216a182dc52658c0a2a13c3813a30a84216a182dc52658c0a2a13c3813a30a84
361,S000361,492,20,115,8,4,16,5,6,4,Keystone Supplier 361,Liberty Supplier 361,2021-12-27,S000361,EUR,S000361,S000361,1,1,0.0361,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23895bd0af955cfbb0566966f3834eb723895bd0af955cfbb0566966f3834eb7
362,S000362,457,1,71,2,5,15,7,7,2,Forge Supplier 362,Forge Supplier 362,2021-12-28,S000362,GBP,S000362,S000362,1,1,0.0362,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7468f4c3672c579fb086b98a3a9d8f5b7468f4c3672c579fb086b98a3a9d8f5b
363,S000363,309,4,232,1,4,13,9,5,3,Vertex Supplier 363,Northstar Supplier 363,2021-12-29,S000363,CAD,S000363,S000363,1,1,0.0363,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad2f7fda578a58b68813f3e14122ad75ad2f7fda578a58b68813f3e14122ad75
364,S000364,19,11,85,11,1,1,5,7,2,Zenith Supplier 364,Keystone Supplier 364,2021-12-30,S000364,MXN,S000364,S000364,1,1,0.0364,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9aec37991fd25fbc93c28f330e6f07149aec37991fd25fbc93c28f330e6f0714
365,S000365,371,15,287,6,4,12,14,7,2,Liberty Supplier 365,Willow Supplier 365,2021-12-31,S000365,JPY,S000365,S000365,0,0,0.0365,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c858214f570514eafbb0187981f40180c858214f570514eafbb0187981f4018
366,S000366,248,3,163,3,1,7,8,7,1,Keystone Supplier 366,Titan Supplier 366,2022-01-01,S000366,USD,S000366,S000366,1,1,0.0366,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00b63ab12c235255ab72adddcbad6e6200b63ab12c235255ab72adddcbad6e62
367,S000367,441,11,174,9,1,1,8,8,2,Titan Supplier 367,Unity Supplier 367,2022-01-02,S000367,EUR,S000367,S000367,1,1,0.0367,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,091b4b4c6aa25002b6e6de192be0a3b3091b4b4c6aa25002b6e6de192be0a3b3
368,S000368,487,10,208,11,5,7,8,1,2,Delta Supplier 368,Keystone Supplier 368,2022-01-03,S000368,GBP,S000368,S000368,1,1,0.0368,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73467c24bc79583fa4d771a79509a6e073467c24bc79583fa4d771a79509a6e0
369,S000369,209,18,60,10,5,10,1,1,4,Keystone Supplier 369,Zenith Supplier 369,2022-01-04,S000369,CAD,S000369,S000369,1,1,0.0369,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c6c7a5a57cd55efacee740005c875fc1c6c7a5a57cd55efacee740005c875fc
370,S000370,282,19,118,10,5,16,16,9,4,Delta Supplier 370,Zenith Supplier 370,2022-01-05,S000370,MXN,S000370,S000370,0,0,0.0370,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57375248334e55fc9d15ecee197bc0dc57375248334e55fc9d15ecee197bc0dc
371,S000371,185,2,88,4,5,10,2,5,1,Liberty Supplier 371,Orion Supplier 371,2022-01-06,S000371,JPY,S000371,S000371,1,1,0.0371,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e72818dec745ec0a353572923337ca15e72818dec745ec0a353572923337ca1
372,S000372,193,7,271,3,2,13,9,5,2,Meridian Supplier 372,Granite Supplier 372,2022-01-07,S000372,USD,S000372,S000372,1,1,0.0372,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ad9a797a8e35a1faf10839c9643355c1ad9a797a8e35a1faf10839c9643355c
373,S000373,400,9,144,3,3,6,13,1,2,Keystone Supplier 373,Quartz Supplier 373,2022-01-08,S000373,EUR,S000373,S000373,1,1,0.0373,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4ee9e02d5db564084f7bb16709b6b2da4ee9e02d5db564084f7bb16709b6b2d
374,S000374,480,11,183,8,3,5,16,1,1,Keystone Supplier 374,Vertex Supplier 374,2022-01-09,S000374,GBP,S000374,S000374,1,1,0.0374,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fdc1a57efb02516e8e1802136e275043fdc1a57efb02516e8e1802136e275043
375,S000375,450,15,55,6,5,6,9,2,2,Vertex Supplier 375,Orion Supplier 375,2022-01-10,S000375,CAD,S000375,S000375,0,0,0.0375,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c391c57873c5dc4aa8a219b52b1b9629c391c57873c5dc4aa8a219b52b1b962
376,S000376,391,5,28,10,3,9,12,8,1,Granite Supplier 376,Liberty Supplier 376,2022-01-11,S000376,MXN,S000376,S000376,1,1,0.0376,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35df436bada65d2bb66337aa418951e635df436bada65d2bb66337aa418951e6
377,S000377,222,17,245,5,4,4,6,3,2,Ion Supplier 377,Granite Supplier 377,2022-01-12,S000377,JPY,S000377,S000377,1,1,0.0377,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b94fb1ea66525bf988cb4c4b579248b5b94fb1ea66525bf988cb4c4b579248b5
378,S000378,418,9,79,3,4,4,2,5,4,Titan Supplier 378,Cedar Supplier 378,2022-01-13,S000378,USD,S000378,S000378,1,1,0.0378,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,259d6bad098b50389117130d712ba035259d6bad098b50389117130d712ba035
379,S000379,281,7,75,4,3,12,8,1,4,Pioneer Supplier 379,Quartz Supplier 379,2022-01-14,S000379,EUR,S000379,S000379,1,1,0.0379,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ec150b2d37d5fd4bd0d50abcf6138406ec150b2d37d5fd4bd0d50abcf613840
380,S000380,253,13,51,4,5,2,8,6,1,Ion Supplier 380,Forge Supplier 380,2022-01-15,S000380,GBP,S000380,S000380,0,0,0.0380,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10302a5574a55989a9ca09be7b393ab710302a5574a55989a9ca09be7b393ab7
381,S000381,47,14,176,10,3,4,2,3,3,Ion Supplier 381,Quartz Supplier 381,2022-01-16,S000381,CAD,S000381,S000381,1,1,0.0381,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,824a5296e960589ca01642ad2e16c282824a5296e960589ca01642ad2e16c282
382,S000382,471,12,14,7,1,2,12,6,1,Zenith Supplier 382,Quartz Supplier 382,2022-01-17,S000382,MXN,S000382,S000382,1,1,0.0382,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b63842fefc7f57da906cc703c0587ecab63842fefc7f57da906cc703c0587eca
383,S000383,478,15,116,6,4,1,12,9,3,Unity Supplier 383,Northstar Supplier 383,2022-01-18,S000383,JPY,S000383,S000383,1,1,0.0383,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f554911b3f55fdaa75ca483bf6036340f554911b3f55fdaa75ca483bf603634
384,S000384,212,6,157,5,1,3,1,10,3,Willow Supplier 384,Willow Supplier 384,2022-01-19,S000384,USD,S000384,S000384,1,1,0.0384,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5170c8051bed56af9144c7dddf34ff4c5170c8051bed56af9144c7dddf34ff4c
385,S000385,284,2,249,6,2,14,14,2,2,Quartz Supplier 385,Atlas Supplier 385,2022-01-20,S000385,EUR,S000385,S000385,0,0,0.0385,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b421e388e9a15441b8dac33d493e0e40b421e388e9a15441b8dac33d493e0e40
386,S000386,367,10,195,10,2,13,6,6,4,Keystone Supplier 386,Meridian Supplier 386,2022-01-21,S000386,GBP,S000386,S000386,1,1,0.0386,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79e6ed7b312657cbab28ea85f394e52979e6ed7b312657cbab28ea85f394e529
387,S000387,171,11,68,8,1,14,12,9,4,Willow Supplier 387,Orion Supplier 387,2022-01-22,S000387,CAD,S000387,S000387,1,1,0.0387,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5310c6f58b6d5e0eae2edf57c9a199785310c6f58b6d5e0eae2edf57c9a19978
388,S000388,458,7,159,12,4,9,15,2,3,Liberty Supplier 388,Willow Supplier 388,2022-01-23,S000388,MXN,S000388,S000388,1,1,0.0388,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,373e85b7531c5b3aaa84c98d6bc68a83373e85b7531c5b3aaa84c98d6bc68a83
389,S000389,206,19,6,4,3,12,15,2,2,Liberty Supplier 389,Riverton Supplier 389,2022-01-24,S000389,JPY,S000389,S000389,1,1,0.0389,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fce0f6d215965a65a50c96b0d9d3087ffce0f6d215965a65a50c96b0d9d3087f
390,S000390,104,15,152,1,5,10,16,10,1,Quartz Supplier 390,Evergreen Supplier 390,2022-01-25,S000390,USD,S000390,S000390,0,0,0.0390,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dcb27a26a3c45e90a2e35428f8c25ae7dcb27a26a3c45e90a2e35428f8c25ae7
391,S000391,217,4,285,2,5,10,14,3,1,Ion Supplier 391,Titan Supplier 391,2022-01-26,S000391,EUR,S000391,S000391,1,1,0.0391,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d104d47b9ef556bf8d6f96426e27b03fd104d47b9ef556bf8d6f96426e27b03f
392,S000392,178,7,217,6,3,13,13,2,2,Evergreen Supplier 392,Vertex Supplier 392,2022-01-27,S000392,GBP,S000392,S000392,1,1,0.0392,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e07ce920db065b28a10cfefe201f8564e07ce920db065b28a10cfefe201f8564
393,S000393,449,15,254,7,5,4,5,8,2,Zenith Supplier 393,Cedar Supplier 393,2022-01-28,S000393,CAD,S000393,S000393,1,1,0.0393,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39dd454713f05b5783ece2a6ef10836439dd454713f05b5783ece2a6ef108364
394,S000394,195,2,214,3,4,16,3,10,3,Unity Supplier 394,Willow Supplier 394,2022-01-29,S000394,MXN,S000394,S000394,1,1,0.0394,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54c0b2a6003a5fe9b067c9e6c073021354c0b2a6003a5fe9b067c9e6c0730213
395,S000395,331,6,9,3,4,10,1,2,1,Beacon Supplier 395,Keystone Supplier 395,2022-01-30,S000395,JPY,S000395,S000395,0,0,0.0395,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f3112feafb75ca59e8561a5f9a550488f3112feafb75ca59e8561a5f9a55048
396,S000396,401,3,32,11,4,7,6,7,2,Keystone Supplier 396,Junction Supplier 396,2022-01-31,S000396,USD,S000396,S000396,1,1,0.0396,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3b3701fed0657ba9b732b68ab6b0e16e3b3701fed0657ba9b732b68ab6b0e16
397,S000397,453,10,65,4,5,11,7,10,2,Atlas Supplier 397,Liberty Supplier 397,2022-02-01,S000397,EUR,S000397,S000397,1,1,0.0397,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe590673851d5f1a93aa3c749fd9b8fefe590673851d5f1a93aa3c749fd9b8fe
398,S000398,286,15,175,9,3,16,3,5,1,Evergreen Supplier 398,Liberty Supplier 398,2022-02-02,S000398,GBP,S000398,S000398,1,1,0.0398,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc75fadd988d5138b78ebf15468dfabbbc75fadd988d5138b78ebf15468dfabb
