ProductionRunKey,ProductionRunNumber,ProductionWorkOrderKey,ProductionLotDispositionGroupKey,ProductionRunTypeKey,ProductionOrderStatusKey,ProductionRunName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
414,PR000414,21,119,8,6,Ion ProductionRun 414,PR000414,1,577.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,414b34e0791d53f39d721355674b1ff4414b34e0791d53f39d721355674b1ff4
415,PR000415,408,103,9,2,Cedar ProductionRun 415,PR000415,0,578.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9c2053097915315b1096c519eb5222ba9c2053097915315b1096c519eb5222b
416,PR000416,32,270,5,5,Delta ProductionRun 416,PR000416,1,579.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db1e5a13773d50deba9fecbc0c63c086db1e5a13773d50deba9fecbc0c63c086
417,PR000417,186,249,4,2,Titan ProductionRun 417,PR000417,1,581.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a891f1f64ae525d9c54a50235dbe3e40a891f1f64ae525d9c54a50235dbe3e4
418,PR000418,404,407,6,7,Delta ProductionRun 418,PR000418,1,582.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5f4825889625fa68dae679356c6f12ca5f4825889625fa68dae679356c6f12c
419,PR000419,41,431,2,8,Evergreen ProductionRun 419,PR000419,1,584.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8608e0b1d2fb578a8cc8f33ee5b50b3f8608e0b1d2fb578a8cc8f33ee5b50b3f
420,PR000420,188,143,1,9,Beacon ProductionRun 420,PR000420,0,585.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8661a648573a5f0c8f36b469ea0b314d8661a648573a5f0c8f36b469ea0b314d
421,PR000421,383,237,3,2,Granite ProductionRun 421,PR000421,1,586.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2e4425fd6475705bf29f1e2b80e233be2e4425fd6475705bf29f1e2b80e233b
422,PR000422,247,353,4,10,Harbor ProductionRun 422,PR000422,1,588.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cdedf14649dd552b834bd3f3d52cda95cdedf14649dd552b834bd3f3d52cda95
423,PR000423,109,23,1,5,Titan ProductionRun 423,PR000423,1,589.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d17279b786f5aceac85f1f8895dbf643d17279b786f5aceac85f1f8895dbf64
424,PR000424,412,92,3,1,Junction ProductionRun 424,PR000424,1,590.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81ada07b9151533f8ebb784fbb17510181ada07b9151533f8ebb784fbb175101
425,PR000425,408,111,6,9,Titan ProductionRun 425,PR000425,0,592.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8858710342285365afa89ae9c28b77608858710342285365afa89ae9c28b7760
426,PR000426,40,61,6,12,Evergreen ProductionRun 426,PR000426,1,593.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3057f815987e590f8fb38fdcb2e6f5943057f815987e590f8fb38fdcb2e6f594
427,PR000427,27,400,10,4,Northstar ProductionRun 427,PR000427,1,594.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5791a91cae275269951f165428a3d94c5791a91cae275269951f165428a3d94c
428,PR000428,123,477,2,8,Vertex ProductionRun 428,PR000428,1,596.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8deed27a6cf251e09c92d571e2a3faea8deed27a6cf251e09c92d571e2a3faea
429,PR000429,465,167,3,10,Northstar ProductionRun 429,PR000429,1,597.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c9a0fa9b2ea5554b3de1dbe4dbfa73e0c9a0fa9b2ea5554b3de1dbe4dbfa73e
430,PR000430,451,373,11,4,Northstar ProductionRun 430,PR000430,0,599.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3dd9d29f8e45d5184fd6065c7380bffc3dd9d29f8e45d5184fd6065c7380bff
431,PR000431,419,38,2,12,Delta ProductionRun 431,PR000431,1,600.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99a2cfa567f05cd0a411a60f78a81abd99a2cfa567f05cd0a411a60f78a81abd
432,PR000432,422,474,1,2,Harbor ProductionRun 432,PR000432,1,601.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e64a90f2d5956dabda63286127ef4c03e64a90f2d5956dabda63286127ef4c0
433,PR000433,198,21,2,5,Summit ProductionRun 433,PR000433,1,603.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17a1bf850d9850d1848b54e250cd624517a1bf850d9850d1848b54e250cd6245
434,PR000434,323,358,10,7,Liberty ProductionRun 434,PR000434,1,604.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,544edcc3e96354f98246e2f894a2fab4544edcc3e96354f98246e2f894a2fab4
435,PR000435,217,365,2,6,Vertex ProductionRun 435,PR000435,0,605.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,993d1c84d8845878a747a8ebd9de9f17993d1c84d8845878a747a8ebd9de9f17
436,PR000436,249,372,8,1,Beacon ProductionRun 436,PR000436,1,607.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,910723dc025f548496280ff0043e0403910723dc025f548496280ff0043e0403
437,PR000437,449,110,1,7,Pioneer ProductionRun 437,PR000437,1,608.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7df9c70c27625a438aecbff97a6d9e377df9c70c27625a438aecbff97a6d9e37
438,PR000438,57,246,9,3,Unity ProductionRun 438,PR000438,1,610.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9eb20b320e22590faf0ff863ac0bde089eb20b320e22590faf0ff863ac0bde08
439,PR000439,182,492,5,11,Ion ProductionRun 439,PR000439,1,611.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4bdd4a1c39205044854c5c87855c24524bdd4a1c39205044854c5c87855c2452
440,PR000440,151,116,10,4,Atlas ProductionRun 440,PR000440,0,612.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cb57b116262581c9554338aed10f63b8cb57b116262581c9554338aed10f63b
441,PR000441,319,273,5,12,Ion ProductionRun 441,PR000441,1,614.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76b9cd1a0c6a5bcf8b0bb4fdc46343d076b9cd1a0c6a5bcf8b0bb4fdc46343d0
442,PR000442,463,232,6,11,Meridian ProductionRun 442,PR000442,1,615.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a08ad1634c475f54870944d37a23c300a08ad1634c475f54870944d37a23c300
443,PR000443,356,313,4,9,Meridian ProductionRun 443,PR000443,1,616.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,618d1592342f5c31877154e2bd936fdb618d1592342f5c31877154e2bd936fdb
444,PR000444,429,129,6,6,Harbor ProductionRun 444,PR000444,1,618.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc26d0bd43185b28bfd3ccbe23ec027acc26d0bd43185b28bfd3ccbe23ec027a
445,PR000445,140,118,4,5,Delta ProductionRun 445,PR000445,0,619.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5752d6d54685d528f4f7090f64a01d2e5752d6d54685d528f4f7090f64a01d2
446,PR000446,191,133,9,5,Quartz ProductionRun 446,PR000446,1,621.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5acc18d843158e882a0f2a94d2c98d1d5acc18d843158e882a0f2a94d2c98d1
447,PR000447,129,366,1,4,Forge ProductionRun 447,PR000447,1,622.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e6f1c6953e15709b3e5f002eed7f70e9e6f1c6953e15709b3e5f002eed7f70e
448,PR000448,397,445,4,2,Quartz ProductionRun 448,PR000448,1,623.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0bd49f6d8535407a49bff2a5022d065b0bd49f6d8535407a49bff2a5022d065
449,PR000449,96,166,3,6,Liberty ProductionRun 449,PR000449,1,625.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a18c4f29904b50afa4c820a75ecf4679a18c4f29904b50afa4c820a75ecf4679
450,PR000450,64,337,2,8,Evergreen ProductionRun 450,PR000450,0,626.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fbd2fbd0d2057bb934e548975c4b4330fbd2fbd0d2057bb934e548975c4b433
451,PR000451,285,178,2,9,Keystone ProductionRun 451,PR000451,1,627.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc3dbd526e2b5720a100ecd45909bb93bc3dbd526e2b5720a100ecd45909bb93
452,PR000452,115,307,3,11,Meridian ProductionRun 452,PR000452,1,629.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e43193e105c75015a18eae9fa3c8d3a4e43193e105c75015a18eae9fa3c8d3a4
453,PR000453,103,412,7,1,Meridian ProductionRun 453,PR000453,1,630.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a14459d43802586ba3f5fd5c8c9cdc82a14459d43802586ba3f5fd5c8c9cdc82
454,PR000454,264,67,10,2,Willow ProductionRun 454,PR000454,1,631.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c057bb30c305202af580b3c4d5ee7d06c057bb30c305202af580b3c4d5ee7d0
455,PR000455,410,56,1,8,Delta ProductionRun 455,PR000455,0,633.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,881153f0bbfa5cbe8afadad17f8dd5c9881153f0bbfa5cbe8afadad17f8dd5c9
456,PR000456,393,61,4,5,Northstar ProductionRun 456,PR000456,1,634.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e86c73d8c3a557aa5a82f4f1caa6f629e86c73d8c3a557aa5a82f4f1caa6f62
457,PR000457,249,495,10,3,Summit ProductionRun 457,PR000457,1,636.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6682869a5db58cf83522e8e154e4bf7c6682869a5db58cf83522e8e154e4bf7
458,PR000458,156,346,12,9,Atlas ProductionRun 458,PR000458,1,637.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa8feb1d3ce9506aa1488b13844c81cafa8feb1d3ce9506aa1488b13844c81ca
459,PR000459,247,298,5,1,Keystone ProductionRun 459,PR000459,1,638.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f96b472e7db05a50ab7edbb7ea4e3f86f96b472e7db05a50ab7edbb7ea4e3f86
460,PR000460,495,347,9,9,Meridian ProductionRun 460,PR000460,0,640.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d478495cba759c0be7783a4bc8ca0aa1d478495cba759c0be7783a4bc8ca0aa
461,PR000461,466,500,5,1,Willow ProductionRun 461,PR000461,1,641.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36b0aab14482573d880fe9aed444592f36b0aab14482573d880fe9aed444592f
462,PR000462,401,359,6,10,Orion ProductionRun 462,PR000462,1,642.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73b1940d2cf5522ea713a91fce84a28573b1940d2cf5522ea713a91fce84a285
463,PR000463,495,171,9,12,Granite ProductionRun 463,PR000463,1,644.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b340f15eaf35b31b9a1e6aec31167758b340f15eaf35b31b9a1e6aec3116775
464,PR000464,210,312,8,7,Forge ProductionRun 464,PR000464,1,645.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57cc9cbfb3625a6491002da1ff6edc3357cc9cbfb3625a6491002da1ff6edc33
465,PR000465,428,259,3,10,Liberty ProductionRun 465,PR000465,0,647.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,549b31cb4a92558c88d50b0f926349a0549b31cb4a92558c88d50b0f926349a0
466,PR000466,383,364,9,1,Atlas ProductionRun 466,PR000466,1,648.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bee36a26fc755587a5e27ee7c5eb6a8cbee36a26fc755587a5e27ee7c5eb6a8c
467,PR000467,50,187,5,3,Atlas ProductionRun 467,PR000467,1,649.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a57f38d7e16c520f93e4b2f61242a400a57f38d7e16c520f93e4b2f61242a400
468,PR000468,309,46,12,10,Unity ProductionRun 468,PR000468,1,651.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28d811f3e43c59eea6fbbd2dbe9ee19228d811f3e43c59eea6fbbd2dbe9ee192
469,PR000469,145,35,1,8,Pioneer ProductionRun 469,PR000469,1,652.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb87cf9e766c594da3975727d3637b29eb87cf9e766c594da3975727d3637b29
470,PR000470,497,95,2,2,Forge ProductionRun 470,PR000470,0,653.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0227b2ba25c35b1da985905063477e1f0227b2ba25c35b1da985905063477e1f
471,PR000471,226,106,3,4,Junction ProductionRun 471,PR000471,1,655.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a08018bc9c2c5b039127b602e489cc22a08018bc9c2c5b039127b602e489cc22
472,PR000472,18,381,4,7,Orion ProductionRun 472,PR000472,1,656.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3808934c55a95aeab8a3162a489c55393808934c55a95aeab8a3162a489c5539
473,PR000473,23,301,6,2,Northstar ProductionRun 473,PR000473,1,658.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd05120daded5be5816e0bc814e98482bd05120daded5be5816e0bc814e98482
474,PR000474,217,377,10,11,Summit ProductionRun 474,PR000474,1,659.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ce5bee7eae0537eaa35d670d5e188da7ce5bee7eae0537eaa35d670d5e188da
475,PR000475,90,186,9,9,Evergreen ProductionRun 475,PR000475,0,660.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7acfa466bbe656658a6eeb2c9171fc7d7acfa466bbe656658a6eeb2c9171fc7d
476,PR000476,18,99,4,9,Junction ProductionRun 476,PR000476,1,662.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,601ce60c882a5b878f49542f7bc9aa5a601ce60c882a5b878f49542f7bc9aa5a
477,PR000477,179,305,11,6,Granite ProductionRun 477,PR000477,1,663.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,546dac9a5d8b5e9aaf6804cf6b5ec062546dac9a5d8b5e9aaf6804cf6b5ec062
478,PR000478,377,383,11,5,Atlas ProductionRun 478,PR000478,1,664.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d70a124dd2595648b5e41f8f20438036d70a124dd2595648b5e41f8f20438036
479,PR000479,171,191,2,7,Liberty ProductionRun 479,PR000479,1,666.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2e80df25bd757e5a443ac186b87cdcde2e80df25bd757e5a443ac186b87cdcd
480,PR000480,178,425,5,12,Summit ProductionRun 480,PR000480,0,667.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bbfd435ee1b1553a9ab97ad4d105a210bbfd435ee1b1553a9ab97ad4d105a210
481,PR000481,294,23,2,5,Quartz ProductionRun 481,PR000481,1,668.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd224e76ed885832bbc2121a9ce61effdd224e76ed885832bbc2121a9ce61eff
482,PR000482,122,454,12,12,Ion ProductionRun 482,PR000482,1,670.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c0f59596d49578bbf968399a0052d479c0f59596d49578bbf968399a0052d47
483,PR000483,486,480,5,11,Northstar ProductionRun 483,PR000483,1,671.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ec80b8bd4f55c8c8a405bf90d04ad250ec80b8bd4f55c8c8a405bf90d04ad25
484,PR000484,34,476,7,5,Willow ProductionRun 484,PR000484,1,673.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f8dcea0a3585c4aa54d907a543f71cf1f8dcea0a3585c4aa54d907a543f71cf
485,PR000485,286,114,12,2,Vertex ProductionRun 485,PR000485,0,674.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8cbeb812eea580ba041374c56bcbe12e8cbeb812eea580ba041374c56bcbe12
486,PR000486,373,159,12,3,Meridian ProductionRun 486,PR000486,1,675.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd2c6826c1f157a4b46559115b44b43ddd2c6826c1f157a4b46559115b44b43d
487,PR000487,88,141,9,1,Riverton ProductionRun 487,PR000487,1,677.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,398d28e074ad5615abc36c1c7a3ae928398d28e074ad5615abc36c1c7a3ae928
488,PR000488,2,354,9,7,Cedar ProductionRun 488,PR000488,1,678.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59f5efd880dc5113bdae4df38d5bb3aa59f5efd880dc5113bdae4df38d5bb3aa
489,PR000489,18,380,6,3,Forge ProductionRun 489,PR000489,1,679.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0193987e47845249b9f627706c619f420193987e47845249b9f627706c619f42
490,PR000490,278,273,7,10,Pioneer ProductionRun 490,PR000490,0,681.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,afcbe43dc31155089ea961d4eba61748afcbe43dc31155089ea961d4eba61748
491,PR000491,160,454,10,8,Riverton ProductionRun 491,PR000491,1,682.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b992e970a2d659148bd2c8a886641f86b992e970a2d659148bd2c8a886641f86
492,PR000492,114,220,8,9,Harbor ProductionRun 492,PR000492,1,684.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb3c05dc1daa561abcf6e18a84f630f4bb3c05dc1daa561abcf6e18a84f630f4
493,PR000493,292,213,9,11,Riverton ProductionRun 493,PR000493,1,685.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9ef7ce0e4a55649b4899243a53c43dad9ef7ce0e4a55649b4899243a53c43da
494,PR000494,202,135,6,8,Orion ProductionRun 494,PR000494,1,686.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a1021609f2354aea9b55fec14b7da445a1021609f2354aea9b55fec14b7da44
495,PR000495,210,247,2,12,Forge ProductionRun 495,PR000495,0,688.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07905c76f3605bb9af20d17f1395743d07905c76f3605bb9af20d17f1395743d
496,PR000496,455,490,1,11,Granite ProductionRun 496,PR000496,1,689.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd1128d26e9852ea911ee86c48850ea4fd1128d26e9852ea911ee86c48850ea4
497,PR000497,94,342,11,11,Vertex ProductionRun 497,PR000497,1,690.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81e2fce03fad5dde9f4f2e922de8801481e2fce03fad5dde9f4f2e922de88014
498,PR000498,352,377,6,8,Meridian ProductionRun 498,PR000498,1,692.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,897bf2f4392f501989e1cdbc47506f22897bf2f4392f501989e1cdbc47506f22
499,PR000499,340,162,5,4,Evergreen ProductionRun 499,PR000499,1,693.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,185e78a6616151808fc383d595ddb659185e78a6616151808fc383d595ddb659
500,PR000500,434,388,12,11,Zenith ProductionRun 500,PR000500,0,695.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2f262d04dca5ed68d85c737acd3535db2f262d04dca5ed68d85c737acd3535d
