CustomerKey,CustomerNumber,GeoPostalCodeKey,CustomerSegmentKey,CustomerChannelKey,CustomerGroupKey,CurrencyKey,IncotermCodeKey,PaymentTermKey,CustomerStatusKey,RecordStatusKey,CustomerName,CustomerLegalName,AccountOpenedDate,CreditLimitAmount,CreditHoldFlag,TaxRegistrationNumber,DefaultCurrencyCode,DefaultIncotermCode,DefaultPaymentTermCode,StrategicAccountFlag,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
323,C000323,108,454,23,151,5,9,4,3,4,Summit Customer 323,Riverton Customer 323,2021-11-19,452.5100,1,C000323,JPY,C000323,C000323,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,553606a21beb57b3a8889fa0065fd595553606a21beb57b3a8889fa0065fd595
324,C000324,221,449,49,180,3,12,13,10,2,Quartz Customer 324,Vertex Customer 324,2021-11-20,453.8800,1,C000324,USD,C000324,C000324,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,492c2baaaa925447bc3fcbfc1fce1653492c2baaaa925447bc3fcbfc1fce1653
325,C000325,302,207,2,319,5,2,12,6,1,Keystone Customer 325,Forge Customer 325,2021-11-21,455.2500,0,C000325,EUR,C000325,C000325,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b043c5ed434c593093201ff532cb4be2b043c5ed434c593093201ff532cb4be2
326,C000326,282,485,36,333,4,12,4,2,2,Evergreen Customer 326,Delta Customer 326,2021-11-22,456.6200,1,C000326,GBP,C000326,C000326,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d923b39a0b751eb8b44a4c5198c37e57d923b39a0b751eb8b44a4c5198c37e5
327,C000327,285,143,36,387,2,15,9,2,1,Willow Customer 327,Delta Customer 327,2021-11-23,457.9900,1,C000327,CAD,C000327,C000327,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbc8bf48f4ae508482363f6a9fa0e73afbc8bf48f4ae508482363f6a9fa0e73a
328,C000328,68,411,73,118,2,15,3,2,1,Vertex Customer 328,Harbor Customer 328,2021-11-24,459.3600,1,C000328,MXN,C000328,C000328,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1b2a45fc9395cc48aa63138182970b6d1b2a45fc9395cc48aa63138182970b6
329,C000329,355,16,71,169,4,14,9,7,3,Keystone Customer 329,Forge Customer 329,2021-11-25,460.7300,1,C000329,JPY,C000329,C000329,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2af0a0724985bd1b4356876784fe275b2af0a0724985bd1b4356876784fe275
330,C000330,164,143,62,115,3,10,1,9,3,Keystone Customer 330,Forge Customer 330,2021-11-26,462.1000,0,C000330,USD,C000330,C000330,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bbdd5673d765523bb342f34dc5805511bbdd5673d765523bb342f34dc580551
331,C000331,23,448,24,279,5,4,11,4,3,Harbor Customer 331,Northstar Customer 331,2021-11-27,463.4700,1,C000331,EUR,C000331,C000331,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dddb1f7df73f562ebb3c725c6e6a38b9dddb1f7df73f562ebb3c725c6e6a38b9
332,C000332,243,184,51,271,2,12,5,9,3,Orion Customer 332,Summit Customer 332,2021-11-28,464.8400,1,C000332,GBP,C000332,C000332,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc51909755cb530899f08b3da3c6241cfc51909755cb530899f08b3da3c6241c
333,C000333,284,241,51,274,5,13,7,5,1,Liberty Customer 333,Pioneer Customer 333,2021-11-29,466.2100,1,C000333,CAD,C000333,C000333,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef867366c1ae51b1927075c6584bd92fef867366c1ae51b1927075c6584bd92f
334,C000334,71,460,6,139,4,5,1,7,3,Unity Customer 334,Liberty Customer 334,2021-11-30,467.5800,1,C000334,MXN,C000334,C000334,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19375e8177165a33bb6f0aaa540b6ae019375e8177165a33bb6f0aaa540b6ae0
335,C000335,369,402,10,40,2,16,15,3,1,Forge Customer 335,Orion Customer 335,2021-12-01,468.9500,0,C000335,JPY,C000335,C000335,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,577d246db77455e3b16e11713eda95b4577d246db77455e3b16e11713eda95b4
336,C000336,473,272,10,290,3,10,4,6,2,Evergreen Customer 336,Forge Customer 336,2021-12-02,470.3200,1,C000336,USD,C000336,C000336,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e79ad87964b5afc9448d4f27900fcf39e79ad87964b5afc9448d4f27900fcf3
337,C000337,138,323,59,303,3,16,9,3,2,Zenith Customer 337,Pioneer Customer 337,2021-12-03,471.6900,1,C000337,EUR,C000337,C000337,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7374e9691e325b628dec7d1a57e2a85d7374e9691e325b628dec7d1a57e2a85d
338,C000338,395,339,8,158,2,15,10,4,3,Unity Customer 338,Junction Customer 338,2021-12-04,473.0600,1,C000338,GBP,C000338,C000338,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1c8ba5cb3d752cdb50cefb91ccf0d69c1c8ba5cb3d752cdb50cefb91ccf0d69
339,C000339,73,449,55,166,2,4,4,6,2,Willow Customer 339,Keystone Customer 339,2021-12-05,474.4300,1,C000339,CAD,C000339,C000339,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c69c7e74dd5c5f579412e6a79ee5361dc69c7e74dd5c5f579412e6a79ee5361d
340,C000340,262,226,72,199,5,6,7,6,4,Forge Customer 340,Junction Customer 340,2021-12-06,475.8000,0,C000340,MXN,C000340,C000340,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3957f2891d4c5b59959649590940bd213957f2891d4c5b59959649590940bd21
341,C000341,138,151,66,222,1,12,10,2,1,Titan Customer 341,Orion Customer 341,2021-12-07,477.1700,1,C000341,JPY,C000341,C000341,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,639ab2a2844d56c7bd204159579c47af639ab2a2844d56c7bd204159579c47af
342,C000342,198,380,73,291,2,5,7,3,3,Unity Customer 342,Beacon Customer 342,2021-12-08,478.5400,1,C000342,USD,C000342,C000342,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a25eb3616f3565e8e71c074ffa93d866a25eb3616f3565e8e71c074ffa93d86
343,C000343,185,479,66,290,5,7,5,2,4,Ion Customer 343,Delta Customer 343,2021-12-09,479.9100,1,C000343,EUR,C000343,C000343,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc4e8dddbbd05eada4d070f7cab7c8ebdc4e8dddbbd05eada4d070f7cab7c8eb
344,C000344,120,211,45,386,2,5,13,3,4,Liberty Customer 344,Summit Customer 344,2021-12-10,481.2800,1,C000344,GBP,C000344,C000344,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ac9223d09a35b5185bf3db2c54312698ac9223d09a35b5185bf3db2c5431269
345,C000345,30,166,57,83,1,3,3,3,3,Keystone Customer 345,Titan Customer 345,2021-12-11,482.6500,0,C000345,CAD,C000345,C000345,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80e487caa22b53f0a78e160a59d3cacd80e487caa22b53f0a78e160a59d3cacd
346,C000346,116,190,29,308,5,1,18,7,1,Titan Customer 346,Riverton Customer 346,2021-12-12,484.0200,1,C000346,MXN,C000346,C000346,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,608d4690abfd56d686663b95817eac5b608d4690abfd56d686663b95817eac5b
347,C000347,327,130,52,134,1,9,6,4,3,Granite Customer 347,Evergreen Customer 347,2021-12-13,485.3900,1,C000347,JPY,C000347,C000347,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,587640d0d75557269a94a5b167e4e84e587640d0d75557269a94a5b167e4e84e
348,C000348,330,475,66,196,1,2,2,9,4,Riverton Customer 348,Zenith Customer 348,2021-12-14,486.7600,1,C000348,USD,C000348,C000348,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30a20fe175635ad3a3714c0b6f106e9030a20fe175635ad3a3714c0b6f106e90
349,C000349,87,197,24,173,3,12,17,10,2,Orion Customer 349,Willow Customer 349,2021-12-15,488.1300,1,C000349,EUR,C000349,C000349,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,baf8bc91f8715ead82c93fe1a3657004baf8bc91f8715ead82c93fe1a3657004
350,C000350,335,387,17,42,2,15,7,2,1,Orion Customer 350,Cedar Customer 350,2021-12-16,489.5000,0,C000350,GBP,C000350,C000350,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6122f558f6f3594f97fa58fc213a3cea6122f558f6f3594f97fa58fc213a3cea
351,C000351,275,4,59,283,3,7,1,5,4,Delta Customer 351,Atlas Customer 351,2021-12-17,490.8700,1,C000351,CAD,C000351,C000351,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,717400520d4d5e7d8769fec152fce7f6717400520d4d5e7d8769fec152fce7f6
352,C000352,143,363,19,125,2,3,2,4,3,Keystone Customer 352,Titan Customer 352,2021-12-18,492.2400,1,C000352,MXN,C000352,C000352,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e558716414f53099ceee8394801be5a2e558716414f53099ceee8394801be5a
353,C000353,467,199,6,261,1,2,2,8,4,Titan Customer 353,Titan Customer 353,2021-12-19,493.6100,1,C000353,JPY,C000353,C000353,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1118de709ebe5e26b6e1ef78926878021118de709ebe5e26b6e1ef7892687802
354,C000354,368,363,4,135,4,4,10,6,1,Granite Customer 354,Ion Customer 354,2021-12-20,494.9800,1,C000354,USD,C000354,C000354,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df3dcaf39b5b500b9be4147b2a7b6ee3df3dcaf39b5b500b9be4147b2a7b6ee3
355,C000355,271,155,1,22,1,11,14,6,2,Harbor Customer 355,Unity Customer 355,2021-12-21,496.3500,0,C000355,EUR,C000355,C000355,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,742e0cff973d53cfad93352066370ed1742e0cff973d53cfad93352066370ed1
356,C000356,494,466,10,357,1,9,4,8,3,Harbor Customer 356,Ion Customer 356,2021-12-22,497.7200,1,C000356,GBP,C000356,C000356,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9cea72895384573e9943d64a6898920d9cea72895384573e9943d64a6898920d
357,C000357,432,31,65,224,2,15,11,6,1,Cedar Customer 357,Granite Customer 357,2021-12-23,499.0900,1,C000357,CAD,C000357,C000357,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dcf3c09a7b2c5edfadb369e1393aeb66dcf3c09a7b2c5edfadb369e1393aeb66
358,C000358,209,107,5,29,2,13,1,4,3,Zenith Customer 358,Zenith Customer 358,2021-12-24,500.4600,1,C000358,MXN,C000358,C000358,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87c76f62b70851519204499b1df4a43c87c76f62b70851519204499b1df4a43c
359,C000359,81,122,32,291,2,12,3,7,2,Zenith Customer 359,Evergreen Customer 359,2021-12-25,501.8300,1,C000359,JPY,C000359,C000359,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e724cccb4eef53a091bd3db482fb328de724cccb4eef53a091bd3db482fb328d
360,C000360,103,36,25,117,2,4,11,1,2,Atlas Customer 360,Riverton Customer 360,2021-12-26,503.2000,0,C000360,USD,C000360,C000360,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0764207906315e2b995947b2c0fc8be60764207906315e2b995947b2c0fc8be6
361,C000361,257,395,52,228,4,4,14,7,1,Orion Customer 361,Evergreen Customer 361,2021-12-27,504.5700,1,C000361,EUR,C000361,C000361,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7399aa2faf2e5e8b9f3465bf8f1a48e07399aa2faf2e5e8b9f3465bf8f1a48e0
362,C000362,159,232,15,172,4,10,7,1,2,Pioneer Customer 362,Unity Customer 362,2021-12-28,505.9400,1,C000362,GBP,C000362,C000362,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,216bd1fc18915f11b97ef6303a934e61216bd1fc18915f11b97ef6303a934e61
363,C000363,438,139,5,247,5,12,13,6,3,Evergreen Customer 363,Northstar Customer 363,2021-12-29,507.3100,1,C000363,CAD,C000363,C000363,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75026383a33c58f9b8c41b09077f6c2475026383a33c58f9b8c41b09077f6c24
364,C000364,75,427,13,249,2,5,5,6,3,Liberty Customer 364,Forge Customer 364,2021-12-30,508.6800,1,C000364,MXN,C000364,C000364,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a1ea7cde17c590d9e2d78bdf94a2d6b7a1ea7cde17c590d9e2d78bdf94a2d6b
365,C000365,239,387,69,295,2,9,14,7,1,Vertex Customer 365,Delta Customer 365,2021-12-31,510.0500,0,C000365,JPY,C000365,C000365,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,127d67f3bb9b566a9cb297370e7a54ff127d67f3bb9b566a9cb297370e7a54ff
366,C000366,316,235,29,20,2,3,12,10,1,Titan Customer 366,Cedar Customer 366,2022-01-01,511.4200,1,C000366,USD,C000366,C000366,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ba1b0e5193d5be79a5f86c09dd7b5399ba1b0e5193d5be79a5f86c09dd7b539
367,C000367,258,301,59,114,1,16,3,10,4,Titan Customer 367,Forge Customer 367,2022-01-02,512.7900,1,C000367,EUR,C000367,C000367,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26bc7c71f6d058ac93d56f4fb95bab2a26bc7c71f6d058ac93d56f4fb95bab2a
368,C000368,241,182,17,98,4,1,6,5,1,Summit Customer 368,Orion Customer 368,2022-01-03,514.1600,1,C000368,GBP,C000368,C000368,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b1700a9e0b5544fbcb36770f52433b33b1700a9e0b5544fbcb36770f52433b3
369,C000369,283,163,11,186,5,8,17,8,2,Vertex Customer 369,Ion Customer 369,2022-01-04,515.5300,1,C000369,CAD,C000369,C000369,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71f3ef1f2825596c8108f3148af0b15971f3ef1f2825596c8108f3148af0b159
370,C000370,460,311,78,113,4,9,16,1,1,Junction Customer 370,Granite Customer 370,2022-01-05,516.9000,0,C000370,MXN,C000370,C000370,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4208bcbfc6865993b05fd985c034e23c4208bcbfc6865993b05fd985c034e23c
371,C000371,275,76,38,22,5,10,3,9,1,Liberty Customer 371,Vertex Customer 371,2022-01-06,518.2700,1,C000371,JPY,C000371,C000371,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e5a508d38f851718b6327f6c50d724c0e5a508d38f851718b6327f6c50d724c
372,C000372,267,362,12,274,3,12,16,5,4,Pioneer Customer 372,Liberty Customer 372,2022-01-07,519.6400,1,C000372,USD,C000372,C000372,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2b13eb4126c5b458860c831c06a0949d2b13eb4126c5b458860c831c06a0949
373,C000373,126,344,65,212,4,10,3,9,4,Keystone Customer 373,Vertex Customer 373,2022-01-08,521.0100,1,C000373,EUR,C000373,C000373,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d29d309655165199a48dc5e49b0673ccd29d309655165199a48dc5e49b0673cc
374,C000374,322,196,26,249,3,2,1,3,2,Evergreen Customer 374,Willow Customer 374,2022-01-09,522.3800,1,C000374,GBP,C000374,C000374,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8f8f45bf90f5fe984e71c776a0cd329e8f8f45bf90f5fe984e71c776a0cd329
375,C000375,479,400,42,273,5,7,11,10,3,Keystone Customer 375,Meridian Customer 375,2022-01-10,523.7500,0,C000375,CAD,C000375,C000375,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28ba7977093d5a129f7b8330c7b91dcb28ba7977093d5a129f7b8330c7b91dcb
376,C000376,388,446,49,326,2,15,6,2,2,Harbor Customer 376,Titan Customer 376,2022-01-11,525.1200,1,C000376,MXN,C000376,C000376,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,490e8b229551540bb576e0535eb3ba61490e8b229551540bb576e0535eb3ba61
377,C000377,124,235,72,342,5,15,4,4,1,Summit Customer 377,Meridian Customer 377,2022-01-12,526.4900,1,C000377,JPY,C000377,C000377,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a828eb15b45c521a8cfd48a24f3a0f10a828eb15b45c521a8cfd48a24f3a0f10
378,C000378,497,94,14,217,5,6,4,1,1,Willow Customer 378,Atlas Customer 378,2022-01-13,527.8600,1,C000378,USD,C000378,C000378,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3466c486136e540ab5a3a16c570ad7333466c486136e540ab5a3a16c570ad733
379,C000379,131,249,4,320,1,4,16,8,4,Delta Customer 379,Liberty Customer 379,2022-01-14,529.2300,1,C000379,EUR,C000379,C000379,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67d75cf82e195e02a39ea0baf4adff2567d75cf82e195e02a39ea0baf4adff25
380,C000380,69,150,18,115,2,9,9,4,2,Willow Customer 380,Pioneer Customer 380,2022-01-15,530.6000,0,C000380,GBP,C000380,C000380,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb4d2430f1be514095ff775f5171e736bb4d2430f1be514095ff775f5171e736
381,C000381,421,245,69,333,4,10,8,3,4,Quartz Customer 381,Ion Customer 381,2022-01-16,531.9700,1,C000381,CAD,C000381,C000381,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa4553177b715d8a87bf2e953bdbd0a5aa4553177b715d8a87bf2e953bdbd0a5
382,C000382,77,204,64,379,5,5,3,3,1,Delta Customer 382,Pioneer Customer 382,2022-01-17,533.3400,1,C000382,MXN,C000382,C000382,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b60657c6d0d455928fdacf1514a9d4b9b60657c6d0d455928fdacf1514a9d4b9
383,C000383,94,201,39,214,3,7,12,9,4,Titan Customer 383,Ion Customer 383,2022-01-18,534.7100,1,C000383,JPY,C000383,C000383,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75ac4124ac8a56028a119064c003deb775ac4124ac8a56028a119064c003deb7
384,C000384,191,377,44,132,3,4,14,7,3,Granite Customer 384,Granite Customer 384,2022-01-19,536.0800,1,C000384,USD,C000384,C000384,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26dbda91268154c1bb1ed8ba0da782c426dbda91268154c1bb1ed8ba0da782c4
385,C000385,460,296,41,287,2,6,8,10,1,Ion Customer 385,Cedar Customer 385,2022-01-20,537.4500,0,C000385,EUR,C000385,C000385,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ff58271d9b054a29c838c7ddfa844ca9ff58271d9b054a29c838c7ddfa844ca
386,C000386,479,408,43,108,2,2,9,2,4,Quartz Customer 386,Harbor Customer 386,2022-01-21,538.8200,1,C000386,GBP,C000386,C000386,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae5236138e7c5831a33293d1bececffcae5236138e7c5831a33293d1bececffc
387,C000387,264,151,27,105,5,5,9,5,2,Northstar Customer 387,Orion Customer 387,2022-01-22,540.1900,1,C000387,CAD,C000387,C000387,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0767adfd15f5f09a9410161fc9f7e35b0767adfd15f5f09a9410161fc9f7e35
388,C000388,408,336,33,330,4,9,14,6,1,Junction Customer 388,Zenith Customer 388,2022-01-23,541.5600,1,C000388,MXN,C000388,C000388,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9b29efe28315ffb9ff64c0bb228a568f9b29efe28315ffb9ff64c0bb228a568
389,C000389,448,331,56,24,5,12,18,3,2,Junction Customer 389,Titan Customer 389,2022-01-24,542.9300,1,C000389,JPY,C000389,C000389,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60fdaae970e254ffbadda6420146edb460fdaae970e254ffbadda6420146edb4
390,C000390,123,142,51,83,5,10,14,2,4,Evergreen Customer 390,Evergreen Customer 390,2022-01-25,544.3000,0,C000390,USD,C000390,C000390,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22f34ec7f8e85455920a69612d17adb622f34ec7f8e85455920a69612d17adb6
391,C000391,287,492,20,110,1,10,14,9,1,Forge Customer 391,Quartz Customer 391,2022-01-26,545.6700,1,C000391,EUR,C000391,C000391,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,082e70f134705ac0bcb3db15cca35fae082e70f134705ac0bcb3db15cca35fae
392,C000392,416,224,38,354,1,3,2,6,3,Vertex Customer 392,Vertex Customer 392,2022-01-27,547.0400,1,C000392,GBP,C000392,C000392,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51714c2e8caf56a794fc4d2a81b6b3db51714c2e8caf56a794fc4d2a81b6b3db
393,C000393,205,480,64,279,5,1,1,4,4,Quartz Customer 393,Northstar Customer 393,2022-01-28,548.4100,1,C000393,CAD,C000393,C000393,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8071af496d3d57e4a30bc1a1a12e70198071af496d3d57e4a30bc1a1a12e7019
394,C000394,94,264,1,339,2,13,12,8,3,Keystone Customer 394,Willow Customer 394,2022-01-29,549.7800,1,C000394,MXN,C000394,C000394,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03a7f2d37f2e52c6b9fce91e223ba4e803a7f2d37f2e52c6b9fce91e223ba4e8
395,C000395,131,99,12,14,4,14,9,10,2,Forge Customer 395,Granite Customer 395,2022-01-30,551.1500,0,C000395,JPY,C000395,C000395,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47beb2d1ded45cfcac92ae8fa7fe3e8c47beb2d1ded45cfcac92ae8fa7fe3e8c
396,C000396,480,66,5,167,3,10,6,4,2,Forge Customer 396,Liberty Customer 396,2022-01-31,552.5200,1,C000396,USD,C000396,C000396,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f74e727132c556f9a57717c687576108f74e727132c556f9a57717c687576108
397,C000397,121,67,46,214,5,11,12,2,4,Quartz Customer 397,Vertex Customer 397,2022-02-01,553.8900,1,C000397,EUR,C000397,C000397,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65a3346efa595803a623280ff92da80265a3346efa595803a623280ff92da802
398,C000398,115,335,79,217,3,12,5,10,4,Zenith Customer 398,Atlas Customer 398,2022-02-02,555.2600,1,C000398,GBP,C000398,C000398,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3faf1d21c178536f817037b70b117bd03faf1d21c178536f817037b70b117bd0
399,C000399,183,488,8,218,5,16,17,10,2,Harbor Customer 399,Evergreen Customer 399,2022-02-03,556.6300,1,C000399,CAD,C000399,C000399,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48c34176ca67580b9936558022d53a4448c34176ca67580b9936558022d53a44
400,C000400,218,255,77,371,1,9,2,9,1,Meridian Customer 400,Forge Customer 400,2022-02-04,558.0000,0,C000400,MXN,C000400,C000400,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51bda0a9cbe45e46ae911cbeb9fd4b2551bda0a9cbe45e46ae911cbeb9fd4b25
401,C000401,252,281,14,350,5,3,2,3,2,Keystone Customer 401,Vertex Customer 401,2022-02-05,559.3700,1,C000401,JPY,C000401,C000401,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c53b25e7011b519492a303c3c6afd61fc53b25e7011b519492a303c3c6afd61f
402,C000402,141,285,75,303,1,11,13,8,2,Pioneer Customer 402,Evergreen Customer 402,2022-02-06,560.7400,1,C000402,USD,C000402,C000402,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe0a7767e7c25cd1916e7684645a6987fe0a7767e7c25cd1916e7684645a6987
403,C000403,477,197,48,293,2,8,9,9,2,Ion Customer 403,Delta Customer 403,2022-02-07,562.1100,1,C000403,EUR,C000403,C000403,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b553b5a16e205382bc2eb58d2cf73b27b553b5a16e205382bc2eb58d2cf73b27
