PurchaseRequestForQuoteKey,RequestForQuoteNumber,PurchaseCommodityKey,SourcingOwnerEmployeeKey,ApprovalStatusKey,CurrencyKey,RequestForQuoteName,BidDueDate,IsSealedBid,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
395,PRFQ000395,365,264,4,2,Orion PurchaseRequestForQuote 395,2021-01-30,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbd1cae0ecbe57508fc4de27ecadbf77fbd1cae0ecbe57508fc4de27ecadbf77
396,PRFQ000396,62,436,1,1,Ion PurchaseRequestForQuote 396,2021-01-31,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d409c1f506b566fb4e1bf439c91e0162d409c1f506b566fb4e1bf439c91e016
397,PRFQ000397,74,273,2,2,Northstar PurchaseRequestForQuote 397,2021-02-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f20b4c301e4c545db321cbffa6e6f07ff20b4c301e4c545db321cbffa6e6f07f
398,PRFQ000398,376,158,5,5,Pioneer PurchaseRequestForQuote 398,2021-02-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83dfebaa37e9537b8139540ee292dbe983dfebaa37e9537b8139540ee292dbe9
399,PRFQ000399,369,342,3,5,Delta PurchaseRequestForQuote 399,2021-02-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66063030ee0d5fedba5088b3dde3888166063030ee0d5fedba5088b3dde38881
400,PRFQ000400,291,360,1,5,Quartz PurchaseRequestForQuote 400,2021-02-04,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3693e2d8367590cb537e59bba268cc1c3693e2d8367590cb537e59bba268cc1
401,PRFQ000401,61,220,2,3,Forge PurchaseRequestForQuote 401,2021-02-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5fd99ecfefc15f21b53c5bd39f8f6f405fd99ecfefc15f21b53c5bd39f8f6f40
402,PRFQ000402,45,368,4,1,Beacon PurchaseRequestForQuote 402,2021-02-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ed18a18009655d89cb3223815f7ee9a6ed18a18009655d89cb3223815f7ee9a
403,PRFQ000403,132,128,2,5,Riverton PurchaseRequestForQuote 403,2021-02-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1e5e9654b35537e95eab857c1eed6f0b1e5e9654b35537e95eab857c1eed6f0
404,PRFQ000404,437,252,2,2,Granite PurchaseRequestForQuote 404,2021-02-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e450e0f1a8d9504d8f01d62c1af6e8d1e450e0f1a8d9504d8f01d62c1af6e8d1
405,PRFQ000405,421,153,4,5,Vertex PurchaseRequestForQuote 405,2021-02-09,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b510baa560b75945b1c7efdb46a275ccb510baa560b75945b1c7efdb46a275cc
406,PRFQ000406,108,442,5,2,Northstar PurchaseRequestForQuote 406,2021-02-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ea0fa362e3e57e0a9b5739809f5d48f1ea0fa362e3e57e0a9b5739809f5d48f
407,PRFQ000407,175,387,1,4,Granite PurchaseRequestForQuote 407,2021-02-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d18d93dfafa5afd9ad96440afaebbf74d18d93dfafa5afd9ad96440afaebbf7
408,PRFQ000408,195,-1,3,4,Northstar PurchaseRequestForQuote 408,2021-02-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d150761338c854cf87679a8c9ec3aa99d150761338c854cf87679a8c9ec3aa99
409,PRFQ000409,482,19,4,1,Keystone PurchaseRequestForQuote 409,2021-02-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b751c9ce00a566a868b33406e1318d07b751c9ce00a566a868b33406e1318d0
410,PRFQ000410,160,84,5,3,Pioneer PurchaseRequestForQuote 410,2021-02-14,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,affec214845053c78363db62e553ad16affec214845053c78363db62e553ad16
411,PRFQ000411,426,363,3,3,Vertex PurchaseRequestForQuote 411,2021-02-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4cad9ac3e215f8eb1b57f52187490eae4cad9ac3e215f8eb1b57f52187490ea
412,PRFQ000412,50,105,2,2,Willow PurchaseRequestForQuote 412,2021-02-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60bcf8ceebf259d5b4b031c2f763bbd760bcf8ceebf259d5b4b031c2f763bbd7
413,PRFQ000413,445,413,3,3,Meridian PurchaseRequestForQuote 413,2021-02-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f39213cf1e65b0c98ac849537e656619f39213cf1e65b0c98ac849537e65661
414,PRFQ000414,207,328,5,5,Beacon PurchaseRequestForQuote 414,2021-02-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c5f7fb0bfa35cb4b80a56f8f32521195c5f7fb0bfa35cb4b80a56f8f3252119
415,PRFQ000415,41,242,4,2,Junction PurchaseRequestForQuote 415,2021-02-19,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,856bfad133cb54e394992f65b078aabc856bfad133cb54e394992f65b078aabc
416,PRFQ000416,347,454,3,3,Beacon PurchaseRequestForQuote 416,2021-02-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93e02eb0541e560a8dca533ccdab115e93e02eb0541e560a8dca533ccdab115e
417,PRFQ000417,336,155,1,2,Quartz PurchaseRequestForQuote 417,2021-02-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34639621f4ee57fda2b9627c08bcd73e34639621f4ee57fda2b9627c08bcd73e
418,PRFQ000418,107,357,1,5,Vertex PurchaseRequestForQuote 418,2021-02-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b00199ff03425024ac63141feb1cb756b00199ff03425024ac63141feb1cb756
419,PRFQ000419,361,412,1,2,Forge PurchaseRequestForQuote 419,2021-02-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0bd42a6223d52b28d97b9214238cfd3c0bd42a6223d52b28d97b9214238cfd3
420,PRFQ000420,464,112,1,2,Cedar PurchaseRequestForQuote 420,2021-02-24,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7894dd843a7951c08a050a44413cbaa07894dd843a7951c08a050a44413cbaa0
421,PRFQ000421,102,62,3,2,Liberty PurchaseRequestForQuote 421,2021-02-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e79f103427e5e4b8c7813ae9fa0351e1e79f103427e5e4b8c7813ae9fa0351e
422,PRFQ000422,255,422,2,2,Unity PurchaseRequestForQuote 422,2021-02-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9de5906d631851f9b72602d8d557a3fa9de5906d631851f9b72602d8d557a3fa
423,PRFQ000423,469,89,5,5,Willow PurchaseRequestForQuote 423,2021-02-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30317773db515657a9d97e316f5a551e30317773db515657a9d97e316f5a551e
424,PRFQ000424,433,216,5,3,Keystone PurchaseRequestForQuote 424,2021-02-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,beb473ae6ed8549aa3f901db83bb05ecbeb473ae6ed8549aa3f901db83bb05ec
425,PRFQ000425,487,-1,1,3,Titan PurchaseRequestForQuote 425,2021-03-01,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,451938dc8434562b876d9d460db77bcc451938dc8434562b876d9d460db77bcc
426,PRFQ000426,291,411,5,2,Meridian PurchaseRequestForQuote 426,2021-03-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96e1cb2c12ce58eab3c88ffa1680a73796e1cb2c12ce58eab3c88ffa1680a737
427,PRFQ000427,147,392,1,3,Cedar PurchaseRequestForQuote 427,2021-03-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,513fbcc6a4d5523591bbd53a0f22ccd4513fbcc6a4d5523591bbd53a0f22ccd4
428,PRFQ000428,402,200,2,2,Ion PurchaseRequestForQuote 428,2021-03-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9475746563f15859bf2deaa20dbf045e9475746563f15859bf2deaa20dbf045e
429,PRFQ000429,371,141,4,5,Beacon PurchaseRequestForQuote 429,2021-03-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a511a7e7558c551ab4e9fbc14c87c7f3a511a7e7558c551ab4e9fbc14c87c7f3
430,PRFQ000430,339,283,4,4,Granite PurchaseRequestForQuote 430,2021-03-06,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af8e84698f805f0382fb330d2f8f7707af8e84698f805f0382fb330d2f8f7707
431,PRFQ000431,87,374,5,4,Cedar PurchaseRequestForQuote 431,2021-03-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f39517d82b957b7a7111a1da24c94b27f39517d82b957b7a7111a1da24c94b2
432,PRFQ000432,110,492,4,3,Junction PurchaseRequestForQuote 432,2021-03-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d9061978f995617a1b047bce4d801c60d9061978f995617a1b047bce4d801c6
433,PRFQ000433,420,89,1,4,Quartz PurchaseRequestForQuote 433,2021-03-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4b8155f45cc5be280b42629a1b84597c4b8155f45cc5be280b42629a1b84597
434,PRFQ000434,252,249,1,2,Riverton PurchaseRequestForQuote 434,2021-03-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78c9d7eed17e5bd7b914a3dc255f1b8f78c9d7eed17e5bd7b914a3dc255f1b8f
435,PRFQ000435,158,150,5,2,Beacon PurchaseRequestForQuote 435,2021-03-11,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,815d7bffec395494baae42d7bf1940d3815d7bffec395494baae42d7bf1940d3
436,PRFQ000436,184,206,3,2,Granite PurchaseRequestForQuote 436,2021-03-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af3be9a1dbb05ff7842e55ebfacc872baf3be9a1dbb05ff7842e55ebfacc872b
437,PRFQ000437,196,323,3,2,Titan PurchaseRequestForQuote 437,2021-03-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94eca8e474835a12a2d278fde95b795194eca8e474835a12a2d278fde95b7951
438,PRFQ000438,227,226,1,3,Delta PurchaseRequestForQuote 438,2021-03-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1087c12ea43554ed8aebfc41815530431087c12ea43554ed8aebfc4181553043
439,PRFQ000439,150,146,3,5,Northstar PurchaseRequestForQuote 439,2021-03-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ba33831b82f5393a678d01e6caae97c1ba33831b82f5393a678d01e6caae97c
440,PRFQ000440,305,315,1,2,Quartz PurchaseRequestForQuote 440,2021-03-16,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe7f816c969b53569ff4f94a8e09435efe7f816c969b53569ff4f94a8e09435e
441,PRFQ000441,211,479,4,1,Ion PurchaseRequestForQuote 441,2021-03-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,002858613132532f9d60e072de46232d002858613132532f9d60e072de46232d
442,PRFQ000442,338,-1,4,2,Harbor PurchaseRequestForQuote 442,2021-03-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7a0d600ec58592ab9fe41e75cbe1d92a7a0d600ec58592ab9fe41e75cbe1d92
443,PRFQ000443,168,243,3,1,Summit PurchaseRequestForQuote 443,2021-03-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7fe6d602c0e50c09e2ab94460edc1f8f7fe6d602c0e50c09e2ab94460edc1f8
444,PRFQ000444,473,28,5,5,Cedar PurchaseRequestForQuote 444,2021-03-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7f92b4950025efebb8ff8cf2eb32996d7f92b4950025efebb8ff8cf2eb32996
445,PRFQ000445,315,154,1,2,Delta PurchaseRequestForQuote 445,2021-03-21,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22af028a9c2b54159285589ba9d5609422af028a9c2b54159285589ba9d56094
446,PRFQ000446,478,248,2,1,Cedar PurchaseRequestForQuote 446,2021-03-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99a05cc7fa70508fa127bbfea8b10f6b99a05cc7fa70508fa127bbfea8b10f6b
447,PRFQ000447,331,354,3,3,Forge PurchaseRequestForQuote 447,2021-03-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32ae79fe6a6b5a9b93643a077bad434e32ae79fe6a6b5a9b93643a077bad434e
448,PRFQ000448,394,98,5,3,Northstar PurchaseRequestForQuote 448,2021-03-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3cf6de1ff6d51cea76b21e81139ce52b3cf6de1ff6d51cea76b21e81139ce52
449,PRFQ000449,184,135,4,2,Keystone PurchaseRequestForQuote 449,2021-03-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44285611f8fc5ff18b733d30956a0cb244285611f8fc5ff18b733d30956a0cb2
450,PRFQ000450,331,229,1,3,Unity PurchaseRequestForQuote 450,2021-03-26,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d469d787feb35d4d872d4c682d0bddd9d469d787feb35d4d872d4c682d0bddd9
451,PRFQ000451,499,289,5,1,Granite PurchaseRequestForQuote 451,2021-03-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9737967e17655be9eb0d96d88e70bfcd9737967e17655be9eb0d96d88e70bfc
452,PRFQ000452,120,152,4,3,Keystone PurchaseRequestForQuote 452,2021-03-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7749adf478ee5fc3a36afd0a8cf68adc7749adf478ee5fc3a36afd0a8cf68adc
453,PRFQ000453,482,14,5,1,Evergreen PurchaseRequestForQuote 453,2021-03-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5cde49ee20a5509a24f3da64c918d94a5cde49ee20a5509a24f3da64c918d94
454,PRFQ000454,173,372,2,3,Forge PurchaseRequestForQuote 454,2021-03-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab488981ab4b55ddb5d494a3125e3f47ab488981ab4b55ddb5d494a3125e3f47
455,PRFQ000455,214,438,2,5,Pioneer PurchaseRequestForQuote 455,2021-03-31,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6149dae3d1a5d06bb118f48137990c7b6149dae3d1a5d06bb118f48137990c7
456,PRFQ000456,32,401,1,1,Ion PurchaseRequestForQuote 456,2021-04-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfac978e17c454918fe25b1194418abfcfac978e17c454918fe25b1194418abf
457,PRFQ000457,296,185,2,3,Evergreen PurchaseRequestForQuote 457,2021-04-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,577d7cb8af225db1907d0af4d5a4bab2577d7cb8af225db1907d0af4d5a4bab2
458,PRFQ000458,471,369,2,3,Northstar PurchaseRequestForQuote 458,2021-04-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c41ca999cdc5fadb5e271eeed34ce7f7c41ca999cdc5fadb5e271eeed34ce7f
459,PRFQ000459,412,-1,1,4,Titan PurchaseRequestForQuote 459,2021-04-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,945378704d755dae926f748762175818945378704d755dae926f748762175818
460,PRFQ000460,471,76,1,2,Willow PurchaseRequestForQuote 460,2021-04-05,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed019a876a5358d0b4b0f91473c3fac0ed019a876a5358d0b4b0f91473c3fac0
461,PRFQ000461,312,455,1,2,Beacon PurchaseRequestForQuote 461,2021-04-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4b160987a6b551eb4daa8092032ba66e4b160987a6b551eb4daa8092032ba66
462,PRFQ000462,486,152,4,3,Orion PurchaseRequestForQuote 462,2021-04-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7968e583c8745f4a9be742c35b212fcf7968e583c8745f4a9be742c35b212fcf
463,PRFQ000463,138,373,1,2,Summit PurchaseRequestForQuote 463,2021-04-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebc95180541256c5bf2e4ca56bf1114debc95180541256c5bf2e4ca56bf1114d
464,PRFQ000464,137,411,3,3,Atlas PurchaseRequestForQuote 464,2021-04-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3fafcd3b164d5811b3bc54b00b2daba33fafcd3b164d5811b3bc54b00b2daba3
465,PRFQ000465,126,311,3,2,Vertex PurchaseRequestForQuote 465,2021-04-10,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d1031afd9bf576196d5d125394dfd6e9d1031afd9bf576196d5d125394dfd6e
466,PRFQ000466,224,481,2,3,Granite PurchaseRequestForQuote 466,2021-04-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c96724864b75dfd941f0e63305c5a742c96724864b75dfd941f0e63305c5a74
467,PRFQ000467,406,476,5,4,Granite PurchaseRequestForQuote 467,2021-04-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,988e5f53e906597693924cbabb21d6aa988e5f53e906597693924cbabb21d6aa
468,PRFQ000468,214,26,1,3,Atlas PurchaseRequestForQuote 468,2021-04-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6824511a829515f9755f1dafa492f1be6824511a829515f9755f1dafa492f1b
469,PRFQ000469,461,91,4,4,Cedar PurchaseRequestForQuote 469,2021-04-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c4abf53f8f75efe96beda84141459aa6c4abf53f8f75efe96beda84141459aa
470,PRFQ000470,138,58,4,4,Beacon PurchaseRequestForQuote 470,2021-04-15,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64228aa6c18e52b08218680b57fe132964228aa6c18e52b08218680b57fe1329
471,PRFQ000471,270,59,5,5,Ion PurchaseRequestForQuote 471,2021-04-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,958a2e61a1ab5e049aa4d6e0438cb5f3958a2e61a1ab5e049aa4d6e0438cb5f3
472,PRFQ000472,105,192,2,3,Granite PurchaseRequestForQuote 472,2021-04-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a944262570985199ad3bea7035554fa6a944262570985199ad3bea7035554fa6
473,PRFQ000473,261,488,2,4,Granite PurchaseRequestForQuote 473,2021-04-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e691daae5a4560e90f9e0b52a4d58b71e691daae5a4560e90f9e0b52a4d58b7
474,PRFQ000474,20,62,5,4,Delta PurchaseRequestForQuote 474,2021-04-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fafd2f56550584aa240d3a337a2bed00fafd2f56550584aa240d3a337a2bed0
475,PRFQ000475,305,70,2,4,Summit PurchaseRequestForQuote 475,2021-04-20,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2c1aed7aa2d5b3bbcf3c2c1d29beb3de2c1aed7aa2d5b3bbcf3c2c1d29beb3d
476,PRFQ000476,268,-1,4,4,Granite PurchaseRequestForQuote 476,2021-04-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0768c04c0af35af1863486233af3a2240768c04c0af35af1863486233af3a224
477,PRFQ000477,158,124,1,3,Ion PurchaseRequestForQuote 477,2021-04-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ec370b51ead58caad51d8a0fe3192e62ec370b51ead58caad51d8a0fe3192e6
478,PRFQ000478,243,185,4,4,Orion PurchaseRequestForQuote 478,2021-04-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf3ca35bb1ed5e9cab9ea8463af96329bf3ca35bb1ed5e9cab9ea8463af96329
479,PRFQ000479,277,392,4,5,Atlas PurchaseRequestForQuote 479,2021-04-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12c1c4185f9551fc9d25ad82f6537ed312c1c4185f9551fc9d25ad82f6537ed3
480,PRFQ000480,31,209,3,1,Northstar PurchaseRequestForQuote 480,2021-04-25,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bbacbfe5216a5b2ba8f72d7f878682a2bbacbfe5216a5b2ba8f72d7f878682a2
481,PRFQ000481,271,170,2,3,Evergreen PurchaseRequestForQuote 481,2021-04-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de06dfd6a8475ba78063e1b705f66582de06dfd6a8475ba78063e1b705f66582
482,PRFQ000482,287,386,4,5,Titan PurchaseRequestForQuote 482,2021-04-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,409d843ab1da57f09051e11bf2b072ca409d843ab1da57f09051e11bf2b072ca
483,PRFQ000483,479,166,4,1,Vertex PurchaseRequestForQuote 483,2021-04-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3318a3a87b2059e1b11113ce954e25a23318a3a87b2059e1b11113ce954e25a2
484,PRFQ000484,151,67,2,1,Titan PurchaseRequestForQuote 484,2021-04-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5009f23af04524d88458bde22370d17f5009f23af04524d88458bde22370d17
485,PRFQ000485,440,85,2,1,Atlas PurchaseRequestForQuote 485,2021-04-30,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,523c3c169e2e51d091170334f2253ccd523c3c169e2e51d091170334f2253ccd
486,PRFQ000486,299,451,5,3,Liberty PurchaseRequestForQuote 486,2021-05-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b639338903e0502998f9f492cf98dfb6b639338903e0502998f9f492cf98dfb6
487,PRFQ000487,280,41,4,4,Northstar PurchaseRequestForQuote 487,2021-05-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a39f24e23a0c5f8b92cd668a2a4aa081a39f24e23a0c5f8b92cd668a2a4aa081
488,PRFQ000488,70,182,1,3,Willow PurchaseRequestForQuote 488,2021-05-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e1981b8fe485ba2b978f120d81597d97e1981b8fe485ba2b978f120d81597d9
489,PRFQ000489,352,175,4,1,Summit PurchaseRequestForQuote 489,2021-05-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,afeaf90ac6985700bff55def2db0602aafeaf90ac6985700bff55def2db0602a
490,PRFQ000490,58,341,4,4,Forge PurchaseRequestForQuote 490,2021-05-05,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c8733758b0d50258f7a24ebadd97fc09c8733758b0d50258f7a24ebadd97fc0
491,PRFQ000491,76,496,3,5,Northstar PurchaseRequestForQuote 491,2021-05-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,392e2caf90dc55a0b106e4a2993ca225392e2caf90dc55a0b106e4a2993ca225
492,PRFQ000492,178,470,3,3,Vertex PurchaseRequestForQuote 492,2021-05-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1f90464a8c85b5cabe0dc69bc02ce56c1f90464a8c85b5cabe0dc69bc02ce56
493,PRFQ000493,350,-1,2,3,Unity PurchaseRequestForQuote 493,2021-05-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44c3301aff575be29e72fd98d7284acc44c3301aff575be29e72fd98d7284acc
