MaintenanceConditionPointKey,ConditionPointNumber,AssetKey,MaintenanceAssetComponentTypeKey,MaintenanceConditionTypeKey,UnitOfMeasureKey,MaintenanceConditionPointName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
390,MCP000390,421,451,5,2,Delta MaintenanceConditionPoint 390,MCP000390,0,544.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39ddb862b1ea54438a7dbda04d211fb639ddb862b1ea54438a7dbda04d211fb6
391,MCP000391,347,106,3,3,Atlas MaintenanceConditionPoint 391,MCP000391,1,545.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38de9e0f16495a908893278504ff161438de9e0f16495a908893278504ff1614
392,MCP000392,154,396,12,7,Pioneer MaintenanceConditionPoint 392,MCP000392,1,547.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2233f1ab19105e33a50b17f6fee112a22233f1ab19105e33a50b17f6fee112a2
393,MCP000393,277,35,3,4,Vertex MaintenanceConditionPoint 393,MCP000393,1,548.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56dbc1f3936a5246a5e83ab495aa9c5356dbc1f3936a5246a5e83ab495aa9c53
394,MCP000394,328,327,11,1,Atlas MaintenanceConditionPoint 394,MCP000394,1,549.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47bd9b7f7ce6554ab219e35f0e8bf9e347bd9b7f7ce6554ab219e35f0e8bf9e3
395,MCP000395,183,417,11,6,Beacon MaintenanceConditionPoint 395,MCP000395,0,551.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c9883f79d375f86bbed3ebcc0dca9221c9883f79d375f86bbed3ebcc0dca922
396,MCP000396,65,401,3,1,Summit MaintenanceConditionPoint 396,MCP000396,1,552.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61a00328b22658258a94f3b3bdf21de761a00328b22658258a94f3b3bdf21de7
397,MCP000397,349,271,5,5,Titan MaintenanceConditionPoint 397,MCP000397,1,553.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1f90316b98e5bfd8b252b01b75e7f9ba1f90316b98e5bfd8b252b01b75e7f9b
398,MCP000398,378,299,12,1,Vertex MaintenanceConditionPoint 398,MCP000398,1,555.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ae7b14d13dc52448423525c3ae06eba4ae7b14d13dc52448423525c3ae06eba
399,MCP000399,148,309,8,1,Vertex MaintenanceConditionPoint 399,MCP000399,1,556.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,814956c2c51457c8b349631cc6bd28e4814956c2c51457c8b349631cc6bd28e4
400,MCP000400,204,307,1,6,Ion MaintenanceConditionPoint 400,MCP000400,0,558.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37710b70725d55fca06da000735a14e337710b70725d55fca06da000735a14e3
401,MCP000401,500,265,9,3,Unity MaintenanceConditionPoint 401,MCP000401,1,559.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,859ba1510b105613b7cf2287ef951f44859ba1510b105613b7cf2287ef951f44
402,MCP000402,358,29,10,3,Beacon MaintenanceConditionPoint 402,MCP000402,1,560.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfb136824483521bbf73ec0faedc134cbfb136824483521bbf73ec0faedc134c
403,MCP000403,437,353,11,4,Vertex MaintenanceConditionPoint 403,MCP000403,1,562.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,885b8ba145d35c4e9a838d5a998dac9f885b8ba145d35c4e9a838d5a998dac9f
404,MCP000404,398,250,3,1,Zenith MaintenanceConditionPoint 404,MCP000404,1,563.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ff647a2f0e152a496a29422423de8f35ff647a2f0e152a496a29422423de8f3
405,MCP000405,126,17,2,2,Evergreen MaintenanceConditionPoint 405,MCP000405,0,564.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebf698dea2b85611876835e28d4e0ec3ebf698dea2b85611876835e28d4e0ec3
406,MCP000406,442,322,3,5,Northstar MaintenanceConditionPoint 406,MCP000406,1,566.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2dd13fed88cb5f079e0a497cd38aaaab2dd13fed88cb5f079e0a497cd38aaaab
407,MCP000407,44,472,8,2,Summit MaintenanceConditionPoint 407,MCP000407,1,567.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4309c80dd5775986ae080e2aa7f956944309c80dd5775986ae080e2aa7f95694
408,MCP000408,408,92,3,2,Harbor MaintenanceConditionPoint 408,MCP000408,1,568.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58059b097d155db395df534bdf27805f58059b097d155db395df534bdf27805f
409,MCP000409,49,132,2,4,Riverton MaintenanceConditionPoint 409,MCP000409,1,570.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f6b3923a4c150b2b51a4670c83894337f6b3923a4c150b2b51a4670c8389433
410,MCP000410,179,355,3,3,Granite MaintenanceConditionPoint 410,MCP000410,0,571.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5ce9f5547aa558fab288d9ab3a2f237f5ce9f5547aa558fab288d9ab3a2f237
411,MCP000411,362,376,4,4,Quartz MaintenanceConditionPoint 411,MCP000411,1,573.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b46e09b475b56acb2b16abe6055fef07b46e09b475b56acb2b16abe6055fef0
412,MCP000412,57,213,8,7,Northstar MaintenanceConditionPoint 412,MCP000412,1,574.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c5cd5c8d1475d738d61b2851b6bf34a8c5cd5c8d1475d738d61b2851b6bf34a
413,MCP000413,5,66,10,3,Evergreen MaintenanceConditionPoint 413,MCP000413,1,575.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b260c4f85e9e54678874075abd81a365b260c4f85e9e54678874075abd81a365
414,MCP000414,233,356,12,5,Evergreen MaintenanceConditionPoint 414,MCP000414,1,577.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a6c6ee96fa350f6a5eed3ad8f9049733a6c6ee96fa350f6a5eed3ad8f904973
415,MCP000415,439,399,11,2,Liberty MaintenanceConditionPoint 415,MCP000415,0,578.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0b1772e6ab2570eafd76c53358bf1aef0b1772e6ab2570eafd76c53358bf1ae
416,MCP000416,278,142,12,5,Delta MaintenanceConditionPoint 416,MCP000416,1,579.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a59e42eb79ed5565bf47edcef619289ca59e42eb79ed5565bf47edcef619289c
417,MCP000417,488,452,6,1,Cedar MaintenanceConditionPoint 417,MCP000417,1,581.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42ee345d38b65ba2a2d5dd002b4ec78642ee345d38b65ba2a2d5dd002b4ec786
418,MCP000418,361,257,12,3,Orion MaintenanceConditionPoint 418,MCP000418,1,582.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15d0a94f0be853fd83b1c121b517e52815d0a94f0be853fd83b1c121b517e528
419,MCP000419,80,485,3,2,Junction MaintenanceConditionPoint 419,MCP000419,1,584.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7c037dbe729530facf4d0197fcf0badc7c037dbe729530facf4d0197fcf0bad
420,MCP000420,124,41,9,2,Junction MaintenanceConditionPoint 420,MCP000420,0,585.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd40d4d2feb157a7a8fafd18586bb9fbfd40d4d2feb157a7a8fafd18586bb9fb
421,MCP000421,343,444,1,4,Atlas MaintenanceConditionPoint 421,MCP000421,1,586.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21ee626ee9a65a38b41825ed3e59c59f21ee626ee9a65a38b41825ed3e59c59f
422,MCP000422,177,7,6,2,Beacon MaintenanceConditionPoint 422,MCP000422,1,588.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df36627c63795cb192c40a5997a68a69df36627c63795cb192c40a5997a68a69
423,MCP000423,39,78,6,6,Vertex MaintenanceConditionPoint 423,MCP000423,1,589.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef79841819c95436a120f66ea2db4035ef79841819c95436a120f66ea2db4035
424,MCP000424,465,54,8,1,Zenith MaintenanceConditionPoint 424,MCP000424,1,590.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebd7494d8b50563c9c8337a36ed62065ebd7494d8b50563c9c8337a36ed62065
425,MCP000425,36,341,10,5,Forge MaintenanceConditionPoint 425,MCP000425,0,592.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d3c7b9824f7566f95880aec26a3c5b81d3c7b9824f7566f95880aec26a3c5b8
426,MCP000426,219,189,6,2,Zenith MaintenanceConditionPoint 426,MCP000426,1,593.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,174f6bc8fadd585a90a09d430cc6a715174f6bc8fadd585a90a09d430cc6a715
427,MCP000427,155,50,5,6,Atlas MaintenanceConditionPoint 427,MCP000427,1,594.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f22f8696e645776a531d63e40c7fd855f22f8696e645776a531d63e40c7fd85
428,MCP000428,384,303,10,2,Zenith MaintenanceConditionPoint 428,MCP000428,1,596.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e5844b80957509faec3e704896510908e5844b80957509faec3e70489651090
429,MCP000429,52,206,10,7,Northstar MaintenanceConditionPoint 429,MCP000429,1,597.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82caff28bbe455dd9808d84f9160ff7e82caff28bbe455dd9808d84f9160ff7e
430,MCP000430,51,236,5,6,Titan MaintenanceConditionPoint 430,MCP000430,0,599.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d5e1c5fbf7a585f965a7d007b86a11e8d5e1c5fbf7a585f965a7d007b86a11e
431,MCP000431,202,103,6,6,Zenith MaintenanceConditionPoint 431,MCP000431,1,600.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80ac951f0cfa5cf58546432933a4a3d880ac951f0cfa5cf58546432933a4a3d8
432,MCP000432,143,355,4,3,Cedar MaintenanceConditionPoint 432,MCP000432,1,601.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d293a0d9a9325fc9981227adbc828642d293a0d9a9325fc9981227adbc828642
433,MCP000433,190,44,6,3,Harbor MaintenanceConditionPoint 433,MCP000433,1,603.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4f4740cd9095ff8aad30d5c89e942d1a4f4740cd9095ff8aad30d5c89e942d1
434,MCP000434,490,223,3,1,Pioneer MaintenanceConditionPoint 434,MCP000434,1,604.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37cef077a8885688b537bd1ce644a09037cef077a8885688b537bd1ce644a090
435,MCP000435,276,446,6,6,Junction MaintenanceConditionPoint 435,MCP000435,0,605.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a63b6e6231ff5aec8dc589f329104feba63b6e6231ff5aec8dc589f329104feb
436,MCP000436,23,386,3,7,Zenith MaintenanceConditionPoint 436,MCP000436,1,607.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55f0cce6a21c5eadb3a2d392ad27592855f0cce6a21c5eadb3a2d392ad275928
437,MCP000437,43,416,1,3,Orion MaintenanceConditionPoint 437,MCP000437,1,608.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a992af2207af58f3a145a56b7c34f76da992af2207af58f3a145a56b7c34f76d
438,MCP000438,135,307,7,2,Granite MaintenanceConditionPoint 438,MCP000438,1,610.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e44e1ca21fb15a43ba9e22a96b8cd878e44e1ca21fb15a43ba9e22a96b8cd878
439,MCP000439,407,429,5,3,Summit MaintenanceConditionPoint 439,MCP000439,1,611.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50f171e1ad4353dd84348cda039ec82e50f171e1ad4353dd84348cda039ec82e
440,MCP000440,183,21,2,3,Pioneer MaintenanceConditionPoint 440,MCP000440,0,612.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73a1906a32a654e4ad65db36bc22431473a1906a32a654e4ad65db36bc224314
441,MCP000441,41,124,2,3,Harbor MaintenanceConditionPoint 441,MCP000441,1,614.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,689a8e5c763a5a0dba27a04b8ecce0f6689a8e5c763a5a0dba27a04b8ecce0f6
442,MCP000442,394,270,5,6,Riverton MaintenanceConditionPoint 442,MCP000442,1,615.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71217cb672ae5ab3b45a56ffdaa50a6f71217cb672ae5ab3b45a56ffdaa50a6f
443,MCP000443,456,456,9,7,Summit MaintenanceConditionPoint 443,MCP000443,1,616.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,467c9dc681125a09955f26ffd71356f4467c9dc681125a09955f26ffd71356f4
444,MCP000444,227,212,3,5,Orion MaintenanceConditionPoint 444,MCP000444,1,618.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b67ec6de8f55888ac5082bffd1efa2c6b67ec6de8f55888ac5082bffd1efa2c
445,MCP000445,255,357,5,7,Unity MaintenanceConditionPoint 445,MCP000445,0,619.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9c5a4a81c2354eabd887eb897c731cbb9c5a4a81c2354eabd887eb897c731cb
446,MCP000446,85,54,1,3,Willow MaintenanceConditionPoint 446,MCP000446,1,621.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28342ce746bc5ea793f9daca69e3e6bb28342ce746bc5ea793f9daca69e3e6bb
447,MCP000447,28,314,3,4,Liberty MaintenanceConditionPoint 447,MCP000447,1,622.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d918cca379cd56358f92e2db4d46d612d918cca379cd56358f92e2db4d46d612
448,MCP000448,4,426,1,3,Beacon MaintenanceConditionPoint 448,MCP000448,1,623.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e67581244a4a5a63bbe19ba676571f16e67581244a4a5a63bbe19ba676571f16
449,MCP000449,313,117,9,2,Pioneer MaintenanceConditionPoint 449,MCP000449,1,625.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,431147159b0e5467be002c215484ef6a431147159b0e5467be002c215484ef6a
450,MCP000450,197,361,8,1,Willow MaintenanceConditionPoint 450,MCP000450,0,626.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4139deebebb65dd8b25b5b8f63d8e13b4139deebebb65dd8b25b5b8f63d8e13b
451,MCP000451,98,333,4,1,Forge MaintenanceConditionPoint 451,MCP000451,1,627.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba789e4d9dae593c927f962eb103c275ba789e4d9dae593c927f962eb103c275
452,MCP000452,99,371,10,2,Delta MaintenanceConditionPoint 452,MCP000452,1,629.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9790d39d699f5712b21cc26b1bd7a0cf9790d39d699f5712b21cc26b1bd7a0cf
453,MCP000453,358,279,2,5,Cedar MaintenanceConditionPoint 453,MCP000453,1,630.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6cab1ed0d215604a832dc7bb7fce91cc6cab1ed0d215604a832dc7bb7fce91c
454,MCP000454,167,441,11,1,Beacon MaintenanceConditionPoint 454,MCP000454,1,631.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,851b3896616e5095a4cbabc299a4c305851b3896616e5095a4cbabc299a4c305
455,MCP000455,49,347,2,5,Northstar MaintenanceConditionPoint 455,MCP000455,0,633.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b34585a8f3b65a9681abbcc3b3817348b34585a8f3b65a9681abbcc3b3817348
456,MCP000456,59,42,12,1,Beacon MaintenanceConditionPoint 456,MCP000456,1,634.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f18ca67fd16b59f8b4244c4be597332af18ca67fd16b59f8b4244c4be597332a
457,MCP000457,426,218,3,4,Evergreen MaintenanceConditionPoint 457,MCP000457,1,636.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d90035eaedd75084b43795445f654119d90035eaedd75084b43795445f654119
458,MCP000458,220,446,4,5,Unity MaintenanceConditionPoint 458,MCP000458,1,637.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eab9981c1bfc59faa9e4c9b7760f36f0eab9981c1bfc59faa9e4c9b7760f36f0
459,MCP000459,253,185,5,6,Cedar MaintenanceConditionPoint 459,MCP000459,1,638.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e34210e6eabd5a5ba28cc7e79ab47920e34210e6eabd5a5ba28cc7e79ab47920
460,MCP000460,482,103,9,7,Pioneer MaintenanceConditionPoint 460,MCP000460,0,640.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfa95659500d59b18791165d1a8eeff3bfa95659500d59b18791165d1a8eeff3
461,MCP000461,405,84,6,6,Zenith MaintenanceConditionPoint 461,MCP000461,1,641.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd764f8c58535ccbb672f4af5ca5c63fdd764f8c58535ccbb672f4af5ca5c63f
462,MCP000462,497,36,9,3,Delta MaintenanceConditionPoint 462,MCP000462,1,642.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b6fe48d2693516998af1576df6a83603b6fe48d2693516998af1576df6a8360
463,MCP000463,409,202,10,7,Liberty MaintenanceConditionPoint 463,MCP000463,1,644.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f56b02581de9552c8ae98bd1ce6bd6f6f56b02581de9552c8ae98bd1ce6bd6f6
464,MCP000464,412,469,9,2,Unity MaintenanceConditionPoint 464,MCP000464,1,645.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efcb1ebfee3d5443a150216b3e0d2c79efcb1ebfee3d5443a150216b3e0d2c79
465,MCP000465,155,187,11,5,Quartz MaintenanceConditionPoint 465,MCP000465,0,647.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4ccce405da05b98b55a2f0892ea7ddab4ccce405da05b98b55a2f0892ea7dda
466,MCP000466,90,82,2,1,Harbor MaintenanceConditionPoint 466,MCP000466,1,648.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc53cb5ef10551c89b453dd4287082d4fc53cb5ef10551c89b453dd4287082d4
467,MCP000467,148,95,12,2,Meridian MaintenanceConditionPoint 467,MCP000467,1,649.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d42ce1f58b145ca58ee909021a05d206d42ce1f58b145ca58ee909021a05d206
468,MCP000468,478,4,12,1,Titan MaintenanceConditionPoint 468,MCP000468,1,651.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98b5d7c032d75e06aea89335c71d4ee698b5d7c032d75e06aea89335c71d4ee6
469,MCP000469,256,56,7,5,Vertex MaintenanceConditionPoint 469,MCP000469,1,652.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ff00ceb8f145cbd8047cd4c592b0f961ff00ceb8f145cbd8047cd4c592b0f96
470,MCP000470,354,337,3,6,Delta MaintenanceConditionPoint 470,MCP000470,0,653.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,acd77d132ceb53b6a32a3f729a6cbcc0acd77d132ceb53b6a32a3f729a6cbcc0
471,MCP000471,437,269,7,5,Cedar MaintenanceConditionPoint 471,MCP000471,1,655.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1eb0ddcb5865b9383320027b730cbacc1eb0ddcb5865b9383320027b730cbac
472,MCP000472,161,181,2,3,Atlas MaintenanceConditionPoint 472,MCP000472,1,656.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe5428e8188c5a8a9d45ef0855c35f87fe5428e8188c5a8a9d45ef0855c35f87
473,MCP000473,72,34,5,4,Forge MaintenanceConditionPoint 473,MCP000473,1,658.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bf959789f61500e8954669cd4924c442bf959789f61500e8954669cd4924c44
474,MCP000474,452,335,8,5,Titan MaintenanceConditionPoint 474,MCP000474,1,659.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,022a553ccf8851bbaa8a23ada4c89fc3022a553ccf8851bbaa8a23ada4c89fc3
475,MCP000475,320,12,7,6,Beacon MaintenanceConditionPoint 475,MCP000475,0,660.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64e6cf0ac3e1526893ee42b34f9095ac64e6cf0ac3e1526893ee42b34f9095ac
476,MCP000476,405,274,7,4,Orion MaintenanceConditionPoint 476,MCP000476,1,662.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c15134c62e84536497dd34d550d84391c15134c62e84536497dd34d550d84391
477,MCP000477,309,159,5,5,Forge MaintenanceConditionPoint 477,MCP000477,1,663.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b364a5c03b36553c8fbb9cd566f713f8b364a5c03b36553c8fbb9cd566f713f8
478,MCP000478,101,98,2,6,Pioneer MaintenanceConditionPoint 478,MCP000478,1,664.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfb8ce4dcc0659aca4f45c38e38735edcfb8ce4dcc0659aca4f45c38e38735ed
479,MCP000479,167,224,7,3,Vertex MaintenanceConditionPoint 479,MCP000479,1,666.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2fcece3e0df75df794231b6c089603c42fcece3e0df75df794231b6c089603c4
480,MCP000480,332,206,9,1,Orion MaintenanceConditionPoint 480,MCP000480,0,667.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c70fc4409fa5f18a252c7e98b62472b4c70fc4409fa5f18a252c7e98b62472b
481,MCP000481,311,194,9,6,Vertex MaintenanceConditionPoint 481,MCP000481,1,668.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7449c84c1fd53eab1a39ada9a69c630c7449c84c1fd53eab1a39ada9a69c630
482,MCP000482,27,255,10,1,Delta MaintenanceConditionPoint 482,MCP000482,1,670.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3051275aa9a95d2d906372f486a25b033051275aa9a95d2d906372f486a25b03
483,MCP000483,177,341,1,4,Vertex MaintenanceConditionPoint 483,MCP000483,1,671.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed4b5b7ae94f57d4bc161995e171d0aced4b5b7ae94f57d4bc161995e171d0ac
484,MCP000484,26,204,5,7,Junction MaintenanceConditionPoint 484,MCP000484,1,673.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15ef22ed2b565249a5d6aa79f7ba8da415ef22ed2b565249a5d6aa79f7ba8da4
485,MCP000485,268,237,5,1,Zenith MaintenanceConditionPoint 485,MCP000485,0,674.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b378c2e6e935aebb47e8fd5582675764b378c2e6e935aebb47e8fd558267576
486,MCP000486,475,202,8,7,Liberty MaintenanceConditionPoint 486,MCP000486,1,675.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0c9936f96395e59bc3e94e970ae3844e0c9936f96395e59bc3e94e970ae3844
