MaintenanceCrewKey,MaintenanceCrewCode,MaintenanceCrewRoleKey,CostCenterKey,MaintenanceCrewName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
416,MC000416,317,309,Evergreen MaintenanceCrew 416,MC000416,1,579.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6ba1e4734e3582890239eb6a969b922f6ba1e4734e3582890239eb6a969b922
417,MC000417,146,429,Titan MaintenanceCrew 417,MC000417,1,581.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5183ee04f96c566f9a2306e29d11fa205183ee04f96c566f9a2306e29d11fa20
418,MC000418,345,17,Keystone MaintenanceCrew 418,MC000418,1,582.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5616565ecc054108425430109bb6914d5616565ecc054108425430109bb6914
419,MC000419,471,441,Summit MaintenanceCrew 419,MC000419,1,584.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13c2ce4bf94d58718283527d808257ba13c2ce4bf94d58718283527d808257ba
420,MC000420,334,9,Atlas MaintenanceCrew 420,MC000420,0,585.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c916fa0dabff5a2e815285e5a420a6a3c916fa0dabff5a2e815285e5a420a6a3
421,MC000421,66,59,Pioneer MaintenanceCrew 421,MC000421,1,586.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc3605c5dae75f788263253d31d5ef76dc3605c5dae75f788263253d31d5ef76
422,MC000422,429,311,Willow MaintenanceCrew 422,MC000422,1,588.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e9cc0995a3f51de87d3004d4e2655c95e9cc0995a3f51de87d3004d4e2655c9
423,MC000423,238,47,Delta MaintenanceCrew 423,MC000423,1,589.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e646c3d3e3a5d6da3f0547d313f86a85e646c3d3e3a5d6da3f0547d313f86a8
424,MC000424,67,365,Quartz MaintenanceCrew 424,MC000424,1,590.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65a320205ef951fc9f506569be419b2a65a320205ef951fc9f506569be419b2a
425,MC000425,321,22,Forge MaintenanceCrew 425,MC000425,0,592.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,871f9116658753abb084e01abeb0a820871f9116658753abb084e01abeb0a820
426,MC000426,234,440,Quartz MaintenanceCrew 426,MC000426,1,593.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,906305f7ae8e5ed2af45bc97dcac2b80906305f7ae8e5ed2af45bc97dcac2b80
427,MC000427,317,1,Beacon MaintenanceCrew 427,MC000427,1,594.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03f8e7602bad56b4bb091d2734f7cdd903f8e7602bad56b4bb091d2734f7cdd9
428,MC000428,5,246,Summit MaintenanceCrew 428,MC000428,1,596.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c5f89af3b1d53469ae13961d09dfac91c5f89af3b1d53469ae13961d09dfac9
429,MC000429,29,398,Meridian MaintenanceCrew 429,MC000429,1,597.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d21807d924e35c939711fa3b0904f78bd21807d924e35c939711fa3b0904f78b
430,MC000430,390,26,Quartz MaintenanceCrew 430,MC000430,0,599.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9edba2b2fbd517bbf6aebd67c69fb2ef9edba2b2fbd517bbf6aebd67c69fb2e
431,MC000431,193,380,Unity MaintenanceCrew 431,MC000431,1,600.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c948b6cdc26f57f29a63335f8644b21dc948b6cdc26f57f29a63335f8644b21d
432,MC000432,37,404,Willow MaintenanceCrew 432,MC000432,1,601.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc0dec7e28575b1fb3dd512c9ccdfde7fc0dec7e28575b1fb3dd512c9ccdfde7
433,MC000433,270,4,Forge MaintenanceCrew 433,MC000433,1,603.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db12c837dd3059dfb230845c7af2d1ebdb12c837dd3059dfb230845c7af2d1eb
434,MC000434,451,406,Ion MaintenanceCrew 434,MC000434,1,604.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffc12084cfef5ed6bab039e918f8d3fdffc12084cfef5ed6bab039e918f8d3fd
435,MC000435,78,25,Delta MaintenanceCrew 435,MC000435,0,605.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f827a15898058e0b9175ae6ec5bd4613f827a15898058e0b9175ae6ec5bd461
436,MC000436,135,378,Delta MaintenanceCrew 436,MC000436,1,607.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce46656e9bd9532ab70e2cc904e1c8bdce46656e9bd9532ab70e2cc904e1c8bd
437,MC000437,165,334,Liberty MaintenanceCrew 437,MC000437,1,608.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f10d4bf53ba554bda1ff02af554eed6ef10d4bf53ba554bda1ff02af554eed6e
438,MC000438,185,10,Summit MaintenanceCrew 438,MC000438,1,610.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc1ada85466a51aeaf789d0f22f832f2fc1ada85466a51aeaf789d0f22f832f2
439,MC000439,142,301,Granite MaintenanceCrew 439,MC000439,1,611.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86872107d0585303ab72c72414c4813386872107d0585303ab72c72414c48133
440,MC000440,189,145,Forge MaintenanceCrew 440,MC000440,0,612.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b06c03f2daef50f58a917af3b991692cb06c03f2daef50f58a917af3b991692c
441,MC000441,176,410,Summit MaintenanceCrew 441,MC000441,1,614.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15ce26bb630f5fc0905143fd2d07ec2e15ce26bb630f5fc0905143fd2d07ec2e
442,MC000442,123,358,Northstar MaintenanceCrew 442,MC000442,1,615.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19a9b8477a1158c4954fe337a53f5f0f19a9b8477a1158c4954fe337a53f5f0f
443,MC000443,456,9,Cedar MaintenanceCrew 443,MC000443,1,616.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3cdcb52fceb95ca6a1842b53ee54999a3cdcb52fceb95ca6a1842b53ee54999a
444,MC000444,333,136,Meridian MaintenanceCrew 444,MC000444,1,618.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8321ec2615050b0a31d58d1f26b6cebb8321ec2615050b0a31d58d1f26b6ceb
445,MC000445,395,212,Keystone MaintenanceCrew 445,MC000445,0,619.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e89bc79b4eb5c76ad1181ac8375328f4e89bc79b4eb5c76ad1181ac8375328f
446,MC000446,118,443,Vertex MaintenanceCrew 446,MC000446,1,621.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6bb870ed852c5cd9a22354b41c0b11cf6bb870ed852c5cd9a22354b41c0b11cf
447,MC000447,168,157,Keystone MaintenanceCrew 447,MC000447,1,622.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76f14af27d3052348d4016bd3ab0ec9076f14af27d3052348d4016bd3ab0ec90
448,MC000448,80,98,Quartz MaintenanceCrew 448,MC000448,1,623.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38167f0ad5b95033a0737074f2e987bd38167f0ad5b95033a0737074f2e987bd
449,MC000449,486,372,Unity MaintenanceCrew 449,MC000449,1,625.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a50c16941fa5e9e8347e8a49538a8641a50c16941fa5e9e8347e8a49538a864
450,MC000450,394,482,Keystone MaintenanceCrew 450,MC000450,0,626.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc0f1453d6845c1d9e829fbb78b1cc57bc0f1453d6845c1d9e829fbb78b1cc57
451,MC000451,152,62,Summit MaintenanceCrew 451,MC000451,1,627.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ceec676961d5b058fc2855d3fb381fa2ceec676961d5b058fc2855d3fb381fa
452,MC000452,348,51,Atlas MaintenanceCrew 452,MC000452,1,629.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49f0616343c5596a83860541115b0e5549f0616343c5596a83860541115b0e55
453,MC000453,241,419,Riverton MaintenanceCrew 453,MC000453,1,630.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32afdae1b4955fef85e5bbcad98f0a2d32afdae1b4955fef85e5bbcad98f0a2d
454,MC000454,79,70,Pioneer MaintenanceCrew 454,MC000454,1,631.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b2aad836f0f5006aa562c88b7ed6ec38b2aad836f0f5006aa562c88b7ed6ec3
455,MC000455,95,329,Willow MaintenanceCrew 455,MC000455,0,633.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8dde34ae0a35133a2a304ccc898bc17b8dde34ae0a35133a2a304ccc898bc17
456,MC000456,168,177,Quartz MaintenanceCrew 456,MC000456,1,634.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1616f3726aa5213b0d0ac3d3e3cd1a8e1616f3726aa5213b0d0ac3d3e3cd1a8
457,MC000457,222,129,Delta MaintenanceCrew 457,MC000457,1,636.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,180c4e7b10a25eedbe42ce9c6e167369180c4e7b10a25eedbe42ce9c6e167369
458,MC000458,37,446,Harbor MaintenanceCrew 458,MC000458,1,637.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f1800eb3c50516f8414d7153e55bef18f1800eb3c50516f8414d7153e55bef1
459,MC000459,249,330,Junction MaintenanceCrew 459,MC000459,1,638.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9003f91035315996940fb1c8378747f89003f91035315996940fb1c8378747f8
460,MC000460,358,447,Evergreen MaintenanceCrew 460,MC000460,0,640.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05ae00bc55be5f639e08a0154d0e365c05ae00bc55be5f639e08a0154d0e365c
461,MC000461,400,408,Willow MaintenanceCrew 461,MC000461,1,641.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e0b1ae77aa05d578daa91e585533b9a3e0b1ae77aa05d578daa91e585533b9a
462,MC000462,4,441,Riverton MaintenanceCrew 462,MC000462,1,642.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4261c5c5d4f457d78775c3f169680ee44261c5c5d4f457d78775c3f169680ee4
463,MC000463,311,225,Titan MaintenanceCrew 463,MC000463,1,644.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c366c83619d150e2bb798c78600fd915c366c83619d150e2bb798c78600fd915
464,MC000464,198,215,Beacon MaintenanceCrew 464,MC000464,1,645.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23aed7a2829254f2a89553a2eb52b06023aed7a2829254f2a89553a2eb52b060
465,MC000465,411,307,Summit MaintenanceCrew 465,MC000465,0,647.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9bc7d9ce29d50dc88e5bb6c8864c51de9bc7d9ce29d50dc88e5bb6c8864c51d
466,MC000466,369,3,Junction MaintenanceCrew 466,MC000466,1,648.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c81c8f44026f516a9195daef0da4a8ddc81c8f44026f516a9195daef0da4a8dd
467,MC000467,395,445,Orion MaintenanceCrew 467,MC000467,1,649.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,598d51c0749e5e6c9c6e704332ba12aa598d51c0749e5e6c9c6e704332ba12aa
468,MC000468,457,458,Zenith MaintenanceCrew 468,MC000468,1,651.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b07b5a94a3a51aca3823f2248777f022b07b5a94a3a51aca3823f2248777f02
469,MC000469,162,169,Atlas MaintenanceCrew 469,MC000469,1,652.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34fc0015d4fb5751b9830892a898d6f834fc0015d4fb5751b9830892a898d6f8
470,MC000470,461,383,Keystone MaintenanceCrew 470,MC000470,0,653.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10435b55835f58cbbb0833ac1e31bdc510435b55835f58cbbb0833ac1e31bdc5
471,MC000471,125,84,Cedar MaintenanceCrew 471,MC000471,1,655.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2de0fb1270805755bbc18bcdac3850c92de0fb1270805755bbc18bcdac3850c9
472,MC000472,444,202,Forge MaintenanceCrew 472,MC000472,1,656.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,522c4ae651935c578689bf03b47ffdc1522c4ae651935c578689bf03b47ffdc1
473,MC000473,327,253,Beacon MaintenanceCrew 473,MC000473,1,658.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1551499fe955d8e8fa73b6af2cf1dbbe1551499fe955d8e8fa73b6af2cf1dbb
474,MC000474,404,181,Ion MaintenanceCrew 474,MC000474,1,659.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3262db3ac6685ebdaeedb7f8c352fc033262db3ac6685ebdaeedb7f8c352fc03
475,MC000475,16,489,Granite MaintenanceCrew 475,MC000475,0,660.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1901062a45a85ded842c4e10452479701901062a45a85ded842c4e1045247970
476,MC000476,174,406,Zenith MaintenanceCrew 476,MC000476,1,662.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d24565259075da68eada0c36dbe1a895d24565259075da68eada0c36dbe1a89
477,MC000477,8,341,Atlas MaintenanceCrew 477,MC000477,1,663.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85e04f0b30a8511486f98fe51402b9fa85e04f0b30a8511486f98fe51402b9fa
478,MC000478,179,425,Evergreen MaintenanceCrew 478,MC000478,1,664.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ba7e8b25647503286303433dbf2b3360ba7e8b25647503286303433dbf2b336
479,MC000479,62,194,Titan MaintenanceCrew 479,MC000479,1,666.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ed381337ad358c6961d38e10bbbdd050ed381337ad358c6961d38e10bbbdd05
480,MC000480,430,255,Pioneer MaintenanceCrew 480,MC000480,0,667.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98663648437651539c49865b37cff67498663648437651539c49865b37cff674
481,MC000481,236,215,Willow MaintenanceCrew 481,MC000481,1,668.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,479680c92f6e5007a3144a63f7946e7d479680c92f6e5007a3144a63f7946e7d
482,MC000482,349,295,Vertex MaintenanceCrew 482,MC000482,1,670.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c7f9b61ec1a5b8fabee35cc600f6bb91c7f9b61ec1a5b8fabee35cc600f6bb9
483,MC000483,429,18,Unity MaintenanceCrew 483,MC000483,1,671.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b25fc9f5d3e5a2a816c17284e37f8159b25fc9f5d3e5a2a816c17284e37f815
484,MC000484,16,332,Liberty MaintenanceCrew 484,MC000484,1,673.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,068f1b00db7b5d949173ba2a452d3cf3068f1b00db7b5d949173ba2a452d3cf3
485,MC000485,494,346,Summit MaintenanceCrew 485,MC000485,0,674.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16bf8967e17450acb903e8525f4a1bf016bf8967e17450acb903e8525f4a1bf0
486,MC000486,54,59,Forge MaintenanceCrew 486,MC000486,1,675.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c3716890abd591dbfc527d46587582b1c3716890abd591dbfc527d46587582b
487,MC000487,438,203,Orion MaintenanceCrew 487,MC000487,1,677.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1eab2820a7357d9b51e86763ddca967f1eab2820a7357d9b51e86763ddca967
488,MC000488,404,341,Titan MaintenanceCrew 488,MC000488,1,678.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec148ac899835fc29c2484178b199dbdec148ac899835fc29c2484178b199dbd
489,MC000489,456,77,Junction MaintenanceCrew 489,MC000489,1,679.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9205a4bbd26e5153bd0cc7ba011064c09205a4bbd26e5153bd0cc7ba011064c0
490,MC000490,76,106,Liberty MaintenanceCrew 490,MC000490,0,681.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9c2a0e5a0e0539096b946bb1a881960c9c2a0e5a0e0539096b946bb1a881960
491,MC000491,463,43,Harbor MaintenanceCrew 491,MC000491,1,682.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,404e90fc0ed65afdb8536c357eb17bd8404e90fc0ed65afdb8536c357eb17bd8
492,MC000492,227,345,Orion MaintenanceCrew 492,MC000492,1,684.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f24745cc80f532088ea8016382465859f24745cc80f532088ea801638246585
493,MC000493,241,51,Cedar MaintenanceCrew 493,MC000493,1,685.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66ee30b4077659d186562981a3d224c666ee30b4077659d186562981a3d224c6
494,MC000494,136,436,Unity MaintenanceCrew 494,MC000494,1,686.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,744f90539f175b33ac2bf5a77c238923744f90539f175b33ac2bf5a77c238923
495,MC000495,132,293,Titan MaintenanceCrew 495,MC000495,0,688.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad84e978df8e56da97712fb408b8a1a2ad84e978df8e56da97712fb408b8a1a2
496,MC000496,138,429,Quartz MaintenanceCrew 496,MC000496,1,689.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,caba4c2df26753f083b0a08d028d8138caba4c2df26753f083b0a08d028d8138
497,MC000497,253,307,Unity MaintenanceCrew 497,MC000497,1,690.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bab3e681da3257fe8171de1f80c13bc8bab3e681da3257fe8171de1f80c13bc8
498,MC000498,14,90,Willow MaintenanceCrew 498,MC000498,1,692.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc3a3dfcada15b07b2bd8c63a4a1fa02fc3a3dfcada15b07b2bd8c63a4a1fa02
499,MC000499,466,75,Unity MaintenanceCrew 499,MC000499,1,693.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,835dc5690ed35ed98d6ef6292b93c688835dc5690ed35ed98d6ef6292b93c688
500,MC000500,11,215,Harbor MaintenanceCrew 500,MC000500,0,695.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4749dc36f7d5586aafb4022a9a877b084749dc36f7d5586aafb4022a9a877b08
