MachineUtilityMeterKey,UtilityMeterNumber,MachineKey,PlantKey,MachineUtilityTypeKey,UnitOfMeasureKey,MachineUtilityMeterName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
395,MUM000395,401,291,3,1,Junction MachineUtilityMeter 395,MUM000395,0,551.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d861b8ee552b5bd08cb14e216a1bd7a0d861b8ee552b5bd08cb14e216a1bd7a0
396,MUM000396,23,6,1,7,Evergreen MachineUtilityMeter 396,MUM000396,1,552.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b972d3c3a0b35498aa9aadf4a570781bb972d3c3a0b35498aa9aadf4a570781b
397,MUM000397,483,141,8,1,Atlas MachineUtilityMeter 397,MUM000397,1,553.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ca57b853d575cd0bc8f4e3a3c1f05cb5ca57b853d575cd0bc8f4e3a3c1f05cb
398,MUM000398,495,233,10,4,Harbor MachineUtilityMeter 398,MUM000398,1,555.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38e583088ad15f45b564424cb871fdc038e583088ad15f45b564424cb871fdc0
399,MUM000399,254,67,1,4,Harbor MachineUtilityMeter 399,MUM000399,1,556.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11f9ab98816957d29542f3a13e03aaa611f9ab98816957d29542f3a13e03aaa6
400,MUM000400,183,283,3,5,Forge MachineUtilityMeter 400,MUM000400,0,558.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b30e3b4dbe075efb84ec34549e703866b30e3b4dbe075efb84ec34549e703866
401,MUM000401,8,327,4,7,Harbor MachineUtilityMeter 401,MUM000401,1,559.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d60a092a7daa54b3871847f4633f523bd60a092a7daa54b3871847f4633f523b
402,MUM000402,413,98,12,7,Vertex MachineUtilityMeter 402,MUM000402,1,560.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,176da81fcf205226936f671d1125b786176da81fcf205226936f671d1125b786
403,MUM000403,258,289,6,3,Northstar MachineUtilityMeter 403,MUM000403,1,562.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c69288b0a5ac5b26a3ac5f68542c0973c69288b0a5ac5b26a3ac5f68542c0973
404,MUM000404,483,54,6,1,Pioneer MachineUtilityMeter 404,MUM000404,1,563.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6abe12560907528f9c0ab3a29e25701d6abe12560907528f9c0ab3a29e25701d
405,MUM000405,218,253,7,4,Harbor MachineUtilityMeter 405,MUM000405,0,564.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5049863ac975df7859ec7a14b4411a5c5049863ac975df7859ec7a14b4411a5
406,MUM000406,424,227,12,2,Vertex MachineUtilityMeter 406,MUM000406,1,566.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,997d433ee3e65f73861f7814186d2317997d433ee3e65f73861f7814186d2317
407,MUM000407,268,35,1,6,Quartz MachineUtilityMeter 407,MUM000407,1,567.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ccfd4df94ea259bab1e6d0ac606ef79bccfd4df94ea259bab1e6d0ac606ef79b
408,MUM000408,235,2,10,7,Atlas MachineUtilityMeter 408,MUM000408,1,568.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e418b18d88225bb7b5a21434c416661fe418b18d88225bb7b5a21434c416661f
409,MUM000409,373,62,3,4,Granite MachineUtilityMeter 409,MUM000409,1,570.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f09a4c4303715a9fa4474763b47fcba2f09a4c4303715a9fa4474763b47fcba2
410,MUM000410,389,323,10,7,Meridian MachineUtilityMeter 410,MUM000410,0,571.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aacb422ba91c5f15973417d88d55f10daacb422ba91c5f15973417d88d55f10d
411,MUM000411,167,197,10,5,Harbor MachineUtilityMeter 411,MUM000411,1,573.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f553738ac9759fdb9f39e381c334a738f553738ac9759fdb9f39e381c334a73
412,MUM000412,322,139,2,5,Northstar MachineUtilityMeter 412,MUM000412,1,574.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d47e20f26d1541f97256b517f5752f43d47e20f26d1541f97256b517f5752f4
413,MUM000413,233,28,8,2,Liberty MachineUtilityMeter 413,MUM000413,1,575.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0331805291065218a63a06ba39c9531f0331805291065218a63a06ba39c9531f
414,MUM000414,247,151,4,4,Summit MachineUtilityMeter 414,MUM000414,1,577.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1988cf7c86e50088031e2a2f6456b69c1988cf7c86e50088031e2a2f6456b69
415,MUM000415,6,172,1,4,Forge MachineUtilityMeter 415,MUM000415,0,578.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d28241125dd55db5b89cec616cf3bf66d28241125dd55db5b89cec616cf3bf66
416,MUM000416,274,298,10,3,Unity MachineUtilityMeter 416,MUM000416,1,579.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf25e00532be521893c9d6abd5e24769bf25e00532be521893c9d6abd5e24769
417,MUM000417,109,169,7,4,Summit MachineUtilityMeter 417,MUM000417,1,581.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93bb1e9b87f15197a886d08b839ee2a093bb1e9b87f15197a886d08b839ee2a0
418,MUM000418,337,144,8,1,Pioneer MachineUtilityMeter 418,MUM000418,1,582.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16bc8b45c7f05051ad43e3c3b401a24c16bc8b45c7f05051ad43e3c3b401a24c
419,MUM000419,215,98,11,5,Riverton MachineUtilityMeter 419,MUM000419,1,584.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb36bb9ff0eb5e8f8737bd1c3be20d27fb36bb9ff0eb5e8f8737bd1c3be20d27
420,MUM000420,240,189,1,1,Riverton MachineUtilityMeter 420,MUM000420,0,585.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,728b2870611e5721abd7d04f718531b5728b2870611e5721abd7d04f718531b5
421,MUM000421,128,340,3,2,Quartz MachineUtilityMeter 421,MUM000421,1,586.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d22d3c1c0c855bf4be540904ec83f70fd22d3c1c0c855bf4be540904ec83f70f
422,MUM000422,360,54,3,2,Vertex MachineUtilityMeter 422,MUM000422,1,588.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bebafe932ae556f7abeca90e068cc24fbebafe932ae556f7abeca90e068cc24f
423,MUM000423,7,249,9,3,Riverton MachineUtilityMeter 423,MUM000423,1,589.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bffea5c299f85068b6ef24bcb7843485bffea5c299f85068b6ef24bcb7843485
424,MUM000424,343,331,3,3,Harbor MachineUtilityMeter 424,MUM000424,1,590.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0efaf05ed3952c18ef9de35588dd998c0efaf05ed3952c18ef9de35588dd998
425,MUM000425,293,100,4,2,Zenith MachineUtilityMeter 425,MUM000425,0,592.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81d83c148353575187bb9f5d59893ead81d83c148353575187bb9f5d59893ead
426,MUM000426,130,90,2,3,Atlas MachineUtilityMeter 426,MUM000426,1,593.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b8205886bf85a78b5062ab7a23717e08b8205886bf85a78b5062ab7a23717e0
427,MUM000427,305,326,8,4,Quartz MachineUtilityMeter 427,MUM000427,1,594.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7d11b5d03fd5a698696bf237f8ba983d7d11b5d03fd5a698696bf237f8ba983
428,MUM000428,164,98,7,4,Evergreen MachineUtilityMeter 428,MUM000428,1,596.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64dc8b4603c557b19c7ae0c44474ba0964dc8b4603c557b19c7ae0c44474ba09
429,MUM000429,243,10,8,5,Cedar MachineUtilityMeter 429,MUM000429,1,597.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f69b360296415158912d9217804ace24f69b360296415158912d9217804ace24
430,MUM000430,59,91,6,1,Liberty MachineUtilityMeter 430,MUM000430,0,599.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef55c376364a59d98598a710de183ba7ef55c376364a59d98598a710de183ba7
431,MUM000431,420,8,11,5,Northstar MachineUtilityMeter 431,MUM000431,1,600.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66f156a7c70553458dfeae3a1ef1a84e66f156a7c70553458dfeae3a1ef1a84e
432,MUM000432,115,326,7,2,Keystone MachineUtilityMeter 432,MUM000432,1,601.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,209fcbd220f650aab8533fb709e050e8209fcbd220f650aab8533fb709e050e8
433,MUM000433,185,84,3,5,Atlas MachineUtilityMeter 433,MUM000433,1,603.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6172fb120d55295920ec42f60e24ec2b6172fb120d55295920ec42f60e24ec2
434,MUM000434,452,229,8,4,Atlas MachineUtilityMeter 434,MUM000434,1,604.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df21eb07fefb5eaabb144b11c1381e80df21eb07fefb5eaabb144b11c1381e80
435,MUM000435,18,49,6,6,Cedar MachineUtilityMeter 435,MUM000435,0,605.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e45f25df7405526193c2ea0544ef860ce45f25df7405526193c2ea0544ef860c
436,MUM000436,285,276,5,7,Willow MachineUtilityMeter 436,MUM000436,1,607.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4be66d0b96b5f24b362b60528092785c4be66d0b96b5f24b362b60528092785
437,MUM000437,16,160,6,6,Granite MachineUtilityMeter 437,MUM000437,1,608.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebaa19cf8756562fadbe5f8f19e1a413ebaa19cf8756562fadbe5f8f19e1a413
438,MUM000438,8,325,4,2,Harbor MachineUtilityMeter 438,MUM000438,1,610.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c45c468ffdd754fca830d409d26b8e34c45c468ffdd754fca830d409d26b8e34
439,MUM000439,408,134,12,2,Beacon MachineUtilityMeter 439,MUM000439,1,611.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a6e7b1caec35433942e469cc8eb9c206a6e7b1caec35433942e469cc8eb9c20
440,MUM000440,169,291,2,7,Vertex MachineUtilityMeter 440,MUM000440,0,612.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1ee9cc42b9c5989a3d0cff38bb3734ff1ee9cc42b9c5989a3d0cff38bb3734f
441,MUM000441,241,243,11,1,Ion MachineUtilityMeter 441,MUM000441,1,614.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,709ec21e8e615124b6f0a2fe36fed4ed709ec21e8e615124b6f0a2fe36fed4ed
442,MUM000442,168,291,2,4,Harbor MachineUtilityMeter 442,MUM000442,1,615.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6cdbb1bcdfac5c09ba51946cddb4f5776cdbb1bcdfac5c09ba51946cddb4f577
443,MUM000443,346,345,9,3,Titan MachineUtilityMeter 443,MUM000443,1,616.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b047994cbd0b54e9a5c478eb5ea539e4b047994cbd0b54e9a5c478eb5ea539e4
444,MUM000444,477,83,8,2,Keystone MachineUtilityMeter 444,MUM000444,1,618.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ee4de6cda7454d1ba38613f2cdffb137ee4de6cda7454d1ba38613f2cdffb13
445,MUM000445,84,272,12,4,Granite MachineUtilityMeter 445,MUM000445,0,619.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c6361b1d46554a5a2e70006c291d7216c6361b1d46554a5a2e70006c291d721
446,MUM000446,129,297,8,4,Northstar MachineUtilityMeter 446,MUM000446,1,621.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5ecff4d47eb57828cbd45c92a4f1476f5ecff4d47eb57828cbd45c92a4f1476
447,MUM000447,334,139,10,5,Quartz MachineUtilityMeter 447,MUM000447,1,622.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b496cb943acb5fb7ac95b7cfc3d626a4b496cb943acb5fb7ac95b7cfc3d626a4
448,MUM000448,454,188,3,2,Titan MachineUtilityMeter 448,MUM000448,1,623.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01039eea777850ac9def128e5924428001039eea777850ac9def128e59244280
449,MUM000449,235,207,7,6,Liberty MachineUtilityMeter 449,MUM000449,1,625.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,393a57d76d475c0faaa585788da47e3a393a57d76d475c0faaa585788da47e3a
450,MUM000450,436,149,4,5,Evergreen MachineUtilityMeter 450,MUM000450,0,626.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80d4728bb5d45b2a8680a3a80137eb2980d4728bb5d45b2a8680a3a80137eb29
451,MUM000451,33,316,1,2,Orion MachineUtilityMeter 451,MUM000451,1,627.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94dd6969bfdf53bd8cdf54baf665cde594dd6969bfdf53bd8cdf54baf665cde5
452,MUM000452,475,233,11,6,Forge MachineUtilityMeter 452,MUM000452,1,629.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,171bd8855d3b54c2ae9ccefa78b8d4a9171bd8855d3b54c2ae9ccefa78b8d4a9
453,MUM000453,62,33,5,4,Junction MachineUtilityMeter 453,MUM000453,1,630.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c099a24b8155c7fbcd11bbb293c54478c099a24b8155c7fbcd11bbb293c5447
454,MUM000454,330,11,12,6,Granite MachineUtilityMeter 454,MUM000454,1,631.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f10f4769ec475e499c0b810337f9a619f10f4769ec475e499c0b810337f9a619
455,MUM000455,389,279,10,3,Titan MachineUtilityMeter 455,MUM000455,0,633.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce4e4f82cd5e5b3bbcf3005320d9801fce4e4f82cd5e5b3bbcf3005320d9801f
456,MUM000456,3,74,7,4,Forge MachineUtilityMeter 456,MUM000456,1,634.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b742e3487d35c238a8823b9d71f0d227b742e3487d35c238a8823b9d71f0d22
457,MUM000457,228,136,7,3,Zenith MachineUtilityMeter 457,MUM000457,1,636.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,435ce8e7b2dd5efa943dd86776f0676e435ce8e7b2dd5efa943dd86776f0676e
458,MUM000458,246,110,12,6,Cedar MachineUtilityMeter 458,MUM000458,1,637.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8dcdbe7859f55d5a5543d91f32a7ce7b8dcdbe7859f55d5a5543d91f32a7ce7
459,MUM000459,392,212,5,7,Meridian MachineUtilityMeter 459,MUM000459,1,638.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c806dc661cf5cb2b10e2c309bc3ba4d0c806dc661cf5cb2b10e2c309bc3ba4d
460,MUM000460,226,67,8,1,Summit MachineUtilityMeter 460,MUM000460,0,640.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ac35beee9f15c589f0211f1df55a7d56ac35beee9f15c589f0211f1df55a7d5
461,MUM000461,479,350,11,2,Ion MachineUtilityMeter 461,MUM000461,1,641.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d46e1a681ff51c7af6467c81cae7e495d46e1a681ff51c7af6467c81cae7e49
462,MUM000462,301,155,12,4,Granite MachineUtilityMeter 462,MUM000462,1,642.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5308ebb65a75b11a1e9e486bd21211aa5308ebb65a75b11a1e9e486bd21211a
463,MUM000463,403,233,10,6,Delta MachineUtilityMeter 463,MUM000463,1,644.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,524381e4d79054598ee3c0ceed0fe76d524381e4d79054598ee3c0ceed0fe76d
464,MUM000464,324,324,4,5,Vertex MachineUtilityMeter 464,MUM000464,1,645.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03e398e0a88b54e5bab62bdd179bbc1c03e398e0a88b54e5bab62bdd179bbc1c
465,MUM000465,210,329,6,1,Quartz MachineUtilityMeter 465,MUM000465,0,647.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b99b59f7aadb5697bb4950265d1daef8b99b59f7aadb5697bb4950265d1daef8
466,MUM000466,210,44,9,7,Granite MachineUtilityMeter 466,MUM000466,1,648.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5aa776259e5153b6969a43f4ba233ec85aa776259e5153b6969a43f4ba233ec8
467,MUM000467,330,296,5,7,Unity MachineUtilityMeter 467,MUM000467,1,649.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd8213a12a6059d2b633b2b7e89ae6ddcd8213a12a6059d2b633b2b7e89ae6dd
468,MUM000468,353,27,9,7,Granite MachineUtilityMeter 468,MUM000468,1,651.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8fc824fb9b135f2b91be3a789645df168fc824fb9b135f2b91be3a789645df16
469,MUM000469,298,330,12,6,Willow MachineUtilityMeter 469,MUM000469,1,652.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5cc9b17bd7556bfb041d7e047f7e021f5cc9b17bd7556bfb041d7e047f7e021
470,MUM000470,182,191,8,2,Orion MachineUtilityMeter 470,MUM000470,0,653.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df692add19015df7a78395e09e45b333df692add19015df7a78395e09e45b333
471,MUM000471,376,92,6,2,Pioneer MachineUtilityMeter 471,MUM000471,1,655.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89278934966c5ffbbdecc0f8fe1629f489278934966c5ffbbdecc0f8fe1629f4
472,MUM000472,500,161,10,2,Northstar MachineUtilityMeter 472,MUM000472,1,656.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,956522adff205ea2bf720c164963384d956522adff205ea2bf720c164963384d
473,MUM000473,135,44,11,7,Atlas MachineUtilityMeter 473,MUM000473,1,658.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3e6a408115350169eb5fd5b36618e4bc3e6a408115350169eb5fd5b36618e4b
474,MUM000474,233,104,7,2,Unity MachineUtilityMeter 474,MUM000474,1,659.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d72a3630f1058029ed89b700a309c7a0d72a3630f1058029ed89b700a309c7a
475,MUM000475,82,186,1,6,Northstar MachineUtilityMeter 475,MUM000475,0,660.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,217c3124aef65a9f8cb43fb0d0cea37f217c3124aef65a9f8cb43fb0d0cea37f
476,MUM000476,119,63,3,6,Harbor MachineUtilityMeter 476,MUM000476,1,662.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b34e2f659048538db287651336127b2eb34e2f659048538db287651336127b2e
477,MUM000477,21,307,10,5,Orion MachineUtilityMeter 477,MUM000477,1,663.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e9bf4e80a0054fc9df01870b9893eb14e9bf4e80a0054fc9df01870b9893eb1
478,MUM000478,14,205,12,4,Harbor MachineUtilityMeter 478,MUM000478,1,664.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6bf9540fd5305951977a12a940d4d4056bf9540fd5305951977a12a940d4d405
479,MUM000479,175,57,7,7,Junction MachineUtilityMeter 479,MUM000479,1,666.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63d27579eba4576f8c622d6589946ad363d27579eba4576f8c622d6589946ad3
480,MUM000480,254,147,6,6,Northstar MachineUtilityMeter 480,MUM000480,0,667.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b456c98e457c5c5dbf75593d3fa1bd54b456c98e457c5c5dbf75593d3fa1bd54
481,MUM000481,349,321,10,4,Cedar MachineUtilityMeter 481,MUM000481,1,668.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9a939461f5c5bd8ae7ac0139b6f42f6d9a939461f5c5bd8ae7ac0139b6f42f6
482,MUM000482,75,220,2,5,Northstar MachineUtilityMeter 482,MUM000482,1,670.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d92821cfaa651b3bf6891868de26b4f1d92821cfaa651b3bf6891868de26b4f
483,MUM000483,317,161,12,7,Northstar MachineUtilityMeter 483,MUM000483,1,671.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f1bd885d80d5df89a8683edd1473b293f1bd885d80d5df89a8683edd1473b29
484,MUM000484,140,129,1,6,Granite MachineUtilityMeter 484,MUM000484,1,673.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87e0dce5099b567eb52c738bf2054adf87e0dce5099b567eb52c738bf2054adf
485,MUM000485,242,155,10,2,Summit MachineUtilityMeter 485,MUM000485,0,674.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e676a58604f512fbb015ca47e6fa51a5e676a58604f512fbb015ca47e6fa51a
486,MUM000486,131,169,1,4,Delta MachineUtilityMeter 486,MUM000486,1,675.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e356b27d1d8057028ce3aac145b0c600e356b27d1d8057028ce3aac145b0c600
487,MUM000487,219,176,5,3,Vertex MachineUtilityMeter 487,MUM000487,1,677.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ab1b3fa168c5057a082fc63218d32807ab1b3fa168c5057a082fc63218d3280
488,MUM000488,61,312,10,5,Junction MachineUtilityMeter 488,MUM000488,1,678.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc924e04dae55abaaa6e84473267ced8fc924e04dae55abaaa6e84473267ced8
489,MUM000489,70,92,7,5,Summit MachineUtilityMeter 489,MUM000489,1,679.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2e4f64a78dd5cb8af1b30dea4279225d2e4f64a78dd5cb8af1b30dea4279225
490,MUM000490,53,161,2,6,Cedar MachineUtilityMeter 490,MUM000490,0,681.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c1267cd773e5d42824f0976a72f7dbb8c1267cd773e5d42824f0976a72f7dbb
491,MUM000491,235,133,2,1,Keystone MachineUtilityMeter 491,MUM000491,1,682.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4a2c35684e55bda8d38678e783d4eade4a2c35684e55bda8d38678e783d4ead
492,MUM000492,89,39,1,2,Summit MachineUtilityMeter 492,MUM000492,1,684.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c08b95c3e4d556bd917fa3f77962d452c08b95c3e4d556bd917fa3f77962d452
493,MUM000493,134,181,4,3,Meridian MachineUtilityMeter 493,MUM000493,1,685.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,febe426cf8e85e9587f36b91e826a99afebe426cf8e85e9587f36b91e826a99a
