SalesPromotionKey,PromotionCode,SalesPromotionTacticKey,ProductKey,CustomerKey,SalesPriceConditionTypeKey,CurrencyKey,PromotionName,EffectiveDate,ExpirationDate,MaximumDiscountAmount,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
383,SP000383,64,360,492,1,2,Atlas SalesPromotion 383,2021-01-18,2021-01-18,534.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b46e48eab9d35719be5fdad4f4c79c7cb46e48eab9d35719be5fdad4f4c79c7c
384,SP000384,222,20,320,14,5,Ion SalesPromotion 384,2021-01-19,2021-01-19,536.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e697d9101eca57d8bcbd053543ae8cd7e697d9101eca57d8bcbd053543ae8cd7
385,SP000385,478,84,365,12,5,Junction SalesPromotion 385,2021-01-20,2021-01-20,537.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07f6c2363dd75fcf92709dfabc6ce2bc07f6c2363dd75fcf92709dfabc6ce2bc
386,SP000386,64,441,39,3,1,Granite SalesPromotion 386,2021-01-21,2021-01-21,538.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7abe5efc42225829b973136e121696097abe5efc42225829b973136e12169609
387,SP000387,370,11,34,14,3,Vertex SalesPromotion 387,2021-01-22,2021-01-22,540.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,109dbe2e7e0155c6afe64541936a0ddd109dbe2e7e0155c6afe64541936a0ddd
388,SP000388,333,239,402,2,3,Junction SalesPromotion 388,2021-01-23,2021-01-23,541.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92eefa4f355d5ceeb3f63bd898e3fbf592eefa4f355d5ceeb3f63bd898e3fbf5
389,SP000389,340,383,170,15,3,Riverton SalesPromotion 389,2021-01-24,2021-01-24,542.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d9b0422de085d20bd1467bf220bfc894d9b0422de085d20bd1467bf220bfc89
390,SP000390,182,474,199,9,3,Delta SalesPromotion 390,2021-01-25,2021-01-25,544.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cfaae089ccc5b7abbac2f4a25f9635c8cfaae089ccc5b7abbac2f4a25f9635c
391,SP000391,158,-1,-1,18,3,Evergreen SalesPromotion 391,2021-01-26,2021-01-26,545.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e57c69e24a20597ab34a2a133ca9c78de57c69e24a20597ab34a2a133ca9c78d
392,SP000392,399,285,119,17,2,Liberty SalesPromotion 392,2021-01-27,2021-01-27,547.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85ffa0df4c5159219f08a4b609d1cf3985ffa0df4c5159219f08a4b609d1cf39
393,SP000393,461,399,431,3,5,Unity SalesPromotion 393,2021-01-28,2021-01-28,548.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e926a50ff7e5478a1823f5e8d1cab5c0e926a50ff7e5478a1823f5e8d1cab5c
394,SP000394,432,242,352,16,2,Forge SalesPromotion 394,2021-01-29,2021-01-29,549.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ddfaad01e9ec583e91c6b4e285b02d4addfaad01e9ec583e91c6b4e285b02d4a
395,SP000395,273,268,332,4,3,Liberty SalesPromotion 395,2021-01-30,2021-01-30,551.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e41eb36d55e502d9c1abb03a5555c615e41eb36d55e502d9c1abb03a5555c61
396,SP000396,336,74,71,3,1,Evergreen SalesPromotion 396,2021-01-31,2021-01-31,552.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d3fe9caa6f95c9eabb171b5516cee4c1d3fe9caa6f95c9eabb171b5516cee4c
397,SP000397,473,157,350,7,4,Forge SalesPromotion 397,2021-02-01,2021-02-01,553.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf41d986331e50259f23b37a8260aa14bf41d986331e50259f23b37a8260aa14
398,SP000398,475,287,99,2,1,Zenith SalesPromotion 398,2021-02-02,2021-02-02,555.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a5716bf0e7650a6a25831b5bb736b9c2a5716bf0e7650a6a25831b5bb736b9c
399,SP000399,1,206,52,5,4,Willow SalesPromotion 399,2021-02-03,2021-02-03,556.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ac984b3d279505094d7afbee0d762014ac984b3d279505094d7afbee0d76201
400,SP000400,300,198,258,13,2,Liberty SalesPromotion 400,2021-02-04,2021-02-04,558.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57d5303c387252e380775e925ec3afe157d5303c387252e380775e925ec3afe1
401,SP000401,365,264,398,10,1,Liberty SalesPromotion 401,2021-02-05,2021-02-05,559.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf2eea86f0ac559496dba74bca6a1f99bf2eea86f0ac559496dba74bca6a1f99
402,SP000402,365,346,317,12,3,Pioneer SalesPromotion 402,2021-02-06,2021-02-06,560.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5216e2f8c3de5afab870a914ef6387cf5216e2f8c3de5afab870a914ef6387cf
403,SP000403,290,64,93,16,1,Northstar SalesPromotion 403,2021-02-07,2021-02-07,562.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b54b4b5c6415582a4f088004a5a3e370b54b4b5c6415582a4f088004a5a3e37
404,SP000404,131,139,312,18,5,Summit SalesPromotion 404,2021-02-08,2021-02-08,563.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a344901967e0527eaccd144bca17d6cfa344901967e0527eaccd144bca17d6cf
405,SP000405,185,427,306,15,4,Willow SalesPromotion 405,2021-02-09,2021-02-09,564.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1eaf741788c5f95a807448ba81ea9afa1eaf741788c5f95a807448ba81ea9af
406,SP000406,435,364,461,5,2,Titan SalesPromotion 406,2021-02-10,2021-02-10,566.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee2cc993abdf5a8db08fd30ca11b6e3eee2cc993abdf5a8db08fd30ca11b6e3e
407,SP000407,149,311,190,18,5,Riverton SalesPromotion 407,2021-02-11,2021-02-11,567.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a91fa6b11349586281e5beeea2e48d1aa91fa6b11349586281e5beeea2e48d1a
408,SP000408,369,-1,-1,8,4,Summit SalesPromotion 408,2021-02-12,2021-02-12,568.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a84fa6e0928a521fbf03acfc63360dada84fa6e0928a521fbf03acfc63360dad
409,SP000409,474,359,226,10,5,Delta SalesPromotion 409,2021-02-13,2021-02-13,570.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82e114a64f0a55a8baf1327a78e6d98582e114a64f0a55a8baf1327a78e6d985
410,SP000410,489,348,134,1,4,Titan SalesPromotion 410,2021-02-14,2021-02-14,571.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3daaac6c16358c68e17875d1b9d4530f3daaac6c16358c68e17875d1b9d4530
411,SP000411,425,313,286,9,4,Pioneer SalesPromotion 411,2021-02-15,2021-02-15,573.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,680e991502405413a5656c7afd0b9c1b680e991502405413a5656c7afd0b9c1b
412,SP000412,133,195,8,1,2,Delta SalesPromotion 412,2021-02-16,2021-02-16,574.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e253a29d8f605b4b8680a3fd4c0c7413e253a29d8f605b4b8680a3fd4c0c7413
413,SP000413,60,229,45,11,2,Keystone SalesPromotion 413,2021-02-17,2021-02-17,575.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7493a69e67f4592198a03b4aae836ff47493a69e67f4592198a03b4aae836ff4
414,SP000414,184,165,39,5,5,Junction SalesPromotion 414,2021-02-18,2021-02-18,577.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79a3a7d9c0995624b4da4d2c23e6b69979a3a7d9c0995624b4da4d2c23e6b699
415,SP000415,64,477,292,5,5,Granite SalesPromotion 415,2021-02-19,2021-02-19,578.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e94003b560851c488a149d23504d1a11e94003b560851c488a149d23504d1a1
416,SP000416,389,1,244,16,1,Liberty SalesPromotion 416,2021-02-20,2021-02-20,579.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,baf2f3c4ab575788b4c049f10fa574f9baf2f3c4ab575788b4c049f10fa574f9
417,SP000417,200,30,486,3,3,Orion SalesPromotion 417,2021-02-21,2021-02-21,581.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e50c9aa680e2573aa9c6fc1a4a21b9ade50c9aa680e2573aa9c6fc1a4a21b9ad
418,SP000418,449,156,29,13,5,Junction SalesPromotion 418,2021-02-22,2021-02-22,582.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9875f2e836e85c35a6fc46f5abe8d34a9875f2e836e85c35a6fc46f5abe8d34a
419,SP000419,465,93,235,13,3,Atlas SalesPromotion 419,2021-02-23,2021-02-23,584.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db555df2f4825d0aa454dfd696765838db555df2f4825d0aa454dfd696765838
420,SP000420,479,339,121,1,4,Titan SalesPromotion 420,2021-02-24,2021-02-24,585.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a28470a0c67553da86e98a9a2ce0ef16a28470a0c67553da86e98a9a2ce0ef16
421,SP000421,313,140,316,12,1,Cedar SalesPromotion 421,2021-02-25,2021-02-25,586.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,367d9937df6f5dba8db1a3d790ce674a367d9937df6f5dba8db1a3d790ce674a
422,SP000422,287,491,180,2,1,Northstar SalesPromotion 422,2021-02-26,2021-02-26,588.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0914155abaf85c9588cbc2dbd91a95830914155abaf85c9588cbc2dbd91a9583
423,SP000423,211,4,281,18,1,Pioneer SalesPromotion 423,2021-02-27,2021-02-27,589.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75baf6277e775a10a74576278be0aa7075baf6277e775a10a74576278be0aa70
424,SP000424,190,12,490,10,2,Zenith SalesPromotion 424,2021-02-28,2021-02-28,590.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6556446efd005cc38e7f2e3d4593ff7f6556446efd005cc38e7f2e3d4593ff7f
425,SP000425,249,-1,-1,12,5,Riverton SalesPromotion 425,2021-03-01,2021-03-01,592.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a705f6992335ac1813bfaebce4f1fcf7a705f6992335ac1813bfaebce4f1fcf
426,SP000426,380,58,429,6,5,Titan SalesPromotion 426,2021-03-02,2021-03-02,593.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1f8742eecea542e962516fd35894dbff1f8742eecea542e962516fd35894dbf
427,SP000427,76,387,459,12,3,Liberty SalesPromotion 427,2021-03-03,2021-03-03,594.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d80a216e86f25e24a2435c1bdc8bf6b9d80a216e86f25e24a2435c1bdc8bf6b9
428,SP000428,120,286,199,3,2,Junction SalesPromotion 428,2021-03-04,2021-03-04,596.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3270ae8b9cb528487c620ffe5849cd1d3270ae8b9cb528487c620ffe5849cd1
429,SP000429,142,321,298,11,2,Cedar SalesPromotion 429,2021-03-05,2021-03-05,597.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af47914f41a8588cb01fa4ba7ac995b9af47914f41a8588cb01fa4ba7ac995b9
430,SP000430,157,11,283,1,1,Cedar SalesPromotion 430,2021-03-06,2021-03-06,599.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d47159c9b0a5f76b3a8f1defc083f800d47159c9b0a5f76b3a8f1defc083f80
431,SP000431,228,313,424,9,3,Delta SalesPromotion 431,2021-03-07,2021-03-07,600.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,502be6e32018553687b4382076aa7206502be6e32018553687b4382076aa7206
432,SP000432,18,179,420,8,5,Meridian SalesPromotion 432,2021-03-08,2021-03-08,601.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6db911bd64c45e2ebdc293ce7595ada96db911bd64c45e2ebdc293ce7595ada9
433,SP000433,202,336,422,12,1,Titan SalesPromotion 433,2021-03-09,2021-03-09,603.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8abbd36534f054e7a0c8a3373ab990d18abbd36534f054e7a0c8a3373ab990d1
434,SP000434,4,94,429,6,5,Northstar SalesPromotion 434,2021-03-10,2021-03-10,604.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1258887323a5807970a850167609ec6c1258887323a5807970a850167609ec6
435,SP000435,454,34,224,3,3,Summit SalesPromotion 435,2021-03-11,2021-03-11,605.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4afd0882492855a4b5d4f9a5799870324afd0882492855a4b5d4f9a579987032
436,SP000436,194,479,165,13,2,Titan SalesPromotion 436,2021-03-12,2021-03-12,607.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32feee9e62d95fc19f89e58e7b8535ba32feee9e62d95fc19f89e58e7b8535ba
437,SP000437,39,60,78,16,1,Cedar SalesPromotion 437,2021-03-13,2021-03-13,608.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1dd46c9e14b56a19a47adff6cfe65bbb1dd46c9e14b56a19a47adff6cfe65bb
438,SP000438,261,61,206,5,5,Evergreen SalesPromotion 438,2021-03-14,2021-03-14,610.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5fed135bf7835d1d8a4b139ba713939d5fed135bf7835d1d8a4b139ba713939d
439,SP000439,348,474,287,10,5,Junction SalesPromotion 439,2021-03-15,2021-03-15,611.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d7637979cb05244ba34e46d6d1535bc7d7637979cb05244ba34e46d6d1535bc
440,SP000440,372,135,279,6,1,Evergreen SalesPromotion 440,2021-03-16,2021-03-16,612.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90b3ddff04f957b4bfadb62e1501c9d790b3ddff04f957b4bfadb62e1501c9d7
441,SP000441,424,156,127,14,5,Quartz SalesPromotion 441,2021-03-17,2021-03-17,614.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d758d59371b053abb3ab9d44ced3b69dd758d59371b053abb3ab9d44ced3b69d
442,SP000442,362,-1,-1,8,5,Titan SalesPromotion 442,2021-03-18,2021-03-18,615.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cbbf8fa71655a5b84e55f48baf2f0f81cbbf8fa71655a5b84e55f48baf2f0f8
443,SP000443,485,38,109,16,5,Junction SalesPromotion 443,2021-03-19,2021-03-19,616.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b962c067f7ae56edb46ba517ffd67f14b962c067f7ae56edb46ba517ffd67f14
444,SP000444,83,395,416,15,1,Delta SalesPromotion 444,2021-03-20,2021-03-20,618.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53df89f5e7f35d5083021710ab6c185c53df89f5e7f35d5083021710ab6c185c
445,SP000445,12,220,383,1,4,Pioneer SalesPromotion 445,2021-03-21,2021-03-21,619.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79742bf765fe54e09b9c2386ae27654a79742bf765fe54e09b9c2386ae27654a
446,SP000446,57,72,194,6,3,Summit SalesPromotion 446,2021-03-22,2021-03-22,621.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,932ee543af7f54908cb3e928bff7e867932ee543af7f54908cb3e928bff7e867
447,SP000447,34,254,442,16,4,Northstar SalesPromotion 447,2021-03-23,2021-03-23,622.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35d7033188d754f383012e818260109335d7033188d754f383012e8182601093
448,SP000448,400,74,210,18,1,Quartz SalesPromotion 448,2021-03-24,2021-03-24,623.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5213e7f5d2a5444acb95751613a2d52b5213e7f5d2a5444acb95751613a2d52
449,SP000449,194,161,416,7,3,Unity SalesPromotion 449,2021-03-25,2021-03-25,625.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e366d6348d095fb59b80012c59035a70e366d6348d095fb59b80012c59035a70
450,SP000450,213,85,450,16,5,Delta SalesPromotion 450,2021-03-26,2021-03-26,626.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bba0b514a82e5561ae1a5ab4adf9a874bba0b514a82e5561ae1a5ab4adf9a874
451,SP000451,260,198,104,7,5,Delta SalesPromotion 451,2021-03-27,2021-03-27,627.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33234897eeea56ab974df973425e277833234897eeea56ab974df973425e2778
452,SP000452,175,255,166,5,2,Ion SalesPromotion 452,2021-03-28,2021-03-28,629.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c538d41fc0f50b9a9fbaccdba62ccfd3c538d41fc0f50b9a9fbaccdba62ccfd
453,SP000453,451,270,212,17,5,Unity SalesPromotion 453,2021-03-29,2021-03-29,630.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86ce951828a75716afa996b5dfda0e4086ce951828a75716afa996b5dfda0e40
454,SP000454,38,480,66,13,4,Junction SalesPromotion 454,2021-03-30,2021-03-30,631.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5310246805d1547d9a3407e0334ec7e75310246805d1547d9a3407e0334ec7e7
455,SP000455,48,247,49,2,4,Vertex SalesPromotion 455,2021-03-31,2021-03-31,633.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6baddaebd1b55093a1c5dd643f39ee9a6baddaebd1b55093a1c5dd643f39ee9a
456,SP000456,97,142,250,9,5,Liberty SalesPromotion 456,2021-04-01,2021-04-01,634.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56fe96eed3c45d3cb340138f2a832a4456fe96eed3c45d3cb340138f2a832a44
457,SP000457,208,232,29,16,2,Delta SalesPromotion 457,2021-04-02,2021-04-02,636.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2986e7f8b7f95e8199b24926c63680892986e7f8b7f95e8199b24926c6368089
458,SP000458,382,116,8,17,4,Forge SalesPromotion 458,2021-04-03,2021-04-03,637.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6709a82d623653348854cc01650e620d6709a82d623653348854cc01650e620d
459,SP000459,92,-1,-1,15,1,Summit SalesPromotion 459,2021-04-04,2021-04-04,638.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a434fd509c651ee89efd55d9c699b6b2a434fd509c651ee89efd55d9c699b6b
460,SP000460,136,78,38,12,4,Riverton SalesPromotion 460,2021-04-05,2021-04-05,640.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,222078ea996a523eb20792215760b9ea222078ea996a523eb20792215760b9ea
461,SP000461,301,317,252,5,1,Keystone SalesPromotion 461,2021-04-06,2021-04-06,641.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a718c16bc8c5e1c926073a59145cfac7a718c16bc8c5e1c926073a59145cfac
462,SP000462,496,165,382,5,1,Evergreen SalesPromotion 462,2021-04-07,2021-04-07,642.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8bad9a653165a98a1d6c3505620f714f8bad9a653165a98a1d6c3505620f714
463,SP000463,165,174,219,18,5,Cedar SalesPromotion 463,2021-04-08,2021-04-08,644.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b095be2b6995d40b80317f4e2cd1a7c8b095be2b6995d40b80317f4e2cd1a7c
464,SP000464,489,237,421,12,3,Titan SalesPromotion 464,2021-04-09,2021-04-09,645.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c2d60e011955afaae083ee9cb7e937c6c2d60e011955afaae083ee9cb7e937c
465,SP000465,398,324,408,6,3,Forge SalesPromotion 465,2021-04-10,2021-04-10,647.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f5fc0286d965765a050fac36cceb7723f5fc0286d965765a050fac36cceb772
466,SP000466,401,220,404,15,5,Granite SalesPromotion 466,2021-04-11,2021-04-11,648.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94a074bda82a53bea35393a6bee8048e94a074bda82a53bea35393a6bee8048e
467,SP000467,353,477,432,5,3,Riverton SalesPromotion 467,2021-04-12,2021-04-12,649.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72cc292d448759adbec961e03356c7fe72cc292d448759adbec961e03356c7fe
468,SP000468,426,371,47,4,5,Liberty SalesPromotion 468,2021-04-13,2021-04-13,651.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8c27bae23c4544f898c6d84e7f33b18f8c27bae23c4544f898c6d84e7f33b18
469,SP000469,154,461,417,2,3,Summit SalesPromotion 469,2021-04-14,2021-04-14,652.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,676a84b941105bceaa5921a1be45cb33676a84b941105bceaa5921a1be45cb33
470,SP000470,267,344,479,16,3,Willow SalesPromotion 470,2021-04-15,2021-04-15,653.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c803ec02aa045ae2880b26d5d94a26d8c803ec02aa045ae2880b26d5d94a26d8
471,SP000471,325,359,304,14,2,Forge SalesPromotion 471,2021-04-16,2021-04-16,655.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4081966076be567f9ffd3e9946cbcd7b4081966076be567f9ffd3e9946cbcd7b
472,SP000472,117,285,304,5,4,Zenith SalesPromotion 472,2021-04-17,2021-04-17,656.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b65a6f02ef54590196bd7aa9a38ae224b65a6f02ef54590196bd7aa9a38ae224
473,SP000473,278,324,493,1,4,Atlas SalesPromotion 473,2021-04-18,2021-04-18,658.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24ccc9ae66e258928e3219be5ee5973324ccc9ae66e258928e3219be5ee59733
474,SP000474,366,121,212,10,1,Pioneer SalesPromotion 474,2021-04-19,2021-04-19,659.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a87cbfd14b2150379146b38b85b6dce1a87cbfd14b2150379146b38b85b6dce1
475,SP000475,130,324,173,10,3,Forge SalesPromotion 475,2021-04-20,2021-04-20,660.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43df1dc725ac590aa5b3bd2396128b4043df1dc725ac590aa5b3bd2396128b40
476,SP000476,139,-1,-1,7,2,Zenith SalesPromotion 476,2021-04-21,2021-04-21,662.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8779f9e02de54fdad67e1591074e822e8779f9e02de54fdad67e1591074e822
477,SP000477,363,14,228,5,3,Junction SalesPromotion 477,2021-04-22,2021-04-22,663.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ce3a13869d25165b40637899dfcb6c70ce3a13869d25165b40637899dfcb6c7
478,SP000478,402,339,343,2,1,Atlas SalesPromotion 478,2021-04-23,2021-04-23,664.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3332a388fe45d79b0fd9f3306b4850dd3332a388fe45d79b0fd9f3306b4850d
