LaborAssignmentKey,LaborAssignmentNumber,EmployeeKey,PlantKey,BusinessUnitKey,CostCenterKey,LaborJobGradeKey,LaborEmploymentStatusKey,AssignmentName,StandardWeeklyHours,IsPrimaryAssignment,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
415,LA000415,139,207,160,245,18,7,Orion LaborAssignment 415,8.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07b53b4e13cc5e04bbb632e929d1960c07b53b4e13cc5e04bbb632e929d1960c
416,LA000416,102,10,418,98,10,7,Junction LaborAssignment 416,9.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c172c3a5bcf5e8e8d6ad52116b9d89b5c172c3a5bcf5e8e8d6ad52116b9d89b
417,LA000417,198,1,332,320,26,4,Unity LaborAssignment 417,10.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16ed929e842c5f6eb56441ba84f79f3316ed929e842c5f6eb56441ba84f79f33
418,LA000418,181,166,361,448,24,6,Ion LaborAssignment 418,11.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,605eef2b075f5b6e96067490d9850ac5605eef2b075f5b6e96067490d9850ac5
419,LA000419,292,97,85,395,17,4,Northstar LaborAssignment 419,12.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9695e74021b15d8cac3806dd284b8ce19695e74021b15d8cac3806dd284b8ce1
420,LA000420,336,88,338,291,11,7,Beacon LaborAssignment 420,13.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d38958487473534db3926d441af3f943d38958487473534db3926d441af3f943
421,LA000421,164,95,172,151,14,4,Unity LaborAssignment 421,14.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e702b2ad3ab564da6335b9418a46be93e702b2ad3ab564da6335b9418a46be9
422,LA000422,368,232,351,339,29,1,Northstar LaborAssignment 422,15.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec7068f78b0150d4b459ce7f1000a057ec7068f78b0150d4b459ce7f1000a057
423,LA000423,384,112,130,304,15,2,Junction LaborAssignment 423,16.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74145c1c46a657bea38ef8d4ce88f0a274145c1c46a657bea38ef8d4ce88f0a2
424,LA000424,186,35,77,59,34,3,Forge LaborAssignment 424,17.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21a65491876a50ef9fce1e660900ac1f21a65491876a50ef9fce1e660900ac1f
425,LA000425,32,46,433,499,5,8,Harbor LaborAssignment 425,18.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,943e5412f4a856ec9276c515a5ce3153943e5412f4a856ec9276c515a5ce3153
426,LA000426,442,274,287,38,19,6,Orion LaborAssignment 426,19.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69b19017e901523d8f47c29eda43586c69b19017e901523d8f47c29eda43586c
427,LA000427,66,282,42,200,11,3,Zenith LaborAssignment 427,20.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0274b639ec3b5c68aa3c088227ff00290274b639ec3b5c68aa3c088227ff0029
428,LA000428,56,290,142,437,32,6,Pioneer LaborAssignment 428,21.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce66ea95b34553e693c7ef4769da676cce66ea95b34553e693c7ef4769da676c
429,LA000429,306,78,93,405,15,7,Orion LaborAssignment 429,22.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f81807850ad504ba3645ea6c45e8b1e1f81807850ad504ba3645ea6c45e8b1e
430,LA000430,177,45,359,115,29,7,Keystone LaborAssignment 430,23.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dedeae369bb2537b8f331a7657ecb418dedeae369bb2537b8f331a7657ecb418
431,LA000431,89,55,145,440,9,2,Meridian LaborAssignment 431,24.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8daead7baf7656bd9f5d48cf604e93d68daead7baf7656bd9f5d48cf604e93d6
432,LA000432,392,321,115,418,29,4,Beacon LaborAssignment 432,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9dee831acba5cfb910dacc7bd982378b9dee831acba5cfb910dacc7bd982378
433,LA000433,306,151,247,243,13,1,Harbor LaborAssignment 433,2.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56525e9381bb599ab1e274548272111956525e9381bb599ab1e2745482721119
434,LA000434,424,123,396,44,27,3,Beacon LaborAssignment 434,3.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4fd7861a21d358e7bc7afb83d395d3e14fd7861a21d358e7bc7afb83d395d3e1
435,LA000435,371,60,222,86,15,6,Harbor LaborAssignment 435,4.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,635a758c67e95ae183aace648c649027635a758c67e95ae183aace648c649027
436,LA000436,441,295,244,263,5,5,Zenith LaborAssignment 436,5.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc8665381f005efbaf45c0377ee16256cc8665381f005efbaf45c0377ee16256
437,LA000437,199,179,386,137,27,6,Meridian LaborAssignment 437,6.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87cc05eac41952c3aa84db03fda7a3fe87cc05eac41952c3aa84db03fda7a3fe
438,LA000438,263,11,117,147,24,5,Evergreen LaborAssignment 438,7.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,083d8856831954e6aa9a2e7cb1b81974083d8856831954e6aa9a2e7cb1b81974
439,LA000439,197,25,20,354,4,7,Cedar LaborAssignment 439,8.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4bb4bddf3495931beebab842a606e8dc4bb4bddf3495931beebab842a606e8d
440,LA000440,273,267,10,450,22,8,Vertex LaborAssignment 440,9.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1dc50fede1856569a50bc278b5cc7bfd1dc50fede1856569a50bc278b5cc7bf
441,LA000441,257,195,494,169,25,1,Northstar LaborAssignment 441,10.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0168a8b0b61a5ca98925bd62ef5c35e90168a8b0b61a5ca98925bd62ef5c35e9
442,LA000442,341,138,339,488,33,8,Cedar LaborAssignment 442,11.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1e7e519d45c5b83960f6dde9dac324ac1e7e519d45c5b83960f6dde9dac324a
443,LA000443,197,145,203,434,19,5,Delta LaborAssignment 443,12.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,438fffbc837c5151b2a59d19af219212438fffbc837c5151b2a59d19af219212
444,LA000444,59,273,412,275,9,4,Pioneer LaborAssignment 444,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72d41e4124f758abae1701af62dbc12a72d41e4124f758abae1701af62dbc12a
445,LA000445,480,104,286,34,13,2,Liberty LaborAssignment 445,14.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,485381e5c9e553ed9c1ef449197eb322485381e5c9e553ed9c1ef449197eb322
446,LA000446,118,108,95,331,23,2,Meridian LaborAssignment 446,15.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,454e5eab96c15bc0b99d6fac6d7d2fa4454e5eab96c15bc0b99d6fac6d7d2fa4
447,LA000447,133,151,204,318,5,1,Riverton LaborAssignment 447,16.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3c988092bc65569866b871383772649e3c988092bc65569866b871383772649
448,LA000448,137,292,389,372,32,1,Cedar LaborAssignment 448,17.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c0d73cb67ba5b81802a81862f1519293c0d73cb67ba5b81802a81862f151929
449,LA000449,254,87,117,256,3,6,Titan LaborAssignment 449,18.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d30f324084f857d4b9367b88338be9c6d30f324084f857d4b9367b88338be9c6
450,LA000450,227,298,366,27,10,2,Junction LaborAssignment 450,19.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e7c8624dab25000a8ac4eccad329f784e7c8624dab25000a8ac4eccad329f78
451,LA000451,165,317,447,7,25,2,Northstar LaborAssignment 451,20.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,332597257bfe5fa3b11bf40d9feba443332597257bfe5fa3b11bf40d9feba443
452,LA000452,406,169,386,174,15,2,Pioneer LaborAssignment 452,21.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33671da1982e55bfa52b03de51a7a58633671da1982e55bfa52b03de51a7a586
453,LA000453,72,171,496,17,6,1,Evergreen LaborAssignment 453,22.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2180e755a9fc58f8b7ffc9d1f502275f2180e755a9fc58f8b7ffc9d1f502275f
454,LA000454,141,72,442,252,30,8,Atlas LaborAssignment 454,23.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62d96414903c5ab7ad6b76eabe90443462d96414903c5ab7ad6b76eabe904434
455,LA000455,246,301,232,292,3,1,Granite LaborAssignment 455,24.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79273fe252ab5054b60f1ebfd8e359ab79273fe252ab5054b60f1ebfd8e359ab
456,LA000456,66,39,89,378,29,1,Willow LaborAssignment 456,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e971faf571ba506db61e52c6a1413edbe971faf571ba506db61e52c6a1413edb
457,LA000457,319,24,396,333,11,7,Ion LaborAssignment 457,2.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08db513828b55dc3854b25be8f7160df08db513828b55dc3854b25be8f7160df
458,LA000458,259,171,200,2,5,8,Delta LaborAssignment 458,3.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e5d05d8ac405ee4ae4a29167633e9d15e5d05d8ac405ee4ae4a29167633e9d1
459,LA000459,448,204,308,37,27,8,Pioneer LaborAssignment 459,4.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7d0c5893223544abf56f3ee43699885c7d0c5893223544abf56f3ee43699885
460,LA000460,158,151,403,25,34,6,Meridian LaborAssignment 460,5.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bca9c2247c9853528f67bcbd24a11342bca9c2247c9853528f67bcbd24a11342
461,LA000461,20,226,405,198,33,6,Granite LaborAssignment 461,6.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ebbe461a169556788b773cd292153d71ebbe461a169556788b773cd292153d7
462,LA000462,429,188,184,414,21,6,Granite LaborAssignment 462,7.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae375bf697925ddabea608e37bf1a5a2ae375bf697925ddabea608e37bf1a5a2
463,LA000463,349,264,347,39,8,7,Cedar LaborAssignment 463,8.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a152f3f8084544d945e3ebcb6f985a19a152f3f8084544d945e3ebcb6f985a1
464,LA000464,71,206,265,313,8,1,Summit LaborAssignment 464,9.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a44c44a6c5f5f99be386105e0030fa34a44c44a6c5f5f99be386105e0030fa3
465,LA000465,67,139,46,263,25,6,Delta LaborAssignment 465,10.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6599aaec1ed05880aec4498cd5b990876599aaec1ed05880aec4498cd5b99087
466,LA000466,161,180,1,324,30,1,Willow LaborAssignment 466,11.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfadafe6f55f50c1a8a5e6bf1f2b1fe1dfadafe6f55f50c1a8a5e6bf1f2b1fe1
467,LA000467,218,218,443,37,20,2,Forge LaborAssignment 467,12.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62f4ab182e56567b882a19591a13c1a362f4ab182e56567b882a19591a13c1a3
468,LA000468,467,22,379,6,21,6,Quartz LaborAssignment 468,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23d8674ac4de5fd48cd884c03a4d11fc23d8674ac4de5fd48cd884c03a4d11fc
469,LA000469,36,104,230,63,23,3,Pioneer LaborAssignment 469,14.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bad81e9e3175254838b784ae9bb19cd2bad81e9e3175254838b784ae9bb19cd
470,LA000470,247,14,442,212,15,4,Zenith LaborAssignment 470,15.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51d671bb712a52a9ad30c656167718d451d671bb712a52a9ad30c656167718d4
471,LA000471,414,163,482,201,5,2,Orion LaborAssignment 471,16.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a44a662c21ea53b08fcfabe9071ff33fa44a662c21ea53b08fcfabe9071ff33f
472,LA000472,496,198,54,101,23,2,Northstar LaborAssignment 472,17.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bc82b0ef5ad5eafa1d953fb516ae9e21bc82b0ef5ad5eafa1d953fb516ae9e2
473,LA000473,106,132,17,212,24,7,Orion LaborAssignment 473,18.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08e70d21a35d5f89b1bcee47799e839008e70d21a35d5f89b1bcee47799e8390
474,LA000474,315,252,475,465,25,6,Quartz LaborAssignment 474,19.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38d954cacc465af98bb9185a7fd174cd38d954cacc465af98bb9185a7fd174cd
475,LA000475,122,331,128,88,26,8,Vertex LaborAssignment 475,20.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54761db9a11d599c91b356bb6d639be454761db9a11d599c91b356bb6d639be4
476,LA000476,471,175,210,366,32,8,Granite LaborAssignment 476,21.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1626b5ef3a255bcd88746b88844529a41626b5ef3a255bcd88746b88844529a4
477,LA000477,213,242,217,401,30,4,Orion LaborAssignment 477,22.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c681af37176b595389e627736f5929cac681af37176b595389e627736f5929ca
478,LA000478,75,309,484,84,27,6,Summit LaborAssignment 478,23.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ead0a93f58565a90a6482d49e2184511ead0a93f58565a90a6482d49e2184511
479,LA000479,128,335,212,96,3,4,Harbor LaborAssignment 479,24.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af0725b7d55950fc810688319660045caf0725b7d55950fc810688319660045c
480,LA000480,151,199,437,133,14,7,Pioneer LaborAssignment 480,1.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4ad1825a4f55363bed7a8463cb4e2f2f4ad1825a4f55363bed7a8463cb4e2f2
481,LA000481,104,121,454,173,22,8,Summit LaborAssignment 481,2.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,000ecac5697f5a5bb213d309c2cab890000ecac5697f5a5bb213d309c2cab890
482,LA000482,199,28,477,55,7,3,Titan LaborAssignment 482,3.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98af35f1a5e65e14aa63c8ca1311759598af35f1a5e65e14aa63c8ca13117595
483,LA000483,267,220,340,206,4,6,Vertex LaborAssignment 483,4.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ed0d32c519059cbbc608a0a1a40d5ab0ed0d32c519059cbbc608a0a1a40d5ab
484,LA000484,340,40,275,318,9,2,Vertex LaborAssignment 484,5.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4db1edaaa88a5dc2858aed8a115e6ea94db1edaaa88a5dc2858aed8a115e6ea9
485,LA000485,341,52,253,341,21,1,Meridian LaborAssignment 485,6.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1dc6b1d0f1fa51d9854515443abf30cf1dc6b1d0f1fa51d9854515443abf30cf
486,LA000486,120,303,478,466,22,1,Northstar LaborAssignment 486,7.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,930518e8576057fab7390c4e7670e71a930518e8576057fab7390c4e7670e71a
487,LA000487,193,102,401,282,3,1,Junction LaborAssignment 487,8.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32f626a93a295426903453041237c57432f626a93a295426903453041237c574
488,LA000488,371,53,159,258,27,6,Meridian LaborAssignment 488,9.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1ce206ec27a55ac8511daba30e03e57f1ce206ec27a55ac8511daba30e03e57
489,LA000489,289,32,472,22,3,3,Titan LaborAssignment 489,10.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8855ae713e605f7499f210e4ca5d012f8855ae713e605f7499f210e4ca5d012f
490,LA000490,74,187,259,370,33,1,Junction LaborAssignment 490,11.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7edd99963f2d5877be01fbb9b4328e2a7edd99963f2d5877be01fbb9b4328e2a
491,LA000491,97,194,115,236,28,4,Titan LaborAssignment 491,12.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69878c4e5cae59a1b0fe4dd8eac3050169878c4e5cae59a1b0fe4dd8eac30501
492,LA000492,128,10,221,384,3,6,Pioneer LaborAssignment 492,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f209cb898bbf5df39b31135bcbaa829ff209cb898bbf5df39b31135bcbaa829f
493,LA000493,140,74,103,267,4,8,Ion LaborAssignment 493,14.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,452b2196e9b8571fac2ee30c31bb1a45452b2196e9b8571fac2ee30c31bb1a45
494,LA000494,97,223,50,213,27,3,Unity LaborAssignment 494,15.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c12a5e5742f553c9aa31c8d792114f78c12a5e5742f553c9aa31c8d792114f7
495,LA000495,333,82,153,490,23,3,Beacon LaborAssignment 495,16.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a6180242cf655cda34b2f85187f58ed0a6180242cf655cda34b2f85187f58ed
496,LA000496,25,318,494,317,10,7,Harbor LaborAssignment 496,17.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df291122c59b5e0f98598605d01690f8df291122c59b5e0f98598605d01690f8
497,LA000497,321,131,428,35,24,1,Summit LaborAssignment 497,18.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2d7c6bc9d9d5943957c9bcdc0af8ff0e2d7c6bc9d9d5943957c9bcdc0af8ff0
498,LA000498,124,221,254,266,8,6,Keystone LaborAssignment 498,19.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9e7c7cb24ff55168721f01d2f670f18b9e7c7cb24ff55168721f01d2f670f18
499,LA000499,75,96,4,92,7,3,Granite LaborAssignment 499,20.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24059e929ac55848a7ee586f54feefca24059e929ac55848a7ee586f54feefca
500,LA000500,408,113,228,179,7,6,Ion LaborAssignment 500,21.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad91a7f38e9c5e8d812c7aa434fe994ead91a7f38e9c5e8d812c7aa434fe994e
