MachineKey,MachineNumber,AssetKey,WorkCenterKey,PlantKey,MachineStationKey,MachineCapacityRatingKey,RecordStatusKey,MachineName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
415,M000415,464,438,311,220,358,3,Liberty Machine 415,M000415,0,578.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4acba89c4df5cef953bf1857584949df4acba89c4df5cef953bf1857584949d
416,M000416,38,494,133,489,114,4,Junction Machine 416,M000416,1,579.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,373c3f9bec62509fa68c8785bafe71e0373c3f9bec62509fa68c8785bafe71e0
417,M000417,316,250,242,304,33,3,Zenith Machine 417,M000417,1,581.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94c1e216573b58c1be520e699bc33f1e94c1e216573b58c1be520e699bc33f1e
418,M000418,10,476,151,317,155,1,Meridian Machine 418,M000418,1,582.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b704b92cd5e05356a8ae77bc2b74b871b704b92cd5e05356a8ae77bc2b74b871
419,M000419,238,423,280,21,456,1,Vertex Machine 419,M000419,1,584.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a2c82971984521a81163997722b2e5b9a2c82971984521a81163997722b2e5b
420,M000420,477,15,85,376,315,3,Orion Machine 420,M000420,0,585.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5070d55a828f596386098b65c8f671b85070d55a828f596386098b65c8f671b8
421,M000421,47,318,25,410,84,4,Meridian Machine 421,M000421,1,586.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3490932804e58c09185bf6461f118b3f3490932804e58c09185bf6461f118b3
422,M000422,162,259,35,384,416,3,Ion Machine 422,M000422,1,588.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fd464a476ad5508a8443672940bae866fd464a476ad5508a8443672940bae86
423,M000423,369,272,273,7,39,4,Junction Machine 423,M000423,1,589.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50853613067a5eaf82095bb533a27bae50853613067a5eaf82095bb533a27bae
424,M000424,112,271,34,473,472,4,Unity Machine 424,M000424,1,590.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,edf1950de2e6525e8c45ddfd9b56b8b8edf1950de2e6525e8c45ddfd9b56b8b8
425,M000425,49,188,115,484,336,2,Vertex Machine 425,M000425,0,592.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5593477f80a560692dbb9e193d13a67a5593477f80a560692dbb9e193d13a67
426,M000426,180,144,137,422,8,1,Forge Machine 426,M000426,1,593.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0626e206e8125f78af1ab0c45f944b1d0626e206e8125f78af1ab0c45f944b1d
427,M000427,35,47,270,60,353,1,Ion Machine 427,M000427,1,594.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67270dabf5ec5c96b64d7feaf327abba67270dabf5ec5c96b64d7feaf327abba
428,M000428,481,266,7,127,225,4,Beacon Machine 428,M000428,1,596.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38d1d8a5c3555784a6977d80063a1bc338d1d8a5c3555784a6977d80063a1bc3
429,M000429,397,487,13,196,128,4,Evergreen Machine 429,M000429,1,597.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,250f3259279e5d5da924e6db9ffe4b83250f3259279e5d5da924e6db9ffe4b83
430,M000430,434,189,154,408,88,3,Cedar Machine 430,M000430,0,599.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df04f8cafa595ce685568be2db591428df04f8cafa595ce685568be2db591428
431,M000431,484,260,67,463,376,3,Summit Machine 431,M000431,1,600.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,633f188d7e1f55c582bdd4c967c897ea633f188d7e1f55c582bdd4c967c897ea
432,M000432,148,36,170,307,228,3,Quartz Machine 432,M000432,1,601.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d4400bf376d51c6a1aea7d1f6f94fa83d4400bf376d51c6a1aea7d1f6f94fa8
433,M000433,100,92,264,386,281,4,Ion Machine 433,M000433,1,603.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5fa7d18cee845138a03c1f6213cdd4935fa7d18cee845138a03c1f6213cdd493
434,M000434,240,378,326,382,414,1,Orion Machine 434,M000434,1,604.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e784ebcad5d25bb9b5bacf798a4bf2d4e784ebcad5d25bb9b5bacf798a4bf2d4
435,M000435,173,199,99,467,455,1,Orion Machine 435,M000435,0,605.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34eeed3b73eb50e196d0c29df2d8ed2934eeed3b73eb50e196d0c29df2d8ed29
436,M000436,354,264,239,470,214,1,Riverton Machine 436,M000436,1,607.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d86400409e65d149ae7fca6fd186f177d86400409e65d149ae7fca6fd186f17
437,M000437,477,475,303,353,205,2,Atlas Machine 437,M000437,1,608.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,caf5795d7d0b534ea4e72ac1cb113726caf5795d7d0b534ea4e72ac1cb113726
438,M000438,139,51,282,418,199,4,Keystone Machine 438,M000438,1,610.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa865dec05885748902f9de48d902bf2fa865dec05885748902f9de48d902bf2
439,M000439,447,392,25,454,459,1,Beacon Machine 439,M000439,1,611.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27dd36a8f9b2519e88945d6345f8883927dd36a8f9b2519e88945d6345f88839
440,M000440,407,145,338,283,222,1,Liberty Machine 440,M000440,0,612.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55794e3e25b254e295177a7919d205d955794e3e25b254e295177a7919d205d9
441,M000441,191,470,38,169,328,1,Harbor Machine 441,M000441,1,614.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5bcc75fa9f05bc595753fb0102251e2f5bcc75fa9f05bc595753fb0102251e2
442,M000442,246,468,304,361,118,2,Titan Machine 442,M000442,1,615.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3185bf26522d577b92d84a6faa1d52b53185bf26522d577b92d84a6faa1d52b5
443,M000443,169,294,301,495,76,1,Titan Machine 443,M000443,1,616.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6996fa39153451759757657535b7141d6996fa39153451759757657535b7141d
444,M000444,383,447,35,258,285,2,Liberty Machine 444,M000444,1,618.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c64d60f669a55fc992467f9530fd9801c64d60f669a55fc992467f9530fd980
445,M000445,215,404,2,370,169,3,Atlas Machine 445,M000445,0,619.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30f4f27c2b0b53cf835e79a9609ff99430f4f27c2b0b53cf835e79a9609ff994
446,M000446,188,273,192,499,373,2,Junction Machine 446,M000446,1,621.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7be0fe34d1385b26868b6bacd5a1dd157be0fe34d1385b26868b6bacd5a1dd15
447,M000447,339,487,299,458,11,2,Atlas Machine 447,M000447,1,622.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59e98049f61c5b86801c2c4c7512f65259e98049f61c5b86801c2c4c7512f652
448,M000448,494,404,71,460,34,2,Vertex Machine 448,M000448,1,623.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ada5b7855e957bca1aeedf6f37e5b907ada5b7855e957bca1aeedf6f37e5b90
449,M000449,149,35,61,319,491,2,Pioneer Machine 449,M000449,1,625.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f7662303e5055238e18d0be34bfa01e8f7662303e5055238e18d0be34bfa01e
450,M000450,494,162,274,207,248,3,Beacon Machine 450,M000450,0,626.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37e4faac09f45e87b1e30d1d92b57d8a37e4faac09f45e87b1e30d1d92b57d8a
451,M000451,65,401,15,219,313,4,Atlas Machine 451,M000451,1,627.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88da57e50961553abc6b8553f6bf80a288da57e50961553abc6b8553f6bf80a2
452,M000452,98,488,76,247,412,4,Willow Machine 452,M000452,1,629.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4294a2c409d56eaacd76e3441ec9997b4294a2c409d56eaacd76e3441ec9997
453,M000453,252,298,148,435,39,2,Liberty Machine 453,M000453,1,630.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0d432e432205fc18118ce5ebc7c5d1ab0d432e432205fc18118ce5ebc7c5d1a
454,M000454,299,411,54,157,482,3,Orion Machine 454,M000454,1,631.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fda4459ded0d550cbcf1496c9931e898fda4459ded0d550cbcf1496c9931e898
455,M000455,479,232,105,103,41,4,Evergreen Machine 455,M000455,0,633.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c9e5ed4134258989883466bc7025c488c9e5ed4134258989883466bc7025c48
456,M000456,386,441,228,163,353,4,Harbor Machine 456,M000456,1,634.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c00253e9ae93584ca8b3f8a0f105558fc00253e9ae93584ca8b3f8a0f105558f
457,M000457,45,121,247,240,386,2,Cedar Machine 457,M000457,1,636.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab172ef65d1551a8b69f00a9687dfff7ab172ef65d1551a8b69f00a9687dfff7
458,M000458,53,434,157,327,139,3,Meridian Machine 458,M000458,1,637.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60eaa529334853acb52d58e28457d70060eaa529334853acb52d58e28457d700
459,M000459,127,48,272,369,411,2,Orion Machine 459,M000459,1,638.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8bde8818ef05c36bb241e893ddd3a13c8bde8818ef05c36bb241e893ddd3a13
460,M000460,122,230,91,328,243,3,Orion Machine 460,M000460,0,640.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bcd17fe9090f5edeaeed7c4cbda36389bcd17fe9090f5edeaeed7c4cbda36389
461,M000461,304,141,252,439,63,1,Cedar Machine 461,M000461,1,641.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc41e595eb7b5820bfb25d08a4db3bfddc41e595eb7b5820bfb25d08a4db3bfd
462,M000462,254,132,283,349,136,3,Junction Machine 462,M000462,1,642.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6329638278f508b80ca2afa1738fd84c6329638278f508b80ca2afa1738fd84
463,M000463,330,51,122,291,17,3,Harbor Machine 463,M000463,1,644.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,815aca0100c151e9a59197fa84c71fb9815aca0100c151e9a59197fa84c71fb9
464,M000464,129,358,125,107,370,1,Keystone Machine 464,M000464,1,645.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,103ca7d427ce5497b0910bbd2886dc96103ca7d427ce5497b0910bbd2886dc96
465,M000465,29,286,213,40,43,1,Northstar Machine 465,M000465,0,647.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b0a7eefb7df5256b424599f2f9a70c69b0a7eefb7df5256b424599f2f9a70c6
466,M000466,434,193,86,253,229,4,Atlas Machine 466,M000466,1,648.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce992c4745775df7a02da006e4c5e3fbce992c4745775df7a02da006e4c5e3fb
467,M000467,16,250,86,418,357,3,Harbor Machine 467,M000467,1,649.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02e84c2ac2b8559e8d60bd634a1aa01a02e84c2ac2b8559e8d60bd634a1aa01a
468,M000468,476,322,216,199,350,3,Ion Machine 468,M000468,1,651.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,706010d710015f0c9980299acb25fab7706010d710015f0c9980299acb25fab7
469,M000469,321,286,269,258,216,2,Atlas Machine 469,M000469,1,652.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e79b293674e156ebb8b4b988e0c07be8e79b293674e156ebb8b4b988e0c07be8
470,M000470,262,479,290,129,180,3,Beacon Machine 470,M000470,0,653.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2177d15f4a5153bb8bca0e7b07802a6c2177d15f4a5153bb8bca0e7b07802a6c
471,M000471,20,128,278,440,468,3,Northstar Machine 471,M000471,1,655.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44613283e2e15745a66235114bf7f9fd44613283e2e15745a66235114bf7f9fd
472,M000472,315,455,263,378,272,1,Ion Machine 472,M000472,1,656.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9bd25d441fb5ba3b9022eaa2524fcf2c9bd25d441fb5ba3b9022eaa2524fcf2
473,M000473,411,108,315,489,364,2,Meridian Machine 473,M000473,1,658.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8ba23343be250b583956858b157ffc3d8ba23343be250b583956858b157ffc3
474,M000474,191,412,146,382,8,2,Ion Machine 474,M000474,1,659.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee070037a7835a9eb6ab97820c671c8eee070037a7835a9eb6ab97820c671c8e
475,M000475,243,182,41,497,140,3,Summit Machine 475,M000475,0,660.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,acc2fa6d0eae5893b2c2bbd7f00e2303acc2fa6d0eae5893b2c2bbd7f00e2303
476,M000476,157,391,255,229,56,3,Zenith Machine 476,M000476,1,662.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2380b5515edb56848ca9cab5ca5853982380b5515edb56848ca9cab5ca585398
477,M000477,101,174,155,356,260,4,Meridian Machine 477,M000477,1,663.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7947079f86795c6aa9c08c323d4fc0bc7947079f86795c6aa9c08c323d4fc0bc
478,M000478,391,105,163,417,179,3,Delta Machine 478,M000478,1,664.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71e225fcca5b5fe7bd8a2adaf3a3ad7a71e225fcca5b5fe7bd8a2adaf3a3ad7a
479,M000479,498,82,164,346,341,4,Beacon Machine 479,M000479,1,666.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7aa44de1a44581f9ece2c2edc62ba18b7aa44de1a44581f9ece2c2edc62ba18
480,M000480,264,125,84,103,256,1,Junction Machine 480,M000480,0,667.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c3e3f053e04528caa1d2976de6046984c3e3f053e04528caa1d2976de604698
481,M000481,224,131,81,287,486,1,Vertex Machine 481,M000481,1,668.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5c7b99becff510caad7418bf4061640e5c7b99becff510caad7418bf4061640
482,M000482,135,158,95,337,376,4,Junction Machine 482,M000482,1,670.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf48470afd5b59f69b322e6397e7ec35bf48470afd5b59f69b322e6397e7ec35
483,M000483,262,323,246,334,37,3,Cedar Machine 483,M000483,1,671.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c25afc728b145308af4af187732809cfc25afc728b145308af4af187732809cf
484,M000484,497,131,109,111,349,3,Titan Machine 484,M000484,1,673.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29ae12fc0a8a569c91ca69621aac0d2129ae12fc0a8a569c91ca69621aac0d21
485,M000485,363,471,202,460,172,4,Liberty Machine 485,M000485,0,674.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1640d232e1d95f54843bc287246bc3831640d232e1d95f54843bc287246bc383
486,M000486,226,215,93,311,474,3,Granite Machine 486,M000486,1,675.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e64fdf672ca257d995159b2be2a3899ae64fdf672ca257d995159b2be2a3899a
487,M000487,264,454,248,46,455,4,Beacon Machine 487,M000487,1,677.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93583927abb35bb8b93cd2b2845efc6e93583927abb35bb8b93cd2b2845efc6e
488,M000488,469,39,166,210,116,2,Keystone Machine 488,M000488,1,678.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,644b88a4313d50d08aaf6c6559fada5e644b88a4313d50d08aaf6c6559fada5e
489,M000489,28,326,42,206,167,3,Harbor Machine 489,M000489,1,679.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e797a475bb865eb08f205c0d592ad160e797a475bb865eb08f205c0d592ad160
490,M000490,313,53,263,83,86,1,Cedar Machine 490,M000490,0,681.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1af7d071b5f65bf298650fd619d5865b1af7d071b5f65bf298650fd619d5865b
491,M000491,287,445,104,26,245,3,Riverton Machine 491,M000491,1,682.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2757bf25216524aa9b3cc31de99d555b2757bf25216524aa9b3cc31de99d555
492,M000492,239,392,160,257,196,2,Liberty Machine 492,M000492,1,684.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c3b9d032cd9569f86f5a5997116849e2c3b9d032cd9569f86f5a5997116849e
493,M000493,369,184,281,201,459,1,Meridian Machine 493,M000493,1,685.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2826a56316805e7b9686083deb9fa35c2826a56316805e7b9686083deb9fa35c
494,M000494,425,258,12,456,49,3,Cedar Machine 494,M000494,1,686.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03498f36c591571d9eb923aecd75638c03498f36c591571d9eb923aecd75638c
495,M000495,280,129,83,380,454,4,Cedar Machine 495,M000495,0,688.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14d2df7b66b056ccacddcd0d22b9394514d2df7b66b056ccacddcd0d22b93945
496,M000496,126,354,200,155,32,2,Forge Machine 496,M000496,1,689.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c5f2747d5a851118410f238899d745d7c5f2747d5a851118410f238899d745d
497,M000497,380,309,213,91,272,1,Quartz Machine 497,M000497,1,690.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d64ee1ce9fcc59c3bcd85dd6afd95b58d64ee1ce9fcc59c3bcd85dd6afd95b58
498,M000498,412,274,171,121,68,1,Evergreen Machine 498,M000498,1,692.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ff724fbd43c517aaa790a322cfc759a9ff724fbd43c517aaa790a322cfc759a
499,M000499,40,162,24,233,315,3,Northstar Machine 499,M000499,1,693.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df0fe2cb7c895b26baf86c5ec220c679df0fe2cb7c895b26baf86c5ec220c679
500,M000500,185,245,135,421,67,3,Quartz Machine 500,M000500,0,695.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91f5d630b6795464bdc9484b835158c391f5d630b6795464bdc9484b835158c3
