InventorySerialNumberKey,SerialNumber,ProductKey,InventoryLotKey,InventoryStockStatusKey,SerialDescription,ActivationDate,WarrantyEndDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
403,ISN000403,58,163,10,InventorySerialNumber starter record 403,2021-02-07,2022-02-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84e7ea8a42b05761995b3877152cbe4b84e7ea8a42b05761995b3877152cbe4b
404,ISN000404,82,1,7,InventorySerialNumber starter record 404,2021-02-08,2022-02-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d75ab6cb9e75e2b928faf0cd9be37e13d75ab6cb9e75e2b928faf0cd9be37e1
405,ISN000405,242,132,2,InventorySerialNumber starter record 405,2021-02-09,2022-02-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4d03ebc403f5a5cbbc54a62a832f1c6b4d03ebc403f5a5cbbc54a62a832f1c6
406,ISN000406,270,204,3,InventorySerialNumber starter record 406,2021-02-10,2022-02-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70021c65bd5f5af8a01f33f1f761b4d870021c65bd5f5af8a01f33f1f761b4d8
407,ISN000407,21,273,6,InventorySerialNumber starter record 407,2021-02-11,2022-02-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e637e9f5e7085c14b70348138a653e3be637e9f5e7085c14b70348138a653e3b
408,ISN000408,382,-1,7,InventorySerialNumber starter record 408,2021-02-12,2022-02-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,852a129d56da50d4852695e37bcc985e852a129d56da50d4852695e37bcc985e
409,ISN000409,49,396,4,InventorySerialNumber starter record 409,2021-02-13,2022-02-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25de29f81fc759a586c3b398ce13612625de29f81fc759a586c3b398ce136126
410,ISN000410,39,306,3,InventorySerialNumber starter record 410,2021-02-14,2022-02-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,768ced525b845e79a1e6379d819c1150768ced525b845e79a1e6379d819c1150
411,ISN000411,40,198,9,InventorySerialNumber starter record 411,2021-02-15,2022-02-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08b6d3cb60f459bbbddf550efcff66d908b6d3cb60f459bbbddf550efcff66d9
412,ISN000412,105,473,4,InventorySerialNumber starter record 412,2021-02-16,2022-02-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2843d8d8f925d5a897557466d6de07cf2843d8d8f925d5a897557466d6de07c
413,ISN000413,457,393,3,InventorySerialNumber starter record 413,2021-02-17,2022-02-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c9d6cacedbb5beea51e5c88ea9292686c9d6cacedbb5beea51e5c88ea929268
414,ISN000414,362,149,4,InventorySerialNumber starter record 414,2021-02-18,2022-02-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d54c0f8e7917548c948c205c3d14aa08d54c0f8e7917548c948c205c3d14aa08
415,ISN000415,318,391,4,InventorySerialNumber starter record 415,2021-02-19,2022-02-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92863d101792549696df15671437e09f92863d101792549696df15671437e09f
416,ISN000416,462,393,6,InventorySerialNumber starter record 416,2021-02-20,2022-02-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b50c2a90b684570a8b4d35243d90269fb50c2a90b684570a8b4d35243d90269f
417,ISN000417,29,375,9,InventorySerialNumber starter record 417,2021-02-21,2022-02-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b31851fbb85f5f4b9651dd13befb5fb6b31851fbb85f5f4b9651dd13befb5fb6
418,ISN000418,430,102,3,InventorySerialNumber starter record 418,2021-02-22,2022-02-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92d84fb96c785623b6fedfb18a16a5ca92d84fb96c785623b6fedfb18a16a5ca
419,ISN000419,256,419,2,InventorySerialNumber starter record 419,2021-02-23,2022-02-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0102882377457c9a068e6a4b25ffe7ef0102882377457c9a068e6a4b25ffe7e
420,ISN000420,127,251,5,InventorySerialNumber starter record 420,2021-02-24,2022-02-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b354aa4fa8f2525c87546efa73aa4bd0b354aa4fa8f2525c87546efa73aa4bd0
421,ISN000421,115,58,2,InventorySerialNumber starter record 421,2021-02-25,2022-02-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3fe42e8c89625c6ea770d65861de43883fe42e8c89625c6ea770d65861de4388
422,ISN000422,25,48,10,InventorySerialNumber starter record 422,2021-02-26,2022-02-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,229f8fd963cd5623b76e7928cb2ac9d9229f8fd963cd5623b76e7928cb2ac9d9
423,ISN000423,29,289,9,InventorySerialNumber starter record 423,2021-02-27,2022-02-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1d13c99fc655a35be3224881f6fe932a1d13c99fc655a35be3224881f6fe932
424,ISN000424,332,406,1,InventorySerialNumber starter record 424,2021-02-28,2022-02-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26a8999ea1b95794a05b6c2c0988ae9d26a8999ea1b95794a05b6c2c0988ae9d
425,ISN000425,228,-1,1,InventorySerialNumber starter record 425,2021-03-01,2022-03-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7aa3bb76ead65f8c9309f515bf75806e7aa3bb76ead65f8c9309f515bf75806e
426,ISN000426,184,233,9,InventorySerialNumber starter record 426,2021-03-02,2022-03-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57272e742b97511b94fec443de5ca20357272e742b97511b94fec443de5ca203
427,ISN000427,254,113,1,InventorySerialNumber starter record 427,2021-03-03,2022-03-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53f91b2b417f52bb8b60038e89b70b0853f91b2b417f52bb8b60038e89b70b08
428,ISN000428,449,238,4,InventorySerialNumber starter record 428,2021-03-04,2022-03-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94ef72ac323b5894b42d50e926e83db994ef72ac323b5894b42d50e926e83db9
429,ISN000429,409,186,1,InventorySerialNumber starter record 429,2021-03-05,2022-03-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a090506ed8fa57ef84ae1a5646e817f1a090506ed8fa57ef84ae1a5646e817f1
430,ISN000430,81,348,5,InventorySerialNumber starter record 430,2021-03-06,2022-03-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9701b37416454a1ac36017e2b1cd659f9701b37416454a1ac36017e2b1cd659
431,ISN000431,262,328,9,InventorySerialNumber starter record 431,2021-03-07,2022-03-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7b7caa249ac55dcbd2959def98f5a53e7b7caa249ac55dcbd2959def98f5a53
432,ISN000432,398,210,1,InventorySerialNumber starter record 432,2021-03-08,2022-03-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ddd2141b501756d996ad35df9f31adb0ddd2141b501756d996ad35df9f31adb0
433,ISN000433,451,13,9,InventorySerialNumber starter record 433,2021-03-09,2022-03-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff1a7e74c7ce535c9b9ec9cacc747233ff1a7e74c7ce535c9b9ec9cacc747233
434,ISN000434,460,40,9,InventorySerialNumber starter record 434,2021-03-10,2022-03-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,275d250722cd5c5bb81a056f4c712bbf275d250722cd5c5bb81a056f4c712bbf
435,ISN000435,77,480,4,InventorySerialNumber starter record 435,2021-03-11,2022-03-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38d91ad2f6575336b2f8b69622acc89f38d91ad2f6575336b2f8b69622acc89f
436,ISN000436,304,134,6,InventorySerialNumber starter record 436,2021-03-12,2022-03-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,956b36ff31515429a968273024403bc4956b36ff31515429a968273024403bc4
437,ISN000437,430,297,3,InventorySerialNumber starter record 437,2021-03-13,2022-03-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c241b917db75c28bc7449ac04862f005c241b917db75c28bc7449ac04862f00
438,ISN000438,364,175,9,InventorySerialNumber starter record 438,2021-03-14,2022-03-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49c4c20b57f55efb888547dd917683a349c4c20b57f55efb888547dd917683a3
439,ISN000439,28,56,7,InventorySerialNumber starter record 439,2021-03-15,2022-03-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2f3b4bc9fc454a1851e459beb87cf06a2f3b4bc9fc454a1851e459beb87cf06
440,ISN000440,48,86,4,InventorySerialNumber starter record 440,2021-03-16,2022-03-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02fe9a3993405c198dbc72000ab61b5902fe9a3993405c198dbc72000ab61b59
441,ISN000441,420,41,8,InventorySerialNumber starter record 441,2021-03-17,2022-03-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b15fc9b7b08591580d1bb9f151842bf3b15fc9b7b08591580d1bb9f151842bf
442,ISN000442,171,-1,4,InventorySerialNumber starter record 442,2021-03-18,2022-03-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08ea05bef2985bfb8884846335f7f04308ea05bef2985bfb8884846335f7f043
443,ISN000443,82,230,5,InventorySerialNumber starter record 443,2021-03-19,2022-03-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0cb087a1b8035c1191144060bb9268dd0cb087a1b8035c1191144060bb9268dd
444,ISN000444,492,47,4,InventorySerialNumber starter record 444,2021-03-20,2022-03-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c79164dabd15359a705e57ba660cee03c79164dabd15359a705e57ba660cee0
445,ISN000445,195,177,9,InventorySerialNumber starter record 445,2021-03-21,2022-03-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,add4b3bf11cd58cc8361bc90b33bd8deadd4b3bf11cd58cc8361bc90b33bd8de
446,ISN000446,80,183,1,InventorySerialNumber starter record 446,2021-03-22,2022-03-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a31585ce2ee5e56bf69dba8e47524d50a31585ce2ee5e56bf69dba8e47524d5
447,ISN000447,74,371,8,InventorySerialNumber starter record 447,2021-03-23,2022-03-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a35cfa96822f54b08fac5a3b4753b75aa35cfa96822f54b08fac5a3b4753b75a
448,ISN000448,422,116,10,InventorySerialNumber starter record 448,2021-03-24,2022-03-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe62b209897b531294f48fce7c69323cfe62b209897b531294f48fce7c69323c
449,ISN000449,14,24,9,InventorySerialNumber starter record 449,2021-03-25,2022-03-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,598d700edb715ed2b83b2258e4f7ef6b598d700edb715ed2b83b2258e4f7ef6b
450,ISN000450,325,273,6,InventorySerialNumber starter record 450,2021-03-26,2022-03-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0bfd170520057ca87f4912c3874caedc0bfd170520057ca87f4912c3874caed
451,ISN000451,187,177,6,InventorySerialNumber starter record 451,2021-03-27,2022-03-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d6506ffb1b45918b220bf66192dfca57d6506ffb1b45918b220bf66192dfca5
452,ISN000452,455,435,9,InventorySerialNumber starter record 452,2021-03-28,2022-03-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe6b5dfc208453b8982d14f7bddea0cafe6b5dfc208453b8982d14f7bddea0ca
453,ISN000453,464,299,10,InventorySerialNumber starter record 453,2021-03-29,2022-03-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,332f8137f9a45dea8fb1bc0473f11f4e332f8137f9a45dea8fb1bc0473f11f4e
454,ISN000454,180,330,1,InventorySerialNumber starter record 454,2021-03-30,2022-03-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09420357558750c3bdea3b54ef03f89709420357558750c3bdea3b54ef03f897
455,ISN000455,68,404,1,InventorySerialNumber starter record 455,2021-03-31,2022-03-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35bc9948248d50fe9a3e68505226c16d35bc9948248d50fe9a3e68505226c16d
456,ISN000456,370,466,6,InventorySerialNumber starter record 456,2021-04-01,2022-04-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa9b89c3b7b95712a757522a10ea49bcaa9b89c3b7b95712a757522a10ea49bc
457,ISN000457,66,226,6,InventorySerialNumber starter record 457,2021-04-02,2022-04-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96e7b0e87fab509abc0df682c18ffde896e7b0e87fab509abc0df682c18ffde8
458,ISN000458,315,223,3,InventorySerialNumber starter record 458,2021-04-03,2022-04-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ed07100323f51409933387f62d7e8a77ed07100323f51409933387f62d7e8a7
459,ISN000459,441,-1,5,InventorySerialNumber starter record 459,2021-04-04,2022-04-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c765c5e0a2f57558f8aedf2fd39d00a6c765c5e0a2f57558f8aedf2fd39d00a
460,ISN000460,58,15,10,InventorySerialNumber starter record 460,2021-04-05,2022-04-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0e1b97f42d455999ff3e115093a5694f0e1b97f42d455999ff3e115093a5694
461,ISN000461,196,109,8,InventorySerialNumber starter record 461,2021-04-06,2022-04-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf867318d4ab5376b6b79d3b032e819bcf867318d4ab5376b6b79d3b032e819b
462,ISN000462,105,218,7,InventorySerialNumber starter record 462,2021-04-07,2022-04-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7499743dded25239b6b14b73c754fda77499743dded25239b6b14b73c754fda7
463,ISN000463,316,31,8,InventorySerialNumber starter record 463,2021-04-08,2022-04-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8dfd1e295da5cadbb97b68b6ad50879c8dfd1e295da5cadbb97b68b6ad50879
464,ISN000464,122,491,2,InventorySerialNumber starter record 464,2021-04-09,2022-04-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81b123c58e185613ad37a3d4cf388a6681b123c58e185613ad37a3d4cf388a66
465,ISN000465,7,371,7,InventorySerialNumber starter record 465,2021-04-10,2022-04-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55e40dbf661357fc9998c1b082d76f1c55e40dbf661357fc9998c1b082d76f1c
466,ISN000466,19,428,10,InventorySerialNumber starter record 466,2021-04-11,2022-04-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8945160dd2ed5094a419a9bcfdbc449e8945160dd2ed5094a419a9bcfdbc449e
467,ISN000467,243,438,4,InventorySerialNumber starter record 467,2021-04-12,2022-04-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f140ce3c07053f2872f30333e08902f2f140ce3c07053f2872f30333e08902f
468,ISN000468,139,8,3,InventorySerialNumber starter record 468,2021-04-13,2022-04-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,843f9d8cf7195cef811f60cb810d18f9843f9d8cf7195cef811f60cb810d18f9
469,ISN000469,306,53,4,InventorySerialNumber starter record 469,2021-04-14,2022-04-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca03ada7e3335eea8c5e00ce709b6857ca03ada7e3335eea8c5e00ce709b6857
470,ISN000470,488,492,1,InventorySerialNumber starter record 470,2021-04-15,2022-04-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5bcffd43457f55b58f4c7347a7b0d7605bcffd43457f55b58f4c7347a7b0d760
471,ISN000471,358,337,5,InventorySerialNumber starter record 471,2021-04-16,2022-04-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,171eb15cdb51584cb6138a494168668f171eb15cdb51584cb6138a494168668f
472,ISN000472,116,150,2,InventorySerialNumber starter record 472,2021-04-17,2022-04-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0cc438b587b156e9b12ef1cb4a16e9ce0cc438b587b156e9b12ef1cb4a16e9ce
473,ISN000473,143,481,8,InventorySerialNumber starter record 473,2021-04-18,2022-04-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c69c129bd4b581a8afdf52d1be330b18c69c129bd4b581a8afdf52d1be330b1
474,ISN000474,293,380,1,InventorySerialNumber starter record 474,2021-04-19,2022-04-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38c64f96b1e156438fe749fbd393667c38c64f96b1e156438fe749fbd393667c
475,ISN000475,169,66,7,InventorySerialNumber starter record 475,2021-04-20,2022-04-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a71187f12625e0a80006c7dae608c376a71187f12625e0a80006c7dae608c37
476,ISN000476,193,-1,1,InventorySerialNumber starter record 476,2021-04-21,2022-04-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77c688fa17d2508c8825c692926019a877c688fa17d2508c8825c692926019a8
477,ISN000477,317,172,6,InventorySerialNumber starter record 477,2021-04-22,2022-04-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7de190535de35e0d8ea8017c495354ec7de190535de35e0d8ea8017c495354ec
478,ISN000478,303,59,6,InventorySerialNumber starter record 478,2021-04-23,2022-04-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d6879b9a6035b42837c8cd1f6a310e01d6879b9a6035b42837c8cd1f6a310e0
479,ISN000479,233,441,4,InventorySerialNumber starter record 479,2021-04-24,2022-04-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19c2aa611415538a8f99218856f30e7619c2aa611415538a8f99218856f30e76
480,ISN000480,4,344,5,InventorySerialNumber starter record 480,2021-04-25,2022-04-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1efa901b5ddb5e2f833fe1917a79fdb61efa901b5ddb5e2f833fe1917a79fdb6
481,ISN000481,370,142,2,InventorySerialNumber starter record 481,2021-04-26,2022-04-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3dae13cde0aa57a49faad15f0e24ef113dae13cde0aa57a49faad15f0e24ef11
482,ISN000482,371,221,2,InventorySerialNumber starter record 482,2021-04-27,2022-04-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de9c0ab1340d5a00b1dc9a65e8e0b688de9c0ab1340d5a00b1dc9a65e8e0b688
483,ISN000483,86,253,6,InventorySerialNumber starter record 483,2021-04-28,2022-04-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f06b50e1a5d650d38b346346a5bb82a8f06b50e1a5d650d38b346346a5bb82a8
484,ISN000484,149,310,7,InventorySerialNumber starter record 484,2021-04-29,2022-04-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4924fb85bd05e288d09c9dd5002feefa4924fb85bd05e288d09c9dd5002feef
485,ISN000485,117,484,10,InventorySerialNumber starter record 485,2021-04-30,2022-04-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9690b73d6be6581a87e0342244e42e8c9690b73d6be6581a87e0342244e42e8c
486,ISN000486,91,490,2,InventorySerialNumber starter record 486,2021-05-01,2022-05-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41f1756035f254f68e87a47a5ccb3f3641f1756035f254f68e87a47a5ccb3f36
487,ISN000487,278,231,8,InventorySerialNumber starter record 487,2021-05-02,2022-05-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f299485d1a1543c87f3cc1f1ccf3d4b7f299485d1a1543c87f3cc1f1ccf3d4b
488,ISN000488,261,90,2,InventorySerialNumber starter record 488,2021-05-03,2022-05-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3eb5186d0d150c3abf2aea82895c282e3eb5186d0d150c3abf2aea82895c282
489,ISN000489,355,402,10,InventorySerialNumber starter record 489,2021-05-04,2022-05-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e596840382e5b69906b28132d4ae3cc8e596840382e5b69906b28132d4ae3cc
490,ISN000490,131,30,8,InventorySerialNumber starter record 490,2021-05-05,2022-05-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01efeb7c93805283beb0379a2d334f6001efeb7c93805283beb0379a2d334f60
491,ISN000491,86,46,7,InventorySerialNumber starter record 491,2021-05-06,2022-05-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ca914246f5256889322e96d137f03bc1ca914246f5256889322e96d137f03bc
492,ISN000492,339,136,7,InventorySerialNumber starter record 492,2021-05-07,2022-05-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bcfcac4727c54e9a53572299b8057771bcfcac4727c54e9a53572299b805777
493,ISN000493,139,-1,1,InventorySerialNumber starter record 493,2021-05-08,2022-05-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f63b51d946795660b41436d19bdc9641f63b51d946795660b41436d19bdc9641
494,ISN000494,25,155,3,InventorySerialNumber starter record 494,2021-05-09,2022-05-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1807c4ccebcf5f40a9befd470e6fb7661807c4ccebcf5f40a9befd470e6fb766
495,ISN000495,74,463,3,InventorySerialNumber starter record 495,2021-05-10,2022-05-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,391b89ef6e1f55239edaaf881f4acbf6391b89ef6e1f55239edaaf881f4acbf6
496,ISN000496,178,85,7,InventorySerialNumber starter record 496,2021-05-11,2022-05-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4345596c33a25d908f21bbab1c71dfb54345596c33a25d908f21bbab1c71dfb5
497,ISN000497,84,392,1,InventorySerialNumber starter record 497,2021-05-12,2022-05-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fdc3d9c323e05680b71bc2b1b9a56606fdc3d9c323e05680b71bc2b1b9a56606
498,ISN000498,99,297,1,InventorySerialNumber starter record 498,2021-05-13,2022-05-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38a9d3fcbd535164ac570797dcfc63ab38a9d3fcbd535164ac570797dcfc63ab
499,ISN000499,61,63,2,InventorySerialNumber starter record 499,2021-05-14,2022-05-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7aa066bef11554e391b82d298cb9c9417aa066bef11554e391b82d298cb9c941
500,ISN000500,495,480,3,InventorySerialNumber starter record 500,2021-05-15,2022-05-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc6e5da7225e53d1b12ce04ba1b08454dc6e5da7225e53d1b12ce04ba1b08454
