QualityInspectionPlanKey,InspectionPlanNumber,ProductKey,SupplierKey,QualityMethodProcedureKey,QualityInspectionTypeKey,EngineeringLifecycleStatusKey,QualityInspectionPlanName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
388,QIP000388,373,188,200,3,7,Atlas QualityInspectionPlan 388,QIP000388,1,541.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40b6a67a6cfc5c158bae5bbc775d24cc40b6a67a6cfc5c158bae5bbc775d24cc
389,QIP000389,101,265,81,7,3,Orion QualityInspectionPlan 389,QIP000389,1,542.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa7f72b356da502b98ef550e83fd3cecaa7f72b356da502b98ef550e83fd3cec
390,QIP000390,407,247,28,10,1,Titan QualityInspectionPlan 390,QIP000390,0,544.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d135aed292915baeac49d792c2d3dc38d135aed292915baeac49d792c2d3dc38
391,QIP000391,-1,-1,99,5,-1,Delta QualityInspectionPlan 391,QIP000391,1,545.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87481c846a84559cb5f9b1e9de71392487481c846a84559cb5f9b1e9de713924
392,QIP000392,238,459,213,3,6,Keystone QualityInspectionPlan 392,QIP000392,1,547.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ce1d778d728517f8502cc668ec556604ce1d778d728517f8502cc668ec55660
393,QIP000393,304,25,161,8,4,Harbor QualityInspectionPlan 393,QIP000393,1,548.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8516cb263e35e08b5c6fb2563ea3edce8516cb263e35e08b5c6fb2563ea3edc
394,QIP000394,127,400,48,7,4,Orion QualityInspectionPlan 394,QIP000394,1,549.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b379e507f1e6532882d3eaedcb55fe48b379e507f1e6532882d3eaedcb55fe48
395,QIP000395,252,187,21,10,7,Titan QualityInspectionPlan 395,QIP000395,0,551.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,855f09be41f35caf9994fa8c89e6058f855f09be41f35caf9994fa8c89e6058f
396,QIP000396,206,57,181,12,6,Pioneer QualityInspectionPlan 396,QIP000396,1,552.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eaf9be4cd12a53708fa846996b0cae3eeaf9be4cd12a53708fa846996b0cae3e
397,QIP000397,317,216,176,8,1,Atlas QualityInspectionPlan 397,QIP000397,1,553.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a044ba741c65f42acf2e7d2acbb4d052a044ba741c65f42acf2e7d2acbb4d05
398,QIP000398,124,223,69,2,1,Cedar QualityInspectionPlan 398,QIP000398,1,555.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,900443de3b4d5af7a0a329afe17c1d2f900443de3b4d5af7a0a329afe17c1d2f
399,QIP000399,59,278,50,12,10,Riverton QualityInspectionPlan 399,QIP000399,1,556.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ba56a76113d5f5cbc7503868ff0574d2ba56a76113d5f5cbc7503868ff0574d
400,QIP000400,378,477,106,6,8,Cedar QualityInspectionPlan 400,QIP000400,0,558.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e2421359cd15443bb45b199954ade903e2421359cd15443bb45b199954ade90
401,QIP000401,40,203,139,7,1,Pioneer QualityInspectionPlan 401,QIP000401,1,559.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eaa8820d825f52cdbcfccabe8817e2b4eaa8820d825f52cdbcfccabe8817e2b4
402,QIP000402,363,136,93,3,1,Beacon QualityInspectionPlan 402,QIP000402,1,560.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de2f588b468d55c2a2899800dad3a378de2f588b468d55c2a2899800dad3a378
403,QIP000403,384,445,131,5,1,Unity QualityInspectionPlan 403,QIP000403,1,562.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33cee99677755199b21dbb99272b6b2233cee99677755199b21dbb99272b6b22
404,QIP000404,78,276,72,8,9,Unity QualityInspectionPlan 404,QIP000404,1,563.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,217445987e235f00aaba6c1db3835d17217445987e235f00aaba6c1db3835d17
405,QIP000405,148,110,115,2,4,Riverton QualityInspectionPlan 405,QIP000405,0,564.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be772d5f9e9154239cf77beef1aa0651be772d5f9e9154239cf77beef1aa0651
406,QIP000406,479,162,9,9,2,Beacon QualityInspectionPlan 406,QIP000406,1,566.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72b1571b8a6b553a9fa2ac3c6340784272b1571b8a6b553a9fa2ac3c63407842
407,QIP000407,430,447,21,6,2,Vertex QualityInspectionPlan 407,QIP000407,1,567.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,267052c7238b5f9683ddc9f0312ae872267052c7238b5f9683ddc9f0312ae872
408,QIP000408,-1,-1,176,10,-1,Keystone QualityInspectionPlan 408,QIP000408,1,568.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ece75eea6cb5307bf6548b11bf0527b3ece75eea6cb5307bf6548b11bf0527b
409,QIP000409,202,121,153,12,6,Titan QualityInspectionPlan 409,QIP000409,1,570.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15275a3c349f516688bf66e95871150015275a3c349f516688bf66e958711500
410,QIP000410,177,422,39,2,5,Meridian QualityInspectionPlan 410,QIP000410,0,571.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2226428c834a5231a4c785c580896c3e2226428c834a5231a4c785c580896c3e
411,QIP000411,342,48,22,1,2,Zenith QualityInspectionPlan 411,QIP000411,1,573.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed74e9b4e41d5de5861832705b494422ed74e9b4e41d5de5861832705b494422
412,QIP000412,193,185,57,2,2,Orion QualityInspectionPlan 412,QIP000412,1,574.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5939e7cc3ca556928ebd32b1af6778c95939e7cc3ca556928ebd32b1af6778c9
413,QIP000413,337,59,17,12,9,Beacon QualityInspectionPlan 413,QIP000413,1,575.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a5382a6fa175605892e11a89d139fd01a5382a6fa175605892e11a89d139fd0
414,QIP000414,268,411,215,9,2,Zenith QualityInspectionPlan 414,QIP000414,1,577.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46df7e2ce4165ce5a884e17973f127cd46df7e2ce4165ce5a884e17973f127cd
415,QIP000415,128,85,4,3,1,Keystone QualityInspectionPlan 415,QIP000415,0,578.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ce10a62528f507286daa03cba15bd034ce10a62528f507286daa03cba15bd03
416,QIP000416,268,116,173,9,3,Ion QualityInspectionPlan 416,QIP000416,1,579.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6dc82d153a505cdbb2191d472d28fc4d6dc82d153a505cdbb2191d472d28fc4d
417,QIP000417,145,109,35,10,1,Cedar QualityInspectionPlan 417,QIP000417,1,581.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0eb4693b779d51dda59ffca7d581e5070eb4693b779d51dda59ffca7d581e507
418,QIP000418,21,250,80,5,9,Harbor QualityInspectionPlan 418,QIP000418,1,582.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d135de4dc1a5b0e8d901d540e8572d15d135de4dc1a5b0e8d901d540e8572d1
419,QIP000419,235,320,99,9,6,Titan QualityInspectionPlan 419,QIP000419,1,584.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,665b92624cf751df87f317dae874f3db665b92624cf751df87f317dae874f3db
420,QIP000420,271,450,140,12,1,Orion QualityInspectionPlan 420,QIP000420,0,585.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,003c36fe6881542b9ee5aaff52c85b1a003c36fe6881542b9ee5aaff52c85b1a
421,QIP000421,15,247,145,4,10,Titan QualityInspectionPlan 421,QIP000421,1,586.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56555cc43ae05e9092e4b2e4fa9f1fdc56555cc43ae05e9092e4b2e4fa9f1fdc
422,QIP000422,130,56,52,11,2,Summit QualityInspectionPlan 422,QIP000422,1,588.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83e1a2880ef85574be2e722a546d2d3883e1a2880ef85574be2e722a546d2d38
423,QIP000423,9,232,87,9,3,Keystone QualityInspectionPlan 423,QIP000423,1,589.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad338c1929ad5b6e8c37efc86e025163ad338c1929ad5b6e8c37efc86e025163
424,QIP000424,203,95,195,4,10,Meridian QualityInspectionPlan 424,QIP000424,1,590.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,596424b736c456b6a4e4ec7035c29dd1596424b736c456b6a4e4ec7035c29dd1
425,QIP000425,-1,-1,39,3,-1,Orion QualityInspectionPlan 425,QIP000425,0,592.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0945d0aab2b59e3be5da6b76b53ca06a0945d0aab2b59e3be5da6b76b53ca06
426,QIP000426,455,407,240,12,10,Atlas QualityInspectionPlan 426,QIP000426,1,593.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5890e090fc955cb98c11e8d2d8e0ebea5890e090fc955cb98c11e8d2d8e0ebea
427,QIP000427,377,113,82,10,1,Keystone QualityInspectionPlan 427,QIP000427,1,594.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95d955b278a85fdbb5297a59df3b3a4795d955b278a85fdbb5297a59df3b3a47
428,QIP000428,74,292,85,4,4,Cedar QualityInspectionPlan 428,QIP000428,1,596.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ca2765a5b2f5a45a08230b2008999c63ca2765a5b2f5a45a08230b2008999c6
429,QIP000429,346,497,164,3,5,Granite QualityInspectionPlan 429,QIP000429,1,597.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d24e8fa68af54f9900b3f2f80cd280c3d24e8fa68af54f9900b3f2f80cd280c
430,QIP000430,49,19,126,11,7,Evergreen QualityInspectionPlan 430,QIP000430,0,599.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea2006e4c21f529eb077f6abfbf66bf7ea2006e4c21f529eb077f6abfbf66bf7
431,QIP000431,484,455,224,6,4,Junction QualityInspectionPlan 431,QIP000431,1,600.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45856d929032570bada65d71d9ba706045856d929032570bada65d71d9ba7060
432,QIP000432,82,407,100,1,10,Riverton QualityInspectionPlan 432,QIP000432,1,601.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16694990dbd855068da1fa5afc96ea5516694990dbd855068da1fa5afc96ea55
433,QIP000433,415,12,17,1,2,Summit QualityInspectionPlan 433,QIP000433,1,603.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1593115f0515ccd8ada11459713a61fb1593115f0515ccd8ada11459713a61f
434,QIP000434,354,197,199,2,8,Keystone QualityInspectionPlan 434,QIP000434,1,604.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5edad808ef75a5089409daab19f8659c5edad808ef75a5089409daab19f8659
435,QIP000435,380,25,140,6,1,Unity QualityInspectionPlan 435,QIP000435,0,605.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3ce1f4782f2586d98cc303cf7d85e37e3ce1f4782f2586d98cc303cf7d85e37
436,QIP000436,114,193,216,7,2,Titan QualityInspectionPlan 436,QIP000436,1,607.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec7cd02af2c85cd9ab64bcd73b760011ec7cd02af2c85cd9ab64bcd73b760011
437,QIP000437,192,236,125,10,2,Ion QualityInspectionPlan 437,QIP000437,1,608.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56656a6ca3d3539b8742a962eaa26ba556656a6ca3d3539b8742a962eaa26ba5
438,QIP000438,202,257,117,4,2,Riverton QualityInspectionPlan 438,QIP000438,1,610.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6653d39186a256239e0dcf2da58bb7266653d39186a256239e0dcf2da58bb726
439,QIP000439,478,103,122,1,3,Ion QualityInspectionPlan 439,QIP000439,1,611.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,936b9f1368ed52aabd03e811996a2451936b9f1368ed52aabd03e811996a2451
440,QIP000440,292,130,32,8,5,Riverton QualityInspectionPlan 440,QIP000440,0,612.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83b4e03754c752c3b58d1f75a5acf73583b4e03754c752c3b58d1f75a5acf735
441,QIP000441,306,145,16,5,2,Zenith QualityInspectionPlan 441,QIP000441,1,614.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4604567e7fe5e528efa755df91c1959a4604567e7fe5e528efa755df91c1959
442,QIP000442,-1,-1,2,1,-1,Unity QualityInspectionPlan 442,QIP000442,1,615.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63af643e1434551ebf4ef1d2807c00b763af643e1434551ebf4ef1d2807c00b7
443,QIP000443,266,476,168,5,5,Evergreen QualityInspectionPlan 443,QIP000443,1,616.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19da83a24e795783b341ab22546a269419da83a24e795783b341ab22546a2694
444,QIP000444,428,16,153,7,10,Granite QualityInspectionPlan 444,QIP000444,1,618.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e5ef75fc65854ac8eea6ce83636bee35e5ef75fc65854ac8eea6ce83636bee3
445,QIP000445,55,446,68,8,5,Keystone QualityInspectionPlan 445,QIP000445,0,619.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb751d8c07cd56f6a8c12e249196fbc4fb751d8c07cd56f6a8c12e249196fbc4
446,QIP000446,436,335,21,1,1,Junction QualityInspectionPlan 446,QIP000446,1,621.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c6dd4bfb1e052479fc09f74bb2ed4822c6dd4bfb1e052479fc09f74bb2ed482
447,QIP000447,150,364,158,9,8,Pioneer QualityInspectionPlan 447,QIP000447,1,622.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19d28d01b5075347b640a3ff76ffbb6519d28d01b5075347b640a3ff76ffbb65
448,QIP000448,198,44,20,8,10,Cedar QualityInspectionPlan 448,QIP000448,1,623.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e95d35bc5b55e4abb297084892c9e1a5e95d35bc5b55e4abb297084892c9e1a
449,QIP000449,374,208,40,7,3,Harbor QualityInspectionPlan 449,QIP000449,1,625.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3748b94425245fa5a329c508b7d495473748b94425245fa5a329c508b7d49547
450,QIP000450,78,92,164,12,2,Willow QualityInspectionPlan 450,QIP000450,0,626.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,774c48ad7b0659e28703c5f9d532294c774c48ad7b0659e28703c5f9d532294c
451,QIP000451,258,111,221,8,6,Beacon QualityInspectionPlan 451,QIP000451,1,627.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bbc7b60a3e385fd59b61c588af1835dfbbc7b60a3e385fd59b61c588af1835df
452,QIP000452,52,358,60,10,2,Ion QualityInspectionPlan 452,QIP000452,1,629.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,feb16434006e5f10b4a77373555000e8feb16434006e5f10b4a77373555000e8
453,QIP000453,59,453,55,11,1,Summit QualityInspectionPlan 453,QIP000453,1,630.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a22a6b649d45426b85f7971458e928c0a22a6b649d45426b85f7971458e928c
454,QIP000454,54,249,142,8,10,Willow QualityInspectionPlan 454,QIP000454,1,631.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c3add0796675722918a844a6cc563a92c3add0796675722918a844a6cc563a9
455,QIP000455,445,416,165,4,3,Northstar QualityInspectionPlan 455,QIP000455,0,633.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc3791cc37d75ecc8b2d450ca17b6ddffc3791cc37d75ecc8b2d450ca17b6ddf
456,QIP000456,374,401,176,12,5,Northstar QualityInspectionPlan 456,QIP000456,1,634.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56f666c2eb1850c9a69b33f8b4fa205656f666c2eb1850c9a69b33f8b4fa2056
457,QIP000457,100,482,24,2,7,Ion QualityInspectionPlan 457,QIP000457,1,636.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41bb6cc4c7c45bcdb8284c6061971b5141bb6cc4c7c45bcdb8284c6061971b51
458,QIP000458,139,185,1,6,10,Harbor QualityInspectionPlan 458,QIP000458,1,637.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,122eaec39d23521f81b4d43d9bb1022b122eaec39d23521f81b4d43d9bb1022b
459,QIP000459,-1,-1,217,6,-1,Keystone QualityInspectionPlan 459,QIP000459,1,638.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7358f890536459d0b92f009bf5519e727358f890536459d0b92f009bf5519e72
460,QIP000460,23,219,144,8,5,Liberty QualityInspectionPlan 460,QIP000460,0,640.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,496f5bd284495095879f4ba33113cfb5496f5bd284495095879f4ba33113cfb5
461,QIP000461,373,81,235,8,4,Quartz QualityInspectionPlan 461,QIP000461,1,641.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,acfaf72a18705f25baced8ed49fd0bbaacfaf72a18705f25baced8ed49fd0bba
462,QIP000462,59,254,192,11,4,Summit QualityInspectionPlan 462,QIP000462,1,642.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad3633db836a50f0bbbdbb4be84d92afad3633db836a50f0bbbdbb4be84d92af
463,QIP000463,371,344,50,8,3,Ion QualityInspectionPlan 463,QIP000463,1,644.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef9eaf8130955fd29f589669d3540611ef9eaf8130955fd29f589669d3540611
464,QIP000464,289,467,228,9,5,Meridian QualityInspectionPlan 464,QIP000464,1,645.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3fdde51360c54bea512659df9e556c0c3fdde51360c54bea512659df9e556c0
465,QIP000465,353,238,187,4,5,Titan QualityInspectionPlan 465,QIP000465,0,647.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59a4204ce92956a5a3b8ea5e6f55b23659a4204ce92956a5a3b8ea5e6f55b236
466,QIP000466,378,207,22,12,9,Granite QualityInspectionPlan 466,QIP000466,1,648.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f05d6042c6a526faeec40acb64dd9613f05d6042c6a526faeec40acb64dd961
467,QIP000467,397,161,121,10,9,Pioneer QualityInspectionPlan 467,QIP000467,1,649.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6421e5066f7457959db25836398743b76421e5066f7457959db25836398743b7
468,QIP000468,339,245,226,5,9,Harbor QualityInspectionPlan 468,QIP000468,1,651.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3102ede24e35e52bf15b0472bd3b403c3102ede24e35e52bf15b0472bd3b403
469,QIP000469,399,38,72,1,5,Keystone QualityInspectionPlan 469,QIP000469,1,652.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e98c95193b45405aee82ae46a2854770e98c95193b45405aee82ae46a285477
470,QIP000470,453,440,126,8,10,Summit QualityInspectionPlan 470,QIP000470,0,653.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c23343f17cd05934a19fc9e47274581ac23343f17cd05934a19fc9e47274581a
471,QIP000471,73,111,234,10,1,Willow QualityInspectionPlan 471,QIP000471,1,655.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9800e06458dd58f9a2a292847126ab1c9800e06458dd58f9a2a292847126ab1c
472,QIP000472,128,417,218,11,1,Junction QualityInspectionPlan 472,QIP000472,1,656.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5607e0d3edb05274aee602e9917e5fc25607e0d3edb05274aee602e9917e5fc2
473,QIP000473,499,129,63,3,9,Junction QualityInspectionPlan 473,QIP000473,1,658.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad1a01050f3850fe8eb15d8bea8eafebad1a01050f3850fe8eb15d8bea8eafeb
474,QIP000474,37,444,153,2,10,Keystone QualityInspectionPlan 474,QIP000474,1,659.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d41f6a618902532abde12c4489bdd051d41f6a618902532abde12c4489bdd051
475,QIP000475,43,449,133,2,6,Forge QualityInspectionPlan 475,QIP000475,0,660.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc7403c247005c67a6f734a03d65a842fc7403c247005c67a6f734a03d65a842
476,QIP000476,-1,-1,151,5,-1,Unity QualityInspectionPlan 476,QIP000476,1,662.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4098123db10d51649cb713038e2ec65f4098123db10d51649cb713038e2ec65f
477,QIP000477,355,144,73,4,6,Vertex QualityInspectionPlan 477,QIP000477,1,663.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b9feb0664a15060977e9aeeb15ae3052b9feb0664a15060977e9aeeb15ae305
478,QIP000478,42,60,185,10,5,Zenith QualityInspectionPlan 478,QIP000478,1,664.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,776c034042045ebb869d2219db0b19cc776c034042045ebb869d2219db0b19cc
479,QIP000479,404,314,169,9,1,Keystone QualityInspectionPlan 479,QIP000479,1,666.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78af0cc63fb6520c9459f70f65f4681078af0cc63fb6520c9459f70f65f46810
480,QIP000480,475,150,173,10,7,Northstar QualityInspectionPlan 480,QIP000480,0,667.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,310d84ca24e25dabbd2406afe3b29dca310d84ca24e25dabbd2406afe3b29dca
481,QIP000481,406,292,124,3,7,Unity QualityInspectionPlan 481,QIP000481,1,668.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d9a1d90d3dc5b88b7dee6fe1a733a4e2d9a1d90d3dc5b88b7dee6fe1a733a4e
482,QIP000482,19,396,239,12,4,Cedar QualityInspectionPlan 482,QIP000482,1,670.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c125ac411f9d5ab99fcf729e273b9da0c125ac411f9d5ab99fcf729e273b9da0
483,QIP000483,202,176,58,9,1,Zenith QualityInspectionPlan 483,QIP000483,1,671.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1fb3a7201b75c39bd4f47ae2df9ef3fd1fb3a7201b75c39bd4f47ae2df9ef3f
484,QIP000484,305,279,215,7,7,Harbor QualityInspectionPlan 484,QIP000484,1,673.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e15ec97ac33f5755bd16b1d16ffcec08e15ec97ac33f5755bd16b1d16ffcec08
485,QIP000485,219,81,49,6,10,Pioneer QualityInspectionPlan 485,QIP000485,0,674.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23cba13cec5752e6bb47d81e0153bd5c23cba13cec5752e6bb47d81e0153bd5c
