LaborTrainingCourseKey,TrainingCourseCode,LaborSkillCategoryKey,TrainingCourseName,DurationHours,RenewalMonths,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
438,LTC000438,51,Pioneer LaborTrainingCourse 438,7.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e49e4a0ffe452a585d04728d61ac6013e49e4a0ffe452a585d04728d61ac601
439,LTC000439,7,Summit LaborTrainingCourse 439,8.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4def8e79a8655238d1e63a4e32bf7e9a4def8e79a8655238d1e63a4e32bf7e9
440,LTC000440,67,Junction LaborTrainingCourse 440,9.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bab66bd4d06c5e21a17c0e1cc0a23635bab66bd4d06c5e21a17c0e1cc0a23635
441,LTC000441,47,Quartz LaborTrainingCourse 441,10.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a239cec985d55a958e9d517cf9c9409fa239cec985d55a958e9d517cf9c9409f
442,LTC000442,28,Unity LaborTrainingCourse 442,11.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4380d191889d5857abb6d65fcd5fb2374380d191889d5857abb6d65fcd5fb237
443,LTC000443,89,Titan LaborTrainingCourse 443,12.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,961ae4c31e3154abafe4e774fd35d958961ae4c31e3154abafe4e774fd35d958
444,LTC000444,76,Beacon LaborTrainingCourse 444,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a862eec2b4f533ab0e8e77c17ffb3599a862eec2b4f533ab0e8e77c17ffb359
445,LTC000445,54,Liberty LaborTrainingCourse 445,14.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22156e8827f850e09895571238f33fa522156e8827f850e09895571238f33fa5
446,LTC000446,73,Beacon LaborTrainingCourse 446,15.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24633f1b550252a6ad45d495933f04cc24633f1b550252a6ad45d495933f04cc
447,LTC000447,84,Titan LaborTrainingCourse 447,16.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e67800d15fc5fbb9ad3ab15eea392b68e67800d15fc5fbb9ad3ab15eea392b6
448,LTC000448,35,Liberty LaborTrainingCourse 448,17.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,661381ed1ca2595990ec2ba580581f34661381ed1ca2595990ec2ba580581f34
449,LTC000449,31,Atlas LaborTrainingCourse 449,18.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66804a7bccc556f5a652117a6d99914666804a7bccc556f5a652117a6d999146
450,LTC000450,53,Evergreen LaborTrainingCourse 450,19.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c23b69f8a155b4ab135f394c1ff28c58c23b69f8a155b4ab135f394c1ff28c5
451,LTC000451,62,Zenith LaborTrainingCourse 451,20.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e8121b2179953acb9a88c4e0ae46fba6e8121b2179953acb9a88c4e0ae46fba
452,LTC000452,65,Titan LaborTrainingCourse 452,21.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3c4e4c26d795874b3559e4c8ce3ff5ef3c4e4c26d795874b3559e4c8ce3ff5e
453,LTC000453,87,Vertex LaborTrainingCourse 453,22.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,964ddde38d8351fa9cb070d404296961964ddde38d8351fa9cb070d404296961
454,LTC000454,13,Riverton LaborTrainingCourse 454,23.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e2ca173443c5b34848f6e80138fb6352e2ca173443c5b34848f6e80138fb635
455,LTC000455,38,Forge LaborTrainingCourse 455,24.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f71323c586e597a9a9a030f40e28e5a1f71323c586e597a9a9a030f40e28e5a
456,LTC000456,51,Cedar LaborTrainingCourse 456,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfd1e669e9f4538c8fce2d6cd37685bedfd1e669e9f4538c8fce2d6cd37685be
457,LTC000457,73,Summit LaborTrainingCourse 457,2.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad6652bf26625e12bf0ec321305c2930ad6652bf26625e12bf0ec321305c2930
458,LTC000458,23,Evergreen LaborTrainingCourse 458,3.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,836a4332f2a25b05914d81ad2988537e836a4332f2a25b05914d81ad2988537e
459,LTC000459,85,Harbor LaborTrainingCourse 459,4.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83eb699dcb1356a1a93efb72e493248783eb699dcb1356a1a93efb72e4932487
460,LTC000460,36,Orion LaborTrainingCourse 460,5.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c6d756e7e3f55a787000b2eb974937b9c6d756e7e3f55a787000b2eb974937b
461,LTC000461,9,Beacon LaborTrainingCourse 461,6.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23c19d81c4435c2c97bf2b2f151e416023c19d81c4435c2c97bf2b2f151e4160
462,LTC000462,23,Zenith LaborTrainingCourse 462,7.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,123fe43f56c55e63b2543b10cfb837df123fe43f56c55e63b2543b10cfb837df
463,LTC000463,47,Zenith LaborTrainingCourse 463,8.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99fa24cdb94c50ed8857820d756ba8b199fa24cdb94c50ed8857820d756ba8b1
464,LTC000464,90,Beacon LaborTrainingCourse 464,9.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ede167934ae583d9065d434d01aadc64ede167934ae583d9065d434d01aadc6
465,LTC000465,38,Keystone LaborTrainingCourse 465,10.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e553666bb2952a481425899dbcee7e05e553666bb2952a481425899dbcee7e0
466,LTC000466,36,Atlas LaborTrainingCourse 466,11.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,166a60b548885674b70492c2e19e433c166a60b548885674b70492c2e19e433c
467,LTC000467,32,Orion LaborTrainingCourse 467,12.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3295f531ff35506a9caf5f0b92f56ada3295f531ff35506a9caf5f0b92f56ada
468,LTC000468,58,Keystone LaborTrainingCourse 468,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cdaee20221c75808b407afff131bf96bcdaee20221c75808b407afff131bf96b
469,LTC000469,68,Titan LaborTrainingCourse 469,14.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea2b0d7009335a4e8b3550b330a7933aea2b0d7009335a4e8b3550b330a7933a
470,LTC000470,71,Evergreen LaborTrainingCourse 470,15.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b9130aecca75064bdcf05c737cd10f28b9130aecca75064bdcf05c737cd10f2
471,LTC000471,21,Junction LaborTrainingCourse 471,16.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3f2e0cf9d3e5878a6100f2629b08cf8b3f2e0cf9d3e5878a6100f2629b08cf8
472,LTC000472,35,Liberty LaborTrainingCourse 472,17.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efd515d12b1f52869b95f149b46e74b4efd515d12b1f52869b95f149b46e74b4
473,LTC000473,9,Harbor LaborTrainingCourse 473,18.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,963549a5f0de5922b9e8c541c102ca56963549a5f0de5922b9e8c541c102ca56
474,LTC000474,12,Summit LaborTrainingCourse 474,19.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6e65bf3ec6f569f89c5a1ca464c09f8e6e65bf3ec6f569f89c5a1ca464c09f8
475,LTC000475,79,Liberty LaborTrainingCourse 475,20.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b93bffc1a8435a14a485b66c8f8c513ab93bffc1a8435a14a485b66c8f8c513a
476,LTC000476,60,Meridian LaborTrainingCourse 476,21.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63a2a269011a50a7bca64d04336170e863a2a269011a50a7bca64d04336170e8
477,LTC000477,46,Keystone LaborTrainingCourse 477,22.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6de9b41d1cfb596d915d5a81ac9e63306de9b41d1cfb596d915d5a81ac9e6330
478,LTC000478,49,Zenith LaborTrainingCourse 478,23.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4a828082cff59da84840d72cb33cb75c4a828082cff59da84840d72cb33cb75
479,LTC000479,82,Liberty LaborTrainingCourse 479,24.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,add39a07515752609692c0180e7df7adadd39a07515752609692c0180e7df7ad
480,LTC000480,20,Vertex LaborTrainingCourse 480,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5b6ccf5d91651548602b88b0c5073f8a5b6ccf5d91651548602b88b0c5073f8
481,LTC000481,71,Zenith LaborTrainingCourse 481,2.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53f7a299127f52cc83b8ac1b3735897e53f7a299127f52cc83b8ac1b3735897e
482,LTC000482,38,Vertex LaborTrainingCourse 482,3.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f96169f664a5116ad9bb1f5f0e14a236f96169f664a5116ad9bb1f5f0e14a23
483,LTC000483,40,Cedar LaborTrainingCourse 483,4.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ecf1c846d0e57e58db1cbfd7f21faf57ecf1c846d0e57e58db1cbfd7f21faf5
484,LTC000484,8,Orion LaborTrainingCourse 484,5.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc94c908ea6b549ea6ed0ee485df85b4dc94c908ea6b549ea6ed0ee485df85b4
485,LTC000485,23,Forge LaborTrainingCourse 485,6.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1652a588c1d957409f09a7bf32221ce91652a588c1d957409f09a7bf32221ce9
486,LTC000486,62,Ion LaborTrainingCourse 486,7.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f1169321e885b18844c8817e76e573c6f1169321e885b18844c8817e76e573c
487,LTC000487,63,Harbor LaborTrainingCourse 487,8.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36470ba12bf6531fac82b943cac8230136470ba12bf6531fac82b943cac82301
488,LTC000488,76,Pioneer LaborTrainingCourse 488,9.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,585b022150a45e21a6d895228de82dd9585b022150a45e21a6d895228de82dd9
489,LTC000489,20,Cedar LaborTrainingCourse 489,10.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee0e8d36b02452768f452637b6615fe5ee0e8d36b02452768f452637b6615fe5
490,LTC000490,71,Granite LaborTrainingCourse 490,11.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de4e4f4edb185b5ab4d09bd280c9b4c2de4e4f4edb185b5ab4d09bd280c9b4c2
491,LTC000491,21,Harbor LaborTrainingCourse 491,12.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55112fb8c59c53bf82c3ae9c695fe71f55112fb8c59c53bf82c3ae9c695fe71f
492,LTC000492,64,Quartz LaborTrainingCourse 492,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b27f5596300852cb8165304f500cdaabb27f5596300852cb8165304f500cdaab
493,LTC000493,28,Junction LaborTrainingCourse 493,14.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22ec8c3ab72d5203910597565167d53222ec8c3ab72d5203910597565167d532
494,LTC000494,81,Riverton LaborTrainingCourse 494,15.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,092ac13e6a655489ac97fc7f6712f6eb092ac13e6a655489ac97fc7f6712f6eb
495,LTC000495,27,Titan LaborTrainingCourse 495,16.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31f8a042ad3a5feea2c37ca3d3a8e0a931f8a042ad3a5feea2c37ca3d3a8e0a9
496,LTC000496,51,Zenith LaborTrainingCourse 496,17.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25598a902e4e55da8cb727e413011a7125598a902e4e55da8cb727e413011a71
497,LTC000497,76,Northstar LaborTrainingCourse 497,18.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7686aaf1be725385ae89acdd9be6e0e27686aaf1be725385ae89acdd9be6e0e2
498,LTC000498,61,Zenith LaborTrainingCourse 498,19.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21fa3bdf88f256fc8fa5873b162c316e21fa3bdf88f256fc8fa5873b162c316e
499,LTC000499,34,Willow LaborTrainingCourse 499,20.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ef1c7f8e43853678faece95491983ba1ef1c7f8e43853678faece95491983ba
500,LTC000500,3,Keystone LaborTrainingCourse 500,21.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b65ca436c6651adbac883c0d69e96757b65ca436c6651adbac883c0d69e9675
