LaborCostRateKey,LaborCostRateCode,LaborJobGradeKey,CostCenterKey,CurrencyKey,LaborPayTypeKey,HourlyCostAmount,OverheadCostAmount,PremiumMultiplier,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
442,LCR000442,13,191,4,12,615.5400,615.5400,443.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd4b207bce3e501b9e2e5cd0f6bc3c28cd4b207bce3e501b9e2e5cd0f6bc3c28
443,LCR000443,18,162,2,1,616.9100,616.9100,444.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a497fa1aecbf5cfcbf291619b6718976a497fa1aecbf5cfcbf291619b6718976
444,LCR000444,25,233,4,5,618.2800,618.2800,445.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85547ee820e0530daca8671d058aadd685547ee820e0530daca8671d058aadd6
445,LCR000445,11,239,1,1,619.6500,619.6500,446.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c6104861d825ba2a4331b0d8323222a5c6104861d825ba2a4331b0d8323222a
446,LCR000446,30,177,3,10,621.0200,621.0200,447.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a076de09d4465be68a9839d8c07ac4efa076de09d4465be68a9839d8c07ac4ef
447,LCR000447,6,125,3,3,622.3900,622.3900,448.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1dfc002413955015974abbc2fe67f70a1dfc002413955015974abbc2fe67f70a
448,LCR000448,9,118,5,11,623.7600,623.7600,449.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0cba0c5dd8aa54b8859425352ccf756e0cba0c5dd8aa54b8859425352ccf756e
449,LCR000449,28,478,2,9,625.1300,625.1300,450.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8992024172e6510a8f53dd08ef09da9e8992024172e6510a8f53dd08ef09da9e
450,LCR000450,10,351,3,3,626.5000,626.5000,451.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4306815020cd5bc7b06ac2a231e714774306815020cd5bc7b06ac2a231e71477
451,LCR000451,3,437,1,6,627.8700,627.8700,452.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,926ed078a4885f96809284875f9cd23f926ed078a4885f96809284875f9cd23f
452,LCR000452,23,180,1,12,629.2400,629.2400,453.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8fc5b26a90b558eae63a71b743ce979f8fc5b26a90b558eae63a71b743ce979
453,LCR000453,15,336,1,11,630.6100,630.6100,454.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4718efe248b53a4a905db6bce2219bbc4718efe248b53a4a905db6bce2219bb
454,LCR000454,22,394,5,10,631.9800,631.9800,455.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,441e78d3fea95b6c953cc4ab673a4b99441e78d3fea95b6c953cc4ab673a4b99
455,LCR000455,14,400,2,6,633.3500,633.3500,456.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,824270f627115b6fb657b827ba00a684824270f627115b6fb657b827ba00a684
456,LCR000456,29,463,5,6,634.7200,634.7200,457.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb3e4cf472955b98a8a85e2029e2d673bb3e4cf472955b98a8a85e2029e2d673
457,LCR000457,21,241,2,12,636.0900,636.0900,458.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,078f434c0fe25909bb72095c726bf2ca078f434c0fe25909bb72095c726bf2ca
458,LCR000458,22,298,2,9,637.4600,637.4600,459.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df081a0e0af95cd38c04aa4a5468a21adf081a0e0af95cd38c04aa4a5468a21a
459,LCR000459,14,171,4,12,638.8300,638.8300,460.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aefe21583cc957e7a565bd5a2de5fddeaefe21583cc957e7a565bd5a2de5fdde
460,LCR000460,4,372,1,5,640.2000,640.2000,461.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,982c8b4d0713535d8a10c0f789e74024982c8b4d0713535d8a10c0f789e74024
461,LCR000461,18,485,2,10,641.5700,641.5700,462.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f78bd986f45958649ea10d3afc189e29f78bd986f45958649ea10d3afc189e29
462,LCR000462,9,32,2,1,642.9400,642.9400,463.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2aaaa1bd225a5712a1950b2acb9888612aaaa1bd225a5712a1950b2acb988861
463,LCR000463,11,312,2,5,644.3100,644.3100,464.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23caed04b7d55951af8bd660d8d535d823caed04b7d55951af8bd660d8d535d8
464,LCR000464,30,375,2,9,645.6800,645.6800,465.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25fb65d0d557509dae6246cd4f5c0e8925fb65d0d557509dae6246cd4f5c0e89
465,LCR000465,21,323,4,1,647.0500,647.0500,466.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0eb4ce07ef315dd3a67c8dabd6f433560eb4ce07ef315dd3a67c8dabd6f43356
466,LCR000466,14,386,2,6,648.4200,648.4200,467.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,592aeff3e65253ffacbe7d7cb7e43931592aeff3e65253ffacbe7d7cb7e43931
467,LCR000467,9,169,5,5,649.7900,649.7900,468.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91303ceacb965a66b6f725e6efee2c3f91303ceacb965a66b6f725e6efee2c3f
468,LCR000468,31,19,4,2,651.1600,651.1600,469.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4caaf9277392525faed379fc24cae17a4caaf9277392525faed379fc24cae17a
469,LCR000469,30,208,3,10,652.5300,652.5300,470.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f69dc8b8e7305d449d25205b8a285d24f69dc8b8e7305d449d25205b8a285d24
470,LCR000470,19,164,1,6,653.9000,653.9000,471.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b65cdc8107755c2ab68e9e8850abcbf8b65cdc8107755c2ab68e9e8850abcbf8
471,LCR000471,10,296,2,12,655.2700,655.2700,472.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bbd59c4c129590abcbdbefb0bd027fe1bbd59c4c129590abcbdbefb0bd027fe
472,LCR000472,10,27,2,2,656.6400,656.6400,473.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb4605a1cb925bdeb9edadd1dff8d8d0fb4605a1cb925bdeb9edadd1dff8d8d0
473,LCR000473,22,151,5,10,658.0100,658.0100,474.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f574e37af5a55d3cab864298a35c7da0f574e37af5a55d3cab864298a35c7da0
474,LCR000474,6,422,1,4,659.3800,659.3800,475.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6619729bd29f51949327d4399618c74e6619729bd29f51949327d4399618c74e
475,LCR000475,20,407,2,10,660.7500,660.7500,476.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7565eb487ef851f998957347ee9163b37565eb487ef851f998957347ee9163b3
476,LCR000476,29,151,1,3,662.1200,662.1200,477.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e4c45390a7e55059805943bb69bf5200e4c45390a7e55059805943bb69bf520
477,LCR000477,8,229,5,7,663.4900,663.4900,478.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a4137defcc55757b20973220dd7cbbf5a4137defcc55757b20973220dd7cbbf
478,LCR000478,28,249,5,1,664.8600,664.8600,479.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c27a0fbf97a504b857fd7032ad782618c27a0fbf97a504b857fd7032ad78261
479,LCR000479,7,38,3,12,666.2300,666.2300,480.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8df86f54e1275ab4be7fcf9b4544e2288df86f54e1275ab4be7fcf9b4544e228
480,LCR000480,18,114,3,9,667.6000,667.6000,481.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d49c2b2ec8865297af0e29174359df0cd49c2b2ec8865297af0e29174359df0c
481,LCR000481,33,282,1,10,668.9700,668.9700,482.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f11a4aa56216587f937307aa7a0efb87f11a4aa56216587f937307aa7a0efb87
482,LCR000482,10,218,4,7,670.3400,670.3400,483.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,545faeae9e0c5abdb1c129d484dddfd2545faeae9e0c5abdb1c129d484dddfd2
483,LCR000483,13,104,3,7,671.7100,671.7100,484.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b241c1881fe05e96a1beba39b7e6a22bb241c1881fe05e96a1beba39b7e6a22b
484,LCR000484,6,231,3,11,673.0800,673.0800,485.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93b2206feab35367815f0234cb7e4b6493b2206feab35367815f0234cb7e4b64
485,LCR000485,17,241,1,5,674.4500,674.4500,486.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,129bc6ef3cc75cb88681b9a9d403c88d129bc6ef3cc75cb88681b9a9d403c88d
486,LCR000486,30,358,3,8,675.8200,675.8200,487.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76a13fed63fe51808fc6fc27ed33ced076a13fed63fe51808fc6fc27ed33ced0
487,LCR000487,25,359,3,5,677.1900,677.1900,488.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a78886828db1564dbd805f404ca9bc40a78886828db1564dbd805f404ca9bc40
488,LCR000488,2,417,3,12,678.5600,678.5600,489.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,446bebcdf74350549804bd35ebc367a4446bebcdf74350549804bd35ebc367a4
489,LCR000489,3,86,4,6,679.9300,679.9300,490.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3380797459f3598baa926656c9aa58363380797459f3598baa926656c9aa5836
490,LCR000490,8,247,3,10,681.3000,681.3000,491.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81e17584f53d58caae9072360494a84c81e17584f53d58caae9072360494a84c
491,LCR000491,33,382,3,7,682.6700,682.6700,492.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6c0945e0a4f540688048eb6151a080bc6c0945e0a4f540688048eb6151a080b
492,LCR000492,1,351,3,2,684.0400,684.0400,493.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc6a578b80d653e3aff1e56a5daa24debc6a578b80d653e3aff1e56a5daa24de
493,LCR000493,17,172,4,1,685.4100,685.4100,494.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,464ffc13835850ff8704e4abd28ae231464ffc13835850ff8704e4abd28ae231
494,LCR000494,34,258,4,2,686.7800,686.7800,495.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,faffc5229b3a5c6bb76ee5d38909ebedfaffc5229b3a5c6bb76ee5d38909ebed
495,LCR000495,8,154,3,1,688.1500,688.1500,496.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10034471648258c381a0fcea7d0098d310034471648258c381a0fcea7d0098d3
496,LCR000496,3,263,4,10,689.5200,689.5200,497.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02be93f35dc252019f46ecef0a5c7b3902be93f35dc252019f46ecef0a5c7b39
497,LCR000497,25,57,3,1,690.8900,690.8900,498.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7ee78baf52e5d91ac919dbe86ce4aebf7ee78baf52e5d91ac919dbe86ce4aeb
498,LCR000498,6,192,2,12,692.2600,692.2600,499.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f317e58bd23e5aecacc6110038c4b862f317e58bd23e5aecacc6110038c4b862
499,LCR000499,14,220,3,5,693.6300,693.6300,500.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d2e017bac43518bbfbdffde7881777a2d2e017bac43518bbfbdffde7881777a
500,LCR000500,28,491,2,11,695.0000,695.0000,501.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c879822838d45c3e8c34cc95cd246822c879822838d45c3e8c34cc95cd246822
