QualityCertificateAnalysisKey,CertificateAnalysisNumber,ProductKey,SupplierKey,QualityMethodProcedureKey,ComplianceStandardKey,ApprovalStatusKey,QualityCertificateAnalysisName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
383,QCA000383,179,40,29,12,1,Evergreen QualityCertificateAnalysis 383,QCA000383,1,534.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ccaf9f1a7cb35270a2315fe22aa16f6accaf9f1a7cb35270a2315fe22aa16f6a
384,QCA000384,297,233,115,17,4,Liberty QualityCertificateAnalysis 384,QCA000384,1,536.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52329735a54855ae8b6278cf7027ca2552329735a54855ae8b6278cf7027ca25
385,QCA000385,97,420,221,3,3,Keystone QualityCertificateAnalysis 385,QCA000385,0,537.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af671a8f1c1552cc8d0a449b46f3222daf671a8f1c1552cc8d0a449b46f3222d
386,QCA000386,203,394,171,19,4,Keystone QualityCertificateAnalysis 386,QCA000386,1,538.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab46623373195b78b388d59f291181beab46623373195b78b388d59f291181be
387,QCA000387,85,369,75,21,5,Cedar QualityCertificateAnalysis 387,QCA000387,1,540.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22363508cf155c72a7fd2c601c586b0722363508cf155c72a7fd2c601c586b07
388,QCA000388,475,148,66,15,5,Pioneer QualityCertificateAnalysis 388,QCA000388,1,541.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4df860fdbde54779f654e8e3c12ba7fe4df860fdbde54779f654e8e3c12ba7f
389,QCA000389,108,223,143,2,4,Summit QualityCertificateAnalysis 389,QCA000389,1,542.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c716adc911150b5af0f6451125c11280c716adc911150b5af0f6451125c1128
390,QCA000390,50,251,38,12,5,Riverton QualityCertificateAnalysis 390,QCA000390,0,544.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4181196898045eb5a3b421b087f775d34181196898045eb5a3b421b087f775d3
391,QCA000391,257,-1,180,25,2,Northstar QualityCertificateAnalysis 391,QCA000391,1,545.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21f50b724c80555fa12b055843f62e3621f50b724c80555fa12b055843f62e36
392,QCA000392,104,357,195,20,1,Zenith QualityCertificateAnalysis 392,QCA000392,1,547.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b09233e3c3d5c278431e6770f4a9c0e2b09233e3c3d5c278431e6770f4a9c0e
393,QCA000393,139,450,82,1,3,Orion QualityCertificateAnalysis 393,QCA000393,1,548.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2cea5b28f96558b0bab913f4996bf2952cea5b28f96558b0bab913f4996bf295
394,QCA000394,165,372,177,10,2,Titan QualityCertificateAnalysis 394,QCA000394,1,549.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d49e7b61bc715db187a451b9fb0ba03cd49e7b61bc715db187a451b9fb0ba03c
395,QCA000395,205,86,143,22,5,Meridian QualityCertificateAnalysis 395,QCA000395,0,551.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b69b6d4d0d705ee09625e7bf28db321cb69b6d4d0d705ee09625e7bf28db321c
396,QCA000396,225,329,88,7,3,Zenith QualityCertificateAnalysis 396,QCA000396,1,552.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59858fa72daa5d5eb08420ea5a6a6fff59858fa72daa5d5eb08420ea5a6a6fff
397,QCA000397,465,362,86,10,4,Summit QualityCertificateAnalysis 397,QCA000397,1,553.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e47043d050205c939e38df358a106e71e47043d050205c939e38df358a106e71
398,QCA000398,246,243,164,8,4,Zenith QualityCertificateAnalysis 398,QCA000398,1,555.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b691a0dd916c55bfb57baee5f26d9176b691a0dd916c55bfb57baee5f26d9176
399,QCA000399,134,59,215,19,5,Unity QualityCertificateAnalysis 399,QCA000399,1,556.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a83aeda1e2ea5970b530bd4b0d6e2c67a83aeda1e2ea5970b530bd4b0d6e2c67
400,QCA000400,312,378,7,13,1,Meridian QualityCertificateAnalysis 400,QCA000400,0,558.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b81acd2dac4f5074a0d0c6961900b2a4b81acd2dac4f5074a0d0c6961900b2a4
401,QCA000401,236,262,189,17,3,Zenith QualityCertificateAnalysis 401,QCA000401,1,559.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1118c9d332bd5a30bab08b1b1d624c1a1118c9d332bd5a30bab08b1b1d624c1a
402,QCA000402,88,332,53,22,3,Vertex QualityCertificateAnalysis 402,QCA000402,1,560.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c370f8cc8f285061b33240e89302b752c370f8cc8f285061b33240e89302b752
403,QCA000403,169,48,99,6,5,Forge QualityCertificateAnalysis 403,QCA000403,1,562.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6eb99c0258d2541a80f6b36545e38e1a6eb99c0258d2541a80f6b36545e38e1a
404,QCA000404,306,445,219,23,4,Zenith QualityCertificateAnalysis 404,QCA000404,1,563.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff916081b15858b3b9f92ac5a5476224ff916081b15858b3b9f92ac5a5476224
405,QCA000405,197,103,32,7,5,Atlas QualityCertificateAnalysis 405,QCA000405,0,564.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99f86f2983135a8bb11978681116988c99f86f2983135a8bb11978681116988c
406,QCA000406,107,414,137,5,2,Keystone QualityCertificateAnalysis 406,QCA000406,1,566.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f41864f82a2751e3a897fe6c09948775f41864f82a2751e3a897fe6c09948775
407,QCA000407,201,320,70,24,1,Northstar QualityCertificateAnalysis 407,QCA000407,1,567.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5916bbf819b537b87570b10ef306d86b5916bbf819b537b87570b10ef306d86
408,QCA000408,363,-1,239,3,1,Keystone QualityCertificateAnalysis 408,QCA000408,1,568.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e03d719bb70a5da3a05ac0228e2ca0f3e03d719bb70a5da3a05ac0228e2ca0f3
409,QCA000409,310,386,88,21,2,Vertex QualityCertificateAnalysis 409,QCA000409,1,570.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d56f4e89ec2a5bcf9225ca9ea74a77abd56f4e89ec2a5bcf9225ca9ea74a77ab
410,QCA000410,56,336,115,7,4,Quartz QualityCertificateAnalysis 410,QCA000410,0,571.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00a0aaaca13c5b1785c47b70b6aa40b400a0aaaca13c5b1785c47b70b6aa40b4
411,QCA000411,269,103,124,17,4,Titan QualityCertificateAnalysis 411,QCA000411,1,573.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27c05d35521b51c280690e8dbca7947427c05d35521b51c280690e8dbca79474
412,QCA000412,229,418,134,18,2,Keystone QualityCertificateAnalysis 412,QCA000412,1,574.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81b13b5fe47955cfb41e373b307a438981b13b5fe47955cfb41e373b307a4389
413,QCA000413,310,268,153,18,3,Orion QualityCertificateAnalysis 413,QCA000413,1,575.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,895515759c235feba739f57f107a7661895515759c235feba739f57f107a7661
414,QCA000414,176,447,101,1,4,Keystone QualityCertificateAnalysis 414,QCA000414,1,577.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfa688a5b2e15d91ba3d3f46b57644d1cfa688a5b2e15d91ba3d3f46b57644d1
415,QCA000415,489,419,213,4,2,Riverton QualityCertificateAnalysis 415,QCA000415,0,578.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5585b21457b52359820753d0b5c480df5585b21457b52359820753d0b5c480d
416,QCA000416,122,488,168,19,4,Unity QualityCertificateAnalysis 416,QCA000416,1,579.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cef16011572a5b73805ea7e3e88d61bacef16011572a5b73805ea7e3e88d61ba
417,QCA000417,418,124,56,25,1,Quartz QualityCertificateAnalysis 417,QCA000417,1,581.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9cde17e232555da295b532df148b39509cde17e232555da295b532df148b3950
418,QCA000418,106,447,115,19,1,Harbor QualityCertificateAnalysis 418,QCA000418,1,582.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75a3caf5de8750ac866076c49291c28375a3caf5de8750ac866076c49291c283
419,QCA000419,251,439,9,23,4,Granite QualityCertificateAnalysis 419,QCA000419,1,584.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f6290fe68275f43b105563b6e6b78969f6290fe68275f43b105563b6e6b7896
420,QCA000420,236,265,95,20,2,Riverton QualityCertificateAnalysis 420,QCA000420,0,585.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46ccb1c0621e5d5eb63c201b8980f0e346ccb1c0621e5d5eb63c201b8980f0e3
421,QCA000421,324,387,117,4,3,Harbor QualityCertificateAnalysis 421,QCA000421,1,586.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8569a93600e5eecad6dc35327fed4c6a8569a93600e5eecad6dc35327fed4c6
422,QCA000422,292,88,203,8,3,Zenith QualityCertificateAnalysis 422,QCA000422,1,588.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c01bee1771455228423f0ce071ddbbd4c01bee1771455228423f0ce071ddbbd
423,QCA000423,394,431,160,21,3,Meridian QualityCertificateAnalysis 423,QCA000423,1,589.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6afd6e53bf0b5ba79c0c85680f7f3bb76afd6e53bf0b5ba79c0c85680f7f3bb7
424,QCA000424,84,334,26,10,1,Titan QualityCertificateAnalysis 424,QCA000424,1,590.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c83f216b97a35af68b5f99c7d3781bf0c83f216b97a35af68b5f99c7d3781bf0
425,QCA000425,9,-1,138,3,4,Unity QualityCertificateAnalysis 425,QCA000425,0,592.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9bdedf586bfd5dbaacc9287145d1f57e9bdedf586bfd5dbaacc9287145d1f57e
426,QCA000426,473,60,134,3,4,Atlas QualityCertificateAnalysis 426,QCA000426,1,593.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17146a7f22ec5f9f8654c7b43572b4f617146a7f22ec5f9f8654c7b43572b4f6
427,QCA000427,147,291,150,24,2,Vertex QualityCertificateAnalysis 427,QCA000427,1,594.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,701f48267212593b8b6e0fc826cf26f8701f48267212593b8b6e0fc826cf26f8
428,QCA000428,197,22,61,22,3,Quartz QualityCertificateAnalysis 428,QCA000428,1,596.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c0674356d0e50b7a3a772f712f32be81c0674356d0e50b7a3a772f712f32be8
429,QCA000429,252,83,206,14,5,Riverton QualityCertificateAnalysis 429,QCA000429,1,597.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e441b0b0864655ddb1f6e967e34b6f89e441b0b0864655ddb1f6e967e34b6f89
430,QCA000430,22,414,90,15,5,Beacon QualityCertificateAnalysis 430,QCA000430,0,599.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17bb6b543e41530fbce69e013de57b9417bb6b543e41530fbce69e013de57b94
431,QCA000431,144,186,29,13,1,Titan QualityCertificateAnalysis 431,QCA000431,1,600.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58485f89c40850b7839a42328157782358485f89c40850b7839a423281577823
432,QCA000432,458,195,173,2,5,Beacon QualityCertificateAnalysis 432,QCA000432,1,601.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e8a0de6e9fe57fe90874842732342b52e8a0de6e9fe57fe90874842732342b5
433,QCA000433,66,287,195,23,2,Unity QualityCertificateAnalysis 433,QCA000433,1,603.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a33ae535ef352dba0f18294ec6d0e776a33ae535ef352dba0f18294ec6d0e77
434,QCA000434,288,22,193,21,2,Pioneer QualityCertificateAnalysis 434,QCA000434,1,604.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66189f25417b5a16aeaeeb534593bf1066189f25417b5a16aeaeeb534593bf10
435,QCA000435,218,322,15,25,1,Atlas QualityCertificateAnalysis 435,QCA000435,0,605.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48175b9b904d594fb00e03a1d3fc31ad48175b9b904d594fb00e03a1d3fc31ad
436,QCA000436,459,335,149,21,1,Orion QualityCertificateAnalysis 436,QCA000436,1,607.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,732430109fe852b1b49e1f11b7fa21a6732430109fe852b1b49e1f11b7fa21a6
437,QCA000437,303,226,167,21,1,Keystone QualityCertificateAnalysis 437,QCA000437,1,608.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92fdd0c14a505b9c97d3c91f35a574c892fdd0c14a505b9c97d3c91f35a574c8
438,QCA000438,148,40,131,2,1,Titan QualityCertificateAnalysis 438,QCA000438,1,610.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca12402f251153abbf818950c5c241a9ca12402f251153abbf818950c5c241a9
439,QCA000439,458,230,44,22,4,Northstar QualityCertificateAnalysis 439,QCA000439,1,611.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee9101466aeb5ad6844f6a29b2fa0930ee9101466aeb5ad6844f6a29b2fa0930
440,QCA000440,155,223,110,13,3,Atlas QualityCertificateAnalysis 440,QCA000440,0,612.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c28c7735a7dc51d1a3cad8ebcb3d0544c28c7735a7dc51d1a3cad8ebcb3d0544
441,QCA000441,385,3,156,12,2,Unity QualityCertificateAnalysis 441,QCA000441,1,614.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,705c83be4be65a7a8f6a5b23eb746260705c83be4be65a7a8f6a5b23eb746260
442,QCA000442,365,-1,229,8,1,Evergreen QualityCertificateAnalysis 442,QCA000442,1,615.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4c9cac312435685bcd3597b9d618035b4c9cac312435685bcd3597b9d618035
443,QCA000443,97,384,35,10,4,Willow QualityCertificateAnalysis 443,QCA000443,1,616.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00f7c0857002581092b4778570f4821b00f7c0857002581092b4778570f4821b
444,QCA000444,493,390,118,8,4,Willow QualityCertificateAnalysis 444,QCA000444,1,618.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b46c1cd419af5da78ea9a458160e89d3b46c1cd419af5da78ea9a458160e89d3
445,QCA000445,462,455,65,18,5,Quartz QualityCertificateAnalysis 445,QCA000445,0,619.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f58e930030775c6c8d723eff2ef4d1d7f58e930030775c6c8d723eff2ef4d1d7
446,QCA000446,176,420,61,25,1,Meridian QualityCertificateAnalysis 446,QCA000446,1,621.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87baad4647e55b8baa5d820bcf65ca2287baad4647e55b8baa5d820bcf65ca22
447,QCA000447,102,299,72,2,4,Evergreen QualityCertificateAnalysis 447,QCA000447,1,622.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4435fe4374ce5e51b823e091c8cf31904435fe4374ce5e51b823e091c8cf3190
448,QCA000448,269,397,171,16,1,Harbor QualityCertificateAnalysis 448,QCA000448,1,623.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8f9e5bf2e935ea78a7dc029906d74aba8f9e5bf2e935ea78a7dc029906d74ab
449,QCA000449,275,293,198,13,1,Cedar QualityCertificateAnalysis 449,QCA000449,1,625.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40fe2a28afee5219890c5596fdd7a84340fe2a28afee5219890c5596fdd7a843
450,QCA000450,428,351,154,8,1,Ion QualityCertificateAnalysis 450,QCA000450,0,626.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80cbd42544b257bdaffe820ac0f5fa4a80cbd42544b257bdaffe820ac0f5fa4a
451,QCA000451,181,105,159,17,1,Meridian QualityCertificateAnalysis 451,QCA000451,1,627.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f35dcf0e04c751569f546553affbe3b7f35dcf0e04c751569f546553affbe3b7
452,QCA000452,17,352,75,19,5,Pioneer QualityCertificateAnalysis 452,QCA000452,1,629.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7326db4de8a5e638a345cf7855fbbadc7326db4de8a5e638a345cf7855fbbad
453,QCA000453,75,338,150,2,4,Ion QualityCertificateAnalysis 453,QCA000453,1,630.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e9af293245b50f5b52802dde40a26250e9af293245b50f5b52802dde40a2625
454,QCA000454,229,47,110,25,3,Ion QualityCertificateAnalysis 454,QCA000454,1,631.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fa05a029ae05aed8463a63ff10243bf0fa05a029ae05aed8463a63ff10243bf
455,QCA000455,446,291,57,5,5,Ion QualityCertificateAnalysis 455,QCA000455,0,633.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7543bedafe3357759391e36a04cc98e77543bedafe3357759391e36a04cc98e7
456,QCA000456,24,303,197,12,1,Zenith QualityCertificateAnalysis 456,QCA000456,1,634.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,511cf96357595589a605ae7a8dc4275e511cf96357595589a605ae7a8dc4275e
457,QCA000457,204,365,140,19,5,Unity QualityCertificateAnalysis 457,QCA000457,1,636.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50b797253fac5c12a16329876b659bcc50b797253fac5c12a16329876b659bcc
458,QCA000458,235,385,88,22,1,Beacon QualityCertificateAnalysis 458,QCA000458,1,637.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ceed55b801c595ebc8ff8911a1c5ff56ceed55b801c595ebc8ff8911a1c5ff5
459,QCA000459,179,-1,187,17,1,Summit QualityCertificateAnalysis 459,QCA000459,1,638.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3807e0ad4fb58c3ad0cfca140ce2937c3807e0ad4fb58c3ad0cfca140ce2937
460,QCA000460,203,243,198,14,3,Unity QualityCertificateAnalysis 460,QCA000460,0,640.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ebff196d03653d998bcfc5b923603362ebff196d03653d998bcfc5b92360336
461,QCA000461,100,194,31,14,5,Quartz QualityCertificateAnalysis 461,QCA000461,1,641.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f17167e377b7567fa49f8ea005af70d6f17167e377b7567fa49f8ea005af70d6
462,QCA000462,279,176,67,8,3,Harbor QualityCertificateAnalysis 462,QCA000462,1,642.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1dc3d73ab6cb5e519ae954d83b69cb201dc3d73ab6cb5e519ae954d83b69cb20
463,QCA000463,213,421,188,23,4,Meridian QualityCertificateAnalysis 463,QCA000463,1,644.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea4f51a712895e3fa1392a5638433200ea4f51a712895e3fa1392a5638433200
464,QCA000464,47,9,123,6,3,Evergreen QualityCertificateAnalysis 464,QCA000464,1,645.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2928fe6dac65984a4696a1e8ea7a282f2928fe6dac65984a4696a1e8ea7a282
465,QCA000465,84,324,240,4,1,Ion QualityCertificateAnalysis 465,QCA000465,0,647.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31217baca379524b95a192c4f42b1c3431217baca379524b95a192c4f42b1c34
466,QCA000466,58,158,111,15,3,Willow QualityCertificateAnalysis 466,QCA000466,1,648.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad7e505136205eff9a9272804cde3144ad7e505136205eff9a9272804cde3144
467,QCA000467,437,201,190,13,3,Meridian QualityCertificateAnalysis 467,QCA000467,1,649.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83e8b238d0b154cc81ec35828607709e83e8b238d0b154cc81ec35828607709e
468,QCA000468,363,434,54,18,2,Beacon QualityCertificateAnalysis 468,QCA000468,1,651.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,611115cf3ff25909845aa61aaac05a51611115cf3ff25909845aa61aaac05a51
469,QCA000469,47,167,97,3,2,Willow QualityCertificateAnalysis 469,QCA000469,1,652.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64fdbe05527d5390acc17e2c0c1539f464fdbe05527d5390acc17e2c0c1539f4
470,QCA000470,342,258,203,24,4,Vertex QualityCertificateAnalysis 470,QCA000470,0,653.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11f715319dec535da84014ef966d06c911f715319dec535da84014ef966d06c9
471,QCA000471,4,429,125,17,2,Forge QualityCertificateAnalysis 471,QCA000471,1,655.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8593ec572725859ad0f9d5dfa58307db8593ec572725859ad0f9d5dfa58307d
472,QCA000472,68,142,219,5,5,Evergreen QualityCertificateAnalysis 472,QCA000472,1,656.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35eb8fc1a39953c08592e8fd0418200c35eb8fc1a39953c08592e8fd0418200c
473,QCA000473,55,416,68,6,5,Harbor QualityCertificateAnalysis 473,QCA000473,1,658.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a98c85d4ee9c5b5f91f7d90a82a13b5aa98c85d4ee9c5b5f91f7d90a82a13b5a
474,QCA000474,77,204,232,22,5,Meridian QualityCertificateAnalysis 474,QCA000474,1,659.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20f37cddc2c551f590039610e9fd082320f37cddc2c551f590039610e9fd0823
475,QCA000475,67,46,54,16,2,Forge QualityCertificateAnalysis 475,QCA000475,0,660.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab2d99ade4fd5cdd9b5074bf1cefdf4bab2d99ade4fd5cdd9b5074bf1cefdf4b
476,QCA000476,367,-1,211,24,3,Keystone QualityCertificateAnalysis 476,QCA000476,1,662.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8819f5f1b3a5597693abcfcb1eb2fd0a8819f5f1b3a5597693abcfcb1eb2fd0a
477,QCA000477,72,4,91,6,4,Meridian QualityCertificateAnalysis 477,QCA000477,1,663.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7633513d5985d348b4c4abae05c9012d7633513d5985d348b4c4abae05c9012
478,QCA000478,314,260,48,19,2,Delta QualityCertificateAnalysis 478,QCA000478,1,664.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,894fca39805757fb856bd86b8c1886db894fca39805757fb856bd86b8c1886db
