MaintenanceWorkRequestKey,WorkRequestNumber,AssetKey,PlantKey,RequesterEmployeeKey,PriorityKey,MaintenanceWorkTypeKey,MaintenanceOrderStatusKey,MaintenanceWorkRequestName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
379,MWR000379,130,113,387,4,9,7,Pioneer MaintenanceWorkRequest 379,MWR000379,1,529.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1fb1852e7cc520f864b732788523237f1fb1852e7cc520f864b732788523237
380,MWR000380,202,264,241,1,2,2,Cedar MaintenanceWorkRequest 380,MWR000380,0,530.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94f1717477f45ee9980b18cff8682db694f1717477f45ee9980b18cff8682db6
381,MWR000381,45,145,288,2,12,10,Beacon MaintenanceWorkRequest 381,MWR000381,1,531.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22aa46aee49650ad96b9a8c8f20d3a5322aa46aee49650ad96b9a8c8f20d3a53
382,MWR000382,30,247,373,1,3,11,Forge MaintenanceWorkRequest 382,MWR000382,1,533.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b6795e141ab5d4c802209bfbaea37554b6795e141ab5d4c802209bfbaea3755
383,MWR000383,259,50,261,5,4,9,Junction MaintenanceWorkRequest 383,MWR000383,1,534.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,720f4bfecf835879a44789afe0e3a174720f4bfecf835879a44789afe0e3a174
384,MWR000384,175,293,240,4,2,10,Quartz MaintenanceWorkRequest 384,MWR000384,1,536.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6a1a70dd8bd50ef9e8898d83a63801da6a1a70dd8bd50ef9e8898d83a63801d
385,MWR000385,254,318,140,4,4,1,Harbor MaintenanceWorkRequest 385,MWR000385,0,537.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,779f58c39fd95ad1a8e5b027b79bcd3d779f58c39fd95ad1a8e5b027b79bcd3d
386,MWR000386,193,223,389,4,2,1,Unity MaintenanceWorkRequest 386,MWR000386,1,538.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c2fb69d00175d32825b134f0d67f9f88c2fb69d00175d32825b134f0d67f9f8
387,MWR000387,336,271,18,2,8,2,Pioneer MaintenanceWorkRequest 387,MWR000387,1,540.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3511fb0186a95561b92ee1969abb6b723511fb0186a95561b92ee1969abb6b72
388,MWR000388,131,102,319,2,4,3,Atlas MaintenanceWorkRequest 388,MWR000388,1,541.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8903af818d8b54968473f821397e4e7d8903af818d8b54968473f821397e4e7d
389,MWR000389,234,104,349,1,8,7,Meridian MaintenanceWorkRequest 389,MWR000389,1,542.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bfbffa4e4c059a58f90feea3dc2ec967bfbffa4e4c059a58f90feea3dc2ec96
390,MWR000390,348,54,218,3,4,5,Willow MaintenanceWorkRequest 390,MWR000390,0,544.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a329680479865540ac10465493cc9fc8a329680479865540ac10465493cc9fc8
391,MWR000391,314,59,-1,1,5,3,Granite MaintenanceWorkRequest 391,MWR000391,1,545.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a24a792cadd2521c997a35d6284aa2eba24a792cadd2521c997a35d6284aa2eb
392,MWR000392,105,75,226,2,5,11,Unity MaintenanceWorkRequest 392,MWR000392,1,547.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,196b55619cac5f159e15292af11cc105196b55619cac5f159e15292af11cc105
393,MWR000393,389,38,92,3,11,10,Granite MaintenanceWorkRequest 393,MWR000393,1,548.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca525cbe7b155431a21c919675abcc66ca525cbe7b155431a21c919675abcc66
394,MWR000394,315,249,171,4,8,5,Willow MaintenanceWorkRequest 394,MWR000394,1,549.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e4dc0ce06fb55efb21e022fee8be5d92e4dc0ce06fb55efb21e022fee8be5d9
395,MWR000395,171,1,439,3,3,12,Beacon MaintenanceWorkRequest 395,MWR000395,0,551.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7be047e2ac8e50eea90cfa41a5dd25a57be047e2ac8e50eea90cfa41a5dd25a5
396,MWR000396,399,154,182,3,10,12,Vertex MaintenanceWorkRequest 396,MWR000396,1,552.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b4ee5e04def57e38dbdd1b42177608f8b4ee5e04def57e38dbdd1b42177608f
397,MWR000397,334,327,84,2,10,11,Atlas MaintenanceWorkRequest 397,MWR000397,1,553.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4194cdd08715aefb02873b89c953cfec4194cdd08715aefb02873b89c953cfe
398,MWR000398,77,10,398,1,4,2,Granite MaintenanceWorkRequest 398,MWR000398,1,555.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9bef74f48c45115934084411b326953a9bef74f48c45115934084411b326953
399,MWR000399,43,112,86,2,5,3,Granite MaintenanceWorkRequest 399,MWR000399,1,556.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a367413ac8315420803b6c1e2f27c0aca367413ac8315420803b6c1e2f27c0ac
400,MWR000400,87,147,27,2,4,7,Northstar MaintenanceWorkRequest 400,MWR000400,0,558.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cba2683cb997536d922ec016d1c7c5d9cba2683cb997536d922ec016d1c7c5d9
401,MWR000401,168,17,395,3,8,4,Titan MaintenanceWorkRequest 401,MWR000401,1,559.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40cfb6c2fde451e19633b475e34151ea40cfb6c2fde451e19633b475e34151ea
402,MWR000402,295,165,349,3,3,5,Willow MaintenanceWorkRequest 402,MWR000402,1,560.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e2f2466efb4529d8b017cad68e76de11e2f2466efb4529d8b017cad68e76de1
403,MWR000403,188,64,469,3,11,3,Keystone MaintenanceWorkRequest 403,MWR000403,1,562.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac1ae30342e95610a7d5e406084b3078ac1ae30342e95610a7d5e406084b3078
404,MWR000404,107,316,185,1,9,2,Cedar MaintenanceWorkRequest 404,MWR000404,1,563.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86ade48d33ac5a1aa3f6699df126966686ade48d33ac5a1aa3f6699df1269666
405,MWR000405,408,255,183,5,9,8,Atlas MaintenanceWorkRequest 405,MWR000405,0,564.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d0e6f2d59be5226a7a00a6fcd11df206d0e6f2d59be5226a7a00a6fcd11df20
406,MWR000406,39,311,81,1,5,2,Quartz MaintenanceWorkRequest 406,MWR000406,1,566.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e99268ea4e8e572f94d3c51d1fa32ab6e99268ea4e8e572f94d3c51d1fa32ab6
407,MWR000407,425,95,146,2,3,2,Quartz MaintenanceWorkRequest 407,MWR000407,1,567.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ba0e31691d0529cb66c8cffce4de7c58ba0e31691d0529cb66c8cffce4de7c5
408,MWR000408,258,222,-1,2,4,6,Harbor MaintenanceWorkRequest 408,MWR000408,1,568.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46a3f837d783556bb4bcb8f0118f415846a3f837d783556bb4bcb8f0118f4158
409,MWR000409,237,243,395,1,3,11,Evergreen MaintenanceWorkRequest 409,MWR000409,1,570.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f2b7da8be445aa59b8b59ae54336d047f2b7da8be445aa59b8b59ae54336d04
410,MWR000410,490,238,293,5,6,2,Beacon MaintenanceWorkRequest 410,MWR000410,0,571.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,016d8554302052948be8996fdfa91423016d8554302052948be8996fdfa91423
411,MWR000411,28,130,15,3,10,1,Orion MaintenanceWorkRequest 411,MWR000411,1,573.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84c044f036ce50e18c60deda3ff0025384c044f036ce50e18c60deda3ff00253
412,MWR000412,360,115,161,4,5,6,Willow MaintenanceWorkRequest 412,MWR000412,1,574.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2476f0baf3d57118ad661bfbb061100d2476f0baf3d57118ad661bfbb061100
413,MWR000413,22,144,294,4,11,4,Delta MaintenanceWorkRequest 413,MWR000413,1,575.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0cdc72960734532888361f3ff3f21e660cdc72960734532888361f3ff3f21e66
414,MWR000414,263,41,379,5,6,2,Summit MaintenanceWorkRequest 414,MWR000414,1,577.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af464ef86b0f5eb68520f8eb7874e2adaf464ef86b0f5eb68520f8eb7874e2ad
415,MWR000415,491,187,40,1,8,8,Junction MaintenanceWorkRequest 415,MWR000415,0,578.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1fae0a2a71bb57f69b6ef76168b78ff31fae0a2a71bb57f69b6ef76168b78ff3
416,MWR000416,6,172,498,1,10,5,Willow MaintenanceWorkRequest 416,MWR000416,1,579.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ffe75f8d1c5550ebef2ea2ab5c4427b2ffe75f8d1c5550ebef2ea2ab5c4427b
417,MWR000417,233,256,165,5,5,8,Orion MaintenanceWorkRequest 417,MWR000417,1,581.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08b0fbefb1765fbd97d7633090e8364f08b0fbefb1765fbd97d7633090e8364f
418,MWR000418,67,138,267,5,1,7,Meridian MaintenanceWorkRequest 418,MWR000418,1,582.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f47549ca3429516a8da4879379b35c64f47549ca3429516a8da4879379b35c64
419,MWR000419,342,101,479,4,12,7,Atlas MaintenanceWorkRequest 419,MWR000419,1,584.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,368707d76a0457379dde86debd4e2983368707d76a0457379dde86debd4e2983
420,MWR000420,137,142,141,2,5,5,Summit MaintenanceWorkRequest 420,MWR000420,0,585.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5334bb151a255733bab4b5fc30e042265334bb151a255733bab4b5fc30e04226
421,MWR000421,307,333,134,5,4,12,Orion MaintenanceWorkRequest 421,MWR000421,1,586.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05086ea9c38458bbb2b9fc5aee726b8405086ea9c38458bbb2b9fc5aee726b84
422,MWR000422,187,219,372,2,8,3,Liberty MaintenanceWorkRequest 422,MWR000422,1,588.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,647c0670feb052bb8bb586cdc8d31126647c0670feb052bb8bb586cdc8d31126
423,MWR000423,410,47,390,3,12,1,Granite MaintenanceWorkRequest 423,MWR000423,1,589.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79181a99c0f65653843077177ebe120179181a99c0f65653843077177ebe1201
424,MWR000424,48,26,387,4,3,11,Cedar MaintenanceWorkRequest 424,MWR000424,1,590.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,634af465f8e75536885a6bcf7232f5be634af465f8e75536885a6bcf7232f5be
425,MWR000425,364,176,-1,1,11,2,Keystone MaintenanceWorkRequest 425,MWR000425,0,592.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69c409f5b9dd5daba4f8c0ae0e509b9969c409f5b9dd5daba4f8c0ae0e509b99
426,MWR000426,179,45,351,3,4,9,Atlas MaintenanceWorkRequest 426,MWR000426,1,593.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58c99b9b453056288e677063cc0c457658c99b9b453056288e677063cc0c4576
427,MWR000427,175,147,459,5,10,10,Pioneer MaintenanceWorkRequest 427,MWR000427,1,594.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41bb92590c3c5526bd2af04efbc31acb41bb92590c3c5526bd2af04efbc31acb
428,MWR000428,375,122,38,5,1,11,Quartz MaintenanceWorkRequest 428,MWR000428,1,596.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a65e4b6b6c0f556a9ba393a5805c6b1ea65e4b6b6c0f556a9ba393a5805c6b1e
429,MWR000429,180,176,163,2,7,1,Meridian MaintenanceWorkRequest 429,MWR000429,1,597.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d89dc31f15b95b89a6ebb9b8bd525210d89dc31f15b95b89a6ebb9b8bd525210
430,MWR000430,379,62,436,5,12,4,Quartz MaintenanceWorkRequest 430,MWR000430,0,599.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f249d21f19250319238663d9741036f8f249d21f19250319238663d9741036f
431,MWR000431,92,58,194,3,7,8,Delta MaintenanceWorkRequest 431,MWR000431,1,600.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,134cde17418550ff8eda346fdda43e09134cde17418550ff8eda346fdda43e09
432,MWR000432,192,122,365,4,9,11,Unity MaintenanceWorkRequest 432,MWR000432,1,601.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2bcc4e4c5f15c61a8c4bb611a1931ebc2bcc4e4c5f15c61a8c4bb611a1931eb
433,MWR000433,75,145,225,1,2,1,Quartz MaintenanceWorkRequest 433,MWR000433,1,603.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce3135904d5951589ee5b6206b5ed464ce3135904d5951589ee5b6206b5ed464
434,MWR000434,70,335,332,2,3,3,Cedar MaintenanceWorkRequest 434,MWR000434,1,604.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85558c8eb89952ffa0e82c2f5e7087a985558c8eb89952ffa0e82c2f5e7087a9
435,MWR000435,109,296,49,2,12,4,Meridian MaintenanceWorkRequest 435,MWR000435,0,605.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48a76fb2c9d659d89d8e34ef51d3076a48a76fb2c9d659d89d8e34ef51d3076a
436,MWR000436,329,232,54,1,9,8,Meridian MaintenanceWorkRequest 436,MWR000436,1,607.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1a6c58da37959bf991ad9869047afe8e1a6c58da37959bf991ad9869047afe8
437,MWR000437,219,216,9,3,7,4,Unity MaintenanceWorkRequest 437,MWR000437,1,608.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62c8ac55eda554b49ba2eccafc52f51262c8ac55eda554b49ba2eccafc52f512
438,MWR000438,135,72,389,3,11,4,Forge MaintenanceWorkRequest 438,MWR000438,1,610.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b84b6b98af945c8b9c3b54828726b8eeb84b6b98af945c8b9c3b54828726b8ee
439,MWR000439,411,264,320,2,4,11,Cedar MaintenanceWorkRequest 439,MWR000439,1,611.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,821a53e99eba5d519a1b61e323a76bf8821a53e99eba5d519a1b61e323a76bf8
440,MWR000440,470,58,65,1,4,1,Meridian MaintenanceWorkRequest 440,MWR000440,0,612.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dccae4af36a85869a89aad618f42d6ecdccae4af36a85869a89aad618f42d6ec
441,MWR000441,210,28,310,1,4,2,Riverton MaintenanceWorkRequest 441,MWR000441,1,614.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2221e6e0faa54a19617f36dd0fc9a6ac2221e6e0faa54a19617f36dd0fc9a6a
442,MWR000442,205,95,-1,1,1,7,Unity MaintenanceWorkRequest 442,MWR000442,1,615.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,787601c31aaf5638a44bd80f0cdc9161787601c31aaf5638a44bd80f0cdc9161
443,MWR000443,117,171,305,3,10,3,Liberty MaintenanceWorkRequest 443,MWR000443,1,616.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3086e537c7f9579f931fcad7928412933086e537c7f9579f931fcad792841293
444,MWR000444,440,106,492,1,12,12,Titan MaintenanceWorkRequest 444,MWR000444,1,618.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1734153df3d5afbaaf0a700971c3e2ff1734153df3d5afbaaf0a700971c3e2f
445,MWR000445,349,323,156,4,1,7,Atlas MaintenanceWorkRequest 445,MWR000445,0,619.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,203a352b5a6059959b60d11b182a916e203a352b5a6059959b60d11b182a916e
446,MWR000446,443,181,65,2,12,11,Titan MaintenanceWorkRequest 446,MWR000446,1,621.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4dee2b7dcf3f5ef4bf5af69d688476254dee2b7dcf3f5ef4bf5af69d68847625
447,MWR000447,35,190,372,3,9,4,Delta MaintenanceWorkRequest 447,MWR000447,1,622.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a27a677435f8532597c8ee0908a77acea27a677435f8532597c8ee0908a77ace
448,MWR000448,211,136,109,5,7,9,Atlas MaintenanceWorkRequest 448,MWR000448,1,623.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b2a7807ebba58b78b4d926bda30909c7b2a7807ebba58b78b4d926bda30909c
449,MWR000449,406,240,313,3,3,8,Pioneer MaintenanceWorkRequest 449,MWR000449,1,625.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b2e9ec752c15b6f934e2222801c6ba81b2e9ec752c15b6f934e2222801c6ba8
450,MWR000450,141,120,393,5,4,3,Keystone MaintenanceWorkRequest 450,MWR000450,0,626.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07a9c06a878953ab977dffeb037ec07207a9c06a878953ab977dffeb037ec072
451,MWR000451,78,60,4,4,9,1,Summit MaintenanceWorkRequest 451,MWR000451,1,627.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73ef4bc6c72f56f4b5576678e55f427c73ef4bc6c72f56f4b5576678e55f427c
452,MWR000452,286,203,57,1,9,7,Quartz MaintenanceWorkRequest 452,MWR000452,1,629.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e5fd41a1d3651bc93f993cfdb0a6ece4e5fd41a1d3651bc93f993cfdb0a6ece
453,MWR000453,208,320,48,3,12,5,Meridian MaintenanceWorkRequest 453,MWR000453,1,630.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c9ce24121a4541ba05e8c265f8cfb684c9ce24121a4541ba05e8c265f8cfb68
454,MWR000454,306,303,65,2,10,6,Unity MaintenanceWorkRequest 454,MWR000454,1,631.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1db6929a5e405cc9bc0776eaea92b6931db6929a5e405cc9bc0776eaea92b693
455,MWR000455,44,75,226,5,11,4,Riverton MaintenanceWorkRequest 455,MWR000455,0,633.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f879603213a58c0bccf4526a97893013f879603213a58c0bccf4526a9789301
456,MWR000456,75,184,375,4,11,9,Quartz MaintenanceWorkRequest 456,MWR000456,1,634.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d422fe92fc85bbe9c0e7492007ba1f49d422fe92fc85bbe9c0e7492007ba1f4
457,MWR000457,172,231,251,1,12,12,Junction MaintenanceWorkRequest 457,MWR000457,1,636.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b86e81fc75775708bfa0be563e0b28e4b86e81fc75775708bfa0be563e0b28e4
458,MWR000458,208,330,461,3,8,7,Riverton MaintenanceWorkRequest 458,MWR000458,1,637.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfd3e24f793d5b22af64db785320c870bfd3e24f793d5b22af64db785320c870
459,MWR000459,445,283,-1,3,10,1,Vertex MaintenanceWorkRequest 459,MWR000459,1,638.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd9764f55edc5f9faf5401b5f7c3e572bd9764f55edc5f9faf5401b5f7c3e572
460,MWR000460,334,32,338,3,3,9,Meridian MaintenanceWorkRequest 460,MWR000460,0,640.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f1e4ac8b3075f1a9faf94f9ba07fa720f1e4ac8b3075f1a9faf94f9ba07fa72
461,MWR000461,275,290,468,3,4,11,Willow MaintenanceWorkRequest 461,MWR000461,1,641.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17418d8fd76c5536a4a8a5a2ddef025b17418d8fd76c5536a4a8a5a2ddef025b
462,MWR000462,227,236,231,5,2,11,Unity MaintenanceWorkRequest 462,MWR000462,1,642.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a42ccebf442e53449208a902ed6228c9a42ccebf442e53449208a902ed6228c9
463,MWR000463,22,104,51,2,12,4,Summit MaintenanceWorkRequest 463,MWR000463,1,644.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,585b63e23e2a58f8a33fb295783c8d05585b63e23e2a58f8a33fb295783c8d05
464,MWR000464,177,325,494,5,6,5,Zenith MaintenanceWorkRequest 464,MWR000464,1,645.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b658f74b662156c7ae4340aac8c95f31b658f74b662156c7ae4340aac8c95f31
465,MWR000465,343,241,167,2,4,10,Delta MaintenanceWorkRequest 465,MWR000465,0,647.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5185ce0d3715fb082b9d80cc760cb41f5185ce0d3715fb082b9d80cc760cb41
466,MWR000466,262,43,92,4,10,9,Cedar MaintenanceWorkRequest 466,MWR000466,1,648.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fa766ae126b5660b386529579ba865f6fa766ae126b5660b386529579ba865f
467,MWR000467,267,42,276,2,7,10,Orion MaintenanceWorkRequest 467,MWR000467,1,649.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ad4537e465655538bf9f4ff7ffb896d5ad4537e465655538bf9f4ff7ffb896d
468,MWR000468,267,103,478,4,5,4,Keystone MaintenanceWorkRequest 468,MWR000468,1,651.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f119941fe7e650629cce0df860dc81e5f119941fe7e650629cce0df860dc81e5
469,MWR000469,439,249,453,4,2,9,Vertex MaintenanceWorkRequest 469,MWR000469,1,652.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c60e2c539a4655ea95dedfa0e2b1afd8c60e2c539a4655ea95dedfa0e2b1afd8
470,MWR000470,392,157,63,2,2,9,Summit MaintenanceWorkRequest 470,MWR000470,0,653.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22feeeae701056adba0a4c6aa5c341c122feeeae701056adba0a4c6aa5c341c1
471,MWR000471,147,299,42,1,7,10,Quartz MaintenanceWorkRequest 471,MWR000471,1,655.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,464667928fb55d6f8d555230e870a00f464667928fb55d6f8d555230e870a00f
472,MWR000472,368,307,355,5,8,1,Evergreen MaintenanceWorkRequest 472,MWR000472,1,656.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f97579d5ff9d5a8693e0ee3c9d548c92f97579d5ff9d5a8693e0ee3c9d548c92
473,MWR000473,162,27,11,4,8,8,Zenith MaintenanceWorkRequest 473,MWR000473,1,658.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43271ec8da6b5439a768f11e2bf0e38943271ec8da6b5439a768f11e2bf0e389
