AssetKey,AssetNumber,SiteKey,AssetModelKey,AssetCriticalityKey,ParentAssetKey,AssetStatusKey,MaintenanceStrategyKey,UnitOfMeasureKey,RecordStatusKey,AssetName,AssetDescription,SerialNumber,InstallationDate,CommissionedDate,RetirementDate,ReplacementCostAmount,NameplateCapacityValue,WarrantyEndDate,SafetyCriticalFlag,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
304,A000304,36,406,7,-1,11,10,1,3,Quartz Asset 304,Asset starter record 304,A000304,2020-10-31,2020-10-31,2021-10-31,426.4800,426.4800,2021-10-31,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba1936f41a835cc8a9a0ac08751c659fba1936f41a835cc8a9a0ac08751c659f
305,A000305,174,286,7,-1,13,1,4,2,Atlas Asset 305,Asset starter record 305,A000305,2020-11-01,2020-11-01,2021-11-01,427.8500,427.8500,2021-11-01,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ba59ac0688a5cb8b2ccf96d494c03a88ba59ac0688a5cb8b2ccf96d494c03a8
306,A000306,16,39,10,-1,15,5,1,1,Willow Asset 306,Asset starter record 306,A000306,2020-11-02,2020-11-02,2021-11-02,429.2200,429.2200,2021-11-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ecd1db228ff58548c4c611a1a7bf8e29ecd1db228ff58548c4c611a1a7bf8e2
307,A000307,257,215,3,-1,15,5,4,1,Forge Asset 307,Asset starter record 307,A000307,2020-11-03,2020-11-03,2021-11-03,430.5900,430.5900,2021-11-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8d161f9cb8858f7ae43a6d37f3cb5e0e8d161f9cb8858f7ae43a6d37f3cb5e0
308,A000308,45,13,8,-1,12,1,2,3,Pioneer Asset 308,Asset starter record 308,A000308,2020-11-04,2020-11-04,2021-11-04,431.9600,431.9600,2021-11-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7fa09ac59f45c74bda918283fe2da44e7fa09ac59f45c74bda918283fe2da44
309,A000309,500,132,10,-1,8,4,2,2,Meridian Asset 309,Asset starter record 309,A000309,2020-11-05,2020-11-05,2021-11-05,433.3300,433.3300,2021-11-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00055c5ea1005eef9ccff7da90c3f5cd00055c5ea1005eef9ccff7da90c3f5cd
310,A000310,238,61,6,-1,8,8,7,2,Meridian Asset 310,Asset starter record 310,A000310,2020-11-06,2020-11-06,2021-11-06,434.7000,434.7000,2021-11-06,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f282469aa4e45c569623e6317ac9924ff282469aa4e45c569623e6317ac9924f
311,A000311,168,388,6,-1,15,2,7,2,Willow Asset 311,Asset starter record 311,A000311,2020-11-07,2020-11-07,2021-11-07,436.0700,436.0700,2021-11-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,273aa0fdf4e45cf2a212d4bcda084c35273aa0fdf4e45cf2a212d4bcda084c35
312,A000312,211,347,3,-1,11,5,7,1,Atlas Asset 312,Asset starter record 312,A000312,2020-11-08,2020-11-08,2021-11-08,437.4400,437.4400,2021-11-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e1ce86338ed5f5cb06abbd9c9cf8dcd1e1ce86338ed5f5cb06abbd9c9cf8dcd
313,A000313,421,473,8,-1,1,3,2,2,Orion Asset 313,Asset starter record 313,A000313,2020-11-09,2020-11-09,2021-11-09,438.8100,438.8100,2021-11-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3870df2098d5ebaa2c33abfb6a251aed3870df2098d5ebaa2c33abfb6a251ae
314,A000314,61,455,10,-1,9,5,5,3,Titan Asset 314,Asset starter record 314,A000314,2020-11-10,2020-11-10,2021-11-10,440.1800,440.1800,2021-11-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,112a4b190a94564bbfdecc940dcbb0c5112a4b190a94564bbfdecc940dcbb0c5
315,A000315,371,70,8,-1,8,1,3,2,Granite Asset 315,Asset starter record 315,A000315,2020-11-11,2020-11-11,2021-11-11,441.5500,441.5500,2021-11-11,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f670f21c6adc5457b9bbda1d7e5bb103f670f21c6adc5457b9bbda1d7e5bb103
316,A000316,260,356,5,-1,1,5,2,3,Cedar Asset 316,Asset starter record 316,A000316,2020-11-12,2020-11-12,2021-11-12,442.9200,442.9200,2021-11-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21acb96df1205c1991b0c6da6be61e7e21acb96df1205c1991b0c6da6be61e7e
317,A000317,72,272,10,-1,12,8,4,1,Orion Asset 317,Asset starter record 317,A000317,2020-11-13,2020-11-13,2021-11-13,444.2900,444.2900,2021-11-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d217fafe0f975f3ab3a12205da7fa164d217fafe0f975f3ab3a12205da7fa164
318,A000318,286,315,2,-1,6,3,2,4,Riverton Asset 318,Asset starter record 318,A000318,2020-11-14,2020-11-14,2021-11-14,445.6600,445.6600,2021-11-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1380d8b969df58d391c0d88814a8ce141380d8b969df58d391c0d88814a8ce14
319,A000319,446,291,6,-1,5,7,3,4,Unity Asset 319,Asset starter record 319,A000319,2020-11-15,2020-11-15,2021-11-15,447.0300,447.0300,2021-11-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b5e945958955c40b5c05a4785026f5e7b5e945958955c40b5c05a4785026f5e
320,A000320,426,412,8,-1,1,1,5,2,Cedar Asset 320,Asset starter record 320,A000320,2020-11-16,2020-11-16,2021-11-16,448.4000,448.4000,2021-11-16,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9de7c6dadb135302b41813ef28dd51519de7c6dadb135302b41813ef28dd5151
321,A000321,486,416,8,-1,15,8,7,4,Ion Asset 321,Asset starter record 321,A000321,2020-11-17,2020-11-17,2021-11-17,449.7700,449.7700,2021-11-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26dc35c686c55f7090c114ac7957653126dc35c686c55f7090c114ac79576531
322,A000322,290,499,7,-1,2,6,4,4,Summit Asset 322,Asset starter record 322,A000322,2020-11-18,2020-11-18,2021-11-18,451.1400,451.1400,2021-11-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,402c14a667ec59c7bba4c0f4d622b700402c14a667ec59c7bba4c0f4d622b700
323,A000323,241,217,10,-1,13,4,1,2,Forge Asset 323,Asset starter record 323,A000323,2020-11-19,2020-11-19,2021-11-19,452.5100,452.5100,2021-11-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,effaf8e7cdb65cbf816577b843bbd441effaf8e7cdb65cbf816577b843bbd441
324,A000324,339,166,5,-1,1,3,3,1,Meridian Asset 324,Asset starter record 324,A000324,2020-11-20,2020-11-20,2021-11-20,453.8800,453.8800,2021-11-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4c1d1ee19205ba3b40f24c44663f8a9e4c1d1ee19205ba3b40f24c44663f8a9
325,A000325,101,327,1,-1,11,10,2,1,Delta Asset 325,Asset starter record 325,A000325,2020-11-21,2020-11-21,2021-11-21,455.2500,455.2500,2021-11-21,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3481dfab3fd538bad4f058f40c7df91d3481dfab3fd538bad4f058f40c7df91
326,A000326,325,79,4,-1,13,5,6,3,Beacon Asset 326,Asset starter record 326,A000326,2020-11-22,2020-11-22,2021-11-22,456.6200,456.6200,2021-11-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eef067c099785d4b8ea613d802f46c0ceef067c099785d4b8ea613d802f46c0c
327,A000327,147,102,9,-1,6,4,1,3,Ion Asset 327,Asset starter record 327,A000327,2020-11-23,2020-11-23,2021-11-23,457.9900,457.9900,2021-11-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2f5d601ae245881862377392f835ce9f2f5d601ae245881862377392f835ce9
328,A000328,151,127,9,-1,8,7,6,3,Beacon Asset 328,Asset starter record 328,A000328,2020-11-24,2020-11-24,2021-11-24,459.3600,459.3600,2021-11-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a1af7fb76de595ead9857998b87c7395a1af7fb76de595ead9857998b87c739
329,A000329,163,466,5,-1,7,10,7,3,Riverton Asset 329,Asset starter record 329,A000329,2020-11-25,2020-11-25,2021-11-25,460.7300,460.7300,2021-11-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcb8562528b756178c07a30fa26d573afcb8562528b756178c07a30fa26d573a
330,A000330,171,212,10,-1,14,6,3,2,Harbor Asset 330,Asset starter record 330,A000330,2020-11-26,2020-11-26,2021-11-26,462.1000,462.1000,2021-11-26,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec63b063ebdf5697a237cae7579a8402ec63b063ebdf5697a237cae7579a8402
331,A000331,316,252,5,-1,4,4,6,2,Beacon Asset 331,Asset starter record 331,A000331,2020-11-27,2020-11-27,2021-11-27,463.4700,463.4700,2021-11-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b1a3cb3e9955799ab54b296e7a8cd4e4b1a3cb3e9955799ab54b296e7a8cd4e
332,A000332,25,45,4,-1,7,8,5,1,Junction Asset 332,Asset starter record 332,A000332,2020-11-28,2020-11-28,2021-11-28,464.8400,464.8400,2021-11-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,390c18cfc5a55876a07689d1fc71f5f6390c18cfc5a55876a07689d1fc71f5f6
333,A000333,336,378,10,-1,12,3,2,2,Pioneer Asset 333,Asset starter record 333,A000333,2020-11-29,2020-11-29,2021-11-29,466.2100,466.2100,2021-11-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,962013e37e5153879e5a8563c3a91a7c962013e37e5153879e5a8563c3a91a7c
334,A000334,192,67,1,-1,14,6,7,4,Orion Asset 334,Asset starter record 334,A000334,2020-11-30,2020-11-30,2021-11-30,467.5800,467.5800,2021-11-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,737febbb25a05641b38d1c02ab57bc58737febbb25a05641b38d1c02ab57bc58
335,A000335,286,113,1,-1,8,4,1,3,Quartz Asset 335,Asset starter record 335,A000335,2020-12-01,2020-12-01,2021-12-01,468.9500,468.9500,2021-12-01,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bda9c8a861cc56bbb89a5d84c85b9a6abda9c8a861cc56bbb89a5d84c85b9a6a
336,A000336,217,249,1,-1,15,5,4,1,Liberty Asset 336,Asset starter record 336,A000336,2020-12-02,2020-12-02,2021-12-02,470.3200,470.3200,2021-12-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64ad5dd7ed125f42a90feef1f72436e064ad5dd7ed125f42a90feef1f72436e0
337,A000337,269,249,9,-1,3,4,6,4,Zenith Asset 337,Asset starter record 337,A000337,2020-12-03,2020-12-03,2021-12-03,471.6900,471.6900,2021-12-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19a349920199545ca0517cea3f91182819a349920199545ca0517cea3f911828
338,A000338,281,158,5,-1,5,1,5,2,Unity Asset 338,Asset starter record 338,A000338,2020-12-04,2020-12-04,2021-12-04,473.0600,473.0600,2021-12-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09987bca1c4b51b4af104751f65482d309987bca1c4b51b4af104751f65482d3
339,A000339,142,87,6,-1,11,7,4,1,Atlas Asset 339,Asset starter record 339,A000339,2020-12-05,2020-12-05,2021-12-05,474.4300,474.4300,2021-12-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfaa6bfa7e045592965723881039a5eadfaa6bfa7e045592965723881039a5ea
340,A000340,298,463,1,-1,10,10,5,1,Northstar Asset 340,Asset starter record 340,A000340,2020-12-06,2020-12-06,2021-12-06,475.8000,475.8000,2021-12-06,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,487f41656a2b560c91a036a140d113ca487f41656a2b560c91a036a140d113ca
341,A000341,98,341,6,-1,8,5,2,2,Ion Asset 341,Asset starter record 341,A000341,2020-12-07,2020-12-07,2021-12-07,477.1700,477.1700,2021-12-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68336eb04c3f5918b96d5d5a5a74476d68336eb04c3f5918b96d5d5a5a74476d
342,A000342,498,47,3,-1,10,1,4,4,Junction Asset 342,Asset starter record 342,A000342,2020-12-08,2020-12-08,2021-12-08,478.5400,478.5400,2021-12-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7ca5b12daa4523ca342231aa9c0e7f2c7ca5b12daa4523ca342231aa9c0e7f2
343,A000343,360,217,6,-1,10,8,2,1,Northstar Asset 343,Asset starter record 343,A000343,2020-12-09,2020-12-09,2021-12-09,479.9100,479.9100,2021-12-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbacef20daea56bbb9c451372f9d75defbacef20daea56bbb9c451372f9d75de
344,A000344,102,267,3,-1,5,9,4,4,Quartz Asset 344,Asset starter record 344,A000344,2020-12-10,2020-12-10,2021-12-10,481.2800,481.2800,2021-12-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c10a66b348b588aa8356689b701dc761c10a66b348b588aa8356689b701dc76
345,A000345,411,154,10,-1,10,1,7,3,Forge Asset 345,Asset starter record 345,A000345,2020-12-11,2020-12-11,2021-12-11,482.6500,482.6500,2021-12-11,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,823edf0e6b945958a73d55d71ac8e5d7823edf0e6b945958a73d55d71ac8e5d7
346,A000346,280,389,7,-1,12,2,1,2,Cedar Asset 346,Asset starter record 346,A000346,2020-12-12,2020-12-12,2021-12-12,484.0200,484.0200,2021-12-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fafa937f4b265a79abaa2f7ceee04aecfafa937f4b265a79abaa2f7ceee04aec
347,A000347,256,25,3,-1,8,4,3,1,Willow Asset 347,Asset starter record 347,A000347,2020-12-13,2020-12-13,2021-12-13,485.3900,485.3900,2021-12-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3fcf23647ed4502494bd44f49cf02c853fcf23647ed4502494bd44f49cf02c85
348,A000348,273,262,2,-1,4,9,1,3,Atlas Asset 348,Asset starter record 348,A000348,2020-12-14,2020-12-14,2021-12-14,486.7600,486.7600,2021-12-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30cf3a0cb2135a3aac8d0c1e24f9ad9c30cf3a0cb2135a3aac8d0c1e24f9ad9c
349,A000349,161,251,9,-1,8,3,5,3,Keystone Asset 349,Asset starter record 349,A000349,2020-12-15,2020-12-15,2021-12-15,488.1300,488.1300,2021-12-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,126b548c0ab75a9c95cd4b26d1744662126b548c0ab75a9c95cd4b26d1744662
350,A000350,479,397,3,-1,8,9,5,4,Junction Asset 350,Asset starter record 350,A000350,2020-12-16,2020-12-16,2021-12-16,489.5000,489.5000,2021-12-16,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21d0a12eecb15345a052fcbd21cf88d121d0a12eecb15345a052fcbd21cf88d1
351,A000351,54,93,8,-1,12,9,2,2,Delta Asset 351,Asset starter record 351,A000351,2020-12-17,2020-12-17,2021-12-17,490.8700,490.8700,2021-12-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1831fa83877f5eafa8fb74523a6180171831fa83877f5eafa8fb74523a618017
352,A000352,47,72,3,-1,11,6,2,4,Cedar Asset 352,Asset starter record 352,A000352,2020-12-18,2020-12-18,2021-12-18,492.2400,492.2400,2021-12-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b582c9fd1e45086b85b49310fdc0ff31b582c9fd1e45086b85b49310fdc0ff3
353,A000353,498,149,7,-1,16,9,3,4,Vertex Asset 353,Asset starter record 353,A000353,2020-12-19,2020-12-19,2021-12-19,493.6100,493.6100,2021-12-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20379c7f6ad2535d9d116a7ad92cfe1620379c7f6ad2535d9d116a7ad92cfe16
354,A000354,387,427,2,-1,2,1,6,3,Forge Asset 354,Asset starter record 354,A000354,2020-12-20,2020-12-20,2021-12-20,494.9800,494.9800,2021-12-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76db5e894ed45fd7828ef2408d7864a276db5e894ed45fd7828ef2408d7864a2
355,A000355,465,158,7,-1,6,1,1,4,Quartz Asset 355,Asset starter record 355,A000355,2020-12-21,2020-12-21,2021-12-21,496.3500,496.3500,2021-12-21,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73ef285d092a55508d8822d3bf6ef99373ef285d092a55508d8822d3bf6ef993
356,A000356,301,323,4,-1,11,8,7,1,Willow Asset 356,Asset starter record 356,A000356,2020-12-22,2020-12-22,2021-12-22,497.7200,497.7200,2021-12-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf8f513dc7ec56fbbc16a75406323badbf8f513dc7ec56fbbc16a75406323bad
357,A000357,161,52,7,-1,12,9,5,4,Liberty Asset 357,Asset starter record 357,A000357,2020-12-23,2020-12-23,2021-12-23,499.0900,499.0900,2021-12-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cdddb890ab81594cb681af31ec104808cdddb890ab81594cb681af31ec104808
358,A000358,291,376,1,-1,15,8,1,1,Beacon Asset 358,Asset starter record 358,A000358,2020-12-24,2020-12-24,2021-12-24,500.4600,500.4600,2021-12-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a06d23fa149753f0afa81df543285077a06d23fa149753f0afa81df543285077
359,A000359,134,308,9,-1,2,5,3,4,Forge Asset 359,Asset starter record 359,A000359,2020-12-25,2020-12-25,2021-12-25,501.8300,501.8300,2021-12-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d75c96d494255cf90d954aff0358c0a5d75c96d494255cf90d954aff0358c0a
360,A000360,246,89,9,-1,6,10,1,3,Ion Asset 360,Asset starter record 360,A000360,2020-12-26,2020-12-26,2021-12-26,503.2000,503.2000,2021-12-26,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ff3ace038cd5346ad12acc243b112877ff3ace038cd5346ad12acc243b11287
361,A000361,358,451,4,-1,4,5,7,4,Quartz Asset 361,Asset starter record 361,A000361,2020-12-27,2020-12-27,2021-12-27,504.5700,504.5700,2021-12-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c06a9ee38ceb5e989386fecb1f5eb2b5c06a9ee38ceb5e989386fecb1f5eb2b5
362,A000362,434,82,10,-1,13,1,1,3,Liberty Asset 362,Asset starter record 362,A000362,2020-12-28,2020-12-28,2021-12-28,505.9400,505.9400,2021-12-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2aea7d6feea155108a494ad460d5a9422aea7d6feea155108a494ad460d5a942
363,A000363,394,239,9,-1,5,7,5,1,Pioneer Asset 363,Asset starter record 363,A000363,2020-12-29,2020-12-29,2021-12-29,507.3100,507.3100,2021-12-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba9acac0c0965cdd95ea6c851501a8edba9acac0c0965cdd95ea6c851501a8ed
364,A000364,376,380,4,-1,7,5,4,3,Evergreen Asset 364,Asset starter record 364,A000364,2020-12-30,2020-12-30,2021-12-30,508.6800,508.6800,2021-12-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78edf6d9694658428344f6a5913dd42e78edf6d9694658428344f6a5913dd42e
365,A000365,413,160,8,-1,1,2,7,4,Unity Asset 365,Asset starter record 365,A000365,2020-12-31,2020-12-31,2021-12-31,510.0500,510.0500,2021-12-31,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2fccc73f096252179a2b07b8de72b9f72fccc73f096252179a2b07b8de72b9f7
366,A000366,361,380,1,-1,13,8,2,4,Evergreen Asset 366,Asset starter record 366,A000366,2021-01-01,2021-01-01,2022-01-01,511.4200,511.4200,2022-01-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f35f51c71c5c561c98eea62464fca242f35f51c71c5c561c98eea62464fca242
367,A000367,66,18,8,-1,11,2,4,4,Evergreen Asset 367,Asset starter record 367,A000367,2021-01-02,2021-01-02,2022-01-02,512.7900,512.7900,2022-01-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8345527d42f5eccb994a4d50b1412efd8345527d42f5eccb994a4d50b1412ef
368,A000368,66,415,6,-1,2,1,2,2,Vertex Asset 368,Asset starter record 368,A000368,2021-01-03,2021-01-03,2022-01-03,514.1600,514.1600,2022-01-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e729014b426f5eb092aa6aafb28387d5e729014b426f5eb092aa6aafb28387d5
369,A000369,450,261,6,-1,15,6,1,4,Granite Asset 369,Asset starter record 369,A000369,2021-01-04,2021-01-04,2022-01-04,515.5300,515.5300,2022-01-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc90d48cc5925931820d5f62c193008efc90d48cc5925931820d5f62c193008e
370,A000370,416,74,4,-1,5,3,3,4,Unity Asset 370,Asset starter record 370,A000370,2021-01-05,2021-01-05,2022-01-05,516.9000,516.9000,2022-01-05,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2071cca16b75cfb98c9e274024a4d0ef2071cca16b75cfb98c9e274024a4d0e
371,A000371,41,72,9,-1,7,4,6,3,Summit Asset 371,Asset starter record 371,A000371,2021-01-06,2021-01-06,2022-01-06,518.2700,518.2700,2022-01-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a60e5f044e8250d19c78eac21870fb07a60e5f044e8250d19c78eac21870fb07
372,A000372,208,139,9,-1,6,5,7,1,Titan Asset 372,Asset starter record 372,A000372,2021-01-07,2021-01-07,2022-01-07,519.6400,519.6400,2022-01-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0856279dd9ef57278d81394705c81e820856279dd9ef57278d81394705c81e82
373,A000373,151,465,10,-1,14,5,1,3,Ion Asset 373,Asset starter record 373,A000373,2021-01-08,2021-01-08,2022-01-08,521.0100,521.0100,2022-01-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5980eec2e5c5917ac16ebbe87b347d8a5980eec2e5c5917ac16ebbe87b347d8
374,A000374,23,74,3,-1,12,8,6,1,Meridian Asset 374,Asset starter record 374,A000374,2021-01-09,2021-01-09,2022-01-09,522.3800,522.3800,2022-01-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b54afad8587756d3ab34e67ce288628db54afad8587756d3ab34e67ce288628d
375,A000375,469,217,4,-1,10,5,3,4,Delta Asset 375,Asset starter record 375,A000375,2021-01-10,2021-01-10,2022-01-10,523.7500,523.7500,2022-01-10,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fe4b278e64a51758bac622c5ab1359f0fe4b278e64a51758bac622c5ab1359f
376,A000376,346,7,8,-1,11,3,4,2,Liberty Asset 376,Asset starter record 376,A000376,2021-01-11,2021-01-11,2022-01-11,525.1200,525.1200,2022-01-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6db4377f14875cc4901fe9a49bac05806db4377f14875cc4901fe9a49bac0580
377,A000377,33,293,9,-1,9,4,7,4,Evergreen Asset 377,Asset starter record 377,A000377,2021-01-12,2021-01-12,2022-01-12,526.4900,526.4900,2022-01-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dac207c0869c54ccafccff86f795cbe3dac207c0869c54ccafccff86f795cbe3
378,A000378,301,327,7,-1,3,2,4,4,Titan Asset 378,Asset starter record 378,A000378,2021-01-13,2021-01-13,2022-01-13,527.8600,527.8600,2022-01-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,550b74ad57535c81b56db3f6b45f61f2550b74ad57535c81b56db3f6b45f61f2
379,A000379,62,348,10,-1,12,7,7,2,Pioneer Asset 379,Asset starter record 379,A000379,2021-01-14,2021-01-14,2022-01-14,529.2300,529.2300,2022-01-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b76cdc00a4015cf897c0073b77df60bdb76cdc00a4015cf897c0073b77df60bd
