SalesPriceListKey,PriceListCode,SalesChannelSegmentKey,ProductKey,CurrencyKey,UnitOfMeasureKey,PriceListName,EffectiveDate,ExpirationDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
401,SPL000401,277,35,4,2,Northstar SalesPriceList 401,2021-02-05,2021-02-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,267904c97d0a5f16a78df09a2639039b267904c97d0a5f16a78df09a2639039b
402,SPL000402,293,166,3,1,Atlas SalesPriceList 402,2021-02-06,2021-02-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74cb4194c98c54e293168bc1c9ce967974cb4194c98c54e293168bc1c9ce9679
403,SPL000403,350,396,3,6,Harbor SalesPriceList 403,2021-02-07,2021-02-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f9ea65b95435bc399499792751eed976f9ea65b95435bc399499792751eed97
404,SPL000404,428,459,1,5,Titan SalesPriceList 404,2021-02-08,2021-02-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a2e636fffde5838a51db1a6fe48b0629a2e636fffde5838a51db1a6fe48b062
405,SPL000405,64,321,4,6,Delta SalesPriceList 405,2021-02-09,2021-02-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db7b2ba101b9578882fbd85e80f2e7b6db7b2ba101b9578882fbd85e80f2e7b6
406,SPL000406,388,292,4,7,Atlas SalesPriceList 406,2021-02-10,2021-02-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b44293ee34ff531b8a1085608abd1d42b44293ee34ff531b8a1085608abd1d42
407,SPL000407,347,342,2,1,Quartz SalesPriceList 407,2021-02-11,2021-02-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,041d94514c1b59c7b829256402ba3eaa041d94514c1b59c7b829256402ba3eaa
408,SPL000408,68,290,5,2,Summit SalesPriceList 408,2021-02-12,2021-02-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea68ed7f955c5a038765c30c03f6141aea68ed7f955c5a038765c30c03f6141a
409,SPL000409,460,319,4,3,Orion SalesPriceList 409,2021-02-13,2021-02-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94c4fde58b6e5bdda003517029ccf39894c4fde58b6e5bdda003517029ccf398
410,SPL000410,279,464,5,6,Delta SalesPriceList 410,2021-02-14,2021-02-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86c4101436d85f2a8685b6915188c6e086c4101436d85f2a8685b6915188c6e0
411,SPL000411,358,337,2,3,Harbor SalesPriceList 411,2021-02-15,2021-02-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92961d0cf4a8518e99c7be4b4c48652792961d0cf4a8518e99c7be4b4c486527
412,SPL000412,86,397,3,1,Orion SalesPriceList 412,2021-02-16,2021-02-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d4a668fcdad5fea99e6167edfef26d81d4a668fcdad5fea99e6167edfef26d8
413,SPL000413,329,150,1,1,Meridian SalesPriceList 413,2021-02-17,2021-02-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00a8e61afeba57ff9f9868dc5b9f6cc500a8e61afeba57ff9f9868dc5b9f6cc5
414,SPL000414,162,192,4,3,Granite SalesPriceList 414,2021-02-18,2021-02-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbe5700e2b0a5d2cb7a142251342f125cbe5700e2b0a5d2cb7a142251342f125
415,SPL000415,329,408,3,5,Cedar SalesPriceList 415,2021-02-19,2021-02-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60fe70c7af905b8988ace5a9541397b260fe70c7af905b8988ace5a9541397b2
416,SPL000416,481,120,4,1,Atlas SalesPriceList 416,2021-02-20,2021-02-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62c17ea4f4c05a478f2d078f53c9b94562c17ea4f4c05a478f2d078f53c9b945
417,SPL000417,89,294,4,1,Atlas SalesPriceList 417,2021-02-21,2021-02-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b874c469966508e8b416c5adb0931185b874c469966508e8b416c5adb093118
418,SPL000418,190,132,3,5,Harbor SalesPriceList 418,2021-02-22,2021-02-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5dc11a818d9152baaae4a2c52fc6b5385dc11a818d9152baaae4a2c52fc6b538
419,SPL000419,321,489,1,3,Granite SalesPriceList 419,2021-02-23,2021-02-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62342900324e5bbd809b9784a08b90a562342900324e5bbd809b9784a08b90a5
420,SPL000420,415,310,5,2,Quartz SalesPriceList 420,2021-02-24,2021-02-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7667d8efcabe5de799c4b8e722d5a88c7667d8efcabe5de799c4b8e722d5a88c
421,SPL000421,28,253,3,3,Pioneer SalesPriceList 421,2021-02-25,2021-02-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,387d6111253f54dda47735d2e71218f7387d6111253f54dda47735d2e71218f7
422,SPL000422,183,337,2,3,Atlas SalesPriceList 422,2021-02-26,2021-02-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95a3cee90b2f57a08cf78ac9c5b2093295a3cee90b2f57a08cf78ac9c5b20932
423,SPL000423,424,387,2,7,Northstar SalesPriceList 423,2021-02-27,2021-02-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f1f77d17f815ccda864acb5aa20a6f00f1f77d17f815ccda864acb5aa20a6f0
424,SPL000424,437,459,5,7,Delta SalesPriceList 424,2021-02-28,2021-02-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef1db3a7b574524aa89a3b5393d30ce2ef1db3a7b574524aa89a3b5393d30ce2
425,SPL000425,29,287,2,4,Titan SalesPriceList 425,2021-03-01,2021-03-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76522c540d8f5466be8fbade6e492d7e76522c540d8f5466be8fbade6e492d7e
426,SPL000426,429,88,5,2,Evergreen SalesPriceList 426,2021-03-02,2021-03-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c853c587ab665d2c95dd1739f6eb218ec853c587ab665d2c95dd1739f6eb218e
427,SPL000427,343,110,4,3,Unity SalesPriceList 427,2021-03-03,2021-03-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a08b695e58d45308b388f1562033cc4ba08b695e58d45308b388f1562033cc4b
428,SPL000428,323,314,4,5,Ion SalesPriceList 428,2021-03-04,2021-03-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0508154e270522aa44c7aa7b0333841c0508154e270522aa44c7aa7b0333841
429,SPL000429,183,388,4,7,Atlas SalesPriceList 429,2021-03-05,2021-03-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad05f65af06752f8b604eaed8d1abc40ad05f65af06752f8b604eaed8d1abc40
430,SPL000430,469,461,4,1,Evergreen SalesPriceList 430,2021-03-06,2021-03-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f63b676d45a55a878b21b23d34b54e0ef63b676d45a55a878b21b23d34b54e0e
431,SPL000431,285,130,1,3,Beacon SalesPriceList 431,2021-03-07,2021-03-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,795a171daa93505cb1b60e0c1d489f49795a171daa93505cb1b60e0c1d489f49
432,SPL000432,299,23,5,5,Orion SalesPriceList 432,2021-03-08,2021-03-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,352fa396c9015308be9d974bc8d89d99352fa396c9015308be9d974bc8d89d99
433,SPL000433,220,471,1,2,Junction SalesPriceList 433,2021-03-09,2021-03-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a7801ace9a851b79b7d1afec3309b538a7801ace9a851b79b7d1afec3309b53
434,SPL000434,440,59,2,4,Riverton SalesPriceList 434,2021-03-10,2021-03-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40afac15e2c55ae29236102c8f905c5340afac15e2c55ae29236102c8f905c53
435,SPL000435,490,268,1,6,Northstar SalesPriceList 435,2021-03-11,2021-03-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2eae65e765e35b859441fd2df3fd2bdf2eae65e765e35b859441fd2df3fd2bdf
436,SPL000436,349,460,5,5,Ion SalesPriceList 436,2021-03-12,2021-03-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3edf64798740503dbb6e35c8c96dbb683edf64798740503dbb6e35c8c96dbb68
437,SPL000437,225,452,4,2,Junction SalesPriceList 437,2021-03-13,2021-03-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b5b1b4ea24a5a22b83fee1b2a2cd9d62b5b1b4ea24a5a22b83fee1b2a2cd9d6
438,SPL000438,399,193,5,3,Keystone SalesPriceList 438,2021-03-14,2021-03-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5ec686e686b578da82f7ac4b612f562b5ec686e686b578da82f7ac4b612f562
439,SPL000439,167,212,1,3,Granite SalesPriceList 439,2021-03-15,2021-03-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef1b84ef294d5923b0b090a36c232a84ef1b84ef294d5923b0b090a36c232a84
440,SPL000440,349,63,5,1,Quartz SalesPriceList 440,2021-03-16,2021-03-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3813df9bcac57ba88daa5ed4e7201d1a3813df9bcac57ba88daa5ed4e7201d1
441,SPL000441,33,294,5,3,Meridian SalesPriceList 441,2021-03-17,2021-03-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,977034648b115393bec2e679d0bcaef1977034648b115393bec2e679d0bcaef1
442,SPL000442,292,54,2,4,Liberty SalesPriceList 442,2021-03-18,2021-03-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f63206d148a656c5b2be9a4d818455e4f63206d148a656c5b2be9a4d818455e4
443,SPL000443,450,375,1,4,Junction SalesPriceList 443,2021-03-19,2021-03-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77a339cbbdb95246b86e3eb299f1795377a339cbbdb95246b86e3eb299f17953
444,SPL000444,435,491,1,4,Unity SalesPriceList 444,2021-03-20,2021-03-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5dda201149035bb08e3320bbf1735f685dda201149035bb08e3320bbf1735f68
445,SPL000445,50,82,5,6,Summit SalesPriceList 445,2021-03-21,2021-03-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8810e71fc9e15372999f40f3a233a0f58810e71fc9e15372999f40f3a233a0f5
446,SPL000446,72,95,3,5,Northstar SalesPriceList 446,2021-03-22,2021-03-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ce45305402f56a6886cec72d8958df33ce45305402f56a6886cec72d8958df3
447,SPL000447,412,496,3,2,Forge SalesPriceList 447,2021-03-23,2021-03-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ecea936a9f35f11a9b5c0ea64126ac06ecea936a9f35f11a9b5c0ea64126ac0
448,SPL000448,350,113,4,2,Ion SalesPriceList 448,2021-03-24,2021-03-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,470c0edae65a544e9441f6a62d8828fb470c0edae65a544e9441f6a62d8828fb
449,SPL000449,171,461,1,6,Riverton SalesPriceList 449,2021-03-25,2021-03-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf09c3f10d7652efaa8290bcff4d4c73bf09c3f10d7652efaa8290bcff4d4c73
450,SPL000450,132,420,2,3,Vertex SalesPriceList 450,2021-03-26,2021-03-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c03fce2697d1589bafef234fa7420504c03fce2697d1589bafef234fa7420504
451,SPL000451,219,259,1,2,Summit SalesPriceList 451,2021-03-27,2021-03-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,343529fad0f65dbe9b7e372c8dee1267343529fad0f65dbe9b7e372c8dee1267
452,SPL000452,235,142,2,7,Vertex SalesPriceList 452,2021-03-28,2021-03-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1fbb4b9d7afa5b6397cc8e64e1613ada1fbb4b9d7afa5b6397cc8e64e1613ada
453,SPL000453,4,201,3,4,Cedar SalesPriceList 453,2021-03-29,2021-03-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0450d5d9ed48595eb6f5a0fd684d1ca80450d5d9ed48595eb6f5a0fd684d1ca8
454,SPL000454,235,195,2,4,Liberty SalesPriceList 454,2021-03-30,2021-03-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,526d4cd7ba7d548da320cb06b92be701526d4cd7ba7d548da320cb06b92be701
455,SPL000455,272,398,4,1,Riverton SalesPriceList 455,2021-03-31,2021-03-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a7d71636fad5e0199bf51415de2e8ad6a7d71636fad5e0199bf51415de2e8ad
456,SPL000456,82,26,1,4,Quartz SalesPriceList 456,2021-04-01,2021-04-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7feb2d773e7e5fea887986c687d563747feb2d773e7e5fea887986c687d56374
457,SPL000457,446,299,2,2,Beacon SalesPriceList 457,2021-04-02,2021-04-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0fc1fa8858d5237ad1d55ae511a9e3dd0fc1fa8858d5237ad1d55ae511a9e3d
458,SPL000458,221,152,5,7,Unity SalesPriceList 458,2021-04-03,2021-04-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83dfd7ba3c4b5f40a0976eba1abc531d83dfd7ba3c4b5f40a0976eba1abc531d
459,SPL000459,352,451,4,4,Titan SalesPriceList 459,2021-04-04,2021-04-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,742564c7449b5b4582d7aa88578625ab742564c7449b5b4582d7aa88578625ab
460,SPL000460,55,94,3,4,Ion SalesPriceList 460,2021-04-05,2021-04-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f8b384959015aed96755d38a0f5d6fd4f8b384959015aed96755d38a0f5d6fd
461,SPL000461,343,450,2,4,Riverton SalesPriceList 461,2021-04-06,2021-04-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4eda85fa5b8f5c038a6056fcc7f739e64eda85fa5b8f5c038a6056fcc7f739e6
462,SPL000462,486,377,5,3,Orion SalesPriceList 462,2021-04-07,2021-04-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21446972ef38506699b98cb08c0aa9c921446972ef38506699b98cb08c0aa9c9
463,SPL000463,323,392,5,5,Summit SalesPriceList 463,2021-04-08,2021-04-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e4ad9a17d625247982eb039979bd2d54e4ad9a17d625247982eb039979bd2d5
464,SPL000464,224,99,5,6,Northstar SalesPriceList 464,2021-04-09,2021-04-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f411a9eeafc3537180ad986368228f8df411a9eeafc3537180ad986368228f8d
465,SPL000465,65,387,4,3,Ion SalesPriceList 465,2021-04-10,2021-04-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,709fc3aa8f9d581489d3a6fea774e910709fc3aa8f9d581489d3a6fea774e910
466,SPL000466,93,410,4,6,Northstar SalesPriceList 466,2021-04-11,2021-04-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae62ad37765a5a48b9ac4bc5cd4db786ae62ad37765a5a48b9ac4bc5cd4db786
467,SPL000467,250,418,4,7,Keystone SalesPriceList 467,2021-04-12,2021-04-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3758e40726b57bc9fc0405a143ccefcd3758e40726b57bc9fc0405a143ccefc
468,SPL000468,61,326,2,1,Delta SalesPriceList 468,2021-04-13,2021-04-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f0eddda642f59c1a526d64b42a738394f0eddda642f59c1a526d64b42a73839
469,SPL000469,455,188,2,2,Beacon SalesPriceList 469,2021-04-14,2021-04-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0ebe54b2cf75ee8b774f0907368b313e0ebe54b2cf75ee8b774f0907368b313
470,SPL000470,425,183,5,7,Delta SalesPriceList 470,2021-04-15,2021-04-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,feb29e2ae10b5661868c487b0c7cf513feb29e2ae10b5661868c487b0c7cf513
471,SPL000471,379,408,2,3,Willow SalesPriceList 471,2021-04-16,2021-04-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28eeb15d4d5a5c42bc6b2110c0d8cb5128eeb15d4d5a5c42bc6b2110c0d8cb51
472,SPL000472,174,336,1,2,Beacon SalesPriceList 472,2021-04-17,2021-04-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78f9bf9d8bbc509db8523fd3d5aaab2c78f9bf9d8bbc509db8523fd3d5aaab2c
473,SPL000473,427,117,4,5,Granite SalesPriceList 473,2021-04-18,2021-04-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,137da6d77ae3530daa0aa7872361238a137da6d77ae3530daa0aa7872361238a
474,SPL000474,134,486,3,2,Orion SalesPriceList 474,2021-04-19,2021-04-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03fec79dd9e459b791543884592c713003fec79dd9e459b791543884592c7130
475,SPL000475,3,237,5,3,Unity SalesPriceList 475,2021-04-20,2021-04-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,800e4dda46da5a298674eb5d0a43b091800e4dda46da5a298674eb5d0a43b091
476,SPL000476,180,120,3,1,Junction SalesPriceList 476,2021-04-21,2021-04-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa225b2c8c475aa19c4dbda4f4caa144fa225b2c8c475aa19c4dbda4f4caa144
477,SPL000477,322,26,4,2,Delta SalesPriceList 477,2021-04-22,2021-04-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,085e66508a39502a80d8825af78af2bd085e66508a39502a80d8825af78af2bd
478,SPL000478,428,301,4,6,Evergreen SalesPriceList 478,2021-04-23,2021-04-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5306314e5ce54098c22edae8ea55130f5306314e5ce54098c22edae8ea55130
479,SPL000479,210,105,4,2,Harbor SalesPriceList 479,2021-04-24,2021-04-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2d7afbefb115abab30c67aff8ffa7f1a2d7afbefb115abab30c67aff8ffa7f1
480,SPL000480,139,96,3,5,Atlas SalesPriceList 480,2021-04-25,2021-04-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a60aa6e73bcc564191936a92bb672214a60aa6e73bcc564191936a92bb672214
481,SPL000481,197,479,5,3,Keystone SalesPriceList 481,2021-04-26,2021-04-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d59697f77ef598dba918f0ff78416d30d59697f77ef598dba918f0ff78416d3
482,SPL000482,203,411,4,4,Forge SalesPriceList 482,2021-04-27,2021-04-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb3aa6bf36785f53b9565311d0da5d35cb3aa6bf36785f53b9565311d0da5d35
483,SPL000483,440,22,3,4,Willow SalesPriceList 483,2021-04-28,2021-04-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,444b2ba2b97c556584d426e503fd5a46444b2ba2b97c556584d426e503fd5a46
484,SPL000484,64,91,1,2,Beacon SalesPriceList 484,2021-04-29,2021-04-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e1ceb58322255578a00c46e7245b0cc9e1ceb58322255578a00c46e7245b0cc
485,SPL000485,453,62,2,1,Delta SalesPriceList 485,2021-04-30,2021-04-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e89127774ab59c581ed9cd5c121a01f8e89127774ab59c581ed9cd5c121a01f
486,SPL000486,130,304,3,2,Beacon SalesPriceList 486,2021-05-01,2021-05-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c22c48a1aba5a1ca21da1d9edff898f1c22c48a1aba5a1ca21da1d9edff898f
487,SPL000487,269,347,1,5,Liberty SalesPriceList 487,2021-05-02,2021-05-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5a647bf89d652cfa6ebae4c872eb9e0e5a647bf89d652cfa6ebae4c872eb9e0
488,SPL000488,261,173,3,6,Pioneer SalesPriceList 488,2021-05-03,2021-05-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b39db3e3c93a573a8ade27b58778bbc5b39db3e3c93a573a8ade27b58778bbc5
489,SPL000489,288,252,3,3,Liberty SalesPriceList 489,2021-05-04,2021-05-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15b6ab60feb853f7b808f87ca21d85be15b6ab60feb853f7b808f87ca21d85be
490,SPL000490,116,417,1,4,Forge SalesPriceList 490,2021-05-05,2021-05-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4cef3ff241ea5df7864d4ccfcdb480e24cef3ff241ea5df7864d4ccfcdb480e2
491,SPL000491,277,203,3,6,Vertex SalesPriceList 491,2021-05-06,2021-05-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85eecbeb6efb51598668b53b2977a4a785eecbeb6efb51598668b53b2977a4a7
492,SPL000492,121,78,5,3,Northstar SalesPriceList 492,2021-05-07,2021-05-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a08c0f2a47ea5d11a04a6ee7b14d65eaa08c0f2a47ea5d11a04a6ee7b14d65ea
493,SPL000493,240,133,4,2,Northstar SalesPriceList 493,2021-05-08,2021-05-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c99e0982b255ac18425b3552968f64c5c99e0982b255ac18425b3552968f64c
494,SPL000494,413,218,3,3,Quartz SalesPriceList 494,2021-05-09,2021-05-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fde3970c79c25849882eb2a2361a623cfde3970c79c25849882eb2a2361a623c
495,SPL000495,42,390,5,6,Zenith SalesPriceList 495,2021-05-10,2021-05-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43c85106f4615e1989b6f183865a8d4a43c85106f4615e1989b6f183865a8d4a
496,SPL000496,471,221,5,3,Northstar SalesPriceList 496,2021-05-11,2021-05-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,350fcb1e518451a785fa315d7ef0fcc2350fcb1e518451a785fa315d7ef0fcc2
497,SPL000497,231,140,1,2,Cedar SalesPriceList 497,2021-05-12,2021-05-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,056024dc0ed65e2ea427aa2cdc91555c056024dc0ed65e2ea427aa2cdc91555c
498,SPL000498,120,226,1,7,Keystone SalesPriceList 498,2021-05-13,2021-05-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0cabc04fda2553ffac4f27a6d86fbf2c0cabc04fda2553ffac4f27a6d86fbf2c
499,SPL000499,297,90,5,6,Titan SalesPriceList 499,2021-05-14,2021-05-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe30962031235feaa7708ac3d2b8c37afe30962031235feaa7708ac3d2b8c37a
500,SPL000500,247,189,1,7,Zenith SalesPriceList 500,2021-05-15,2021-05-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf8f11fb032c5c919d66bf931d80a43ebf8f11fb032c5c919d66bf931d80a43e
