SalesOrderLineKey,SalesOrderLineCode,SalesOrderHeaderKey,ProductKey,CustomerKey,SalesOrderLifecycleStatusKey,UnitOfMeasureKey,LineSequenceNumber,CustomerLineReference,RequestedDeliveryDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
391,SOL000391,310,100,258,6,2,391,SalesOrderLine-CustomerLineReference-391,2021-01-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,625a92d953b75989bf59837c8fc38f10625a92d953b75989bf59837c8fc38f10
392,SOL000392,487,421,329,13,5,392,SalesOrderLine-CustomerLineReference-392,2021-01-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a0b2155f8405e52ba77c6a67796fc9e9a0b2155f8405e52ba77c6a67796fc9e
393,SOL000393,413,231,32,9,1,393,SalesOrderLine-CustomerLineReference-393,2021-01-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b8a6e27973053e1aee7401f08bf54af0b8a6e27973053e1aee7401f08bf54af
394,SOL000394,247,285,202,9,6,394,SalesOrderLine-CustomerLineReference-394,2021-01-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3886de0717e950d99372b5c47d40b10a3886de0717e950d99372b5c47d40b10a
395,SOL000395,282,247,233,1,3,395,SalesOrderLine-CustomerLineReference-395,2021-01-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4779134de7752e9b2921f685f3ee9b3c4779134de7752e9b2921f685f3ee9b3
396,SOL000396,85,65,185,7,3,396,SalesOrderLine-CustomerLineReference-396,2021-01-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f2546ab970a57c6809860a3cf13f0382f2546ab970a57c6809860a3cf13f038
397,SOL000397,59,86,342,4,1,397,SalesOrderLine-CustomerLineReference-397,2021-02-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9458c2a4aa4556969e1116a99d6ab6a19458c2a4aa4556969e1116a99d6ab6a1
398,SOL000398,289,235,496,7,1,398,SalesOrderLine-CustomerLineReference-398,2021-02-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,292d299458e6513288d28cb306089719292d299458e6513288d28cb306089719
399,SOL000399,121,47,397,7,1,399,SalesOrderLine-CustomerLineReference-399,2021-02-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0186ddf1a105742b0e2038fb9b89396a0186ddf1a105742b0e2038fb9b89396
400,SOL000400,310,242,180,14,7,400,SalesOrderLine-CustomerLineReference-400,2021-02-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62f2f5874f9f561a95f908721d1ea2d462f2f5874f9f561a95f908721d1ea2d4
401,SOL000401,172,7,246,10,2,401,SalesOrderLine-CustomerLineReference-401,2021-02-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30eabd3d392d539b850eaa98509bcbc530eabd3d392d539b850eaa98509bcbc5
402,SOL000402,275,151,143,4,4,402,SalesOrderLine-CustomerLineReference-402,2021-02-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,839c7d7685925aef8c8d0442ff3152f1839c7d7685925aef8c8d0442ff3152f1
403,SOL000403,306,279,296,3,6,403,SalesOrderLine-CustomerLineReference-403,2021-02-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f8b910b10415dcb8e6ad2720ab0fc766f8b910b10415dcb8e6ad2720ab0fc76
404,SOL000404,283,291,66,8,7,404,SalesOrderLine-CustomerLineReference-404,2021-02-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,438b2cff1e455426887de20084f53a8e438b2cff1e455426887de20084f53a8e
405,SOL000405,401,429,330,8,3,405,SalesOrderLine-CustomerLineReference-405,2021-02-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ece894e6b6d5ce28ed749735e6470040ece894e6b6d5ce28ed749735e647004
406,SOL000406,15,38,69,8,5,406,SalesOrderLine-CustomerLineReference-406,2021-02-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,907261ffc59f55c99b6b58eb210f5102907261ffc59f55c99b6b58eb210f5102
407,SOL000407,155,455,75,4,7,407,SalesOrderLine-CustomerLineReference-407,2021-02-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b302cb37da3c594292e3d2978a3924ddb302cb37da3c594292e3d2978a3924dd
408,SOL000408,226,67,326,14,2,408,SalesOrderLine-CustomerLineReference-408,2021-02-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17711d3a5295518e858edec4e0ff8eb217711d3a5295518e858edec4e0ff8eb2
409,SOL000409,1,400,237,8,6,409,SalesOrderLine-CustomerLineReference-409,2021-02-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12baa2f1f9ee54c1a9553a3e01e48e2812baa2f1f9ee54c1a9553a3e01e48e28
410,SOL000410,54,306,190,14,7,410,SalesOrderLine-CustomerLineReference-410,2021-02-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e795af7866d551d1a31f6322f070a5c8e795af7866d551d1a31f6322f070a5c8
411,SOL000411,373,280,67,8,5,411,SalesOrderLine-CustomerLineReference-411,2021-02-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6619d85cdbbd52389cdcc613e24c22046619d85cdbbd52389cdcc613e24c2204
412,SOL000412,435,484,136,5,5,412,SalesOrderLine-CustomerLineReference-412,2021-02-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fdb7b53e79450d4ae5926dec6ab20e30fdb7b53e79450d4ae5926dec6ab20e3
413,SOL000413,28,89,480,9,5,413,SalesOrderLine-CustomerLineReference-413,2021-02-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a5293be7c7554378d8b235087703f407a5293be7c7554378d8b235087703f40
414,SOL000414,232,90,181,4,2,414,SalesOrderLine-CustomerLineReference-414,2021-02-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9add8862508a5c399b6eeb811e7af9d69add8862508a5c399b6eeb811e7af9d6
415,SOL000415,22,365,365,8,1,415,SalesOrderLine-CustomerLineReference-415,2021-02-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc214e7e82d55d9795e10fcad44450addc214e7e82d55d9795e10fcad44450ad
416,SOL000416,474,95,83,5,5,416,SalesOrderLine-CustomerLineReference-416,2021-02-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7281201905b25e66b153c49f424e4c397281201905b25e66b153c49f424e4c39
417,SOL000417,188,284,298,3,2,417,SalesOrderLine-CustomerLineReference-417,2021-02-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ccf1aa47047a5696b766a623297c2516ccf1aa47047a5696b766a623297c2516
418,SOL000418,273,393,433,3,2,418,SalesOrderLine-CustomerLineReference-418,2021-02-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bbc4fba1262558c4a14a3595a4994122bbc4fba1262558c4a14a3595a4994122
419,SOL000419,18,492,320,1,1,419,SalesOrderLine-CustomerLineReference-419,2021-02-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f2d8d82fd345229bca3a5d85c2f241d3f2d8d82fd345229bca3a5d85c2f241d
420,SOL000420,380,377,236,2,7,420,SalesOrderLine-CustomerLineReference-420,2021-02-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27272dedabea555bb39a197e8fa36c9027272dedabea555bb39a197e8fa36c90
421,SOL000421,480,266,223,6,3,421,SalesOrderLine-CustomerLineReference-421,2021-02-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03b3ec43e336514bb7ae744a52bb6a8503b3ec43e336514bb7ae744a52bb6a85
422,SOL000422,317,140,167,7,4,422,SalesOrderLine-CustomerLineReference-422,2021-02-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,592ca12115bf51f3987fcd4f25997c38592ca12115bf51f3987fcd4f25997c38
423,SOL000423,433,102,430,5,6,423,SalesOrderLine-CustomerLineReference-423,2021-02-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca77a8cc19f95e09b3d0d53e384f5d4bca77a8cc19f95e09b3d0d53e384f5d4b
424,SOL000424,120,448,98,11,5,424,SalesOrderLine-CustomerLineReference-424,2021-02-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,577d44c6ca08543eb119e7a04cae9ef9577d44c6ca08543eb119e7a04cae9ef9
425,SOL000425,394,229,17,5,5,425,SalesOrderLine-CustomerLineReference-425,2021-03-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82f675a1e988573c999459e523c61a0b82f675a1e988573c999459e523c61a0b
426,SOL000426,6,103,38,4,2,426,SalesOrderLine-CustomerLineReference-426,2021-03-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,edf575c8ba4c5dd09a496db8f3fd08d4edf575c8ba4c5dd09a496db8f3fd08d4
427,SOL000427,421,149,284,2,6,427,SalesOrderLine-CustomerLineReference-427,2021-03-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,307fa1c2178c51079beb8d422567dbeb307fa1c2178c51079beb8d422567dbeb
428,SOL000428,102,499,416,10,6,428,SalesOrderLine-CustomerLineReference-428,2021-03-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c689e4f527cc5e759ccaa6f2f29ce6dfc689e4f527cc5e759ccaa6f2f29ce6df
429,SOL000429,96,173,297,11,7,429,SalesOrderLine-CustomerLineReference-429,2021-03-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06465b10d9315a8f9c9d161dfe603f7b06465b10d9315a8f9c9d161dfe603f7b
430,SOL000430,299,412,425,8,2,430,SalesOrderLine-CustomerLineReference-430,2021-03-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89fd1ee2f89257db92f3d48ed15af30b89fd1ee2f89257db92f3d48ed15af30b
431,SOL000431,26,108,134,5,2,431,SalesOrderLine-CustomerLineReference-431,2021-03-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1318c0aa27f8528aa968755cd35924301318c0aa27f8528aa968755cd3592430
432,SOL000432,131,135,384,6,1,432,SalesOrderLine-CustomerLineReference-432,2021-03-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f4961c76aa35433ada1e960caf590bc3f4961c76aa35433ada1e960caf590bc
433,SOL000433,82,100,65,7,7,433,SalesOrderLine-CustomerLineReference-433,2021-03-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95024078fff55354bb06f2e51ede378495024078fff55354bb06f2e51ede3784
434,SOL000434,163,20,305,1,1,434,SalesOrderLine-CustomerLineReference-434,2021-03-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0561d91ff1a3540a81d61b482d987e520561d91ff1a3540a81d61b482d987e52
435,SOL000435,391,110,278,4,4,435,SalesOrderLine-CustomerLineReference-435,2021-03-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b58183d8d005652b1328725c4663f023b58183d8d005652b1328725c4663f02
436,SOL000436,84,30,128,8,6,436,SalesOrderLine-CustomerLineReference-436,2021-03-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3d77f304dce52bb95aa86c0aa873d59b3d77f304dce52bb95aa86c0aa873d59
437,SOL000437,175,96,195,6,2,437,SalesOrderLine-CustomerLineReference-437,2021-03-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d5da56f64fa5a96a8cb73a464d796cd5d5da56f64fa5a96a8cb73a464d796cd
438,SOL000438,253,138,471,13,6,438,SalesOrderLine-CustomerLineReference-438,2021-03-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8207d8ac7a55550b69a01e8f647ad67b8207d8ac7a55550b69a01e8f647ad67
439,SOL000439,308,300,225,1,3,439,SalesOrderLine-CustomerLineReference-439,2021-03-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15f57e75c5e35b1c8b49ce4b3f7c026615f57e75c5e35b1c8b49ce4b3f7c0266
440,SOL000440,7,109,347,3,1,440,SalesOrderLine-CustomerLineReference-440,2021-03-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e32403efb20653efb56f3d26a70e50b3e32403efb20653efb56f3d26a70e50b3
441,SOL000441,157,141,236,7,3,441,SalesOrderLine-CustomerLineReference-441,2021-03-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3646df44d0a0553aa39b0fe60b874b993646df44d0a0553aa39b0fe60b874b99
442,SOL000442,7,362,433,13,2,442,SalesOrderLine-CustomerLineReference-442,2021-03-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f0f246c8e14541faf5ebfae64dccc347f0f246c8e14541faf5ebfae64dccc34
443,SOL000443,230,185,200,13,2,443,SalesOrderLine-CustomerLineReference-443,2021-03-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,470d6d81fc9b555389e5521f1b2c3fec470d6d81fc9b555389e5521f1b2c3fec
444,SOL000444,323,209,426,8,5,444,SalesOrderLine-CustomerLineReference-444,2021-03-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2977b70cd69a5566a7776ca237e6cee32977b70cd69a5566a7776ca237e6cee3
445,SOL000445,37,339,204,1,7,445,SalesOrderLine-CustomerLineReference-445,2021-03-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c23ab8393be651448a1fbc2ee30c62b0c23ab8393be651448a1fbc2ee30c62b0
446,SOL000446,96,297,350,7,3,446,SalesOrderLine-CustomerLineReference-446,2021-03-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fee4e68f00f5b6faad630bb9cd789589fee4e68f00f5b6faad630bb9cd78958
447,SOL000447,404,241,49,13,5,447,SalesOrderLine-CustomerLineReference-447,2021-03-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d69afa220715346949a9d89de76e23b2d69afa220715346949a9d89de76e23b
448,SOL000448,196,54,215,8,5,448,SalesOrderLine-CustomerLineReference-448,2021-03-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0869f4a5c03f5884a7741ea6424a726b0869f4a5c03f5884a7741ea6424a726b
449,SOL000449,414,52,438,13,6,449,SalesOrderLine-CustomerLineReference-449,2021-03-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2500ec6ba8c05dd3813c71d427d2aaec2500ec6ba8c05dd3813c71d427d2aaec
450,SOL000450,19,287,438,13,2,450,SalesOrderLine-CustomerLineReference-450,2021-03-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39110f8e71705848a4dee267054adc1439110f8e71705848a4dee267054adc14
451,SOL000451,94,106,21,10,3,451,SalesOrderLine-CustomerLineReference-451,2021-03-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff86dc64ddfb5fe2a749d5b0d1a23e55ff86dc64ddfb5fe2a749d5b0d1a23e55
452,SOL000452,111,30,233,4,2,452,SalesOrderLine-CustomerLineReference-452,2021-03-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c1d4a372c6f56b289f309112a3e24582c1d4a372c6f56b289f309112a3e2458
453,SOL000453,480,498,425,12,4,453,SalesOrderLine-CustomerLineReference-453,2021-03-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a6da4d0205f55758b42315eb6d018483a6da4d0205f55758b42315eb6d01848
454,SOL000454,210,86,278,13,5,454,SalesOrderLine-CustomerLineReference-454,2021-03-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc558e9d92c85b3c965e0d66eed9dc59cc558e9d92c85b3c965e0d66eed9dc59
455,SOL000455,216,253,369,10,3,455,SalesOrderLine-CustomerLineReference-455,2021-03-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6f6c9da955d5e79be53cc72c5348de7e6f6c9da955d5e79be53cc72c5348de7
456,SOL000456,252,270,470,1,1,456,SalesOrderLine-CustomerLineReference-456,2021-04-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d762f9ed5a22567baf38c13e38e5cc7dd762f9ed5a22567baf38c13e38e5cc7d
457,SOL000457,336,272,425,8,6,457,SalesOrderLine-CustomerLineReference-457,2021-04-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f3f1730d7fd5bf9933f0feda4c774561f3f1730d7fd5bf9933f0feda4c77456
458,SOL000458,437,391,224,4,5,458,SalesOrderLine-CustomerLineReference-458,2021-04-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71a727f5783c5f05b1a532eee665ebeb71a727f5783c5f05b1a532eee665ebeb
459,SOL000459,353,300,123,11,1,459,SalesOrderLine-CustomerLineReference-459,2021-04-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ad08cc374875281a37e03eb7e1916201ad08cc374875281a37e03eb7e191620
460,SOL000460,273,165,333,3,2,460,SalesOrderLine-CustomerLineReference-460,2021-04-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85eaa2f0ffcf557ea63cd5addacc5dd685eaa2f0ffcf557ea63cd5addacc5dd6
461,SOL000461,8,434,421,9,2,461,SalesOrderLine-CustomerLineReference-461,2021-04-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f202d8c5e1659cba5d13d64053827679f202d8c5e1659cba5d13d6405382767
462,SOL000462,146,19,195,4,4,462,SalesOrderLine-CustomerLineReference-462,2021-04-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b94e1f0b568352b4a854b9d943f6dea3b94e1f0b568352b4a854b9d943f6dea3
463,SOL000463,44,113,140,2,3,463,SalesOrderLine-CustomerLineReference-463,2021-04-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5cf76120fb27524887b66d426055d7d75cf76120fb27524887b66d426055d7d7
464,SOL000464,9,452,28,1,6,464,SalesOrderLine-CustomerLineReference-464,2021-04-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d20b732201515567b59115b5a7f6ce71d20b732201515567b59115b5a7f6ce71
465,SOL000465,166,421,442,2,2,465,SalesOrderLine-CustomerLineReference-465,2021-04-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e09d1b26349256d0898713ba70304f1be09d1b26349256d0898713ba70304f1b
466,SOL000466,179,415,325,2,3,466,SalesOrderLine-CustomerLineReference-466,2021-04-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20f8925a4afc5e4b98e11523d68efd2c20f8925a4afc5e4b98e11523d68efd2c
467,SOL000467,409,7,246,4,2,467,SalesOrderLine-CustomerLineReference-467,2021-04-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9f452eee6c5587abaab6ac57aa32bb2a9f452eee6c5587abaab6ac57aa32bb2
468,SOL000468,437,143,131,7,7,468,SalesOrderLine-CustomerLineReference-468,2021-04-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,233a83da1e925cd5ac695378abafe1ab233a83da1e925cd5ac695378abafe1ab
469,SOL000469,89,203,171,12,2,469,SalesOrderLine-CustomerLineReference-469,2021-04-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9a95bbe0acc5afd9cbe2ce507597c58f9a95bbe0acc5afd9cbe2ce507597c58
470,SOL000470,89,127,353,9,2,470,SalesOrderLine-CustomerLineReference-470,2021-04-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a7635298f3b5014bd4ffbd5041c19478a7635298f3b5014bd4ffbd5041c1947
471,SOL000471,490,184,274,7,6,471,SalesOrderLine-CustomerLineReference-471,2021-04-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9503e5df4d751a390c857ce8a276c37b9503e5df4d751a390c857ce8a276c37
472,SOL000472,409,430,337,4,7,472,SalesOrderLine-CustomerLineReference-472,2021-04-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e5b3622c4a25332bf75b76cec57311b9e5b3622c4a25332bf75b76cec57311b
473,SOL000473,48,322,9,13,4,473,SalesOrderLine-CustomerLineReference-473,2021-04-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06c2463a38bf5a4b9aedf864dbe0be9a06c2463a38bf5a4b9aedf864dbe0be9a
474,SOL000474,361,159,495,3,5,474,SalesOrderLine-CustomerLineReference-474,2021-04-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cd99ce939a957dcbc6c2564a07340921cd99ce939a957dcbc6c2564a0734092
475,SOL000475,452,6,94,14,7,475,SalesOrderLine-CustomerLineReference-475,2021-04-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c6e0d587b0a5831a4089547e461450a2c6e0d587b0a5831a4089547e461450a
476,SOL000476,62,169,26,4,6,476,SalesOrderLine-CustomerLineReference-476,2021-04-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a16f167e13d652b7b0a4f0e6804f3399a16f167e13d652b7b0a4f0e6804f3399
477,SOL000477,429,95,224,8,2,477,SalesOrderLine-CustomerLineReference-477,2021-04-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8874ecb3e3d95164a972ee78a7ce98f18874ecb3e3d95164a972ee78a7ce98f1
478,SOL000478,387,166,390,7,4,478,SalesOrderLine-CustomerLineReference-478,2021-04-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a32f863b7cd5607be3f00346aed67f60a32f863b7cd5607be3f00346aed67f6
479,SOL000479,336,187,265,14,7,479,SalesOrderLine-CustomerLineReference-479,2021-04-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bbf1c49eeaa50fea8feab092ddf25657bbf1c49eeaa50fea8feab092ddf2565
480,SOL000480,152,90,59,11,7,480,SalesOrderLine-CustomerLineReference-480,2021-04-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dca48edaff7558f2a9551425a607190edca48edaff7558f2a9551425a607190e
481,SOL000481,144,466,185,6,2,481,SalesOrderLine-CustomerLineReference-481,2021-04-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2ecb0776f9f5aacaa817351a3141c98e2ecb0776f9f5aacaa817351a3141c98
482,SOL000482,227,95,325,11,3,482,SalesOrderLine-CustomerLineReference-482,2021-04-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a0939254bbc5e33bbcd0506b9d4961c7a0939254bbc5e33bbcd0506b9d4961c
483,SOL000483,230,300,327,13,4,483,SalesOrderLine-CustomerLineReference-483,2021-04-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce2149b4abc454b682a2be84ea101cb7ce2149b4abc454b682a2be84ea101cb7
484,SOL000484,445,332,165,13,6,484,SalesOrderLine-CustomerLineReference-484,2021-04-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b646b6e1d3105a5cabcd5461673fd0cdb646b6e1d3105a5cabcd5461673fd0cd
485,SOL000485,413,52,134,9,3,485,SalesOrderLine-CustomerLineReference-485,2021-04-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8db6c1ce75d053308a1b8af58fc25b6c8db6c1ce75d053308a1b8af58fc25b6c
486,SOL000486,299,401,267,14,4,486,SalesOrderLine-CustomerLineReference-486,2021-05-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8a84150f8b2529d8f4a162f3359d663d8a84150f8b2529d8f4a162f3359d663
487,SOL000487,363,28,78,9,6,487,SalesOrderLine-CustomerLineReference-487,2021-05-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d9e6cc67130512ebb255450d029061c4d9e6cc67130512ebb255450d029061c
488,SOL000488,454,197,321,10,2,488,SalesOrderLine-CustomerLineReference-488,2021-05-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92c45c0740a55200a0110f6623ae266192c45c0740a55200a0110f6623ae2661
