LogisticsShipmentLineKey,ShipmentLineCode,LogisticsShipmentHeaderKey,ProductKey,OriginPlantKey,LogisticsShipmentStatusKey,UnitOfMeasureKey,ShipmentLineSequenceNumber,HandlingUnitNumber,DeliveryReferenceNumber,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
436,LSL000436,204,300,73,4,2,436,LSL000436,LSL000436,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,039f8dd54e635dd2b18562e982854640039f8dd54e635dd2b18562e982854640
437,LSL000437,130,139,98,11,3,437,LSL000437,LSL000437,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49ef2b3e63e558e7bde15db64f00103149ef2b3e63e558e7bde15db64f001031
438,LSL000438,293,275,266,10,2,438,LSL000438,LSL000438,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9dce8a7829a58c6922538dab590ac25f9dce8a7829a58c6922538dab590ac25
439,LSL000439,300,320,200,7,6,439,LSL000439,LSL000439,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4cab36b59df15173bfdedc328f39dfa14cab36b59df15173bfdedc328f39dfa1
440,LSL000440,354,94,334,4,1,440,LSL000440,LSL000440,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc8dfbe4f3e05ff292c554a536dd3023bc8dfbe4f3e05ff292c554a536dd3023
441,LSL000441,460,158,244,6,3,441,LSL000441,LSL000441,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a8a4d67ba335d58902da71d3a9e1daf1a8a4d67ba335d58902da71d3a9e1daf
442,LSL000442,19,199,-1,8,6,442,LSL000442,LSL000442,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a77f3e4b9a795f26a638d707edf32b81a77f3e4b9a795f26a638d707edf32b81
443,LSL000443,91,374,63,7,5,443,LSL000443,LSL000443,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a92000492995bb6983656e91b90b4585a92000492995bb6983656e91b90b458
444,LSL000444,299,144,96,4,7,444,LSL000444,LSL000444,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98fc510408a655579e4bb05a6792193698fc510408a655579e4bb05a67921936
445,LSL000445,123,128,251,6,3,445,LSL000445,LSL000445,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3ce07135e015619a75be2034effcfc9a3ce07135e015619a75be2034effcfc9
446,LSL000446,60,496,194,1,3,446,LSL000446,LSL000446,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a53b1565ebd5293af943e4392ebce623a53b1565ebd5293af943e4392ebce62
447,LSL000447,306,330,120,6,4,447,LSL000447,LSL000447,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee6b2f96aee756a3a03bd9d4db9c8333ee6b2f96aee756a3a03bd9d4db9c8333
448,LSL000448,393,177,116,8,6,448,LSL000448,LSL000448,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3a3b6e3fe5b54da9d38c8f302df3222d3a3b6e3fe5b54da9d38c8f302df3222
449,LSL000449,391,325,46,9,5,449,LSL000449,LSL000449,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d44d30a231b0515fa50c2aaf6f1a3fecd44d30a231b0515fa50c2aaf6f1a3fec
450,LSL000450,89,330,317,9,4,450,LSL000450,LSL000450,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,795f6576bd39588fb9b296798d8c9e84795f6576bd39588fb9b296798d8c9e84
451,LSL000451,473,15,15,11,7,451,LSL000451,LSL000451,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5064f050f5e15aab80ab1dd617c9c8ad5064f050f5e15aab80ab1dd617c9c8ad
452,LSL000452,266,459,225,7,1,452,LSL000452,LSL000452,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d86c24c50a7574daf22f3b8b3b8c20e2d86c24c50a7574daf22f3b8b3b8c20e
453,LSL000453,13,253,228,5,7,453,LSL000453,LSL000453,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b526d1723af5f0eadba088b994fd2f58b526d1723af5f0eadba088b994fd2f5
454,LSL000454,304,61,217,12,2,454,LSL000454,LSL000454,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c34e1840c68159edafd7bbb7d5eaea9dc34e1840c68159edafd7bbb7d5eaea9d
455,LSL000455,189,269,33,14,5,455,LSL000455,LSL000455,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aab1dcd66b59509f8eec25168467bf21aab1dcd66b59509f8eec25168467bf21
456,LSL000456,234,215,285,5,2,456,LSL000456,LSL000456,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03503df3b8345a30964d2276637e01dd03503df3b8345a30964d2276637e01dd
457,LSL000457,357,232,34,4,6,457,LSL000457,LSL000457,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5f764026c9c55719d0dea8056b014a4d5f764026c9c55719d0dea8056b014a4
458,LSL000458,185,295,328,13,3,458,LSL000458,LSL000458,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2229234e4e057afb0b3481f859329d9d2229234e4e057afb0b3481f859329d9
459,LSL000459,90,443,-1,5,1,459,LSL000459,LSL000459,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4dc58faa4ec6532d9177e51b274168c04dc58faa4ec6532d9177e51b274168c0
460,LSL000460,90,491,60,8,5,460,LSL000460,LSL000460,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1da5e9eae02d5bbd84d0b1a81e15c7fd1da5e9eae02d5bbd84d0b1a81e15c7fd
461,LSL000461,274,20,99,13,2,461,LSL000461,LSL000461,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b139842dc0f25906b236605df51f1878b139842dc0f25906b236605df51f1878
462,LSL000462,462,93,139,5,4,462,LSL000462,LSL000462,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71ae085e6089533e858a4adbde4ae64171ae085e6089533e858a4adbde4ae641
463,LSL000463,307,220,24,11,3,463,LSL000463,LSL000463,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,380b7caffe6d5d908f00d2d73786f0bc380b7caffe6d5d908f00d2d73786f0bc
464,LSL000464,18,12,188,14,5,464,LSL000464,LSL000464,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1976f6cfd3895ce7a193a0e12df5e3e71976f6cfd3895ce7a193a0e12df5e3e7
465,LSL000465,50,55,190,9,3,465,LSL000465,LSL000465,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fab319c91a75c428c77ab86ef424a710fab319c91a75c428c77ab86ef424a71
466,LSL000466,265,319,346,6,5,466,LSL000466,LSL000466,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a76f000fa4ce5e30b566b31727a9db9da76f000fa4ce5e30b566b31727a9db9d
467,LSL000467,318,257,118,13,5,467,LSL000467,LSL000467,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a116d29606d5b018089816347f411363a116d29606d5b018089816347f41136
468,LSL000468,251,322,193,10,3,468,LSL000468,LSL000468,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c29833c0bc9d58d7889bb04042e4956ec29833c0bc9d58d7889bb04042e4956e
469,LSL000469,284,445,210,13,7,469,LSL000469,LSL000469,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,843f0f7ef9df5c96a2edf90d865bcf94843f0f7ef9df5c96a2edf90d865bcf94
470,LSL000470,459,478,314,7,2,470,LSL000470,LSL000470,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0b399cbd7385764ab1ab708dac95c2de0b399cbd7385764ab1ab708dac95c2d
471,LSL000471,316,357,203,2,6,471,LSL000471,LSL000471,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d248cf9b6d9d5ac8b9ddfdefb5d5bc4fd248cf9b6d9d5ac8b9ddfdefb5d5bc4f
472,LSL000472,84,41,297,13,7,472,LSL000472,LSL000472,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9149c094d1d5c5aa4a5da3807ef8e1bc9149c094d1d5c5aa4a5da3807ef8e1b
473,LSL000473,15,404,209,3,4,473,LSL000473,LSL000473,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,064520a554335bbcad2ebda85eac49d3064520a554335bbcad2ebda85eac49d3
474,LSL000474,75,37,261,11,1,474,LSL000474,LSL000474,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49b773f8b011597abf87354a01c36bad49b773f8b011597abf87354a01c36bad
475,LSL000475,127,167,258,14,4,475,LSL000475,LSL000475,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3934877c9e3f502d84d28bd0df49c9543934877c9e3f502d84d28bd0df49c954
476,LSL000476,275,176,-1,12,6,476,LSL000476,LSL000476,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0306a6f1a435b38b20ea310c629b43fa0306a6f1a435b38b20ea310c629b43f
477,LSL000477,71,480,235,11,6,477,LSL000477,LSL000477,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b957bff92f0353a2bbd8acb4a00605a1b957bff92f0353a2bbd8acb4a00605a1
478,LSL000478,17,472,88,13,4,478,LSL000478,LSL000478,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1db6e4dd29455ee781c6685b24f536f61db6e4dd29455ee781c6685b24f536f6
479,LSL000479,45,258,151,10,2,479,LSL000479,LSL000479,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4dabb396d35d5333907ec08c4ed112284dabb396d35d5333907ec08c4ed11228
480,LSL000480,154,238,39,8,7,480,LSL000480,LSL000480,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f1139f68b6f52c6b03cc7d07b4bea078f1139f68b6f52c6b03cc7d07b4bea07
481,LSL000481,240,47,226,8,2,481,LSL000481,LSL000481,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b02562f289559cdba0cd8cec8b985771b02562f289559cdba0cd8cec8b98577
482,LSL000482,302,206,222,12,7,482,LSL000482,LSL000482,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,130d609d060a526da772c9d0c7154be1130d609d060a526da772c9d0c7154be1
483,LSL000483,146,332,149,2,2,483,LSL000483,LSL000483,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aafae52bc48050e1a2afab7952c66f27aafae52bc48050e1a2afab7952c66f27
484,LSL000484,311,97,246,9,4,484,LSL000484,LSL000484,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48f4f164d35451fc9ecd676391564b3c48f4f164d35451fc9ecd676391564b3c
485,LSL000485,179,291,146,1,2,485,LSL000485,LSL000485,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2811699bc7dd53b0b730680da176beb12811699bc7dd53b0b730680da176beb1
486,LSL000486,99,116,197,10,4,486,LSL000486,LSL000486,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f51d95f4bba591fb75cbff279ab75b31f51d95f4bba591fb75cbff279ab75b3
487,LSL000487,64,194,251,2,4,487,LSL000487,LSL000487,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,726c28d0de6452169acafcd9fd94f1d3726c28d0de6452169acafcd9fd94f1d3
488,LSL000488,475,202,146,5,7,488,LSL000488,LSL000488,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed0b0099567753b5931363ec926f2797ed0b0099567753b5931363ec926f2797
489,LSL000489,103,63,53,9,3,489,LSL000489,LSL000489,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96726338c41f5fb5998064f46cfecf5c96726338c41f5fb5998064f46cfecf5c
490,LSL000490,329,439,331,6,1,490,LSL000490,LSL000490,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3b001aba0eb587eb40d7f7b511823d6f3b001aba0eb587eb40d7f7b511823d6
491,LSL000491,236,241,99,5,1,491,LSL000491,LSL000491,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39958fe86eef5765b0a11caabff54c3b39958fe86eef5765b0a11caabff54c3b
492,LSL000492,42,479,67,11,6,492,LSL000492,LSL000492,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,277ec44436805504a637289881c24ff4277ec44436805504a637289881c24ff4
493,LSL000493,104,398,-1,3,5,493,LSL000493,LSL000493,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b829d68d47a5c3b8a7b431cda76194b3b829d68d47a5c3b8a7b431cda76194b
494,LSL000494,61,106,255,5,7,494,LSL000494,LSL000494,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c692243f0875e449fea859f958266c78c692243f0875e449fea859f958266c7
495,LSL000495,76,119,149,3,1,495,LSL000495,LSL000495,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d1cd444e5a25fefaa3ea495caf46c218d1cd444e5a25fefaa3ea495caf46c21
496,LSL000496,18,144,265,7,5,496,LSL000496,LSL000496,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e0af781478d56c08b3c63d903d728d32e0af781478d56c08b3c63d903d728d3
497,LSL000497,490,128,311,4,5,497,LSL000497,LSL000497,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f23b73122dce5e55ba5aebc6c1a7b243f23b73122dce5e55ba5aebc6c1a7b243
498,LSL000498,307,480,341,13,7,498,LSL000498,LSL000498,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7787f758ba6f570ea01413f3b889b5197787f758ba6f570ea01413f3b889b519
499,LSL000499,91,495,155,12,4,499,LSL000499,LSL000499,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b293c33b4bc454a2bc9d85a22bdc2a0cb293c33b4bc454a2bc9d85a22bdc2a0c
500,LSL000500,377,47,309,13,4,500,LSL000500,LSL000500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bdbdc8b02bd7521b8321393a0322bff6bdbdc8b02bd7521b8321393a0322bff6
