WorkCenterKey,WorkCenterCode,SiteKey,WorkCenterTypeKey,WorkCenterCapabilityKey,UnitOfMeasureKey,RecordStatusKey,ShiftCodeKey,WorkCenterName,WorkCenterDescription,CapacityPerHourValue,CrewSizeValue,SetupTimeMinutes,QueueTimeMinutes,FiniteCapacityFlag,BottleneckFlag,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
341,WC000341,8,30,371,3,1,11,Summit WorkCenter 341,WorkCenter starter record 341,477.1700,477.17,346.0000,346.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e4ab02ef2bd5e1191672c77062406ea4e4ab02ef2bd5e1191672c77062406ea
342,WC000342,270,13,299,4,3,12,Orion WorkCenter 342,WorkCenter starter record 342,478.5400,478.54,347.0000,347.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f2d154abe735d28b63ae26a510719ca9f2d154abe735d28b63ae26a510719ca
343,WC000343,213,5,347,5,2,11,Meridian WorkCenter 343,WorkCenter starter record 343,479.9100,479.91,348.0000,348.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58f76fd24cbc5b3a8c21531b4941de4658f76fd24cbc5b3a8c21531b4941de46
344,WC000344,396,2,379,4,2,2,Pioneer WorkCenter 344,WorkCenter starter record 344,481.2800,481.28,349.0000,349.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61ff61f36b7f5637aabd2d4e811688c761ff61f36b7f5637aabd2d4e811688c7
345,WC000345,146,14,449,1,3,12,Ion WorkCenter 345,WorkCenter starter record 345,482.6500,482.65,350.0000,350.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1a282ec6c1f572bb14ea75acd6bd11be1a282ec6c1f572bb14ea75acd6bd11b
346,WC000346,161,29,499,4,2,1,Beacon WorkCenter 346,WorkCenter starter record 346,484.0200,484.02,351.0000,351.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64bc2bc5b1905b7193f76a3010c109ab64bc2bc5b1905b7193f76a3010c109ab
347,WC000347,188,11,247,1,1,6,Beacon WorkCenter 347,WorkCenter starter record 347,485.3900,485.39,352.0000,352.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb17f10d73735f3e978aeb819e7518eaeb17f10d73735f3e978aeb819e7518ea
348,WC000348,162,13,169,7,3,3,Vertex WorkCenter 348,WorkCenter starter record 348,486.7600,486.76,353.0000,353.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20680bc57d185b61ba27893c0e7fc0b720680bc57d185b61ba27893c0e7fc0b7
349,WC000349,272,24,445,2,4,1,Forge WorkCenter 349,WorkCenter starter record 349,488.1300,488.13,354.0000,354.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb92563296ba568a9bf4b0c5cdbed8aeeb92563296ba568a9bf4b0c5cdbed8ae
350,WC000350,319,6,108,7,2,11,Meridian WorkCenter 350,WorkCenter starter record 350,489.5000,489.50,355.0000,355.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,248053cc964f586c8b6a2875195b342a248053cc964f586c8b6a2875195b342a
351,WC000351,110,6,31,3,4,2,Meridian WorkCenter 351,WorkCenter starter record 351,490.8700,490.87,356.0000,356.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6974587be2f05a2f8f8c613b1617e4416974587be2f05a2f8f8c613b1617e441
352,WC000352,4,29,429,4,4,9,Orion WorkCenter 352,WorkCenter starter record 352,492.2400,492.24,357.0000,357.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac5d04b9b71a50eeaa5107d9c22cd408ac5d04b9b71a50eeaa5107d9c22cd408
353,WC000353,180,40,218,2,2,4,Cedar WorkCenter 353,WorkCenter starter record 353,493.6100,493.61,358.0000,358.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37cc5b85f5b75707b899079d8e15d57c37cc5b85f5b75707b899079d8e15d57c
354,WC000354,129,26,189,2,2,3,Harbor WorkCenter 354,WorkCenter starter record 354,494.9800,494.98,359.0000,359.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03a1f8d32a8e5610a054348792e01ca703a1f8d32a8e5610a054348792e01ca7
355,WC000355,252,37,460,7,2,5,Riverton WorkCenter 355,WorkCenter starter record 355,496.3500,496.35,360.0000,360.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d5949dee33f55e6b9b65c3065074b487d5949dee33f55e6b9b65c3065074b48
356,WC000356,458,1,383,3,4,7,Ion WorkCenter 356,WorkCenter starter record 356,497.7200,497.72,361.0000,361.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1163b5c1c5815da0ac79b225206c8fe21163b5c1c5815da0ac79b225206c8fe2
357,WC000357,141,10,87,4,3,7,Northstar WorkCenter 357,WorkCenter starter record 357,499.0900,499.09,362.0000,362.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfce1abed7ca54b6b7fd30d8531c5da2cfce1abed7ca54b6b7fd30d8531c5da2
358,WC000358,474,5,470,2,2,6,Granite WorkCenter 358,WorkCenter starter record 358,500.4600,500.46,363.0000,363.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbabfb54a4355fb28f9b2b069388666ccbabfb54a4355fb28f9b2b069388666c
359,WC000359,46,2,441,3,1,5,Cedar WorkCenter 359,WorkCenter starter record 359,501.8300,501.83,364.0000,364.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47dfa57691365b959e411618af73ed0047dfa57691365b959e411618af73ed00
360,WC000360,182,18,264,3,4,11,Vertex WorkCenter 360,WorkCenter starter record 360,503.2000,503.20,365.0000,365.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,702fd9e385725f0499c1ec2c73ef38ac702fd9e385725f0499c1ec2c73ef38ac
361,WC000361,77,19,382,7,2,10,Orion WorkCenter 361,WorkCenter starter record 361,504.5700,504.57,366.0000,366.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,831c3f5147ad550ab849b6c06d03f332831c3f5147ad550ab849b6c06d03f332
362,WC000362,475,39,421,7,1,11,Harbor WorkCenter 362,WorkCenter starter record 362,505.9400,505.94,367.0000,367.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9e129cac82f54e9857567e501e89c2ff9e129cac82f54e9857567e501e89c2f
363,WC000363,394,32,467,2,1,6,Granite WorkCenter 363,WorkCenter starter record 363,507.3100,507.31,368.0000,368.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3528502178095594b7daf93004966dbb3528502178095594b7daf93004966dbb
364,WC000364,140,19,83,1,4,1,Beacon WorkCenter 364,WorkCenter starter record 364,508.6800,508.68,369.0000,369.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bda86a1ebf90506fb828f91b86b733c6bda86a1ebf90506fb828f91b86b733c6
365,WC000365,201,2,254,7,3,7,Titan WorkCenter 365,WorkCenter starter record 365,510.0500,510.05,370.0000,370.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,177cceb9670451ac986144a2a790ac45177cceb9670451ac986144a2a790ac45
366,WC000366,206,28,412,3,1,3,Vertex WorkCenter 366,WorkCenter starter record 366,511.4200,511.42,371.0000,371.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2134085b59f5a66b5e47f14ae969000f2134085b59f5a66b5e47f14ae969000
367,WC000367,51,4,424,3,2,11,Quartz WorkCenter 367,WorkCenter starter record 367,512.7900,512.79,372.0000,372.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0052f2ffb9c85203ac919554fd41182c0052f2ffb9c85203ac919554fd41182c
368,WC000368,24,5,64,3,1,12,Liberty WorkCenter 368,WorkCenter starter record 368,514.1600,514.16,373.0000,373.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e12d73e74aa5ee8b7d1fe5b2371049a6e12d73e74aa5ee8b7d1fe5b2371049a
369,WC000369,86,25,220,7,2,9,Junction WorkCenter 369,WorkCenter starter record 369,515.5300,515.53,374.0000,374.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2661773b7e075dc68af7115add59c5012661773b7e075dc68af7115add59c501
370,WC000370,293,37,431,5,3,5,Pioneer WorkCenter 370,WorkCenter starter record 370,516.9000,516.90,375.0000,375.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,980627b63d795806b16ceb26cb9036f1980627b63d795806b16ceb26cb9036f1
371,WC000371,33,23,8,6,3,2,Granite WorkCenter 371,WorkCenter starter record 371,518.2700,518.27,376.0000,376.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01d5b375d03f5cbdac24ad784234ecde01d5b375d03f5cbdac24ad784234ecde
372,WC000372,106,35,196,1,4,7,Forge WorkCenter 372,WorkCenter starter record 372,519.6400,519.64,377.0000,377.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17cf67639b015cd99c1b3d7aafd5025b17cf67639b015cd99c1b3d7aafd5025b
373,WC000373,429,35,466,6,3,12,Liberty WorkCenter 373,WorkCenter starter record 373,521.0100,521.01,378.0000,378.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c120d665f5a154b98d51b3a97a633c79c120d665f5a154b98d51b3a97a633c79
374,WC000374,38,1,325,7,3,7,Riverton WorkCenter 374,WorkCenter starter record 374,522.3800,522.38,379.0000,379.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f524bbf33a45479899dfed06d6beae71f524bbf33a45479899dfed06d6beae7
375,WC000375,306,26,434,7,2,2,Cedar WorkCenter 375,WorkCenter starter record 375,523.7500,523.75,380.0000,380.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5795957f47775707b9214fc2aa9fac805795957f47775707b9214fc2aa9fac80
376,WC000376,236,30,432,3,3,12,Willow WorkCenter 376,WorkCenter starter record 376,525.1200,525.12,381.0000,381.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c286f6c1f8658bb809d0d48a8851eff2c286f6c1f8658bb809d0d48a8851eff
377,WC000377,70,35,275,1,3,8,Granite WorkCenter 377,WorkCenter starter record 377,526.4900,526.49,382.0000,382.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1713f0b4484555c6b767d13440892a5f1713f0b4484555c6b767d13440892a5f
378,WC000378,409,33,268,1,1,11,Riverton WorkCenter 378,WorkCenter starter record 378,527.8600,527.86,383.0000,383.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3501f8e4c82a5eb3b90dc422f3df87543501f8e4c82a5eb3b90dc422f3df8754
379,WC000379,334,6,77,6,3,2,Keystone WorkCenter 379,WorkCenter starter record 379,529.2300,529.23,384.0000,384.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c044d6f967752b9af8955ec878cda530c044d6f967752b9af8955ec878cda53
380,WC000380,35,17,389,4,3,12,Riverton WorkCenter 380,WorkCenter starter record 380,530.6000,530.60,385.0000,385.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab31e82efdf25d7bbce10e10958ade7cab31e82efdf25d7bbce10e10958ade7c
381,WC000381,27,35,238,6,4,4,Riverton WorkCenter 381,WorkCenter starter record 381,531.9700,531.97,386.0000,386.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50da083e01615391904f0e5717081cb850da083e01615391904f0e5717081cb8
382,WC000382,82,19,218,2,1,12,Titan WorkCenter 382,WorkCenter starter record 382,533.3400,533.34,387.0000,387.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23c8856d9a075c2eaa398a3b9dcde98b23c8856d9a075c2eaa398a3b9dcde98b
383,WC000383,385,9,70,6,2,9,Delta WorkCenter 383,WorkCenter starter record 383,534.7100,534.71,388.0000,388.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4450ca76a7645eee9aedc90f0a0bfb924450ca76a7645eee9aedc90f0a0bfb92
384,WC000384,277,39,490,2,2,11,Orion WorkCenter 384,WorkCenter starter record 384,536.0800,536.08,389.0000,389.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6619f93ed6405212852f1239d05999966619f93ed6405212852f1239d0599996
385,WC000385,99,20,104,1,2,8,Ion WorkCenter 385,WorkCenter starter record 385,537.4500,537.45,390.0000,390.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3a8970ff91f5d679c19fa64d60aca27a3a8970ff91f5d679c19fa64d60aca27
386,WC000386,6,37,66,3,4,4,Delta WorkCenter 386,WorkCenter starter record 386,538.8200,538.82,391.0000,391.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93b9233e3b855020a18d25c9686c0adf93b9233e3b855020a18d25c9686c0adf
387,WC000387,104,39,274,5,4,11,Vertex WorkCenter 387,WorkCenter starter record 387,540.1900,540.19,392.0000,392.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75d08ce97e8551058f99835eb1c72b3875d08ce97e8551058f99835eb1c72b38
388,WC000388,144,30,121,7,4,2,Willow WorkCenter 388,WorkCenter starter record 388,541.5600,541.56,393.0000,393.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,edc53b039a7852dba1159b8658ca75ffedc53b039a7852dba1159b8658ca75ff
389,WC000389,268,9,294,5,1,1,Atlas WorkCenter 389,WorkCenter starter record 389,542.9300,542.93,394.0000,394.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cad8aeb6f90c56fb967e4895c73bd49fcad8aeb6f90c56fb967e4895c73bd49f
390,WC000390,129,23,8,7,4,11,Granite WorkCenter 390,WorkCenter starter record 390,544.3000,544.30,395.0000,395.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c32d8ee48c635f99b64030aaf04e9343c32d8ee48c635f99b64030aaf04e9343
391,WC000391,486,1,59,7,4,3,Delta WorkCenter 391,WorkCenter starter record 391,545.6700,545.67,396.0000,396.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2494b496a65c50ae956e7799b0c29f912494b496a65c50ae956e7799b0c29f91
392,WC000392,203,36,220,1,3,8,Liberty WorkCenter 392,WorkCenter starter record 392,547.0400,547.04,397.0000,397.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12ad5dac8750559482b5b14187e27e2112ad5dac8750559482b5b14187e27e21
393,WC000393,269,8,179,4,3,9,Northstar WorkCenter 393,WorkCenter starter record 393,548.4100,548.41,398.0000,398.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eae4ba9c1797517499a9e6f7543a62abeae4ba9c1797517499a9e6f7543a62ab
394,WC000394,149,28,69,1,4,7,Northstar WorkCenter 394,WorkCenter starter record 394,549.7800,549.78,399.0000,399.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84775956d0c95522b2f50ed2be86a05084775956d0c95522b2f50ed2be86a050
395,WC000395,198,8,193,5,2,5,Quartz WorkCenter 395,WorkCenter starter record 395,551.1500,551.15,400.0000,400.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e047391b41e5c43b64932aee3533e256e047391b41e5c43b64932aee3533e25
396,WC000396,197,32,335,4,4,8,Quartz WorkCenter 396,WorkCenter starter record 396,552.5200,552.52,401.0000,401.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,561a97a1e01e5ebe9828808e19865b59561a97a1e01e5ebe9828808e19865b59
397,WC000397,136,22,159,2,4,3,Orion WorkCenter 397,WorkCenter starter record 397,553.8900,553.89,402.0000,402.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2382ef17e755a7d9b3f7880af885683a2382ef17e755a7d9b3f7880af885683
398,WC000398,249,2,484,6,4,4,Keystone WorkCenter 398,WorkCenter starter record 398,555.2600,555.26,403.0000,403.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9891900fbe17510694636bdc8b5355e79891900fbe17510694636bdc8b5355e7
399,WC000399,87,17,81,5,1,4,Quartz WorkCenter 399,WorkCenter starter record 399,556.6300,556.63,404.0000,404.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,642159afa50b5ed591170e2264051782642159afa50b5ed591170e2264051782
400,WC000400,349,40,304,3,3,3,Riverton WorkCenter 400,WorkCenter starter record 400,558.0000,558.00,405.0000,405.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2741642aa605104be10af3289078286b2741642aa605104be10af3289078286
401,WC000401,404,23,397,2,2,8,Cedar WorkCenter 401,WorkCenter starter record 401,559.3700,559.37,406.0000,406.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c2dc7a044bc537699410b38573af3612c2dc7a044bc537699410b38573af361
402,WC000402,348,37,216,1,2,5,Harbor WorkCenter 402,WorkCenter starter record 402,560.7400,560.74,407.0000,407.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f57915b5e6359e8944dd9bdae6f70389f57915b5e6359e8944dd9bdae6f7038
403,WC000403,471,39,41,7,1,10,Meridian WorkCenter 403,WorkCenter starter record 403,562.1100,562.11,408.0000,408.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e42fba98f43524196ecefe1e457928c7e42fba98f43524196ecefe1e457928c
404,WC000404,167,33,263,7,4,1,Zenith WorkCenter 404,WorkCenter starter record 404,563.4800,563.48,409.0000,409.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44458a1d3a555e8ba1dabfdffb282d8644458a1d3a555e8ba1dabfdffb282d86
405,WC000405,476,14,167,3,2,9,Willow WorkCenter 405,WorkCenter starter record 405,564.8500,564.85,410.0000,410.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77d90e023bc65f30b476eb7632b05c4a77d90e023bc65f30b476eb7632b05c4a
406,WC000406,402,37,398,2,3,3,Pioneer WorkCenter 406,WorkCenter starter record 406,566.2200,566.22,411.0000,411.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,470744066ee052219bdfcb4bf465b033470744066ee052219bdfcb4bf465b033
407,WC000407,44,37,142,2,2,7,Vertex WorkCenter 407,WorkCenter starter record 407,567.5900,567.59,412.0000,412.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a67d066516055299fbb90e48928cb9e7a67d066516055299fbb90e48928cb9e
408,WC000408,83,37,146,6,3,2,Zenith WorkCenter 408,WorkCenter starter record 408,568.9600,568.96,413.0000,413.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9d4d6b8e0465467943988f9691cb833e9d4d6b8e0465467943988f9691cb833
409,WC000409,157,11,277,3,2,9,Orion WorkCenter 409,WorkCenter starter record 409,570.3300,570.33,414.0000,414.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb3cd3d74c4d5ef4b668fbde9fd10be4bb3cd3d74c4d5ef4b668fbde9fd10be4
410,WC000410,475,28,428,4,4,3,Keystone WorkCenter 410,WorkCenter starter record 410,571.7000,571.70,415.0000,415.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9bae66a5d33f5bb59122ed78889a5e3e9bae66a5d33f5bb59122ed78889a5e3e
411,WC000411,107,8,496,1,1,3,Pioneer WorkCenter 411,WorkCenter starter record 411,573.0700,573.07,416.0000,416.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88e2c8bea43b52cda952eef9b239db5788e2c8bea43b52cda952eef9b239db57
412,WC000412,260,23,62,3,1,10,Keystone WorkCenter 412,WorkCenter starter record 412,574.4400,574.44,417.0000,417.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00cd0db4d73558adbc26f7d747c22a5200cd0db4d73558adbc26f7d747c22a52
413,WC000413,165,5,174,7,3,9,Keystone WorkCenter 413,WorkCenter starter record 413,575.8100,575.81,418.0000,418.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8dd331f472e756b8a459dcef2d7e16fa8dd331f472e756b8a459dcef2d7e16fa
414,WC000414,96,12,185,3,3,2,Keystone WorkCenter 414,WorkCenter starter record 414,577.1800,577.18,419.0000,419.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf60764cc1ad5c48a4a4e61e24bbe2cccf60764cc1ad5c48a4a4e61e24bbe2cc
415,WC000415,271,15,371,7,4,8,Orion WorkCenter 415,WorkCenter starter record 415,578.5500,578.55,420.0000,420.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39802cd2bbb6566a9fa80618b6a775ad39802cd2bbb6566a9fa80618b6a775ad
416,WC000416,413,19,122,2,2,1,Atlas WorkCenter 416,WorkCenter starter record 416,579.9200,579.92,421.0000,421.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5796e097537f582ca8bdc97b9280947f5796e097537f582ca8bdc97b9280947f
417,WC000417,9,28,490,5,3,7,Junction WorkCenter 417,WorkCenter starter record 417,581.2900,581.29,422.0000,422.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de532a962a1954d1b3532a289b59128fde532a962a1954d1b3532a289b59128f
418,WC000418,182,17,109,2,1,5,Titan WorkCenter 418,WorkCenter starter record 418,582.6600,582.66,423.0000,423.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9977820bc9e850b38804749ca593c83b9977820bc9e850b38804749ca593c83b
419,WC000419,225,21,243,5,1,11,Unity WorkCenter 419,WorkCenter starter record 419,584.0300,584.03,424.0000,424.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bd76964ad305735b6c02bb543eaaca30bd76964ad305735b6c02bb543eaaca3
420,WC000420,493,15,55,3,1,9,Summit WorkCenter 420,WorkCenter starter record 420,585.4000,585.40,425.0000,425.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d6efb47a5a85d918f21effe96406b052d6efb47a5a85d918f21effe96406b05
421,WC000421,451,34,404,7,1,2,Keystone WorkCenter 421,WorkCenter starter record 421,586.7700,586.77,426.0000,426.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d535debee1f35052b6aeefdd0fcaba17d535debee1f35052b6aeefdd0fcaba17
422,WC000422,378,32,237,7,1,12,Keystone WorkCenter 422,WorkCenter starter record 422,588.1400,588.14,427.0000,427.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a33e54a75f765e11a51bef8eb32b0d48a33e54a75f765e11a51bef8eb32b0d48
423,WC000423,338,40,310,6,3,12,Harbor WorkCenter 423,WorkCenter starter record 423,589.5100,589.51,428.0000,428.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8562ff83bbb5aa0bf8beef32749f502b8562ff83bbb5aa0bf8beef32749f502
424,WC000424,184,34,195,6,3,10,Pioneer WorkCenter 424,WorkCenter starter record 424,590.8800,590.88,429.0000,429.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4be329c3c665596ba8538e8932f3631e4be329c3c665596ba8538e8932f3631e
425,WC000425,203,39,276,1,1,5,Summit WorkCenter 425,WorkCenter starter record 425,592.2500,592.25,430.0000,430.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4b84111fa925424aa48289e95342803f4b84111fa925424aa48289e95342803
426,WC000426,291,21,126,6,1,1,Zenith WorkCenter 426,WorkCenter starter record 426,593.6200,593.62,431.0000,431.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb25774d171f54dcbbd17c083625a314eb25774d171f54dcbbd17c083625a314
