LogisticsDeliveryKey,DeliveryNumber,CustomerKey,ShipFromPlantKey,OriginLogisticsDockDoorKey,LogisticsShipmentStatusKey,PriorityKey,DeliveryName,RequestedDeliveryDate,DeliveryPriorityScore,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
407,LD000407,291,60,444,1,3,Quartz LogisticsDelivery 407,2021-02-11,407,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfe2d09933ab52ddbc96da3baf074480bfe2d09933ab52ddbc96da3baf074480
408,LD000408,-1,-1,-1,8,4,Unity LogisticsDelivery 408,2021-02-12,408,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf031f33d9f65eb6892620c72bf13788bf031f33d9f65eb6892620c72bf13788
409,LD000409,10,20,483,9,2,Keystone LogisticsDelivery 409,2021-02-13,409,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,861a674c519a5a05aac8df3e33242496861a674c519a5a05aac8df3e33242496
410,LD000410,53,7,69,10,2,Quartz LogisticsDelivery 410,2021-02-14,410,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4dc0987361b75446b4ab487f985852a54dc0987361b75446b4ab487f985852a5
411,LD000411,55,72,248,7,5,Unity LogisticsDelivery 411,2021-02-15,411,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bab48700b950548299bba4063afde383bab48700b950548299bba4063afde383
412,LD000412,62,178,337,13,1,Forge LogisticsDelivery 412,2021-02-16,412,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7fbaa241c7d753fbb1ae34fe025fcb557fbaa241c7d753fbb1ae34fe025fcb55
413,LD000413,361,187,99,2,5,Ion LogisticsDelivery 413,2021-02-17,413,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4948204efa285caca032b2b47d134e4d4948204efa285caca032b2b47d134e4d
414,LD000414,487,110,126,9,3,Willow LogisticsDelivery 414,2021-02-18,414,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7dd9e646ea735fe58380769f8426e9657dd9e646ea735fe58380769f8426e965
415,LD000415,59,134,383,8,5,Summit LogisticsDelivery 415,2021-02-19,415,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9f07cb1969e5cdda60ffb5d61af499aa9f07cb1969e5cdda60ffb5d61af499a
416,LD000416,78,325,96,1,1,Beacon LogisticsDelivery 416,2021-02-20,416,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a5aeaaf259d5716afdd1d59cedd7a992a5aeaaf259d5716afdd1d59cedd7a99
417,LD000417,376,269,373,6,1,Liberty LogisticsDelivery 417,2021-02-21,417,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3778ea8c95115e62956faebb8cbb33df3778ea8c95115e62956faebb8cbb33df
418,LD000418,154,78,49,14,2,Meridian LogisticsDelivery 418,2021-02-22,418,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8948458af4b15cde879a4da6ff9690168948458af4b15cde879a4da6ff969016
419,LD000419,355,304,464,3,5,Liberty LogisticsDelivery 419,2021-02-23,419,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03078921b76c5af7ae2eb28fa944967303078921b76c5af7ae2eb28fa9449673
420,LD000420,100,151,267,11,1,Forge LogisticsDelivery 420,2021-02-24,420,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,777d40eb09ff5f268983b383fe8071c9777d40eb09ff5f268983b383fe8071c9
421,LD000421,465,139,110,7,4,Atlas LogisticsDelivery 421,2021-02-25,421,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,777a16bffe0e510596d1f4420630e796777a16bffe0e510596d1f4420630e796
422,LD000422,452,27,374,14,5,Liberty LogisticsDelivery 422,2021-02-26,422,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be76cb3c6f03510991adf29f1368c43dbe76cb3c6f03510991adf29f1368c43d
423,LD000423,168,142,469,13,2,Liberty LogisticsDelivery 423,2021-02-27,423,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e6c5943c2ba59c2bc0810eaaa95fff27e6c5943c2ba59c2bc0810eaaa95fff2
424,LD000424,486,78,479,7,5,Pioneer LogisticsDelivery 424,2021-02-28,424,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d5863a7f0d2546fa74ae41e4127604c0d5863a7f0d2546fa74ae41e4127604c
425,LD000425,-1,-1,-1,4,1,Harbor LogisticsDelivery 425,2021-03-01,425,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2084e04c189358bf8b8ee19440070c532084e04c189358bf8b8ee19440070c53
426,LD000426,363,310,27,11,2,Northstar LogisticsDelivery 426,2021-03-02,426,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75a08637794953c2b7f310a72d8402fd75a08637794953c2b7f310a72d8402fd
427,LD000427,203,6,146,10,2,Summit LogisticsDelivery 427,2021-03-03,427,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,599cabf206f351a2a9ccef1cb8fe6a9b599cabf206f351a2a9ccef1cb8fe6a9b
428,LD000428,347,108,314,6,5,Quartz LogisticsDelivery 428,2021-03-04,428,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,156b0952124e5247965bdb4dc3a27299156b0952124e5247965bdb4dc3a27299
429,LD000429,448,244,357,6,4,Unity LogisticsDelivery 429,2021-03-05,429,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,046ea23a67b252f594c2aa7ccf696de8046ea23a67b252f594c2aa7ccf696de8
430,LD000430,156,247,337,10,4,Beacon LogisticsDelivery 430,2021-03-06,430,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be74a411f45955aa928bc69a502f3acebe74a411f45955aa928bc69a502f3ace
431,LD000431,433,6,269,3,5,Ion LogisticsDelivery 431,2021-03-07,431,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fd91ef74d585691b2bc75c90bcf2b070fd91ef74d585691b2bc75c90bcf2b07
432,LD000432,200,295,82,6,3,Orion LogisticsDelivery 432,2021-03-08,432,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5ecd208653d5a8bba223bdcead9803cc5ecd208653d5a8bba223bdcead9803c
433,LD000433,91,254,467,14,2,Pioneer LogisticsDelivery 433,2021-03-09,433,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e7ab1a88f3b50d2ba5b31164960c84c2e7ab1a88f3b50d2ba5b31164960c84c
434,LD000434,148,91,491,5,4,Delta LogisticsDelivery 434,2021-03-10,434,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c8036b532a15a5a907558caebd327181c8036b532a15a5a907558caebd32718
435,LD000435,478,83,419,8,3,Orion LogisticsDelivery 435,2021-03-11,435,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88a1c1baaabd598b8468d4897ddab52988a1c1baaabd598b8468d4897ddab529
436,LD000436,476,33,431,12,1,Ion LogisticsDelivery 436,2021-03-12,436,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae0479d65fa85d488f6c7ea12800ed27ae0479d65fa85d488f6c7ea12800ed27
437,LD000437,57,305,300,4,4,Keystone LogisticsDelivery 437,2021-03-13,437,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c6a8ac9867d5a51812af40d2d13bcde7c6a8ac9867d5a51812af40d2d13bcde
438,LD000438,370,113,393,8,5,Cedar LogisticsDelivery 438,2021-03-14,438,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,940d4d6c05ce531abfe0907a1728340f940d4d6c05ce531abfe0907a1728340f
439,LD000439,151,330,265,10,2,Pioneer LogisticsDelivery 439,2021-03-15,439,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa3f4327d6e45c1ab88159c93a44be3bfa3f4327d6e45c1ab88159c93a44be3b
440,LD000440,59,56,461,2,3,Unity LogisticsDelivery 440,2021-03-16,440,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,babfa31fc0d35e91a699744cb94c6ad7babfa31fc0d35e91a699744cb94c6ad7
441,LD000441,249,255,27,12,1,Orion LogisticsDelivery 441,2021-03-17,441,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,371117ef4a99565abc671214ffca70a1371117ef4a99565abc671214ffca70a1
442,LD000442,-1,-1,-1,2,4,Cedar LogisticsDelivery 442,2021-03-18,442,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce79f2cc1147590abdc6c5aa390ae863ce79f2cc1147590abdc6c5aa390ae863
443,LD000443,284,14,355,1,1,Junction LogisticsDelivery 443,2021-03-19,443,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6238493b83d153ac89c41e879f6560f26238493b83d153ac89c41e879f6560f2
444,LD000444,262,99,356,6,4,Orion LogisticsDelivery 444,2021-03-20,444,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7947b6e056c566cb56be872a3964258d7947b6e056c566cb56be872a3964258
445,LD000445,122,171,483,6,5,Liberty LogisticsDelivery 445,2021-03-21,445,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8df8e81c9035921a05c1bde1fd8b4aaa8df8e81c9035921a05c1bde1fd8b4aa
446,LD000446,31,275,353,12,5,Junction LogisticsDelivery 446,2021-03-22,446,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a68bb2b3798c5e95a93861ef29b35e02a68bb2b3798c5e95a93861ef29b35e02
447,LD000447,286,315,168,10,2,Vertex LogisticsDelivery 447,2021-03-23,447,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4746cb2b1d35c3d9c72d14bbf5de18de4746cb2b1d35c3d9c72d14bbf5de18d
448,LD000448,457,111,66,4,5,Meridian LogisticsDelivery 448,2021-03-24,448,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbd6b47a01795fafa414e2b1a1cf139cfbd6b47a01795fafa414e2b1a1cf139c
449,LD000449,434,125,327,9,3,Cedar LogisticsDelivery 449,2021-03-25,449,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8bbb04814725a5d88c69763bc7061fba8bbb04814725a5d88c69763bc7061fb
450,LD000450,449,293,131,7,4,Liberty LogisticsDelivery 450,2021-03-26,450,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9e1b69135b75d8a91c55ab3966d66dcd9e1b69135b75d8a91c55ab3966d66dc
451,LD000451,91,335,290,1,5,Delta LogisticsDelivery 451,2021-03-27,451,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8e09fca22065b1096376f338aa69662c8e09fca22065b1096376f338aa69662
452,LD000452,329,270,60,6,2,Quartz LogisticsDelivery 452,2021-03-28,452,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6162eac254f25bf0b90cda1df90f0d996162eac254f25bf0b90cda1df90f0d99
453,LD000453,314,210,349,1,1,Titan LogisticsDelivery 453,2021-03-29,453,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1a628b50b235471a8f6914d3fe8b415a1a628b50b235471a8f6914d3fe8b415
454,LD000454,478,110,474,8,2,Junction LogisticsDelivery 454,2021-03-30,454,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f54b3cb549e355e79de1fe8ee1c05815f54b3cb549e355e79de1fe8ee1c05815
455,LD000455,47,120,466,5,4,Summit LogisticsDelivery 455,2021-03-31,455,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d1c08658e5d55a18c47b307588791e02d1c08658e5d55a18c47b307588791e0
456,LD000456,216,28,486,4,4,Junction LogisticsDelivery 456,2021-04-01,456,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9907a5d8b52d5a6aa9c7fd984ffcedf29907a5d8b52d5a6aa9c7fd984ffcedf2
457,LD000457,109,306,96,10,1,Willow LogisticsDelivery 457,2021-04-02,457,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,487804891e56591eafc85a9144903263487804891e56591eafc85a9144903263
458,LD000458,79,216,433,12,2,Summit LogisticsDelivery 458,2021-04-03,458,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,557a2193b9615004b2e6afc2abea775b557a2193b9615004b2e6afc2abea775b
459,LD000459,-1,-1,-1,13,4,Junction LogisticsDelivery 459,2021-04-04,459,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9cd4dfb83fd45646b95352dcef7ab4fc9cd4dfb83fd45646b95352dcef7ab4fc
460,LD000460,435,254,488,7,5,Granite LogisticsDelivery 460,2021-04-05,460,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f46397b2efc45aaaadd22702edf4d337f46397b2efc45aaaadd22702edf4d337
461,LD000461,302,61,235,4,4,Riverton LogisticsDelivery 461,2021-04-06,461,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3a128eed9685420a5886fdefb8985acc3a128eed9685420a5886fdefb8985ac
462,LD000462,235,341,27,4,5,Summit LogisticsDelivery 462,2021-04-07,462,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c6472d0ae6457c6ae86bfc24ecda4d88c6472d0ae6457c6ae86bfc24ecda4d8
463,LD000463,118,345,280,11,2,Titan LogisticsDelivery 463,2021-04-08,463,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d54d5a7c0845e79b6cc38f81c98aeeb6d54d5a7c0845e79b6cc38f81c98aeeb
464,LD000464,195,73,15,14,1,Delta LogisticsDelivery 464,2021-04-09,464,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41e65ebd5f2655c5879384f6f93b782741e65ebd5f2655c5879384f6f93b7827
465,LD000465,288,310,446,6,5,Summit LogisticsDelivery 465,2021-04-10,465,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,baeda24aab86575eae6bc62e8d9fe173baeda24aab86575eae6bc62e8d9fe173
466,LD000466,11,78,201,3,5,Unity LogisticsDelivery 466,2021-04-11,466,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e98a5525f042525fabb9fd786ffc2320e98a5525f042525fabb9fd786ffc2320
467,LD000467,318,229,222,7,3,Riverton LogisticsDelivery 467,2021-04-12,467,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54d588c0ed7f53638b028c4d31e7bb9554d588c0ed7f53638b028c4d31e7bb95
468,LD000468,217,347,483,14,5,Riverton LogisticsDelivery 468,2021-04-13,468,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56092a8db65b595faacbb9f9fd6114da56092a8db65b595faacbb9f9fd6114da
469,LD000469,419,98,404,5,5,Cedar LogisticsDelivery 469,2021-04-14,469,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae4150e439c4583e8ac1d4023e8ac881ae4150e439c4583e8ac1d4023e8ac881
470,LD000470,408,52,30,12,5,Granite LogisticsDelivery 470,2021-04-15,470,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3017725342d65746a7241eaa5be1291f3017725342d65746a7241eaa5be1291f
471,LD000471,486,19,78,5,5,Pioneer LogisticsDelivery 471,2021-04-16,471,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8478f07ef1e58f7a4421cdf61f023e3c8478f07ef1e58f7a4421cdf61f023e3
472,LD000472,447,74,1,6,3,Ion LogisticsDelivery 472,2021-04-17,472,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce2df76305e553c6a0976d99a7737cdace2df76305e553c6a0976d99a7737cda
473,LD000473,194,138,204,5,4,Granite LogisticsDelivery 473,2021-04-18,473,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d74802c70c65ec480d65d8b6b67edea1d74802c70c65ec480d65d8b6b67edea
474,LD000474,436,52,113,11,2,Atlas LogisticsDelivery 474,2021-04-19,474,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0818d334386c5f7bbdc2b6078140454b0818d334386c5f7bbdc2b6078140454b
475,LD000475,135,39,372,3,1,Willow LogisticsDelivery 475,2021-04-20,475,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63388e39df365233b338e75b51e1f4a763388e39df365233b338e75b51e1f4a7
476,LD000476,-1,-1,-1,6,1,Northstar LogisticsDelivery 476,2021-04-21,476,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a09f905ee1785c18b3a80c114f880dd0a09f905ee1785c18b3a80c114f880dd0
477,LD000477,321,227,235,8,5,Unity LogisticsDelivery 477,2021-04-22,477,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7081912690e459beba1bad8210045dfc7081912690e459beba1bad8210045dfc
478,LD000478,451,320,461,9,3,Northstar LogisticsDelivery 478,2021-04-23,478,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e7a79de10ff5091a41eb6b6c65b3ed02e7a79de10ff5091a41eb6b6c65b3ed0
479,LD000479,12,101,397,9,1,Beacon LogisticsDelivery 479,2021-04-24,479,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc4974385a93588e9c8b4112016908cebc4974385a93588e9c8b4112016908ce
480,LD000480,252,43,279,14,4,Summit LogisticsDelivery 480,2021-04-25,480,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd4c39ed80c8567a8f20e426e54e9a74cd4c39ed80c8567a8f20e426e54e9a74
481,LD000481,382,270,84,12,4,Forge LogisticsDelivery 481,2021-04-26,481,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f94505305655c86a167f092a2868d865f94505305655c86a167f092a2868d86
482,LD000482,231,251,318,11,1,Delta LogisticsDelivery 482,2021-04-27,482,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cb28fc5bfa4536a9f3c8dbb70e51d0c1cb28fc5bfa4536a9f3c8dbb70e51d0c
483,LD000483,209,117,291,7,3,Orion LogisticsDelivery 483,2021-04-28,483,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb34578d8ca152c9aa0a3971c8c6b124fb34578d8ca152c9aa0a3971c8c6b124
484,LD000484,413,3,147,2,5,Unity LogisticsDelivery 484,2021-04-29,484,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,297a635a06a45b06be5f1b1abb2c34d4297a635a06a45b06be5f1b1abb2c34d4
485,LD000485,168,215,145,1,4,Orion LogisticsDelivery 485,2021-04-30,485,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52afeb7741ce5e7a8c450d09b0f2070952afeb7741ce5e7a8c450d09b0f20709
486,LD000486,254,170,488,5,2,Zenith LogisticsDelivery 486,2021-05-01,486,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3500357c6c5e519ab15fcfac22042d793500357c6c5e519ab15fcfac22042d79
487,LD000487,334,57,355,8,5,Liberty LogisticsDelivery 487,2021-05-02,487,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2a0995d9d09572582f78caa74694b70d2a0995d9d09572582f78caa74694b70
488,LD000488,48,318,379,4,4,Meridian LogisticsDelivery 488,2021-05-03,488,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f74af3d5d63592ab8528cb7974e91518f74af3d5d63592ab8528cb7974e9151
489,LD000489,325,194,108,3,1,Quartz LogisticsDelivery 489,2021-05-04,489,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d046059161a598490283c6feecbb54c8d046059161a598490283c6feecbb54c
490,LD000490,489,290,241,3,3,Titan LogisticsDelivery 490,2021-05-05,490,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ff18999473a5652b2debd02cd7b3e299ff18999473a5652b2debd02cd7b3e29
491,LD000491,305,309,111,10,4,Summit LogisticsDelivery 491,2021-05-06,491,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c04a84311585aa0a31c65ccdbf1f22c9c04a84311585aa0a31c65ccdbf1f22c
492,LD000492,116,325,321,3,1,Pioneer LogisticsDelivery 492,2021-05-07,492,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15a6e7503551528e945c6cf5c730550515a6e7503551528e945c6cf5c7305505
493,LD000493,-1,-1,-1,2,5,Titan LogisticsDelivery 493,2021-05-08,493,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f7bb82760165b8d8d19d5eeae9874a23f7bb82760165b8d8d19d5eeae9874a2
494,LD000494,371,131,382,2,4,Northstar LogisticsDelivery 494,2021-05-09,494,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,676fef86d648559aae6430c3323cc1ba676fef86d648559aae6430c3323cc1ba
495,LD000495,410,174,381,6,5,Willow LogisticsDelivery 495,2021-05-10,495,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,074b21f251955954a8d380602d4de798074b21f251955954a8d380602d4de798
496,LD000496,426,289,52,8,1,Orion LogisticsDelivery 496,2021-05-11,496,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,289e91025e6e5062b9ac73446fdb7eb4289e91025e6e5062b9ac73446fdb7eb4
497,LD000497,369,197,440,12,1,Junction LogisticsDelivery 497,2021-05-12,497,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70c0a13722325e07a407793d778409b970c0a13722325e07a407793d778409b9
498,LD000498,237,335,232,5,1,Granite LogisticsDelivery 498,2021-05-13,498,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2607668e3a135ecea60a6e7e7bba35e12607668e3a135ecea60a6e7e7bba35e1
499,LD000499,159,246,400,10,5,Willow LogisticsDelivery 499,2021-05-14,499,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3af0654a4bd55fcb37f77ba91a75c1fe3af0654a4bd55fcb37f77ba91a75c1f
500,LD000500,307,82,388,7,5,Riverton LogisticsDelivery 500,2021-05-15,500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a11a01293c67500c956883d6adfda60ca11a01293c67500c956883d6adfda60c
