FinancePlanningVersionKey,PlanningVersionCode,BusinessUnitKey,FinanceScenarioTypeKey,CurrencyKey,PlanningVersionName,VersionStartDate,VersionEndDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
398,FPV000398,438,6,2,Keystone FinancePlanningVersion 398,2021-02-02,2022-02-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc5b4e5eff425c0abffe7771819e6d4bdc5b4e5eff425c0abffe7771819e6d4b
399,FPV000399,21,7,1,Cedar FinancePlanningVersion 399,2021-02-03,2022-02-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90f596b4913e5261b9c6167a37d05af390f596b4913e5261b9c6167a37d05af3
400,FPV000400,162,10,5,Granite FinancePlanningVersion 400,2021-02-04,2022-02-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79c7b5428b865242aada8f1787667b8079c7b5428b865242aada8f1787667b80
401,FPV000401,14,7,1,Forge FinancePlanningVersion 401,2021-02-05,2022-02-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e041e5d70f8d58188938bf3982813df4e041e5d70f8d58188938bf3982813df4
402,FPV000402,218,10,3,Titan FinancePlanningVersion 402,2021-02-06,2022-02-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab91e274ef1e5d08b04831cd8f2985efab91e274ef1e5d08b04831cd8f2985ef
403,FPV000403,261,8,2,Atlas FinancePlanningVersion 403,2021-02-07,2022-02-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36b038ba50c35dd4b605d54b6b99fd0e36b038ba50c35dd4b605d54b6b99fd0e
404,FPV000404,437,1,4,Willow FinancePlanningVersion 404,2021-02-08,2022-02-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c37bcabc2e64505c91ec18bdb76a7e13c37bcabc2e64505c91ec18bdb76a7e13
405,FPV000405,68,9,3,Evergreen FinancePlanningVersion 405,2021-02-09,2022-02-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65071ecefc605f0492350cabb8caec2165071ecefc605f0492350cabb8caec21
406,FPV000406,460,9,4,Beacon FinancePlanningVersion 406,2021-02-10,2022-02-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,519bc4f9a4f753b6881c4e2bdeb22ea2519bc4f9a4f753b6881c4e2bdeb22ea2
407,FPV000407,442,7,2,Willow FinancePlanningVersion 407,2021-02-11,2022-02-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7648272ee6e557ea21608241ce49106d7648272ee6e557ea21608241ce49106
408,FPV000408,369,9,2,Atlas FinancePlanningVersion 408,2021-02-12,2022-02-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,533092544d6658fbb61522e99b1bd163533092544d6658fbb61522e99b1bd163
409,FPV000409,353,7,4,Delta FinancePlanningVersion 409,2021-02-13,2022-02-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfba966fed935328b70583e1351891a2dfba966fed935328b70583e1351891a2
410,FPV000410,306,6,3,Keystone FinancePlanningVersion 410,2021-02-14,2022-02-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74b9761aef1150c698f0e10502fcf2db74b9761aef1150c698f0e10502fcf2db
411,FPV000411,180,9,5,Atlas FinancePlanningVersion 411,2021-02-15,2022-02-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5feec78e1a4459b5aefea1b7eb1a52dd5feec78e1a4459b5aefea1b7eb1a52dd
412,FPV000412,271,4,1,Atlas FinancePlanningVersion 412,2021-02-16,2022-02-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc0711900588517eb2ed00bdc44227e3bc0711900588517eb2ed00bdc44227e3
413,FPV000413,471,8,4,Ion FinancePlanningVersion 413,2021-02-17,2022-02-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8d0f1bf52b658a8b20cf74f9371e17ad8d0f1bf52b658a8b20cf74f9371e17a
414,FPV000414,213,4,2,Granite FinancePlanningVersion 414,2021-02-18,2022-02-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9036a7f60b06506eb71b98bcf91f93549036a7f60b06506eb71b98bcf91f9354
415,FPV000415,414,3,1,Atlas FinancePlanningVersion 415,2021-02-19,2022-02-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31ec555e32e351a8b186eba94c1ea6e931ec555e32e351a8b186eba94c1ea6e9
416,FPV000416,2,9,1,Forge FinancePlanningVersion 416,2021-02-20,2022-02-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa7b0c4d6855555b8f32ed54f34e57fefa7b0c4d6855555b8f32ed54f34e57fe
417,FPV000417,242,5,4,Delta FinancePlanningVersion 417,2021-02-21,2022-02-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94055b7bf54458fdad0ee8ee8112c6ae94055b7bf54458fdad0ee8ee8112c6ae
418,FPV000418,471,4,5,Delta FinancePlanningVersion 418,2021-02-22,2022-02-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74992c40105855c9bfe37e03cc79742a74992c40105855c9bfe37e03cc79742a
419,FPV000419,444,10,2,Zenith FinancePlanningVersion 419,2021-02-23,2022-02-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f26e62ef5a85ecd817c28de46ef047b6f26e62ef5a85ecd817c28de46ef047b
420,FPV000420,273,6,4,Willow FinancePlanningVersion 420,2021-02-24,2022-02-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37f04804ab855d328124dd884ca9aa8437f04804ab855d328124dd884ca9aa84
421,FPV000421,379,2,4,Evergreen FinancePlanningVersion 421,2021-02-25,2022-02-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f83d57b5f9d52dcad4ee71db36adde22f83d57b5f9d52dcad4ee71db36adde2
422,FPV000422,325,4,3,Unity FinancePlanningVersion 422,2021-02-26,2022-02-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,068fb18bd8115607b18f06b402aeeba5068fb18bd8115607b18f06b402aeeba5
423,FPV000423,421,9,3,Evergreen FinancePlanningVersion 423,2021-02-27,2022-02-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b38a5216d545ea2a9a046fec2d2e6cd3b38a5216d545ea2a9a046fec2d2e6cd
424,FPV000424,125,4,3,Forge FinancePlanningVersion 424,2021-02-28,2022-02-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5f824bd59315db1b9cc9553c256b2bbe5f824bd59315db1b9cc9553c256b2bb
425,FPV000425,324,2,1,Junction FinancePlanningVersion 425,2021-03-01,2022-03-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e97da6e4eab5f07b38627559e93eedc7e97da6e4eab5f07b38627559e93eedc
426,FPV000426,363,5,4,Willow FinancePlanningVersion 426,2021-03-02,2022-03-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,039974c88d475b979e372441acde9277039974c88d475b979e372441acde9277
427,FPV000427,142,8,1,Granite FinancePlanningVersion 427,2021-03-03,2022-03-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11010162b1245198b21b1e3b444c8e1711010162b1245198b21b1e3b444c8e17
428,FPV000428,29,1,4,Pioneer FinancePlanningVersion 428,2021-03-04,2022-03-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61fae597bacb5fcfb58cda296ab0726c61fae597bacb5fcfb58cda296ab0726c
429,FPV000429,8,1,1,Summit FinancePlanningVersion 429,2021-03-05,2022-03-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d762e85466c528bb007d0693bf2638b6d762e85466c528bb007d0693bf2638b
430,FPV000430,470,6,5,Delta FinancePlanningVersion 430,2021-03-06,2022-03-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aeba11b6f7b352ec9998e7789a2e1d9aaeba11b6f7b352ec9998e7789a2e1d9a
431,FPV000431,335,7,5,Zenith FinancePlanningVersion 431,2021-03-07,2022-03-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f67320ecafd15a62851ce105d8206fb5f67320ecafd15a62851ce105d8206fb5
432,FPV000432,251,2,4,Junction FinancePlanningVersion 432,2021-03-08,2022-03-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b5f5528a39352d7a5ff5c7fcf8055e01b5f5528a39352d7a5ff5c7fcf8055e0
433,FPV000433,56,3,5,Pioneer FinancePlanningVersion 433,2021-03-09,2022-03-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb79e34957815e02934103e470045958bb79e34957815e02934103e470045958
434,FPV000434,7,2,2,Atlas FinancePlanningVersion 434,2021-03-10,2022-03-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f13249342a159da91447ab1c71372049f13249342a159da91447ab1c7137204
435,FPV000435,42,6,3,Riverton FinancePlanningVersion 435,2021-03-11,2022-03-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,983ee050bbe85b1d883663795e56d6aa983ee050bbe85b1d883663795e56d6aa
436,FPV000436,322,1,4,Unity FinancePlanningVersion 436,2021-03-12,2022-03-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26d794df73765322b3ca1abc21ca541826d794df73765322b3ca1abc21ca5418
437,FPV000437,72,3,1,Granite FinancePlanningVersion 437,2021-03-13,2022-03-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e2544a32bef51d49becfba6c91848e59e2544a32bef51d49becfba6c91848e5
438,FPV000438,366,9,2,Beacon FinancePlanningVersion 438,2021-03-14,2022-03-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5573d66105cd5afd8014aaaa1af7cc315573d66105cd5afd8014aaaa1af7cc31
439,FPV000439,300,1,1,Keystone FinancePlanningVersion 439,2021-03-15,2022-03-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88cdd3c59bc252089caa0d70798771ac88cdd3c59bc252089caa0d70798771ac
440,FPV000440,123,10,4,Quartz FinancePlanningVersion 440,2021-03-16,2022-03-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eab2b44f8da95b6ab324472461b8d44beab2b44f8da95b6ab324472461b8d44b
441,FPV000441,466,6,5,Quartz FinancePlanningVersion 441,2021-03-17,2022-03-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4c2d76068125a92ac128180296e62c3f4c2d76068125a92ac128180296e62c3
442,FPV000442,325,2,2,Cedar FinancePlanningVersion 442,2021-03-18,2022-03-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,268f014b3e38513197a8efd347c6cb45268f014b3e38513197a8efd347c6cb45
443,FPV000443,163,8,3,Granite FinancePlanningVersion 443,2021-03-19,2022-03-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ad4691d53c65ab1bb2d70687f7faa9f4ad4691d53c65ab1bb2d70687f7faa9f
444,FPV000444,39,6,5,Orion FinancePlanningVersion 444,2021-03-20,2022-03-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e8174594e1253f6835ae43f9f6570046e8174594e1253f6835ae43f9f657004
445,FPV000445,366,5,1,Summit FinancePlanningVersion 445,2021-03-21,2022-03-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f94ff2e66b7c5a68bf0252292112faadf94ff2e66b7c5a68bf0252292112faad
446,FPV000446,296,6,1,Pioneer FinancePlanningVersion 446,2021-03-22,2022-03-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62a55d098be65788acff09baed2a7a8562a55d098be65788acff09baed2a7a85
447,FPV000447,485,1,3,Pioneer FinancePlanningVersion 447,2021-03-23,2022-03-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c99cd0c08e7e534a9f27d2c664878a90c99cd0c08e7e534a9f27d2c664878a90
448,FPV000448,485,4,2,Summit FinancePlanningVersion 448,2021-03-24,2022-03-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c665cf0692f3567b95c0af62c7db7075c665cf0692f3567b95c0af62c7db7075
449,FPV000449,339,1,2,Unity FinancePlanningVersion 449,2021-03-25,2022-03-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be03667f22735a54aec9e1cfdc4e70bbbe03667f22735a54aec9e1cfdc4e70bb
450,FPV000450,230,8,4,Cedar FinancePlanningVersion 450,2021-03-26,2022-03-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9971962e222f5ba6beb269d9d027b2179971962e222f5ba6beb269d9d027b217
451,FPV000451,141,10,4,Titan FinancePlanningVersion 451,2021-03-27,2022-03-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e396c57d4755101912653d2b6e9880f1e396c57d4755101912653d2b6e9880f
452,FPV000452,110,9,4,Beacon FinancePlanningVersion 452,2021-03-28,2022-03-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be7f8a34fe045437b5f988db3f73bb7cbe7f8a34fe045437b5f988db3f73bb7c
453,FPV000453,264,10,2,Pioneer FinancePlanningVersion 453,2021-03-29,2022-03-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2faf67e84af05347897e24e198829d7d2faf67e84af05347897e24e198829d7d
454,FPV000454,284,5,5,Northstar FinancePlanningVersion 454,2021-03-30,2022-03-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5a9222db86552f2a240c581094f697cf5a9222db86552f2a240c581094f697c
455,FPV000455,209,6,2,Titan FinancePlanningVersion 455,2021-03-31,2022-03-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94286cf025025bb6841a97376f052d2a94286cf025025bb6841a97376f052d2a
456,FPV000456,193,8,2,Harbor FinancePlanningVersion 456,2021-04-01,2022-04-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6d5e69c76ca5125a741312bf7fcd6e6c6d5e69c76ca5125a741312bf7fcd6e6
457,FPV000457,116,6,5,Unity FinancePlanningVersion 457,2021-04-02,2022-04-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2621f927432455a7a673d8b22c72164d2621f927432455a7a673d8b22c72164d
458,FPV000458,152,4,1,Harbor FinancePlanningVersion 458,2021-04-03,2022-04-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e50ae5e8da885abb8661fbeb088efac8e50ae5e8da885abb8661fbeb088efac8
459,FPV000459,200,5,1,Beacon FinancePlanningVersion 459,2021-04-04,2022-04-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6bca609f35ca58749c311b684f40a0e76bca609f35ca58749c311b684f40a0e7
460,FPV000460,384,3,4,Forge FinancePlanningVersion 460,2021-04-05,2022-04-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,313854974da753b49acff0f0da22866e313854974da753b49acff0f0da22866e
461,FPV000461,154,7,4,Meridian FinancePlanningVersion 461,2021-04-06,2022-04-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b124aa8054cf5066a11c202b68f6a3f1b124aa8054cf5066a11c202b68f6a3f1
462,FPV000462,350,4,4,Zenith FinancePlanningVersion 462,2021-04-07,2022-04-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa3aca41217650079e4bd5277b381052fa3aca41217650079e4bd5277b381052
463,FPV000463,150,6,5,Quartz FinancePlanningVersion 463,2021-04-08,2022-04-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28073afef1fd5c0a9065be3a460baa7528073afef1fd5c0a9065be3a460baa75
464,FPV000464,158,5,4,Quartz FinancePlanningVersion 464,2021-04-09,2022-04-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f214c167dd65abba8b8a485895054c76f214c167dd65abba8b8a485895054c7
465,FPV000465,253,3,2,Delta FinancePlanningVersion 465,2021-04-10,2022-04-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef09187809bc5f6183a314806d77ac4aef09187809bc5f6183a314806d77ac4a
466,FPV000466,319,7,5,Titan FinancePlanningVersion 466,2021-04-11,2022-04-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43210552b6615cdfbd6a0d809bc7d5ea43210552b6615cdfbd6a0d809bc7d5ea
467,FPV000467,250,2,2,Orion FinancePlanningVersion 467,2021-04-12,2022-04-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19b7ddc9abe453ee90f6cd083c8ef2d219b7ddc9abe453ee90f6cd083c8ef2d2
468,FPV000468,169,5,3,Liberty FinancePlanningVersion 468,2021-04-13,2022-04-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,856dac2e606f524cb04ccfd13f7a3805856dac2e606f524cb04ccfd13f7a3805
469,FPV000469,168,3,5,Orion FinancePlanningVersion 469,2021-04-14,2022-04-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a61e8ff6207e596eb16bcab8f263dcf7a61e8ff6207e596eb16bcab8f263dcf7
470,FPV000470,281,1,5,Forge FinancePlanningVersion 470,2021-04-15,2022-04-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fdcba47a9df6541fbfc54ec32e8ce3c1fdcba47a9df6541fbfc54ec32e8ce3c1
471,FPV000471,50,3,2,Meridian FinancePlanningVersion 471,2021-04-16,2022-04-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af7dcb95745c56878a4891798db67508af7dcb95745c56878a4891798db67508
472,FPV000472,496,6,3,Cedar FinancePlanningVersion 472,2021-04-17,2022-04-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,803859ea4ee0529aa223fdd2eb49660d803859ea4ee0529aa223fdd2eb49660d
473,FPV000473,18,9,5,Willow FinancePlanningVersion 473,2021-04-18,2022-04-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3b6fec3a6fb5c3285bbcdfd06b0b8cfd3b6fec3a6fb5c3285bbcdfd06b0b8cf
474,FPV000474,79,3,3,Unity FinancePlanningVersion 474,2021-04-19,2022-04-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8bcc8b868da25c76bc59dcc871ebfb168bcc8b868da25c76bc59dcc871ebfb16
475,FPV000475,388,6,2,Pioneer FinancePlanningVersion 475,2021-04-20,2022-04-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d57e2974ada251babc0ea15459a60cb3d57e2974ada251babc0ea15459a60cb3
476,FPV000476,389,7,4,Northstar FinancePlanningVersion 476,2021-04-21,2022-04-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5c71334cdec52fdadebb79060eac07fe5c71334cdec52fdadebb79060eac07f
477,FPV000477,153,2,1,Vertex FinancePlanningVersion 477,2021-04-22,2022-04-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e39d275fc745e81b2d4f6b2e6319a000e39d275fc745e81b2d4f6b2e6319a00
478,FPV000478,305,10,4,Junction FinancePlanningVersion 478,2021-04-23,2022-04-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97852974813a560ab722ecf86254403097852974813a560ab722ecf862544030
479,FPV000479,400,10,2,Summit FinancePlanningVersion 479,2021-04-24,2022-04-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6052806b13c9542aaaf82a5c664b12fa6052806b13c9542aaaf82a5c664b12fa
480,FPV000480,142,7,3,Cedar FinancePlanningVersion 480,2021-04-25,2022-04-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,391b8fee79305f3f889494ee883cbfa2391b8fee79305f3f889494ee883cbfa2
481,FPV000481,358,1,2,Vertex FinancePlanningVersion 481,2021-04-26,2022-04-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c37a48c073f551cda39f05279dd6b4c3c37a48c073f551cda39f05279dd6b4c3
482,FPV000482,444,10,2,Delta FinancePlanningVersion 482,2021-04-27,2022-04-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd1ec6b2556752c883519c43d38ec3f0fd1ec6b2556752c883519c43d38ec3f0
483,FPV000483,211,7,3,Liberty FinancePlanningVersion 483,2021-04-28,2022-04-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04063561d3b85c66819f0844c8030d4804063561d3b85c66819f0844c8030d48
484,FPV000484,400,2,1,Zenith FinancePlanningVersion 484,2021-04-29,2022-04-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb7a6678285f5c94b86953b783bcab6ffb7a6678285f5c94b86953b783bcab6f
485,FPV000485,168,2,3,Orion FinancePlanningVersion 485,2021-04-30,2022-04-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28dc09e29e985a01b17e32de54157d7428dc09e29e985a01b17e32de54157d74
486,FPV000486,500,6,1,Summit FinancePlanningVersion 486,2021-05-01,2022-05-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed8fe36d762550868b6241f09e537638ed8fe36d762550868b6241f09e537638
487,FPV000487,15,3,3,Keystone FinancePlanningVersion 487,2021-05-02,2022-05-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5c7f624406056deb12032e96904f66ac5c7f624406056deb12032e96904f66a
488,FPV000488,6,1,3,Delta FinancePlanningVersion 488,2021-05-03,2022-05-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7106e65d3a0e52c9935b583f492960967106e65d3a0e52c9935b583f49296096
489,FPV000489,142,2,2,Atlas FinancePlanningVersion 489,2021-05-04,2022-05-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f91e1022630c5f968ae3e628028cd5d6f91e1022630c5f968ae3e628028cd5d6
490,FPV000490,41,8,3,Liberty FinancePlanningVersion 490,2021-05-05,2022-05-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53bd098a50555555aa198337db9a2f9d53bd098a50555555aa198337db9a2f9d
491,FPV000491,50,3,2,Summit FinancePlanningVersion 491,2021-05-06,2022-05-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5f9c6b0acb350f595f072e9b3222478e5f9c6b0acb350f595f072e9b3222478
492,FPV000492,158,1,1,Meridian FinancePlanningVersion 492,2021-05-07,2022-05-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a11517b0de855428a20f494befebd31ea11517b0de855428a20f494befebd31e
493,FPV000493,14,3,2,Riverton FinancePlanningVersion 493,2021-05-08,2022-05-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad896d3d6b4c56aabe343900a313ce83ad896d3d6b4c56aabe343900a313ce83
494,FPV000494,312,9,4,Forge FinancePlanningVersion 494,2021-05-09,2022-05-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a00f10dc7f5c551190f6d4328d576263a00f10dc7f5c551190f6d4328d576263
495,FPV000495,408,10,5,Titan FinancePlanningVersion 495,2021-05-10,2022-05-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4555744bedb75008bb7ed30afb1021444555744bedb75008bb7ed30afb102144
496,FPV000496,276,10,1,Beacon FinancePlanningVersion 496,2021-05-11,2022-05-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,772d3d459bec59fb82c1a5cfcd708df6772d3d459bec59fb82c1a5cfcd708df6
497,FPV000497,107,7,5,Unity FinancePlanningVersion 497,2021-05-12,2022-05-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98f531a499d25a6fb19c23068af1f07f98f531a499d25a6fb19c23068af1f07f
