MaintenanceWorkOrderKey,MaintenanceWorkOrderNumber,MaintenanceWorkRequestKey,AssetKey,CostCenterKey,MaintenanceTaskTypeKey,MaintenanceWorkTypeKey,MaintenanceOrderStatusKey,PriorityKey,MaintenanceWorkOrderName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
372,MWO000372,43,488,404,428,12,12,2,Meridian MaintenanceWorkOrder 372,MWO000372,1,519.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6969c9fd0ef50b99e94f0d5e7336dfdd6969c9fd0ef50b99e94f0d5e7336dfd
373,MWO000373,158,38,428,399,6,11,1,Pioneer MaintenanceWorkOrder 373,MWO000373,1,521.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c049cbd786559cbbe1415fd85d5a9b73c049cbd786559cbbe1415fd85d5a9b7
374,MWO000374,-1,406,401,146,7,9,3,Summit MaintenanceWorkOrder 374,MWO000374,1,522.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8987a37c1a555848ca849b8d2c6c024b8987a37c1a555848ca849b8d2c6c024
375,MWO000375,221,488,322,403,5,7,1,Orion MaintenanceWorkOrder 375,MWO000375,0,523.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59c4d978a22454dc9e5b4a0ef775fd2e59c4d978a22454dc9e5b4a0ef775fd2e
376,MWO000376,79,307,478,265,9,11,1,Cedar MaintenanceWorkOrder 376,MWO000376,1,525.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad8f18bf4a5054e4871267fb1cf3bd87ad8f18bf4a5054e4871267fb1cf3bd87
377,MWO000377,244,71,377,385,1,4,3,Quartz MaintenanceWorkOrder 377,MWO000377,1,526.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3669695684c5007a2747bd11fdc95a3d3669695684c5007a2747bd11fdc95a3
378,MWO000378,24,389,244,313,1,3,5,Vertex MaintenanceWorkOrder 378,MWO000378,1,527.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0b441c248855280a0ae09b89c8067ccb0b441c248855280a0ae09b89c8067cc
379,MWO000379,120,133,214,217,7,5,4,Riverton MaintenanceWorkOrder 379,MWO000379,1,529.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c72be5ea11455fa7a527c0a6919f1b68c72be5ea11455fa7a527c0a6919f1b68
380,MWO000380,58,61,15,263,11,11,4,Willow MaintenanceWorkOrder 380,MWO000380,0,530.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5056293213cc5b328a7f4664b7e5128e5056293213cc5b328a7f4664b7e5128e
381,MWO000381,51,344,267,444,11,10,5,Orion MaintenanceWorkOrder 381,MWO000381,1,531.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d90831292e95eb3bc5623d266f2ccce9d90831292e95eb3bc5623d266f2ccce
382,MWO000382,221,29,329,153,10,9,1,Pioneer MaintenanceWorkOrder 382,MWO000382,1,533.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b648dcf5a6285df482323bebd19a0481b648dcf5a6285df482323bebd19a0481
383,MWO000383,162,467,109,325,5,3,5,Cedar MaintenanceWorkOrder 383,MWO000383,1,534.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01c819fc80795d4a952eddd51ffba1e901c819fc80795d4a952eddd51ffba1e9
384,MWO000384,176,143,410,232,9,12,1,Keystone MaintenanceWorkOrder 384,MWO000384,1,536.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bafdd002958e53249b829568d17f7650bafdd002958e53249b829568d17f7650
385,MWO000385,28,391,372,361,11,8,1,Zenith MaintenanceWorkOrder 385,MWO000385,0,537.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47998351a7cc59a5b189322b85efcb8e47998351a7cc59a5b189322b85efcb8e
386,MWO000386,229,489,149,164,5,10,5,Cedar MaintenanceWorkOrder 386,MWO000386,1,538.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2000319198d45273afeed8e86333a4992000319198d45273afeed8e86333a499
387,MWO000387,393,241,110,249,3,12,2,Junction MaintenanceWorkOrder 387,MWO000387,1,540.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,691fc89978855cc885a1e5d67d4d9ade691fc89978855cc885a1e5d67d4d9ade
388,MWO000388,107,281,412,123,6,6,5,Vertex MaintenanceWorkOrder 388,MWO000388,1,541.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cdc60ad4d2a95aa28046d25222f09ea9cdc60ad4d2a95aa28046d25222f09ea9
389,MWO000389,256,473,178,73,8,10,5,Forge MaintenanceWorkOrder 389,MWO000389,1,542.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2612ccea54b05e43972fecaf5bef21c82612ccea54b05e43972fecaf5bef21c8
390,MWO000390,354,167,185,297,7,4,1,Ion MaintenanceWorkOrder 390,MWO000390,0,544.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb0f755a2b135c98b04bf85ab1c442c7fb0f755a2b135c98b04bf85ab1c442c7
391,MWO000391,-1,343,273,347,5,3,5,Harbor MaintenanceWorkOrder 391,MWO000391,1,545.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,856abe8a2d545ee888249194061ef36f856abe8a2d545ee888249194061ef36f
392,MWO000392,431,94,261,61,11,6,4,Orion MaintenanceWorkOrder 392,MWO000392,1,547.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ce9b9ccf3c25c44aab81800cbfea84d4ce9b9ccf3c25c44aab81800cbfea84d
393,MWO000393,451,164,101,341,11,9,4,Willow MaintenanceWorkOrder 393,MWO000393,1,548.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72aec774acc65a2da0edf1ed84fc270a72aec774acc65a2da0edf1ed84fc270a
394,MWO000394,67,316,225,478,9,8,3,Zenith MaintenanceWorkOrder 394,MWO000394,1,549.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8416fe75a4d5bae832b4df22322b858b8416fe75a4d5bae832b4df22322b858
395,MWO000395,184,420,245,393,3,4,1,Vertex MaintenanceWorkOrder 395,MWO000395,0,551.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9d6117d06e85be897e9068b180da085b9d6117d06e85be897e9068b180da085
396,MWO000396,263,442,301,192,3,9,2,Riverton MaintenanceWorkOrder 396,MWO000396,1,552.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b18808f2eb82501aade7e80c9fc60506b18808f2eb82501aade7e80c9fc60506
397,MWO000397,106,412,81,48,8,6,4,Forge MaintenanceWorkOrder 397,MWO000397,1,553.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,703a5e685a0d5d6183e2a68c82d44270703a5e685a0d5d6183e2a68c82d44270
398,MWO000398,339,295,159,365,3,9,1,Keystone MaintenanceWorkOrder 398,MWO000398,1,555.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41a6e87928785fc7863b8530458f4e7741a6e87928785fc7863b8530458f4e77
399,MWO000399,56,273,465,303,4,12,1,Evergreen MaintenanceWorkOrder 399,MWO000399,1,556.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ad828e47963535fac7d63194aa697f47ad828e47963535fac7d63194aa697f4
400,MWO000400,406,427,12,222,10,6,3,Delta MaintenanceWorkOrder 400,MWO000400,0,558.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a616a756b69560190a7a7391e55fc3f0a616a756b69560190a7a7391e55fc3f
401,MWO000401,89,85,392,316,9,1,1,Unity MaintenanceWorkOrder 401,MWO000401,1,559.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a7a2319c8565acb83fcfd263a6fcee81a7a2319c8565acb83fcfd263a6fcee8
402,MWO000402,284,117,220,335,4,7,1,Pioneer MaintenanceWorkOrder 402,MWO000402,1,560.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b8fc48ebc4e5804850de7b71b0f03b53b8fc48ebc4e5804850de7b71b0f03b5
403,MWO000403,378,137,329,415,3,8,2,Riverton MaintenanceWorkOrder 403,MWO000403,1,562.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c436124a38595be3a42a90d548036c0bc436124a38595be3a42a90d548036c0b
404,MWO000404,90,116,76,265,7,7,2,Junction MaintenanceWorkOrder 404,MWO000404,1,563.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa0083a839b75f30920fc3d36fc40225aa0083a839b75f30920fc3d36fc40225
405,MWO000405,164,223,319,293,4,12,2,Harbor MaintenanceWorkOrder 405,MWO000405,0,564.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5401510abae953d9b07eba975743727e5401510abae953d9b07eba975743727e
406,MWO000406,102,197,366,184,2,3,4,Harbor MaintenanceWorkOrder 406,MWO000406,1,566.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,324249e3b6345ed790cae6e125bc54ee324249e3b6345ed790cae6e125bc54ee
407,MWO000407,152,370,416,237,8,10,2,Vertex MaintenanceWorkOrder 407,MWO000407,1,567.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed7209ee30e35ca58a251077b227f7a2ed7209ee30e35ca58a251077b227f7a2
408,MWO000408,-1,212,354,119,4,2,2,Delta MaintenanceWorkOrder 408,MWO000408,1,568.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92ea315b2cb25677abbb9f2458bd615892ea315b2cb25677abbb9f2458bd6158
409,MWO000409,461,279,204,73,12,12,2,Forge MaintenanceWorkOrder 409,MWO000409,1,570.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0ffc9d237f55a30a72caa4ad41ee9dcb0ffc9d237f55a30a72caa4ad41ee9dc
410,MWO000410,168,484,82,6,11,4,5,Titan MaintenanceWorkOrder 410,MWO000410,0,571.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecd33d7017c85a29aad801ef1d519721ecd33d7017c85a29aad801ef1d519721
411,MWO000411,417,319,385,424,7,9,3,Vertex MaintenanceWorkOrder 411,MWO000411,1,573.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1fb357a49f84513d8838542bc985a6cb1fb357a49f84513d8838542bc985a6cb
412,MWO000412,384,214,444,409,1,2,1,Cedar MaintenanceWorkOrder 412,MWO000412,1,574.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa82a5be076b5fab95092fea71a2094aaa82a5be076b5fab95092fea71a2094a
413,MWO000413,240,489,270,317,5,1,5,Northstar MaintenanceWorkOrder 413,MWO000413,1,575.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4578925fd21c5951b7421d608de0f3264578925fd21c5951b7421d608de0f326
414,MWO000414,193,310,168,227,8,5,2,Meridian MaintenanceWorkOrder 414,MWO000414,1,577.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,904c72f39b76541aa1f51c1b33cc5755904c72f39b76541aa1f51c1b33cc5755
415,MWO000415,23,82,145,234,6,3,5,Evergreen MaintenanceWorkOrder 415,MWO000415,0,578.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e00e9c4f8c5c57538bb9f7d32f8b85c4e00e9c4f8c5c57538bb9f7d32f8b85c4
416,MWO000416,276,73,162,50,5,8,4,Quartz MaintenanceWorkOrder 416,MWO000416,1,579.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f152cf81364150009f0ee032251a6396f152cf81364150009f0ee032251a6396
417,MWO000417,426,221,380,381,9,1,3,Unity MaintenanceWorkOrder 417,MWO000417,1,581.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0e65850e84653319947c98ae02b2edce0e65850e84653319947c98ae02b2edc
418,MWO000418,265,304,119,330,10,8,2,Riverton MaintenanceWorkOrder 418,MWO000418,1,582.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e271f2e34d245f149b04199f28ce6ba6e271f2e34d245f149b04199f28ce6ba6
419,MWO000419,136,173,178,173,11,9,3,Riverton MaintenanceWorkOrder 419,MWO000419,1,584.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bf6df194495573eac4e414e4491e25b7bf6df194495573eac4e414e4491e25b
420,MWO000420,257,135,101,367,12,6,5,Riverton MaintenanceWorkOrder 420,MWO000420,0,585.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7abda9a33a3e5f14b9a77f282756eede7abda9a33a3e5f14b9a77f282756eede
421,MWO000421,257,322,469,234,2,2,5,Beacon MaintenanceWorkOrder 421,MWO000421,1,586.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72cccd379af65951a3e87002b9e24b3872cccd379af65951a3e87002b9e24b38
422,MWO000422,173,147,185,461,4,5,3,Meridian MaintenanceWorkOrder 422,MWO000422,1,588.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5cb09d9a18f75150b6dce53d5faae5195cb09d9a18f75150b6dce53d5faae519
423,MWO000423,476,136,24,472,7,1,1,Orion MaintenanceWorkOrder 423,MWO000423,1,589.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43cc7cbbab9e52c78049479356f42f7343cc7cbbab9e52c78049479356f42f73
424,MWO000424,209,452,282,110,7,3,3,Evergreen MaintenanceWorkOrder 424,MWO000424,1,590.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ff55e0ef8ab5f2ca2d6ae036da3a2795ff55e0ef8ab5f2ca2d6ae036da3a279
425,MWO000425,-1,98,353,328,12,2,3,Quartz MaintenanceWorkOrder 425,MWO000425,0,592.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e60c1beaea35e2ebf651df4ce22103c8e60c1beaea35e2ebf651df4ce22103c
426,MWO000426,136,67,367,432,10,4,1,Liberty MaintenanceWorkOrder 426,MWO000426,1,593.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,162dac2246e05decbad1d81574cd4c46162dac2246e05decbad1d81574cd4c46
427,MWO000427,353,328,417,441,7,1,4,Granite MaintenanceWorkOrder 427,MWO000427,1,594.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74a8579148b95d36b6ef99efcf8f670a74a8579148b95d36b6ef99efcf8f670a
428,MWO000428,14,104,211,226,8,8,1,Vertex MaintenanceWorkOrder 428,MWO000428,1,596.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b54a7696b3385e0f91444837b4b1bf42b54a7696b3385e0f91444837b4b1bf42
429,MWO000429,354,350,459,132,11,11,5,Granite MaintenanceWorkOrder 429,MWO000429,1,597.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3e3211b5a09551898777b2a24a20398f3e3211b5a09551898777b2a24a20398
430,MWO000430,227,406,89,215,12,6,2,Beacon MaintenanceWorkOrder 430,MWO000430,0,599.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93cc890c8549593cacff29a1eebceb2593cc890c8549593cacff29a1eebceb25
431,MWO000431,71,156,413,372,10,7,2,Forge MaintenanceWorkOrder 431,MWO000431,1,600.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22753b8f0d2752fc9267483013140cc622753b8f0d2752fc9267483013140cc6
432,MWO000432,104,199,395,462,4,3,3,Junction MaintenanceWorkOrder 432,MWO000432,1,601.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14ca7ad07ec659bf912f1e56ddc07af014ca7ad07ec659bf912f1e56ddc07af0
433,MWO000433,10,358,58,365,8,7,3,Evergreen MaintenanceWorkOrder 433,MWO000433,1,603.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9040fe945e956d39768f1ecc6659e2cd9040fe945e956d39768f1ecc6659e2c
434,MWO000434,348,306,266,200,10,4,1,Orion MaintenanceWorkOrder 434,MWO000434,1,604.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cb9b7c8eb1158799d38b7101740ac1a1cb9b7c8eb1158799d38b7101740ac1a
435,MWO000435,260,425,295,87,12,8,1,Riverton MaintenanceWorkOrder 435,MWO000435,0,605.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07cdb27e9eec5bee89571ee614a041b607cdb27e9eec5bee89571ee614a041b6
436,MWO000436,136,216,32,146,2,6,3,Unity MaintenanceWorkOrder 436,MWO000436,1,607.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bde0a142bfbc51adb2bdcb5f836efca2bde0a142bfbc51adb2bdcb5f836efca2
437,MWO000437,348,412,365,248,10,5,5,Orion MaintenanceWorkOrder 437,MWO000437,1,608.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6217100eefbf5706aef491fa1bcc622f6217100eefbf5706aef491fa1bcc622f
438,MWO000438,271,257,214,31,3,2,4,Vertex MaintenanceWorkOrder 438,MWO000438,1,610.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80036b0b94e15dce935b23e0e27eb02c80036b0b94e15dce935b23e0e27eb02c
439,MWO000439,9,499,195,258,2,12,3,Meridian MaintenanceWorkOrder 439,MWO000439,1,611.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf44f125820255ed9c537822db6900edcf44f125820255ed9c537822db6900ed
440,MWO000440,352,95,350,453,5,1,2,Summit MaintenanceWorkOrder 440,MWO000440,0,612.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,741d40e017c2518ab40cfadd51169bac741d40e017c2518ab40cfadd51169bac
441,MWO000441,257,191,481,6,5,6,4,Riverton MaintenanceWorkOrder 441,MWO000441,1,614.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e14e9c3835555adaafd4fd09bb0c41c9e14e9c3835555adaafd4fd09bb0c41c9
442,MWO000442,-1,380,467,347,6,12,5,Liberty MaintenanceWorkOrder 442,MWO000442,1,615.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,528d7c3b878252238e4e236836c66f9d528d7c3b878252238e4e236836c66f9d
443,MWO000443,91,377,237,88,7,7,3,Cedar MaintenanceWorkOrder 443,MWO000443,1,616.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b5ce8434e7451279dcfb0e00b93a5a62b5ce8434e7451279dcfb0e00b93a5a6
444,MWO000444,339,226,320,488,5,8,1,Atlas MaintenanceWorkOrder 444,MWO000444,1,618.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67f332be25c55869bb29f93078b09e7167f332be25c55869bb29f93078b09e71
445,MWO000445,495,424,418,39,4,11,1,Delta MaintenanceWorkOrder 445,MWO000445,0,619.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,496d8c98e1d55837bcae236485386375496d8c98e1d55837bcae236485386375
446,MWO000446,228,482,179,400,12,7,3,Orion MaintenanceWorkOrder 446,MWO000446,1,621.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e87c47cc191c530e8cbd275d20b2aec0e87c47cc191c530e8cbd275d20b2aec0
447,MWO000447,480,153,162,224,2,10,1,Orion MaintenanceWorkOrder 447,MWO000447,1,622.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ff4c4dc54835f3b9932396eda7f96a56ff4c4dc54835f3b9932396eda7f96a5
448,MWO000448,356,156,194,136,2,2,3,Keystone MaintenanceWorkOrder 448,MWO000448,1,623.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa6a659abce6507da4158819f6829784fa6a659abce6507da4158819f6829784
449,MWO000449,299,418,99,357,7,8,4,Liberty MaintenanceWorkOrder 449,MWO000449,1,625.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8d9f240385257f3898452b58729c4b6e8d9f240385257f3898452b58729c4b6
450,MWO000450,158,275,98,145,7,9,5,Cedar MaintenanceWorkOrder 450,MWO000450,0,626.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b41514434733582084b10480674b9949b41514434733582084b10480674b9949
451,MWO000451,307,307,105,345,7,5,5,Quartz MaintenanceWorkOrder 451,MWO000451,1,627.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd1fbf53446651b28b7c7cf4a55eb50ddd1fbf53446651b28b7c7cf4a55eb50d
452,MWO000452,257,379,343,302,9,3,2,Forge MaintenanceWorkOrder 452,MWO000452,1,629.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,410a7223f1395e69959408c3ce30c2a3410a7223f1395e69959408c3ce30c2a3
453,MWO000453,461,481,151,145,3,10,2,Evergreen MaintenanceWorkOrder 453,MWO000453,1,630.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6a7efa021e25835baef79d4d7ebafbff6a7efa021e25835baef79d4d7ebafbf
454,MWO000454,472,287,69,244,11,12,4,Keystone MaintenanceWorkOrder 454,MWO000454,1,631.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8debdfd6a6852b4a743f438ea043f9fb8debdfd6a6852b4a743f438ea043f9f
455,MWO000455,314,76,261,206,1,2,3,Orion MaintenanceWorkOrder 455,MWO000455,0,633.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c358d7293ebe56a3bf30c29430e915e8c358d7293ebe56a3bf30c29430e915e8
456,MWO000456,196,198,251,178,9,2,2,Evergreen MaintenanceWorkOrder 456,MWO000456,1,634.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1377e19cbec558f2b4b1f4fc49d835d21377e19cbec558f2b4b1f4fc49d835d2
457,MWO000457,37,390,428,22,1,5,1,Pioneer MaintenanceWorkOrder 457,MWO000457,1,636.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d869bf13c531599ab159c47f533412e8d869bf13c531599ab159c47f533412e8
458,MWO000458,16,50,444,167,9,3,5,Meridian MaintenanceWorkOrder 458,MWO000458,1,637.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ccb1ef49e0f456179657328c2e9eaa74ccb1ef49e0f456179657328c2e9eaa74
459,MWO000459,-1,218,475,450,6,6,4,Riverton MaintenanceWorkOrder 459,MWO000459,1,638.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89b260c04a395448ac3d62917197912d89b260c04a395448ac3d62917197912d
460,MWO000460,444,412,379,427,2,4,1,Vertex MaintenanceWorkOrder 460,MWO000460,0,640.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,943dad14a5305d6d90a3f2739db0805c943dad14a5305d6d90a3f2739db0805c
461,MWO000461,215,379,448,162,8,9,3,Vertex MaintenanceWorkOrder 461,MWO000461,1,641.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20c300d5a42e58d5bfc46c0a4de0a2f620c300d5a42e58d5bfc46c0a4de0a2f6
462,MWO000462,335,201,426,289,5,6,4,Summit MaintenanceWorkOrder 462,MWO000462,1,642.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,349bb22a62525c71a2af03361c9abcd5349bb22a62525c71a2af03361c9abcd5
463,MWO000463,194,403,499,132,2,12,1,Willow MaintenanceWorkOrder 463,MWO000463,1,644.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba238ae2a365572fa90633365859d0c2ba238ae2a365572fa90633365859d0c2
464,MWO000464,13,360,42,447,3,8,5,Meridian MaintenanceWorkOrder 464,MWO000464,1,645.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f67f48ae7145757bf76c766ef9131763f67f48ae7145757bf76c766ef913176
