EngineeringCadDocumentKey,CadDocumentNumber,EngineeringDocumentCategoryKey,DesignerEmployeeKey,EngineeringDocumentTypeKey,EngineeringLifecycleStatusKey,EngineeringCadDocumentName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
396,ECD000396,115,125,2,7,Harbor EngineeringCadDocument 396,ECD000396,1,552.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,138a7feb4b0a585ab88cf8bc01461a0d138a7feb4b0a585ab88cf8bc01461a0d
397,ECD000397,141,156,3,10,Meridian EngineeringCadDocument 397,ECD000397,1,553.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1e6c350b8415804b18deb364b5edacbc1e6c350b8415804b18deb364b5edacb
398,ECD000398,19,373,4,3,Keystone EngineeringCadDocument 398,ECD000398,1,555.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40757db2b52f5f43b268befa1c28a33840757db2b52f5f43b268befa1c28a338
399,ECD000399,312,296,7,1,Riverton EngineeringCadDocument 399,ECD000399,1,556.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,977cebcbdf485b0485200b8814458825977cebcbdf485b0485200b8814458825
400,ECD000400,275,497,7,1,Vertex EngineeringCadDocument 400,ECD000400,0,558.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d5b3a6065625d41bae6308027fce8883d5b3a6065625d41bae6308027fce888
401,ECD000401,395,31,2,10,Zenith EngineeringCadDocument 401,ECD000401,1,559.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ba318ca79385030ae082d266f86935a4ba318ca79385030ae082d266f86935a
402,ECD000402,84,293,5,2,Atlas EngineeringCadDocument 402,ECD000402,1,560.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b43d9665e2e55a679868e9b6f6ca4353b43d9665e2e55a679868e9b6f6ca4353
403,ECD000403,390,313,10,4,Junction EngineeringCadDocument 403,ECD000403,1,562.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc5a77bac21f515ba894c625ff7348fffc5a77bac21f515ba894c625ff7348ff
404,ECD000404,274,305,5,7,Ion EngineeringCadDocument 404,ECD000404,1,563.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6aea5d05cb35819869706917ee6ed4ec6aea5d05cb35819869706917ee6ed4e
405,ECD000405,316,217,7,6,Unity EngineeringCadDocument 405,ECD000405,0,564.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,559d43125a905367ac39a8385072198c559d43125a905367ac39a8385072198c
406,ECD000406,374,101,9,4,Orion EngineeringCadDocument 406,ECD000406,1,566.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee96f1c63efb54be8c69df98dcddc9e3ee96f1c63efb54be8c69df98dcddc9e3
407,ECD000407,169,105,8,10,Unity EngineeringCadDocument 407,ECD000407,1,567.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b74013b462a45fc0a87c0512eced1d53b74013b462a45fc0a87c0512eced1d53
408,ECD000408,151,-1,3,4,Evergreen EngineeringCadDocument 408,ECD000408,1,568.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,798977164aed50679b22ddb788d1abb7798977164aed50679b22ddb788d1abb7
409,ECD000409,25,391,2,6,Junction EngineeringCadDocument 409,ECD000409,1,570.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5da2ff8788c35405b271c3713d7f547c5da2ff8788c35405b271c3713d7f547c
410,ECD000410,302,488,6,4,Atlas EngineeringCadDocument 410,ECD000410,0,571.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0b6e6228939515ebe3a7fb28acc04e3b0b6e6228939515ebe3a7fb28acc04e3
411,ECD000411,241,409,3,3,Zenith EngineeringCadDocument 411,ECD000411,1,573.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0790a716cb985918bdbb9dc0720e8fc80790a716cb985918bdbb9dc0720e8fc8
412,ECD000412,71,159,10,5,Unity EngineeringCadDocument 412,ECD000412,1,574.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7fceb9550a9d5cd185ea4f6054dda3e97fceb9550a9d5cd185ea4f6054dda3e9
413,ECD000413,309,27,8,4,Forge EngineeringCadDocument 413,ECD000413,1,575.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c566bef405415fca972f10bb972dce4fc566bef405415fca972f10bb972dce4f
414,ECD000414,291,220,3,5,Quartz EngineeringCadDocument 414,ECD000414,1,577.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,988f54444d555439bb2b15862365f528988f54444d555439bb2b15862365f528
415,ECD000415,23,295,5,4,Quartz EngineeringCadDocument 415,ECD000415,0,578.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,871a901df44454eabfe84f54c54da662871a901df44454eabfe84f54c54da662
416,ECD000416,403,32,4,5,Pioneer EngineeringCadDocument 416,ECD000416,1,579.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f0776130a0155cda70143a98846c3e89f0776130a0155cda70143a98846c3e8
417,ECD000417,233,239,10,9,Delta EngineeringCadDocument 417,ECD000417,1,581.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8958649eaa655a5b4f149ffbc39b987d8958649eaa655a5b4f149ffbc39b987
418,ECD000418,211,272,3,9,Junction EngineeringCadDocument 418,ECD000418,1,582.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8729459b1c905c5781a417986f97e8028729459b1c905c5781a417986f97e802
419,ECD000419,148,171,1,5,Keystone EngineeringCadDocument 419,ECD000419,1,584.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6662b21c432d5a41a23bf48ba53789626662b21c432d5a41a23bf48ba5378962
420,ECD000420,241,466,10,1,Unity EngineeringCadDocument 420,ECD000420,0,585.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,926452e3470255bba263128351cd6ba3926452e3470255bba263128351cd6ba3
421,ECD000421,132,36,1,10,Riverton EngineeringCadDocument 421,ECD000421,1,586.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e27c2fd2b915ba280748b2bfa8a367f4e27c2fd2b915ba280748b2bfa8a367f
422,ECD000422,359,283,1,5,Meridian EngineeringCadDocument 422,ECD000422,1,588.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90bd2e1c947650928c12c1f8221e49b790bd2e1c947650928c12c1f8221e49b7
423,ECD000423,345,293,3,5,Zenith EngineeringCadDocument 423,ECD000423,1,589.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f638c7d6b31589bb45e8885459c04e37f638c7d6b31589bb45e8885459c04e3
424,ECD000424,449,136,3,3,Granite EngineeringCadDocument 424,ECD000424,1,590.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a32f0746ffb2578889eca993f30c595aa32f0746ffb2578889eca993f30c595a
425,ECD000425,124,-1,9,6,Atlas EngineeringCadDocument 425,ECD000425,0,592.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb5b24f95e9558deac715141255c266fcb5b24f95e9558deac715141255c266f
426,ECD000426,118,343,7,10,Orion EngineeringCadDocument 426,ECD000426,1,593.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2cd407a0a7225bd397aa45a376c2338d2cd407a0a7225bd397aa45a376c2338d
427,ECD000427,287,3,10,9,Northstar EngineeringCadDocument 427,ECD000427,1,594.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3800897ff4965d959340a380910724503800897ff4965d959340a38091072450
428,ECD000428,72,4,1,8,Zenith EngineeringCadDocument 428,ECD000428,1,596.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e06b0c13f9ff5815bee398dc780a3bffe06b0c13f9ff5815bee398dc780a3bff
429,ECD000429,374,266,5,9,Northstar EngineeringCadDocument 429,ECD000429,1,597.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c043cfd19f259278b68c2ff6fdf4ec23c043cfd19f259278b68c2ff6fdf4ec2
430,ECD000430,288,476,6,3,Summit EngineeringCadDocument 430,ECD000430,0,599.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92a67b63581f596e857e1760d9eb057792a67b63581f596e857e1760d9eb0577
431,ECD000431,485,274,4,3,Delta EngineeringCadDocument 431,ECD000431,1,600.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d44437fffa4b528abf12be51be264f00d44437fffa4b528abf12be51be264f00
432,ECD000432,147,468,7,4,Willow EngineeringCadDocument 432,ECD000432,1,601.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5996d8a120be592ba07ec7363bcfed995996d8a120be592ba07ec7363bcfed99
433,ECD000433,498,276,5,9,Titan EngineeringCadDocument 433,ECD000433,1,603.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26ad11196e4c5cd68d1d2b3a3745cac826ad11196e4c5cd68d1d2b3a3745cac8
434,ECD000434,262,24,8,5,Evergreen EngineeringCadDocument 434,ECD000434,1,604.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6eecc0eb1f6a5f35b1653cacee617e5a6eecc0eb1f6a5f35b1653cacee617e5a
435,ECD000435,152,246,1,6,Keystone EngineeringCadDocument 435,ECD000435,0,605.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ff190cdecac5734a5fe47028b4b2e3f7ff190cdecac5734a5fe47028b4b2e3f
436,ECD000436,499,245,4,4,Granite EngineeringCadDocument 436,ECD000436,1,607.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22fe5d69a6355e42a803d4dc5852783522fe5d69a6355e42a803d4dc58527835
437,ECD000437,90,460,1,8,Quartz EngineeringCadDocument 437,ECD000437,1,608.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ddd7611d0dc552b09c74c7c2a05cb6d9ddd7611d0dc552b09c74c7c2a05cb6d9
438,ECD000438,207,107,6,1,Ion EngineeringCadDocument 438,ECD000438,1,610.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14031702da445120add89de2b727ebbd14031702da445120add89de2b727ebbd
439,ECD000439,325,265,6,3,Zenith EngineeringCadDocument 439,ECD000439,1,611.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8bf2fbaf671e51a28cc4a4f6dcd5d8c98bf2fbaf671e51a28cc4a4f6dcd5d8c9
440,ECD000440,205,184,2,9,Harbor EngineeringCadDocument 440,ECD000440,0,612.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb0787448cec564c82bfa0d55148e9d9eb0787448cec564c82bfa0d55148e9d9
441,ECD000441,200,404,1,7,Atlas EngineeringCadDocument 441,ECD000441,1,614.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d63977d5e9f654ce9e6538cb57de57ccd63977d5e9f654ce9e6538cb57de57cc
442,ECD000442,497,-1,5,2,Northstar EngineeringCadDocument 442,ECD000442,1,615.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07ee799dd8bf55819af3c9f304cd623507ee799dd8bf55819af3c9f304cd6235
443,ECD000443,97,81,9,7,Zenith EngineeringCadDocument 443,ECD000443,1,616.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8bc9687be9155bd9fece3f9635d1e20c8bc9687be9155bd9fece3f9635d1e20
444,ECD000444,141,35,3,7,Riverton EngineeringCadDocument 444,ECD000444,1,618.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d259627edd8c51e89e12a3677ffed24bd259627edd8c51e89e12a3677ffed24b
445,ECD000445,368,50,9,2,Pioneer EngineeringCadDocument 445,ECD000445,0,619.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a2a5265e6425730bcefdb72825def5a8a2a5265e6425730bcefdb72825def5a
446,ECD000446,415,352,1,4,Ion EngineeringCadDocument 446,ECD000446,1,621.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,023f38d9f82557018b3d5e1f54bd4efd023f38d9f82557018b3d5e1f54bd4efd
447,ECD000447,202,80,7,4,Northstar EngineeringCadDocument 447,ECD000447,1,622.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c58ef8a3ba952ebaa7e60cfad4cbba83c58ef8a3ba952ebaa7e60cfad4cbba8
448,ECD000448,159,338,6,4,Harbor EngineeringCadDocument 448,ECD000448,1,623.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a397d5bea82852b9908c25d9a183fd25a397d5bea82852b9908c25d9a183fd25
449,ECD000449,26,144,9,10,Zenith EngineeringCadDocument 449,ECD000449,1,625.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47edbcdc85575f31b15b2b9daceb896747edbcdc85575f31b15b2b9daceb8967
450,ECD000450,164,303,8,1,Vertex EngineeringCadDocument 450,ECD000450,0,626.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,304f0625c2cd5c6e9cae683eb927ffdc304f0625c2cd5c6e9cae683eb927ffdc
451,ECD000451,100,96,5,4,Meridian EngineeringCadDocument 451,ECD000451,1,627.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2967d3f76ff559bb66ceb0ebd1f6595b2967d3f76ff559bb66ceb0ebd1f6595
452,ECD000452,11,282,7,7,Forge EngineeringCadDocument 452,ECD000452,1,629.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ace05bdcfe4456fe86f1220dee45736eace05bdcfe4456fe86f1220dee45736e
453,ECD000453,97,338,5,3,Ion EngineeringCadDocument 453,ECD000453,1,630.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6ee821aed215d6393512b99491798a7e6ee821aed215d6393512b99491798a7
454,ECD000454,44,500,1,1,Liberty EngineeringCadDocument 454,ECD000454,1,631.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57cd55088dfd5c8eadc39981863b8f9357cd55088dfd5c8eadc39981863b8f93
455,ECD000455,61,101,10,8,Orion EngineeringCadDocument 455,ECD000455,0,633.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,584098e0b61158b2a1325034b0667aff584098e0b61158b2a1325034b0667aff
456,ECD000456,411,331,4,8,Delta EngineeringCadDocument 456,ECD000456,1,634.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f4c1f78cbd658f2af95c2164c2218d70f4c1f78cbd658f2af95c2164c2218d7
457,ECD000457,126,424,8,3,Unity EngineeringCadDocument 457,ECD000457,1,636.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac038ca1b4935d1fae72373b9283d3d8ac038ca1b4935d1fae72373b9283d3d8
458,ECD000458,129,227,6,4,Vertex EngineeringCadDocument 458,ECD000458,1,637.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47f1471020e05c93bb9db5f448a6696f47f1471020e05c93bb9db5f448a6696f
459,ECD000459,74,-1,4,3,Atlas EngineeringCadDocument 459,ECD000459,1,638.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,205008e482185b9ab3e9b2ea430a0a7a205008e482185b9ab3e9b2ea430a0a7a
460,ECD000460,326,101,1,8,Ion EngineeringCadDocument 460,ECD000460,0,640.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6de1977b6995eca832d079063cfbf27a6de1977b6995eca832d079063cfbf27
461,ECD000461,196,44,8,3,Riverton EngineeringCadDocument 461,ECD000461,1,641.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6723a54701915703a69fa2bf12a5a4a76723a54701915703a69fa2bf12a5a4a7
462,ECD000462,18,324,10,7,Orion EngineeringCadDocument 462,ECD000462,1,642.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,288698b42cb85a2289cb159667bba618288698b42cb85a2289cb159667bba618
463,ECD000463,240,360,8,3,Unity EngineeringCadDocument 463,ECD000463,1,644.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2109643fba875cf0a92cdf141b0fd8ac2109643fba875cf0a92cdf141b0fd8ac
464,ECD000464,121,98,6,5,Delta EngineeringCadDocument 464,ECD000464,1,645.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cab363510451562ab04a50ddb56063a1cab363510451562ab04a50ddb56063a1
465,ECD000465,66,123,3,8,Vertex EngineeringCadDocument 465,ECD000465,0,647.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1cbc3d9ec3a57ef80dd63d8b9d00d5ea1cbc3d9ec3a57ef80dd63d8b9d00d5e
466,ECD000466,17,59,7,10,Cedar EngineeringCadDocument 466,ECD000466,1,648.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae56f31bb0725293982a00229c12b134ae56f31bb0725293982a00229c12b134
467,ECD000467,93,175,1,7,Titan EngineeringCadDocument 467,ECD000467,1,649.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac14cc54ecf75e9e83a876b6b71f1d3eac14cc54ecf75e9e83a876b6b71f1d3e
468,ECD000468,29,358,9,5,Evergreen EngineeringCadDocument 468,ECD000468,1,651.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0f18291a47751ca8d16e9e38f4d1d74b0f18291a47751ca8d16e9e38f4d1d74
469,ECD000469,243,37,10,2,Liberty EngineeringCadDocument 469,ECD000469,1,652.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c30672c62d0452f8b2675eeb394bff91c30672c62d0452f8b2675eeb394bff91
470,ECD000470,189,355,6,3,Granite EngineeringCadDocument 470,ECD000470,0,653.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8e8f7cd19ad57a690afb23a16624871f8e8f7cd19ad57a690afb23a16624871
471,ECD000471,115,471,8,2,Vertex EngineeringCadDocument 471,ECD000471,1,655.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,415b513035655702b4f100d1161cb228415b513035655702b4f100d1161cb228
472,ECD000472,388,213,1,5,Unity EngineeringCadDocument 472,ECD000472,1,656.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8823aca68d8a53a08efc0d02f1411eb78823aca68d8a53a08efc0d02f1411eb7
473,ECD000473,498,289,1,10,Northstar EngineeringCadDocument 473,ECD000473,1,658.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66502312bd67545281ba2d014606bcca66502312bd67545281ba2d014606bcca
474,ECD000474,144,191,10,2,Granite EngineeringCadDocument 474,ECD000474,1,659.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,813e378660fc52dc84c0db083251366e813e378660fc52dc84c0db083251366e
475,ECD000475,103,457,1,6,Granite EngineeringCadDocument 475,ECD000475,0,660.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56d80bcd8efd59f984231a3f9cc91d9d56d80bcd8efd59f984231a3f9cc91d9d
476,ECD000476,493,-1,7,7,Titan EngineeringCadDocument 476,ECD000476,1,662.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,199391c440bd5b31bfefd9caa195ee3f199391c440bd5b31bfefd9caa195ee3f
477,ECD000477,486,29,5,3,Delta EngineeringCadDocument 477,ECD000477,1,663.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0832075952c51b59514503a87a75060e0832075952c51b59514503a87a75060
478,ECD000478,424,305,8,3,Meridian EngineeringCadDocument 478,ECD000478,1,664.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38bdea0c5dbc51b2997bf316856085dc38bdea0c5dbc51b2997bf316856085dc
479,ECD000479,412,460,1,2,Quartz EngineeringCadDocument 479,ECD000479,1,666.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b69d34877e554139fe40ae97c6f6fd70b69d34877e554139fe40ae97c6f6fd7
480,ECD000480,163,82,4,7,Evergreen EngineeringCadDocument 480,ECD000480,0,667.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfad13e5f735532c9d2f5cc5666053efcfad13e5f735532c9d2f5cc5666053ef
481,ECD000481,363,102,7,1,Ion EngineeringCadDocument 481,ECD000481,1,668.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0b2befb74a15997bd0bc05f17401ea4d0b2befb74a15997bd0bc05f17401ea4
482,ECD000482,14,51,8,3,Quartz EngineeringCadDocument 482,ECD000482,1,670.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba5cfee4abea5e128ef391c2dfa47afbba5cfee4abea5e128ef391c2dfa47afb
483,ECD000483,312,370,1,7,Zenith EngineeringCadDocument 483,ECD000483,1,671.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33758ea3cc4458b4a24827329ffd20d133758ea3cc4458b4a24827329ffd20d1
484,ECD000484,172,117,10,10,Quartz EngineeringCadDocument 484,ECD000484,1,673.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55e6f927c5c45554a0527f8d0f965d9655e6f927c5c45554a0527f8d0f965d96
485,ECD000485,83,380,5,7,Junction EngineeringCadDocument 485,ECD000485,0,674.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,177a170db99b56cb818f6659b75161e3177a170db99b56cb818f6659b75161e3
486,ECD000486,173,480,4,1,Meridian EngineeringCadDocument 486,ECD000486,1,675.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc1c6277fdfe553397c6c5dfeb5fda30dc1c6277fdfe553397c6c5dfeb5fda30
487,ECD000487,379,421,7,9,Zenith EngineeringCadDocument 487,ECD000487,1,677.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,750cbadaebee5d6c9c9f9bbc72dc1770750cbadaebee5d6c9c9f9bbc72dc1770
488,ECD000488,346,176,9,6,Unity EngineeringCadDocument 488,ECD000488,1,678.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5fa6f04166165eaab823f72951d6e7215fa6f04166165eaab823f72951d6e721
489,ECD000489,172,97,1,10,Quartz EngineeringCadDocument 489,ECD000489,1,679.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0206167fa4845d83b79115c68d736d010206167fa4845d83b79115c68d736d01
490,ECD000490,317,421,7,5,Beacon EngineeringCadDocument 490,ECD000490,0,681.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4680b544a9895a80997598a1933de3614680b544a9895a80997598a1933de361
491,ECD000491,63,125,1,3,Keystone EngineeringCadDocument 491,ECD000491,1,682.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67bec473d28e52f782f5472594a7e21b67bec473d28e52f782f5472594a7e21b
492,ECD000492,498,185,2,7,Delta EngineeringCadDocument 492,ECD000492,1,684.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5fb6b917f811574fb097be29e92f64cf5fb6b917f811574fb097be29e92f64cf
493,ECD000493,343,-1,4,9,Forge EngineeringCadDocument 493,ECD000493,1,685.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da49389ac23955a693ac31f8b1f0760ada49389ac23955a693ac31f8b1f0760a
494,ECD000494,74,232,10,9,Northstar EngineeringCadDocument 494,ECD000494,1,686.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33d9c36a84685fc8a8da4c94d7ec225333d9c36a84685fc8a8da4c94d7ec2253
