MaintenancePmPlanKey,PmPlanNumber,AssetKey,MaintenancePlanClassKey,UnitOfMeasureKey,MaintenanceWorkTypeKey,RecordStatusKey,MaintenancePmPlanName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
389,MPP000389,184,29,2,11,1,Titan MaintenancePmPlan 389,MPP000389,1,542.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8259edf3208581c913fa3abcf37c2b5a8259edf3208581c913fa3abcf37c2b5
390,MPP000390,450,44,6,2,1,Zenith MaintenancePmPlan 390,MPP000390,0,544.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a0764c3654b5305b4e97c5c5794247b4a0764c3654b5305b4e97c5c5794247b
391,MPP000391,-1,32,7,12,3,Pioneer MaintenancePmPlan 391,MPP000391,1,545.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80db9a8ed2f0568ca00daf454066df8d80db9a8ed2f0568ca00daf454066df8d
392,MPP000392,303,22,2,4,3,Summit MaintenancePmPlan 392,MPP000392,1,547.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d13e9cdc9b15c429732360f29e91a380d13e9cdc9b15c429732360f29e91a38
393,MPP000393,480,20,3,1,1,Summit MaintenancePmPlan 393,MPP000393,1,548.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6ea2ed668275891aed61e463617859cb6ea2ed668275891aed61e463617859c
394,MPP000394,486,24,2,7,4,Unity MaintenancePmPlan 394,MPP000394,1,549.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c15dea6da0035663908035ab6581b3b5c15dea6da0035663908035ab6581b3b5
395,MPP000395,142,3,7,4,2,Meridian MaintenancePmPlan 395,MPP000395,0,551.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc391bfcc2f25439918711135e9cd08ddc391bfcc2f25439918711135e9cd08d
396,MPP000396,220,39,7,6,4,Summit MaintenancePmPlan 396,MPP000396,1,552.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71d7b408540a54f4987b26ec716137f971d7b408540a54f4987b26ec716137f9
397,MPP000397,349,39,3,4,3,Unity MaintenancePmPlan 397,MPP000397,1,553.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2551bf56348152608d0cd0080059aadd2551bf56348152608d0cd0080059aadd
398,MPP000398,13,44,3,3,3,Orion MaintenancePmPlan 398,MPP000398,1,555.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b728372ca055d0bb864e00bf92916117b728372ca055d0bb864e00bf9291611
399,MPP000399,51,8,4,7,1,Meridian MaintenancePmPlan 399,MPP000399,1,556.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86a228c922225a72b6fd426493a0b44a86a228c922225a72b6fd426493a0b44a
400,MPP000400,202,70,3,3,4,Zenith MaintenancePmPlan 400,MPP000400,0,558.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,214242549d57598591cd0e236c14c884214242549d57598591cd0e236c14c884
401,MPP000401,401,50,4,12,1,Granite MaintenancePmPlan 401,MPP000401,1,559.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a61ad5f6d1a650cf974e40b60ce26c9aa61ad5f6d1a650cf974e40b60ce26c9a
402,MPP000402,103,36,1,2,4,Pioneer MaintenancePmPlan 402,MPP000402,1,560.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8aa68970fdd55f77af9263a26f660a038aa68970fdd55f77af9263a26f660a03
403,MPP000403,358,73,5,12,2,Forge MaintenancePmPlan 403,MPP000403,1,562.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73a97e65892e5e9e93e370064d4fcaf373a97e65892e5e9e93e370064d4fcaf3
404,MPP000404,281,18,2,1,2,Meridian MaintenancePmPlan 404,MPP000404,1,563.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,281b4bb78d0956c1ae0a0c62d876f7d7281b4bb78d0956c1ae0a0c62d876f7d7
405,MPP000405,194,41,2,9,3,Orion MaintenancePmPlan 405,MPP000405,0,564.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69dfc3acb06256d68eee924acfe7062869dfc3acb06256d68eee924acfe70628
406,MPP000406,100,75,2,7,2,Titan MaintenancePmPlan 406,MPP000406,1,566.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3982940a116b5c94a9e6a62b8a7338663982940a116b5c94a9e6a62b8a733866
407,MPP000407,269,3,2,4,4,Keystone MaintenancePmPlan 407,MPP000407,1,567.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da1badfb57285cd8874873d205e4a012da1badfb57285cd8874873d205e4a012
408,MPP000408,-1,47,4,9,3,Junction MaintenancePmPlan 408,MPP000408,1,568.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2dfb285c51e15f409608e01303f2db082dfb285c51e15f409608e01303f2db08
409,MPP000409,414,10,1,12,4,Northstar MaintenancePmPlan 409,MPP000409,1,570.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d5c5940eeae58568d1355267b5824a86d5c5940eeae58568d1355267b5824a8
410,MPP000410,328,42,7,4,1,Summit MaintenancePmPlan 410,MPP000410,0,571.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b37db3537b2553fa87917fe2b2c8e482b37db3537b2553fa87917fe2b2c8e48
411,MPP000411,202,27,7,2,1,Evergreen MaintenancePmPlan 411,MPP000411,1,573.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7297df7534455a359b69790c2c5275227297df7534455a359b69790c2c527522
412,MPP000412,460,75,5,3,4,Willow MaintenancePmPlan 412,MPP000412,1,574.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e34fec48561552e0ab5cc3d045f6e4a6e34fec48561552e0ab5cc3d045f6e4a6
413,MPP000413,209,36,7,8,1,Titan MaintenancePmPlan 413,MPP000413,1,575.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62f70d2766955febb221ea090c11afbd62f70d2766955febb221ea090c11afbd
414,MPP000414,96,70,7,10,4,Forge MaintenancePmPlan 414,MPP000414,1,577.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b31103038baa5e3eade6e0767dd48072b31103038baa5e3eade6e0767dd48072
415,MPP000415,347,26,6,2,1,Orion MaintenancePmPlan 415,MPP000415,0,578.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ca4c25b087a598dad36d925640d35d93ca4c25b087a598dad36d925640d35d9
416,MPP000416,236,21,1,11,4,Evergreen MaintenancePmPlan 416,MPP000416,1,579.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea1c1af41cfa5b03936bcefbfd970abcea1c1af41cfa5b03936bcefbfd970abc
417,MPP000417,312,64,5,3,1,Unity MaintenancePmPlan 417,MPP000417,1,581.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a4bbfb801285e60bac36e805e63aaae2a4bbfb801285e60bac36e805e63aaae
418,MPP000418,473,25,4,12,2,Riverton MaintenancePmPlan 418,MPP000418,1,582.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b7b15f757a95bfea0c8ce0068bf229b6b7b15f757a95bfea0c8ce0068bf229b
419,MPP000419,40,17,1,11,1,Summit MaintenancePmPlan 419,MPP000419,1,584.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d707e05824275f2d9d90887a71428d5bd707e05824275f2d9d90887a71428d5b
420,MPP000420,107,88,2,2,1,Unity MaintenancePmPlan 420,MPP000420,0,585.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a41bea90934525ca8052612a3f0fba68a41bea90934525ca8052612a3f0fba6
421,MPP000421,411,33,4,1,4,Ion MaintenancePmPlan 421,MPP000421,1,586.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b1b02b25ca3592c878ee2776f8cab6e0b1b02b25ca3592c878ee2776f8cab6e
422,MPP000422,52,46,3,11,2,Harbor MaintenancePmPlan 422,MPP000422,1,588.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1443b25a6aa516b8abf1cabcb48d8ddb1443b25a6aa516b8abf1cabcb48d8dd
423,MPP000423,440,45,3,2,4,Pioneer MaintenancePmPlan 423,MPP000423,1,589.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b665312f82b559a8cb3b63051f631901b665312f82b559a8cb3b63051f63190
424,MPP000424,123,60,7,4,4,Willow MaintenancePmPlan 424,MPP000424,1,590.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f5a4a1926a95b14baf3f932c4aeb9f59f5a4a1926a95b14baf3f932c4aeb9f5
425,MPP000425,-1,48,7,11,1,Keystone MaintenancePmPlan 425,MPP000425,0,592.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41167cb43f745a5f969bc736947c763c41167cb43f745a5f969bc736947c763c
426,MPP000426,191,6,5,11,2,Titan MaintenancePmPlan 426,MPP000426,1,593.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf323c25b69e58ac8d02f9df0f7e7cafcf323c25b69e58ac8d02f9df0f7e7caf
427,MPP000427,433,86,4,12,3,Cedar MaintenancePmPlan 427,MPP000427,1,594.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1beffdb55af85471bc2bd11308b19d9b1beffdb55af85471bc2bd11308b19d9b
428,MPP000428,59,33,4,3,1,Quartz MaintenancePmPlan 428,MPP000428,1,596.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be478c945c8358c68cab04bfc437fe4bbe478c945c8358c68cab04bfc437fe4b
429,MPP000429,18,11,4,2,2,Atlas MaintenancePmPlan 429,MPP000429,1,597.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2c802c9d27b5105a2eb80ad44f5dd6bb2c802c9d27b5105a2eb80ad44f5dd6b
430,MPP000430,243,72,2,3,2,Evergreen MaintenancePmPlan 430,MPP000430,0,599.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2eb7d002bd1a5bc18990e94c11cea1cf2eb7d002bd1a5bc18990e94c11cea1cf
431,MPP000431,490,13,4,12,4,Willow MaintenancePmPlan 431,MPP000431,1,600.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0581d99e48fa560f8ee57da100e87ea40581d99e48fa560f8ee57da100e87ea4
432,MPP000432,391,12,5,6,2,Vertex MaintenancePmPlan 432,MPP000432,1,601.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ddb6d57c77c5e9f952803333bf394c69ddb6d57c77c5e9f952803333bf394c6
433,MPP000433,190,85,2,12,2,Riverton MaintenancePmPlan 433,MPP000433,1,603.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,825169d240755450acded78ef78d6868825169d240755450acded78ef78d6868
434,MPP000434,135,90,6,4,4,Willow MaintenancePmPlan 434,MPP000434,1,604.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16442305275b5b2782afc05a2af859a116442305275b5b2782afc05a2af859a1
435,MPP000435,107,11,2,1,1,Summit MaintenancePmPlan 435,MPP000435,0,605.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70f767fefb215b0f955e582795acaed770f767fefb215b0f955e582795acaed7
436,MPP000436,346,62,5,5,2,Meridian MaintenancePmPlan 436,MPP000436,1,607.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8a2c6d8bc6554ccb48b54db013e7228f8a2c6d8bc6554ccb48b54db013e7228
437,MPP000437,305,9,5,9,3,Delta MaintenancePmPlan 437,MPP000437,1,608.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f293fb217132574fb5f9a66f1f126064f293fb217132574fb5f9a66f1f126064
438,MPP000438,485,52,4,5,1,Unity MaintenancePmPlan 438,MPP000438,1,610.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,811d2a4d6f3e5f0d91e09acffea50740811d2a4d6f3e5f0d91e09acffea50740
439,MPP000439,263,6,2,4,1,Junction MaintenancePmPlan 439,MPP000439,1,611.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d0949ecc3a75aceab119cf33d6f58175d0949ecc3a75aceab119cf33d6f5817
440,MPP000440,46,86,3,11,4,Delta MaintenancePmPlan 440,MPP000440,0,612.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79a24f31f087577286bdc9276cc0aa7a79a24f31f087577286bdc9276cc0aa7a
441,MPP000441,389,38,6,6,3,Quartz MaintenancePmPlan 441,MPP000441,1,614.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae217be5ba015c23bf32d9dc6dad75eaae217be5ba015c23bf32d9dc6dad75ea
442,MPP000442,-1,35,4,3,4,Orion MaintenancePmPlan 442,MPP000442,1,615.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5363a14914885568a79ebf0ae25384335363a14914885568a79ebf0ae2538433
443,MPP000443,183,73,6,3,1,Willow MaintenancePmPlan 443,MPP000443,1,616.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4fae3488c978524c95f0f40cb31aa3724fae3488c978524c95f0f40cb31aa372
444,MPP000444,278,56,6,8,4,Unity MaintenancePmPlan 444,MPP000444,1,618.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0ca151494865a55985169d4fe8176dac0ca151494865a55985169d4fe8176da
445,MPP000445,306,62,6,9,2,Beacon MaintenancePmPlan 445,MPP000445,0,619.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8013005e48525762982c6378badef8058013005e48525762982c6378badef805
446,MPP000446,223,75,7,7,3,Harbor MaintenancePmPlan 446,MPP000446,1,621.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f491173212de51aa88f6b446cfd38a21f491173212de51aa88f6b446cfd38a21
447,MPP000447,435,56,6,6,3,Liberty MaintenancePmPlan 447,MPP000447,1,622.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d68a062761b5d7e9d6b0f800b7d846a6d68a062761b5d7e9d6b0f800b7d846a
448,MPP000448,247,74,3,6,2,Forge MaintenancePmPlan 448,MPP000448,1,623.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7ee04eafe2352bd9b503a215698186ce7ee04eafe2352bd9b503a215698186c
449,MPP000449,359,47,4,3,1,Junction MaintenancePmPlan 449,MPP000449,1,625.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df206c520dc15ef9ac83809761e629abdf206c520dc15ef9ac83809761e629ab
450,MPP000450,428,39,2,2,1,Riverton MaintenancePmPlan 450,MPP000450,0,626.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6d9c12ecb5f56218cf042a673e5df4fc6d9c12ecb5f56218cf042a673e5df4f
451,MPP000451,166,35,6,6,1,Harbor MaintenancePmPlan 451,MPP000451,1,627.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7625aa941ea458f780729cdf9411ff617625aa941ea458f780729cdf9411ff61
452,MPP000452,62,6,2,4,3,Atlas MaintenancePmPlan 452,MPP000452,1,629.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6ffd41027005aec94999a0b0bf2cf06a6ffd41027005aec94999a0b0bf2cf06
453,MPP000453,249,89,7,3,2,Zenith MaintenancePmPlan 453,MPP000453,1,630.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b84df861b6c5e72a1dbfd2633de196b3b84df861b6c5e72a1dbfd2633de196b
454,MPP000454,65,23,2,6,2,Ion MaintenancePmPlan 454,MPP000454,1,631.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aebb4fff347a55c5af03865b2256412baebb4fff347a55c5af03865b2256412b
455,MPP000455,179,41,6,4,1,Pioneer MaintenancePmPlan 455,MPP000455,0,633.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86b71a79d250506e923c6993a062d75286b71a79d250506e923c6993a062d752
456,MPP000456,312,61,3,10,3,Junction MaintenancePmPlan 456,MPP000456,1,634.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db9aa4564cff53a59af9c68b6a0506d3db9aa4564cff53a59af9c68b6a0506d3
457,MPP000457,365,68,3,11,2,Zenith MaintenancePmPlan 457,MPP000457,1,636.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4b839c00667518c9ed925ff7141fdd5f4b839c00667518c9ed925ff7141fdd5
458,MPP000458,203,80,5,5,2,Summit MaintenancePmPlan 458,MPP000458,1,637.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b13db1e121cd5383a827beee078d8bcbb13db1e121cd5383a827beee078d8bcb
459,MPP000459,-1,6,1,1,2,Evergreen MaintenancePmPlan 459,MPP000459,1,638.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,740ef3703b9255ccb7cc1d269f6d7b9e740ef3703b9255ccb7cc1d269f6d7b9e
460,MPP000460,413,67,2,1,1,Junction MaintenancePmPlan 460,MPP000460,0,640.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f30b7464d5a5dc5877dd00b745cb0183f30b7464d5a5dc5877dd00b745cb018
461,MPP000461,205,12,2,10,1,Quartz MaintenancePmPlan 461,MPP000461,1,641.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78762841ce82534796708d113b75e8c578762841ce82534796708d113b75e8c5
462,MPP000462,453,78,4,8,3,Keystone MaintenancePmPlan 462,MPP000462,1,642.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd82a24498b95cdfaea7f1d97bf03c40cd82a24498b95cdfaea7f1d97bf03c40
463,MPP000463,465,46,5,7,4,Pioneer MaintenancePmPlan 463,MPP000463,1,644.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37aae7e1291650d1885c8ded94994bcf37aae7e1291650d1885c8ded94994bcf
464,MPP000464,239,9,5,12,3,Evergreen MaintenancePmPlan 464,MPP000464,1,645.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b246d84c1dbd530a9013fa4f8c956183b246d84c1dbd530a9013fa4f8c956183
465,MPP000465,156,54,3,11,3,Northstar MaintenancePmPlan 465,MPP000465,0,647.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cabd2f0c7c0f5b1abff1f5f5833c7eb6cabd2f0c7c0f5b1abff1f5f5833c7eb6
466,MPP000466,15,11,1,3,4,Evergreen MaintenancePmPlan 466,MPP000466,1,648.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7a82456db0257c987635c3c03ee1633f7a82456db0257c987635c3c03ee1633
467,MPP000467,94,32,4,1,2,Summit MaintenancePmPlan 467,MPP000467,1,649.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b95926d7bb4c56e5b9663233d2e80788b95926d7bb4c56e5b9663233d2e80788
468,MPP000468,489,25,7,2,3,Riverton MaintenancePmPlan 468,MPP000468,1,651.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d8929b4aeca5c2691e562cd433a67c98d8929b4aeca5c2691e562cd433a67c9
469,MPP000469,288,62,7,7,3,Pioneer MaintenancePmPlan 469,MPP000469,1,652.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b24cbc2036654348d9247fac54f351f8b24cbc2036654348d9247fac54f351f
470,MPP000470,375,28,1,11,4,Summit MaintenancePmPlan 470,MPP000470,0,653.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,915d948a631d5044b0b5da859a072575915d948a631d5044b0b5da859a072575
471,MPP000471,413,52,7,8,3,Evergreen MaintenancePmPlan 471,MPP000471,1,655.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f9c03115dfd5e95ae170e00f60ba1985f9c03115dfd5e95ae170e00f60ba198
472,MPP000472,18,88,6,11,4,Delta MaintenancePmPlan 472,MPP000472,1,656.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f818b97de595786b54db320124576bc5f818b97de595786b54db320124576bc
473,MPP000473,292,38,5,6,1,Meridian MaintenancePmPlan 473,MPP000473,1,658.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a6e89419c3b588fbb023e439e23eb631a6e89419c3b588fbb023e439e23eb63
474,MPP000474,390,69,2,3,1,Liberty MaintenancePmPlan 474,MPP000474,1,659.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,924f68044d5850e49024903e9b467e19924f68044d5850e49024903e9b467e19
475,MPP000475,372,42,6,2,4,Beacon MaintenancePmPlan 475,MPP000475,0,660.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c70335288ea35755b93f61d5e0f1a45ec70335288ea35755b93f61d5e0f1a45e
476,MPP000476,-1,38,3,12,4,Quartz MaintenancePmPlan 476,MPP000476,1,662.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f684dacee7285945bd294a27993d06fff684dacee7285945bd294a27993d06ff
477,MPP000477,301,13,3,4,4,Zenith MaintenancePmPlan 477,MPP000477,1,663.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a837076def275ee29623ad0b17f4e905a837076def275ee29623ad0b17f4e905
478,MPP000478,268,61,7,10,1,Riverton MaintenancePmPlan 478,MPP000478,1,664.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c69e1b3c2715817b7da2d09d1d241e03c69e1b3c2715817b7da2d09d1d241e0
479,MPP000479,69,44,3,3,3,Ion MaintenancePmPlan 479,MPP000479,1,666.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,372f35531727577daff9f05fdcf03aa5372f35531727577daff9f05fdcf03aa5
480,MPP000480,327,36,7,11,4,Evergreen MaintenancePmPlan 480,MPP000480,0,667.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fff308e69fd056d0886fc36eb4fca304fff308e69fd056d0886fc36eb4fca304
481,MPP000481,39,43,2,3,3,Forge MaintenancePmPlan 481,MPP000481,1,668.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0caf0f92dd1c51cc929394b736c0fa3f0caf0f92dd1c51cc929394b736c0fa3f
482,MPP000482,47,32,4,8,4,Orion MaintenancePmPlan 482,MPP000482,1,670.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4bcb0f270ae459518486857d23872ea24bcb0f270ae459518486857d23872ea2
483,MPP000483,18,57,2,1,2,Granite MaintenancePmPlan 483,MPP000483,1,671.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cdbed6567ec556c6acfefe6233c26a82cdbed6567ec556c6acfefe6233c26a82
484,MPP000484,326,25,5,4,2,Delta MaintenancePmPlan 484,MPP000484,1,673.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8506aaf9b3bd5ea98c1e23f0c2801afa8506aaf9b3bd5ea98c1e23f0c2801afa
485,MPP000485,155,77,6,6,3,Junction MaintenancePmPlan 485,MPP000485,0,674.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ae253a3d3045887898fdb0c1f548fc26ae253a3d3045887898fdb0c1f548fc2
486,MPP000486,240,82,2,9,4,Beacon MaintenancePmPlan 486,MPP000486,1,675.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a9c20d054085d4d8ed24592801b7d5c3a9c20d054085d4d8ed24592801b7d5c
