EnergyEmissionFactorKey,EmissionFactorCode,EnergyCarrierKey,PlantKey,EnergySourceKey,EnergyEmissionScopeKey,UnitOfMeasureKey,FactorValue,FactorSourceName,CarbonDioxideEquivalentRatio,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
389,EEF000389,41,309,6,5,7,0.03890000,Cedar EnergyEmissionFactor 389,390.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,993393711f75531d9c6287a3052560e7993393711f75531d9c6287a3052560e7
390,EEF000390,51,135,11,3,2,0.03900000,Riverton EnergyEmissionFactor 390,391.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3a6a5a2dac35d4aa6e4ded3d13415fea3a6a5a2dac35d4aa6e4ded3d13415fe
391,EEF000391,39,-1,3,5,4,0.03910000,Pioneer EnergyEmissionFactor 391,392.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f15ef3a545a5443a7fa03617af7f9464f15ef3a545a5443a7fa03617af7f946
392,EEF000392,49,139,8,5,7,0.03920000,Forge EnergyEmissionFactor 392,393.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c81378da510653bb830a8e09ba53df40c81378da510653bb830a8e09ba53df40
393,EEF000393,9,75,6,4,2,0.03930000,Willow EnergyEmissionFactor 393,394.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a36e8734a635e748f6e59cedcdf7eca0a36e8734a635e748f6e59cedcdf7eca
394,EEF000394,51,306,15,1,3,0.03940000,Unity EnergyEmissionFactor 394,395.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cc73a37cdb252aebbed9c4f679556608cc73a37cdb252aebbed9c4f67955660
395,EEF000395,45,166,16,4,6,0.03950000,Meridian EnergyEmissionFactor 395,396.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b005472a223596b96f44a3f6feb0c3e5b005472a223596b96f44a3f6feb0c3e
396,EEF000396,53,152,5,3,5,0.03960000,Cedar EnergyEmissionFactor 396,397.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d65f1c2e8df5329a0c5f9ffa05ab7760d65f1c2e8df5329a0c5f9ffa05ab776
397,EEF000397,23,70,4,5,3,0.03970000,Summit EnergyEmissionFactor 397,398.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b04b2cac248530eb69b52cd675bc8af2b04b2cac248530eb69b52cd675bc8af
398,EEF000398,55,110,3,5,1,0.03980000,Pioneer EnergyEmissionFactor 398,399.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,092e55069c5c5841b32d259476fe5785092e55069c5c5841b32d259476fe5785
399,EEF000399,33,155,10,2,7,0.03990000,Keystone EnergyEmissionFactor 399,400.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,112af5f0d17351b88665ec346100f667112af5f0d17351b88665ec346100f667
400,EEF000400,55,171,2,3,4,0.04000000,Atlas EnergyEmissionFactor 400,401.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96bc55838a815968a88f28e25492ee0c96bc55838a815968a88f28e25492ee0c
401,EEF000401,32,85,9,4,2,0.04010000,Liberty EnergyEmissionFactor 401,402.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,310b2db42bfd5dd1b2991ba71405a121310b2db42bfd5dd1b2991ba71405a121
402,EEF000402,3,326,14,3,6,0.04020000,Granite EnergyEmissionFactor 402,403.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9164395721e51999dfc9a2ac912eaddb9164395721e51999dfc9a2ac912eadd
403,EEF000403,30,186,1,3,5,0.04030000,Meridian EnergyEmissionFactor 403,404.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2627d9fa89bc542e821453c10589751b2627d9fa89bc542e821453c10589751b
404,EEF000404,8,188,11,2,5,0.04040000,Willow EnergyEmissionFactor 404,405.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,919a217b17d95c2592d8919b23b1c0d9919a217b17d95c2592d8919b23b1c0d9
405,EEF000405,42,278,2,2,2,0.04050000,Quartz EnergyEmissionFactor 405,406.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d1ac44173395bbb8c34fb2d3576a3873d1ac44173395bbb8c34fb2d3576a387
406,EEF000406,38,147,8,3,1,0.04060000,Liberty EnergyEmissionFactor 406,407.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4619e30916b5309aba4544370c6b8f3b4619e30916b5309aba4544370c6b8f3
407,EEF000407,7,153,14,1,2,0.04070000,Ion EnergyEmissionFactor 407,408.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01e722633a6c5a5c861e390ff71684ff01e722633a6c5a5c861e390ff71684ff
408,EEF000408,35,-1,2,3,2,0.04080000,Atlas EnergyEmissionFactor 408,409.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf4312d9749c55ed88ca9dd1a31e1dc6cf4312d9749c55ed88ca9dd1a31e1dc6
409,EEF000409,9,306,15,4,1,0.04090000,Junction EnergyEmissionFactor 409,410.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55ca0aa0a0d759f3b811ef7709734d5455ca0aa0a0d759f3b811ef7709734d54
410,EEF000410,1,142,15,3,4,0.04100000,Willow EnergyEmissionFactor 410,411.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00d60f05439f505d848f946824a1e7e300d60f05439f505d848f946824a1e7e3
411,EEF000411,36,297,8,4,5,0.04110000,Ion EnergyEmissionFactor 411,412.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79a27ccbc56e5634a2a163113858fdd479a27ccbc56e5634a2a163113858fdd4
412,EEF000412,6,216,4,5,7,0.04120000,Orion EnergyEmissionFactor 412,413.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3de766a8bff1584295878075554aeb813de766a8bff1584295878075554aeb81
413,EEF000413,29,131,9,4,5,0.04130000,Evergreen EnergyEmissionFactor 413,414.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af2ca61ba8b05121b2e9a4cff27734b2af2ca61ba8b05121b2e9a4cff27734b2
414,EEF000414,38,8,2,2,2,0.04140000,Cedar EnergyEmissionFactor 414,415.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,138644ef97c15c4a85bcfdd6de3c7446138644ef97c15c4a85bcfdd6de3c7446
415,EEF000415,33,109,2,5,6,0.04150000,Junction EnergyEmissionFactor 415,416.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49f4b51230825c8bb80530902dc3b0a349f4b51230825c8bb80530902dc3b0a3
416,EEF000416,30,235,10,1,7,0.04160000,Vertex EnergyEmissionFactor 416,417.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,036c3dc57d125bf2ad16ddbb14f5bb16036c3dc57d125bf2ad16ddbb14f5bb16
417,EEF000417,30,160,15,2,2,0.04170000,Summit EnergyEmissionFactor 417,418.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,580422fabb4a523f8af47f102b0ebdd9580422fabb4a523f8af47f102b0ebdd9
418,EEF000418,51,95,7,3,7,0.04180000,Liberty EnergyEmissionFactor 418,419.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d062d5712f55ef1abbfd755e9ceef434d062d5712f55ef1abbfd755e9ceef43
419,EEF000419,54,301,7,1,3,0.04190000,Granite EnergyEmissionFactor 419,420.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,915be7c64fae59d2b6c83cdf91cbad57915be7c64fae59d2b6c83cdf91cbad57
420,EEF000420,24,320,5,1,1,0.04200000,Meridian EnergyEmissionFactor 420,421.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,507286189cdd5f238c9e5b1a07af2900507286189cdd5f238c9e5b1a07af2900
421,EEF000421,27,317,6,5,3,0.04210000,Pioneer EnergyEmissionFactor 421,422.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f523ddeedb1256c18bd0404bdaebe02bf523ddeedb1256c18bd0404bdaebe02b
422,EEF000422,32,176,15,5,3,0.04220000,Beacon EnergyEmissionFactor 422,423.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7f28474e41559a68bc1662c7f71bd13c7f28474e41559a68bc1662c7f71bd13
423,EEF000423,21,280,6,3,6,0.04230000,Keystone EnergyEmissionFactor 423,424.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5f991bc18c451caa749c978971f013cd5f991bc18c451caa749c978971f013c
424,EEF000424,50,242,12,1,6,0.04240000,Liberty EnergyEmissionFactor 424,425.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b715066ee27551faf354b6b424525819b715066ee27551faf354b6b42452581
425,EEF000425,27,-1,14,2,1,0.04250000,Cedar EnergyEmissionFactor 425,426.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85feda10d0ac51d1be0f819c0d8ed06085feda10d0ac51d1be0f819c0d8ed060
426,EEF000426,36,211,7,1,5,0.04260000,Riverton EnergyEmissionFactor 426,427.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5fb286c2c6e754de8568f670ef33a9225fb286c2c6e754de8568f670ef33a922
427,EEF000427,42,146,3,3,2,0.04270000,Junction EnergyEmissionFactor 427,428.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb94977eb08059eca2840ec1fd882c7ebb94977eb08059eca2840ec1fd882c7e
428,EEF000428,55,271,9,5,1,0.04280000,Junction EnergyEmissionFactor 428,429.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67f618c9a9d752719ac56ef01b29277267f618c9a9d752719ac56ef01b292772
429,EEF000429,28,156,15,5,2,0.04290000,Forge EnergyEmissionFactor 429,430.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,408f2026edb657b1821efb376022095b408f2026edb657b1821efb376022095b
430,EEF000430,5,197,1,3,5,0.04300000,Unity EnergyEmissionFactor 430,431.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab1447293e6a58a88d2d00229ccbccc2ab1447293e6a58a88d2d00229ccbccc2
431,EEF000431,45,65,11,1,4,0.04310000,Summit EnergyEmissionFactor 431,432.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc327616044c530b9f606fbd3c50c3b0dc327616044c530b9f606fbd3c50c3b0
432,EEF000432,39,131,15,3,7,0.04320000,Forge EnergyEmissionFactor 432,433.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ce311614e96534f99ed7b300b05954f5ce311614e96534f99ed7b300b05954f
433,EEF000433,46,114,9,2,4,0.04330000,Zenith EnergyEmissionFactor 433,434.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d913927938b55b1d90f8712ad2dca303d913927938b55b1d90f8712ad2dca303
434,EEF000434,30,5,1,4,1,0.04340000,Granite EnergyEmissionFactor 434,435.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dee0d6baa931518885be07655f59866cdee0d6baa931518885be07655f59866c
435,EEF000435,9,164,4,3,4,0.04350000,Summit EnergyEmissionFactor 435,436.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,449f6702aa815e558d87677e83a5455e449f6702aa815e558d87677e83a5455e
436,EEF000436,19,176,4,1,3,0.04360000,Orion EnergyEmissionFactor 436,437.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4cf37e24500b5566ac3671d9080c488e4cf37e24500b5566ac3671d9080c488e
437,EEF000437,32,16,2,1,4,0.04370000,Summit EnergyEmissionFactor 437,438.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95eaa83162045a3298e045eb62a7bf1d95eaa83162045a3298e045eb62a7bf1d
438,EEF000438,51,233,9,5,2,0.04380000,Harbor EnergyEmissionFactor 438,439.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff6d08a4f3fd580a8bb5c87ab68cc8a3ff6d08a4f3fd580a8bb5c87ab68cc8a3
439,EEF000439,19,33,7,3,4,0.04390000,Delta EnergyEmissionFactor 439,440.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a0dbebcaed45f2190bb6c2a4581ed454a0dbebcaed45f2190bb6c2a4581ed45
440,EEF000440,33,277,1,3,6,0.04400000,Unity EnergyEmissionFactor 440,441.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73471bdc5a935630b2dc0a742d0abdf573471bdc5a935630b2dc0a742d0abdf5
441,EEF000441,15,211,12,5,1,0.04410000,Junction EnergyEmissionFactor 441,442.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9368de6e1095c29a09416527441133fe9368de6e1095c29a09416527441133f
442,EEF000442,8,-1,1,3,5,0.04420000,Northstar EnergyEmissionFactor 442,443.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31d610d9b77c54d3be4ad78a259e18d331d610d9b77c54d3be4ad78a259e18d3
443,EEF000443,32,125,15,4,6,0.04430000,Beacon EnergyEmissionFactor 443,444.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5777fb14ee85513f9c2533fc9aa3ef055777fb14ee85513f9c2533fc9aa3ef05
444,EEF000444,23,284,11,1,1,0.04440000,Orion EnergyEmissionFactor 444,445.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28a5fc4d2ba85432a809affb2aa9b0d628a5fc4d2ba85432a809affb2aa9b0d6
445,EEF000445,28,143,2,1,7,0.04450000,Forge EnergyEmissionFactor 445,446.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c45ad67406556ea9255acff4dbb2f755c45ad67406556ea9255acff4dbb2f75
446,EEF000446,30,49,14,3,3,0.04460000,Delta EnergyEmissionFactor 446,447.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49fe6186e53a5de09aea479025e0fc7149fe6186e53a5de09aea479025e0fc71
447,EEF000447,7,88,7,1,4,0.04470000,Unity EnergyEmissionFactor 447,448.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d947a0b32f445052a5cc88290c071805d947a0b32f445052a5cc88290c071805
448,EEF000448,38,235,7,4,2,0.04480000,Titan EnergyEmissionFactor 448,449.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68ebc323e6955a6888ee02902748a5a268ebc323e6955a6888ee02902748a5a2
449,EEF000449,35,190,11,3,1,0.04490000,Summit EnergyEmissionFactor 449,450.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b43e8209c92b5656982b895882b4a9dab43e8209c92b5656982b895882b4a9da
450,EEF000450,27,308,12,1,6,0.04500000,Granite EnergyEmissionFactor 450,451.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a92ea42b87ac59698da3f2580bd5256fa92ea42b87ac59698da3f2580bd5256f
451,EEF000451,31,327,9,3,2,0.04510000,Atlas EnergyEmissionFactor 451,452.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98de4ebf1b475f6ca8f7f2bba2514e0a98de4ebf1b475f6ca8f7f2bba2514e0a
452,EEF000452,38,279,10,1,3,0.04520000,Unity EnergyEmissionFactor 452,453.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff9a2f7934a1589b9281e2917e17c6edff9a2f7934a1589b9281e2917e17c6ed
453,EEF000453,53,153,11,3,4,0.04530000,Vertex EnergyEmissionFactor 453,454.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,712a1ae1cce85b46a31834fc0e42831b712a1ae1cce85b46a31834fc0e42831b
454,EEF000454,22,37,14,1,6,0.04540000,Liberty EnergyEmissionFactor 454,455.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1765b06f4cb453f69aa0560525eeb24d1765b06f4cb453f69aa0560525eeb24d
455,EEF000455,48,98,2,1,3,0.04550000,Vertex EnergyEmissionFactor 455,456.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9440eae234525b28a6edc6173b7cf4329440eae234525b28a6edc6173b7cf432
456,EEF000456,2,145,3,4,2,0.04560000,Granite EnergyEmissionFactor 456,457.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,736a236127045730a19dc2c7fe7804b1736a236127045730a19dc2c7fe7804b1
457,EEF000457,54,311,9,4,5,0.04570000,Unity EnergyEmissionFactor 457,458.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19d5b2c1b4515d76adaa81577d5904ff19d5b2c1b4515d76adaa81577d5904ff
458,EEF000458,6,62,5,2,2,0.04580000,Delta EnergyEmissionFactor 458,459.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9ef00dc9ded54b6b08cb393b884761ba9ef00dc9ded54b6b08cb393b884761b
459,EEF000459,5,-1,10,4,7,0.04590000,Harbor EnergyEmissionFactor 459,460.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9aa1ee07b7d05322ba6ce5c402c2c6939aa1ee07b7d05322ba6ce5c402c2c693
460,EEF000460,22,315,3,4,3,0.04600000,Riverton EnergyEmissionFactor 460,461.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ffc7a14e61757e3908ab17113c3a0d55ffc7a14e61757e3908ab17113c3a0d5
461,EEF000461,38,343,8,5,4,0.04610000,Summit EnergyEmissionFactor 461,462.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69c3d771f446534fa7bdd42354a8470069c3d771f446534fa7bdd42354a84700
462,EEF000462,40,301,7,2,1,0.04620000,Cedar EnergyEmissionFactor 462,463.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d38857fc07557e781c5e7a50fa1d8d89d38857fc07557e781c5e7a50fa1d8d8
463,EEF000463,9,267,14,1,3,0.04630000,Quartz EnergyEmissionFactor 463,464.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05826a0dd76755959c8d5e5eec1bf4a605826a0dd76755959c8d5e5eec1bf4a6
464,EEF000464,5,324,3,1,3,0.04640000,Granite EnergyEmissionFactor 464,465.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ad903c2e3cb5085a000060386c2acf14ad903c2e3cb5085a000060386c2acf1
465,EEF000465,44,66,4,5,3,0.04650000,Meridian EnergyEmissionFactor 465,466.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0768f43818055c48aa12f7cbe027c25d0768f43818055c48aa12f7cbe027c25
466,EEF000466,3,106,7,5,4,0.04660000,Junction EnergyEmissionFactor 466,467.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b2a3d5541135f2c89269c42ad098a799b2a3d5541135f2c89269c42ad098a79
467,EEF000467,13,295,14,3,5,0.04670000,Ion EnergyEmissionFactor 467,468.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ec9c4fc67ed5c4aa1a170e315e215264ec9c4fc67ed5c4aa1a170e315e21526
468,EEF000468,49,347,7,3,7,0.04680000,Cedar EnergyEmissionFactor 468,469.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8742aa9c5e235ab9871dd605c3ffaa2a8742aa9c5e235ab9871dd605c3ffaa2a
469,EEF000469,1,333,9,1,5,0.04690000,Meridian EnergyEmissionFactor 469,470.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e0d6384495e506eb6080cebef07c7964e0d6384495e506eb6080cebef07c796
470,EEF000470,6,179,5,3,6,0.04700000,Liberty EnergyEmissionFactor 470,471.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89a5bbc7dc89553fadf6c68b39f2a88a89a5bbc7dc89553fadf6c68b39f2a88a
471,EEF000471,14,175,14,2,1,0.04710000,Vertex EnergyEmissionFactor 471,472.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea0a50ba31535900ad81b7207b351b4dea0a50ba31535900ad81b7207b351b4d
472,EEF000472,44,308,6,3,6,0.04720000,Evergreen EnergyEmissionFactor 472,473.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83e34d03f3a65882803b8417180db71183e34d03f3a65882803b8417180db711
473,EEF000473,13,171,14,5,5,0.04730000,Atlas EnergyEmissionFactor 473,474.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5aa73fd8ef7d558c879b2d62df01f6695aa73fd8ef7d558c879b2d62df01f669
474,EEF000474,46,229,4,4,1,0.04740000,Harbor EnergyEmissionFactor 474,475.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2590492227825f9ab0a0d536273b2d772590492227825f9ab0a0d536273b2d77
475,EEF000475,22,331,16,3,7,0.04750000,Orion EnergyEmissionFactor 475,476.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df245c05bbf0590cab085feb6313731ddf245c05bbf0590cab085feb6313731d
476,EEF000476,19,-1,12,5,1,0.04760000,Riverton EnergyEmissionFactor 476,477.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb6a08b4f63453b39dd5bb03fa244046cb6a08b4f63453b39dd5bb03fa244046
477,EEF000477,46,50,2,5,6,0.04770000,Willow EnergyEmissionFactor 477,478.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8773848ae7b257d6beba0fbd435347eb8773848ae7b257d6beba0fbd435347eb
478,EEF000478,31,59,12,3,4,0.04780000,Liberty EnergyEmissionFactor 478,479.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12bc1b53646e590088d0282e927b208912bc1b53646e590088d0282e927b2089
479,EEF000479,51,292,15,5,6,0.04790000,Pioneer EnergyEmissionFactor 479,480.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23e3eec7b9a35d25a17d63aa1a789ac923e3eec7b9a35d25a17d63aa1a789ac9
480,EEF000480,35,295,16,1,2,0.04800000,Keystone EnergyEmissionFactor 480,481.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bcc267b9684051849ad3027eeea0aa13bcc267b9684051849ad3027eeea0aa13
481,EEF000481,54,109,6,3,5,0.04810000,Quartz EnergyEmissionFactor 481,482.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7955840305ad5dc1abb5fcc029fcfde57955840305ad5dc1abb5fcc029fcfde5
482,EEF000482,52,45,3,5,2,0.04820000,Keystone EnergyEmissionFactor 482,483.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad1551e5d99a511cbc2a4fcd4aebf407ad1551e5d99a511cbc2a4fcd4aebf407
483,EEF000483,21,279,15,1,7,0.04830000,Harbor EnergyEmissionFactor 483,484.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46472f6c224b5ac18d0dbaf672a14b9f46472f6c224b5ac18d0dbaf672a14b9f
484,EEF000484,34,270,1,2,2,0.04840000,Meridian EnergyEmissionFactor 484,485.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82d9ae18e2405bcd9b37833e09e4ad1382d9ae18e2405bcd9b37833e09e4ad13
485,EEF000485,52,110,12,5,7,0.04850000,Riverton EnergyEmissionFactor 485,486.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8467a665222510c90f4667d03c845bbd8467a665222510c90f4667d03c845bb
486,EEF000486,4,252,15,5,6,0.04860000,Titan EnergyEmissionFactor 486,487.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10584cf14b495ee79592c65a2f83790c10584cf14b495ee79592c65a2f83790c
