LogisticsTransportLoadKey,TransportLoadNumber,LogisticsCarrierServiceOptionKey,LogisticsLaneSegmentKey,PlannerEmployeeKey,LogisticsShipmentStatusKey,TransportLoadName,PlannedDepartureDate,PlannedArrivalDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
388,LTL000388,122,228,228,5,Quartz LogisticsTransportLoad 388,2021-01-23,2021-01-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbb792ce5fbc5206be2c58963a2bc5cfcbb792ce5fbc5206be2c58963a2bc5cf
389,LTL000389,331,31,230,11,Riverton LogisticsTransportLoad 389,2021-01-24,2021-01-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f390cdadcc9a5272a8b02ef4e4ba581af390cdadcc9a5272a8b02ef4e4ba581a
390,LTL000390,479,466,165,1,Forge LogisticsTransportLoad 390,2021-01-25,2021-01-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f76f2738435051febc1e18cef8268582f76f2738435051febc1e18cef8268582
391,LTL000391,131,221,-1,11,Northstar LogisticsTransportLoad 391,2021-01-26,2021-01-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35a9bf6529e8581fa891ced99a46e6b635a9bf6529e8581fa891ced99a46e6b6
392,LTL000392,325,334,161,14,Titan LogisticsTransportLoad 392,2021-01-27,2021-01-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f550b5e458b5e81b13de417756360397f550b5e458b5e81b13de41775636039
393,LTL000393,326,23,38,8,Junction LogisticsTransportLoad 393,2021-01-28,2021-01-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23fbb01b3a385feaae24ff6fc8ab4a8923fbb01b3a385feaae24ff6fc8ab4a89
394,LTL000394,6,331,167,3,Keystone LogisticsTransportLoad 394,2021-01-29,2021-01-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e3533ae13bc50e381f133a3f3a8886f0e3533ae13bc50e381f133a3f3a8886f
395,LTL000395,60,494,393,12,Keystone LogisticsTransportLoad 395,2021-01-30,2021-01-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55feb207fa3e51fc9662515a8d1480f355feb207fa3e51fc9662515a8d1480f3
396,LTL000396,57,111,51,11,Zenith LogisticsTransportLoad 396,2021-01-31,2021-01-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f2364f800a351b397e2e37e2292e10c3f2364f800a351b397e2e37e2292e10c
397,LTL000397,463,63,261,1,Unity LogisticsTransportLoad 397,2021-02-01,2021-02-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de18185a7bfb5ce1bf2ce4fa983dfc49de18185a7bfb5ce1bf2ce4fa983dfc49
398,LTL000398,211,488,265,1,Cedar LogisticsTransportLoad 398,2021-02-02,2021-02-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a25ddb44920508baa8abba6f4ecf8c88a25ddb44920508baa8abba6f4ecf8c8
399,LTL000399,127,365,126,8,Junction LogisticsTransportLoad 399,2021-02-03,2021-02-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c8e21348c865b758d3351ef02d0be8a7c8e21348c865b758d3351ef02d0be8a
400,LTL000400,454,47,252,4,Keystone LogisticsTransportLoad 400,2021-02-04,2021-02-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,055f9932e71c535aa411d38b1ff4e4a1055f9932e71c535aa411d38b1ff4e4a1
401,LTL000401,83,391,379,11,Delta LogisticsTransportLoad 401,2021-02-05,2021-02-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15405e20714d51b2ac627b3a2ad1770d15405e20714d51b2ac627b3a2ad1770d
402,LTL000402,218,290,414,9,Meridian LogisticsTransportLoad 402,2021-02-06,2021-02-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d90a333d53985e349fb549c450104843d90a333d53985e349fb549c450104843
403,LTL000403,233,479,463,13,Riverton LogisticsTransportLoad 403,2021-02-07,2021-02-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,721cbf1040a05d94903366df8e9dc6bf721cbf1040a05d94903366df8e9dc6bf
404,LTL000404,1,182,342,13,Titan LogisticsTransportLoad 404,2021-02-08,2021-02-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d09389ac77d3550088ad090c02da26bad09389ac77d3550088ad090c02da26ba
405,LTL000405,367,118,493,6,Atlas LogisticsTransportLoad 405,2021-02-09,2021-02-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a33b15a2a5a5214a1a84fb7998da6e78a33b15a2a5a5214a1a84fb7998da6e7
406,LTL000406,370,61,283,13,Riverton LogisticsTransportLoad 406,2021-02-10,2021-02-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df61485339e05c89b75eabf80d35c24cdf61485339e05c89b75eabf80d35c24c
407,LTL000407,254,188,410,14,Atlas LogisticsTransportLoad 407,2021-02-11,2021-02-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0251f7b120cb59d09272e96512622e470251f7b120cb59d09272e96512622e47
408,LTL000408,390,90,-1,2,Liberty LogisticsTransportLoad 408,2021-02-12,2021-02-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,889d7c8f7d585660a95c6a83e0b34fe1889d7c8f7d585660a95c6a83e0b34fe1
409,LTL000409,439,488,368,10,Liberty LogisticsTransportLoad 409,2021-02-13,2021-02-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77f860ad81ba5a11ba1fdfc0c3ee991d77f860ad81ba5a11ba1fdfc0c3ee991d
410,LTL000410,455,495,438,10,Liberty LogisticsTransportLoad 410,2021-02-14,2021-02-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1695c992223596094a8500ea1de398fe1695c992223596094a8500ea1de398f
411,LTL000411,399,79,495,9,Harbor LogisticsTransportLoad 411,2021-02-15,2021-02-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1c3da9c123b56c99df5afd306f443e7c1c3da9c123b56c99df5afd306f443e7
412,LTL000412,200,68,257,8,Willow LogisticsTransportLoad 412,2021-02-16,2021-02-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a70680ea2b1b5e70b2e5df4909e9d18ea70680ea2b1b5e70b2e5df4909e9d18e
413,LTL000413,110,390,203,3,Unity LogisticsTransportLoad 413,2021-02-17,2021-02-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d49a2a597d45c828735a8287d0025964d49a2a597d45c828735a8287d002596
414,LTL000414,134,323,123,1,Forge LogisticsTransportLoad 414,2021-02-18,2021-02-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d9ac0bd3d6d5e9cbc1f2cbf84413e949d9ac0bd3d6d5e9cbc1f2cbf84413e94
415,LTL000415,255,71,464,11,Vertex LogisticsTransportLoad 415,2021-02-19,2021-02-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2c0bb3802d2513fb9614ba264a55537e2c0bb3802d2513fb9614ba264a55537
416,LTL000416,292,370,277,9,Meridian LogisticsTransportLoad 416,2021-02-20,2021-02-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc7dd37efc2e576688c2b4a0c7280bd2cc7dd37efc2e576688c2b4a0c7280bd2
417,LTL000417,495,488,429,6,Willow LogisticsTransportLoad 417,2021-02-21,2021-02-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f86e0ef347aa5a28a003b04c361a83e0f86e0ef347aa5a28a003b04c361a83e0
418,LTL000418,201,173,279,14,Unity LogisticsTransportLoad 418,2021-02-22,2021-02-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25563a19c0c25a0b89b644a02a1cc6e225563a19c0c25a0b89b644a02a1cc6e2
419,LTL000419,77,252,396,3,Summit LogisticsTransportLoad 419,2021-02-23,2021-02-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78fc64f4ba56596db31dc8412a8d73d778fc64f4ba56596db31dc8412a8d73d7
420,LTL000420,271,395,265,3,Quartz LogisticsTransportLoad 420,2021-02-24,2021-02-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aafeca80c4d253ad9c2d903b99a2a1e5aafeca80c4d253ad9c2d903b99a2a1e5
421,LTL000421,148,411,451,12,Evergreen LogisticsTransportLoad 421,2021-02-25,2021-02-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3649f5f3de815a819d8075981a4851d43649f5f3de815a819d8075981a4851d4
422,LTL000422,421,388,408,7,Riverton LogisticsTransportLoad 422,2021-02-26,2021-02-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17b20837a46b5ffabe528f13492eb42217b20837a46b5ffabe528f13492eb422
423,LTL000423,345,298,122,12,Orion LogisticsTransportLoad 423,2021-02-27,2021-02-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3f8759908fb56ddaf390757fb938fc8c3f8759908fb56ddaf390757fb938fc8
424,LTL000424,197,179,324,7,Keystone LogisticsTransportLoad 424,2021-02-28,2021-02-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c575ee751765defaec24d9e3887485f3c575ee751765defaec24d9e3887485f
425,LTL000425,170,487,-1,5,Granite LogisticsTransportLoad 425,2021-03-01,2021-03-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0cf0c1d0022d5247b2edee10856a7d950cf0c1d0022d5247b2edee10856a7d95
426,LTL000426,196,179,458,5,Forge LogisticsTransportLoad 426,2021-03-02,2021-03-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11ad24e9a7ac5e1b8817ebfb0ca931e611ad24e9a7ac5e1b8817ebfb0ca931e6
427,LTL000427,284,445,220,12,Atlas LogisticsTransportLoad 427,2021-03-03,2021-03-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c9cf8ce4c325bca8cacae686d1b85896c9cf8ce4c325bca8cacae686d1b8589
428,LTL000428,123,256,42,7,Riverton LogisticsTransportLoad 428,2021-03-04,2021-03-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b7cb394f2515623a880e7473c8c29415b7cb394f2515623a880e7473c8c2941
429,LTL000429,18,220,486,7,Atlas LogisticsTransportLoad 429,2021-03-05,2021-03-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b16d6616b1d5df1a06c6b5458691f350b16d6616b1d5df1a06c6b5458691f35
430,LTL000430,38,92,148,13,Orion LogisticsTransportLoad 430,2021-03-06,2021-03-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce892a25e78f52d08c29e3ca56c583c2ce892a25e78f52d08c29e3ca56c583c2
431,LTL000431,307,197,484,8,Cedar LogisticsTransportLoad 431,2021-03-07,2021-03-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,561ee8eda2ad5632a4e5d18d7e753845561ee8eda2ad5632a4e5d18d7e753845
432,LTL000432,476,442,461,11,Summit LogisticsTransportLoad 432,2021-03-08,2021-03-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7fdf893777d5c6baf1e78b88eb35c40b7fdf893777d5c6baf1e78b88eb35c40
433,LTL000433,338,402,395,14,Willow LogisticsTransportLoad 433,2021-03-09,2021-03-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3bf00a543d5e57019a7c3b39079ed2dd3bf00a543d5e57019a7c3b39079ed2dd
434,LTL000434,441,60,12,1,Summit LogisticsTransportLoad 434,2021-03-10,2021-03-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,177fe9c66f545cbea1b1f17667210f9f177fe9c66f545cbea1b1f17667210f9f
435,LTL000435,469,237,396,6,Quartz LogisticsTransportLoad 435,2021-03-11,2021-03-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebed5535bf635567842e79f7e99565f7ebed5535bf635567842e79f7e99565f7
436,LTL000436,147,100,188,6,Orion LogisticsTransportLoad 436,2021-03-12,2021-03-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a99c10145915b828d2afea00fadeaef5a99c10145915b828d2afea00fadeaef
437,LTL000437,61,28,235,1,Ion LogisticsTransportLoad 437,2021-03-13,2021-03-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4dab24c2c105fd1a7f103a4b838142ce4dab24c2c105fd1a7f103a4b838142c
438,LTL000438,375,423,153,12,Quartz LogisticsTransportLoad 438,2021-03-14,2021-03-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d33edc81f1af5633aa04ac29b1fbe97ed33edc81f1af5633aa04ac29b1fbe97e
439,LTL000439,212,87,116,2,Unity LogisticsTransportLoad 439,2021-03-15,2021-03-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a956e741d8bc55d2980ea3becbf92650a956e741d8bc55d2980ea3becbf92650
440,LTL000440,415,109,84,13,Junction LogisticsTransportLoad 440,2021-03-16,2021-03-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,644b7790f1f456d38f53e5edeb158cdc644b7790f1f456d38f53e5edeb158cdc
441,LTL000441,149,319,401,12,Orion LogisticsTransportLoad 441,2021-03-17,2021-03-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,740773df40e052cb945dfc2c4a8a8cfa740773df40e052cb945dfc2c4a8a8cfa
442,LTL000442,411,376,-1,1,Meridian LogisticsTransportLoad 442,2021-03-18,2021-03-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97d836e0f68858cd82625accfa0eb5bf97d836e0f68858cd82625accfa0eb5bf
443,LTL000443,25,94,292,8,Willow LogisticsTransportLoad 443,2021-03-19,2021-03-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2424abda5e75d4dafccb6ace254649cf2424abda5e75d4dafccb6ace254649c
444,LTL000444,476,220,259,14,Liberty LogisticsTransportLoad 444,2021-03-20,2021-03-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d9bbfbe06d45e56a6446230feea3f968d9bbfbe06d45e56a6446230feea3f96
445,LTL000445,399,213,187,6,Summit LogisticsTransportLoad 445,2021-03-21,2021-03-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2c89665faab5ac7aad3c06a7f3c1a4eb2c89665faab5ac7aad3c06a7f3c1a4e
446,LTL000446,245,65,435,2,Keystone LogisticsTransportLoad 446,2021-03-22,2021-03-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e36963d9bd355fca4d54355eec768371e36963d9bd355fca4d54355eec76837
447,LTL000447,298,303,121,12,Orion LogisticsTransportLoad 447,2021-03-23,2021-03-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3bfca3f285d5e19be15377ffa42f97fb3bfca3f285d5e19be15377ffa42f97f
448,LTL000448,325,310,11,12,Atlas LogisticsTransportLoad 448,2021-03-24,2021-03-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4106a85196965a94956670f21ab07cad4106a85196965a94956670f21ab07cad
449,LTL000449,140,170,340,2,Quartz LogisticsTransportLoad 449,2021-03-25,2021-03-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e89e23b7d26558a8cf4a3d39fe840ad5e89e23b7d26558a8cf4a3d39fe840ad
450,LTL000450,391,284,278,9,Delta LogisticsTransportLoad 450,2021-03-26,2021-03-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60069191d12a543b9fc976cc2706933960069191d12a543b9fc976cc27069339
451,LTL000451,106,439,32,5,Granite LogisticsTransportLoad 451,2021-03-27,2021-03-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0abc91e2ea5d5b20a148539d75bad4080abc91e2ea5d5b20a148539d75bad408
452,LTL000452,10,403,225,10,Harbor LogisticsTransportLoad 452,2021-03-28,2021-03-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7754e14a8f8f553da604dde1020732a67754e14a8f8f553da604dde1020732a6
453,LTL000453,256,345,124,13,Riverton LogisticsTransportLoad 453,2021-03-29,2021-03-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,890e345764d351bd973b195b56dd7ddf890e345764d351bd973b195b56dd7ddf
454,LTL000454,180,496,429,11,Junction LogisticsTransportLoad 454,2021-03-30,2021-03-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f62eea3aae3569c8d4a9fea406f45560f62eea3aae3569c8d4a9fea406f4556
455,LTL000455,82,452,252,11,Quartz LogisticsTransportLoad 455,2021-03-31,2021-03-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88bc024e27595e8582c3748e193e987588bc024e27595e8582c3748e193e9875
456,LTL000456,182,123,94,4,Ion LogisticsTransportLoad 456,2021-04-01,2021-04-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68b0dd0a37bc5022a193de92b915f76b68b0dd0a37bc5022a193de92b915f76b
457,LTL000457,144,19,100,5,Willow LogisticsTransportLoad 457,2021-04-02,2021-04-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffb8d2a65640505e929893298f2b1214ffb8d2a65640505e929893298f2b1214
458,LTL000458,120,108,198,13,Evergreen LogisticsTransportLoad 458,2021-04-03,2021-04-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,031a6a5800485c139d99884591ee6855031a6a5800485c139d99884591ee6855
459,LTL000459,471,417,-1,11,Keystone LogisticsTransportLoad 459,2021-04-04,2021-04-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,313d53a9de03543986f45d22aeba5ccb313d53a9de03543986f45d22aeba5ccb
460,LTL000460,59,473,369,9,Harbor LogisticsTransportLoad 460,2021-04-05,2021-04-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65581f09e93b50f48d814aee0df9077265581f09e93b50f48d814aee0df90772
461,LTL000461,25,403,262,3,Forge LogisticsTransportLoad 461,2021-04-06,2021-04-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bde9b51d55b5fac8ddd40d8ff3881bb2bde9b51d55b5fac8ddd40d8ff3881bb
462,LTL000462,47,143,272,7,Titan LogisticsTransportLoad 462,2021-04-07,2021-04-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e996e15e6a2e542da42769af9f1e8105e996e15e6a2e542da42769af9f1e8105
463,LTL000463,402,243,135,9,Atlas LogisticsTransportLoad 463,2021-04-08,2021-04-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02b4866b459c5909878d32b8411c54dc02b4866b459c5909878d32b8411c54dc
464,LTL000464,472,456,336,10,Keystone LogisticsTransportLoad 464,2021-04-09,2021-04-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06e21678a22e557ab5486b3e855cc24e06e21678a22e557ab5486b3e855cc24e
465,LTL000465,230,330,216,10,Cedar LogisticsTransportLoad 465,2021-04-10,2021-04-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb4b1d398f1d54eeb6599adb25f0518dcb4b1d398f1d54eeb6599adb25f0518d
466,LTL000466,474,488,479,5,Keystone LogisticsTransportLoad 466,2021-04-11,2021-04-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b22bbfdfa4145e3faf42e758fc5ee0acb22bbfdfa4145e3faf42e758fc5ee0ac
467,LTL000467,77,472,498,14,Meridian LogisticsTransportLoad 467,2021-04-12,2021-04-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c498fcb6f8d5629bb77a665bff7912e4c498fcb6f8d5629bb77a665bff7912e
468,LTL000468,176,401,372,13,Unity LogisticsTransportLoad 468,2021-04-13,2021-04-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6df36638a665be695cb6ebc34cebf4db6df36638a665be695cb6ebc34cebf4d
469,LTL000469,363,436,420,10,Vertex LogisticsTransportLoad 469,2021-04-14,2021-04-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17975e8966335349b0bbff9f5a506b3117975e8966335349b0bbff9f5a506b31
470,LTL000470,78,401,433,11,Orion LogisticsTransportLoad 470,2021-04-15,2021-04-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5547d3bccfb52ed84181b0238af385ab5547d3bccfb52ed84181b0238af385a
471,LTL000471,29,277,51,6,Pioneer LogisticsTransportLoad 471,2021-04-16,2021-04-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c80faa6cf5835603b75b21752dd46a30c80faa6cf5835603b75b21752dd46a30
472,LTL000472,483,428,259,14,Granite LogisticsTransportLoad 472,2021-04-17,2021-04-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9271f8deb61353f4b8e27be11eef65eb9271f8deb61353f4b8e27be11eef65eb
473,LTL000473,320,46,337,1,Quartz LogisticsTransportLoad 473,2021-04-18,2021-04-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b28bddcb031e5fc4b62f79df9e81b971b28bddcb031e5fc4b62f79df9e81b971
474,LTL000474,427,432,226,2,Meridian LogisticsTransportLoad 474,2021-04-19,2021-04-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60b4564b882651dc98a120d21ca2f1c760b4564b882651dc98a120d21ca2f1c7
475,LTL000475,404,118,205,9,Pioneer LogisticsTransportLoad 475,2021-04-20,2021-04-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a81a842b57354309cd269b09ffe5f075a81a842b57354309cd269b09ffe5f07
476,LTL000476,101,258,-1,1,Evergreen LogisticsTransportLoad 476,2021-04-21,2021-04-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0838e89656955a78d6f1aeb1eb7d1f5a0838e89656955a78d6f1aeb1eb7d1f5
477,LTL000477,152,442,414,4,Forge LogisticsTransportLoad 477,2021-04-22,2021-04-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a176452a4785d76a1b82bafcb30d6661a176452a4785d76a1b82bafcb30d666
478,LTL000478,185,469,109,3,Zenith LogisticsTransportLoad 478,2021-04-23,2021-04-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3cea258f1625824b8969714ec055c8ee3cea258f1625824b8969714ec055c8e
479,LTL000479,74,479,255,4,Granite LogisticsTransportLoad 479,2021-04-24,2021-04-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38704c4e69315b4b9ce5b357c4016dcd38704c4e69315b4b9ce5b357c4016dcd
480,LTL000480,389,63,274,11,Ion LogisticsTransportLoad 480,2021-04-25,2021-04-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28da9c278c0b512c938e708ca5bdaef428da9c278c0b512c938e708ca5bdaef4
481,LTL000481,287,144,119,10,Keystone LogisticsTransportLoad 481,2021-04-26,2021-04-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0f163690f665ca6ba5988cbece5871fc0f163690f665ca6ba5988cbece5871f
482,LTL000482,382,467,165,3,Granite LogisticsTransportLoad 482,2021-04-27,2021-04-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15710a74ccde5de0b918f61078e3f9dd15710a74ccde5de0b918f61078e3f9dd
483,LTL000483,254,182,56,10,Harbor LogisticsTransportLoad 483,2021-04-28,2021-04-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7afa737f029d526bb537635f97a287687afa737f029d526bb537635f97a28768
484,LTL000484,446,451,347,2,Cedar LogisticsTransportLoad 484,2021-04-29,2021-04-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1eadb769d63e5c20b5771b3bbef4f72c1eadb769d63e5c20b5771b3bbef4f72c
