LaborLeaveEntitlementKey,LeaveEntitlementCode,LaborJobGradeKey,LaborAbsenceReasonKey,LeaveEntitlementName,AnnualHours,CarryoverHours,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
418,LLE000418,25,11,Vertex LaborLeaveEntitlement 418,11.00,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f12864572a2566883dd60caeaba05618f12864572a2566883dd60caeaba0561
419,LLE000419,1,13,Junction LaborLeaveEntitlement 419,12.00,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f8f32631d425b47a8ddd60f6c6377218f8f32631d425b47a8ddd60f6c637721
420,LLE000420,26,3,Keystone LaborLeaveEntitlement 420,13.00,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b1d59f615a55f8780306586b09916787b1d59f615a55f8780306586b0991678
421,LLE000421,32,18,Riverton LaborLeaveEntitlement 421,14.00,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57856dd08a525245bf180900bf698e1b57856dd08a525245bf180900bf698e1b
422,LLE000422,1,13,Keystone LaborLeaveEntitlement 422,15.00,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,347e8f97d1af5863a9729813471e6b69347e8f97d1af5863a9729813471e6b69
423,LLE000423,20,14,Harbor LaborLeaveEntitlement 423,16.00,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aaea8efae4c95a289a837817bd12bc59aaea8efae4c95a289a837817bd12bc59
424,LLE000424,33,2,Willow LaborLeaveEntitlement 424,17.00,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5bf7fa2f2815669ae0cd62e0ac1439ac5bf7fa2f2815669ae0cd62e0ac1439a
425,LLE000425,29,1,Willow LaborLeaveEntitlement 425,18.00,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2603fae894d5c3b9ac3447a1608bdc8d2603fae894d5c3b9ac3447a1608bdc8
426,LLE000426,16,4,Orion LaborLeaveEntitlement 426,19.00,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52e72ef5beca5885b24f4b59d511a62452e72ef5beca5885b24f4b59d511a624
427,LLE000427,32,3,Atlas LaborLeaveEntitlement 427,20.00,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11559750d9a75c1c9295332670085ff811559750d9a75c1c9295332670085ff8
428,LLE000428,21,1,Delta LaborLeaveEntitlement 428,21.00,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4dd20c2de388528c90bafb9a41053e724dd20c2de388528c90bafb9a41053e72
429,LLE000429,13,6,Granite LaborLeaveEntitlement 429,22.00,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,110b4ed7fe03574491a8ccaf5f907fbb110b4ed7fe03574491a8ccaf5f907fbb
430,LLE000430,29,2,Ion LaborLeaveEntitlement 430,23.00,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da14778549bb50e4879e662cc26d929dda14778549bb50e4879e662cc26d929d
431,LLE000431,29,9,Vertex LaborLeaveEntitlement 431,24.00,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bf5e74feb8850ceb83b6c7e50a3d6be0bf5e74feb8850ceb83b6c7e50a3d6be
432,LLE000432,31,9,Beacon LaborLeaveEntitlement 432,1.00,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11beb99e1af75df1b552c4294711d48d11beb99e1af75df1b552c4294711d48d
433,LLE000433,26,17,Evergreen LaborLeaveEntitlement 433,2.00,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ccc44667ba65b04bb7d68ee8967bb3e7ccc44667ba65b04bb7d68ee8967bb3e
434,LLE000434,27,12,Meridian LaborLeaveEntitlement 434,3.00,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3c7bc11f0505d6494226b2360831c11a3c7bc11f0505d6494226b2360831c11
435,LLE000435,16,4,Forge LaborLeaveEntitlement 435,4.00,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ae3f3968b7d5a0dbbae8688e18737a54ae3f3968b7d5a0dbbae8688e18737a5
436,LLE000436,14,5,Titan LaborLeaveEntitlement 436,5.00,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c64fb815c0f15b9b899f3a4a0df26a77c64fb815c0f15b9b899f3a4a0df26a77
437,LLE000437,27,13,Riverton LaborLeaveEntitlement 437,6.00,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f77e1f6a45405450a13aa8a1c63233f5f77e1f6a45405450a13aa8a1c63233f5
438,LLE000438,21,4,Pioneer LaborLeaveEntitlement 438,7.00,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5e59e47ad77586198658e38a970cbe5d5e59e47ad77586198658e38a970cbe5
439,LLE000439,16,10,Riverton LaborLeaveEntitlement 439,8.00,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5ef5f6b82a55e0980fa389a8687b60dd5ef5f6b82a55e0980fa389a8687b60d
440,LLE000440,7,3,Evergreen LaborLeaveEntitlement 440,9.00,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82a85b9d0349587a940c3018c3ed5eec82a85b9d0349587a940c3018c3ed5eec
441,LLE000441,19,11,Meridian LaborLeaveEntitlement 441,10.00,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69edc00312ad58f5aaa5f56fa1ad796969edc00312ad58f5aaa5f56fa1ad7969
442,LLE000442,17,4,Granite LaborLeaveEntitlement 442,11.00,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,133fdfd8324050eb80b9582e073a7bd2133fdfd8324050eb80b9582e073a7bd2
443,LLE000443,25,1,Vertex LaborLeaveEntitlement 443,12.00,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffae26c7d201559490abbeeb500bfda7ffae26c7d201559490abbeeb500bfda7
444,LLE000444,14,11,Quartz LaborLeaveEntitlement 444,13.00,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b33becf5e5657a9898087658e7d92580b33becf5e5657a9898087658e7d9258
445,LLE000445,9,10,Ion LaborLeaveEntitlement 445,14.00,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99553092e6f6564ebd72c2dbe33e4df999553092e6f6564ebd72c2dbe33e4df9
446,LLE000446,15,15,Vertex LaborLeaveEntitlement 446,15.00,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9160fa1792a5bb2a1a772ba4f6d482ec9160fa1792a5bb2a1a772ba4f6d482e
447,LLE000447,25,4,Harbor LaborLeaveEntitlement 447,16.00,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,948d727dc10e518bb828ca7257ed24eb948d727dc10e518bb828ca7257ed24eb
448,LLE000448,22,7,Pioneer LaborLeaveEntitlement 448,17.00,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7c8e11ea6a0559795bd632ae474d440c7c8e11ea6a0559795bd632ae474d440
449,LLE000449,16,15,Liberty LaborLeaveEntitlement 449,18.00,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64fe47206e0155179a8262c809d356e364fe47206e0155179a8262c809d356e3
450,LLE000450,14,4,Pioneer LaborLeaveEntitlement 450,19.00,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf8cd408c1be53fcabde4ae164f91cf6bf8cd408c1be53fcabde4ae164f91cf6
451,LLE000451,11,7,Granite LaborLeaveEntitlement 451,20.00,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b093126591ad565d9a7f772ebe48cc76b093126591ad565d9a7f772ebe48cc76
452,LLE000452,16,16,Liberty LaborLeaveEntitlement 452,21.00,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26da9e2697ba58b586229cc97254355926da9e2697ba58b586229cc972543559
453,LLE000453,25,7,Willow LaborLeaveEntitlement 453,22.00,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c68786e894a55ebb043db88b80185fe2c68786e894a55ebb043db88b80185fe
454,LLE000454,23,9,Ion LaborLeaveEntitlement 454,23.00,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a002c7dd3dfd506b9fa0a67ccde2cf1ca002c7dd3dfd506b9fa0a67ccde2cf1c
455,LLE000455,32,5,Riverton LaborLeaveEntitlement 455,24.00,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4dbe71de3da45f49b7038389b17e743c4dbe71de3da45f49b7038389b17e743c
456,LLE000456,30,1,Meridian LaborLeaveEntitlement 456,1.00,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b387d19383356a395b1d317de1d42446b387d19383356a395b1d317de1d4244
457,LLE000457,8,17,Vertex LaborLeaveEntitlement 457,2.00,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,493a329f767c579aa443ab4c8e249294493a329f767c579aa443ab4c8e249294
458,LLE000458,27,15,Northstar LaborLeaveEntitlement 458,3.00,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,baca3bbcd6495b2d88bc2e9276d4d989baca3bbcd6495b2d88bc2e9276d4d989
459,LLE000459,19,12,Northstar LaborLeaveEntitlement 459,4.00,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aaa16a12baa852c6ab2939dff05b7d38aaa16a12baa852c6ab2939dff05b7d38
460,LLE000460,28,6,Forge LaborLeaveEntitlement 460,5.00,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58701c65fe0a5dc5a0f96b1533d9714858701c65fe0a5dc5a0f96b1533d97148
461,LLE000461,20,1,Delta LaborLeaveEntitlement 461,6.00,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a005959767685d34970d2aeb978c8f89a005959767685d34970d2aeb978c8f89
462,LLE000462,9,4,Pioneer LaborLeaveEntitlement 462,7.00,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,652b02a45d925a84b6fb0b54cad1b4c5652b02a45d925a84b6fb0b54cad1b4c5
463,LLE000463,32,12,Willow LaborLeaveEntitlement 463,8.00,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ec14aad38505bff8e744daf3fbf86473ec14aad38505bff8e744daf3fbf8647
464,LLE000464,29,4,Beacon LaborLeaveEntitlement 464,9.00,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,366abdb0532855e2b0b7a96a2152782f366abdb0532855e2b0b7a96a2152782f
465,LLE000465,15,5,Beacon LaborLeaveEntitlement 465,10.00,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7f86fdea73a5e0889c6eaef4938e65fb7f86fdea73a5e0889c6eaef4938e65f
466,LLE000466,19,5,Forge LaborLeaveEntitlement 466,11.00,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05019b1737bf557090eb22a12e1e003a05019b1737bf557090eb22a12e1e003a
467,LLE000467,23,14,Orion LaborLeaveEntitlement 467,12.00,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecbbd54134ca58059c2063dd6c04bd0becbbd54134ca58059c2063dd6c04bd0b
468,LLE000468,26,12,Forge LaborLeaveEntitlement 468,13.00,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e372c3ad52d5cfbbbd9c8985690cb1f1e372c3ad52d5cfbbbd9c8985690cb1f
469,LLE000469,9,15,Titan LaborLeaveEntitlement 469,14.00,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07faa772bb3253f9b1c63790454adc4407faa772bb3253f9b1c63790454adc44
470,LLE000470,30,17,Liberty LaborLeaveEntitlement 470,15.00,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e0f5ead253d5739b5e6b137c1e9db015e0f5ead253d5739b5e6b137c1e9db01
471,LLE000471,7,9,Zenith LaborLeaveEntitlement 471,16.00,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,522e3f1a45545749b621f5ad093cc79b522e3f1a45545749b621f5ad093cc79b
472,LLE000472,14,1,Liberty LaborLeaveEntitlement 472,17.00,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39693d4d0ef3501e9d79d69c28fde88f39693d4d0ef3501e9d79d69c28fde88f
473,LLE000473,14,8,Keystone LaborLeaveEntitlement 473,18.00,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,134829867bb655bfa917be106bcd6dc0134829867bb655bfa917be106bcd6dc0
474,LLE000474,4,11,Titan LaborLeaveEntitlement 474,19.00,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed000795f445580e91b8fad7be7000caed000795f445580e91b8fad7be7000ca
475,LLE000475,26,14,Vertex LaborLeaveEntitlement 475,20.00,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8806b95788f56efb1b754d20f31a186a8806b95788f56efb1b754d20f31a186
476,LLE000476,29,1,Liberty LaborLeaveEntitlement 476,21.00,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9cfb9c3fab55cef8bce46c8b7af7e59d9cfb9c3fab55cef8bce46c8b7af7e59
477,LLE000477,16,11,Cedar LaborLeaveEntitlement 477,22.00,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80561c5ed1ad5438ae5fa9458422465180561c5ed1ad5438ae5fa94584224651
478,LLE000478,23,11,Pioneer LaborLeaveEntitlement 478,23.00,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5733509654eb5248be942a0b926590c85733509654eb5248be942a0b926590c8
479,LLE000479,17,5,Junction LaborLeaveEntitlement 479,24.00,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bed655a1a8c5661b69e969f3ac944727bed655a1a8c5661b69e969f3ac94472
480,LLE000480,34,9,Delta LaborLeaveEntitlement 480,1.00,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27d35be2340e5536bb99e7b9a315866627d35be2340e5536bb99e7b9a3158666
481,LLE000481,14,13,Zenith LaborLeaveEntitlement 481,2.00,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79735b023fca506f889dde6f375c53cf79735b023fca506f889dde6f375c53cf
482,LLE000482,17,9,Beacon LaborLeaveEntitlement 482,3.00,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24823e9bac1153278f03167784f922a924823e9bac1153278f03167784f922a9
483,LLE000483,1,17,Junction LaborLeaveEntitlement 483,4.00,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,719b33864b8152ac8ec1b3bdda73d037719b33864b8152ac8ec1b3bdda73d037
484,LLE000484,2,5,Vertex LaborLeaveEntitlement 484,5.00,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37a90e4bb9cb5c73bc873acc965637c937a90e4bb9cb5c73bc873acc965637c9
485,LLE000485,19,4,Forge LaborLeaveEntitlement 485,6.00,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a1a2dec8c7452f8b9b851d7134cfb046a1a2dec8c7452f8b9b851d7134cfb04
486,LLE000486,2,17,Northstar LaborLeaveEntitlement 486,7.00,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0266d9894686575f988c118b1d742e220266d9894686575f988c118b1d742e22
487,LLE000487,34,14,Keystone LaborLeaveEntitlement 487,8.00,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae7f245f618d584dac648ddc446f9cceae7f245f618d584dac648ddc446f9cce
488,LLE000488,30,1,Riverton LaborLeaveEntitlement 488,9.00,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0b9738333f55906b610130336402d8ef0b9738333f55906b610130336402d8e
489,LLE000489,32,4,Beacon LaborLeaveEntitlement 489,10.00,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d30e9cd6eeff5e3298e924652002697bd30e9cd6eeff5e3298e924652002697b
490,LLE000490,1,2,Granite LaborLeaveEntitlement 490,11.00,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30f5d106a59c5d9e9a8d5d330b94d14230f5d106a59c5d9e9a8d5d330b94d142
491,LLE000491,9,16,Junction LaborLeaveEntitlement 491,12.00,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,719225b6f3bd51d686441824789e2902719225b6f3bd51d686441824789e2902
492,LLE000492,14,5,Unity LaborLeaveEntitlement 492,13.00,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4206039150165eb596f4305641540bbe4206039150165eb596f4305641540bbe
493,LLE000493,5,12,Quartz LaborLeaveEntitlement 493,14.00,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e6884345ce051239c64dde866fc426a4e6884345ce051239c64dde866fc426a
494,LLE000494,8,14,Unity LaborLeaveEntitlement 494,15.00,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bae27ed33d151aca3e2c9e30920b0022bae27ed33d151aca3e2c9e30920b002
495,LLE000495,22,11,Keystone LaborLeaveEntitlement 495,16.00,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f70a4939ca7856a88b0d8d73e4bc367ff70a4939ca7856a88b0d8d73e4bc367f
496,LLE000496,16,15,Zenith LaborLeaveEntitlement 496,17.00,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e6c2f46efd35b388249c707c5caa9579e6c2f46efd35b388249c707c5caa957
497,LLE000497,22,3,Zenith LaborLeaveEntitlement 497,18.00,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79528a1612705264847fc001de0d13a579528a1612705264847fc001de0d13a5
498,LLE000498,18,14,Northstar LaborLeaveEntitlement 498,19.00,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50542cfdc6c45f3cb380c02b5a11285e50542cfdc6c45f3cb380c02b5a11285e
499,LLE000499,21,9,Cedar LaborLeaveEntitlement 499,20.00,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d21299a148c5cb5a2092caa1fca2e234d21299a148c5cb5a2092caa1fca2e23
500,LLE000500,18,16,Junction LaborLeaveEntitlement 500,21.00,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e12385011825ea793067234ae170cfb4e12385011825ea793067234ae170cfb
