PurchaseSupplierContractKey,SupplierContractNumber,SupplierKey,PurchaseContractLineFamilyKey,ContractOwnerEmployeeKey,CurrencyKey,PurchasePaymentTermKey,ApprovalStatusKey,SupplierContractName,EffectiveDate,ExpirationDate,MinimumCommitmentAmount,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
364,PSC000364,133,369,30,2,12,1,Granite PurchaseSupplierContract 364,2020-12-30,2020-12-30,508.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfa19dd604855fc09c9b8713e4574570cfa19dd604855fc09c9b8713e4574570
365,PSC000365,132,485,222,1,4,2,Northstar PurchaseSupplierContract 365,2020-12-31,2020-12-31,510.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1f267037a635907ad9c3d71ebe94a81b1f267037a635907ad9c3d71ebe94a81
366,PSC000366,278,209,113,4,13,3,Zenith PurchaseSupplierContract 366,2021-01-01,2021-01-01,511.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f13360501fa85d27b6182b0de4335b24f13360501fa85d27b6182b0de4335b24
367,PSC000367,23,405,106,3,9,1,Riverton PurchaseSupplierContract 367,2021-01-02,2021-01-02,512.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,904d760ed13c500abcad5ad97cd5628c904d760ed13c500abcad5ad97cd5628c
368,PSC000368,410,154,136,3,38,3,Cedar PurchaseSupplierContract 368,2021-01-03,2021-01-03,514.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e593b52e17f5064a304fe1672ee36c25e593b52e17f5064a304fe1672ee36c2
369,PSC000369,480,420,368,2,15,3,Forge PurchaseSupplierContract 369,2021-01-04,2021-01-04,515.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e1e1ba3619b5baab7c4b0265762e3482e1e1ba3619b5baab7c4b0265762e348
370,PSC000370,126,473,152,1,14,2,Delta PurchaseSupplierContract 370,2021-01-05,2021-01-05,516.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f1e2e3820d3506292fec5aebe0ca9c88f1e2e3820d3506292fec5aebe0ca9c8
371,PSC000371,365,269,318,3,13,4,Keystone PurchaseSupplierContract 371,2021-01-06,2021-01-06,518.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc93dcab5b5451059f2ff633c2db9464fc93dcab5b5451059f2ff633c2db9464
372,PSC000372,299,287,429,5,18,4,Keystone PurchaseSupplierContract 372,2021-01-07,2021-01-07,519.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d056eabe362b5dff9e5565dcad9b7eb1d056eabe362b5dff9e5565dcad9b7eb1
373,PSC000373,243,33,416,2,26,2,Riverton PurchaseSupplierContract 373,2021-01-08,2021-01-08,521.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7eed43d91f85ff086280649466cbff0a7eed43d91f85ff086280649466cbff0
374,PSC000374,246,241,-1,5,28,5,Meridian PurchaseSupplierContract 374,2021-01-09,2021-01-09,522.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7daaabd080b95a99bcd5c3f9b5c06bc37daaabd080b95a99bcd5c3f9b5c06bc3
375,PSC000375,494,483,279,1,31,5,Northstar PurchaseSupplierContract 375,2021-01-10,2021-01-10,523.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d84ebb404a0a50e097977bd91e3346fbd84ebb404a0a50e097977bd91e3346fb
376,PSC000376,222,227,75,2,39,2,Forge PurchaseSupplierContract 376,2021-01-11,2021-01-11,525.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff58a244f447598991089631f2175aa3ff58a244f447598991089631f2175aa3
377,PSC000377,401,201,130,5,36,5,Cedar PurchaseSupplierContract 377,2021-01-12,2021-01-12,526.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5554bc9f2ef50b797618f197fed5226a5554bc9f2ef50b797618f197fed5226
378,PSC000378,461,142,357,4,12,2,Zenith PurchaseSupplierContract 378,2021-01-13,2021-01-13,527.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4bfc0c2a1cbc5f3ea3b00ecb0b4a754d4bfc0c2a1cbc5f3ea3b00ecb0b4a754d
379,PSC000379,428,254,73,4,10,5,Granite PurchaseSupplierContract 379,2021-01-14,2021-01-14,529.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da66d48afd145cc6a9d97a656969d6c5da66d48afd145cc6a9d97a656969d6c5
380,PSC000380,74,483,121,4,26,2,Willow PurchaseSupplierContract 380,2021-01-15,2021-01-15,530.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,525b72d853425346b5faeb9f809706b9525b72d853425346b5faeb9f809706b9
381,PSC000381,360,70,268,3,32,1,Unity PurchaseSupplierContract 381,2021-01-16,2021-01-16,531.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0bd4fa33f735a70820f24d8300e1bb7f0bd4fa33f735a70820f24d8300e1bb7
382,PSC000382,477,52,147,5,26,2,Evergreen PurchaseSupplierContract 382,2021-01-17,2021-01-17,533.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90fa96d212305ff5818e1e3b0f46435e90fa96d212305ff5818e1e3b0f46435e
383,PSC000383,381,4,19,1,40,1,Keystone PurchaseSupplierContract 383,2021-01-18,2021-01-18,534.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e883bc1f41850e4b461a0ab66dda5a19e883bc1f41850e4b461a0ab66dda5a1
384,PSC000384,329,1,287,1,25,5,Forge PurchaseSupplierContract 384,2021-01-19,2021-01-19,536.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1caaaab787859b9b3c4698a8a6a7e79a1caaaab787859b9b3c4698a8a6a7e79
385,PSC000385,37,117,64,3,14,4,Beacon PurchaseSupplierContract 385,2021-01-20,2021-01-20,537.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e73f9735651d5281a4e92965bd52e831e73f9735651d5281a4e92965bd52e831
386,PSC000386,334,281,358,4,34,5,Willow PurchaseSupplierContract 386,2021-01-21,2021-01-21,538.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a131f9207cf544ebd5549dfa6481e679a131f9207cf544ebd5549dfa6481e67
387,PSC000387,409,361,308,5,21,3,Pioneer PurchaseSupplierContract 387,2021-01-22,2021-01-22,540.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3a2f7a68e1c515793877c74bc017a3dc3a2f7a68e1c515793877c74bc017a3d
388,PSC000388,233,201,178,5,14,3,Beacon PurchaseSupplierContract 388,2021-01-23,2021-01-23,541.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,517e214d536055bca0aee4171e0b37e6517e214d536055bca0aee4171e0b37e6
389,PSC000389,6,379,433,4,10,5,Keystone PurchaseSupplierContract 389,2021-01-24,2021-01-24,542.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99dcdae1b9ba507d9bcea1318cb27b4d99dcdae1b9ba507d9bcea1318cb27b4d
390,PSC000390,291,478,387,5,35,4,Evergreen PurchaseSupplierContract 390,2021-01-25,2021-01-25,544.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc1d64c80a32551f80eef83684c0b550bc1d64c80a32551f80eef83684c0b550
391,PSC000391,329,10,-1,5,33,4,Unity PurchaseSupplierContract 391,2021-01-26,2021-01-26,545.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c05d55ff538c5063b89fe54b38d8e33bc05d55ff538c5063b89fe54b38d8e33b
392,PSC000392,223,193,467,3,39,1,Summit PurchaseSupplierContract 392,2021-01-27,2021-01-27,547.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a63ceba5d0a8563e83c59b2c8ac86977a63ceba5d0a8563e83c59b2c8ac86977
393,PSC000393,76,11,444,5,5,4,Vertex PurchaseSupplierContract 393,2021-01-28,2021-01-28,548.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,471c7070db055f939049f902732c16f1471c7070db055f939049f902732c16f1
394,PSC000394,191,120,31,4,4,2,Pioneer PurchaseSupplierContract 394,2021-01-29,2021-01-29,549.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30428e2f75935a9d8818562d8657956830428e2f75935a9d8818562d86579568
395,PSC000395,194,111,265,5,1,5,Granite PurchaseSupplierContract 395,2021-01-30,2021-01-30,551.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92683a0477df501ebb9d469aa064c44d92683a0477df501ebb9d469aa064c44d
396,PSC000396,89,214,456,3,24,2,Granite PurchaseSupplierContract 396,2021-01-31,2021-01-31,552.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42d493ecf0db5888b7fba5b6974d026342d493ecf0db5888b7fba5b6974d0263
397,PSC000397,37,459,429,4,3,3,Willow PurchaseSupplierContract 397,2021-02-01,2021-02-01,553.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,477110a9f24a584da44eed9587c20767477110a9f24a584da44eed9587c20767
398,PSC000398,215,474,139,2,38,2,Pioneer PurchaseSupplierContract 398,2021-02-02,2021-02-02,555.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67aa8ef3ad325e69a33794418097c2e367aa8ef3ad325e69a33794418097c2e3
399,PSC000399,341,189,171,4,8,5,Evergreen PurchaseSupplierContract 399,2021-02-03,2021-02-03,556.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38fa66f1a7d85175a8c0f199059185b238fa66f1a7d85175a8c0f199059185b2
400,PSC000400,25,346,429,2,3,1,Granite PurchaseSupplierContract 400,2021-02-04,2021-02-04,558.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d86bda4854515b17a326295461e27547d86bda4854515b17a326295461e27547
401,PSC000401,417,30,352,1,40,3,Orion PurchaseSupplierContract 401,2021-02-05,2021-02-05,559.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c336d9731bfd55639b0053c04948733ec336d9731bfd55639b0053c04948733e
402,PSC000402,339,416,163,2,11,4,Northstar PurchaseSupplierContract 402,2021-02-06,2021-02-06,560.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57a6a2d7d7a35e818ba0b315b424c9b957a6a2d7d7a35e818ba0b315b424c9b9
403,PSC000403,499,318,99,2,22,5,Pioneer PurchaseSupplierContract 403,2021-02-07,2021-02-07,562.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11891a8adbc550c88353dea8f69ec77211891a8adbc550c88353dea8f69ec772
404,PSC000404,247,95,142,1,25,3,Evergreen PurchaseSupplierContract 404,2021-02-08,2021-02-08,563.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02d4f5ea71d351fcb5e5a925ca9384ff02d4f5ea71d351fcb5e5a925ca9384ff
405,PSC000405,91,307,331,5,13,4,Titan PurchaseSupplierContract 405,2021-02-09,2021-02-09,564.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f96a18a5d665754b89db9a926c02c7b5f96a18a5d665754b89db9a926c02c7b
406,PSC000406,69,356,33,1,12,1,Cedar PurchaseSupplierContract 406,2021-02-10,2021-02-10,566.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77624ffd23ff54e3afc0a6ae16f84a5e77624ffd23ff54e3afc0a6ae16f84a5e
407,PSC000407,201,75,64,2,13,3,Northstar PurchaseSupplierContract 407,2021-02-11,2021-02-11,567.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,faed4cf2830b5a9aaa80d51079d852e3faed4cf2830b5a9aaa80d51079d852e3
408,PSC000408,373,475,-1,2,24,3,Granite PurchaseSupplierContract 408,2021-02-12,2021-02-12,568.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a3b1f58eeab562186655de5a4ec72817a3b1f58eeab562186655de5a4ec7281
409,PSC000409,168,230,455,5,16,1,Zenith PurchaseSupplierContract 409,2021-02-13,2021-02-13,570.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70d3f751544c5ded91b847e1f8ed72b270d3f751544c5ded91b847e1f8ed72b2
410,PSC000410,134,377,318,1,4,4,Riverton PurchaseSupplierContract 410,2021-02-14,2021-02-14,571.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8c23878e5085e3ca84581425c4819e1c8c23878e5085e3ca84581425c4819e1
411,PSC000411,487,214,151,5,17,5,Pioneer PurchaseSupplierContract 411,2021-02-15,2021-02-15,573.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6de0886c0895ac6b417ab3a854d06cdb6de0886c0895ac6b417ab3a854d06cd
412,PSC000412,191,134,364,4,11,5,Quartz PurchaseSupplierContract 412,2021-02-16,2021-02-16,574.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3e2e7d15d3b532191906a41503eae04c3e2e7d15d3b532191906a41503eae04
413,PSC000413,153,155,398,3,33,5,Orion PurchaseSupplierContract 413,2021-02-17,2021-02-17,575.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca5521a4c9e35f12b3545c3333993339ca5521a4c9e35f12b3545c3333993339
414,PSC000414,101,30,445,4,15,2,Willow PurchaseSupplierContract 414,2021-02-18,2021-02-18,577.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e93577320f0753ca9b45e72690f00a09e93577320f0753ca9b45e72690f00a09
415,PSC000415,347,160,163,4,36,1,Delta PurchaseSupplierContract 415,2021-02-19,2021-02-19,578.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b73ab176bd95d0cb84fe7952b01b2869b73ab176bd95d0cb84fe7952b01b286
416,PSC000416,195,138,36,1,3,5,Delta PurchaseSupplierContract 416,2021-02-20,2021-02-20,579.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,039e613ecdbb571b95578bde2f61b845039e613ecdbb571b95578bde2f61b845
417,PSC000417,317,228,81,5,13,1,Orion PurchaseSupplierContract 417,2021-02-21,2021-02-21,581.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42114ed5594953bb882586fdc34c332842114ed5594953bb882586fdc34c3328
418,PSC000418,377,289,4,1,28,2,Junction PurchaseSupplierContract 418,2021-02-22,2021-02-22,582.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9957f8adf355ec6ba0c771431d6e13ae9957f8adf355ec6ba0c771431d6e13a
419,PSC000419,137,488,285,5,19,5,Harbor PurchaseSupplierContract 419,2021-02-23,2021-02-23,584.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a65e1dd30e1f58909778685e945e3828a65e1dd30e1f58909778685e945e3828
420,PSC000420,308,391,291,1,5,1,Ion PurchaseSupplierContract 420,2021-02-24,2021-02-24,585.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4eeaeea3047d5ef48bbebfd326362df04eeaeea3047d5ef48bbebfd326362df0
421,PSC000421,306,306,336,3,10,4,Titan PurchaseSupplierContract 421,2021-02-25,2021-02-25,586.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5bf7ef124da059df8c853bfdcf1df43a5bf7ef124da059df8c853bfdcf1df43a
422,PSC000422,7,310,441,4,13,4,Unity PurchaseSupplierContract 422,2021-02-26,2021-02-26,588.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a495aa7024025ee7b577e350019fa909a495aa7024025ee7b577e350019fa909
423,PSC000423,445,214,397,5,28,3,Willow PurchaseSupplierContract 423,2021-02-27,2021-02-27,589.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4892c637fa5d5d928cdcb19a2f46626d4892c637fa5d5d928cdcb19a2f46626d
424,PSC000424,325,316,441,2,8,1,Pioneer PurchaseSupplierContract 424,2021-02-28,2021-02-28,590.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9e62a629a615b889c482293e5615203e9e62a629a615b889c482293e5615203
425,PSC000425,203,411,-1,3,24,1,Delta PurchaseSupplierContract 425,2021-03-01,2021-03-01,592.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7cf63b0a084d5116a63bbee6bb69d3167cf63b0a084d5116a63bbee6bb69d316
426,PSC000426,86,318,425,1,38,3,Forge PurchaseSupplierContract 426,2021-03-02,2021-03-02,593.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,247934cc1e085ac782d0a9f2975428ff247934cc1e085ac782d0a9f2975428ff
427,PSC000427,414,361,358,1,20,3,Atlas PurchaseSupplierContract 427,2021-03-03,2021-03-03,594.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ebf503d75165c82b404db8d0dedebc64ebf503d75165c82b404db8d0dedebc6
428,PSC000428,173,159,207,5,23,2,Titan PurchaseSupplierContract 428,2021-03-04,2021-03-04,596.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,257e0c8e4e7355eebb3863bbd2fb40c1257e0c8e4e7355eebb3863bbd2fb40c1
429,PSC000429,455,20,24,1,29,1,Beacon PurchaseSupplierContract 429,2021-03-05,2021-03-05,597.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,abfebc22969558e3a6518478c24faee9abfebc22969558e3a6518478c24faee9
430,PSC000430,125,146,10,2,24,5,Cedar PurchaseSupplierContract 430,2021-03-06,2021-03-06,599.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5602b32740545f36a93eee301576be005602b32740545f36a93eee301576be00
431,PSC000431,83,407,495,2,27,3,Delta PurchaseSupplierContract 431,2021-03-07,2021-03-07,600.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bba83b0671fd55c6a12049b72fb66dd2bba83b0671fd55c6a12049b72fb66dd2
432,PSC000432,35,27,51,4,33,3,Pioneer PurchaseSupplierContract 432,2021-03-08,2021-03-08,601.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df9da68d6c155679b8de4f970cb18c0ddf9da68d6c155679b8de4f970cb18c0d
433,PSC000433,209,7,99,1,6,4,Vertex PurchaseSupplierContract 433,2021-03-09,2021-03-09,603.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6f00c00be10517fbff1e40c61833671a6f00c00be10517fbff1e40c61833671
434,PSC000434,107,19,343,5,11,1,Orion PurchaseSupplierContract 434,2021-03-10,2021-03-10,604.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fda1245682da59929dc522688100e015fda1245682da59929dc522688100e015
435,PSC000435,403,36,292,3,26,1,Orion PurchaseSupplierContract 435,2021-03-11,2021-03-11,605.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02708b878b9b5d8a8ddd5e82616a159b02708b878b9b5d8a8ddd5e82616a159b
436,PSC000436,418,364,213,5,40,4,Forge PurchaseSupplierContract 436,2021-03-12,2021-03-12,607.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4900eae9be9e561ab03c5debf06ec5c74900eae9be9e561ab03c5debf06ec5c7
437,PSC000437,431,92,376,3,22,3,Quartz PurchaseSupplierContract 437,2021-03-13,2021-03-13,608.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc746541239f50adb0430a10a6291e5fdc746541239f50adb0430a10a6291e5f
438,PSC000438,452,256,127,5,40,3,Pioneer PurchaseSupplierContract 438,2021-03-14,2021-03-14,610.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,922ac6bdf6b0500f80b7591d5022d487922ac6bdf6b0500f80b7591d5022d487
439,PSC000439,493,59,291,2,12,4,Cedar PurchaseSupplierContract 439,2021-03-15,2021-03-15,611.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d27fe72ac84b586ea751f89eb2f6e5a8d27fe72ac84b586ea751f89eb2f6e5a8
440,PSC000440,155,70,87,4,11,2,Pioneer PurchaseSupplierContract 440,2021-03-16,2021-03-16,612.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf95639ef3ce50769406c5ca0f9fb87dcf95639ef3ce50769406c5ca0f9fb87d
441,PSC000441,19,40,174,2,2,3,Harbor PurchaseSupplierContract 441,2021-03-17,2021-03-17,614.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ad868f8ba6751cc8406543a7d8b254e7ad868f8ba6751cc8406543a7d8b254e
442,PSC000442,177,189,-1,5,18,4,Meridian PurchaseSupplierContract 442,2021-03-18,2021-03-18,615.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,091dda6c02ac54e89ce2ead608f16eb1091dda6c02ac54e89ce2ead608f16eb1
443,PSC000443,471,155,459,1,38,1,Zenith PurchaseSupplierContract 443,2021-03-19,2021-03-19,616.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e1611d301b05b718051eac6e4199b4f3e1611d301b05b718051eac6e4199b4f
444,PSC000444,381,25,487,2,11,5,Ion PurchaseSupplierContract 444,2021-03-20,2021-03-20,618.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d0c30c1d43257a9bd9ecbad5b868e9c9d0c30c1d43257a9bd9ecbad5b868e9c
445,PSC000445,355,248,272,1,21,1,Keystone PurchaseSupplierContract 445,2021-03-21,2021-03-21,619.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae361e185648577488d6f250ef521f35ae361e185648577488d6f250ef521f35
446,PSC000446,430,417,341,3,16,5,Liberty PurchaseSupplierContract 446,2021-03-22,2021-03-22,621.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b36a0c5b36c85dd891274e2bb405751db36a0c5b36c85dd891274e2bb405751d
447,PSC000447,412,34,310,5,27,1,Meridian PurchaseSupplierContract 447,2021-03-23,2021-03-23,622.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff650f016af95b4dab24db16ad1aa00fff650f016af95b4dab24db16ad1aa00f
448,PSC000448,127,491,166,3,34,2,Liberty PurchaseSupplierContract 448,2021-03-24,2021-03-24,623.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,870da0d16cbc539789030f00da099d37870da0d16cbc539789030f00da099d37
449,PSC000449,257,222,191,4,1,5,Northstar PurchaseSupplierContract 449,2021-03-25,2021-03-25,625.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18ecebacfb91508ca27a48003a0ba2e218ecebacfb91508ca27a48003a0ba2e2
450,PSC000450,394,421,12,1,40,5,Titan PurchaseSupplierContract 450,2021-03-26,2021-03-26,626.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e2e0215400a5e77b2ce89cf0e1569936e2e0215400a5e77b2ce89cf0e156993
451,PSC000451,456,487,197,4,12,3,Forge PurchaseSupplierContract 451,2021-03-27,2021-03-27,627.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0e0f244145852f6b46aecb7083fd527d0e0f244145852f6b46aecb7083fd527
452,PSC000452,439,42,338,3,31,4,Harbor PurchaseSupplierContract 452,2021-03-28,2021-03-28,629.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b6573783c5553f4b8019755895c6d1f2b6573783c5553f4b8019755895c6d1f
453,PSC000453,477,165,338,4,15,3,Northstar PurchaseSupplierContract 453,2021-03-29,2021-03-29,630.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22614f2461c95ec6bd575584665b431122614f2461c95ec6bd575584665b4311
454,PSC000454,261,114,154,5,37,4,Meridian PurchaseSupplierContract 454,2021-03-30,2021-03-30,631.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59a9f2ca48935b4dae91e0dc252f8b7259a9f2ca48935b4dae91e0dc252f8b72
455,PSC000455,137,137,230,4,11,1,Willow PurchaseSupplierContract 455,2021-03-31,2021-03-31,633.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5cb13d85cb965750a74037eb2891a9e65cb13d85cb965750a74037eb2891a9e6
