MachineChangeoverKey,ChangeoverCode,MachineKey,FromProductKey,ToProductKey,OeeCalculationMethodKey,MachineChangeoverName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
411,MC000411,98,389,27,4,Zenith MachineChangeover 411,MC000411,1,573.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,578f4321b72f536bae5461adc5666617578f4321b72f536bae5461adc5666617
412,MC000412,457,216,418,3,Northstar MachineChangeover 412,MC000412,1,574.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2ba0ceaa02d54feb478f82c464e3fd4c2ba0ceaa02d54feb478f82c464e3fd4
413,MC000413,400,55,413,3,Cedar MachineChangeover 413,MC000413,1,575.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60b44031ede65f5f8ea948bdb33e834b60b44031ede65f5f8ea948bdb33e834b
414,MC000414,480,312,352,5,Keystone MachineChangeover 414,MC000414,1,577.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbd10bd0da995462b7c01afb34cb2395dbd10bd0da995462b7c01afb34cb2395
415,MC000415,269,12,18,4,Beacon MachineChangeover 415,MC000415,0,578.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbea4019961a544585af08a14c30559ccbea4019961a544585af08a14c30559c
416,MC000416,435,431,72,8,Quartz MachineChangeover 416,MC000416,1,579.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7c00e67105e5282a489796a19ca7419c7c00e67105e5282a489796a19ca7419
417,MC000417,457,262,440,5,Granite MachineChangeover 417,MC000417,1,581.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6cda9844a6f05759a1f6d41454f4303f6cda9844a6f05759a1f6d41454f4303f
418,MC000418,45,190,144,4,Summit MachineChangeover 418,MC000418,1,582.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f63d88cebe0c5fe4921f629d2e7856d9f63d88cebe0c5fe4921f629d2e7856d9
419,MC000419,29,466,196,4,Liberty MachineChangeover 419,MC000419,1,584.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00787458465d5b41bbc28b4acaa50ae900787458465d5b41bbc28b4acaa50ae9
420,MC000420,186,61,390,6,Delta MachineChangeover 420,MC000420,0,585.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d0358bc632a5ab1bdcb08e354b8defd2d0358bc632a5ab1bdcb08e354b8defd
421,MC000421,298,375,209,5,Summit MachineChangeover 421,MC000421,1,586.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5af84d8762f5b1996f9a6f3e9bda62cf5af84d8762f5b1996f9a6f3e9bda62c
422,MC000422,78,386,54,2,Granite MachineChangeover 422,MC000422,1,588.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,151f34fa1a305317aa195e1470c3286c151f34fa1a305317aa195e1470c3286c
423,MC000423,340,300,99,4,Ion MachineChangeover 423,MC000423,1,589.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08cf9168229c570583acfeb1bee96f2d08cf9168229c570583acfeb1bee96f2d
424,MC000424,459,334,90,6,Unity MachineChangeover 424,MC000424,1,590.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31a504c0c105581c967d7295fef5606a31a504c0c105581c967d7295fef5606a
425,MC000425,408,-1,-1,3,Meridian MachineChangeover 425,MC000425,0,592.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,401a43877f8153a0a928b975e9da20f1401a43877f8153a0a928b975e9da20f1
426,MC000426,321,217,460,9,Granite MachineChangeover 426,MC000426,1,593.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1f4f3753e5e5cbe925cfcadefc1aca4b1f4f3753e5e5cbe925cfcadefc1aca4
427,MC000427,227,6,436,6,Evergreen MachineChangeover 427,MC000427,1,594.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ef2f81f327352a28f10ec6526250cf43ef2f81f327352a28f10ec6526250cf4
428,MC000428,272,35,316,4,Granite MachineChangeover 428,MC000428,1,596.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,878e0a17bdef52baac2d8338b4a13493878e0a17bdef52baac2d8338b4a13493
429,MC000429,280,230,197,4,Evergreen MachineChangeover 429,MC000429,1,597.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0a88c66554f577186139ccaa148b76bf0a88c66554f577186139ccaa148b76b
430,MC000430,343,257,5,12,Keystone MachineChangeover 430,MC000430,0,599.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50ceb46cafba51b980cafdce2600cd3c50ceb46cafba51b980cafdce2600cd3c
431,MC000431,166,339,396,4,Zenith MachineChangeover 431,MC000431,1,600.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,620dff1201aa5d3981a677278b2772db620dff1201aa5d3981a677278b2772db
432,MC000432,88,116,310,11,Pioneer MachineChangeover 432,MC000432,1,601.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02e263d1723e577fb48f91aeb476a5fe02e263d1723e577fb48f91aeb476a5fe
433,MC000433,317,410,341,1,Granite MachineChangeover 433,MC000433,1,603.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,648cac70fedb5ee9858b2fb5a3e991e8648cac70fedb5ee9858b2fb5a3e991e8
434,MC000434,97,481,416,3,Evergreen MachineChangeover 434,MC000434,1,604.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4958cebee2ff59aa856d00d18df27d894958cebee2ff59aa856d00d18df27d89
435,MC000435,241,420,20,7,Summit MachineChangeover 435,MC000435,0,605.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ca407853e865d9da92c092ce27ca16c0ca407853e865d9da92c092ce27ca16c
436,MC000436,93,500,35,6,Pioneer MachineChangeover 436,MC000436,1,607.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8fa6bae95c0f55038b9d0c23349ca4dc8fa6bae95c0f55038b9d0c23349ca4dc
437,MC000437,302,51,496,8,Pioneer MachineChangeover 437,MC000437,1,608.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4fe7e71655bd56ac87fbf351a0cf38134fe7e71655bd56ac87fbf351a0cf3813
438,MC000438,368,291,439,2,Zenith MachineChangeover 438,MC000438,1,610.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30c9ac7a05405ff8a79d65b2432881be30c9ac7a05405ff8a79d65b2432881be
439,MC000439,314,192,330,9,Atlas MachineChangeover 439,MC000439,1,611.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d4680b4de1f5a33a9bc21e8520881bc6d4680b4de1f5a33a9bc21e8520881bc
440,MC000440,404,352,401,5,Orion MachineChangeover 440,MC000440,0,612.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d39a4490791d52208ce638baf314dffdd39a4490791d52208ce638baf314dffd
441,MC000441,358,378,77,9,Ion MachineChangeover 441,MC000441,1,614.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,359c16ca24065d08ac65b3fccd42987c359c16ca24065d08ac65b3fccd42987c
442,MC000442,405,-1,-1,6,Riverton MachineChangeover 442,MC000442,1,615.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f710984e5d45e62b172aba12590fdd39f710984e5d45e62b172aba12590fdd3
443,MC000443,198,231,3,1,Atlas MachineChangeover 443,MC000443,1,616.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54c75ed598fd53a98f266ea8b315318a54c75ed598fd53a98f266ea8b315318a
444,MC000444,407,4,142,8,Cedar MachineChangeover 444,MC000444,1,618.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9103a13386d357df9e05ec03758ba98f9103a13386d357df9e05ec03758ba98f
445,MC000445,23,144,120,9,Keystone MachineChangeover 445,MC000445,0,619.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f004ae63043e5d5681410d766c4bae86f004ae63043e5d5681410d766c4bae86
446,MC000446,139,188,242,6,Unity MachineChangeover 446,MC000446,1,621.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fef369a7ed75a6298cd4744313e19366fef369a7ed75a6298cd4744313e1936
447,MC000447,290,145,309,12,Willow MachineChangeover 447,MC000447,1,622.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,630977cc5ba05fb083f9bbb10a656095630977cc5ba05fb083f9bbb10a656095
448,MC000448,187,464,74,5,Riverton MachineChangeover 448,MC000448,1,623.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1107a62cab6a583d98ef55de0118bd561107a62cab6a583d98ef55de0118bd56
449,MC000449,182,156,100,2,Meridian MachineChangeover 449,MC000449,1,625.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5fc9e2bf21ab545e8602e6db0b9728b85fc9e2bf21ab545e8602e6db0b9728b8
450,MC000450,329,116,359,6,Zenith MachineChangeover 450,MC000450,0,626.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1faf89f3c0f5aaea1550b61b9347313e1faf89f3c0f5aaea1550b61b9347313
451,MC000451,297,270,396,7,Ion MachineChangeover 451,MC000451,1,627.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92134b00c55b532e941642a667e1718392134b00c55b532e941642a667e17183
452,MC000452,362,369,218,9,Harbor MachineChangeover 452,MC000452,1,629.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,705daccbe2235cda9045fd5e66917d0c705daccbe2235cda9045fd5e66917d0c
453,MC000453,496,75,135,7,Meridian MachineChangeover 453,MC000453,1,630.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72122385e5b85ef1aa9b2b7ddeb25ab272122385e5b85ef1aa9b2b7ddeb25ab2
454,MC000454,460,259,174,5,Orion MachineChangeover 454,MC000454,1,631.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4075b6aa23915bda941ba632d509ba1a4075b6aa23915bda941ba632d509ba1a
455,MC000455,286,219,22,4,Vertex MachineChangeover 455,MC000455,0,633.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42c1bbf8a99b528991d2276c86ac8ecd42c1bbf8a99b528991d2276c86ac8ecd
456,MC000456,498,238,485,12,Beacon MachineChangeover 456,MC000456,1,634.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,324d6a9fb244591587defe9122946553324d6a9fb244591587defe9122946553
457,MC000457,363,82,397,9,Granite MachineChangeover 457,MC000457,1,636.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3965c2bcf9915a92baf276dc87393eb23965c2bcf9915a92baf276dc87393eb2
458,MC000458,51,420,372,10,Summit MachineChangeover 458,MC000458,1,637.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9d1dd8ebf605d3fbabb8307e8f1a8d5d9d1dd8ebf605d3fbabb8307e8f1a8d5
459,MC000459,115,-1,-1,5,Northstar MachineChangeover 459,MC000459,1,638.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0e53a8f5e865b828f88a9373dcaffbdc0e53a8f5e865b828f88a9373dcaffbd
460,MC000460,136,134,274,12,Quartz MachineChangeover 460,MC000460,0,640.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0cc7eef1061592a8febb7e4b77a26f7c0cc7eef1061592a8febb7e4b77a26f7
461,MC000461,213,162,215,5,Cedar MachineChangeover 461,MC000461,1,641.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07aee0b60e4a530ab0aede7d27ba8e8407aee0b60e4a530ab0aede7d27ba8e84
462,MC000462,229,22,410,1,Meridian MachineChangeover 462,MC000462,1,642.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3d877a2c26555f6b1642981a47cb16eb3d877a2c26555f6b1642981a47cb16e
463,MC000463,55,304,244,12,Willow MachineChangeover 463,MC000463,1,644.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3533db16b9885bec8d4214c482207e723533db16b9885bec8d4214c482207e72
464,MC000464,34,95,166,8,Delta MachineChangeover 464,MC000464,1,645.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7650c1ed92055761aed982870e47fdb27650c1ed92055761aed982870e47fdb2
465,MC000465,263,182,140,6,Vertex MachineChangeover 465,MC000465,0,647.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,123f4d011fbb52058cf5cb4691f55bde123f4d011fbb52058cf5cb4691f55bde
466,MC000466,195,383,450,10,Junction MachineChangeover 466,MC000466,1,648.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8db50bde82ff5457adf08ed06f5bceb78db50bde82ff5457adf08ed06f5bceb7
467,MC000467,414,486,270,10,Harbor MachineChangeover 467,MC000467,1,649.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,334e4208f51b500b81218252d606f315334e4208f51b500b81218252d606f315
468,MC000468,94,119,303,6,Riverton MachineChangeover 468,MC000468,1,651.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47dfb27c8cf654b8b6c9db28c14f865f47dfb27c8cf654b8b6c9db28c14f865f
469,MC000469,109,419,412,8,Willow MachineChangeover 469,MC000469,1,652.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26ab8b892da8537f9e864f398ae8832a26ab8b892da8537f9e864f398ae8832a
470,MC000470,338,417,285,7,Harbor MachineChangeover 470,MC000470,0,653.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,188ad9b06cb45891b16d001b806d1dd4188ad9b06cb45891b16d001b806d1dd4
471,MC000471,82,45,264,6,Atlas MachineChangeover 471,MC000471,1,655.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f4830addd685ebeaae4d6075003bb325f4830addd685ebeaae4d6075003bb32
472,MC000472,484,59,266,9,Summit MachineChangeover 472,MC000472,1,656.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2befb07d5ca357d7b6686a714a271a6b2befb07d5ca357d7b6686a714a271a6b
473,MC000473,36,251,494,6,Vertex MachineChangeover 473,MC000473,1,658.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94b9d087e6e7556aa53760520e9b0cdc94b9d087e6e7556aa53760520e9b0cdc
474,MC000474,151,38,403,1,Forge MachineChangeover 474,MC000474,1,659.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be52fa76ea0f5f3fbdc2e2faaaf40c5dbe52fa76ea0f5f3fbdc2e2faaaf40c5d
475,MC000475,66,227,139,11,Ion MachineChangeover 475,MC000475,0,660.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7401a8fccc395001b046731aabe5be9c7401a8fccc395001b046731aabe5be9c
476,MC000476,483,-1,-1,2,Riverton MachineChangeover 476,MC000476,1,662.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ba91cb0df4754808dc16dc2d7db505f1ba91cb0df4754808dc16dc2d7db505f
477,MC000477,495,117,398,7,Atlas MachineChangeover 477,MC000477,1,663.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28a5de6075155ad19257d99b1c68f74428a5de6075155ad19257d99b1c68f744
478,MC000478,82,423,258,8,Riverton MachineChangeover 478,MC000478,1,664.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d4f48d4d675563daa86c87f00b884d86d4f48d4d675563daa86c87f00b884d8
479,MC000479,498,486,401,5,Liberty MachineChangeover 479,MC000479,1,666.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08cd4f8d49825be5a7936cbba520f37e08cd4f8d49825be5a7936cbba520f37e
480,MC000480,355,449,391,3,Willow MachineChangeover 480,MC000480,0,667.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04a9d3b6ee1858d79f07bb55b1fcda4004a9d3b6ee1858d79f07bb55b1fcda40
481,MC000481,484,368,338,1,Zenith MachineChangeover 481,MC000481,1,668.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6520e15f99775f7d8cc7ac02def426726520e15f99775f7d8cc7ac02def42672
482,MC000482,324,25,155,3,Riverton MachineChangeover 482,MC000482,1,670.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,522619f54d785695869a1812c70de258522619f54d785695869a1812c70de258
483,MC000483,2,169,276,4,Evergreen MachineChangeover 483,MC000483,1,671.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06f31d84f90553678437c856e8a84e7606f31d84f90553678437c856e8a84e76
484,MC000484,410,311,224,10,Forge MachineChangeover 484,MC000484,1,673.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,756818b4a65355b585148888f638363c756818b4a65355b585148888f638363c
485,MC000485,469,469,294,10,Atlas MachineChangeover 485,MC000485,0,674.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,513ebd50b54051c8b684ff86800a5a84513ebd50b54051c8b684ff86800a5a84
486,MC000486,280,178,13,7,Willow MachineChangeover 486,MC000486,1,675.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94815c784de65b8197b44b0be7b6f9af94815c784de65b8197b44b0be7b6f9af
487,MC000487,255,109,422,4,Junction MachineChangeover 487,MC000487,1,677.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bda3566d96405ff5b7045d7c2d456a83bda3566d96405ff5b7045d7c2d456a83
488,MC000488,36,417,42,1,Pioneer MachineChangeover 488,MC000488,1,678.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,057aff34caa15c89ae3eec64233a85d1057aff34caa15c89ae3eec64233a85d1
489,MC000489,227,315,255,4,Riverton MachineChangeover 489,MC000489,1,679.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,284d4328f4f25fe5b41e8c9b0b5e501a284d4328f4f25fe5b41e8c9b0b5e501a
490,MC000490,172,350,214,10,Liberty MachineChangeover 490,MC000490,0,681.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c950b670fa85e4581c7558db24e38085c950b670fa85e4581c7558db24e3808
491,MC000491,114,349,405,11,Unity MachineChangeover 491,MC000491,1,682.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c04bf1511f95bca8c0a462a423e644e6c04bf1511f95bca8c0a462a423e644e
492,MC000492,113,464,21,10,Harbor MachineChangeover 492,MC000492,1,684.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e210f90f76e558ee85a45c38446053dfe210f90f76e558ee85a45c38446053df
493,MC000493,207,-1,-1,3,Northstar MachineChangeover 493,MC000493,1,685.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7cd32c45a6f54c381708d9efcec9dc6d7cd32c45a6f54c381708d9efcec9dc6
494,MC000494,126,316,167,4,Pioneer MachineChangeover 494,MC000494,1,686.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,587c0f463aa750c59152447bbf14c530587c0f463aa750c59152447bbf14c530
495,MC000495,25,105,313,12,Titan MachineChangeover 495,MC000495,0,688.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f4d319298595bde9aec75b994fddbee5f4d319298595bde9aec75b994fddbee
496,MC000496,328,341,197,9,Orion MachineChangeover 496,MC000496,1,689.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3767094f5645977b0e904e0fec6ed30b3767094f5645977b0e904e0fec6ed30
497,MC000497,307,228,436,6,Delta MachineChangeover 497,MC000497,1,690.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffd6aae0afd357e09ed00eb8412d46b3ffd6aae0afd357e09ed00eb8412d46b3
498,MC000498,93,320,484,4,Keystone MachineChangeover 498,MC000498,1,692.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a155945a3d785705b9a7b0c04ed71b46a155945a3d785705b9a7b0c04ed71b46
499,MC000499,425,106,154,4,Liberty MachineChangeover 499,MC000499,1,693.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,079e8c5ff0625b0c825e6baaabd2f910079e8c5ff0625b0c825e6baaabd2f910
500,MC000500,118,63,196,11,Pioneer MachineChangeover 500,MC000500,0,695.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f480e766baa85afe88f44dca57c58c72f480e766baa85afe88f44dca57c58c72
