SafetyPpeItemKey,PpeItemCode,SafetyHazardCategoryKey,UnitOfMeasureKey,PpeItemName,ReplacementCycleDays,IsReusable,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
442,SPI000442,20,2,Delta SafetyPpeItem 442,23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,418cf484352650e190e2b0f6a838a9d0418cf484352650e190e2b0f6a838a9d0
443,SPI000443,53,2,Willow SafetyPpeItem 443,24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e68c8137b0695573b4df7652b02be70fe68c8137b0695573b4df7652b02be70f
444,SPI000444,16,6,Ion SafetyPpeItem 444,25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13f53cc3cc55513cb10f125c61db4a7513f53cc3cc55513cb10f125c61db4a75
445,SPI000445,17,7,Harbor SafetyPpeItem 445,26,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,212687c1e142547aa86a6b931c51a463212687c1e142547aa86a6b931c51a463
446,SPI000446,7,7,Granite SafetyPpeItem 446,27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbf5f9b10e75554fa759c2e8342b6e60cbf5f9b10e75554fa759c2e8342b6e60
447,SPI000447,66,6,Granite SafetyPpeItem 447,28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,657ddc8c81f058d481a9fc18b705e80f657ddc8c81f058d481a9fc18b705e80f
448,SPI000448,40,6,Northstar SafetyPpeItem 448,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33127da0105153e38988209f2e23566b33127da0105153e38988209f2e23566b
449,SPI000449,21,1,Northstar SafetyPpeItem 449,2,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f659fc5b8ed52d79aad5ef21b151d534f659fc5b8ed52d79aad5ef21b151d53
450,SPI000450,2,4,Cedar SafetyPpeItem 450,3,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f97bfde9c7f55e0ba5b538daedcda478f97bfde9c7f55e0ba5b538daedcda478
451,SPI000451,59,2,Evergreen SafetyPpeItem 451,4,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1fbcb7295415ca382c61529e6d0e1cfe1fbcb7295415ca382c61529e6d0e1cf
452,SPI000452,67,3,Ion SafetyPpeItem 452,5,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,321760d40b3856a9806f04cd1bba4597321760d40b3856a9806f04cd1bba4597
453,SPI000453,33,6,Evergreen SafetyPpeItem 453,6,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c44c766ad11055c1b9825f17abeaac87c44c766ad11055c1b9825f17abeaac87
454,SPI000454,65,5,Forge SafetyPpeItem 454,7,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebf6f2ccfacf51cd94f2ca681540932cebf6f2ccfacf51cd94f2ca681540932c
455,SPI000455,61,7,Vertex SafetyPpeItem 455,8,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8afc810a5e7253319e6bdd22e1d819a58afc810a5e7253319e6bdd22e1d819a5
456,SPI000456,42,2,Junction SafetyPpeItem 456,9,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,365a05f664f45c21975644d6018f0cfd365a05f664f45c21975644d6018f0cfd
457,SPI000457,24,7,Atlas SafetyPpeItem 457,10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c356e3a43a5756249d407ee74b11e721c356e3a43a5756249d407ee74b11e721
458,SPI000458,34,1,Vertex SafetyPpeItem 458,11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91cd0c5d5c625b2c99f406aa8fcb768191cd0c5d5c625b2c99f406aa8fcb7681
459,SPI000459,66,1,Riverton SafetyPpeItem 459,12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0004ffe7f4175c25ac97f0097f40fee40004ffe7f4175c25ac97f0097f40fee4
460,SPI000460,63,5,Orion SafetyPpeItem 460,13,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e2e2b5358eb5279bab24b68c2e7c2544e2e2b5358eb5279bab24b68c2e7c254
461,SPI000461,5,4,Liberty SafetyPpeItem 461,14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,adc46ea6b9be542a85635b818f6f2f9dadc46ea6b9be542a85635b818f6f2f9d
462,SPI000462,14,1,Riverton SafetyPpeItem 462,15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6581517d5a17531f89a7dbfe11c43a916581517d5a17531f89a7dbfe11c43a91
463,SPI000463,35,5,Riverton SafetyPpeItem 463,16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80213cd41ec85d7383704fd1fd6a46ad80213cd41ec85d7383704fd1fd6a46ad
464,SPI000464,31,7,Delta SafetyPpeItem 464,17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc1460593b6d5bc8880ce012a388364bfc1460593b6d5bc8880ce012a388364b
465,SPI000465,56,7,Evergreen SafetyPpeItem 465,18,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3206112c809757508c2bf6006d8d9e593206112c809757508c2bf6006d8d9e59
466,SPI000466,2,2,Riverton SafetyPpeItem 466,19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cee5025032b15437b954f1e74ffed8eccee5025032b15437b954f1e74ffed8ec
467,SPI000467,34,6,Cedar SafetyPpeItem 467,20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f78a901921d5564ba6e6d3bc1dc84d11f78a901921d5564ba6e6d3bc1dc84d1
468,SPI000468,62,7,Riverton SafetyPpeItem 468,21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1bd136d03ff5061afc9f03c4485e042f1bd136d03ff5061afc9f03c4485e042
469,SPI000469,19,4,Vertex SafetyPpeItem 469,22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e06465c1734b5d5aa577d400935d230fe06465c1734b5d5aa577d400935d230f
470,SPI000470,11,3,Junction SafetyPpeItem 470,23,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,230f019513c6538894d5a184f366eec1230f019513c6538894d5a184f366eec1
471,SPI000471,46,1,Beacon SafetyPpeItem 471,24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13df33cb305d513f9cdcc8884a6f636d13df33cb305d513f9cdcc8884a6f636d
472,SPI000472,47,7,Evergreen SafetyPpeItem 472,25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d1b76a3793452d190dfb774b305c5815d1b76a3793452d190dfb774b305c581
473,SPI000473,10,1,Meridian SafetyPpeItem 473,26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4404b6eb024520b9156bdd33de66cd0b4404b6eb024520b9156bdd33de66cd0
474,SPI000474,5,6,Quartz SafetyPpeItem 474,27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,880c6925848b5a67932bd24a79d63c0a880c6925848b5a67932bd24a79d63c0a
475,SPI000475,24,3,Willow SafetyPpeItem 475,28,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e62cf35ff5985676b790bb22792c4b35e62cf35ff5985676b790bb22792c4b35
476,SPI000476,47,5,Willow SafetyPpeItem 476,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,391c5607a0c45dafae286952c326e750391c5607a0c45dafae286952c326e750
477,SPI000477,16,6,Granite SafetyPpeItem 477,2,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14b3985291f35106b8d4fdc23c60d76414b3985291f35106b8d4fdc23c60d764
478,SPI000478,39,5,Atlas SafetyPpeItem 478,3,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,252b24eb727a569e912492bce157c8e2252b24eb727a569e912492bce157c8e2
479,SPI000479,36,7,Meridian SafetyPpeItem 479,4,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,153757a0940957678bebd39b7fd26a83153757a0940957678bebd39b7fd26a83
480,SPI000480,72,4,Riverton SafetyPpeItem 480,5,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,095dd167afca5cb8bdc813dac7f86cc0095dd167afca5cb8bdc813dac7f86cc0
481,SPI000481,48,1,Pioneer SafetyPpeItem 481,6,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,520c7fe250225daba8cfb4b08babecab520c7fe250225daba8cfb4b08babecab
482,SPI000482,58,1,Cedar SafetyPpeItem 482,7,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ddd5f3fa1180513cbae6565e07ce7845ddd5f3fa1180513cbae6565e07ce7845
483,SPI000483,15,2,Junction SafetyPpeItem 483,8,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03414fbcd3ea5267af1a4a832c58c58503414fbcd3ea5267af1a4a832c58c585
484,SPI000484,62,6,Keystone SafetyPpeItem 484,9,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3723768546195a54a01eaf6b18b814cc3723768546195a54a01eaf6b18b814cc
485,SPI000485,60,7,Meridian SafetyPpeItem 485,10,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99ae9a27ee935f6ab3c385a848313aad99ae9a27ee935f6ab3c385a848313aad
486,SPI000486,58,6,Willow SafetyPpeItem 486,11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83f3033e86c05024b80b491bbcbb12d883f3033e86c05024b80b491bbcbb12d8
487,SPI000487,65,5,Harbor SafetyPpeItem 487,12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,273345c32d3d53449e7d72aa6e510170273345c32d3d53449e7d72aa6e510170
488,SPI000488,50,1,Ion SafetyPpeItem 488,13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc5e2d2879bb53b88cdc041eb94bdd96bc5e2d2879bb53b88cdc041eb94bdd96
489,SPI000489,17,2,Ion SafetyPpeItem 489,14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebb3ed2fa16b5100a1829513b05f51b4ebb3ed2fa16b5100a1829513b05f51b4
490,SPI000490,22,7,Junction SafetyPpeItem 490,15,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0430638d15a544b87cf226501a13175f0430638d15a544b87cf226501a13175
491,SPI000491,63,6,Evergreen SafetyPpeItem 491,16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc48529f4170568492ed8f261070b47acc48529f4170568492ed8f261070b47a
492,SPI000492,39,6,Evergreen SafetyPpeItem 492,17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60d22e8b799b514298434af9e9efa2d860d22e8b799b514298434af9e9efa2d8
493,SPI000493,65,1,Harbor SafetyPpeItem 493,18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb255097a079550783362d210e58bcb0cb255097a079550783362d210e58bcb0
494,SPI000494,31,6,Beacon SafetyPpeItem 494,19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,659c07d5e05a5a3a8f94efc44ab3fd81659c07d5e05a5a3a8f94efc44ab3fd81
495,SPI000495,3,2,Junction SafetyPpeItem 495,20,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dde46b63560355d8b56510d6ad11d241dde46b63560355d8b56510d6ad11d241
496,SPI000496,24,4,Granite SafetyPpeItem 496,21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61239337cef654ec8c206a3ee505122e61239337cef654ec8c206a3ee505122e
497,SPI000497,14,2,Evergreen SafetyPpeItem 497,22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3cb7433f2c6650cd8a5e38890c3146063cb7433f2c6650cd8a5e38890c314606
498,SPI000498,63,1,Ion SafetyPpeItem 498,23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97e16fb52ec756e2a541d0606e5e3dc697e16fb52ec756e2a541d0606e5e3dc6
499,SPI000499,55,1,Atlas SafetyPpeItem 499,24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6633430b31f5edca428eaaaaba23b3eb6633430b31f5edca428eaaaaba23b3e
500,SPI000500,55,2,Ion SafetyPpeItem 500,25,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,677d810a6a9a536bbbd22cbf30f03f26677d810a6a9a536bbbd22cbf30f03f26
