InventorySafetyStockPolicyKey,SafetyStockPolicyCode,ProductKey,PlantKey,InventoryPolicySegmentKey,InventoryAbcClassKey,UnitOfMeasureKey,MinimumQuantity,MaximumQuantity,ReorderPointQuantity,ReviewCycleDays,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
426,ISSP000426,243,300,362,3,6,298.3000,298.3000,298.3000,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1461ff2b2ec95489b756f10fb81b6a181461ff2b2ec95489b756f10fb81b6a18
427,ISSP000427,181,292,451,4,6,299.0000,299.0000,299.0000,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5c43c16b50f59a2ac7994a441049a9ef5c43c16b50f59a2ac7994a441049a9e
428,ISSP000428,442,240,486,2,5,299.7000,299.7000,299.7000,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71fa009692d25e9cbf169c6ce6a3f0bc71fa009692d25e9cbf169c6ce6a3f0bc
429,ISSP000429,38,226,344,4,1,300.4000,300.4000,300.4000,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,346f838727de50239958f967af018614346f838727de50239958f967af018614
430,ISSP000430,20,21,108,5,1,301.1000,301.1000,301.1000,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,139377d4df905c38aa4cdeca6575748b139377d4df905c38aa4cdeca6575748b
431,ISSP000431,181,279,189,5,3,301.8000,301.8000,301.8000,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c6836c6de6d5122ae06504a770dfca29c6836c6de6d5122ae06504a770dfca2
432,ISSP000432,42,37,345,1,4,302.5000,302.5000,302.5000,13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de6bf96bb9825402be41d24ce8fc4d3cde6bf96bb9825402be41d24ce8fc4d3c
433,ISSP000433,28,289,472,4,4,303.2000,303.2000,303.2000,14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3fbe899142965b5cac5e23bc0b467a873fbe899142965b5cac5e23bc0b467a87
434,ISSP000434,280,91,298,1,3,303.9000,303.9000,303.9000,15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab66b9b6feb55ab49a5d712cf961553aab66b9b6feb55ab49a5d712cf961553a
435,ISSP000435,243,281,447,5,1,304.6000,304.6000,304.6000,16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac2fbba72aff542b95aa1e7c2df8b8b8ac2fbba72aff542b95aa1e7c2df8b8b8
436,ISSP000436,454,275,66,2,6,305.3000,305.3000,305.3000,17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,297be829dc935238a76391fdd0bdd3cb297be829dc935238a76391fdd0bdd3cb
437,ISSP000437,293,278,292,5,6,306.0000,306.0000,306.0000,18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e905d58c3ec15b5ba5871089f413bbdde905d58c3ec15b5ba5871089f413bbdd
438,ISSP000438,239,99,108,3,3,306.7000,306.7000,306.7000,19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec4807dde8e950a7a59c81ba5c3f3002ec4807dde8e950a7a59c81ba5c3f3002
439,ISSP000439,53,210,240,5,7,307.4000,307.4000,307.4000,20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9326cf894bff5b99a19402563b97137f9326cf894bff5b99a19402563b97137f
440,ISSP000440,265,221,425,4,6,308.1000,308.1000,308.1000,21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a95161dcb3e5f83b7e82295ea5264952a95161dcb3e5f83b7e82295ea526495
441,ISSP000441,40,34,339,2,4,308.8000,308.8000,308.8000,22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c4ea9e7b7555b6eb315198b4907ca000c4ea9e7b7555b6eb315198b4907ca00
442,ISSP000442,114,338,147,4,6,309.5000,309.5000,309.5000,23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e2bf53a9c5b5a88a2e16db7986eb8497e2bf53a9c5b5a88a2e16db7986eb849
443,ISSP000443,467,110,42,4,2,310.2000,310.2000,310.2000,24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33d54080379e5c68b91f070ac91fdd6333d54080379e5c68b91f070ac91fdd63
444,ISSP000444,181,309,272,4,7,310.9000,310.9000,310.9000,25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,035eb49eaa0b51a7a2db53e2c75fa3dc035eb49eaa0b51a7a2db53e2c75fa3dc
445,ISSP000445,179,99,211,2,7,311.6000,311.6000,311.6000,26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25196f3d7fea579d82898d123e74173125196f3d7fea579d82898d123e741731
446,ISSP000446,455,55,387,2,5,312.3000,312.3000,312.3000,27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa6048ef10cd5dec8673aca35db75f0caa6048ef10cd5dec8673aca35db75f0c
447,ISSP000447,374,175,290,2,4,313.0000,313.0000,313.0000,28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,baf5fa79288b5c56b1afde99931b93debaf5fa79288b5c56b1afde99931b93de
448,ISSP000448,66,251,93,3,4,313.7000,313.7000,313.7000,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,868dc6a212fb5e0492b0afafd16002c0868dc6a212fb5e0492b0afafd16002c0
449,ISSP000449,154,49,188,2,6,314.4000,314.4000,314.4000,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a91d72fb814583c8d5426a3164b51727a91d72fb814583c8d5426a3164b5172
450,ISSP000450,178,85,374,3,2,315.1000,315.1000,315.1000,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d47b2b80982457aeae892b68b05de14cd47b2b80982457aeae892b68b05de14c
451,ISSP000451,241,222,70,5,5,315.8000,315.8000,315.8000,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e08e650233ce5cd09c4c2ca0d5721c93e08e650233ce5cd09c4c2ca0d5721c93
452,ISSP000452,62,92,262,5,3,316.5000,316.5000,316.5000,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36706c64d3f75860be2e8172a9dc64d436706c64d3f75860be2e8172a9dc64d4
453,ISSP000453,431,95,259,3,3,317.2000,317.2000,317.2000,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6bde2b75cc0c5dea9b6820e8c48dc95d6bde2b75cc0c5dea9b6820e8c48dc95d
454,ISSP000454,23,255,276,3,5,317.9000,317.9000,317.9000,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e093b4859503509a80d17ef054b68e62e093b4859503509a80d17ef054b68e62
455,ISSP000455,367,58,74,1,4,318.6000,318.6000,318.6000,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85672aabe5b65104896dee4541d5919185672aabe5b65104896dee4541d59191
456,ISSP000456,192,330,270,4,5,319.3000,319.3000,319.3000,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd048514888c5dfeb53cc2e25b2ceff2dd048514888c5dfeb53cc2e25b2ceff2
457,ISSP000457,495,278,480,4,1,320.0000,320.0000,320.0000,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,987345de3398538691b83a4d964ea627987345de3398538691b83a4d964ea627
458,ISSP000458,123,245,251,4,4,320.7000,320.7000,320.7000,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b31ff3c659c65de38f26eeeea47e61e0b31ff3c659c65de38f26eeeea47e61e0
459,ISSP000459,125,74,112,5,4,321.4000,321.4000,321.4000,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea0ca16ec45b546392f17cc6f2769bd1ea0ca16ec45b546392f17cc6f2769bd1
460,ISSP000460,233,305,337,5,6,322.1000,322.1000,322.1000,13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f27d4e53e29953c198e4a95bb5e176a0f27d4e53e29953c198e4a95bb5e176a0
461,ISSP000461,155,135,147,4,5,322.8000,322.8000,322.8000,14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3423f77f14265c858847a4498ecdbe2a3423f77f14265c858847a4498ecdbe2a
462,ISSP000462,147,111,159,3,6,323.5000,323.5000,323.5000,15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,accceb93f1d857c6aa35636e97ec055daccceb93f1d857c6aa35636e97ec055d
463,ISSP000463,461,174,135,4,7,324.2000,324.2000,324.2000,16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7fe90fc9803b56c689e88c662e93bf697fe90fc9803b56c689e88c662e93bf69
464,ISSP000464,52,10,67,4,3,324.9000,324.9000,324.9000,17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3fdcd1b8bb5d586981fe078e847530203fdcd1b8bb5d586981fe078e84753020
465,ISSP000465,231,263,214,4,1,325.6000,325.6000,325.6000,18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4cd7cf504f355358991782477579bcfc4cd7cf504f355358991782477579bcf
466,ISSP000466,323,195,430,3,4,326.3000,326.3000,326.3000,19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,474d13db83d2584ba0f44c836414d451474d13db83d2584ba0f44c836414d451
467,ISSP000467,448,323,479,3,3,327.0000,327.0000,327.0000,20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a00ef345298f5ebe88e14aa22a748e27a00ef345298f5ebe88e14aa22a748e27
468,ISSP000468,208,204,6,5,2,327.7000,327.7000,327.7000,21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b381325068c595abb0f626360c07d911b381325068c595abb0f626360c07d91
469,ISSP000469,177,225,307,1,6,328.4000,328.4000,328.4000,22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,533552e809db52deb47d7faa812e06b1533552e809db52deb47d7faa812e06b1
470,ISSP000470,219,44,139,2,3,329.1000,329.1000,329.1000,23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e5b45c60bc658c18bd95fde10824e850e5b45c60bc658c18bd95fde10824e85
471,ISSP000471,149,186,386,2,6,329.8000,329.8000,329.8000,24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b07c040a9399546a9c9432222c84a3a0b07c040a9399546a9c9432222c84a3a0
472,ISSP000472,71,52,401,2,3,330.5000,330.5000,330.5000,25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e394b3467f265a1a87a293504e30b7a6e394b3467f265a1a87a293504e30b7a6
473,ISSP000473,315,259,144,3,7,331.2000,331.2000,331.2000,26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c26a9026ec2653a9822ddc03a814ceb6c26a9026ec2653a9822ddc03a814ceb6
474,ISSP000474,62,163,72,1,5,331.9000,331.9000,331.9000,27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,361815ad66b459ec820e5f63edc2d490361815ad66b459ec820e5f63edc2d490
475,ISSP000475,99,130,190,5,7,332.6000,332.6000,332.6000,28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf0643ed5c4355548288c12be98a1693cf0643ed5c4355548288c12be98a1693
476,ISSP000476,149,64,366,1,6,333.3000,333.3000,333.3000,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23e066ce61965f2ba5f8e0d5145483ab23e066ce61965f2ba5f8e0d5145483ab
477,ISSP000477,450,176,290,1,3,334.0000,334.0000,334.0000,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ce8d72a037058ff895b010b7cd0916f6ce8d72a037058ff895b010b7cd0916f
478,ISSP000478,378,19,363,1,3,334.7000,334.7000,334.7000,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55864a6159ca5a8e83b091defc0abf8f55864a6159ca5a8e83b091defc0abf8f
479,ISSP000479,86,151,41,2,6,335.4000,335.4000,335.4000,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,051a9fcf8fd1509ca38f7ed1dafdf7a5051a9fcf8fd1509ca38f7ed1dafdf7a5
480,ISSP000480,381,258,53,1,3,336.1000,336.1000,336.1000,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c490a8b719f5398a85133b4cdbdc1194c490a8b719f5398a85133b4cdbdc119
481,ISSP000481,332,192,151,1,7,336.8000,336.8000,336.8000,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78bed6a72b695504addace38b359dd8a78bed6a72b695504addace38b359dd8a
482,ISSP000482,421,290,195,3,4,337.5000,337.5000,337.5000,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,981372585e365f3aad523024fd05b8bb981372585e365f3aad523024fd05b8bb
483,ISSP000483,326,284,195,3,5,338.2000,338.2000,338.2000,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d774dd4084bc5964bd256cabf53aca1fd774dd4084bc5964bd256cabf53aca1f
484,ISSP000484,97,7,293,1,4,338.9000,338.9000,338.9000,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e42b5f1d9549556bbce22756f950e66fe42b5f1d9549556bbce22756f950e66f
485,ISSP000485,335,22,157,5,5,339.6000,339.6000,339.6000,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6acc9df503d53f28f90d661021d2e97a6acc9df503d53f28f90d661021d2e97
486,ISSP000486,421,166,56,1,7,340.3000,340.3000,340.3000,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,781b6cf865ef5f8eac42e1c3628730d4781b6cf865ef5f8eac42e1c3628730d4
487,ISSP000487,204,240,324,3,2,341.0000,341.0000,341.0000,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ab8c9aed4b950b1808eb94f5d22c4643ab8c9aed4b950b1808eb94f5d22c464
488,ISSP000488,492,121,38,3,4,341.7000,341.7000,341.7000,13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12b676a936195ad684df609c5bf7f3fb12b676a936195ad684df609c5bf7f3fb
489,ISSP000489,438,178,469,2,6,342.4000,342.4000,342.4000,14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e577ae3d5adc5107aa29eb74cbc43215e577ae3d5adc5107aa29eb74cbc43215
490,ISSP000490,256,148,166,5,2,343.1000,343.1000,343.1000,15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5db024c210ed5dbcbb22fead2dfd34095db024c210ed5dbcbb22fead2dfd3409
491,ISSP000491,333,248,115,5,2,343.8000,343.8000,343.8000,16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e3a3ecb49b5550b8ff87dac483403980e3a3ecb49b5550b8ff87dac48340398
492,ISSP000492,43,241,389,4,7,344.5000,344.5000,344.5000,17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97f2ecfc053d53d1bc1461cc396a4d6697f2ecfc053d53d1bc1461cc396a4d66
493,ISSP000493,286,71,362,1,2,345.2000,345.2000,345.2000,18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f348117c9025e3abe00ad561aac80510f348117c9025e3abe00ad561aac8051
494,ISSP000494,84,322,165,5,3,345.9000,345.9000,345.9000,19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28b5efba192f5cbe9aa53ba2b081a00528b5efba192f5cbe9aa53ba2b081a005
495,ISSP000495,288,298,298,5,4,346.6000,346.6000,346.6000,20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86ee05f14e125362ad799eb6d5b3013d86ee05f14e125362ad799eb6d5b3013d
496,ISSP000496,429,192,327,2,2,347.3000,347.3000,347.3000,21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,094fcf9b4ffc5c819d3b2d7ebdb52c8a094fcf9b4ffc5c819d3b2d7ebdb52c8a
497,ISSP000497,462,240,361,4,5,348.0000,348.0000,348.0000,22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c117f91bfae538a8651021279be9d101c117f91bfae538a8651021279be9d10
498,ISSP000498,69,256,142,1,4,348.7000,348.7000,348.7000,23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd99e0cfc55f50afbbca04401139d862dd99e0cfc55f50afbbca04401139d862
499,ISSP000499,308,261,380,2,5,349.4000,349.4000,349.4000,24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23c04c81b8eb5a26bcce807f1f529f4b23c04c81b8eb5a26bcce807f1f529f4b
500,ISSP000500,223,326,280,1,7,350.1000,350.1000,350.1000,25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50e67dfbd8bb539a91e69ce26c7d687750e67dfbd8bb539a91e69ce26c7d6877
