ProductionOperationKey,ProductionOperationNumber,ProductionWorkOrderKey,WorkCenterKey,ProductionProcessStepKey,ProductionOrderStatusKey,ProductionOperationName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
411,PO000411,38,279,423,4,Evergreen ProductionOperation 411,PO000411,1,573.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,074e434ed11a5c1094267c91695250c8074e434ed11a5c1094267c91695250c8
412,PO000412,165,144,455,2,Keystone ProductionOperation 412,PO000412,1,574.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfa04fc7f3c258f78f4f0c8412526e13dfa04fc7f3c258f78f4f0c8412526e13
413,PO000413,215,496,460,12,Unity ProductionOperation 413,PO000413,1,575.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3bcb95cb0b65b14aff05f2c95036878b3bcb95cb0b65b14aff05f2c95036878
414,PO000414,423,423,386,8,Orion ProductionOperation 414,PO000414,1,577.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e88b17b87f365b4ba49af5e606f148aee88b17b87f365b4ba49af5e606f148ae
415,PO000415,39,30,378,2,Beacon ProductionOperation 415,PO000415,0,578.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f808842178725f07be029e77a5dbbb00f808842178725f07be029e77a5dbbb00
416,PO000416,132,48,104,12,Titan ProductionOperation 416,PO000416,1,579.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d8ce41f64aa5fbb868d6e803db825a84d8ce41f64aa5fbb868d6e803db825a8
417,PO000417,409,265,469,1,Orion ProductionOperation 417,PO000417,1,581.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4d0aee0221950609e6dfffe0658c1e8a4d0aee0221950609e6dfffe0658c1e8
418,PO000418,367,15,92,10,Unity ProductionOperation 418,PO000418,1,582.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a289b26eae9500b8bd871612badb3ad8a289b26eae9500b8bd871612badb3ad
419,PO000419,235,204,133,8,Unity ProductionOperation 419,PO000419,1,584.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b9559beafe058af93de75e9bf140ed57b9559beafe058af93de75e9bf140ed5
420,PO000420,342,67,303,11,Harbor ProductionOperation 420,PO000420,0,585.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e47437a79525529b8b1cf8c1a723fc85e47437a79525529b8b1cf8c1a723fc8
421,PO000421,428,58,369,12,Evergreen ProductionOperation 421,PO000421,1,586.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34f5e86abf265a26988b2ad4ee4d9d5434f5e86abf265a26988b2ad4ee4d9d54
422,PO000422,415,112,228,9,Forge ProductionOperation 422,PO000422,1,588.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e054dafb7d154979259ec9df370cfad6e054dafb7d154979259ec9df370cfad
423,PO000423,373,416,454,4,Cedar ProductionOperation 423,PO000423,1,589.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91f8513d57a0572eae2b75dabb9e392591f8513d57a0572eae2b75dabb9e3925
424,PO000424,67,367,376,4,Atlas ProductionOperation 424,PO000424,1,590.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d2bcf45be5457ca95762abef74ff4957d2bcf45be5457ca95762abef74ff495
425,PO000425,436,345,224,11,Willow ProductionOperation 425,PO000425,0,592.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a44ffedc5ed65801844ae60e19677827a44ffedc5ed65801844ae60e19677827
426,PO000426,252,12,89,4,Northstar ProductionOperation 426,PO000426,1,593.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,450d8a5080515aa3ad2ffd02b668fe6c450d8a5080515aa3ad2ffd02b668fe6c
427,PO000427,104,263,231,12,Vertex ProductionOperation 427,PO000427,1,594.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7a9e830ea2b55f0b814b838067cfc60c7a9e830ea2b55f0b814b838067cfc60
428,PO000428,28,452,128,8,Beacon ProductionOperation 428,PO000428,1,596.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,899b4467c3ea5a998a5e27cd4a33c8f0899b4467c3ea5a998a5e27cd4a33c8f0
429,PO000429,176,72,232,5,Beacon ProductionOperation 429,PO000429,1,597.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5dd2436b10295dfaac424deee7f4d6965dd2436b10295dfaac424deee7f4d696
430,PO000430,338,368,123,3,Meridian ProductionOperation 430,PO000430,0,599.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49f50e9c84fe5b62a10e5a9aa31c32e349f50e9c84fe5b62a10e5a9aa31c32e3
431,PO000431,379,498,124,6,Summit ProductionOperation 431,PO000431,1,600.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,999281a3b5915d29990356e9c0b7287b999281a3b5915d29990356e9c0b7287b
432,PO000432,36,134,309,3,Harbor ProductionOperation 432,PO000432,1,601.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1e26429265c5e0089703e6a619cb720e1e26429265c5e0089703e6a619cb720
433,PO000433,378,309,241,5,Vertex ProductionOperation 433,PO000433,1,603.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9310d3d117995bf381325eeef751caaa9310d3d117995bf381325eeef751caaa
434,PO000434,174,110,70,9,Northstar ProductionOperation 434,PO000434,1,604.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,002c6b2474fb55ceabe86f199e9dba77002c6b2474fb55ceabe86f199e9dba77
435,PO000435,376,499,160,12,Pioneer ProductionOperation 435,PO000435,0,605.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e98b4275258583f8eb7f7de61d6020d0e98b4275258583f8eb7f7de61d6020d
436,PO000436,107,185,165,12,Unity ProductionOperation 436,PO000436,1,607.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55adfd761dcd5a948321097c3134247355adfd761dcd5a948321097c31342473
437,PO000437,132,238,102,3,Vertex ProductionOperation 437,PO000437,1,608.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,014f00bf8f2f5fb78355dcaebe2793a4014f00bf8f2f5fb78355dcaebe2793a4
438,PO000438,302,313,81,10,Forge ProductionOperation 438,PO000438,1,610.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a5de70f9c415c5697194e510f9f329c1a5de70f9c415c5697194e510f9f329c
439,PO000439,461,321,458,2,Evergreen ProductionOperation 439,PO000439,1,611.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec47c962067b5132971647321b5862e7ec47c962067b5132971647321b5862e7
440,PO000440,441,427,146,4,Titan ProductionOperation 440,PO000440,0,612.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,921b230d6e1050baa836d42edd6d03c0921b230d6e1050baa836d42edd6d03c0
441,PO000441,255,324,32,7,Quartz ProductionOperation 441,PO000441,1,614.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6d88707628b5137bfc7726325584769a6d88707628b5137bfc7726325584769
442,PO000442,114,470,93,7,Meridian ProductionOperation 442,PO000442,1,615.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af7b181f4936592d94857306d9572f0aaf7b181f4936592d94857306d9572f0a
443,PO000443,206,489,35,6,Cedar ProductionOperation 443,PO000443,1,616.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c821ec43cef51858b5c2805a4e2e6775c821ec43cef51858b5c2805a4e2e677
444,PO000444,40,93,49,12,Harbor ProductionOperation 444,PO000444,1,618.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e4169e699bf553d97d22e49f18552483e4169e699bf553d97d22e49f1855248
445,PO000445,461,440,247,7,Quartz ProductionOperation 445,PO000445,0,619.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c21e1d2ed2258efaa17ccdca0210f4b1c21e1d2ed2258efaa17ccdca0210f4b
446,PO000446,384,445,381,2,Liberty ProductionOperation 446,PO000446,1,621.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b97409383fb546fad5c3276355e74204b97409383fb546fad5c3276355e7420
447,PO000447,435,157,392,9,Evergreen ProductionOperation 447,PO000447,1,622.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4fb0bc665be5ae69fccfd965fec2c13a4fb0bc665be5ae69fccfd965fec2c13
448,PO000448,434,420,274,11,Liberty ProductionOperation 448,PO000448,1,623.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f6e1e0b82a85e3882e9d04c85b03fef5f6e1e0b82a85e3882e9d04c85b03fef
449,PO000449,483,129,42,9,Forge ProductionOperation 449,PO000449,1,625.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d88287ee0ca6508087ea27dd92d69721d88287ee0ca6508087ea27dd92d69721
450,PO000450,296,227,212,7,Zenith ProductionOperation 450,PO000450,0,626.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10523cf587835a76b57662687af3679210523cf587835a76b57662687af36792
451,PO000451,427,393,436,9,Cedar ProductionOperation 451,PO000451,1,627.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6372316ee06b571080f0649d88fa9db26372316ee06b571080f0649d88fa9db2
452,PO000452,148,322,228,9,Granite ProductionOperation 452,PO000452,1,629.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc31f28e1d225e3dbe2cb6b784af56a4dc31f28e1d225e3dbe2cb6b784af56a4
453,PO000453,395,130,113,11,Unity ProductionOperation 453,PO000453,1,630.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c7eefe447db5a7a8af001b84a988f345c7eefe447db5a7a8af001b84a988f34
454,PO000454,196,242,479,3,Meridian ProductionOperation 454,PO000454,1,631.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e0663c70b36509b9aea6e55bb657aee9e0663c70b36509b9aea6e55bb657aee
455,PO000455,234,135,500,1,Meridian ProductionOperation 455,PO000455,0,633.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,672bac54895b541e8d32ea6541cc4770672bac54895b541e8d32ea6541cc4770
456,PO000456,499,392,153,6,Riverton ProductionOperation 456,PO000456,1,634.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7abdc3dd2a05b78a7f8f9015bfb29d1b7abdc3dd2a05b78a7f8f9015bfb29d1
457,PO000457,476,338,83,7,Atlas ProductionOperation 457,PO000457,1,636.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be3cd24adb635ef4bca02ae91579e708be3cd24adb635ef4bca02ae91579e708
458,PO000458,48,309,56,3,Unity ProductionOperation 458,PO000458,1,637.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f125a65a2545dd585e4b09455bcf9768f125a65a2545dd585e4b09455bcf976
459,PO000459,210,468,290,12,Titan ProductionOperation 459,PO000459,1,638.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb23099e3edc56b5b8dd634a9e4c9cacfb23099e3edc56b5b8dd634a9e4c9cac
460,PO000460,142,439,114,6,Riverton ProductionOperation 460,PO000460,0,640.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d2af3c833855ecc8c4756e3a2a843992d2af3c833855ecc8c4756e3a2a84399
461,PO000461,253,7,359,2,Vertex ProductionOperation 461,PO000461,1,641.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55d9f63f08a553419a3d29818186b88d55d9f63f08a553419a3d29818186b88d
462,PO000462,415,36,234,3,Liberty ProductionOperation 462,PO000462,1,642.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f70d1d347615314be959cb99bb6420a7f70d1d347615314be959cb99bb6420a
463,PO000463,108,261,284,3,Meridian ProductionOperation 463,PO000463,1,644.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3cfaf841bb15e5ea4aaaf0d5c80a030c3cfaf841bb15e5ea4aaaf0d5c80a030
464,PO000464,299,220,269,6,Harbor ProductionOperation 464,PO000464,1,645.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4772b4a58dd55e6493560d3e80daad5b4772b4a58dd55e6493560d3e80daad5b
465,PO000465,297,87,25,6,Granite ProductionOperation 465,PO000465,0,647.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d05701abbdf955db93af3931d8cba6ced05701abbdf955db93af3931d8cba6ce
466,PO000466,438,416,136,11,Summit ProductionOperation 466,PO000466,1,648.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0080b63bfdb0516b9fa1a80a62f84adb0080b63bfdb0516b9fa1a80a62f84adb
467,PO000467,98,223,177,11,Orion ProductionOperation 467,PO000467,1,649.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,272ed5d18fa15923926d223c4c32d648272ed5d18fa15923926d223c4c32d648
468,PO000468,47,316,218,12,Northstar ProductionOperation 468,PO000468,1,651.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ad3a11310af51f48ac88b9f013ec7b80ad3a11310af51f48ac88b9f013ec7b8
469,PO000469,383,324,99,8,Pioneer ProductionOperation 469,PO000469,1,652.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1de6c09b88ab50a4a6276e8cc3cd07dc1de6c09b88ab50a4a6276e8cc3cd07dc
470,PO000470,112,335,449,3,Unity ProductionOperation 470,PO000470,0,653.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97d4ab4b21ca5306ac02b467b2da393d97d4ab4b21ca5306ac02b467b2da393d
471,PO000471,134,427,194,1,Forge ProductionOperation 471,PO000471,1,655.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f9a6b6e0070540b8c7ba0e3394fcce78f9a6b6e0070540b8c7ba0e3394fcce7
472,PO000472,259,488,4,1,Orion ProductionOperation 472,PO000472,1,656.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0dd8f6879ef05e4f8afe12d2a868a2350dd8f6879ef05e4f8afe12d2a868a235
473,PO000473,329,417,313,1,Northstar ProductionOperation 473,PO000473,1,658.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e654262096ae51808e4fd15e540b4249e654262096ae51808e4fd15e540b4249
474,PO000474,371,429,445,5,Pioneer ProductionOperation 474,PO000474,1,659.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66a13273fc965d768462882899a41d2f66a13273fc965d768462882899a41d2f
475,PO000475,359,342,296,5,Evergreen ProductionOperation 475,PO000475,0,660.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27f03572d6855cb986531eedf9673f5c27f03572d6855cb986531eedf9673f5c
476,PO000476,211,289,292,10,Delta ProductionOperation 476,PO000476,1,662.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,979c13b57b865dffa0bc169a4f4857a5979c13b57b865dffa0bc169a4f4857a5
477,PO000477,365,350,416,4,Quartz ProductionOperation 477,PO000477,1,663.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,449cd5d6105b5a44bec374e1115b60a5449cd5d6105b5a44bec374e1115b60a5
478,PO000478,7,435,326,10,Cedar ProductionOperation 478,PO000478,1,664.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f190cb59397550ebb54fb54bae54e3b3f190cb59397550ebb54fb54bae54e3b3
479,PO000479,24,470,400,12,Liberty ProductionOperation 479,PO000479,1,666.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe37ee652f1d5bd0aaf38e2fccff99b9fe37ee652f1d5bd0aaf38e2fccff99b9
480,PO000480,143,310,267,9,Evergreen ProductionOperation 480,PO000480,0,667.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d32359c83a9f5a87a0f11a4a6f2d1393d32359c83a9f5a87a0f11a4a6f2d1393
481,PO000481,318,64,10,9,Quartz ProductionOperation 481,PO000481,1,668.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,adee62a755405d469e87034d74ff1af3adee62a755405d469e87034d74ff1af3
482,PO000482,260,91,37,3,Forge ProductionOperation 482,PO000482,1,670.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d4660227b07a55ea9a03cc8fd5385f97d4660227b07a55ea9a03cc8fd5385f97
483,PO000483,3,31,258,2,Quartz ProductionOperation 483,PO000483,1,671.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3daa31ea704d5217863d84f2647022003daa31ea704d5217863d84f264702200
484,PO000484,353,183,472,11,Junction ProductionOperation 484,PO000484,1,673.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f9ff1bb3707584ba9e5994b25e57eaa7f9ff1bb3707584ba9e5994b25e57eaa
485,PO000485,316,242,347,3,Delta ProductionOperation 485,PO000485,0,674.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0105c10b0b485e648c1ddeff087d60bd0105c10b0b485e648c1ddeff087d60bd
486,PO000486,30,173,205,4,Willow ProductionOperation 486,PO000486,1,675.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64600972b9df526dafd7af3a209e5d8d64600972b9df526dafd7af3a209e5d8d
487,PO000487,500,423,192,6,Junction ProductionOperation 487,PO000487,1,677.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1b419237c4e5bbaaea13bffb1bf4862d1b419237c4e5bbaaea13bffb1bf4862
488,PO000488,352,120,386,11,Cedar ProductionOperation 488,PO000488,1,678.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a19b5a193d985359b20494a3bcce3aeaa19b5a193d985359b20494a3bcce3aea
489,PO000489,341,88,232,7,Unity ProductionOperation 489,PO000489,1,679.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,067de1bc93e655bf8a204993fe6bcc73067de1bc93e655bf8a204993fe6bcc73
490,PO000490,121,2,17,8,Meridian ProductionOperation 490,PO000490,0,681.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6dd36b69cc3857008efc601bd7c3187a6dd36b69cc3857008efc601bd7c3187a
491,PO000491,328,355,474,4,Meridian ProductionOperation 491,PO000491,1,682.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23fab77a85fb5f8bb9714f7d9bfa18d423fab77a85fb5f8bb9714f7d9bfa18d4
492,PO000492,294,107,207,6,Riverton ProductionOperation 492,PO000492,1,684.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9de4ed54443515583009681708d32eec9de4ed54443515583009681708d32ee
493,PO000493,175,497,252,6,Willow ProductionOperation 493,PO000493,1,685.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b08a0895e235243aadeed30d3be02998b08a0895e235243aadeed30d3be0299
494,PO000494,152,357,348,6,Granite ProductionOperation 494,PO000494,1,686.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8f87ef2c0fd56cd9c16b8810cd6a05ac8f87ef2c0fd56cd9c16b8810cd6a05a
495,PO000495,151,150,167,8,Titan ProductionOperation 495,PO000495,0,688.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91d3bcc558d951a6b4f6337360406a8f91d3bcc558d951a6b4f6337360406a8f
496,PO000496,492,85,363,10,Willow ProductionOperation 496,PO000496,1,689.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3fb268f5108e50aba1bd09a97817aaba3fb268f5108e50aba1bd09a97817aaba
497,PO000497,152,192,367,7,Willow ProductionOperation 497,PO000497,1,690.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f8022b0bd295cfc9fb0bef3c45f83662f8022b0bd295cfc9fb0bef3c45f8366
498,PO000498,241,301,283,5,Riverton ProductionOperation 498,PO000498,1,692.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efebdeb9560952f2b7a415ea6f5420ceefebdeb9560952f2b7a415ea6f5420ce
499,PO000499,108,396,270,3,Titan ProductionOperation 499,PO000499,1,693.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,860c1ec9bd7458edb960d21a3f91a56b860c1ec9bd7458edb960d21a3f91a56b
500,PO000500,470,388,383,8,Titan ProductionOperation 500,PO000500,0,695.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48b2646902bc5b48b27dd2378103d0cd48b2646902bc5b48b27dd2378103d0cd
