FinanceJournalHeaderKey,JournalEntryNumber,BusinessUnitKey,PreparerEmployeeKey,ApproverEmployeeKey,FinancePostingStatusKey,FinanceJournalSourceKey,CurrencyKey,JournalEntryName,FiscalDocumentNumber,ReversalJournalEntryNumber,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
384,FJH000384,238,206,313,9,17,3,Summit FinanceJournalHeader 384,FJH000384,FJH000384,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e36a74ccdc253e6a3b4bd863cbd5e8e2e36a74ccdc253e6a3b4bd863cbd5e8e
385,FJH000385,234,386,248,7,20,2,Orion FinanceJournalHeader 385,FJH000385,FJH000385,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40732d30e8b55f7db90cda59383f58ad40732d30e8b55f7db90cda59383f58ad
386,FJH000386,238,292,313,10,5,4,Meridian FinanceJournalHeader 386,FJH000386,FJH000386,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eeb05b7656d7561a96ad5bdfc0678206eeb05b7656d7561a96ad5bdfc0678206
387,FJH000387,284,11,402,7,15,2,Cedar FinanceJournalHeader 387,FJH000387,FJH000387,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c4983ecc2de52078000952e59a84a192c4983ecc2de52078000952e59a84a19
388,FJH000388,439,329,192,3,22,4,Orion FinanceJournalHeader 388,FJH000388,FJH000388,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4485eb1e91295404b5e66f941fbb093d4485eb1e91295404b5e66f941fbb093d
389,FJH000389,495,143,210,2,4,5,Summit FinanceJournalHeader 389,FJH000389,FJH000389,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,627a5c2d12db53e48c8fb1e699f198b8627a5c2d12db53e48c8fb1e699f198b8
390,FJH000390,179,173,395,8,19,2,Pioneer FinanceJournalHeader 390,FJH000390,FJH000390,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6955ad47316598caf2c1495359ef2cbd6955ad47316598caf2c1495359ef2cb
391,FJH000391,476,-1,-1,8,20,3,Quartz FinanceJournalHeader 391,FJH000391,FJH000391,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de2c1167ee0a57f68032f0f22a7076ecde2c1167ee0a57f68032f0f22a7076ec
392,FJH000392,383,198,387,3,13,3,Junction FinanceJournalHeader 392,FJH000392,FJH000392,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1352134787de52d4a78479dfd9f9c7ab1352134787de52d4a78479dfd9f9c7ab
393,FJH000393,85,42,300,5,9,2,Junction FinanceJournalHeader 393,FJH000393,FJH000393,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffc8a3f4119354a9a4b8fc9afe561f9effc8a3f4119354a9a4b8fc9afe561f9e
394,FJH000394,39,190,276,10,25,3,Vertex FinanceJournalHeader 394,FJH000394,FJH000394,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,841ba594bdcb5433b1d529ae34d27063841ba594bdcb5433b1d529ae34d27063
395,FJH000395,120,365,448,4,6,5,Titan FinanceJournalHeader 395,FJH000395,FJH000395,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,072f88ce4cd659feb319efe973248595072f88ce4cd659feb319efe973248595
396,FJH000396,240,265,421,4,4,4,Vertex FinanceJournalHeader 396,FJH000396,FJH000396,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1384051ebe35f4a9c24046abf8e1d1be1384051ebe35f4a9c24046abf8e1d1b
397,FJH000397,44,408,42,6,23,3,Forge FinanceJournalHeader 397,FJH000397,FJH000397,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96804b81e23152d882ee588a696ecb1596804b81e23152d882ee588a696ecb15
398,FJH000398,182,124,170,7,6,1,Harbor FinanceJournalHeader 398,FJH000398,FJH000398,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33b460d4194454b0824ade5f2b0266db33b460d4194454b0824ade5f2b0266db
399,FJH000399,491,225,439,5,2,5,Junction FinanceJournalHeader 399,FJH000399,FJH000399,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c464bf28a655f80a712ea5f1ec448dc8c464bf28a655f80a712ea5f1ec448dc
400,FJH000400,305,5,370,1,20,2,Evergreen FinanceJournalHeader 400,FJH000400,FJH000400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59b97938ddb7510482b21d7ba690726059b97938ddb7510482b21d7ba6907260
401,FJH000401,322,123,306,2,24,2,Unity FinanceJournalHeader 401,FJH000401,FJH000401,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5dc3d61d8c5527d8271ee8d3e54d41ce5dc3d61d8c5527d8271ee8d3e54d41c
402,FJH000402,321,309,139,6,14,1,Harbor FinanceJournalHeader 402,FJH000402,FJH000402,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee594a790bd75e978387467c5436b413ee594a790bd75e978387467c5436b413
403,FJH000403,175,233,212,5,11,4,Harbor FinanceJournalHeader 403,FJH000403,FJH000403,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e18c5214f76f5cb6ac92362134aa0b40e18c5214f76f5cb6ac92362134aa0b40
404,FJH000404,219,477,205,2,10,2,Liberty FinanceJournalHeader 404,FJH000404,FJH000404,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41f81020ed9753eeb567b279c173bddc41f81020ed9753eeb567b279c173bddc
405,FJH000405,434,432,155,4,11,2,Junction FinanceJournalHeader 405,FJH000405,FJH000405,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a9f893b553050d1b5c867459c72972a4a9f893b553050d1b5c867459c72972a
406,FJH000406,433,418,464,10,1,4,Cedar FinanceJournalHeader 406,FJH000406,FJH000406,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41455a6c4bc75677bcbff251b71bace241455a6c4bc75677bcbff251b71bace2
407,FJH000407,377,244,151,5,18,4,Atlas FinanceJournalHeader 407,FJH000407,FJH000407,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,569d22c0df565dcc82ba2daed3644d03569d22c0df565dcc82ba2daed3644d03
408,FJH000408,267,-1,-1,6,2,2,Atlas FinanceJournalHeader 408,FJH000408,FJH000408,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22528a8a15145c1fb3570954ce9ce21122528a8a15145c1fb3570954ce9ce211
409,FJH000409,151,169,166,10,2,1,Unity FinanceJournalHeader 409,FJH000409,FJH000409,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,996190f9cbcf57d1ad1da1fbd2a49ab4996190f9cbcf57d1ad1da1fbd2a49ab4
410,FJH000410,449,343,220,8,20,4,Unity FinanceJournalHeader 410,FJH000410,FJH000410,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c32f14ef59bc5eb184f541f80cd95c2bc32f14ef59bc5eb184f541f80cd95c2b
411,FJH000411,31,257,117,8,10,3,Titan FinanceJournalHeader 411,FJH000411,FJH000411,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04b936f920955b25be547620f5c11a8704b936f920955b25be547620f5c11a87
412,FJH000412,67,109,239,3,15,4,Cedar FinanceJournalHeader 412,FJH000412,FJH000412,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04ab9e0af5a456f896142a14731d173504ab9e0af5a456f896142a14731d1735
413,FJH000413,344,422,297,7,3,2,Liberty FinanceJournalHeader 413,FJH000413,FJH000413,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1a7745820e855e0b798d421e8ec299ff1a7745820e855e0b798d421e8ec299f
414,FJH000414,318,96,274,6,14,2,Quartz FinanceJournalHeader 414,FJH000414,FJH000414,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10929bbd3ad553fead12b3e7620e358b10929bbd3ad553fead12b3e7620e358b
415,FJH000415,435,327,388,6,18,3,Zenith FinanceJournalHeader 415,FJH000415,FJH000415,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7038328246d52e6a6c318e53c7d73a3a7038328246d52e6a6c318e53c7d73a3
416,FJH000416,183,207,230,4,17,4,Granite FinanceJournalHeader 416,FJH000416,FJH000416,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0339c72203935633bccf56643efdf5af0339c72203935633bccf56643efdf5af
417,FJH000417,206,5,298,4,9,5,Willow FinanceJournalHeader 417,FJH000417,FJH000417,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,121258b4fffe53118b1326d1306b7bfd121258b4fffe53118b1326d1306b7bfd
418,FJH000418,396,178,209,4,23,5,Unity FinanceJournalHeader 418,FJH000418,FJH000418,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,051bbf9c9cfd5beb8691bfe55fa6b139051bbf9c9cfd5beb8691bfe55fa6b139
419,FJH000419,252,248,426,9,18,1,Orion FinanceJournalHeader 419,FJH000419,FJH000419,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,097fe2f6fb7f576ab32dd5fcf101bbf4097fe2f6fb7f576ab32dd5fcf101bbf4
420,FJH000420,466,472,473,6,16,3,Forge FinanceJournalHeader 420,FJH000420,FJH000420,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5dae2ace744150a1a37de8e101150a065dae2ace744150a1a37de8e101150a06
421,FJH000421,299,168,64,5,5,3,Vertex FinanceJournalHeader 421,FJH000421,FJH000421,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b370f08ffb255fba0771ff3fb1cda1a1b370f08ffb255fba0771ff3fb1cda1a
422,FJH000422,194,370,298,1,23,3,Summit FinanceJournalHeader 422,FJH000422,FJH000422,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71442e4ce5775ef6af1e157633cfbb4471442e4ce5775ef6af1e157633cfbb44
423,FJH000423,49,177,407,6,1,2,Granite FinanceJournalHeader 423,FJH000423,FJH000423,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3250f64dbfb511289b9fb9d4fd30d90d3250f64dbfb511289b9fb9d4fd30d90
424,FJH000424,362,71,199,7,25,2,Cedar FinanceJournalHeader 424,FJH000424,FJH000424,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cd7146ecadd5da0ad81a99e4391e2c91cd7146ecadd5da0ad81a99e4391e2c9
425,FJH000425,265,-1,-1,6,16,4,Unity FinanceJournalHeader 425,FJH000425,FJH000425,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d606a6aecf5561bbf357790d690ce642d606a6aecf5561bbf357790d690ce64
426,FJH000426,433,203,467,1,23,3,Pioneer FinanceJournalHeader 426,FJH000426,FJH000426,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce24271a67dd5166b6ed64a61a5e2bc1ce24271a67dd5166b6ed64a61a5e2bc1
427,FJH000427,247,389,317,10,12,1,Unity FinanceJournalHeader 427,FJH000427,FJH000427,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c57fc056566f5d9c84c901ae39a1bfacc57fc056566f5d9c84c901ae39a1bfac
428,FJH000428,343,482,194,7,7,4,Meridian FinanceJournalHeader 428,FJH000428,FJH000428,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9e001c381305ba8b3f24ba0cf502d64e9e001c381305ba8b3f24ba0cf502d64
429,FJH000429,179,204,130,7,4,2,Pioneer FinanceJournalHeader 429,FJH000429,FJH000429,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eadc03b0ee1a551a949176e67c1ab091eadc03b0ee1a551a949176e67c1ab091
430,FJH000430,285,207,207,1,5,1,Meridian FinanceJournalHeader 430,FJH000430,FJH000430,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5451494cf087560ebcc82a8c9773da995451494cf087560ebcc82a8c9773da99
431,FJH000431,256,407,232,4,23,5,Granite FinanceJournalHeader 431,FJH000431,FJH000431,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b87d36d80955cf698e471a9a199ad6f2b87d36d80955cf698e471a9a199ad6f
432,FJH000432,285,332,122,10,14,1,Titan FinanceJournalHeader 432,FJH000432,FJH000432,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b4e191c77ee5209bd12420911e0a0661b4e191c77ee5209bd12420911e0a066
433,FJH000433,456,285,337,10,18,1,Orion FinanceJournalHeader 433,FJH000433,FJH000433,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18b2d77789ad5733b3f4b4f51935aaa618b2d77789ad5733b3f4b4f51935aaa6
434,FJH000434,166,166,468,9,22,2,Forge FinanceJournalHeader 434,FJH000434,FJH000434,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cce7a43c49a65987814cc1f1e87e58fbcce7a43c49a65987814cc1f1e87e58fb
435,FJH000435,244,338,434,3,5,5,Orion FinanceJournalHeader 435,FJH000435,FJH000435,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ad5fbe0dd695e679ef65a871b8e331b4ad5fbe0dd695e679ef65a871b8e331b
436,FJH000436,87,170,443,8,21,3,Meridian FinanceJournalHeader 436,FJH000436,FJH000436,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9941b5636f6552eaad8093d3d971f10e9941b5636f6552eaad8093d3d971f10e
437,FJH000437,302,78,4,2,25,1,Beacon FinanceJournalHeader 437,FJH000437,FJH000437,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e75516dbc2105ee1b10bf2c72b5c83f3e75516dbc2105ee1b10bf2c72b5c83f3
438,FJH000438,65,286,144,6,7,2,Junction FinanceJournalHeader 438,FJH000438,FJH000438,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7211aacbc6a95000920bf3f00f633aca7211aacbc6a95000920bf3f00f633aca
439,FJH000439,382,302,165,10,2,3,Ion FinanceJournalHeader 439,FJH000439,FJH000439,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,671bd776b1d654c891985e7b11879d02671bd776b1d654c891985e7b11879d02
440,FJH000440,351,206,259,7,8,2,Granite FinanceJournalHeader 440,FJH000440,FJH000440,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffa78225b0595728a66591b94d0ab614ffa78225b0595728a66591b94d0ab614
441,FJH000441,284,295,378,5,19,2,Titan FinanceJournalHeader 441,FJH000441,FJH000441,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfa7282c83e8587a9125a7b4141769a9dfa7282c83e8587a9125a7b4141769a9
442,FJH000442,80,-1,-1,1,14,4,Unity FinanceJournalHeader 442,FJH000442,FJH000442,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5009b83c2605e6e90630d7f46f3253fe5009b83c2605e6e90630d7f46f3253f
443,FJH000443,302,109,320,8,15,3,Titan FinanceJournalHeader 443,FJH000443,FJH000443,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7277177e4a105385b2c343d3d5a3c0777277177e4a105385b2c343d3d5a3c077
444,FJH000444,177,317,472,10,14,1,Vertex FinanceJournalHeader 444,FJH000444,FJH000444,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6980307736c05a1ab276142a9d1336ae6980307736c05a1ab276142a9d1336ae
445,FJH000445,37,233,194,10,21,2,Delta FinanceJournalHeader 445,FJH000445,FJH000445,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,661bd10984fc587da19239b5c18958ff661bd10984fc587da19239b5c18958ff
446,FJH000446,368,431,230,5,14,2,Cedar FinanceJournalHeader 446,FJH000446,FJH000446,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4b2fa6493385918b6666da1b0612dfbb4b2fa6493385918b6666da1b0612dfb
447,FJH000447,492,354,466,4,10,1,Delta FinanceJournalHeader 447,FJH000447,FJH000447,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f2573e58e445799bef32f523a0e4f810f2573e58e445799bef32f523a0e4f81
448,FJH000448,229,302,491,4,25,5,Delta FinanceJournalHeader 448,FJH000448,FJH000448,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d39aebfbb33a547aa3682e09d067ff7bd39aebfbb33a547aa3682e09d067ff7b
449,FJH000449,195,128,98,7,18,4,Vertex FinanceJournalHeader 449,FJH000449,FJH000449,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44ea0bab157d5696ae44a85d448e01e644ea0bab157d5696ae44a85d448e01e6
450,FJH000450,107,349,382,4,25,3,Granite FinanceJournalHeader 450,FJH000450,FJH000450,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee1904143895507e808b130531c7aabbee1904143895507e808b130531c7aabb
451,FJH000451,233,453,49,6,1,3,Granite FinanceJournalHeader 451,FJH000451,FJH000451,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52b763879e525d5da63ff451189a2e3a52b763879e525d5da63ff451189a2e3a
452,FJH000452,122,368,319,5,21,3,Atlas FinanceJournalHeader 452,FJH000452,FJH000452,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6c131d37ee954eca60ec767d8f28bd8d6c131d37ee954eca60ec767d8f28bd8
453,FJH000453,232,366,434,1,10,2,Ion FinanceJournalHeader 453,FJH000453,FJH000453,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebcf4af4362156b1a9a36424aee0e71eebcf4af4362156b1a9a36424aee0e71e
454,FJH000454,208,100,233,10,12,4,Evergreen FinanceJournalHeader 454,FJH000454,FJH000454,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a3eeca718cf56f8a0a42c46e8eb35d08a3eeca718cf56f8a0a42c46e8eb35d0
455,FJH000455,483,193,45,8,4,5,Granite FinanceJournalHeader 455,FJH000455,FJH000455,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8edaf1eaf5655fa78a6532b026783b448edaf1eaf5655fa78a6532b026783b44
456,FJH000456,496,397,213,4,13,5,Vertex FinanceJournalHeader 456,FJH000456,FJH000456,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,116117291fe75b20b68589216bd964c7116117291fe75b20b68589216bd964c7
457,FJH000457,55,83,206,3,14,3,Meridian FinanceJournalHeader 457,FJH000457,FJH000457,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7a8ded4e62d5b2d9c504061b1eb4397b7a8ded4e62d5b2d9c504061b1eb4397
458,FJH000458,285,80,231,6,13,3,Quartz FinanceJournalHeader 458,FJH000458,FJH000458,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b01a1518a98957078ec8925c185aa6dbb01a1518a98957078ec8925c185aa6db
459,FJH000459,211,-1,-1,5,2,1,Summit FinanceJournalHeader 459,FJH000459,FJH000459,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fca979e14de55e8eb3d63be46a91de85fca979e14de55e8eb3d63be46a91de85
460,FJH000460,262,257,146,2,12,3,Zenith FinanceJournalHeader 460,FJH000460,FJH000460,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a5c264ae5d55f0c94c8c471def0da702a5c264ae5d55f0c94c8c471def0da70
461,FJH000461,372,7,106,9,9,3,Cedar FinanceJournalHeader 461,FJH000461,FJH000461,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c552ce2eedb51d7bea0c601bda77ce93c552ce2eedb51d7bea0c601bda77ce9
462,FJH000462,215,313,274,9,19,2,Liberty FinanceJournalHeader 462,FJH000462,FJH000462,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7f4cea497fb5a129e9d4ef57589a2a1a7f4cea497fb5a129e9d4ef57589a2a1
463,FJH000463,283,145,70,7,18,3,Unity FinanceJournalHeader 463,FJH000463,FJH000463,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e452adc0d0d25d778b64f19aa7dcca93e452adc0d0d25d778b64f19aa7dcca93
464,FJH000464,156,140,264,6,4,3,Willow FinanceJournalHeader 464,FJH000464,FJH000464,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a9b08b2079f5c27acdf6b4fd34ca9160a9b08b2079f5c27acdf6b4fd34ca916
465,FJH000465,475,247,60,5,13,5,Forge FinanceJournalHeader 465,FJH000465,FJH000465,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9796feb924858519afd0b1bc92476a6a9796feb924858519afd0b1bc92476a6
466,FJH000466,44,258,88,1,18,1,Pioneer FinanceJournalHeader 466,FJH000466,FJH000466,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8850554c512a5d70ae0c5dc2d21035ce8850554c512a5d70ae0c5dc2d21035ce
467,FJH000467,417,96,458,2,15,3,Junction FinanceJournalHeader 467,FJH000467,FJH000467,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51667ec07eed5516be0264ca74f887ed51667ec07eed5516be0264ca74f887ed
468,FJH000468,465,57,222,9,6,5,Orion FinanceJournalHeader 468,FJH000468,FJH000468,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d32b641a4a5535bb1dff3d00b87766b2d32b641a4a5535bb1dff3d00b87766b
469,FJH000469,246,463,409,9,7,4,Ion FinanceJournalHeader 469,FJH000469,FJH000469,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e208140c32d511f8c25d2a5913cc07d4e208140c32d511f8c25d2a5913cc07d
470,FJH000470,382,244,405,10,16,2,Ion FinanceJournalHeader 470,FJH000470,FJH000470,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5168fd2891450dfb169dbeb1f84b99da5168fd2891450dfb169dbeb1f84b99d
471,FJH000471,388,170,489,10,17,3,Atlas FinanceJournalHeader 471,FJH000471,FJH000471,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98d3f7a2075b56e4b1dfd8e20355726198d3f7a2075b56e4b1dfd8e203557261
472,FJH000472,378,465,115,4,1,3,Junction FinanceJournalHeader 472,FJH000472,FJH000472,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,039ef12582bd50de9da3be6136ebf1e9039ef12582bd50de9da3be6136ebf1e9
473,FJH000473,262,266,418,9,23,5,Liberty FinanceJournalHeader 473,FJH000473,FJH000473,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23ecf1c3f6445345b81c6941eec1e76b23ecf1c3f6445345b81c6941eec1e76b
474,FJH000474,87,379,490,10,3,5,Delta FinanceJournalHeader 474,FJH000474,FJH000474,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23988ec4fe6357fc81990e224029f06323988ec4fe6357fc81990e224029f063
475,FJH000475,341,484,361,6,15,2,Evergreen FinanceJournalHeader 475,FJH000475,FJH000475,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0db88a0f0a351d3a617cac8250b1c60a0db88a0f0a351d3a617cac8250b1c60
476,FJH000476,173,-1,-1,2,8,1,Atlas FinanceJournalHeader 476,FJH000476,FJH000476,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd262f4184c15afdae621a9161e6ca6cdd262f4184c15afdae621a9161e6ca6c
477,FJH000477,249,116,192,4,19,4,Zenith FinanceJournalHeader 477,FJH000477,FJH000477,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc205ec5d1cd5ca698338f549dbe945bcc205ec5d1cd5ca698338f549dbe945b
478,FJH000478,378,364,464,5,8,1,Quartz FinanceJournalHeader 478,FJH000478,FJH000478,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be288bd0a50f52d7a2595197d4376dbbbe288bd0a50f52d7a2595197d4376dbb
479,FJH000479,404,130,314,6,14,3,Delta FinanceJournalHeader 479,FJH000479,FJH000479,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e22a6302a44f5ce5b2b629e657e5399de22a6302a44f5ce5b2b629e657e5399d
