DateKey,CalendarWeekKey,FiscalPeriodKey,YesNoFlagKey,FullDate,DayName,DayOfWeekNumber,IsoDayOfWeekNumber,DayOfMonthNumber,DayOfYearNumber,WeekOfYearNumber,IsoWeekNumber,CalendarMonthNumber,CalendarMonthName,CalendarMonthShortName,CalendarQuarterNumber,CalendarYearNumber,FiscalPeriodNumber,FiscalQuarterNumber,FiscalYearNumber,IsWeekend,IsHoliday,HolidayName,JulianDayNumber,DaysFromToday,WeeksFromToday,MonthsFromToday,IsMonthEnd,IsQuarterEnd,IsYearEnd,SourceSystemKey,BatchId,LoadedAtUtc
20180514,20,11,1,2018-05-14,Monday,2,1,14,134,20,20,5,May,May,2,2018,11,4,2018,0,0,N/A,736828,-3024,-432,-99,0,0,0,1,1,2026-08-24T00:00:00.000
20180515,20,11,1,2018-05-15,Tuesday,3,2,15,135,20,20,5,May,May,2,2018,11,4,2018,0,0,N/A,736829,-3023,-432,-99,0,0,0,1,1,2026-08-24T00:00:00.000
20180516,20,11,1,2018-05-16,Wednesday,4,3,16,136,20,20,5,May,May,2,2018,11,4,2018,0,0,N/A,736830,-3022,-432,-99,0,0,0,1,1,2026-08-24T00:00:00.000
20180517,20,11,1,2018-05-17,Thursday,5,4,17,137,20,20,5,May,May,2,2018,11,4,2018,0,0,N/A,736831,-3021,-432,-99,0,0,0,1,1,2026-08-24T00:00:00.000
20180518,20,11,1,2018-05-18,Friday,6,5,18,138,20,20,5,May,May,2,2018,11,4,2018,0,0,N/A,736832,-3020,-432,-99,0,0,0,1,1,2026-08-24T00:00:00.000
20180519,20,11,2,2018-05-19,Saturday,7,6,19,139,20,20,5,May,May,2,2018,11,4,2018,1,0,N/A,736833,-3019,-432,-99,0,0,0,1,1,2026-08-24T00:00:00.000
20180520,20,11,2,2018-05-20,Sunday,1,7,20,140,21,20,5,May,May,2,2018,11,4,2018,1,0,N/A,736834,-3018,-432,-99,0,0,0,1,1,2026-08-24T00:00:00.000
20180521,21,11,1,2018-05-21,Monday,2,1,21,141,21,21,5,May,May,2,2018,11,4,2018,0,0,N/A,736835,-3017,-431,-99,0,0,0,1,1,2026-08-24T00:00:00.000
20180522,21,11,1,2018-05-22,Tuesday,3,2,22,142,21,21,5,May,May,2,2018,11,4,2018,0,0,N/A,736836,-3016,-431,-99,0,0,0,1,1,2026-08-24T00:00:00.000
20180523,21,11,1,2018-05-23,Wednesday,4,3,23,143,21,21,5,May,May,2,2018,11,4,2018,0,0,N/A,736837,-3015,-431,-99,0,0,0,1,1,2026-08-24T00:00:00.000
20180524,21,11,1,2018-05-24,Thursday,5,4,24,144,21,21,5,May,May,2,2018,11,4,2018,0,0,N/A,736838,-3014,-431,-99,0,0,0,1,1,2026-08-24T00:00:00.000
20180525,21,11,1,2018-05-25,Friday,6,5,25,145,21,21,5,May,May,2,2018,11,4,2018,0,0,N/A,736839,-3013,-431,-99,0,0,0,1,1,2026-08-24T00:00:00.000
20180526,21,11,2,2018-05-26,Saturday,7,6,26,146,21,21,5,May,May,2,2018,11,4,2018,1,0,N/A,736840,-3012,-431,-99,0,0,0,1,1,2026-08-24T00:00:00.000
20180527,21,11,2,2018-05-27,Sunday,1,7,27,147,22,21,5,May,May,2,2018,11,4,2018,1,0,N/A,736841,-3011,-431,-99,0,0,0,1,1,2026-08-24T00:00:00.000
20180528,22,11,1,2018-05-28,Monday,2,1,28,148,22,22,5,May,May,2,2018,11,4,2018,0,0,N/A,736842,-3010,-430,-99,0,0,0,1,1,2026-08-24T00:00:00.000
20180529,22,11,1,2018-05-29,Tuesday,3,2,29,149,22,22,5,May,May,2,2018,11,4,2018,0,0,N/A,736843,-3009,-430,-99,0,0,0,1,1,2026-08-24T00:00:00.000
20180530,22,11,1,2018-05-30,Wednesday,4,3,30,150,22,22,5,May,May,2,2018,11,4,2018,0,0,N/A,736844,-3008,-430,-99,0,0,0,1,1,2026-08-24T00:00:00.000
20180531,22,11,1,2018-05-31,Thursday,5,4,31,151,22,22,5,May,May,2,2018,11,4,2018,0,0,N/A,736845,-3007,-430,-99,1,0,0,1,1,2026-08-24T00:00:00.000
20180601,22,12,1,2018-06-01,Friday,6,5,1,152,22,22,6,June,Jun,2,2018,12,4,2018,0,0,N/A,736846,-3006,-430,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180602,22,12,2,2018-06-02,Saturday,7,6,2,153,22,22,6,June,Jun,2,2018,12,4,2018,1,0,N/A,736847,-3005,-430,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180603,22,12,2,2018-06-03,Sunday,1,7,3,154,23,22,6,June,Jun,2,2018,12,4,2018,1,0,N/A,736848,-3004,-430,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180604,23,12,1,2018-06-04,Monday,2,1,4,155,23,23,6,June,Jun,2,2018,12,4,2018,0,0,N/A,736849,-3003,-429,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180605,23,12,1,2018-06-05,Tuesday,3,2,5,156,23,23,6,June,Jun,2,2018,12,4,2018,0,0,N/A,736850,-3002,-429,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180606,23,12,1,2018-06-06,Wednesday,4,3,6,157,23,23,6,June,Jun,2,2018,12,4,2018,0,0,N/A,736851,-3001,-429,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180607,23,12,1,2018-06-07,Thursday,5,4,7,158,23,23,6,June,Jun,2,2018,12,4,2018,0,0,N/A,736852,-3000,-429,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180608,23,12,1,2018-06-08,Friday,6,5,8,159,23,23,6,June,Jun,2,2018,12,4,2018,0,0,N/A,736853,-2999,-429,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180609,23,12,2,2018-06-09,Saturday,7,6,9,160,23,23,6,June,Jun,2,2018,12,4,2018,1,0,N/A,736854,-2998,-429,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180610,23,12,2,2018-06-10,Sunday,1,7,10,161,24,23,6,June,Jun,2,2018,12,4,2018,1,0,N/A,736855,-2997,-429,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180611,24,12,1,2018-06-11,Monday,2,1,11,162,24,24,6,June,Jun,2,2018,12,4,2018,0,0,N/A,736856,-2996,-428,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180612,24,12,1,2018-06-12,Tuesday,3,2,12,163,24,24,6,June,Jun,2,2018,12,4,2018,0,0,N/A,736857,-2995,-428,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180613,24,12,1,2018-06-13,Wednesday,4,3,13,164,24,24,6,June,Jun,2,2018,12,4,2018,0,0,N/A,736858,-2994,-428,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180614,24,12,1,2018-06-14,Thursday,5,4,14,165,24,24,6,June,Jun,2,2018,12,4,2018,0,0,N/A,736859,-2993,-428,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180615,24,12,1,2018-06-15,Friday,6,5,15,166,24,24,6,June,Jun,2,2018,12,4,2018,0,0,N/A,736860,-2992,-428,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180616,24,12,2,2018-06-16,Saturday,7,6,16,167,24,24,6,June,Jun,2,2018,12,4,2018,1,0,N/A,736861,-2991,-428,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180617,24,12,2,2018-06-17,Sunday,1,7,17,168,25,24,6,June,Jun,2,2018,12,4,2018,1,0,N/A,736862,-2990,-428,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180618,25,12,1,2018-06-18,Monday,2,1,18,169,25,25,6,June,Jun,2,2018,12,4,2018,0,0,N/A,736863,-2989,-427,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180619,25,12,1,2018-06-19,Tuesday,3,2,19,170,25,25,6,June,Jun,2,2018,12,4,2018,0,0,N/A,736864,-2988,-427,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180620,25,12,1,2018-06-20,Wednesday,4,3,20,171,25,25,6,June,Jun,2,2018,12,4,2018,0,0,N/A,736865,-2987,-427,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180621,25,12,1,2018-06-21,Thursday,5,4,21,172,25,25,6,June,Jun,2,2018,12,4,2018,0,0,N/A,736866,-2986,-427,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180622,25,12,1,2018-06-22,Friday,6,5,22,173,25,25,6,June,Jun,2,2018,12,4,2018,0,0,N/A,736867,-2985,-427,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180623,25,12,2,2018-06-23,Saturday,7,6,23,174,25,25,6,June,Jun,2,2018,12,4,2018,1,0,N/A,736868,-2984,-427,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180624,25,12,2,2018-06-24,Sunday,1,7,24,175,26,25,6,June,Jun,2,2018,12,4,2018,1,0,N/A,736869,-2983,-427,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180625,26,12,1,2018-06-25,Monday,2,1,25,176,26,26,6,June,Jun,2,2018,12,4,2018,0,0,N/A,736870,-2982,-426,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180626,26,12,1,2018-06-26,Tuesday,3,2,26,177,26,26,6,June,Jun,2,2018,12,4,2018,0,0,N/A,736871,-2981,-426,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180627,26,12,1,2018-06-27,Wednesday,4,3,27,178,26,26,6,June,Jun,2,2018,12,4,2018,0,0,N/A,736872,-2980,-426,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180628,26,12,1,2018-06-28,Thursday,5,4,28,179,26,26,6,June,Jun,2,2018,12,4,2018,0,0,N/A,736873,-2979,-426,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180629,26,12,1,2018-06-29,Friday,6,5,29,180,26,26,6,June,Jun,2,2018,12,4,2018,0,0,N/A,736874,-2978,-426,-98,0,0,0,1,1,2026-08-24T00:00:00.000
20180630,26,12,2,2018-06-30,Saturday,7,6,30,181,26,26,6,June,Jun,2,2018,12,4,2018,1,0,N/A,736875,-2977,-426,-98,1,1,0,1,1,2026-08-24T00:00:00.000
20180701,26,1,2,2018-07-01,Sunday,1,7,1,182,27,26,7,July,Jul,3,2018,1,1,2019,1,0,N/A,736876,-2976,-426,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180702,27,1,1,2018-07-02,Monday,2,1,2,183,27,27,7,July,Jul,3,2018,1,1,2019,0,0,N/A,736877,-2975,-425,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180703,27,1,1,2018-07-03,Tuesday,3,2,3,184,27,27,7,July,Jul,3,2018,1,1,2019,0,0,N/A,736878,-2974,-425,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180704,27,1,1,2018-07-04,Wednesday,4,3,4,185,27,27,7,July,Jul,3,2018,1,1,2019,0,1,Independence Day,736879,-2973,-425,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180705,27,1,1,2018-07-05,Thursday,5,4,5,186,27,27,7,July,Jul,3,2018,1,1,2019,0,0,N/A,736880,-2972,-425,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180706,27,1,1,2018-07-06,Friday,6,5,6,187,27,27,7,July,Jul,3,2018,1,1,2019,0,0,N/A,736881,-2971,-425,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180707,27,1,2,2018-07-07,Saturday,7,6,7,188,27,27,7,July,Jul,3,2018,1,1,2019,1,0,N/A,736882,-2970,-425,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180708,27,1,2,2018-07-08,Sunday,1,7,8,189,28,27,7,July,Jul,3,2018,1,1,2019,1,0,N/A,736883,-2969,-425,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180709,28,1,1,2018-07-09,Monday,2,1,9,190,28,28,7,July,Jul,3,2018,1,1,2019,0,0,N/A,736884,-2968,-424,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180710,28,1,1,2018-07-10,Tuesday,3,2,10,191,28,28,7,July,Jul,3,2018,1,1,2019,0,0,N/A,736885,-2967,-424,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180711,28,1,1,2018-07-11,Wednesday,4,3,11,192,28,28,7,July,Jul,3,2018,1,1,2019,0,0,N/A,736886,-2966,-424,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180712,28,1,1,2018-07-12,Thursday,5,4,12,193,28,28,7,July,Jul,3,2018,1,1,2019,0,0,N/A,736887,-2965,-424,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180713,28,1,1,2018-07-13,Friday,6,5,13,194,28,28,7,July,Jul,3,2018,1,1,2019,0,0,N/A,736888,-2964,-424,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180714,28,1,2,2018-07-14,Saturday,7,6,14,195,28,28,7,July,Jul,3,2018,1,1,2019,1,0,N/A,736889,-2963,-424,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180715,28,1,2,2018-07-15,Sunday,1,7,15,196,29,28,7,July,Jul,3,2018,1,1,2019,1,0,N/A,736890,-2962,-424,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180716,29,1,1,2018-07-16,Monday,2,1,16,197,29,29,7,July,Jul,3,2018,1,1,2019,0,0,N/A,736891,-2961,-423,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180717,29,1,1,2018-07-17,Tuesday,3,2,17,198,29,29,7,July,Jul,3,2018,1,1,2019,0,0,N/A,736892,-2960,-423,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180718,29,1,1,2018-07-18,Wednesday,4,3,18,199,29,29,7,July,Jul,3,2018,1,1,2019,0,0,N/A,736893,-2959,-423,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180719,29,1,1,2018-07-19,Thursday,5,4,19,200,29,29,7,July,Jul,3,2018,1,1,2019,0,0,N/A,736894,-2958,-423,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180720,29,1,1,2018-07-20,Friday,6,5,20,201,29,29,7,July,Jul,3,2018,1,1,2019,0,0,N/A,736895,-2957,-423,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180721,29,1,2,2018-07-21,Saturday,7,6,21,202,29,29,7,July,Jul,3,2018,1,1,2019,1,0,N/A,736896,-2956,-423,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180722,29,1,2,2018-07-22,Sunday,1,7,22,203,30,29,7,July,Jul,3,2018,1,1,2019,1,0,N/A,736897,-2955,-423,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180723,30,1,1,2018-07-23,Monday,2,1,23,204,30,30,7,July,Jul,3,2018,1,1,2019,0,0,N/A,736898,-2954,-422,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180724,30,1,1,2018-07-24,Tuesday,3,2,24,205,30,30,7,July,Jul,3,2018,1,1,2019,0,0,N/A,736899,-2953,-422,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180725,30,1,1,2018-07-25,Wednesday,4,3,25,206,30,30,7,July,Jul,3,2018,1,1,2019,0,0,N/A,736900,-2952,-422,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180726,30,1,1,2018-07-26,Thursday,5,4,26,207,30,30,7,July,Jul,3,2018,1,1,2019,0,0,N/A,736901,-2951,-422,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180727,30,1,1,2018-07-27,Friday,6,5,27,208,30,30,7,July,Jul,3,2018,1,1,2019,0,0,N/A,736902,-2950,-422,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180728,30,1,2,2018-07-28,Saturday,7,6,28,209,30,30,7,July,Jul,3,2018,1,1,2019,1,0,N/A,736903,-2949,-422,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180729,30,1,2,2018-07-29,Sunday,1,7,29,210,31,30,7,July,Jul,3,2018,1,1,2019,1,0,N/A,736904,-2948,-422,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180730,31,1,1,2018-07-30,Monday,2,1,30,211,31,31,7,July,Jul,3,2018,1,1,2019,0,0,N/A,736905,-2947,-421,-97,0,0,0,1,1,2026-08-24T00:00:00.000
20180731,31,1,1,2018-07-31,Tuesday,3,2,31,212,31,31,7,July,Jul,3,2018,1,1,2019,0,0,N/A,736906,-2946,-421,-97,1,0,0,1,1,2026-08-24T00:00:00.000
20180801,31,2,1,2018-08-01,Wednesday,4,3,1,213,31,31,8,August,Aug,3,2018,2,1,2019,0,0,N/A,736907,-2945,-421,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180802,31,2,1,2018-08-02,Thursday,5,4,2,214,31,31,8,August,Aug,3,2018,2,1,2019,0,0,N/A,736908,-2944,-421,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180803,31,2,1,2018-08-03,Friday,6,5,3,215,31,31,8,August,Aug,3,2018,2,1,2019,0,0,N/A,736909,-2943,-421,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180804,31,2,2,2018-08-04,Saturday,7,6,4,216,31,31,8,August,Aug,3,2018,2,1,2019,1,0,N/A,736910,-2942,-421,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180805,31,2,2,2018-08-05,Sunday,1,7,5,217,32,31,8,August,Aug,3,2018,2,1,2019,1,0,N/A,736911,-2941,-421,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180806,32,2,1,2018-08-06,Monday,2,1,6,218,32,32,8,August,Aug,3,2018,2,1,2019,0,0,N/A,736912,-2940,-420,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180807,32,2,1,2018-08-07,Tuesday,3,2,7,219,32,32,8,August,Aug,3,2018,2,1,2019,0,0,N/A,736913,-2939,-420,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180808,32,2,1,2018-08-08,Wednesday,4,3,8,220,32,32,8,August,Aug,3,2018,2,1,2019,0,0,N/A,736914,-2938,-420,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180809,32,2,1,2018-08-09,Thursday,5,4,9,221,32,32,8,August,Aug,3,2018,2,1,2019,0,0,N/A,736915,-2937,-420,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180810,32,2,1,2018-08-10,Friday,6,5,10,222,32,32,8,August,Aug,3,2018,2,1,2019,0,0,N/A,736916,-2936,-420,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180811,32,2,2,2018-08-11,Saturday,7,6,11,223,32,32,8,August,Aug,3,2018,2,1,2019,1,0,N/A,736917,-2935,-420,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180812,32,2,2,2018-08-12,Sunday,1,7,12,224,33,32,8,August,Aug,3,2018,2,1,2019,1,0,N/A,736918,-2934,-420,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180813,33,2,1,2018-08-13,Monday,2,1,13,225,33,33,8,August,Aug,3,2018,2,1,2019,0,0,N/A,736919,-2933,-419,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180814,33,2,1,2018-08-14,Tuesday,3,2,14,226,33,33,8,August,Aug,3,2018,2,1,2019,0,0,N/A,736920,-2932,-419,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180815,33,2,1,2018-08-15,Wednesday,4,3,15,227,33,33,8,August,Aug,3,2018,2,1,2019,0,0,N/A,736921,-2931,-419,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180816,33,2,1,2018-08-16,Thursday,5,4,16,228,33,33,8,August,Aug,3,2018,2,1,2019,0,0,N/A,736922,-2930,-419,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180817,33,2,1,2018-08-17,Friday,6,5,17,229,33,33,8,August,Aug,3,2018,2,1,2019,0,0,N/A,736923,-2929,-419,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180818,33,2,2,2018-08-18,Saturday,7,6,18,230,33,33,8,August,Aug,3,2018,2,1,2019,1,0,N/A,736924,-2928,-419,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180819,33,2,2,2018-08-19,Sunday,1,7,19,231,34,33,8,August,Aug,3,2018,2,1,2019,1,0,N/A,736925,-2927,-419,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180820,34,2,1,2018-08-20,Monday,2,1,20,232,34,34,8,August,Aug,3,2018,2,1,2019,0,0,N/A,736926,-2926,-418,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180821,34,2,1,2018-08-21,Tuesday,3,2,21,233,34,34,8,August,Aug,3,2018,2,1,2019,0,0,N/A,736927,-2925,-418,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180822,34,2,1,2018-08-22,Wednesday,4,3,22,234,34,34,8,August,Aug,3,2018,2,1,2019,0,0,N/A,736928,-2924,-418,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180823,34,2,1,2018-08-23,Thursday,5,4,23,235,34,34,8,August,Aug,3,2018,2,1,2019,0,0,N/A,736929,-2923,-418,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180824,34,2,1,2018-08-24,Friday,6,5,24,236,34,34,8,August,Aug,3,2018,2,1,2019,0,0,N/A,736930,-2922,-418,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180825,34,2,2,2018-08-25,Saturday,7,6,25,237,34,34,8,August,Aug,3,2018,2,1,2019,1,0,N/A,736931,-2921,-418,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180826,34,2,2,2018-08-26,Sunday,1,7,26,238,35,34,8,August,Aug,3,2018,2,1,2019,1,0,N/A,736932,-2920,-418,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180827,35,2,1,2018-08-27,Monday,2,1,27,239,35,35,8,August,Aug,3,2018,2,1,2019,0,0,N/A,736933,-2919,-417,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180828,35,2,1,2018-08-28,Tuesday,3,2,28,240,35,35,8,August,Aug,3,2018,2,1,2019,0,0,N/A,736934,-2918,-417,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180829,35,2,1,2018-08-29,Wednesday,4,3,29,241,35,35,8,August,Aug,3,2018,2,1,2019,0,0,N/A,736935,-2917,-417,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180830,35,2,1,2018-08-30,Thursday,5,4,30,242,35,35,8,August,Aug,3,2018,2,1,2019,0,0,N/A,736936,-2916,-417,-96,0,0,0,1,1,2026-08-24T00:00:00.000
20180831,35,2,1,2018-08-31,Friday,6,5,31,243,35,35,8,August,Aug,3,2018,2,1,2019,0,0,N/A,736937,-2915,-417,-96,1,0,0,1,1,2026-08-24T00:00:00.000
20180901,35,3,2,2018-09-01,Saturday,7,6,1,244,35,35,9,September,Sep,3,2018,3,1,2019,1,0,N/A,736938,-2914,-417,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180902,35,3,2,2018-09-02,Sunday,1,7,2,245,36,35,9,September,Sep,3,2018,3,1,2019,1,0,N/A,736939,-2913,-417,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180903,36,3,1,2018-09-03,Monday,2,1,3,246,36,36,9,September,Sep,3,2018,3,1,2019,0,0,N/A,736940,-2912,-416,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180904,36,3,1,2018-09-04,Tuesday,3,2,4,247,36,36,9,September,Sep,3,2018,3,1,2019,0,0,N/A,736941,-2911,-416,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180905,36,3,1,2018-09-05,Wednesday,4,3,5,248,36,36,9,September,Sep,3,2018,3,1,2019,0,0,N/A,736942,-2910,-416,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180906,36,3,1,2018-09-06,Thursday,5,4,6,249,36,36,9,September,Sep,3,2018,3,1,2019,0,0,N/A,736943,-2909,-416,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180907,36,3,1,2018-09-07,Friday,6,5,7,250,36,36,9,September,Sep,3,2018,3,1,2019,0,0,N/A,736944,-2908,-416,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180908,36,3,2,2018-09-08,Saturday,7,6,8,251,36,36,9,September,Sep,3,2018,3,1,2019,1,0,N/A,736945,-2907,-416,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180909,36,3,2,2018-09-09,Sunday,1,7,9,252,37,36,9,September,Sep,3,2018,3,1,2019,1,0,N/A,736946,-2906,-416,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180910,37,3,1,2018-09-10,Monday,2,1,10,253,37,37,9,September,Sep,3,2018,3,1,2019,0,0,N/A,736947,-2905,-415,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180911,37,3,1,2018-09-11,Tuesday,3,2,11,254,37,37,9,September,Sep,3,2018,3,1,2019,0,0,N/A,736948,-2904,-415,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180912,37,3,1,2018-09-12,Wednesday,4,3,12,255,37,37,9,September,Sep,3,2018,3,1,2019,0,0,N/A,736949,-2903,-415,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180913,37,3,1,2018-09-13,Thursday,5,4,13,256,37,37,9,September,Sep,3,2018,3,1,2019,0,0,N/A,736950,-2902,-415,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180914,37,3,1,2018-09-14,Friday,6,5,14,257,37,37,9,September,Sep,3,2018,3,1,2019,0,0,N/A,736951,-2901,-415,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180915,37,3,2,2018-09-15,Saturday,7,6,15,258,37,37,9,September,Sep,3,2018,3,1,2019,1,0,N/A,736952,-2900,-415,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180916,37,3,2,2018-09-16,Sunday,1,7,16,259,38,37,9,September,Sep,3,2018,3,1,2019,1,0,N/A,736953,-2899,-415,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180917,38,3,1,2018-09-17,Monday,2,1,17,260,38,38,9,September,Sep,3,2018,3,1,2019,0,0,N/A,736954,-2898,-414,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180918,38,3,1,2018-09-18,Tuesday,3,2,18,261,38,38,9,September,Sep,3,2018,3,1,2019,0,0,N/A,736955,-2897,-414,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180919,38,3,1,2018-09-19,Wednesday,4,3,19,262,38,38,9,September,Sep,3,2018,3,1,2019,0,0,N/A,736956,-2896,-414,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180920,38,3,1,2018-09-20,Thursday,5,4,20,263,38,38,9,September,Sep,3,2018,3,1,2019,0,0,N/A,736957,-2895,-414,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180921,38,3,1,2018-09-21,Friday,6,5,21,264,38,38,9,September,Sep,3,2018,3,1,2019,0,0,N/A,736958,-2894,-414,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180922,38,3,2,2018-09-22,Saturday,7,6,22,265,38,38,9,September,Sep,3,2018,3,1,2019,1,0,N/A,736959,-2893,-414,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180923,38,3,2,2018-09-23,Sunday,1,7,23,266,39,38,9,September,Sep,3,2018,3,1,2019,1,0,N/A,736960,-2892,-414,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180924,39,3,1,2018-09-24,Monday,2,1,24,267,39,39,9,September,Sep,3,2018,3,1,2019,0,0,N/A,736961,-2891,-413,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180925,39,3,1,2018-09-25,Tuesday,3,2,25,268,39,39,9,September,Sep,3,2018,3,1,2019,0,0,N/A,736962,-2890,-413,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180926,39,3,1,2018-09-26,Wednesday,4,3,26,269,39,39,9,September,Sep,3,2018,3,1,2019,0,0,N/A,736963,-2889,-413,-95,0,0,0,1,1,2026-08-24T00:00:00.000
20180927,39,3,1,2018-09-27,Thursday,5,4,27,270,39,39,9,September,Sep,3,2018,3,1,2019,0,0,N/A,736964,-2888,-413,-95,0,0,0,1,1,2026-08-24T00:00:00.000
